#Variables:,
#tasmax_bcc-csm1-1_historical(K):Daily Maximum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K)",
9/7/1972,307.093597
9/8/1972,308.581055
9/9/1972,310.532806
9/10/1972,310.695435
9/11/1972,308.151459
9/12/1972,304.929016
9/13/1972,306.527527
9/14/1972,307.033813
9/15/1972,307.35437
9/16/1972,305.866211
9/17/1972,305.451569
9/18/1972,300.430328
9/19/1972,304.443695
9/20/1972,304.143402
9/21/1972,295.937592
9/22/1972,300.540955
9/23/1972,302.702576
9/24/1972,301.541931
9/25/1972,300.764618
9/26/1972,299.60611
9/27/1972,299.316589
9/28/1972,298.905853
9/29/1972,300.399536
9/30/1972,301.916199
10/1/1972,302.601166
10/2/1972,303.200897
10/3/1972,303.819916
10/4/1972,302.467438
10/5/1972,299.582184
10/6/1972,299.184967
10/7/1972,295.609619
10/8/1972,295.372833
10/9/1972,298.644257
10/10/1972,302.057404
10/11/1972,301.514435
10/12/1972,301.84079
10/13/1972,303.279724
10/14/1972,304.357819
10/15/1972,300.951324
10/16/1972,298.516388
10/17/1972,294.388885
10/18/1972,294.611237
10/19/1972,295.254456
10/20/1972,296.663849
10/21/1972,294.087036
10/22/1972,299.123108
10/23/1972,301.055054
10/24/1972,301.52771
10/25/1972,300.814117
10/26/1972,298.642365
10/27/1972,300.750366
10/28/1972,298.584015
10/29/1972,291.855225
10/30/1972,293.776825
10/31/1972,294.254852
11/1/1972,295.27774
11/2/1972,294.607788
11/3/1972,295.60965
11/4/1972,295.144379
11/5/1972,295.249634
11/6/1972,295.272705
11/7/1972,294.11261
11/8/1972,295.922668
11/9/1972,291.834839
11/10/1972,291.796021
11/11/1972,295.166382
11/12/1972,297.140717
11/13/1972,296.617249
11/14/1972,297.665222
11/15/1972,298.596893
11/16/1972,299.983459
11/17/1972,300.979797
11/18/1972,298.041534
11/19/1972,296.699677
11/20/1972,298.152924
11/21/1972,298.827545
11/22/1972,300.623779
11/23/1972,299.910797
11/24/1972,299.180237
11/25/1972,299.165497
11/26/1972,299.146057
11/27/1972,301.627594
11/28/1972,298.667511
11/29/1972,298.744141
11/30/1972,299.603027
12/1/1972,299.262726
12/2/1972,299.089661
12/3/1972,299.955322
12/4/1972,298.476654
12/5/1972,295.293854
12/6/1972,294.251953
12/7/1972,297.238831
12/8/1972,297.871582
12/9/1972,297.471436
12/10/1972,298.654877
12/11/1972,299.947266
12/12/1972,299.964752
12/13/1972,296.935883
12/14/1972,283.273468
12/15/1972,280.217163
12/16/1972,277.55722
12/17/1972,279.054321
12/18/1972,278.128845
12/19/1972,276.792999
12/20/1972,278.210297
12/21/1972,294.262024
12/22/1972,286.687927
12/23/1972,288.313416
12/24/1972,298.264709
12/25/1972,294.347687
12/26/1972,294.417633
12/27/1972,287.305969
12/28/1972,282.433228
12/29/1972,284.792938
12/30/1972,289.919983
12/31/1972,291.236542
1/1/1973,286.796814
1/2/1973,286.201263
1/3/1973,291.255096
1/4/1973,289.851013
1/5/1973,292.554871
1/6/1973,297.29187
1/7/1973,298.267151
1/8/1973,297.298553
1/9/1973,294.612671
1/10/1973,292.387573
1/11/1973,291.989655
1/12/1973,292.295837
1/13/1973,293.017487
1/14/1973,291.33316
1/15/1973,291.086853
1/16/1973,294.454773
1/17/1973,295.492065
1/18/1973,296.359802
1/19/1973,299.011414
1/20/1973,296.041077
1/21/1973,292.252899
1/22/1973,295.166229
1/23/1973,290.57074
1/24/1973,288.740295
1/25/1973,295.050629
1/26/1973,297.649963
1/27/1973,298.18158
1/28/1973,297.340912
1/29/1973,293.596893
1/30/1973,289.925262
1/31/1973,291.308167
2/1/1973,292.702942
2/2/1973,296.45929
2/3/1973,297.049011
2/4/1973,290.29306
2/5/1973,289.233917
2/6/1973,293.978149
2/7/1973,299.589386
2/8/1973,291.908936
2/9/1973,295.848999
2/10/1973,302.185791
2/11/1973,302.974182
2/12/1973,303.769073
2/13/1973,302.608978
2/14/1973,296.725708
2/15/1973,288.397583
2/16/1973,292.370728
2/17/1973,298.962646
2/18/1973,303.380676
2/19/1973,301.828918
2/20/1973,300.370636
2/21/1973,307.18399
2/22/1973,306.900055
2/23/1973,303.080383
2/24/1973,299.246307
2/25/1973,295.310608
2/26/1973,290.717529
2/27/1973,297.73764
2/28/1973,303.142578
3/1/1973,308.598053
3/2/1973,304.634796
3/3/1973,302.760437
3/4/1973,299.844025
3/5/1973,302.920563
3/6/1973,303.559326
3/7/1973,298.993866
3/8/1973,296.514862
3/9/1973,292.257751
3/10/1973,295.426758
3/11/1973,301.934418
3/12/1973,303.891602
3/13/1973,303.888824
3/14/1973,299.556122
3/15/1973,293.221191
3/16/1973,293.505005
3/17/1973,293.448608
3/18/1973,297.437042
3/19/1973,299.268036
3/20/1973,305.494171
3/21/1973,307.565765
3/22/1973,307.645386
3/23/1973,305.259338
3/24/1973,302.435272
3/25/1973,302.533813
3/26/1973,302.745911
3/27/1973,304.072449
3/28/1973,306.1633
3/29/1973,305.418457
3/30/1973,303.898834
3/31/1973,304.487396
4/1/1973,301.180908
4/2/1973,294.946259
4/3/1973,295.175781
4/4/1973,304.649078
4/5/1973,308.124146
4/6/1973,308.603149
4/7/1973,305.5448
4/8/1973,297.825989
4/9/1973,302.625488
4/10/1973,303.683929
4/11/1973,304.008759
4/12/1973,300.70639
4/13/1973,289.273895
4/14/1973,286.286926
4/15/1973,288.162994
4/16/1973,291.998779
4/17/1973,295.448578
4/18/1973,299.170471
4/19/1973,296.787415
4/20/1973,298.059875
4/21/1973,306.046417
4/22/1973,300.77063
4/23/1973,303.437317
4/24/1973,306.437103
4/25/1973,305.81131
4/26/1973,303.603607
4/27/1973,300.773132
4/28/1973,307.115326
4/29/1973,309.97467
4/30/1973,309.604126
5/1/1973,307.026672
5/2/1973,305.855713
5/3/1973,301.638214
5/4/1973,301.499084
5/5/1973,304.139252
5/6/1973,306.068726
5/7/1973,307.461761
5/8/1973,306.64978
5/9/1973,304.723785
5/10/1973,304.688354
5/11/1973,303.501953
5/12/1973,304.843811
5/13/1973,305.473236
5/14/1973,302.48999
5/15/1973,298.438141
5/16/1973,297.04245
5/17/1973,299.627991
5/18/1973,301.657196
5/19/1973,304.950836
5/20/1973,307.079193
5/21/1973,306.44397
5/22/1973,306.951843
5/23/1973,307.66214
5/24/1973,307.619232
5/25/1973,306.953125
5/26/1973,303.683289
5/27/1973,301.203186
5/28/1973,303.670624
5/29/1973,305.023224
5/30/1973,305.549408
5/31/1973,306.223999
6/1/1973,303.278107
6/2/1973,302.618225
6/3/1973,305.662201
6/4/1973,307.758636
6/5/1973,307.80069
6/6/1973,304.563812
6/7/1973,302.054199
6/8/1973,306.018768
6/9/1973,310.544128
6/10/1973,308.237488
6/11/1973,307.859955
6/12/1973,305.554474
6/13/1973,305.927216
6/14/1973,309.883942
6/15/1973,307.80481
6/16/1973,307.371307
6/17/1973,306.886261
6/18/1973,307.914734
6/19/1973,308.650452
6/20/1973,308.571228
6/21/1973,308.472015
6/22/1973,307.359894
6/23/1973,306.634033
6/24/1973,306.352386
6/25/1973,307.023712
6/26/1973,308.064575
6/27/1973,309.605011
6/28/1973,310.814819
6/29/1973,310.553528
6/30/1973,308.086395
7/1/1973,307.925629
7/2/1973,308.613586
7/3/1973,309.605133
7/4/1973,310.692505
7/5/1973,311.06778
7/6/1973,309.190796
7/7/1973,307.489929
7/8/1973,308.895966
7/9/1973,310.823761
7/10/1973,311.499115
7/11/1973,311.052216
7/12/1973,310.322876
7/13/1973,309.918488
7/14/1973,306.472595
7/15/1973,303.0112
7/16/1973,301.087799
7/17/1973,303.755157
7/18/1973,306.446014
7/19/1973,308.328339
7/20/1973,308.790314
7/21/1973,308.052917
7/22/1973,306.430664
7/23/1973,306.402313
7/24/1973,307.918854
7/25/1973,308.627838
7/26/1973,308.87381
7/27/1973,310.984924
7/28/1973,310.330353
7/29/1973,304.665649
7/30/1973,306.204834
7/31/1973,308.694183
8/1/1973,310.738007
8/2/1973,310.464417
8/3/1973,311.148224
8/4/1973,312.398254
8/5/1973,313.024292
8/6/1973,310.906952
8/7/1973,307.981384
8/8/1973,307.789795
8/9/1973,308.013641
8/10/1973,306.763367
8/11/1973,306.779449
8/12/1973,308.098297
8/13/1973,309.909271
8/14/1973,310.280151
8/15/1973,310.654907
8/16/1973,310.269501
8/17/1973,309.395264
8/18/1973,310.316071
8/19/1973,311.012482
8/20/1973,311.555847
8/21/1973,310.975922
8/22/1973,309.334991
8/23/1973,309.141296
8/24/1973,307.182068
8/25/1973,308.719055
8/26/1973,307.420258
8/27/1973,307.568848
8/28/1973,306.657074
8/29/1973,303.931915
8/30/1973,302.19223
8/31/1973,302.133881
9/1/1973,303.13855
9/2/1973,304.064117
9/3/1973,306.984467
9/4/1973,307.444946
9/5/1973,305.457306
9/6/1973,304.372833
9/7/1973,304.184265
9/8/1973,306.601776
9/9/1973,307.149506
9/10/1973,306.756744
9/11/1973,307.032013
9/12/1973,307.728912
9/13/1973,310.047638
9/14/1973,312.456787
9/15/1973,306.852325
9/16/1973,299.295929
9/17/1973,305.338135
9/18/1973,309.597382
9/19/1973,307.926392
9/20/1973,307.239136
9/21/1973,307.538361
9/22/1973,307.035065
9/23/1973,306.047882
9/24/1973,305.396118
9/25/1973,306.474365
9/26/1973,307.615234
9/27/1973,308.651703
9/28/1973,307.777344
9/29/1973,307.862518
9/30/1973,308.017334
10/1/1973,304.842285
10/2/1973,303.266815
10/3/1973,303.190857
10/4/1973,302.573212
10/5/1973,299.922668
10/6/1973,296.778381
10/7/1973,301.153076
10/8/1973,301.602966
10/9/1973,301.568726
10/10/1973,303.670044
10/11/1973,303.788086
10/12/1973,301.520294
10/13/1973,288.632568
10/14/1973,286.738098
10/15/1973,290.765594
10/16/1973,296.667267
10/17/1973,302.130707
10/18/1973,297.370453
10/19/1973,293.651031
10/20/1973,299.058929
10/21/1973,293.822479
10/22/1973,287.374359
10/23/1973,294.337219
10/24/1973,292.76358
10/25/1973,292.299377
10/26/1973,291.325745
10/27/1973,296.438263
10/28/1973,300.011719
10/29/1973,299.933594
10/30/1973,295.452179
10/31/1973,297.373749
11/1/1973,297.781158
11/2/1973,299.340729
11/3/1973,300.743774
11/4/1973,300.873352
11/5/1973,301.409241
11/6/1973,297.644012
11/7/1973,298.380554
11/8/1973,302.777893
11/9/1973,299.518036
11/10/1973,295.855164
11/11/1973,297.238281
11/12/1973,290.288696
11/13/1973,287.102692
11/14/1973,288.909668
11/15/1973,288.80542
11/16/1973,284.186462
11/17/1973,287.248077
11/18/1973,284.523254
11/19/1973,290.451935
11/20/1973,295.606781
11/21/1973,296.179047
11/22/1973,290.187531
11/23/1973,287.498932
11/24/1973,292.422485
11/25/1973,291.504181
11/26/1973,295.884277
11/27/1973,297.475464
11/28/1973,290.434082
11/29/1973,290.649109
11/30/1973,294.257446
12/1/1973,297.707428
12/2/1973,299.063568
12/3/1973,297.325531
12/4/1973,296.943268
12/5/1973,297.30481
12/6/1973,296.730591
12/7/1973,291.857239
12/8/1973,285.511627
12/9/1973,299.455353
12/10/1973,292.835419
12/11/1973,282.885254
12/12/1973,284.324341
12/13/1973,276.853729
12/14/1973,281.393341
12/15/1973,285.383514
12/16/1973,286.061584
12/17/1973,287.861938
12/18/1973,289.237366
12/19/1973,294.71701
12/20/1973,300.64563
12/21/1973,294.050232
12/22/1973,288.647156
12/23/1973,281.318787
12/24/1973,280.978912
12/25/1973,284.231415
12/26/1973,286.735413
12/27/1973,292.433624
12/28/1973,295.649048
12/29/1973,297.048981
12/30/1973,292.959412
12/31/1973,288.860016
1/1/1974,286.169739
1/2/1974,283.56311
1/3/1974,279.729492
1/4/1974,281.556244
1/5/1974,283.275238
1/6/1974,285.908295
1/7/1974,288.466888
1/8/1974,292.991699
1/9/1974,295.807007
1/10/1974,292.168549
1/11/1974,289.856781
1/12/1974,292.391998
1/13/1974,294.302917
1/14/1974,291.228241
1/15/1974,289.572723
1/16/1974,293.421265
1/17/1974,287.458099
1/18/1974,286.723145
1/19/1974,292.005615
1/20/1974,289.299072
1/21/1974,287.540466
1/22/1974,292.040161
1/23/1974,294.210785
1/24/1974,294.006409
1/25/1974,291.309662
1/26/1974,292.23584
1/27/1974,295.038086
1/28/1974,293.787598
1/29/1974,287.05838
1/30/1974,293.878601
1/31/1974,290.646912
2/1/1974,291.085602
2/2/1974,287.599365
2/3/1974,285.213257
2/4/1974,289.835907
2/5/1974,295.843658
2/6/1974,295.862488
2/7/1974,296.400696
2/8/1974,295.846405
2/9/1974,293.100525
2/10/1974,295.456451
2/11/1974,293.255798
2/12/1974,286.061249
2/13/1974,283.375244
2/14/1974,286.527039
2/15/1974,291.649841
2/16/1974,300.672913
2/17/1974,298.411407
2/18/1974,301.718689
2/19/1974,295.330322
2/20/1974,294.353882
2/21/1974,297.66272
2/22/1974,293.472687
2/23/1974,294.388092
2/24/1974,291.452881
2/25/1974,286.850555
2/26/1974,290.188782
2/27/1974,291.660492
2/28/1974,295.842041
3/1/1974,297.029205
3/2/1974,300.290375
3/3/1974,298.823303
3/4/1974,292.637573
3/5/1974,292.138245
3/6/1974,294.393066
3/7/1974,297.381042
3/8/1974,297.238708
3/9/1974,293.246338
3/10/1974,292.474182
3/11/1974,291.275299
3/12/1974,293.179749
3/13/1974,292.153229
3/14/1974,290.976166
3/15/1974,287.898895
3/16/1974,287.372803
3/17/1974,290.65332
3/18/1974,288.679474
3/19/1974,291.382294
3/20/1974,296.244781
3/21/1974,295.55484
3/22/1974,298.684784
3/23/1974,295.901947
3/24/1974,293.351166
3/25/1974,287.736359
3/26/1974,292.501373
3/27/1974,292.753021
3/28/1974,295.634247
3/29/1974,295.950867
3/30/1974,295.74411
3/31/1974,296.958282
4/1/1974,294.00708
4/2/1974,296.496033
4/3/1974,300.945068
4/4/1974,303.033356
4/5/1974,300.935791
4/6/1974,302.333344
4/7/1974,300.148621
4/8/1974,298.736572
4/9/1974,294.735718
4/10/1974,304.200745
4/11/1974,300.804718
4/12/1974,298.663544
4/13/1974,298.336823
4/14/1974,302.79538
4/15/1974,302.258728
4/16/1974,300.250092
4/17/1974,298.887268
4/18/1974,302.965729
4/19/1974,303.776581
4/20/1974,304.789978
4/21/1974,305.528778
4/22/1974,303.896423
4/23/1974,304.856262
4/24/1974,306.898407
4/25/1974,304.873383
4/26/1974,302.015991
4/27/1974,299.206207
4/28/1974,299.297241
4/29/1974,298.921173
4/30/1974,298.228485
5/1/1974,299.171875
5/2/1974,297.06778
5/3/1974,296.020203
5/4/1974,297.502655
5/5/1974,296.769226
5/6/1974,302.442352
5/7/1974,303.671356
5/8/1974,302.934326
5/9/1974,303.114227
5/10/1974,308.464508
5/11/1974,308.822357
5/12/1974,304.48941
5/13/1974,301.667755
5/14/1974,301.33905
5/15/1974,300.357574
5/16/1974,299.594025
5/17/1974,298.773743
5/18/1974,307.008911
5/19/1974,308.169067
5/20/1974,305.428406
5/21/1974,302.241333
5/22/1974,301.644226
5/23/1974,302.594116
5/24/1974,301.347748
5/25/1974,299.211334
5/26/1974,301.596588
5/27/1974,302.823212
5/28/1974,301.568726
5/29/1974,299.898102
5/30/1974,298.200928
5/31/1974,297.016235
6/1/1974,296.522125
6/2/1974,302.2836
6/3/1974,303.549774
6/4/1974,301.798248
6/5/1974,304.292877
6/6/1974,304.285309
6/7/1974,304.159302
6/8/1974,308.546692
6/9/1974,308.082642
6/10/1974,303.64859
6/11/1974,302.680542
6/12/1974,298.852264
6/13/1974,302.97757
6/14/1974,305.428101
6/15/1974,305.172211
6/16/1974,303.854919
6/17/1974,308.300842
6/18/1974,310.002777
6/19/1974,308.348175
6/20/1974,306.288544
6/21/1974,306.365356
6/22/1974,303.30835
6/23/1974,303.647034
6/24/1974,305.21167
6/25/1974,305.638519
6/26/1974,302.693268
6/27/1974,302.933655
6/28/1974,303.601471
6/29/1974,303.291351
6/30/1974,302.890198
7/1/1974,303.574188
7/2/1974,303.95636
7/3/1974,305.096649
7/4/1974,304.905029
7/5/1974,306.008698
7/6/1974,306.266632
7/7/1974,305.733643
7/8/1974,305.362854
7/9/1974,305.414368
7/10/1974,305.214355
7/11/1974,304.576538
7/12/1974,299.117889
7/13/1974,303.1185
7/14/1974,304.03894
7/15/1974,303.680267
7/16/1974,303.148834
7/17/1974,301.509369
7/18/1974,303.505524
7/19/1974,303.69043
7/20/1974,304.594452
7/21/1974,304.928192
7/22/1974,305.389862
7/23/1974,307.692963
7/24/1974,309.5159
7/25/1974,310.101074
7/26/1974,310.65686
7/27/1974,309.499207
7/28/1974,308.938721
7/29/1974,311.026215
7/30/1974,312.517426
7/31/1974,309.58551
8/1/1974,306.375427
8/2/1974,306.633301
8/3/1974,308.463654
8/4/1974,307.7612
8/5/1974,307.205139
8/6/1974,307.142883
8/7/1974,308.648926
8/8/1974,309.621185
8/9/1974,309.386902
8/10/1974,307.690002
8/11/1974,307.76767
8/12/1974,306.791046
8/13/1974,306.696747
8/14/1974,307.442474
8/15/1974,308.970215
8/16/1974,308.88324
8/17/1974,307.67749
8/18/1974,307.92926
8/19/1974,309.503571
8/20/1974,310.466309
8/21/1974,310.084473
8/22/1974,308.485107
8/23/1974,307.012238
8/24/1974,307.405975
8/25/1974,309.159698
8/26/1974,308.102936
8/27/1974,308.664215
8/28/1974,309.380829
8/29/1974,310.914642
8/30/1974,310.650299
8/31/1974,308.802795
9/1/1974,309.003174
9/2/1974,306.994843
9/3/1974,304.886932
9/4/1974,302.758026
9/5/1974,302.614471
9/6/1974,303.978607
9/7/1974,303.77597
9/8/1974,301.020935
9/9/1974,304.363556
9/10/1974,305.728821
9/11/1974,306.741241
9/12/1974,306.279266
9/13/1974,307.49884
9/14/1974,308.331543
9/15/1974,309.957611
9/16/1974,309.254425
9/17/1974,306.964783
9/18/1974,308.578766
9/19/1974,309.621582
9/20/1974,310.667419
9/21/1974,311.09494
9/22/1974,309.666382
9/23/1974,308.31369
9/24/1974,309.288177
9/25/1974,308.440765
9/26/1974,307.582306
9/27/1974,306.463409
9/28/1974,305.838135
9/29/1974,304.910767
9/30/1974,304.750427
10/1/1974,303.936859
10/2/1974,303.977051
10/3/1974,303.994659
10/4/1974,299.849274
10/5/1974,294.537994
10/6/1974,299.476166
10/7/1974,304.278381
10/8/1974,305.537994
10/9/1974,304.930115
10/10/1974,302.432709
10/11/1974,296.896088
10/12/1974,288.625458
10/13/1974,292.297333
10/14/1974,292.051758
10/15/1974,289.077728
10/16/1974,289.373535
10/17/1974,296.217163
10/18/1974,297.998566
10/19/1974,297.881195
10/20/1974,298.898132
10/21/1974,298.146973
10/22/1974,296.917847
10/23/1974,297.311218
10/24/1974,299.524963
10/25/1974,300.529938
10/26/1974,298.94043
10/27/1974,300.230469
10/28/1974,298.443085
10/29/1974,299.497528
10/30/1974,299.22818
10/31/1974,300.645325
11/1/1974,299.565216
11/2/1974,298.043396
11/3/1974,300.440674
11/4/1974,297.444855
11/5/1974,300.35141
11/6/1974,300.85025
11/7/1974,294.484283
11/8/1974,293.076721
11/9/1974,296.979248
11/10/1974,296.819122
11/11/1974,299.23703
11/12/1974,295.121948
11/13/1974,298.913147
11/14/1974,296.597137
11/15/1974,290.64917
11/16/1974,282.669891
11/17/1974,281.331207
11/18/1974,289.680023
11/19/1974,292.010071
11/20/1974,294.228546
11/21/1974,295.336548
11/22/1974,298.018921
11/23/1974,296.242218
11/24/1974,281.62558
11/25/1974,286.771759
11/26/1974,282.016602
11/27/1974,283.485962
11/28/1974,291.507355
11/29/1974,286.470825
11/30/1974,284.928589
12/1/1974,294.259125
12/2/1974,298.508362
12/3/1974,298.193634
12/4/1974,298.44989
12/5/1974,296.312408
12/6/1974,293.622833
12/7/1974,284.781525
12/8/1974,282.607635
12/9/1974,288.05423
12/10/1974,292.18158
12/11/1974,293.438934
12/12/1974,289.279572
12/13/1974,290.084167
12/14/1974,294.160095
12/15/1974,293.641632
12/16/1974,294.369232
12/17/1974,290.649231
12/18/1974,287.890747
12/19/1974,289.656342
12/20/1974,286.72995
12/21/1974,283.811859
12/22/1974,283.606049
12/23/1974,287.900604
12/24/1974,287.853394
12/25/1974,292.058746
12/26/1974,298.149933
12/27/1974,292.28183
12/28/1974,285.362152
12/29/1974,290.274689
12/30/1974,289.500244
12/31/1974,286.299774
1/1/1975,294.372986
1/2/1975,292.280731
1/3/1975,299.538422
1/4/1975,297.289734
1/5/1975,284.066406
1/6/1975,281.834961
1/7/1975,290.439117
1/8/1975,294.065094
1/9/1975,295.682831
1/10/1975,288.52002
1/11/1975,286.894135
1/12/1975,285.687073
1/13/1975,282.861786
1/14/1975,297.573517
1/15/1975,289.894897
1/16/1975,287.044006
1/17/1975,288.883728
1/18/1975,290.974945
1/19/1975,294.461365
1/20/1975,288.423828
1/21/1975,286.46106
1/22/1975,287.075378
1/23/1975,289.134644
1/24/1975,293.105743
1/25/1975,294.839752
1/26/1975,292.647125
1/27/1975,295.101044
1/28/1975,292.592804
1/29/1975,289.903168
1/30/1975,289.160065
1/31/1975,288.996216
2/1/1975,288.956116
2/2/1975,291.777191
2/3/1975,291.833679
2/4/1975,288.67337
2/5/1975,286.018799
2/6/1975,285.513824
2/7/1975,285.836487
2/8/1975,286.681458
2/9/1975,287.746857
2/10/1975,285.601593
2/11/1975,289.171295
2/12/1975,289.597321
2/13/1975,290.000641
2/14/1975,291.898071
2/15/1975,293.613037
2/16/1975,301.536865
2/17/1975,292.975586
2/18/1975,289.396362
2/19/1975,295.091339
2/20/1975,297.219055
2/21/1975,293.504089
2/22/1975,289.834351
2/23/1975,288.115082
2/24/1975,284.96637
2/25/1975,291.111481
2/26/1975,298.225983
2/27/1975,293.754639
2/28/1975,288.468384
3/1/1975,294.981537
3/2/1975,292.558502
3/3/1975,288.243286
3/4/1975,290.920685
3/5/1975,292.285065
3/6/1975,295.727386
3/7/1975,292.34198
3/8/1975,290.344238
3/9/1975,292.642822
3/10/1975,296.047729
3/11/1975,297.506744
3/12/1975,297.367279
3/13/1975,298.64093
3/14/1975,295.09137
3/15/1975,295.979645
3/16/1975,300.61557
3/17/1975,304.104126
3/18/1975,303.936554
3/19/1975,303.028046
3/20/1975,301.26358
3/21/1975,298.108063
3/22/1975,298.84848
3/23/1975,300.122589
3/24/1975,299.472137
3/25/1975,301.198975
3/26/1975,302.987701
3/27/1975,297.124695
3/28/1975,297.491974
3/29/1975,297.849457
3/30/1975,304.148987
3/31/1975,302.070404
4/1/1975,301.094696
4/2/1975,291.744904
4/3/1975,288.394867
4/4/1975,289.495941
4/5/1975,302.724121
4/6/1975,303.229675
4/7/1975,298.222382
4/8/1975,289.784363
4/9/1975,293.033569
4/10/1975,298.009521
4/11/1975,297.905396
4/12/1975,294.470306
4/13/1975,295.990784
4/14/1975,297.366302
4/15/1975,296.638214
4/16/1975,301.309174
4/17/1975,305.699738
4/18/1975,305.290253
4/19/1975,305.038696
4/20/1975,304.304626
4/21/1975,302.261475
4/22/1975,300.997375
4/23/1975,298.981964
4/24/1975,298.428955
4/25/1975,300.346039
4/26/1975,297.141571
4/27/1975,301.104858
4/28/1975,303.14801
4/29/1975,301.799744
4/30/1975,298.952362
5/1/1975,296.292999
5/2/1975,298.109375
5/3/1975,295.858002
5/4/1975,296.785889
5/5/1975,296.385681
5/6/1975,298.351379
5/7/1975,298.837128
5/8/1975,304.97052
5/9/1975,303.365753
5/10/1975,297.248535
5/11/1975,296.045837
5/12/1975,294.952698
5/13/1975,299.504639
5/14/1975,303.438965
5/15/1975,301.387848
5/16/1975,303.588165
5/17/1975,306.646088
5/18/1975,306.018494
5/19/1975,300.450378
5/20/1975,300.692902
5/21/1975,306.313263
5/22/1975,303.446686
5/23/1975,298.933838
5/24/1975,300.628845
5/25/1975,300.951569
5/26/1975,301.239594
5/27/1975,301.361298
5/28/1975,302.064453
5/29/1975,301.576599
5/30/1975,301.647308
5/31/1975,301.378357
6/1/1975,301.857178
6/2/1975,303.811584
6/3/1975,306.492859
6/4/1975,309.043121
6/5/1975,306.658356
6/6/1975,304.127869
6/7/1975,304.381927
6/8/1975,305.814972
6/9/1975,306.751526
6/10/1975,307.654388
6/11/1975,307.783356
6/12/1975,307.014893
6/13/1975,302.401245
6/14/1975,305.871857
6/15/1975,305.199768
6/16/1975,303.507507
6/17/1975,303.494232
6/18/1975,304.174805
6/19/1975,303.889465
6/20/1975,302.615875
6/21/1975,298.871124
6/22/1975,301.345856
6/23/1975,305.898865
6/24/1975,305.332642
6/25/1975,305.534332
6/26/1975,304.781494
6/27/1975,304.0112
6/28/1975,304.2854
6/29/1975,305.116272
6/30/1975,305.617798
7/1/1975,306.393829
7/2/1975,306.676849
7/3/1975,306.624054
7/4/1975,307.204071
7/5/1975,308.074219
7/6/1975,307.041595
7/7/1975,307.29422
7/8/1975,307.109528
7/9/1975,300.86499
7/10/1975,303.041473
7/11/1975,302.766724
7/12/1975,304.901428
7/13/1975,306.17215
7/14/1975,307.258301
7/15/1975,303.692078
7/16/1975,304.047638
7/17/1975,303.827728
7/18/1975,303.087311
7/19/1975,303.914917
7/20/1975,303.69104
7/21/1975,305.579834
7/22/1975,306.341522
7/23/1975,307.186157
7/24/1975,305.945435
7/25/1975,306.777527
7/26/1975,305.939606
7/27/1975,308.131897
7/28/1975,310.060089
7/29/1975,309.423035
7/30/1975,309.052521
7/31/1975,309.27301
8/1/1975,311.375732
8/2/1975,312.429321
8/3/1975,311.368256
8/4/1975,308.507965
8/5/1975,307.881927
8/6/1975,308.813812
8/7/1975,307.09729
8/8/1975,305.456665
8/9/1975,306.338257
8/10/1975,306.481567
8/11/1975,306.416351
8/12/1975,305.22348
8/13/1975,302.197021
8/14/1975,303.344727
8/15/1975,304.517609
8/16/1975,307.190643
8/17/1975,309.176392
8/18/1975,310.088348
8/19/1975,310.730255
8/20/1975,310.083282
8/21/1975,309.714081
8/22/1975,309.471802
8/23/1975,309.806854
8/24/1975,309.903168
8/25/1975,308.106018
8/26/1975,307.826019
8/27/1975,308.521027
8/28/1975,309.682892
8/29/1975,312.802124
8/30/1975,310.580597
8/31/1975,309.556488
9/1/1975,307.755646
9/2/1975,307.712585
9/3/1975,307.260712
9/4/1975,308.000824
9/5/1975,307.178436
9/6/1975,306.34021
9/7/1975,308.478973
9/8/1975,308.426453
9/9/1975,309.141205
9/10/1975,309.589508
9/11/1975,307.583069
9/12/1975,305.427155
9/13/1975,305.874969
9/14/1975,304.472198
9/15/1975,305.536926
9/16/1975,307.069397
9/17/1975,308.700226
9/18/1975,309.38092
9/19/1975,307.757782
9/20/1975,306.480865
9/21/1975,306.56665
9/22/1975,306.399078
9/23/1975,306.467834
9/24/1975,306.994293
9/25/1975,305.817413
9/26/1975,303.411835
9/27/1975,300.279938
9/28/1975,304.356903
9/29/1975,305.877899
9/30/1975,306.554291
10/1/1975,306.742584
10/2/1975,306.401337
10/3/1975,305.671692
10/4/1975,304.290344
10/5/1975,305.313995
10/6/1975,303.274933
10/7/1975,300.95752
10/8/1975,300.367432
10/9/1975,301.991119
10/10/1975,302.784973
10/11/1975,304.224365
10/12/1975,304.877472
10/13/1975,303.435547
10/14/1975,305.311829
10/15/1975,306.510468
10/16/1975,306.163696
10/17/1975,306.171722
10/18/1975,305.320648
10/19/1975,299.911316
10/20/1975,301.684204
10/21/1975,298.508026
10/22/1975,299.607361
10/23/1975,301.892273
10/24/1975,303.710815
10/25/1975,298.202881
10/26/1975,299.76239
10/27/1975,295.0625
10/28/1975,298.688538
