#Variables:,
#tasmax_bcc-csm1-1_rcp85(K):Daily Maximum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K)",
5/25/2057,305.610229
5/26/2057,307.130035
5/27/2057,303.960083
5/28/2057,302.694397
5/29/2057,306.635315
5/30/2057,306.668854
5/31/2057,305.854279
6/1/2057,307.14624
6/2/2057,307.272034
6/3/2057,307.48642
6/4/2057,308.014404
6/5/2057,308.421387
6/6/2057,309.175659
6/7/2057,308.544281
6/8/2057,308.697479
6/9/2057,309.726227
6/10/2057,309.626587
6/11/2057,310.64679
6/12/2057,312.52063
6/13/2057,313.302582
6/14/2057,311.256805
6/15/2057,310.397156
6/16/2057,309.911926
6/17/2057,311.109497
6/18/2057,309.247009
6/19/2057,306.47699
6/20/2057,309.656708
6/21/2057,309.262024
6/22/2057,309.822845
6/23/2057,308.970734
6/24/2057,308.490967
6/25/2057,306.481232
6/26/2057,307.687103
6/27/2057,306.705658
6/28/2057,305.191559
6/29/2057,307.397461
6/30/2057,308.27301
7/1/2057,310.441254
7/2/2057,309.054626
7/3/2057,309.825897
7/4/2057,309.586853
7/5/2057,307.048645
7/6/2057,305.095001
7/7/2057,306.844971
7/8/2057,308.581024
7/9/2057,306.912048
7/10/2057,304.79184
7/11/2057,309.343506
7/12/2057,310.641296
7/13/2057,310.661774
7/14/2057,311.455078
7/15/2057,308.671478
7/16/2057,311.051453
7/17/2057,312.168884
7/18/2057,312.154297
7/19/2057,310.695526
7/20/2057,310.653137
7/21/2057,311.971771
7/22/2057,310.669159
7/23/2057,312.311676
7/24/2057,312.782471
7/25/2057,312.849213
7/26/2057,312.821167
7/27/2057,313.279175
7/28/2057,313.565338
7/29/2057,311.652039
7/30/2057,313.614319
7/31/2057,314.726044
8/1/2057,312.342957
8/2/2057,310.807068
8/3/2057,312.711151
8/4/2057,315.260712
8/5/2057,314.899506
8/6/2057,313.015961
8/7/2057,313.150726
8/8/2057,312.624786
8/9/2057,310.822418
8/10/2057,309.600922
8/11/2057,311.125671
8/12/2057,311.214264
8/13/2057,311.795135
8/14/2057,311.528809
8/15/2057,310.146759
8/16/2057,309.798828
8/17/2057,309.940857
8/18/2057,310.471954
8/19/2057,312.267914
8/20/2057,312.503723
8/21/2057,311.79126
8/22/2057,311.891479
8/23/2057,312.289185
8/24/2057,313.085541
8/25/2057,313.520203
8/26/2057,312.152435
8/27/2057,311.994873
8/28/2057,312.081757
8/29/2057,312.648224
8/30/2057,312.177643
8/31/2057,312.869995
9/1/2057,312.569183
9/2/2057,313.830597
9/3/2057,314.978394
9/4/2057,312.653748
9/5/2057,308.37616
9/6/2057,305.917755
9/7/2057,304.058197
9/8/2057,303.373474
9/9/2057,305.704102
9/10/2057,305.85434
9/11/2057,307.430725
9/12/2057,309.483795
9/13/2057,311.449249
9/14/2057,312.006775
9/15/2057,310.237915
9/16/2057,309.993164
9/17/2057,309.149994
9/18/2057,310.265564
9/19/2057,310.059875
9/20/2057,309.888763
9/21/2057,309.585999
9/22/2057,308.692078
9/23/2057,308.319824
9/24/2057,307.75708
9/25/2057,305.568848
9/26/2057,306.677277
9/27/2057,313.036743
9/28/2057,309.331573
9/29/2057,308.476776
9/30/2057,304.525421
10/1/2057,305.615234
10/2/2057,305.652222
10/3/2057,306.459015
10/4/2057,307.596466
10/5/2057,309.305389
10/6/2057,311.072266
10/7/2057,308.181244
10/8/2057,309.495209
10/9/2057,309.582825
10/10/2057,308.00412
10/11/2057,307.572174
10/12/2057,307.243225
10/13/2057,307.747131
10/14/2057,307.473297
10/15/2057,307.787445
10/16/2057,306.766022
10/17/2057,307.713287
10/18/2057,308.230011
10/19/2057,309.255402
10/20/2057,307.62207
10/21/2057,305.05304
10/22/2057,303.256104
10/23/2057,305.098145
10/24/2057,299.855072
10/25/2057,299.234314
10/26/2057,297.02829
10/27/2057,293.334991
10/28/2057,300.318115
10/29/2057,299.901642
10/30/2057,301.293793
10/31/2057,298.934174
11/1/2057,301.524292
11/2/2057,303.233887
11/3/2057,301.744232
11/4/2057,297.993347
11/5/2057,299.56488
11/6/2057,297.683594
11/7/2057,293.874634
11/8/2057,294.673523
11/9/2057,291.15918
11/10/2057,300.627869
11/11/2057,299.894318
11/12/2057,301.645355
11/13/2057,301.221863
11/14/2057,305.963379
11/15/2057,307.228119
11/16/2057,304.837799
11/17/2057,301.944214
11/18/2057,303.706085
11/19/2057,296.877991
11/20/2057,294.369446
11/21/2057,297.010651
11/22/2057,299.50351
11/23/2057,300.089569
11/24/2057,300.260132
11/25/2057,298.822418
11/26/2057,297.797577
11/27/2057,301.278778
11/28/2057,301.74823
11/29/2057,301.959534
11/30/2057,299.769684
12/1/2057,298.768188
12/2/2057,301.822601
12/3/2057,293.958496
12/4/2057,294.414764
12/5/2057,296.439575
12/6/2057,303.742371
12/7/2057,301.523682
12/8/2057,299.806488
12/9/2057,299.488159
12/10/2057,289.239716
12/11/2057,286.804657
12/12/2057,283.49469
12/13/2057,283.911255
12/14/2057,286.498444
12/15/2057,283.382751
12/16/2057,282.379944
12/17/2057,287.15451
12/18/2057,285.791718
12/19/2057,284.451508
12/20/2057,285.893463
12/21/2057,287.079529
12/22/2057,288.547302
12/23/2057,295.631317
12/24/2057,289.587189
12/25/2057,278.067596
12/26/2057,284.431641
12/27/2057,287.97702
12/28/2057,290.768677
12/29/2057,291.088196
12/30/2057,293.453156
12/31/2057,294.291443
1/1/2058,292.509918
1/2/2058,295.617859
1/3/2058,294.621002
1/4/2058,297.761871
1/5/2058,295.618347
1/6/2058,301.322571
1/7/2058,296.777069
1/8/2058,295.635254
1/9/2058,288.925934
1/10/2058,290.720154
1/11/2058,296.043457
1/12/2058,299.406036
1/13/2058,302.689087
1/14/2058,299.144287
1/15/2058,304.671936
1/16/2058,294.828552
1/17/2058,288.994415
1/18/2058,294.260712
1/19/2058,298.640594
1/20/2058,299.698853
1/21/2058,299.005768
1/22/2058,297.536499
1/23/2058,298.621826
1/24/2058,298.230347
1/25/2058,299.664886
1/26/2058,300.65686
1/27/2058,299.182037
1/28/2058,298.806519
1/29/2058,298.253113
1/30/2058,298.011719
1/31/2058,294.984161
2/1/2058,296.08194
2/2/2058,290.141113
2/3/2058,277.568329
2/4/2058,281.662506
2/5/2058,277.155792
2/6/2058,285.37439
2/7/2058,290.922302
2/8/2058,291.666138
2/9/2058,293.815369
2/10/2058,294.455475
2/11/2058,297.941711
2/12/2058,293.950897
2/13/2058,301.937378
2/14/2058,299.627747
2/15/2058,297.238678
2/16/2058,297.207764
2/17/2058,292.900146
2/18/2058,292.753693
2/19/2058,291.231262
2/20/2058,289.64566
2/21/2058,294.3703
2/22/2058,296.541016
2/23/2058,293.498169
2/24/2058,292.426361
2/25/2058,302.160675
2/26/2058,301.481079
2/27/2058,301.7612
2/28/2058,300.612396
3/1/2058,302.985352
3/2/2058,302.066589
3/3/2058,301.263153
3/4/2058,301.094818
3/5/2058,304.845581
3/6/2058,301.653656
3/7/2058,298.416565
3/8/2058,301.315826
3/9/2058,298.102478
3/10/2058,298.660492
3/11/2058,299.913452
3/12/2058,299.065308
3/13/2058,301.926605
3/14/2058,306.532196
3/15/2058,303.752228
3/16/2058,304.656494
3/17/2058,295.595734
3/18/2058,301.19696
3/19/2058,298.808411
3/20/2058,299.480408
3/21/2058,297.313721
3/22/2058,295.811157
3/23/2058,298.647461
3/24/2058,300.241638
3/25/2058,301.570496
3/26/2058,298.490845
3/27/2058,293.746948
3/28/2058,286.897888
3/29/2058,289.473694
3/30/2058,289.897858
3/31/2058,299.383026
4/1/2058,294.590302
4/2/2058,292.924774
4/3/2058,292.474335
4/4/2058,302.478546
4/5/2058,297.648712
4/6/2058,294.744293
4/7/2058,297.009247
4/8/2058,299.727295
4/9/2058,297.753143
4/10/2058,304.77179
4/11/2058,303.202515
4/12/2058,299.075165
4/13/2058,304.5336
4/14/2058,310.473755
4/15/2058,309.675873
4/16/2058,306.608551
4/17/2058,301.84964
4/18/2058,299.526764
4/19/2058,301.145325
4/20/2058,304.108002
4/21/2058,306.116943
4/22/2058,308.089935
4/23/2058,305.450195
4/24/2058,301.837219
4/25/2058,300.179504
4/26/2058,299.050171
4/27/2058,302.133087
4/28/2058,305.258362
4/29/2058,309.042847
4/30/2058,310.516449
5/1/2058,310.653809
5/2/2058,310.733765
5/3/2058,310.699951
5/4/2058,307.545715
5/5/2058,304.454865
5/6/2058,308.924377
5/7/2058,309.881531
5/8/2058,309.649567
5/9/2058,310.355011
5/10/2058,310.911133
5/11/2058,305.208038
5/12/2058,302.968048
5/13/2058,300.849457
5/14/2058,301.387268
5/15/2058,306.264282
5/16/2058,303.11731
5/17/2058,303.560974
5/18/2058,302.063507
5/19/2058,300.36972
5/20/2058,301.804932
5/21/2058,303.475647
5/22/2058,303.206696
5/23/2058,303.728088
5/24/2058,304.124146
5/25/2058,306.688843
5/26/2058,307.617188
5/27/2058,307.636627
5/28/2058,304.558655
5/29/2058,301.719574
5/30/2058,304.986664
5/31/2058,308.620483
6/1/2058,311.388092
6/2/2058,309.106934
6/3/2058,308.08905
6/4/2058,308.908936
6/5/2058,311.209442
6/6/2058,312.8992
6/7/2058,315.682892
6/8/2058,318.741852
6/9/2058,315.845825
6/10/2058,308.949646
6/11/2058,310.001099
6/12/2058,312.104614
6/13/2058,311.230927
6/14/2058,310.61377
6/15/2058,310.119293
6/16/2058,312.045288
6/17/2058,311.790405
6/18/2058,311.486572
6/19/2058,310.148804
6/20/2058,310.468628
6/21/2058,307.977386
6/22/2058,304.691467
6/23/2058,301.167603
6/24/2058,303.816345
6/25/2058,305.976959
6/26/2058,308.882935
6/27/2058,306.868744
6/28/2058,305.974884
6/29/2058,303.656342
6/30/2058,305.19162
7/1/2058,304.787903
7/2/2058,305.407715
7/3/2058,305.337067
7/4/2058,305.391754
7/5/2058,304.817932
7/6/2058,305.673126
7/7/2058,306.151428
7/8/2058,306.760681
7/9/2058,308.16922
7/10/2058,308.187164
7/11/2058,307.833374
7/12/2058,306.432617
7/13/2058,308.52002
7/14/2058,309.824249
7/15/2058,309.777496
7/16/2058,310.448792
7/17/2058,310.42804
7/18/2058,310.533936
7/19/2058,310.816559
7/20/2058,309.188324
7/21/2058,307.072693
7/22/2058,311.476257
7/23/2058,309.591248
7/24/2058,310.088593
7/25/2058,310.221954
7/26/2058,311.011597
7/27/2058,311.999664
7/28/2058,310.533386
7/29/2058,308.755463
7/30/2058,310.473877
7/31/2058,311.332703
8/1/2058,312.360962
8/2/2058,310.268982
8/3/2058,310.87207
8/4/2058,313.619202
8/5/2058,315.020233
8/6/2058,314.563507
8/7/2058,314.652893
8/8/2058,315.717407
8/9/2058,314.388
8/10/2058,314.384338
8/11/2058,313.31308
8/12/2058,312.176086
8/13/2058,313.452881
8/14/2058,314.565582
8/15/2058,314.403931
8/16/2058,314.426941
8/17/2058,314.064209
8/18/2058,313.484894
8/19/2058,314.634338
8/20/2058,314.714569
8/21/2058,315.688538
8/22/2058,314.596619
8/23/2058,312.726257
8/24/2058,310.923676
8/25/2058,309.803925
8/26/2058,310.42334
8/27/2058,310.505524
8/28/2058,312.101868
8/29/2058,312.50061
8/30/2058,309.826019
8/31/2058,310.273773
9/1/2058,310.423981
9/2/2058,312.338745
9/3/2058,311.244507
9/4/2058,309.720428
9/5/2058,311.213165
9/6/2058,312.359314
9/7/2058,311.709229
9/8/2058,311.758728
9/9/2058,307.91449
9/10/2058,307.200287
9/11/2058,302.880157
9/12/2058,305.334686
9/13/2058,308.483795
9/14/2058,308.075165
9/15/2058,309.346985
9/16/2058,309.25
9/17/2058,309.910706
9/18/2058,310.485413
9/19/2058,311.407471
9/20/2058,312.651215
9/21/2058,312.668091
9/22/2058,313.371796
9/23/2058,311.821472
9/24/2058,310.388519
9/25/2058,308.317322
9/26/2058,307.622192
9/27/2058,308.559845
9/28/2058,310.688965
9/29/2058,311.816101
9/30/2058,309.951233
10/1/2058,305.98941
10/2/2058,306.276642
10/3/2058,304.280548
10/4/2058,303.769958
10/5/2058,305.972168
10/6/2058,306.657593
10/7/2058,303.55127
10/8/2058,293.679626
10/9/2058,295.873871
10/10/2058,297.231873
10/11/2058,301.48999
10/12/2058,300.58609
10/13/2058,303.870728
10/14/2058,309.45459
10/15/2058,304.973022
10/16/2058,308.3703
10/17/2058,301.771362
10/18/2058,296.677429
10/19/2058,290.541931
10/20/2058,292.459076
10/21/2058,300.039246
10/22/2058,298.982544
10/23/2058,299.56485
10/24/2058,298.143372
10/25/2058,297.48468
10/26/2058,294.776825
10/27/2058,301.408356
10/28/2058,303.542267
10/29/2058,303.735504
10/30/2058,304.311188
10/31/2058,302.903107
11/1/2058,302.873779
11/2/2058,299.437378
11/3/2058,293.506287
11/4/2058,293.212982
11/5/2058,294.259735
11/6/2058,295.582275
11/7/2058,294.761169
11/8/2058,290.593201
11/9/2058,290.37204
11/10/2058,289.789673
11/11/2058,288.836731
11/12/2058,292.178864
11/13/2058,294.323822
11/14/2058,295.854034
11/15/2058,297.595245
11/16/2058,297.588379
11/17/2058,295.779144
11/18/2058,300.390381
11/19/2058,296.55304
11/20/2058,299.038055
11/21/2058,303.697388
11/22/2058,306.280945
11/23/2058,305.131531
11/24/2058,295.627289
11/25/2058,298.293915
11/26/2058,298.847809
11/27/2058,300.220306
11/28/2058,299.513763
11/29/2058,295.936981
11/30/2058,299.593414
12/1/2058,295.383453
12/2/2058,296.484558
12/3/2058,296.484558
12/4/2058,296.108276
12/5/2058,301.06424
12/6/2058,302.46637
12/7/2058,296.114502
12/8/2058,300.1828
12/9/2058,292.786774
12/10/2058,290.211456
12/11/2058,291.271332
12/12/2058,296.137695
12/13/2058,295.170624
12/14/2058,288.847504
12/15/2058,283.948242
12/16/2058,282.732941
12/17/2058,287.865601
12/18/2058,293.158905
12/19/2058,294.77063
12/20/2058,292.241852
12/21/2058,294.089447
12/22/2058,290.610352
12/23/2058,288.248932
12/24/2058,284.466736
12/25/2058,284.066193
12/26/2058,286.770203
12/27/2058,284.516663
12/28/2058,289.062073
12/29/2058,291.440826
12/30/2058,294.397125
12/31/2058,293.481934
1/1/2059,295.273163
1/2/2059,290.781799
1/3/2059,290.864227
1/4/2059,295.608002
1/5/2059,298.517731
1/6/2059,299.093933
1/7/2059,305.995789
1/8/2059,305.892944
1/9/2059,298.359528
1/10/2059,295.269165
1/11/2059,292.582275
1/12/2059,293.151672
1/13/2059,295.917511
1/14/2059,291.888824
1/15/2059,288.091858
1/16/2059,292.425354
1/17/2059,288.720703
1/18/2059,291.622437
1/19/2059,285.906403
1/20/2059,281.038696
1/21/2059,282.746826
1/22/2059,291.722046
1/23/2059,297.651581
1/24/2059,300.868164
1/25/2059,296.643219
1/26/2059,298.915527
1/27/2059,293.425171
1/28/2059,293.090668
1/29/2059,294.903748
1/30/2059,291.51413
1/31/2059,294.591095
2/1/2059,298.068176
2/2/2059,298.949036
2/3/2059,298.169983
2/4/2059,294.685303
2/5/2059,294.769318
2/6/2059,297.96344
2/7/2059,293.81601
2/8/2059,286.33963
2/9/2059,281.243011
2/10/2059,286.599792
2/11/2059,285.590576
2/12/2059,291.786591
2/13/2059,290.687805
2/14/2059,292.957611
2/15/2059,297.508545
2/16/2059,298.739594
2/17/2059,293.664185
2/18/2059,298.608154
2/19/2059,297.072479
2/20/2059,303.985596
2/21/2059,311.723358
2/22/2059,309.74704
2/23/2059,301.828979
2/24/2059,296.712158
2/25/2059,300.287964
2/26/2059,302.451508
2/27/2059,308.205719
2/28/2059,307.681458
3/1/2059,299.796967
3/2/2059,301.439423
3/3/2059,296.592102
3/4/2059,298.543793
3/5/2059,301.068146
3/6/2059,296.934174
3/7/2059,289.875214
3/8/2059,291.821106
3/9/2059,290.395142
3/10/2059,295.136108
3/11/2059,297.646057
3/12/2059,297.613586
3/13/2059,298.899017
3/14/2059,305.57016
3/15/2059,301.097321
3/16/2059,302.489746
3/17/2059,303.277466
3/18/2059,305.986145
3/19/2059,308.894287
3/20/2059,308.655548
3/21/2059,305.556763
3/22/2059,303.188782
3/23/2059,298.879364
3/24/2059,298.830109
3/25/2059,303.792236
3/26/2059,307.47171
3/27/2059,307.181519
3/28/2059,303.433411
3/29/2059,307.197723
3/30/2059,307.732971
3/31/2059,306.719269
4/1/2059,307.100403
4/2/2059,310.978699
4/3/2059,306.986725
4/4/2059,308.671478
4/5/2059,310.037689
4/6/2059,305.320709
4/7/2059,301.268494
4/8/2059,300.821747
4/9/2059,301.114838
4/10/2059,297.236053
4/11/2059,292.464569
4/12/2059,296.808319
4/13/2059,306.815521
4/14/2059,305.073425
4/15/2059,301.995514
4/16/2059,293.901978
4/17/2059,296.974579
4/18/2059,308.532013
4/19/2059,303.341888
4/20/2059,299.050415
4/21/2059,297.021393
4/22/2059,296.565857
4/23/2059,304.448273
4/24/2059,302.755432
4/25/2059,300.721405
4/26/2059,307.163147
4/27/2059,305.012695
4/28/2059,303.740112
4/29/2059,303.973572
4/30/2059,302.54364
5/1/2059,303.205688
5/2/2059,305.524902
5/3/2059,307.59668
5/4/2059,308.266876
5/5/2059,307.927399
5/6/2059,309.893341
5/7/2059,310.744781
5/8/2059,310.993622
5/9/2059,310.201141
5/10/2059,308.915894
5/11/2059,306.583618
5/12/2059,307.651886
5/13/2059,308.305908
5/14/2059,306.623199
5/15/2059,313.415039
5/16/2059,310.473419
5/17/2059,307.566345
5/18/2059,303.807709
5/19/2059,306.672943
5/20/2059,308.184418
5/21/2059,308.801575
5/22/2059,307.576477
5/23/2059,306.845154
5/24/2059,304.781555
5/25/2059,304.108765
5/26/2059,304.796326
5/27/2059,304.619232
5/28/2059,307.286774
5/29/2059,308.230194
5/30/2059,308.185486
5/31/2059,308.549774
6/1/2059,305.639954
6/2/2059,305.445831
6/3/2059,308.68219
6/4/2059,308.77478
6/5/2059,309.865295
6/6/2059,312.680664
6/7/2059,313.040314
6/8/2059,310.899384
6/9/2059,310.67572
6/10/2059,311.590302
6/11/2059,310.349243
6/12/2059,309.64563
6/13/2059,308.264496
6/14/2059,309.699005
6/15/2059,308.986603
6/16/2059,309.907043
6/17/2059,309.883301
6/18/2059,311.033417
6/19/2059,310.073669
6/20/2059,309.365051
6/21/2059,309.606689
6/22/2059,312.587585
6/23/2059,312.859436
6/24/2059,310.716705
6/25/2059,307.927856
6/26/2059,306.477417
6/27/2059,308.340332
6/28/2059,309.655121
6/29/2059,311.546112
6/30/2059,312.485352
7/1/2059,313.154846
7/2/2059,312.302094
7/3/2059,314.179535
7/4/2059,314.841705
7/5/2059,315.511719
7/6/2059,314.315796
7/7/2059,311.522919
7/8/2059,310.806274
7/9/2059,311.253387
7/10/2059,310.203949
7/11/2059,310.101959
7/12/2059,310.231354
7/13/2059,310.794922
7/14/2059,311.458649
7/15/2059,311.548401
7/16/2059,312.471527
7/17/2059,313.114471
7/18/2059,312.907867
7/19/2059,313.64032
7/20/2059,313.569122
7/21/2059,314.207794
7/22/2059,313.149414
7/23/2059,312.833008
7/24/2059,313.499756
7/25/2059,314.052551
7/26/2059,314.515045
7/27/2059,314.386322
7/28/2059,312.121979
7/29/2059,310.09314
7/30/2059,309.571381
7/31/2059,312.02948
8/1/2059,314.090302
8/2/2059,314.647461
8/3/2059,315.976807
8/4/2059,315.112
8/5/2059,314.386871
8/6/2059,313.700684
8/7/2059,313.507263
8/8/2059,311.227966
8/9/2059,309.443054
8/10/2059,309.471527
8/11/2059,309.961761
8/12/2059,309.136322
8/13/2059,306.857208
8/14/2059,307.998627
8/15/2059,309.942566
8/16/2059,311.434265
8/17/2059,311.906433
8/18/2059,312.401672
8/19/2059,311.179108
8/20/2059,309.943756
8/21/2059,311.010803
8/22/2059,311.501465
8/23/2059,311.34198
8/24/2059,311.934845
8/25/2059,311.580933
8/26/2059,310.248932
8/27/2059,311.574341
8/28/2059,310.796478
8/29/2059,312.372833
8/30/2059,315.236938
8/31/2059,319.539917
9/1/2059,316.965118
9/2/2059,309.483276
9/3/2059,308.613007
9/4/2059,308.756256
9/5/2059,307.77182
9/6/2059,308.875092
9/7/2059,309.44928
9/8/2059,309.336853
9/9/2059,309.503052
9/10/2059,310.152924
9/11/2059,310.75235
9/12/2059,308.791107
9/13/2059,307.909943
9/14/2059,308.957489
9/15/2059,308.243469
9/16/2059,307.675232
9/17/2059,308.902863
9/18/2059,308.279297
9/19/2059,306.027374
9/20/2059,306.046112
9/21/2059,307.058746
9/22/2059,305.323608
9/23/2059,305.519348
9/24/2059,305.605408
9/25/2059,308.354675
9/26/2059,306.664734
9/27/2059,302.618286
9/28/2059,299.919586
9/29/2059,300.959686
9/30/2059,306.648621
10/1/2059,308.448822
10/2/2059,308.914337
10/3/2059,309.774841
10/4/2059,310.606598
10/5/2059,311.249573
10/6/2059,309.993011
10/7/2059,307.568237
10/8/2059,306.027679
10/9/2059,305.446777
10/10/2059,305.567169
10/11/2059,305.336517
10/12/2059,306.103882
10/13/2059,307.540955
10/14/2059,308.87677
10/15/2059,309.464203
10/16/2059,309.517761
10/17/2059,310.026672
10/18/2059,309.133575
10/19/2059,307.08786
10/20/2059,309.584808
10/21/2059,309.53772
10/22/2059,308.091553
10/23/2059,304.182831
10/24/2059,304.964417
10/25/2059,303.806152
10/26/2059,307.588867
10/27/2059,306.758484
10/28/2059,304.480682
10/29/2059,303.074127
10/30/2059,297.877228
10/31/2059,296.188202
11/1/2059,297.793701
11/2/2059,299.862
11/3/2059,302.483734
11/4/2059,305.068146
11/5/2059,304.815796
11/6/2059,304.312683
11/7/2059,303.22052
11/8/2059,300.65036
11/9/2059,301.761292
11/10/2059,306.973938
11/11/2059,299.737885
11/12/2059,295.769989
11/13/2059,302.073975
11/14/2059,305.326813
11/15/2059,305.377777
11/16/2059,304.59433
11/17/2059,300.500977
11/18/2059,295.513641
11/19/2059,296.109894
11/20/2059,296.721771
11/21/2059,296.70282
11/22/2059,300.137238
11/23/2059,302.484894
11/24/2059,303.375
11/25/2059,302.860809
11/26/2059,300.675293
11/27/2059,303.681976
11/28/2059,299.025848
11/29/2059,296.75415
11/30/2059,304.017975
12/1/2059,298.660187
12/2/2059,286.428711
12/3/2059,291.11792
12/4/2059,305.832275
12/5/2059,301.185638
12/6/2059,293.969818
12/7/2059,295.407013
12/8/2059,304.939331
12/9/2059,305.496857
12/10/2059,300.353119
12/11/2059,302.849274
12/12/2059,299.200378
12/13/2059,290.383392
12/14/2059,287.135651
12/15/2059,296.864014
12/16/2059,291.333679
12/17/2059,286.49826
12/18/2059,289.002747
12/19/2059,292.835571
12/20/2059,295.442871
12/21/2059,295.421539
12/22/2059,293.222229
12/23/2059,300.515503
12/24/2059,303.329071
12/25/2059,298.873444
12/26/2059,290.11615
12/27/2059,297.869843
12/28/2059,295.154785
12/29/2059,282.269592
12/30/2059,293.481293
12/31/2059,289.125916
1/1/2060,292.084503
1/2/2060,299.512726
1/3/2060,301.315643
1/4/2060,296.30954
1/5/2060,298.340302
1/6/2060,299.478088
1/7/2060,295.603912
1/8/2060,275.467743
1/9/2060,277.33316
1/10/2060,283.670563
1/11/2060,288.663788
1/12/2060,288.703644
1/13/2060,288.374451
1/14/2060,286.912537
1/15/2060,285.982178
1/16/2060,284.518921
1/17/2060,290.382782
1/18/2060,293.676422
1/19/2060,299.920166
1/20/2060,296.618652
1/21/2060,287.017181
1/22/2060,290.572571
1/23/2060,288.869232
1/24/2060,284.019775
1/25/2060,291.365173
1/26/2060,298.736755
1/27/2060,296.31192
1/28/2060,296.382812
1/29/2060,297.470428
1/30/2060,299.331146
1/31/2060,298.310272
2/1/2060,300.654419
2/2/2060,298.862976
2/3/2060,294.528473
2/4/2060,297.969757
2/5/2060,292.234741
2/6/2060,288.106934
2/7/2060,284.796478
2/8/2060,289.367249
2/9/2060,291.678009
2/10/2060,296.793243
2/11/2060,301.554199
2/12/2060,299.043365
2/13/2060,301.049927
2/14/2060,301.717041
2/15/2060,302.403625
2/16/2060,302.280334
2/17/2060,303.97522
2/18/2060,305.08017
2/19/2060,303.80722
2/20/2060,304.864685
2/21/2060,304.12027
2/22/2060,306.350677
2/23/2060,304.387604
2/24/2060,307.813538
2/25/2060,308.294769
2/26/2060,311.737152
2/27/2060,312.24942
2/28/2060,311.734161
2/29/2060,311.180023
3/1/2060,310.625885
3/2/2060,306.705536
3/3/2060,304.151245
3/4/2060,306.425629
3/5/2060,303.385223
3/6/2060,302.912659
3/7/2060,302.680328
3/8/2060,302.297821
3/9/2060,302.28833
3/10/2060,304.148346
3/11/2060,302.825317
3/12/2060,300.120239
3/13/2060,294.97699
3/14/2060,286.904968
3/15/2060,292.687775
3/16/2060,296.070374
3/17/2060,295.900177
3/18/2060,297.150024
3/19/2060,302.141235
3/20/2060,298.168518
3/21/2060,294.267914
3/22/2060,297.183502
3/23/2060,299.037354
3/24/2060,302.956604
3/25/2060,304.154846
3/26/2060,303.937988
3/27/2060,306.913879
3/28/2060,305.589508
3/29/2060,303.266327
3/30/2060,295.401367
3/31/2060,299.882263
4/1/2060,294.881958
4/2/2060,293.81543
4/3/2060,301.538818
4/4/2060,306.624207
4/5/2060,302.46109
4/6/2060,306.58606
4/7/2060,309.262238
4/8/2060,309.025269
4/9/2060,308.968262
4/10/2060,310.072052
4/11/2060,307.199127
4/12/2060,303.979034
4/13/2060,305.963745
4/14/2060,306.717255
4/15/2060,305.961517
4/16/2060,306.33728
4/17/2060,310.97406
4/18/2060,310.177094
4/19/2060,306.802063
4/20/2060,299.86618
4/21/2060,296.397308
4/22/2060,307.365814
4/23/2060,308.391479
4/24/2060,311.160339
4/25/2060,308.947357
4/26/2060,306.259949
4/27/2060,307.171295
4/28/2060,309.862457
4/29/2060,310.32196
4/30/2060,312.489136
5/1/2060,311.216339
5/2/2060,314.345551
5/3/2060,312.878326
5/4/2060,311.524414
5/5/2060,312.131165
5/6/2060,315.991211
5/7/2060,317.959961
5/8/2060,316.168243
5/9/2060,310.778229
5/10/2060,310.97113
5/11/2060,311.092651
5/12/2060,311.620178
5/13/2060,311.164978
5/14/2060,311.383698
5/15/2060,314.054169
5/16/2060,311.473083
5/17/2060,311.792206
5/18/2060,311.329254
5/19/2060,312.073517
5/20/2060,312.9776
5/21/2060,313.172699
5/22/2060,313.515045
5/23/2060,312.527527
5/24/2060,311.098785
5/25/2060,312.109924
5/26/2060,311.708984
5/27/2060,311.918121
5/28/2060,312.647583
5/29/2060,313.45285
5/30/2060,313.023682
5/31/2060,312.252991
6/1/2060,309.2901
6/2/2060,309.992676
6/3/2060,311.500885
6/4/2060,312.488586
6/5/2060,313.064392
6/6/2060,311.271301
6/7/2060,309.349945
6/8/2060,310.623871
6/9/2060,311.802216
6/10/2060,312.80368
6/11/2060,310.59668
6/12/2060,311.379303
6/13/2060,313.024811
6/14/2060,312.279785
6/15/2060,310.850128
6/16/2060,311.710236
6/17/2060,311.03894
6/18/2060,308.461639
6/19/2060,308.384247
6/20/2060,309.541504
6/21/2060,310.906738
6/22/2060,312.623291
6/23/2060,312.532104
6/24/2060,314.148315
6/25/2060,306.523346
6/26/2060,308.060425
6/27/2060,308.235535
6/28/2060,308.165588
6/29/2060,306.537933
6/30/2060,305.456757
7/1/2060,307.289124
7/2/2060,308.703217
7/3/2060,309.025055
7/4/2060,308.225616
7/5/2060,309.005646
7/6/2060,309.435455
7/7/2060,309.458405
7/8/2060,310.096893
7/9/2060,310.1008
7/10/2060,310.154694
7/11/2060,309.898438
7/12/2060,307.930878
7/13/2060,307.802521
7/14/2060,307.014984
