#Variables:,
#pr_bcc-csm1-1_rcp45(mm):Precipitation,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,pr_bcc-csm1-1_rcp45(mm)",
5/21/2043,0
5/22/2043,0
5/23/2043,1.884512
5/24/2043,1.415062
5/25/2043,0
5/26/2043,0
5/27/2043,0
5/28/2043,0
5/29/2043,0
5/30/2043,0
5/31/2043,0
6/1/2043,0.863762
6/2/2043,0
6/3/2043,0
6/4/2043,0
6/5/2043,0
6/6/2043,0
6/7/2043,0
6/8/2043,0
6/9/2043,0
6/10/2043,0
6/11/2043,0
6/12/2043,0
6/13/2043,0
6/14/2043,0
6/15/2043,0
6/16/2043,0
6/17/2043,0
6/18/2043,0
6/19/2043,0
6/20/2043,0
6/21/2043,1.268221
6/22/2043,0
6/23/2043,0
6/24/2043,0
6/25/2043,0
6/26/2043,1.344249
6/27/2043,0.360187
6/28/2043,0.348768
6/29/2043,0
6/30/2043,4.403343
7/1/2043,4.227116
7/2/2043,0
7/3/2043,0
7/4/2043,0
7/5/2043,0
7/6/2043,0
7/7/2043,0.78552
7/8/2043,0
7/9/2043,0
7/10/2043,0
7/11/2043,0
7/12/2043,0
7/13/2043,0
7/14/2043,7.091971
7/15/2043,1.80932
7/16/2043,0
7/17/2043,0
7/18/2043,0
7/19/2043,0
7/20/2043,3.970268
7/21/2043,0.368508
7/22/2043,0
7/23/2043,0.794035
7/24/2043,0.884913
7/25/2043,0
7/26/2043,0
7/27/2043,0
7/28/2043,0
7/29/2043,0
7/30/2043,0
7/31/2043,0
8/1/2043,0
8/2/2043,0
8/3/2043,0
8/4/2043,0
8/5/2043,0
8/6/2043,0
8/7/2043,0.596568
8/8/2043,0.487147
8/9/2043,0.639311
8/10/2043,0
8/11/2043,0
8/12/2043,0
8/13/2043,0
8/14/2043,0
8/15/2043,0
8/16/2043,0
8/17/2043,0
8/18/2043,0
8/19/2043,0
8/20/2043,0
8/21/2043,0
8/22/2043,0
8/23/2043,0
8/24/2043,3.518195
8/25/2043,7.025274
8/26/2043,2.772362
8/27/2043,1.632866
8/28/2043,0
8/29/2043,0
8/30/2043,0
8/31/2043,0
9/1/2043,0
9/2/2043,0.600791
9/3/2043,0.480739
9/4/2043,5.016154
9/5/2043,6.188889
9/6/2043,13.50512
9/7/2043,7.589442
9/8/2043,18.252474
9/9/2043,18.159273
9/10/2043,28.851751
9/11/2043,6.228855
9/12/2043,18.791611
9/13/2043,5.718158
9/14/2043,24.557621
9/15/2043,18.951977
9/16/2043,0.967678
9/17/2043,0
9/18/2043,0
9/19/2043,0
9/20/2043,0
9/21/2043,0
9/22/2043,0
9/23/2043,0
9/24/2043,0
9/25/2043,0
9/26/2043,7.939496
9/27/2043,0
9/28/2043,0
9/29/2043,0
9/30/2043,0
10/1/2043,0
10/2/2043,0
10/3/2043,0
10/4/2043,0
10/5/2043,0
10/6/2043,0
10/7/2043,0
10/8/2043,0
10/9/2043,22.002132
10/10/2043,169.280533
10/11/2043,127.89534
10/12/2043,43.845203
10/13/2043,0
10/14/2043,0
10/15/2043,0
10/16/2043,0
10/17/2043,0.293467
10/18/2043,0
10/19/2043,1.133317
10/20/2043,1.464383
10/21/2043,15.367479
10/22/2043,0
10/23/2043,0
10/24/2043,0
10/25/2043,0
10/26/2043,0
10/27/2043,0
10/28/2043,0
10/29/2043,0
10/30/2043,0
10/31/2043,0
11/1/2043,0
11/2/2043,0
11/3/2043,0
11/4/2043,0
11/5/2043,1.004099
11/6/2043,0
11/7/2043,0
11/8/2043,0
11/9/2043,9.265079
11/10/2043,18.427641
11/11/2043,25.889683
11/12/2043,7.792529
11/13/2043,0.713972
11/14/2043,0
11/15/2043,0.545958
11/16/2043,7.865508
11/17/2043,11.860066
11/18/2043,5.736223
11/19/2043,0.325733
11/20/2043,0
11/21/2043,0
11/22/2043,0.688017
11/23/2043,0
11/24/2043,1.074757
11/25/2043,0
11/26/2043,0
11/27/2043,0
11/28/2043,0
11/29/2043,4.8832
11/30/2043,0
12/1/2043,0
12/2/2043,0
12/3/2043,0
12/4/2043,0
12/5/2043,0
12/6/2043,0
12/7/2043,0.440286
12/8/2043,1.335332
12/9/2043,3.061116
12/10/2043,1.748444
12/11/2043,0
12/12/2043,0
12/13/2043,0
12/14/2043,0.424539
12/15/2043,0
12/16/2043,0
12/17/2043,5.338493
12/18/2043,0
12/19/2043,0
12/20/2043,0
12/21/2043,9.335778
12/22/2043,19.617882
12/23/2043,77.829498
12/24/2043,9.418883
12/25/2043,0.971924
12/26/2043,0
12/27/2043,0
12/28/2043,0
12/29/2043,0
12/30/2043,0
12/31/2043,0
1/1/2044,0
1/2/2044,0
1/3/2044,0
1/4/2044,0
1/5/2044,2.095716
1/6/2044,0
1/7/2044,0
1/8/2044,21.415478
1/9/2044,0
1/10/2044,0
1/11/2044,0
1/12/2044,0
1/13/2044,0
1/14/2044,0
1/15/2044,0
1/16/2044,0
1/17/2044,0
1/18/2044,0
1/19/2044,0
1/20/2044,0
1/21/2044,0
1/22/2044,0
1/23/2044,0
1/24/2044,0
1/25/2044,0
1/26/2044,0
1/27/2044,0
1/28/2044,0
1/29/2044,0
1/30/2044,0
1/31/2044,0
2/1/2044,1.923025
2/2/2044,1.040904
2/3/2044,0
2/4/2044,0
2/5/2044,0
2/6/2044,0
2/7/2044,0
2/8/2044,0.292424
2/9/2044,2.028109
2/10/2044,0
2/11/2044,0
2/12/2044,0
2/13/2044,0
2/14/2044,8.528443
2/15/2044,8.326286
2/16/2044,1.11998
2/17/2044,0
2/18/2044,0
2/19/2044,0
2/20/2044,0
2/21/2044,0
2/22/2044,0
2/23/2044,0
2/24/2044,0
2/25/2044,0.563885
2/26/2044,0
2/27/2044,0
2/28/2044,0
2/29/2044,0
3/1/2044,0
3/2/2044,0
3/3/2044,0
3/4/2044,0
3/5/2044,0
3/6/2044,0
3/7/2044,0
3/8/2044,0
3/9/2044,0
3/10/2044,0
3/11/2044,0
3/12/2044,2.710845
3/13/2044,0
3/14/2044,0
3/15/2044,0
3/16/2044,0
3/17/2044,0
3/18/2044,0
3/19/2044,0
3/20/2044,0
3/21/2044,0
3/22/2044,0
3/23/2044,0
3/24/2044,0
3/25/2044,0
3/26/2044,0.284443
3/27/2044,5.073745
3/28/2044,0
3/29/2044,1.812548
3/30/2044,0.287212
3/31/2044,0
4/1/2044,0
4/2/2044,2.457161
4/3/2044,4.006541
4/4/2044,0
4/5/2044,0
4/6/2044,1.149271
4/7/2044,0
4/8/2044,23.016855
4/9/2044,21.564522
4/10/2044,2.312374
4/11/2044,0
4/12/2044,0
4/13/2044,0
4/14/2044,0
4/15/2044,0
4/16/2044,0
4/17/2044,0
4/18/2044,0
4/19/2044,0
4/20/2044,10.707988
4/21/2044,2.567302
4/22/2044,0
4/23/2044,0
4/24/2044,0
4/25/2044,0.398707
4/26/2044,3.249142
4/27/2044,0.747525
4/28/2044,0
4/29/2044,0
4/30/2044,0
5/1/2044,0
5/2/2044,1.761711
5/3/2044,28.501919
5/4/2044,0
5/5/2044,0
5/6/2044,0
5/7/2044,0
5/8/2044,0
5/9/2044,0.309589
5/10/2044,0
5/11/2044,0
5/12/2044,0
5/13/2044,0
5/14/2044,0
5/15/2044,0
5/16/2044,0
5/17/2044,0
5/18/2044,0
5/19/2044,0
5/20/2044,0.60684
5/21/2044,5.832535
5/22/2044,19.7353
5/23/2044,24.543552
5/24/2044,0.599003
5/25/2044,1.734215
5/26/2044,7.170635
5/27/2044,0
5/28/2044,1.894578
5/29/2044,0
5/30/2044,1.919043
5/31/2044,0
6/1/2044,1.638983
6/2/2044,0.5072
6/3/2044,0
6/4/2044,0
6/5/2044,0
6/6/2044,0
6/7/2044,0
6/8/2044,0
6/9/2044,0
6/10/2044,0
6/11/2044,5.901004
6/12/2044,11.986588
6/13/2044,4.170456
6/14/2044,0
6/15/2044,0.638335
6/16/2044,4.458632
6/17/2044,0
6/18/2044,0
6/19/2044,0
6/20/2044,0
6/21/2044,0
6/22/2044,0
6/23/2044,0
6/24/2044,0
6/25/2044,0
6/26/2044,0
6/27/2044,1.391957
6/28/2044,0
6/29/2044,0
6/30/2044,0
7/1/2044,0
7/2/2044,0
7/3/2044,0
7/4/2044,0
7/5/2044,0
7/6/2044,0
7/7/2044,8.503919
7/8/2044,6.822996
7/9/2044,79.469368
7/10/2044,83.274811
7/11/2044,47.914646
7/12/2044,0
7/13/2044,0
7/14/2044,6.220711
7/15/2044,0.424252
7/16/2044,11.053082
7/17/2044,8.443212
7/18/2044,0.72403
7/19/2044,0
7/20/2044,0
7/21/2044,0
7/22/2044,0
7/23/2044,0
7/24/2044,0
7/25/2044,0
7/26/2044,0.808501
7/27/2044,0.688406
7/28/2044,0
7/29/2044,0
7/30/2044,0.78146
7/31/2044,0
8/1/2044,6.079844
8/2/2044,8.567841
8/3/2044,1.084577
8/4/2044,4.736745
8/5/2044,23.62991
8/6/2044,0
8/7/2044,0
8/8/2044,0
8/9/2044,1.512149
8/10/2044,5.878257
8/11/2044,4.654222
8/12/2044,0
8/13/2044,0
8/14/2044,0
8/15/2044,0
8/16/2044,0
8/17/2044,2.246941
8/18/2044,182.404205
8/19/2044,204.775558
8/20/2044,133.473358
8/21/2044,30.450733
8/22/2044,0
8/23/2044,0
8/24/2044,0
8/25/2044,0
8/26/2044,0
8/27/2044,0
8/28/2044,0
8/29/2044,0
8/30/2044,0
8/31/2044,0
9/1/2044,0
9/2/2044,2.084928
9/3/2044,0
9/4/2044,0
9/5/2044,0
9/6/2044,1.784124
9/7/2044,0
9/8/2044,0
9/9/2044,0
9/10/2044,0
9/11/2044,0.544579
9/12/2044,0
9/13/2044,3.85485
9/14/2044,3.922051
9/15/2044,2.593206
9/16/2044,4.316152
9/17/2044,0
9/18/2044,0
9/19/2044,3.830351
9/20/2044,18.282022
9/21/2044,19.138851
9/22/2044,15.487746
9/23/2044,6.310005
9/24/2044,18.611389
9/25/2044,24.01112
9/26/2044,32.438904
9/27/2044,33.214153
9/28/2044,29.816504
9/29/2044,4.40062
9/30/2044,1.418706
10/1/2044,0.343377
10/2/2044,23.518946
10/3/2044,4.527286
10/4/2044,3.839683
10/5/2044,19.358366
10/6/2044,190.85553
10/7/2044,0.881051
10/8/2044,0
10/9/2044,0
10/10/2044,0
10/11/2044,0
10/12/2044,0
10/13/2044,0
10/14/2044,11.668798
10/15/2044,0
10/16/2044,0
10/17/2044,0
10/18/2044,0
10/19/2044,0
10/20/2044,0
10/21/2044,0
10/22/2044,0
10/23/2044,0
10/24/2044,0
10/25/2044,0
10/26/2044,1.592096
10/27/2044,0.869612
10/28/2044,0
10/29/2044,0
10/30/2044,0
10/31/2044,0
11/1/2044,0
11/2/2044,0
11/3/2044,0
11/4/2044,4.455123
11/5/2044,3.068442
11/6/2044,4.43009
11/7/2044,0
11/8/2044,0
11/9/2044,0
11/10/2044,0
11/11/2044,0
11/12/2044,0
11/13/2044,0
11/14/2044,0
11/15/2044,0
11/16/2044,0
11/17/2044,0
11/18/2044,0.696451
11/19/2044,0.481394
11/20/2044,0
11/21/2044,0
11/22/2044,0
11/23/2044,0
11/24/2044,0
11/25/2044,0
11/26/2044,0
11/27/2044,0
11/28/2044,0
11/29/2044,0
11/30/2044,0
12/1/2044,0
12/2/2044,0
12/3/2044,0
12/4/2044,0
12/5/2044,0
12/6/2044,0
12/7/2044,0
12/8/2044,0
12/9/2044,0
12/10/2044,0
12/11/2044,0.610908
12/12/2044,3.078645
12/13/2044,3.659662
12/14/2044,0
12/15/2044,0
12/16/2044,0
12/17/2044,0
12/18/2044,0.410031
12/19/2044,0
12/20/2044,0
12/21/2044,0
12/22/2044,0
12/23/2044,0
12/24/2044,0
12/25/2044,0
12/26/2044,0
12/27/2044,0
12/28/2044,0
12/29/2044,0
12/30/2044,0
12/31/2044,0
1/1/2045,0
1/2/2045,0
1/3/2045,0.391149
1/4/2045,0
1/5/2045,0
1/6/2045,0
1/7/2045,0
1/8/2045,0
1/9/2045,0
1/10/2045,0
1/11/2045,0
1/12/2045,0
1/13/2045,1.513983
1/14/2045,1.709827
1/15/2045,1.31186
1/16/2045,5.453896
1/17/2045,0
1/18/2045,0
1/19/2045,0
1/20/2045,0
1/21/2045,0
1/22/2045,3.56227
1/23/2045,6.804697
1/24/2045,8.030945
1/25/2045,0
1/26/2045,0
1/27/2045,0
1/28/2045,0
1/29/2045,0
1/30/2045,0
1/31/2045,0.683701
2/1/2045,3.484515
2/2/2045,2.144234
2/3/2045,0
2/4/2045,0
2/5/2045,0
2/6/2045,0
2/7/2045,0
2/8/2045,0
2/9/2045,0
2/10/2045,0
2/11/2045,0
2/12/2045,0
2/13/2045,0.522597
2/14/2045,0
2/15/2045,0
2/16/2045,0
2/17/2045,0
2/18/2045,0
2/19/2045,0
2/20/2045,0
2/21/2045,0.464338
2/22/2045,0.338209
2/23/2045,0.706638
2/24/2045,0.457638
2/25/2045,0
2/26/2045,0
2/27/2045,0
2/28/2045,0
3/1/2045,1.131993
3/2/2045,0
3/3/2045,0
3/4/2045,0
3/5/2045,0
3/6/2045,5.490376
3/7/2045,0.519069
3/8/2045,0
3/9/2045,1.683813
3/10/2045,8.224995
3/11/2045,0
3/12/2045,0
3/13/2045,0
3/14/2045,5.037887
3/15/2045,11.038666
3/16/2045,8.950837
3/17/2045,0.290883
3/18/2045,0
3/19/2045,5.382136
3/20/2045,7.978231
3/21/2045,0
3/22/2045,0
3/23/2045,1.021444
3/24/2045,0
3/25/2045,0
3/26/2045,0
3/27/2045,0
3/28/2045,0
3/29/2045,0
3/30/2045,0
3/31/2045,0
4/1/2045,0.335843
4/2/2045,0
4/3/2045,0
4/4/2045,0
4/5/2045,0
4/6/2045,2.490422
4/7/2045,0
4/8/2045,0
4/9/2045,0
4/10/2045,4.020857
4/11/2045,0
4/12/2045,0
4/13/2045,0
4/14/2045,0
4/15/2045,0
4/16/2045,0.529411
4/17/2045,0
4/18/2045,0
4/19/2045,0
4/20/2045,0.603218
4/21/2045,0
4/22/2045,1.212113
4/23/2045,2.778025
4/24/2045,0
4/25/2045,4.93268
4/26/2045,3.036306
4/27/2045,2.169804
4/28/2045,0.28134
4/29/2045,0.686598
4/30/2045,1.65731
5/1/2045,0.872221
5/2/2045,4.536043
5/3/2045,13.166636
5/4/2045,24.559959
5/5/2045,0.505805
5/6/2045,0
5/7/2045,0
5/8/2045,0
5/9/2045,0
5/10/2045,0
5/11/2045,0
5/12/2045,0
5/13/2045,0
5/14/2045,2.019632
5/15/2045,8.629341
5/16/2045,9.484044
5/17/2045,0
5/18/2045,1.591353
5/19/2045,0
5/20/2045,0.328912
5/21/2045,0
5/22/2045,0
5/23/2045,0
5/24/2045,0
5/25/2045,0
5/26/2045,0
5/27/2045,11.231812
5/28/2045,0
5/29/2045,0.523414
5/30/2045,5.094851
5/31/2045,11.434258
6/1/2045,3.084491
6/2/2045,38.372608
6/3/2045,37.070873
6/4/2045,13.491302
6/5/2045,2.886698
6/6/2045,0
6/7/2045,1.225549
6/8/2045,3.803122
6/9/2045,0
6/10/2045,0
6/11/2045,0
6/12/2045,0
6/13/2045,0
6/14/2045,0
6/15/2045,0
6/16/2045,0
6/17/2045,0
6/18/2045,0
6/19/2045,0
6/20/2045,0
6/21/2045,0
6/22/2045,0
6/23/2045,0
6/24/2045,0
6/25/2045,0
6/26/2045,0
6/27/2045,0
6/28/2045,8.260251
6/29/2045,28.005651
6/30/2045,14.62623
7/1/2045,15.30125
7/2/2045,76.283272
7/3/2045,24.889942
7/4/2045,3.977906
7/5/2045,0
7/6/2045,0
7/7/2045,0
7/8/2045,0
7/9/2045,4.227908
7/10/2045,3.131102
7/11/2045,14.769967
7/12/2045,0
7/13/2045,4.304522
7/14/2045,37.275246
7/15/2045,40.410858
7/16/2045,28.2255
7/17/2045,0
7/18/2045,0
7/19/2045,1.194035
7/20/2045,1.003718
7/21/2045,2.545015
7/22/2045,0
7/23/2045,0
7/24/2045,0
7/25/2045,0.63906
7/26/2045,0
7/27/2045,0
7/28/2045,0
7/29/2045,0
7/30/2045,0
7/31/2045,0
8/1/2045,0
8/2/2045,0.332132
8/3/2045,2.278329
8/4/2045,12.707405
8/5/2045,20.582052
8/6/2045,9.302758
8/7/2045,23.369434
8/8/2045,4.872589
8/9/2045,0.368469
8/10/2045,0
8/11/2045,0
8/12/2045,0
8/13/2045,0
8/14/2045,0
8/15/2045,0
8/16/2045,0
8/17/2045,0
8/18/2045,0.359341
8/19/2045,0.382166
8/20/2045,7.257778
8/21/2045,0.665229
8/22/2045,0
8/23/2045,0
8/24/2045,1.06868
8/25/2045,0
8/26/2045,0
8/27/2045,0
8/28/2045,0
8/29/2045,0
8/30/2045,0
8/31/2045,2.501266
9/1/2045,0
9/2/2045,0
9/3/2045,0
9/4/2045,0
9/5/2045,0
9/6/2045,0
9/7/2045,1.511517
9/8/2045,0
9/9/2045,0
9/10/2045,0
9/11/2045,0
9/12/2045,0
9/13/2045,0
9/14/2045,0
9/15/2045,0.288171
9/16/2045,0.702617
9/17/2045,0
9/18/2045,0
9/19/2045,0
9/20/2045,0
9/21/2045,0
9/22/2045,0
9/23/2045,0
9/24/2045,0
9/25/2045,0
9/26/2045,0
9/27/2045,0.287115
9/28/2045,0.283613
9/29/2045,0
9/30/2045,0
10/1/2045,1.670587
10/2/2045,6.156498
10/3/2045,5.09292
10/4/2045,12.320077
10/5/2045,4.451726
10/6/2045,45.0662
10/7/2045,74.466751
10/8/2045,3.242936
10/9/2045,5.972061
10/10/2045,0
10/11/2045,0
10/12/2045,0
10/13/2045,0
10/14/2045,0
10/15/2045,0
10/16/2045,0
10/17/2045,0
10/18/2045,0
10/19/2045,0.499647
10/20/2045,1.355186
10/21/2045,2.914086
10/22/2045,2.951056
10/23/2045,5.879757
10/24/2045,0
10/25/2045,20.65349
10/26/2045,0.848463
10/27/2045,0
10/28/2045,0
10/29/2045,0
10/30/2045,1.132028
10/31/2045,4.750023
11/1/2045,0
11/2/2045,19.045273
11/3/2045,14.499656
11/4/2045,15.798331
11/5/2045,4.965843
11/6/2045,0
11/7/2045,0
11/8/2045,0
11/9/2045,0
11/10/2045,0
11/11/2045,0
11/12/2045,0
11/13/2045,0
11/14/2045,0
11/15/2045,0
11/16/2045,0
11/17/2045,2.891857
11/18/2045,0
11/19/2045,0
11/20/2045,0
11/21/2045,0
11/22/2045,0
11/23/2045,0
11/24/2045,0
11/25/2045,0
11/26/2045,0
11/27/2045,0
11/28/2045,0
11/29/2045,0
11/30/2045,0.399365
12/1/2045,0
12/2/2045,0.341326
12/3/2045,0.9724
12/4/2045,2.574333
12/5/2045,0
12/6/2045,0.440247
12/7/2045,3.926379
12/8/2045,12.094924
12/9/2045,0.796042
12/10/2045,0
12/11/2045,0
12/12/2045,0.798159
12/13/2045,0.364379
12/14/2045,0
12/15/2045,0
12/16/2045,0
12/17/2045,0
12/18/2045,0
12/19/2045,0
12/20/2045,0
12/21/2045,0
12/22/2045,0
12/23/2045,0
12/24/2045,0
12/25/2045,0
12/26/2045,0
12/27/2045,0
12/28/2045,0
12/29/2045,0
12/30/2045,0
12/31/2045,0
1/1/2046,0.670728
1/2/2046,0.283318
1/3/2046,0
1/4/2046,0
1/5/2046,0
1/6/2046,0
1/7/2046,0
1/8/2046,0.729708
1/9/2046,0
1/10/2046,0
1/11/2046,0
1/12/2046,0
1/13/2046,0
1/14/2046,0
1/15/2046,0
1/16/2046,0
1/17/2046,0
1/18/2046,0
1/19/2046,0
1/20/2046,0
1/21/2046,0
1/22/2046,0
1/23/2046,0
1/24/2046,0
1/25/2046,0
1/26/2046,0
1/27/2046,0
1/28/2046,0
1/29/2046,0
1/30/2046,0
1/31/2046,0
2/1/2046,0
2/2/2046,0
2/3/2046,0
2/4/2046,0
2/5/2046,0.972004
2/6/2046,0
2/7/2046,0
2/8/2046,6.435262
2/9/2046,0
2/10/2046,0
2/11/2046,0
2/12/2046,0
2/13/2046,0
2/14/2046,0
2/15/2046,0
2/16/2046,0
2/17/2046,0
2/18/2046,0
2/19/2046,0
2/20/2046,0.646302
2/21/2046,5.214859
2/22/2046,0
2/23/2046,0
2/24/2046,5.560597
2/25/2046,21.624079
2/26/2046,0
2/27/2046,2.488036
2/28/2046,0.769604
3/1/2046,0
3/2/2046,0
3/3/2046,0
3/4/2046,0
3/5/2046,0
3/6/2046,0
3/7/2046,0
3/8/2046,35.06295
3/9/2046,14.378047
3/10/2046,0
3/11/2046,0
3/12/2046,0
3/13/2046,0
3/14/2046,0.536624
3/15/2046,0.280522
3/16/2046,0
3/17/2046,0
3/18/2046,2.772184
3/19/2046,5.424672
3/20/2046,0.342615
3/21/2046,1.649901
3/22/2046,0.491444
3/23/2046,0
3/24/2046,0
3/25/2046,0
3/26/2046,1.091877
3/27/2046,0.596196
3/28/2046,0
3/29/2046,4.071998
3/30/2046,0
3/31/2046,8.343259
4/1/2046,0.327385
4/2/2046,0
4/3/2046,0
4/4/2046,0
4/5/2046,0
4/6/2046,0.723818
4/7/2046,0
4/8/2046,0
4/9/2046,0
4/10/2046,0
4/11/2046,0.581886
4/12/2046,0
4/13/2046,0
4/14/2046,0
4/15/2046,0
4/16/2046,0
4/17/2046,3.1068
4/18/2046,0
4/19/2046,0
4/20/2046,0
4/21/2046,0
4/22/2046,0
4/23/2046,0
4/24/2046,0.969393
4/25/2046,0
4/26/2046,0
4/27/2046,0
4/28/2046,0
4/29/2046,0
4/30/2046,0
5/1/2046,0
5/2/2046,0
5/3/2046,0
5/4/2046,0
5/5/2046,0
5/6/2046,0
5/7/2046,7.51217
5/8/2046,1.080676
5/9/2046,26.440168
5/10/2046,70.735054
5/11/2046,0
5/12/2046,1.098895
5/13/2046,0.50579
5/14/2046,0
5/15/2046,0
5/16/2046,0
5/17/2046,0
5/18/2046,0
5/19/2046,0
5/20/2046,0
5/21/2046,0
5/22/2046,4.273666
5/23/2046,93.435341
5/24/2046,45.494522
5/25/2046,1.500238
5/26/2046,4.216981
5/27/2046,1.430389
5/28/2046,0
5/29/2046,0
5/30/2046,0
5/31/2046,0
6/1/2046,0
6/2/2046,0
6/3/2046,0
6/4/2046,0
6/5/2046,0
6/6/2046,0
6/7/2046,0
6/8/2046,0
6/9/2046,0
6/10/2046,0
6/11/2046,0
6/12/2046,0
6/13/2046,0
6/14/2046,0
6/15/2046,0
6/16/2046,0
6/17/2046,0.798184
6/18/2046,2.096772
6/19/2046,1.115992
6/20/2046,5.157567
6/21/2046,2.121571
6/22/2046,0
6/23/2046,0
6/24/2046,0
6/25/2046,0
6/26/2046,0
6/27/2046,0
6/28/2046,0
6/29/2046,0
6/30/2046,0
7/1/2046,0
7/2/2046,0
7/3/2046,0
7/4/2046,0
7/5/2046,0
7/6/2046,0
7/7/2046,0
7/8/2046,0
7/9/2046,0.308991
7/10/2046,0.310252
7/11/2046,0.309811
7/12/2046,1.046955
7/13/2046,0
7/14/2046,0
7/15/2046,0
7/16/2046,0
7/17/2046,0
7/18/2046,0
7/19/2046,1.943608
7/20/2046,0
7/21/2046,0
7/22/2046,0
7/23/2046,0
7/24/2046,0
7/25/2046,0
7/26/2046,0
7/27/2046,5.174008
7/28/2046,0
7/29/2046,0
7/30/2046,0
7/31/2046,0
8/1/2046,1.241983
8/2/2046,10.303017
8/3/2046,4.844761
8/4/2046,25.023636
8/5/2046,1.40411
8/6/2046,0
8/7/2046,0
8/8/2046,0
8/9/2046,0
8/10/2046,0
8/11/2046,0
8/12/2046,0
8/13/2046,0
8/14/2046,0
8/15/2046,0
8/16/2046,0
8/17/2046,1.017681
8/18/2046,0
8/19/2046,0
8/20/2046,1.341189
8/21/2046,3.527531
8/22/2046,0
8/23/2046,0
8/24/2046,2.544483
8/25/2046,1.853409
8/26/2046,1.278126
8/27/2046,1.283824
8/28/2046,0
8/29/2046,0
8/30/2046,0
8/31/2046,1.091408
9/1/2046,0
9/2/2046,0
9/3/2046,0
9/4/2046,0
9/5/2046,0
9/6/2046,0.395369
9/7/2046,0
9/8/2046,0
9/9/2046,0
9/10/2046,2.378582
9/11/2046,0
9/12/2046,0
9/13/2046,0
9/14/2046,0.288217
9/15/2046,0.284335
9/16/2046,0.290645
9/17/2046,2.461843
9/18/2046,7.53884
9/19/2046,2.937048
9/20/2046,6.072142
9/21/2046,2.465342
9/22/2046,0.802511
9/23/2046,4.453279
9/24/2046,10.297975
9/25/2046,0.417792
9/26/2046,2.7077
9/27/2046,0
9/28/2046,2.004603
9/29/2046,0
9/30/2046,1.988172
10/1/2046,16.925396
10/2/2046,0
10/3/2046,0
10/4/2046,0
10/5/2046,0
10/6/2046,0.351238
10/7/2046,0
10/8/2046,0
10/9/2046,0
10/10/2046,0
10/11/2046,0
10/12/2046,0
10/13/2046,0
10/14/2046,1.722857
10/15/2046,0
10/16/2046,0
10/17/2046,0
10/18/2046,0
10/19/2046,0
10/20/2046,0
10/21/2046,0
10/22/2046,0
10/23/2046,0
10/24/2046,0
10/25/2046,0
10/26/2046,0
10/27/2046,0
10/28/2046,0
10/29/2046,0
10/30/2046,0
10/31/2046,0
11/1/2046,0.934359
11/2/2046,0
11/3/2046,14.553847
11/4/2046,0
11/5/2046,0
11/6/2046,0
11/7/2046,0
11/8/2046,0
11/9/2046,0
11/10/2046,0
11/11/2046,0
11/12/2046,0
11/13/2046,0
11/14/2046,0
11/15/2046,0
11/16/2046,0
11/17/2046,0
11/18/2046,0
11/19/2046,0
11/20/2046,0
11/21/2046,0
11/22/2046,0
11/23/2046,0
11/24/2046,0.496694
11/25/2046,0
11/26/2046,0.414855
11/27/2046,5.809464
11/28/2046,8.241074
11/29/2046,17.91247
11/30/2046,10.586537
12/1/2046,1.324433
12/2/2046,0
12/3/2046,5.621056
12/4/2046,4.449119
12/5/2046,0
12/6/2046,0.330787
12/7/2046,0
12/8/2046,0
12/9/2046,0
12/10/2046,0
12/11/2046,0
12/12/2046,0
12/13/2046,0
12/14/2046,0
12/15/2046,0
12/16/2046,0
12/17/2046,5.973721
12/18/2046,9.314002
12/19/2046,0
12/20/2046,3.091359
12/21/2046,0
12/22/2046,0
12/23/2046,0
12/24/2046,1.237393
12/25/2046,1.077495
12/26/2046,11.169606
12/27/2046,0.51898
12/28/2046,0
12/29/2046,0
12/30/2046,0
12/31/2046,0
1/1/2047,0
1/2/2047,0
1/3/2047,0
1/4/2047,0
1/5/2047,0
1/6/2047,0
1/7/2047,0
1/8/2047,0
1/9/2047,0
1/10/2047,0
1/11/2047,0
1/12/2047,0
1/13/2047,0
1/14/2047,0
1/15/2047,0
1/16/2047,0
1/17/2047,0
1/18/2047,0
1/19/2047,0
1/20/2047,0
1/21/2047,0
1/22/2047,0
1/23/2047,0
1/24/2047,0
1/25/2047,0
1/26/2047,0
1/27/2047,0
1/28/2047,0
1/29/2047,0
1/30/2047,0
1/31/2047,0
2/1/2047,0
2/2/2047,0
2/3/2047,0.343262
2/4/2047,0
2/5/2047,0.74433
2/6/2047,0.296916
2/7/2047,0.894441
2/8/2047,0.297787
2/9/2047,0.922998
2/10/2047,0.413989
2/11/2047,4.649615
2/12/2047,4.353279
2/13/2047,2.815789
2/14/2047,0
2/15/2047,0
2/16/2047,0
2/17/2047,0
2/18/2047,0
2/19/2047,0
2/20/2047,0
2/21/2047,0.615357
2/22/2047,0
2/23/2047,0
2/24/2047,0
2/25/2047,0
2/26/2047,0
2/27/2047,0
2/28/2047,0
3/1/2047,0
3/2/2047,0
3/3/2047,0
3/4/2047,0
3/5/2047,0
3/6/2047,0
3/7/2047,1.345557
3/8/2047,0
