#Variables:
#tasmin_MIROC-ESM-CHEM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM-CHEM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM-CHEM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM-CHEM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM-CHEM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM-CHEM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_historical(K),tasmax_MIROC-ESM-CHEM_historical(K),pr_MIROC-ESM-CHEM_historical(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_historical(K),tasmax_MIROC-ESM-CHEM_historical(K),pr_MIROC-ESM-CHEM_historical(mm)
1977-01-30,279.559509,297.457642,0.000000
1977-01-31,282.595154,298.650177,0.000000
1977-02-01,281.445496,295.848999,0.000000
1977-02-02,278.652100,293.428375,0.000000
1977-02-03,281.151062,293.610779,0.000000
1977-02-04,279.087616,285.575623,0.000000
1977-02-05,274.268219,286.335175,0.000000
1977-02-06,276.443268,284.960602,13.193293
1977-02-07,270.362427,275.320129,5.565407
1977-02-08,266.819794,276.845764,0.000000
1977-02-09,269.342316,279.435211,0.000000
1977-02-10,272.791595,285.624481,0.000000
1977-02-11,277.968964,286.450592,1.169040
1977-02-12,282.350006,292.670532,2.059304
1977-02-13,279.766357,298.216461,0.000000
1977-02-14,286.830017,297.241516,3.811161
1977-02-15,288.397064,294.876465,1.638791
1977-02-16,279.632660,293.257019,0.000000
1977-02-17,280.580383,294.803711,0.000000
1977-02-18,280.948181,297.980652,0.000000
1977-02-19,280.948151,297.976440,0.873506
1977-02-20,279.935211,289.810455,0.000000
1977-02-21,277.356873,285.346802,1.262797
1977-02-22,267.382263,282.585541,0.000000
1977-02-23,272.803864,293.505951,0.000000
1977-02-24,279.000671,298.394409,0.000000
1977-02-25,283.585297,300.719757,0.842318
1977-02-26,286.381195,296.011017,0.000000
1977-02-27,278.376434,300.888214,0.000000
1977-02-28,286.491852,303.636932,0.000000
1977-03-01,286.058350,304.903687,0.000000
1977-03-02,286.725433,303.268433,0.000000
1977-03-03,286.849915,301.096741,0.000000
1977-03-04,284.559662,303.111603,0.000000
1977-03-05,287.951721,305.518951,0.000000
1977-03-06,286.846680,301.858429,0.000000
1977-03-07,274.915833,301.324921,0.000000
1977-03-08,276.768890,289.714752,0.000000
1977-03-09,270.015472,283.299896,0.000000
1977-03-10,272.797791,292.975006,0.000000
1977-03-11,280.787750,303.582703,0.000000
1977-03-12,282.789154,299.789368,0.000000
1977-03-13,289.402222,301.285919,0.632338
1977-03-14,287.776855,306.660919,0.000000
1977-03-15,286.492249,303.404236,0.412569
1977-03-16,287.850098,300.265289,0.000000
1977-03-17,278.472931,288.401794,2.278793
1977-03-18,279.595886,292.640839,0.000000
1977-03-19,277.512268,290.823944,0.000000
1977-03-20,276.759155,294.475098,0.000000
1977-03-21,282.266327,305.275024,0.350532
1977-03-22,288.621033,302.783539,0.307534
1977-03-23,290.318207,302.459106,1.998824
1977-03-24,288.745941,302.354279,0.000000
1977-03-25,286.311707,308.522308,0.000000
1977-03-26,289.879761,301.980255,0.000000
1977-03-27,286.772705,304.297699,0.000000
1977-03-28,289.380707,304.214722,0.000000
1977-03-29,289.240417,300.925018,0.000000
1977-03-30,284.017151,299.982086,0.000000
1977-03-31,283.410187,302.259186,0.000000
1977-04-01,286.443390,300.500793,0.000000
1977-04-02,282.110138,300.270905,0.000000
1977-04-03,285.341339,292.914429,1.266137
1977-04-04,287.910065,307.428070,0.661641
1977-04-05,288.754517,300.993713,0.353899
1977-04-06,285.012207,304.769653,0.000000
1977-04-07,290.039246,304.144196,0.000000
1977-04-08,288.126953,299.137360,0.000000
1977-04-09,286.043335,298.844147,0.000000
1977-04-10,284.490509,303.393433,0.000000
1977-04-11,288.245972,306.968292,0.000000
1977-04-12,288.061432,302.622711,0.000000
1977-04-13,282.679047,303.545349,0.000000
1977-04-14,289.111542,306.807983,0.000000
1977-04-15,290.237244,302.988434,0.000000
1977-04-16,288.999939,310.242279,0.000000
1977-04-17,290.758179,309.160156,0.000000
1977-04-18,293.662903,307.503815,0.000000
1977-04-19,290.369751,304.529816,0.000000
1977-04-20,294.482788,305.460297,2.035233
1977-04-21,291.464630,305.347839,0.000000
1977-04-22,292.062134,305.541962,0.000000
1977-04-23,285.482727,302.917847,0.000000
1977-04-24,285.221344,302.668579,0.000000
1977-04-25,287.103485,298.997437,0.000000
1977-04-26,284.806183,303.917206,0.000000
1977-04-27,292.105316,307.425568,0.000000
1977-04-28,293.842010,305.282745,0.000000
1977-04-29,289.660431,305.269287,0.000000
1977-04-30,291.624786,302.438721,0.000000
1977-05-01,284.960968,302.113739,0.000000
1977-05-02,290.282806,297.868256,0.000000
1977-05-03,290.730286,302.263733,0.582300
1977-05-04,292.368683,303.691864,0.000000
1977-05-05,290.684418,306.451416,0.000000
1977-05-06,293.387146,303.797485,0.000000
1977-05-07,292.552338,306.440308,0.000000
1977-05-08,292.772797,306.859741,0.000000
1977-05-09,294.844330,310.683044,0.000000
1977-05-10,295.204712,308.172882,0.000000
1977-05-11,295.218842,306.321564,0.000000
1977-05-12,293.521637,306.625031,0.000000
1977-05-13,293.391785,307.077942,0.000000
1977-05-14,295.878693,307.906464,0.000000
1977-05-15,296.811340,308.424500,0.000000
1977-05-16,294.017456,305.397675,0.303547
1977-05-17,294.603607,303.205750,0.000000
1977-05-18,294.346375,301.128418,9.601333
1977-05-19,292.688171,303.198456,12.803539
1977-05-20,292.450256,304.766541,0.000000
1977-05-21,294.815216,301.881348,0.000000
1977-05-22,293.501343,305.346405,0.000000
1977-05-23,296.059906,306.750488,5.146910
1977-05-24,295.741882,305.015839,1.132722
1977-05-25,295.369415,303.589844,0.000000
1977-05-26,294.784210,303.782562,4.154629
1977-05-27,294.981995,306.633148,13.489182
1977-05-28,295.341858,306.811798,6.332274
1977-05-29,295.401367,303.650543,0.905617
1977-05-30,294.867249,303.332886,0.000000
1977-05-31,294.904144,306.266388,0.000000
1977-06-01,295.120483,307.014893,0.782395
1977-06-02,295.382751,305.927216,3.927643
1977-06-03,295.201050,305.946777,0.000000
1977-06-04,295.841827,306.004028,0.000000
1977-06-05,294.801575,305.444489,0.000000
1977-06-06,294.788635,305.439362,0.000000
1977-06-07,295.738159,306.586731,0.000000
1977-06-08,295.386017,306.753204,0.000000
1977-06-09,293.629700,305.897675,0.000000
1977-06-10,293.531311,305.610992,0.000000
1977-06-11,294.745758,304.384552,0.000000
1977-06-12,295.798218,306.616180,2.050577
1977-06-13,295.854645,305.379120,14.005286
1977-06-14,295.741364,303.117554,22.083773
1977-06-15,295.168976,302.384369,30.402786
1977-06-16,295.557159,306.826508,10.217567
1977-06-17,295.482452,307.906433,1.140599
1977-06-18,295.397339,307.498230,0.000000
1977-06-19,294.921112,308.228180,0.503433
1977-06-20,295.815063,310.065735,0.000000
1977-06-21,296.651398,309.763062,0.000000
1977-06-22,296.239777,308.161377,0.000000
1977-06-23,295.931976,303.053406,12.945183
1977-06-24,295.147308,302.885254,6.447493
1977-06-25,295.386444,302.990814,16.490391
1977-06-26,295.798462,305.578339,0.000000
1977-06-27,294.816254,305.638519,0.000000
1977-06-28,294.119812,304.288574,0.000000
1977-06-29,294.751984,304.992157,0.000000
1977-06-30,295.235016,305.986786,0.000000
1977-07-01,294.985687,306.475708,0.000000
1977-07-02,294.769409,306.873169,0.000000
1977-07-03,295.051971,307.979889,0.000000
1977-07-04,295.384735,308.042847,0.000000
1977-07-05,295.988586,306.041260,0.000000
1977-07-06,295.774445,304.533386,0.000000
1977-07-07,295.376953,305.579224,0.000000
1977-07-08,295.666260,308.243805,0.000000
1977-07-09,297.188873,305.750458,4.749389
1977-07-10,295.228943,305.824036,0.000000
1977-07-11,295.356445,307.113800,0.000000
1977-07-12,295.407013,309.141357,0.000000
1977-07-13,295.308014,308.287903,0.000000
1977-07-14,295.674713,306.209747,0.000000
1977-07-15,294.890594,307.071838,0.000000
1977-07-16,295.993408,308.126648,0.000000
1977-07-17,296.033112,308.789642,0.000000
1977-07-18,295.635071,308.894318,0.000000
1977-07-19,296.294861,309.033539,0.000000
1977-07-20,296.481171,305.504791,13.834814
1977-07-21,295.424072,304.460693,5.192167
1977-07-22,296.016754,307.280090,0.679281
1977-07-23,296.415527,308.634949,0.695611
1977-07-24,296.971375,308.902710,0.755912
1977-07-25,297.326965,310.471405,0.000000
1977-07-26,297.010132,310.307373,0.313785
1977-07-27,298.545807,308.049103,2.401938
1977-07-28,297.043091,308.570435,0.000000
1977-07-29,297.328339,309.697662,0.560976
1977-07-30,297.413055,309.061157,3.855610
1977-07-31,297.204987,306.283173,4.941274
1977-08-01,295.839630,306.556122,5.896471
1977-08-02,296.176971,306.953827,0.000000
1977-08-03,295.097260,306.771545,0.000000
1977-08-04,294.132629,305.596252,0.000000
1977-08-05,294.369385,308.566711,0.000000
1977-08-06,295.245789,310.367493,0.000000
1977-08-07,296.385010,310.752411,0.000000
1977-08-08,296.563568,310.041290,0.000000
1977-08-09,296.156372,310.886688,0.000000
1977-08-10,296.893066,312.037933,0.000000
1977-08-11,297.582489,312.253296,0.000000
1977-08-12,296.977783,309.221527,6.738497
1977-08-13,295.282349,304.229736,7.418456
1977-08-14,295.081390,303.401123,3.031772
1977-08-15,294.634888,306.736206,0.000000
1977-08-16,295.063385,312.465576,0.000000
1977-08-17,295.607880,310.369141,0.000000
1977-08-18,296.503815,310.485901,0.000000
1977-08-19,297.067139,308.938171,0.000000
1977-08-20,295.359436,307.826019,1.426388
1977-08-21,296.829987,307.440674,0.000000
1977-08-22,296.778809,308.843292,0.000000
1977-08-23,296.904449,308.844513,0.000000
1977-08-24,296.408661,308.330261,0.000000
1977-08-25,295.836487,308.677612,0.312059
1977-08-26,296.016846,307.660187,0.000000
1977-08-27,296.569122,307.070160,0.000000
1977-08-28,295.891663,307.490570,0.000000
1977-08-29,295.952179,307.354401,0.000000
1977-08-30,296.180328,306.283081,0.000000
1977-08-31,296.070953,306.374298,0.000000
1977-09-01,294.597382,304.819427,0.000000
1977-09-02,294.567841,306.046112,0.000000
1977-09-03,293.731171,305.026672,0.000000
1977-09-04,292.723755,307.050629,0.000000
1977-09-05,294.915405,306.735016,0.463715
1977-09-06,296.386566,304.097076,1.444516
1977-09-07,294.074097,303.044830,0.000000
1977-09-08,293.989899,304.184265,0.000000
1977-09-09,295.147552,306.436523,0.000000
1977-09-10,295.952881,308.700165,0.000000
1977-09-11,296.204132,303.928802,2.929430
1977-09-12,293.912964,304.615051,29.417944
1977-09-13,293.335999,304.954468,0.000000
1977-09-14,293.936584,302.503754,0.000000
1977-09-15,292.147552,301.519836,0.000000
1977-09-16,292.476837,305.837555,0.000000
1977-09-17,291.158691,309.293823,0.000000
1977-09-18,292.554260,308.613556,0.000000
1977-09-19,293.553986,306.353546,0.402510
1977-09-20,294.352081,309.313019,0.000000
1977-09-21,294.541138,307.261444,0.000000
1977-09-22,294.975677,309.007050,0.000000
1977-09-23,296.004425,309.024628,0.000000
1977-09-24,285.054260,302.769318,1.571194
1977-09-25,283.467957,301.655029,0.000000
1977-09-26,285.317078,297.161957,3.453084
1977-09-27,284.811005,300.957123,2.760778
1977-09-28,293.794281,305.128479,0.841891
1977-09-29,294.206238,304.910767,0.460410
1977-09-30,294.221130,301.295410,65.050392
1977-10-01,290.764526,297.106628,29.259106
1977-10-02,291.106720,302.358765,1.499327
1977-10-03,292.113129,299.294586,26.675650
1977-10-04,291.813416,304.890564,0.000000
1977-10-05,291.910583,303.559143,0.000000
1977-10-06,291.371033,304.298431,0.000000
1977-10-07,292.517334,303.997467,3.848089
1977-10-08,292.186523,304.132599,4.630076
1977-10-09,293.000061,302.797180,0.000000
1977-10-10,289.714508,301.042206,0.000000
1977-10-11,290.128326,301.660919,0.000000
1977-10-12,292.391846,299.833191,0.381563
1977-10-13,293.448669,303.784943,1.230866
1977-10-14,293.872894,303.584351,2.796144
1977-10-15,293.292389,304.766235,1.602710
1977-10-16,292.140167,305.533600,0.000000
1977-10-17,290.760864,303.485107,0.000000
1977-10-18,287.496429,301.513794,0.000000
1977-10-19,286.223846,299.467316,0.000000
1977-10-20,289.712555,299.933533,0.474713
1977-10-21,289.440399,301.526550,0.000000
1977-10-22,282.054840,303.284210,0.000000
1977-10-23,284.928619,303.711639,0.000000
1977-10-24,290.745819,304.842072,0.000000
1977-10-25,293.142944,303.211792,1.880602
1977-10-26,293.018036,305.335114,0.000000
1977-10-27,293.628265,305.937103,0.000000
1977-10-28,293.554016,305.813965,0.000000
1977-10-29,293.903259,305.943909,0.000000
1977-10-30,292.860840,303.216064,0.000000
1977-10-31,290.367859,299.220642,0.000000
1977-11-01,289.846008,301.353882,0.519063
1977-11-02,283.521851,298.432404,0.000000
1977-11-03,285.588287,298.948029,0.000000
1977-11-04,281.240112,301.760071,0.000000
1977-11-05,289.367706,304.743073,0.000000
1977-11-06,289.710938,301.146545,0.000000
1977-11-07,279.484650,299.508759,0.000000
1977-11-08,286.003815,296.375366,0.000000
1977-11-09,276.259857,290.809937,0.000000
1977-11-10,275.104584,293.693817,0.000000
1977-11-11,280.141266,295.336090,0.000000
1977-11-12,285.971405,293.710114,3.335908
1977-11-13,284.560883,291.139771,12.948194
1977-11-14,287.063934,295.566132,13.183640
1977-11-15,289.598724,298.474152,0.000000
1977-11-16,287.977539,297.143616,0.000000
1977-11-17,289.768890,301.774994,2.811406
1977-11-18,291.379791,303.196747,0.000000
1977-11-19,292.103882,301.149933,4.489757
1977-11-20,285.447906,295.330627,0.491091
1977-11-21,283.766052,290.362213,0.000000
1977-11-22,278.272003,294.479767,0.000000
1977-11-23,282.855743,297.170837,0.000000
1977-11-24,285.327728,299.133881,0.000000
1977-11-25,284.924072,294.629364,0.000000
1977-11-26,280.610016,291.369812,0.000000
1977-11-27,277.446075,291.134949,0.000000
1977-11-28,279.280121,296.185822,0.000000
1977-11-29,283.386139,290.899017,5.619388
1977-11-30,277.166168,288.059448,28.160460
1977-12-01,277.448975,291.461060,29.946863
1977-12-02,288.127258,292.002014,2.364680
1977-12-03,286.654510,292.279449,7.612171
1977-12-04,281.006622,292.447266,14.447772
1977-12-05,276.296478,283.900818,2.135173
1977-12-06,273.333984,283.634979,1.059871
1977-12-07,272.432800,287.958496,0.000000
1977-12-08,274.543243,290.571899,0.000000
1977-12-09,276.616547,288.804077,0.000000
1977-12-10,279.031036,294.172241,0.000000
1977-12-11,287.620972,291.728943,3.518100
1977-12-12,268.004059,284.410645,2.481067
1977-12-13,276.635742,292.745239,0.000000
1977-12-14,282.055084,286.703766,0.000000
1977-12-15,271.548157,285.335205,0.000000
1977-12-16,273.049652,289.295258,0.000000
1977-12-17,274.733093,283.547577,0.000000
1977-12-18,270.914124,284.950562,0.000000
1977-12-19,276.449554,291.852295,0.000000
1977-12-20,282.205109,288.938599,0.618164
1977-12-21,280.485809,288.521454,0.000000
1977-12-22,275.699982,291.703125,0.000000
1977-12-23,280.909607,296.953430,0.000000
1977-12-24,279.845947,289.427155,0.000000
1977-12-25,281.053619,289.897949,0.000000
1977-12-26,276.868652,285.504883,0.000000
1977-12-27,273.772766,283.117859,0.000000
1977-12-28,271.026520,286.601990,0.000000
1977-12-29,277.134888,286.158966,0.000000
1977-12-30,275.720795,292.186646,0.000000
1977-12-31,278.763092,291.846558,0.000000
1978-01-01,278.853516,297.399048,0.000000
1978-01-02,282.036255,291.294830,0.000000
1978-01-03,274.541626,286.744843,0.000000
1978-01-04,276.032471,292.541595,0.000000
1978-01-05,277.843903,294.276978,0.000000
1978-01-06,283.961792,291.258881,0.744585
1978-01-07,276.717865,287.882843,0.000000
1978-01-08,276.947998,290.415588,0.000000
1978-01-09,281.791656,286.527405,1.480758
1978-01-10,283.541962,287.930725,1.044020
1978-01-11,285.287109,292.189087,3.648349
1978-01-12,276.992371,290.796387,0.000000
1978-01-13,280.297485,293.511200,0.000000
1978-01-14,279.528290,299.516663,0.000000
1978-01-15,283.387939,293.914185,0.000000
1978-01-16,277.352478,289.370605,0.000000
1978-01-17,280.649017,294.369202,0.000000
1978-01-18,284.582001,295.847382,0.000000
1978-01-19,286.244019,299.759918,0.742702
1978-01-20,288.524902,298.799072,1.781066
1978-01-21,283.416809,298.181580,0.000000
1978-01-22,286.122223,296.393585,0.000000
1978-01-23,284.289215,289.920410,0.000000
1978-01-24,276.401917,285.065247,0.000000
1978-01-25,276.725922,294.347229,0.000000
1978-01-26,276.590515,290.419006,0.000000
1978-01-27,276.007538,286.482086,1.190363
1978-01-28,273.928802,285.327850,0.000000
1978-01-29,273.060455,286.730499,0.000000
1978-01-30,274.900360,287.923401,0.000000
1978-01-31,274.226410,283.521667,0.000000
1978-02-01,275.956177,285.930023,0.000000
1978-02-02,272.647278,279.137024,0.000000
1978-02-03,266.431824,272.952515,1.006655
1978-02-04,275.407654,279.162964,9.238390
1978-02-05,267.125336,271.868988,0.000000
1978-02-06,272.269562,275.022339,0.372720
1978-02-07,274.397278,278.108124,0.898861
1978-02-08,270.479889,283.018463,0.000000
1978-02-09,270.693024,279.129059,0.000000
1978-02-10,271.502502,285.523346,0.000000
1978-02-11,274.353790,279.321686,1.338188
1978-02-12,271.558533,274.616547,0.000000
1978-02-13,276.812347,287.806244,7.779582
1978-02-14,275.817352,290.123993,0.000000
1978-02-15,277.796783,291.220520,0.000000
1978-02-16,287.767944,298.445801,0.000000
1978-02-17,285.210724,292.669678,0.000000
1978-02-18,277.335724,291.698456,0.000000
1978-02-19,282.968079,297.264648,0.000000
1978-02-20,286.620911,292.480835,0.000000
1978-02-21,273.797943,284.966370,0.000000
1978-02-22,279.595978,291.142548,1.971081
1978-02-23,281.738586,298.633575,0.000000
1978-02-24,279.575958,292.002319,0.000000
1978-02-25,278.249390,298.896332,0.000000
1978-02-26,286.372864,301.456116,0.000000
1978-02-27,288.426147,296.460083,1.853446
1978-02-28,275.151672,287.332214,0.724764
1978-03-01,279.469238,290.738922,0.000000
1978-03-02,282.506195,289.196289,0.552842
1978-03-03,281.654663,292.159119,0.000000
1978-03-04,277.179993,287.956573,0.000000
1978-03-05,272.994598,282.535034,0.424588
1978-03-06,281.325165,292.233612,57.645111
1978-03-07,284.749725,289.373169,31.649340
1978-03-08,267.551697,276.996155,0.000000
1978-03-09,268.409454,280.340027,0.000000
1978-03-10,271.215088,283.953217,0.000000
1978-03-11,281.822906,290.767548,7.629443
1978-03-12,287.958679,297.739319,6.128547
1978-03-13,286.115906,294.016541,0.862742
1978-03-14,279.702057,297.853210,0.000000
1978-03-15,284.792297,294.243530,0.000000
1978-03-16,283.323975,293.354431,0.000000
1978-03-17,280.366730,294.996277,0.000000
1978-03-18,280.531128,297.511230,0.000000
1978-03-19,282.577240,291.882111,0.709011
1978-03-20,280.517456,294.533020,0.387512
1978-03-21,280.768982,296.880463,0.000000
1978-03-22,284.702667,291.850128,0.000000
1978-03-23,277.081757,288.764526,0.000000
1978-03-24,281.076050,287.928986,6.422341
1978-03-25,285.760956,297.030701,0.892079
1978-03-26,281.629303,295.101715,0.000000
1978-03-27,281.257568,294.982086,0.000000
1978-03-28,287.212860,293.499084,1.614123
1978-03-29,280.532654,284.588989,2.094616
1978-03-30,279.405640,288.643921,0.000000
1978-03-31,278.510559,288.162506,0.000000
1978-04-01,277.563599,284.907043,0.000000
1978-04-02,279.163574,284.696289,2.245642
1978-04-03,280.825775,288.361725,1.986360
1978-04-04,279.102417,294.726013,0.000000
1978-04-05,279.954285,299.325623,0.000000
1978-04-06,282.579895,299.481293,0.000000
1978-04-07,287.899017,299.906372,9.610671
1978-04-08,290.094604,297.751709,0.566499
1978-04-09,289.330231,300.910522,0.000000
1978-04-10,290.238770,302.974640,0.850933
1978-04-11,289.967896,308.548676,0.000000
1978-04-12,292.360992,305.474792,0.000000
1978-04-13,293.193237,307.782501,0.323327
1978-04-14,288.258331,303.739136,0.000000
1978-04-15,278.156281,287.296814,0.000000
1978-04-16,280.349457,283.345490,0.000000
1978-04-17,281.372925,297.386383,0.000000
1978-04-18,283.941406,302.120300,0.000000
1978-04-19,287.502258,304.365295,0.000000
1978-04-20,291.237610,304.437408,0.000000
1978-04-21,288.688263,304.919922,2.753490
1978-04-22,289.496582,310.070129,0.000000
1978-04-23,289.241974,302.331787,8.964415
1978-04-24,285.594788,297.526581,0.000000
1978-04-25,283.436035,292.270020,0.000000
1978-04-26,285.059570,295.955414,1.741423
1978-04-27,290.080078,300.495514,4.169855
1978-04-28,287.245789,301.404938,0.323602
1978-04-29,286.962402,301.968353,0.000000
1978-04-30,293.554779,303.471405,0.000000
1978-05-01,289.815979,299.320435,0.000000
1978-05-02,286.691589,299.364105,0.000000
1978-05-03,286.626709,301.237030,0.000000
1978-05-04,289.957764,298.003418,0.000000
1978-05-05,288.485107,299.839142,0.000000
1978-05-06,286.194580,300.776764,0.000000
1978-05-07,288.290405,301.746155,0.000000
1978-05-08,290.402100,310.075684,0.344950
1978-05-09,291.683899,297.327637,17.592480
1978-05-10,292.506958,303.476013,0.000000
1978-05-11,293.834900,304.492157,9.901199
1978-05-12,294.548401,306.901520,0.724350
1978-05-13,293.410217,307.883667,0.580572
1978-05-14,293.083405,304.361908,13.921706
1978-05-15,293.745178,302.248444,9.412734
1978-05-16,293.754364,305.754517,28.707479
1978-05-17,292.125153,297.329376,8.557642
1978-05-18,290.816467,301.950317,5.656407
1978-05-19,292.581146,299.101227,15.871351
1978-05-20,291.750946,302.427979,0.000000
1978-05-21,287.721466,302.828003,0.000000
1978-05-22,289.653778,304.824615,0.000000
1978-05-23,292.949707,307.882874,0.000000
1978-05-24,294.083740,307.304108,0.000000
1978-05-25,293.902557,306.441071,0.000000
1978-05-26,294.998077,304.837189,18.556343
1978-05-27,293.806335,300.821808,18.723518
1978-05-28,293.174622,299.323914,22.957802
1978-05-29,293.016296,299.099457,12.219407
1978-05-30,291.481598,299.883667,4.525687
1978-05-31,290.562714,304.708313,0.000000
1978-06-01,290.133331,305.428101,0.000000
1978-06-02,292.290558,304.895050,2.018460
1978-06-03,294.688019,301.343689,12.675790
1978-06-04,293.389282,306.511566,0.000000
1978-06-05,291.587494,307.195709,0.000000
1978-06-06,292.647430,308.893494,0.000000
1978-06-07,295.187134,313.771820,1.152199
1978-06-08,296.830383,308.971191,3.376997
1978-06-09,295.404663,308.472137,0.000000
1978-06-10,294.623566,307.542084,0.000000
1978-06-11,295.487823,305.958954,0.000000
1978-06-12,295.655792,300.151947,10.516361
1978-06-13,294.760834,304.203827,21.280479
1978-06-14,294.276703,307.060089,0.000000
1978-06-15,294.497864,308.064789,0.000000
1978-06-16,296.487457,304.623932,1.672662
1978-06-17,296.208588,302.615875,13.174155
1978-06-18,294.814148,301.583466,2.672796
1978-06-19,294.237610,302.417084,2.349636
1978-06-20,294.739868,304.233002,0.000000
1978-06-21,295.132019,306.723206,0.000000
1978-06-22,294.889465,307.263702,0.000000
1978-06-23,295.326508,307.120148,0.000000
1978-06-24,295.868866,307.800903,0.000000
1978-06-25,295.867523,307.823700,0.000000
1978-06-26,296.464600,307.897034,0.000000
1978-06-27,296.460052,308.983276,0.000000
1978-06-28,296.854218,310.035126,0.000000
1978-06-29,297.670959,312.492584,0.000000
1978-06-30,299.028473,312.689972,4.059712
1978-07-01,298.335449,307.319611,7.374408
1978-07-02,297.990112,309.813385,0.000000
1978-07-03,297.640717,309.755585,0.000000
1978-07-04,296.736542,309.454834,0.000000
1978-07-05,296.554504,310.245422,3.553277
1978-07-06,297.728790,309.273743,0.000000
1978-07-07,297.717346,309.095673,0.000000
1978-07-08,298.211212,309.918488,3.962117
1978-07-09,297.443054,308.436646,11.486116
1978-07-10,297.765503,307.307007,7.644094
1978-07-11,297.794434,308.498352,1.326173
1978-07-12,296.938782,304.786774,1.560270
1978-07-13,295.868866,304.511414,0.000000
1978-07-14,295.429535,305.407532,0.000000
1978-07-15,295.420837,307.768372,0.000000
1978-07-16,296.254333,306.262024,0.000000
1978-07-17,296.020477,307.027496,0.000000
1978-07-18,296.762329,307.356934,0.000000
1978-07-19,296.621582,310.244202,0.000000
1978-07-20,297.130463,310.333435,0.000000
1978-07-21,297.053894,310.824799,0.000000
1978-07-22,296.568817,311.170532,0.000000
1978-07-23,298.412903,311.753143,0.000000
1978-07-24,297.931610,311.487579,0.000000
1978-07-25,298.599243,311.278503,0.526800
1978-07-26,299.001160,311.201447,2.061383
1978-07-27,297.752960,308.138336,9.875870
1978-07-28,296.868866,306.097198,5.935571
1978-07-29,297.342102,309.333282,0.000000
1978-07-30,297.411316,310.292084,3.716066
1978-07-31,297.269501,311.063019,3.337773
1978-08-01,297.837463,308.103638,0.000000
1978-08-02,296.048431,307.405975,0.285730
1978-08-03,294.731110,306.555389,0.000000
1978-08-04,295.948792,307.883575,0.000000
1978-08-05,295.687622,308.243805,0.000000
1978-08-06,295.089233,308.229675,0.305912
1978-08-07,295.277405,309.704376,0.000000
1978-08-08,296.222626,311.051056,0.000000
1978-08-09,296.415283,311.033295,0.477533
1978-08-10,296.055115,309.345306,0.000000
1978-08-11,295.838501,308.232574,0.000000
1978-08-12,294.760742,307.764923,0.000000
1978-08-13,295.310883,309.494843,0.000000
1978-08-14,296.315460,310.349792,0.000000
1978-08-15,296.491669,310.367218,0.000000
1978-08-16,297.186249,308.799438,0.000000
1978-08-17,296.569550,308.541199,0.597029
1978-08-18,298.332489,310.753235,0.000000
1978-08-19,299.839722,311.328400,0.000000
1978-08-20,300.069641,311.156586,0.000000
1978-08-21,298.771667,310.944977,0.000000
1978-08-22,299.010681,311.513916,0.000000
1978-08-23,299.752563,311.177002,0.000000
1978-08-24,299.270111,307.484039,11.219718
1978-08-25,297.701447,305.075317,34.927608
1978-08-26,296.450073,307.313354,0.452038
1978-08-27,295.436188,308.620575,0.000000
1978-08-28,295.683899,309.144684,0.000000
1978-08-29,295.013306,308.231598,0.000000
1978-08-30,295.283752,307.249481,0.000000
1978-08-31,296.011383,307.580109,0.000000
1978-09-01,295.398865,306.763763,0.000000
1978-09-02,293.943420,305.777069,0.000000
1978-09-03,294.446167,306.656677,0.000000
1978-09-04,294.749481,306.477631,0.000000
1978-09-05,295.061920,307.168152,0.000000
1978-09-06,294.404724,306.675476,0.000000
1978-09-07,295.546387,306.618805,0.000000
1978-09-08,296.307068,307.760681,0.000000
1978-09-09,297.008636,306.792267,0.000000
1978-09-10,296.972992,307.107849,0.000000
1978-09-11,297.375946,307.201630,4.975021
1978-09-12,296.725830,307.306824,12.876726
1978-09-13,295.169830,306.659515,3.126703
1978-09-14,294.802185,304.338531,0.000000
1978-09-15,293.730774,304.297028,0.000000
1978-09-16,294.293884,306.409576,0.473994
1978-09-17,295.096130,308.165497,0.000000
1978-09-18,295.235413,308.582184,0.000000
1978-09-19,296.799896,308.384613,0.321352
1978-09-20,296.896179,307.377899,0.000000
1978-09-21,295.360138,305.434357,0.000000
1978-09-22,295.509277,303.553650,1.843536
1978-09-23,295.082275,302.918610,7.717225
1978-09-24,293.838928,302.486389,4.328304
1978-09-25,289.611389,299.807220,0.000000
1978-09-26,289.363007,302.226044,0.000000
1978-09-27,290.496368,303.614746,0.000000
1978-09-28,294.879700,304.804565,0.000000
1978-09-29,293.232574,300.814758,4.158353
1978-09-30,291.552673,303.021027,0.000000
1978-10-01,291.749146,301.546967,0.000000
1978-10-02,290.700836,300.852112,0.000000
