#Variables:
#tasmin_IPSL-CM5A-MR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-MR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-MR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-MR_historical(K),tasmax_IPSL-CM5A-MR_historical(K),pr_IPSL-CM5A-MR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-MR_historical(K),tasmax_IPSL-CM5A-MR_historical(K),pr_IPSL-CM5A-MR_historical(mm)
1971-03-07,283.819550,302.743042,0.000000
1971-03-08,286.794159,301.442505,0.000000
1971-03-09,284.369720,295.789917,1.540212
1971-03-10,278.832123,290.283966,0.392479
1971-03-11,276.760223,286.039398,0.000000
1971-03-12,276.895538,288.739716,0.000000
1971-03-13,277.873779,292.073151,0.000000
1971-03-14,281.184509,298.613464,0.000000
1971-03-15,284.713013,300.772247,0.000000
1971-03-16,287.131683,302.771332,0.000000
1971-03-17,290.530548,298.665192,3.930269
1971-03-18,281.775452,292.977539,0.000000
1971-03-19,283.447906,299.435944,0.000000
1971-03-20,287.604126,300.250061,0.000000
1971-03-21,287.082458,299.811401,0.000000
1971-03-22,285.835754,294.947479,0.000000
1971-03-23,281.863861,290.441498,0.000000
1971-03-24,283.927643,295.266541,1.998824
1971-03-25,286.112244,296.490967,0.903361
1971-03-26,283.157043,297.129974,0.000000
1971-03-27,287.612610,299.520782,0.000000
1971-03-28,289.061096,297.721344,0.000000
1971-03-29,280.577972,292.110474,0.000000
1971-03-30,278.013489,288.162506,0.000000
1971-03-31,280.670563,293.689514,0.000000
1971-04-01,282.225525,291.063995,0.000000
1971-04-02,283.912842,299.311981,0.566499
1971-04-03,284.771179,296.034180,0.000000
1971-04-04,281.515656,289.530914,0.000000
1971-04-05,281.716705,293.852112,0.000000
1971-04-06,284.819183,290.574493,0.000000
1971-04-07,286.173798,300.763702,0.000000
1971-04-08,288.285645,298.992706,0.000000
1971-04-09,288.520752,298.064941,0.000000
1971-04-10,285.656342,296.592773,0.000000
1971-04-11,287.505188,295.760864,0.000000
1971-04-12,288.048157,295.086639,1.052624
1971-04-13,286.563507,297.743561,0.000000
1971-04-14,286.786377,300.474304,0.000000
1971-04-15,288.457550,301.317444,0.000000
1971-04-16,288.460419,300.965118,0.000000
1971-04-17,291.323334,298.998444,0.000000
1971-04-18,291.064850,301.232574,0.000000
1971-04-19,290.765839,303.117218,0.000000
1971-04-20,289.023071,299.381165,0.000000
1971-04-21,288.749847,298.565582,18.841692
1971-04-22,290.731018,303.018616,4.154074
1971-04-23,285.833221,296.763672,3.319298
1971-04-24,284.313568,300.531799,0.000000
1971-04-25,286.069214,303.427338,2.113539
1971-04-26,287.264221,300.364990,0.000000
1971-04-27,282.367493,292.870483,0.000000
1971-04-28,286.258545,299.068848,0.000000
1971-04-29,290.133118,304.775543,0.000000
1971-04-30,291.469116,305.889984,0.000000
1971-05-01,290.769287,301.149414,0.688760
1971-05-02,287.265930,299.231384,0.000000
1971-05-03,289.316040,301.107391,0.000000
1971-05-04,290.290985,306.043854,0.000000
1971-05-05,292.011230,307.771301,0.000000
1971-05-06,292.814819,305.890533,0.000000
1971-05-07,293.819275,305.596436,0.000000
1971-05-08,292.960815,302.598450,0.000000
1971-05-09,293.456055,302.328979,0.000000
1971-05-10,292.629181,303.728485,0.904597
1971-05-11,293.280365,304.292267,0.513936
1971-05-12,293.590363,305.428375,0.000000
1971-05-13,294.048889,306.924286,1.285215
1971-05-14,294.096741,306.618225,0.000000
1971-05-15,293.899323,308.162262,0.000000
1971-05-16,294.280762,307.099915,0.000000
1971-05-17,295.211578,307.541412,0.000000
1971-05-18,297.887909,307.778442,0.000000
1971-05-19,296.719360,307.079193,0.000000
1971-05-20,295.421875,310.050079,0.000000
1971-05-21,297.839264,308.003357,0.000000
1971-05-22,295.204376,309.361206,0.000000
1971-05-23,294.815216,305.534180,0.000000
1971-05-24,295.000610,302.643311,55.543129
1971-05-25,294.091614,302.108734,52.957588
1971-05-26,292.477661,304.251221,4.214508
1971-05-27,292.020386,307.758514,4.382902
1971-05-28,294.140869,306.953125,0.000000
1971-05-29,294.850494,306.449738,0.000000
1971-05-30,293.564453,308.032166,1.557906
1971-05-31,294.526276,310.104523,0.554876
1971-06-01,295.416870,308.533997,0.000000
1971-06-02,296.074615,309.860291,0.000000
1971-06-03,295.812958,309.974365,0.000000
1971-06-04,295.839020,309.935608,0.000000
1971-06-05,295.556122,307.613586,0.000000
1971-06-06,295.726715,307.285431,4.056308
1971-06-07,295.603760,305.565857,8.641216
1971-06-08,295.733032,305.604248,0.782395
1971-06-09,295.452057,306.624664,2.332807
1971-06-10,295.428467,307.892639,0.000000
1971-06-11,296.924591,310.369995,0.000000
1971-06-12,295.596466,310.610840,0.000000
1971-06-13,294.867432,308.838135,0.000000
1971-06-14,295.970703,307.373047,0.508013
1971-06-15,297.088135,309.467407,0.000000
1971-06-16,296.367432,309.703705,0.000000
1971-06-17,297.748718,312.024445,0.000000
1971-06-18,298.955353,312.524231,0.000000
1971-06-19,299.188171,312.673706,0.000000
1971-06-20,298.716797,312.152588,0.000000
1971-06-21,296.849518,311.283356,0.000000
1971-06-22,296.467987,310.649139,0.000000
1971-06-23,296.617279,309.778687,0.000000
1971-06-24,296.295105,308.879639,0.000000
1971-06-25,295.954803,306.997620,1.066319
1971-06-26,296.546265,304.591553,11.717642
1971-06-27,294.755646,305.215881,7.180152
1971-06-28,295.048096,307.024536,0.000000
1971-06-29,295.541412,306.288544,0.688737
1971-06-30,296.553345,305.910095,5.628500
1971-07-01,295.595825,303.357697,3.051514
1971-07-02,295.399750,300.902100,10.593278
1971-07-03,296.625397,300.322845,36.802200
1971-07-04,293.501007,298.951294,26.902784
1971-07-05,295.717590,305.156891,7.819094
1971-07-06,295.033112,305.733307,4.040186
1971-07-07,295.463165,307.315460,1.320282
1971-07-08,296.304047,307.789001,1.346645
1971-07-09,296.094238,308.938934,0.889928
1971-07-10,296.089661,310.325745,0.000000
1971-07-11,295.692139,311.065155,0.000000
1971-07-12,295.907227,311.511414,0.000000
1971-07-13,296.255981,311.583740,0.000000
1971-07-14,295.995270,311.545898,0.000000
1971-07-15,296.568817,311.323669,0.000000
1971-07-16,295.670563,310.213043,0.000000
1971-07-17,295.488434,309.145966,0.000000
1971-07-18,295.948486,309.510895,0.000000
1971-07-19,295.875397,309.087494,0.000000
1971-07-20,296.078125,310.169769,0.000000
1971-07-21,296.247406,309.453552,0.000000
1971-07-22,296.343475,310.234924,0.000000
1971-07-23,296.788086,311.047272,0.000000
1971-07-24,298.491333,310.921143,0.000000
1971-07-25,298.601929,307.546600,1.780878
1971-07-26,298.669556,305.727325,32.042320
1971-07-27,296.056519,303.037445,49.013535
1971-07-28,296.847748,302.895294,18.102303
1971-07-29,296.814606,303.827728,3.486697
1971-07-30,295.142548,306.738983,6.656250
1971-07-31,294.624756,307.699432,0.000000
1971-08-01,294.020294,308.498901,0.000000
1971-08-02,292.983490,308.705719,0.000000
1971-08-03,293.854492,308.322815,0.000000
1971-08-04,293.912292,307.591278,0.000000
1971-08-05,294.081512,308.643127,0.000000
1971-08-06,293.904785,309.589600,0.000000
1971-08-07,294.292755,310.106964,0.000000
1971-08-08,294.684937,310.619598,0.000000
1971-08-09,294.892273,310.734802,0.000000
1971-08-10,295.184937,310.368561,0.000000
1971-08-11,294.904541,310.524475,0.000000
1971-08-12,295.127960,310.977081,0.000000
1971-08-13,295.464111,311.546051,0.000000
1971-08-14,296.701782,313.564728,0.000000
1971-08-15,297.291168,313.062714,0.000000
1971-08-16,296.874908,311.328400,0.000000
1971-08-17,296.523590,311.004578,0.000000
1971-08-18,297.590118,310.106934,0.000000
1971-08-19,298.171539,310.954773,0.000000
1971-08-20,298.901123,311.826904,0.000000
1971-08-21,298.460938,311.066040,0.000000
1971-08-22,298.002472,310.835297,0.000000
1971-08-23,297.905853,310.668884,0.000000
1971-08-24,298.163177,310.660767,0.000000
1971-08-25,298.108978,310.759705,0.000000
1971-08-26,297.870941,310.446869,0.000000
1971-08-27,297.739014,310.376038,0.000000
1971-08-28,297.679291,311.059204,0.000000
1971-08-29,298.672272,313.937927,0.000000
1971-08-30,298.328613,313.572021,0.000000
1971-08-31,297.311646,310.777588,0.000000
1971-09-01,297.066437,310.015717,0.000000
1971-09-02,297.756256,309.700256,0.000000
1971-09-03,297.780426,309.873962,0.776092
1971-09-04,297.419891,307.715363,0.000000
1971-09-05,296.174927,306.864349,0.000000
1971-09-06,295.734344,306.371979,0.000000
1971-09-07,295.082550,306.622345,0.800878
1971-09-08,296.725830,305.353149,3.149429
1971-09-09,296.986877,307.811859,22.168966
1971-09-10,295.546722,300.958313,19.000862
1971-09-11,292.040344,295.641693,42.297989
1971-09-12,293.690857,303.269135,9.310825
1971-09-13,292.747559,303.715332,8.854281
1971-09-14,290.308594,300.723114,0.000000
1971-09-15,290.245331,307.322571,0.000000
1971-09-16,294.089447,309.078339,0.000000
1971-09-17,295.193237,307.888428,0.000000
1971-09-18,294.575745,308.613556,0.000000
1971-09-19,293.668854,308.241608,0.000000
1971-09-20,293.935913,307.484070,0.000000
1971-09-21,294.847565,306.527527,0.612725
1971-09-22,292.739655,304.723236,0.000000
1971-09-23,291.751648,306.516907,0.000000
1971-09-24,290.926422,306.859924,0.000000
1971-09-25,293.381653,306.756805,0.000000
1971-09-26,293.601807,306.975220,0.000000
1971-09-27,293.076935,306.984497,0.000000
1971-09-28,292.538757,306.683563,0.000000
1971-09-29,294.570831,306.569244,0.000000
1971-09-30,292.881165,304.272614,0.000000
1971-10-01,292.765167,302.261505,0.957821
1971-10-02,291.597595,301.051941,11.029061
1971-10-03,289.146545,301.340271,7.480317
1971-10-04,289.759399,302.342987,0.000000
1971-10-05,289.749969,306.006897,0.000000
1971-10-06,290.533325,304.466980,0.000000
1971-10-07,284.163879,301.004303,0.000000
1971-10-08,286.717773,304.403656,0.000000
1971-10-09,286.544678,304.859131,0.000000
1971-10-10,288.080322,303.767181,0.000000
1971-10-11,287.058228,303.166962,0.000000
1971-10-12,287.007568,299.612213,0.000000
1971-10-13,285.755646,299.982788,0.000000
1971-10-14,287.009216,303.053955,0.000000
1971-10-15,286.312195,300.094696,0.000000
1971-10-16,284.828522,295.611145,0.000000
1971-10-17,283.806030,297.849823,0.000000
1971-10-18,287.237213,299.872620,0.000000
1971-10-19,286.693481,300.081177,0.000000
1971-10-20,288.989014,303.267487,0.000000
1971-10-21,289.646393,305.330078,0.000000
1971-10-22,290.594208,305.626556,0.000000
1971-10-23,292.487274,303.805054,0.311060
1971-10-24,293.851837,303.577606,9.271606
1971-10-25,293.301697,303.889893,16.083874
1971-10-26,290.536682,299.158386,16.508953
1971-10-27,287.315796,297.510437,45.805016
1971-10-28,285.785858,300.759918,0.000000
1971-10-29,289.519501,302.303589,0.000000
1971-10-30,290.801361,302.466644,0.000000
1971-10-31,291.730072,302.003204,0.703648
1971-11-01,288.654602,301.927185,0.461905
1971-11-02,291.099579,302.457947,3.449516
1971-11-03,287.476654,298.213593,0.000000
1971-11-04,284.828949,295.184814,4.910009
1971-11-05,282.844208,288.291412,0.924816
1971-11-06,283.007355,296.879639,0.000000
1971-11-07,286.410126,301.572418,0.000000
1971-11-08,289.117371,301.670593,0.000000
1971-11-09,287.841522,297.399536,8.092526
1971-11-10,285.024261,294.157928,8.501374
1971-11-11,280.847046,294.476685,0.000000
1971-11-12,282.444946,299.954712,0.000000
1971-11-13,283.970184,295.968262,0.000000
1971-11-14,279.676117,294.520935,0.000000
1971-11-15,279.112122,288.919891,0.000000
1971-11-16,277.255646,293.517029,0.000000
1971-11-17,276.464966,288.778198,0.000000
1971-11-18,275.096741,280.743317,0.621195
1971-11-19,275.613281,291.140289,1.167249
1971-11-20,279.705536,291.861053,0.000000
1971-11-21,283.147369,289.661438,2.356667
1971-11-22,276.766266,281.774445,8.008964
1971-11-23,273.792664,281.240448,0.000000
1971-11-24,275.830597,285.000214,17.288607
1971-11-25,275.517426,287.648804,0.000000
1971-11-26,273.564972,287.366974,0.000000
1971-11-27,276.116699,287.837372,0.000000
1971-11-28,275.940979,288.225098,0.000000
1971-11-29,278.431122,288.646881,1.979101
1971-11-30,283.646973,292.672424,1.013877
1971-12-01,280.724426,297.405975,0.000000
1971-12-02,281.693542,295.524780,0.000000
1971-12-03,278.652527,291.814301,0.000000
1971-12-04,281.915680,294.928375,0.000000
1971-12-05,281.106445,296.873352,0.000000
1971-12-06,287.700867,300.612122,0.000000
1971-12-07,286.222534,296.859558,0.000000
1971-12-08,278.904236,293.610992,0.000000
1971-12-09,278.974854,292.295380,0.000000
1971-12-10,285.680542,292.947815,0.000000
1971-12-11,288.586212,293.022583,5.547030
1971-12-12,286.870605,295.428070,23.065474
1971-12-13,288.923431,296.583191,7.808315
1971-12-14,287.931091,297.129547,3.455597
1971-12-15,288.902771,297.930237,0.359168
1971-12-16,283.442291,294.586548,0.000000
1971-12-17,283.396912,293.786438,0.000000
1971-12-18,285.118103,295.298004,0.000000
1971-12-19,285.007355,292.844788,1.705977
1971-12-20,278.888275,287.960327,1.384684
1971-12-21,275.294098,288.932526,0.000000
1971-12-22,279.434448,285.698120,0.000000
1971-12-23,277.811798,285.090790,0.000000
1971-12-24,271.306946,287.576172,0.000000
1971-12-25,276.032501,288.600739,0.000000
1971-12-26,277.105560,290.084167,0.000000
1971-12-27,275.906097,292.956390,0.000000
1971-12-28,279.185242,297.338440,0.633815
1971-12-29,284.087677,297.300873,0.000000
1971-12-30,282.591858,293.679657,0.483802
1971-12-31,278.359161,290.770752,0.000000
1972-01-01,283.596039,291.093262,2.294185
1972-01-02,285.473907,292.087799,39.780571
1972-01-03,279.582642,288.859344,2.156386
1972-01-04,278.561584,288.114532,0.000000
1972-01-05,277.625580,290.978180,0.000000
1972-01-06,276.384857,287.637360,0.000000
1972-01-07,274.704468,288.016449,0.000000
1972-01-08,277.787292,294.049561,0.473014
1972-01-09,280.587830,295.219147,0.000000
1972-01-10,276.635559,290.985260,0.000000
1972-01-11,274.551025,286.603790,0.000000
1972-01-12,274.355774,290.253174,0.000000
1972-01-13,282.778717,298.752075,0.000000
1972-01-14,282.288788,300.372772,0.000000
1972-01-15,287.334869,300.310883,0.000000
1972-01-16,282.979828,299.180573,0.000000
1972-01-17,286.827484,300.895142,0.000000
1972-01-18,283.877289,296.182190,0.000000
1972-01-19,278.891876,289.943665,0.000000
1972-01-20,277.798553,294.009277,0.000000
1972-01-21,282.740509,290.347015,2.559870
1972-01-22,277.946869,285.827240,9.433215
1972-01-23,271.483032,281.741547,2.268935
1972-01-24,273.522491,288.412750,0.000000
1972-01-25,274.974365,284.223938,0.865532
1972-01-26,271.620117,286.723145,0.000000
1972-01-27,274.479370,287.023163,1.183930
1972-01-28,273.511444,283.655670,0.000000
1972-01-29,272.154480,283.525665,0.000000
1972-01-30,273.626923,286.055328,0.000000
1972-01-31,274.967651,284.614807,1.256974
1972-02-01,274.487335,288.735138,0.000000
1972-02-02,286.586151,299.589386,0.000000
1972-02-03,290.369812,297.995667,0.000000
1972-02-04,282.048553,291.630585,3.681057
1972-02-05,275.831604,284.102142,0.000000
1972-02-06,270.719299,279.455444,0.000000
1972-02-07,266.897308,279.025269,0.000000
1972-02-08,267.507050,279.496277,0.000000
1972-02-09,266.106964,282.780243,0.000000
1972-02-10,273.573090,286.297211,0.000000
1972-02-11,274.497528,286.841003,0.000000
1972-02-12,279.974121,287.824158,1.357842
1972-02-13,284.529846,289.838318,35.341824
1972-02-14,285.609467,295.723206,32.902897
1972-02-15,282.901917,289.918121,1.791106
1972-02-16,279.360962,287.683777,1.638791
1972-02-17,278.524475,293.889740,0.000000
1972-02-18,280.507965,296.195648,0.000000
1972-02-19,279.485413,289.896851,0.000000
1972-02-20,277.350922,293.253021,0.000000
1972-02-21,279.343994,291.104797,0.000000
1972-02-22,280.951355,293.620026,0.000000
1972-02-23,283.470398,294.020996,0.000000
1972-02-24,285.515045,298.951752,2.512642
1972-02-25,286.467072,298.957367,2.582753
1972-02-26,286.154480,295.583893,3.371327
1972-02-27,278.697449,289.825562,0.000000
1972-02-28,280.544586,296.445709,0.000000
1972-02-29,282.303436,295.201477,0.364335
1972-03-01,284.062286,293.957214,0.728670
1972-03-02,278.838287,290.378021,0.000000
1972-03-03,280.250488,297.488251,0.000000
1972-03-04,284.568115,299.708801,0.000000
1972-03-05,287.491882,299.504822,0.000000
1972-03-06,287.707123,301.843781,0.000000
1972-03-07,285.669678,301.248688,1.060789
1972-03-08,287.280029,298.373566,1.818336
1972-03-09,285.106628,292.276245,6.160786
1972-03-10,284.096191,294.007446,0.000000
1972-03-11,281.901642,300.656677,0.000000
1972-03-12,286.843140,301.734802,0.471007
1972-03-13,288.736969,303.122070,0.000000
1972-03-14,282.882446,298.207184,0.000000
1972-03-15,282.640137,292.348267,0.000000
1972-03-16,280.936737,286.986908,4.012002
1972-03-17,280.805359,288.999420,6.914509
1972-03-18,275.853699,288.662842,0.000000
1972-03-19,278.847443,287.818207,0.000000
1972-03-20,279.648041,297.107422,0.000000
1972-03-21,286.445251,301.329315,0.000000
1972-03-22,287.276337,301.190979,0.000000
1972-03-23,282.902985,295.350159,0.000000
1972-03-24,282.625793,299.715973,0.000000
1972-03-25,286.202972,300.071686,0.000000
1972-03-26,288.611755,300.567535,0.000000
1972-03-27,289.632324,300.227844,0.000000
1972-03-28,290.790344,297.576721,9.903390
1972-03-29,290.284668,299.505890,5.991404
1972-03-30,288.243805,300.515564,0.000000
1972-03-31,290.367340,302.412109,3.281239
1972-04-01,289.486969,296.264923,24.095352
1972-04-02,289.409912,300.996979,7.295215
1972-04-03,290.227051,301.412323,7.011631
1972-04-04,285.013367,301.931396,0.000000
1972-04-05,279.081573,297.439423,0.000000
1972-04-06,279.765167,292.742432,0.000000
1972-04-07,282.337341,292.910950,0.000000
1972-04-08,285.378052,299.121399,0.000000
1972-04-09,289.911407,302.393463,0.000000
1972-04-10,290.005096,303.435272,0.316360
1972-04-11,290.024902,300.227112,2.957878
1972-04-12,291.325409,302.744202,16.237743
1972-04-13,287.028198,302.155640,1.829602
1972-04-14,290.639618,303.870789,0.000000
1972-04-15,289.836426,299.942017,4.401251
1972-04-16,286.631714,301.137390,0.000000
1972-04-17,288.307404,301.636688,0.000000
1972-04-18,292.120483,303.015869,3.057320
1972-04-19,288.613678,301.190918,0.000000
1972-04-20,288.447968,303.693726,0.000000
1972-04-21,288.715118,303.624542,0.000000
1972-04-22,290.392426,299.257812,0.000000
1972-04-23,285.998230,294.486908,0.000000
1972-04-24,283.517365,297.177063,0.000000
1972-04-25,285.881775,299.700317,0.000000
1972-04-26,288.729095,298.876007,0.000000
1972-04-27,287.721222,300.051239,0.000000
1972-04-28,287.975647,304.862427,0.000000
1972-04-29,291.948853,304.902527,0.000000
1972-04-30,290.367615,303.103271,0.000000
1972-05-01,291.208618,302.369293,0.709420
1972-05-02,284.812195,297.470245,0.000000
1972-05-03,287.176178,299.798340,0.000000
1972-05-04,288.070740,301.001038,0.000000
1972-05-05,290.760040,301.609802,0.000000
1972-05-06,291.740784,304.286469,0.000000
1972-05-07,294.260101,305.012421,14.565582
1972-05-08,294.287292,303.889709,5.044757
1972-05-09,292.706940,300.836884,19.096216
1972-05-10,285.303894,295.387512,1.777188
1972-05-11,284.865631,298.520081,0.000000
1972-05-12,287.611877,302.523224,0.000000
1972-05-13,291.628876,300.740540,0.000000
1972-05-14,291.953491,304.048523,0.000000
1972-05-15,292.101257,302.487640,0.000000
1972-05-16,290.340149,297.855927,0.000000
1972-05-17,292.014191,304.761658,0.000000
1972-05-18,293.350281,305.474579,0.000000
1972-05-19,294.611542,304.287109,0.000000
1972-05-20,294.903870,306.128601,0.000000
1972-05-21,293.983612,305.781433,0.000000
1972-05-22,293.452118,306.750488,0.000000
1972-05-23,294.688049,307.905945,0.000000
1972-05-24,295.790192,307.951904,0.000000
1972-05-25,296.394470,306.865967,3.734908
1972-05-26,296.213257,305.339050,35.960354
1972-05-27,294.680969,299.039490,25.896618
1972-05-28,295.706757,298.044342,62.315544
1972-05-29,294.339142,300.661194,20.530630
1972-05-30,291.652008,299.563324,9.237408
1972-05-31,289.616943,304.219269,1.330880
1972-06-01,292.435059,305.548218,0.000000
1972-06-02,292.581177,308.375885,0.000000
1972-06-03,293.908234,307.596252,0.000000
1972-06-04,293.701843,307.670380,0.000000
1972-06-05,293.976685,306.080780,5.524817
1972-06-06,294.394745,307.359619,19.774900
1972-06-07,295.004303,305.188202,8.990553
1972-06-08,293.126923,302.407776,1.769945
1972-06-09,293.193878,304.140717,4.790499
1972-06-10,292.492279,305.083160,0.000000
1972-06-11,292.375366,305.427521,0.000000
1972-06-12,292.761200,305.368622,0.436978
1972-06-13,293.060150,307.309845,0.000000
1972-06-14,293.720001,308.647461,0.000000
1972-06-15,294.928558,306.873016,0.470326
1972-06-16,295.189972,306.751556,0.000000
1972-06-17,295.508698,306.992096,0.000000
1972-06-18,295.796753,307.980743,0.000000
1972-06-19,296.153931,307.615356,0.000000
1972-06-20,295.671234,308.806427,0.000000
1972-06-21,298.840759,311.224884,0.000000
1972-06-22,297.870209,310.599792,0.657923
1972-06-23,297.482544,307.406036,0.000000
1972-06-24,296.875824,306.437225,0.000000
1972-06-25,295.959167,306.290466,1.505957
1972-06-26,296.536743,307.359314,0.000000
1972-06-27,297.135803,309.880951,0.000000
1972-06-28,297.951599,311.482208,0.000000
1972-06-29,298.252533,311.490814,0.000000
1972-06-30,297.852661,310.599487,0.000000
1972-07-01,297.755676,310.231415,0.000000
1972-07-02,296.804565,309.962738,0.000000
1972-07-03,296.472290,309.578949,0.000000
1972-07-04,296.628632,308.439301,0.000000
1972-07-05,296.817017,308.017334,0.000000
1972-07-06,296.628479,307.403473,0.000000
1972-07-07,296.867950,307.701447,0.901274
1972-07-08,297.316772,308.058990,1.019303
1972-07-09,297.627472,307.585419,1.908190
1972-07-10,297.320953,306.363617,0.000000
1972-07-11,297.063324,305.986786,0.000000
1972-07-12,297.561188,304.800110,3.085274
1972-07-13,297.020721,303.760681,3.714017
1972-07-14,297.663910,303.079956,4.482273
1972-07-15,296.495422,303.375732,3.753362
1972-07-16,295.955505,304.687805,0.000000
1972-07-17,295.824402,306.952362,0.000000
1972-07-18,295.706573,309.050446,0.000000
1972-07-19,296.069489,309.528839,1.049677
1972-07-20,296.794128,309.943878,1.025107
1972-07-21,296.874390,309.437592,1.000326
1972-07-22,296.903625,308.940796,0.000000
1972-07-23,296.691895,308.772278,0.000000
1972-07-24,296.341644,309.550598,0.000000
1972-07-25,295.569031,309.083618,0.000000
1972-07-26,295.632599,307.899994,0.000000
1972-07-27,295.807037,308.012207,0.000000
1972-07-28,296.442719,307.785004,0.000000
1972-07-29,296.784393,309.914337,0.000000
1972-07-30,296.481934,311.250946,0.000000
1972-07-31,296.860535,310.969116,0.000000
1972-08-01,297.751038,310.952026,0.000000
1972-08-02,297.397736,310.446228,0.000000
1972-08-03,297.067505,309.199402,0.000000
1972-08-04,297.414398,308.931915,0.000000
1972-08-05,297.558990,308.826385,0.000000
1972-08-06,296.832031,306.860718,1.210859
1972-08-07,296.902344,308.013641,0.000000
1972-08-08,296.564178,309.139526,0.000000
1972-08-09,296.634949,309.385620,0.000000
1972-08-10,296.544403,308.438080,0.735004
1972-08-11,296.450470,308.925049,0.000000
1972-08-12,296.312012,309.459503,0.000000
1972-08-13,297.344086,310.100647,0.000000
1972-08-14,299.007782,309.716766,1.432429
1972-08-15,298.436096,308.004578,1.043742
1972-08-16,296.176544,308.498505,0.000000
1972-08-17,296.405182,308.843292,0.000000
1972-08-18,297.137482,307.529327,0.289937
1972-08-19,296.408661,307.030029,1.752013
1972-08-20,297.401062,308.243011,0.000000
1972-08-21,297.699097,307.933258,0.000000
1972-08-22,295.897034,306.823212,2.364583
1972-08-23,296.532440,304.478027,2.752780
1972-08-24,296.967133,305.258209,3.281300
1972-08-25,295.520111,304.829895,0.548064
1972-08-26,296.052948,306.489288,0.000000
1972-08-27,296.050995,307.547974,0.000000
1972-08-28,295.280823,308.082214,0.000000
1972-08-29,294.769012,306.899506,0.000000
1972-08-30,295.181580,306.672424,0.000000
1972-08-31,294.873779,307.266632,0.325714
1972-09-01,295.089447,307.775787,0.000000
1972-09-02,295.798248,308.981659,0.000000
1972-09-03,295.881012,309.036865,0.704993
1972-09-04,296.070953,308.984192,0.000000
1972-09-05,296.291718,309.024689,0.000000
1972-09-06,296.171204,308.815369,0.000000
1972-09-07,296.052032,307.859314,0.412620
1972-09-08,295.124237,307.467712,0.000000
1972-09-09,295.843964,307.181854,0.000000
1972-09-10,295.282135,306.946838,0.420946
1972-09-11,295.892517,306.860352,0.000000
1972-09-12,296.358490,306.991394,0.000000
1972-09-13,296.062042,307.655060,0.000000
1972-09-14,295.041168,306.261414,0.000000
1972-09-15,296.244080,309.172089,0.000000
1972-09-16,298.156342,310.128632,0.000000
1972-09-17,295.102234,307.734589,0.000000
1972-09-18,293.888184,308.404724,0.000000
1972-09-19,294.109863,310.545349,0.000000
1972-09-20,295.967712,309.224518,0.000000
1972-09-21,295.348907,307.083893,0.000000
1972-09-22,295.659698,306.896362,0.000000
1972-09-23,295.088470,307.488647,0.000000
1972-09-24,295.728668,308.693390,0.000000
1972-09-25,295.508667,306.779388,2.453361
1972-09-26,294.880005,304.277069,1.905903
1972-09-27,291.943268,301.671295,0.000000
1972-09-28,290.482666,302.385406,0.000000
1972-09-29,291.082336,303.086884,0.000000
1972-09-30,290.357666,304.701508,0.000000
1972-10-01,291.890259,304.643890,0.000000
1972-10-02,291.870880,303.198669,0.000000
1972-10-03,289.324249,302.642609,0.000000
1972-10-04,289.919861,307.040497,0.000000
1972-10-05,293.317322,307.179474,0.000000
1972-10-06,292.134125,306.109070,0.000000
1972-10-07,293.980743,306.331604,0.000000
1972-10-08,291.497162,305.924133,0.000000
1972-10-09,292.403259,305.443115,0.000000
1972-10-10,293.603912,305.045044,1.007251
1972-10-11,289.720612,297.957520,8.535508
1972-10-12,286.411865,299.988068,0.000000
1972-10-13,290.062653,298.581024,0.000000
1972-10-14,284.727417,297.123627,0.000000
1972-10-15,284.027496,298.043030,0.000000
1972-10-16,286.697388,299.960175,0.000000
1972-10-17,288.447113,303.203339,0.000000
1972-10-18,290.929779,303.463928,0.000000
1972-10-19,292.004517,302.791534,0.000000
1972-10-20,291.488342,300.094299,0.000000
1972-10-21,291.670654,300.400665,0.000000
1972-10-22,284.814545,296.917847,0.000000
1972-10-23,279.587311,294.903168,0.000000
1972-10-24,284.616180,298.590515,0.000000
1972-10-25,286.914642,298.139587,0.000000
1972-10-26,286.215210,301.656158,0.000000
1972-10-27,288.366638,301.892273,0.000000
1972-10-28,284.584351,294.260376,0.000000
1972-10-29,281.667267,298.295074,0.000000
1972-10-30,288.171448,300.669830,0.000000
1972-10-31,286.560699,298.243103,3.374051
1972-11-01,282.060699,293.800293,0.991326
1972-11-02,283.424988,294.060150,0.000000
1972-11-03,282.831451,291.728210,0.000000
1972-11-04,286.789612,295.818512,13.028503
1972-11-05,289.152527,297.814941,33.943802
1972-11-06,287.864441,297.723145,28.230429
