#Variables:
#tasmin_GFDL-ESM2M_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2M_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2M_historical(K),tasmax_GFDL-ESM2M_historical(K),pr_GFDL-ESM2M_historical(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2M_historical(K),tasmax_GFDL-ESM2M_historical(K),pr_GFDL-ESM2M_historical(mm)
1978-11-24,280.527924,291.087067,0.000000
1978-11-25,283.265320,291.966461,0.000000
1978-11-26,286.188690,300.289520,0.349643
1978-11-27,289.095490,300.891113,0.000000
1978-11-28,285.906006,299.034637,0.283790
1978-11-29,278.546967,295.381134,0.000000
1978-11-30,281.742737,299.455353,0.000000
1978-12-01,287.151978,301.878937,0.000000
1978-12-02,290.177887,300.719177,0.281904
1978-12-03,288.677277,298.497498,1.927101
1978-12-04,276.402740,294.434479,0.000000
1978-12-05,275.337463,290.288544,0.000000
1978-12-06,285.282623,296.876251,1.650252
1978-12-07,287.593445,296.290955,0.385048
1978-12-08,284.788177,292.188477,0.000000
1978-12-09,272.971527,289.594238,0.000000
1978-12-10,273.077942,291.720551,0.000000
1978-12-11,278.660095,296.508423,0.000000
1978-12-12,285.238708,298.480469,0.000000
1978-12-13,277.358215,294.009888,0.000000
1978-12-14,277.095886,295.500458,0.000000
1978-12-15,285.177795,299.229279,0.000000
1978-12-16,285.214142,298.397156,0.000000
1978-12-17,271.727264,295.246948,0.000000
1978-12-18,265.737671,280.222534,0.000000
1978-12-19,268.431763,284.518188,0.000000
1978-12-20,271.897949,283.771179,0.000000
1978-12-21,271.274658,289.283966,0.000000
1978-12-22,274.423706,287.011475,0.000000
1978-12-23,269.265228,284.109070,0.000000
1978-12-24,276.075317,287.746887,12.977960
1978-12-25,283.194183,295.990295,5.745341
1978-12-26,288.202148,297.074738,5.466104
1978-12-27,278.960693,293.428650,1.747730
1978-12-28,274.992859,290.112305,0.000000
1978-12-29,276.389832,287.959473,0.287261
1978-12-30,269.664978,289.266602,0.000000
1978-12-31,277.693390,295.612122,0.000000
1979-01-01,279.855560,291.447937,0.000000
1979-01-02,275.196228,289.734650,0.000000
1979-01-03,277.783234,290.263855,0.566176
1979-01-04,272.976746,286.894135,0.000000
1979-01-05,273.045471,289.288208,0.000000
1979-01-06,275.491089,289.291351,0.000000
1979-01-07,276.221954,291.985657,0.000000
1979-01-08,280.234283,295.255341,0.000000
1979-01-09,282.189453,297.986237,0.000000
1979-01-10,284.767700,299.819092,0.000000
1979-01-11,281.523743,298.191925,0.895174
1979-01-12,270.532196,290.081848,0.000000
1979-01-13,271.315552,281.310760,4.537100
1979-01-14,266.435242,279.247467,0.000000
1979-01-15,269.511688,279.753754,0.000000
1979-01-16,269.550903,281.097107,0.000000
1979-01-17,270.618469,279.995911,0.000000
1979-01-18,274.379791,279.963013,6.666127
1979-01-19,270.056793,281.090057,1.183930
1979-01-20,272.774261,290.345551,0.000000
1979-01-21,281.132263,296.373383,0.000000
1979-01-22,277.093597,294.923126,0.000000
1979-01-23,271.997223,284.670532,0.000000
1979-01-24,274.090942,292.719513,0.000000
1979-01-25,279.427917,298.065430,0.000000
1979-01-26,284.636505,298.918457,0.000000
1979-01-27,286.641479,299.966064,0.865532
1979-01-28,287.156891,299.467194,3.315811
1979-01-29,285.110382,297.837372,4.945464
1979-01-30,271.580719,288.479431,0.361411
1979-01-31,271.502502,284.613953,0.000000
1979-02-01,274.520294,284.560486,0.000000
1979-02-02,275.574280,283.485352,0.000000
1979-02-03,276.636780,291.087402,0.000000
1979-02-04,276.325775,289.729767,0.000000
1979-02-05,279.989380,291.417206,0.000000
1979-02-06,277.632935,291.843597,0.598057
1979-02-07,270.649719,284.332977,0.000000
1979-02-08,271.641968,287.065796,0.000000
1979-02-09,275.205902,292.921509,0.000000
1979-02-10,278.860748,297.246429,0.000000
1979-02-11,281.091705,300.558350,0.000000
1979-02-12,287.195587,301.527161,0.000000
1979-02-13,287.778564,301.858032,0.000000
1979-02-14,288.676849,300.911041,0.000000
1979-02-15,284.987061,303.368317,0.000000
1979-02-16,289.325653,308.598053,0.000000
1979-02-17,290.137238,307.183990,0.000000
1979-02-18,278.576019,302.691406,0.000000
1979-02-19,274.316223,286.837158,0.000000
1979-02-20,275.874664,289.480621,0.000000
1979-02-21,280.873657,288.459961,1.363237
1979-02-22,277.488037,288.425751,5.642502
1979-02-23,281.014557,286.936127,11.398924
1979-02-24,277.170685,287.167664,0.000000
1979-02-25,278.522278,289.931702,0.000000
1979-02-26,279.103760,291.363281,0.000000
1979-02-27,279.575958,292.265320,0.000000
1979-02-28,280.551117,294.721985,0.000000
1979-03-01,281.197998,295.184448,0.000000
1979-03-02,284.575745,296.054138,0.000000
1979-03-03,287.031006,300.895203,0.000000
1979-03-04,287.557556,301.554535,0.000000
1979-03-05,288.332458,302.693329,2.319025
1979-03-06,287.835236,301.858429,0.000000
1979-03-07,277.988342,298.770386,2.201135
1979-03-08,273.134979,287.568451,0.000000
1979-03-09,273.694946,293.849121,0.000000
1979-03-10,276.370209,294.272064,0.000000
1979-03-11,278.491699,295.288757,0.000000
1979-03-12,282.033844,295.581238,0.000000
1979-03-13,279.139526,297.158203,0.000000
1979-03-14,283.140259,298.423187,0.000000
1979-03-15,283.919342,299.788574,0.000000
1979-03-16,285.803436,300.181763,0.000000
1979-03-17,284.957031,297.118378,0.000000
1979-03-18,279.195709,292.011353,0.000000
1979-03-19,280.119324,292.744293,0.000000
1979-03-20,281.715179,291.419281,0.000000
1979-03-21,281.133392,298.718018,0.000000
1979-03-22,286.107574,301.723206,0.000000
1979-03-23,287.866302,302.431366,0.000000
1979-03-24,288.271942,300.892242,0.000000
1979-03-25,287.529449,299.145142,13.192898
1979-03-26,284.609497,298.298737,0.000000
1979-03-27,277.262360,291.804840,0.000000
1979-03-28,281.352661,296.500885,0.295507
1979-03-29,281.747772,295.437042,1.051674
1979-03-30,283.810211,301.147430,0.000000
1979-03-31,286.464203,300.411835,0.359077
1979-04-01,278.121613,298.580322,0.000000
1979-04-02,278.992737,283.625793,1.140518
1979-04-03,276.837585,283.572754,1.581934
1979-04-04,279.922821,291.379761,2.298988
1979-04-05,280.767487,290.662140,0.000000
1979-04-06,279.698608,294.322571,0.000000
1979-04-07,283.162964,301.334198,0.000000
1979-04-08,286.764771,303.114960,0.285581
1979-04-09,290.756165,304.563019,0.000000
1979-04-10,292.771790,303.939484,0.000000
1979-04-11,286.724640,299.583649,0.000000
1979-04-12,282.328339,300.520691,0.000000
1979-04-13,286.303955,302.232117,0.000000
1979-04-14,289.207458,306.716553,0.000000
1979-04-15,291.559143,308.141510,0.000000
1979-04-16,292.365173,308.550507,0.000000
1979-04-17,293.574493,309.160156,0.000000
1979-04-18,294.827423,310.093475,0.000000
1979-04-19,293.750885,310.211670,0.000000
1979-04-20,294.822357,310.952179,0.000000
1979-04-21,295.700012,309.920471,0.000000
1979-04-22,293.983582,305.194275,3.357206
1979-04-23,292.661926,302.317444,0.743923
1979-04-24,292.095703,303.576965,0.000000
1979-04-25,292.643402,305.425232,0.000000
1979-04-26,292.818359,305.307892,0.000000
1979-04-27,292.568542,304.287292,0.000000
1979-04-28,293.391388,304.832916,0.000000
1979-04-29,292.950134,297.497772,27.044727
1979-04-30,287.317657,295.385925,7.821259
1979-05-01,292.750488,296.503479,39.992447
1979-05-02,290.078979,296.781677,0.601255
1979-05-03,287.510468,299.237457,0.000000
1979-05-04,286.031555,300.557648,0.000000
1979-05-05,288.911072,301.149414,0.000000
1979-05-06,290.418976,300.105469,0.000000
1979-05-07,290.021790,301.394653,0.516005
1979-05-08,288.982941,300.660858,0.000000
1979-05-09,286.056183,300.459473,0.000000
1979-05-10,290.018890,303.501953,0.000000
1979-05-11,292.863098,304.535858,1.295918
1979-05-12,292.951416,303.530701,4.201115
1979-05-13,293.158691,303.490967,32.507679
1979-05-14,294.990143,301.522308,33.995026
1979-05-15,293.678040,301.779083,40.941925
1979-05-16,292.719055,303.993896,15.979954
1979-05-17,291.197144,303.568237,0.796108
1979-05-18,291.739960,300.700348,8.557642
1979-05-19,293.268433,299.870331,11.941747
1979-05-20,294.660370,300.774109,27.106079
1979-05-21,294.605957,304.689056,43.573601
1979-05-22,291.602722,304.600525,13.489182
1979-05-23,285.579224,298.737762,0.000000
1979-05-24,284.263336,296.929077,0.000000
1979-05-25,287.528046,299.323914,0.000000
1979-05-26,288.869720,301.657196,0.000000
1979-05-27,290.554199,305.372375,0.000000
1979-05-28,293.747833,308.571716,0.000000
1979-05-29,296.157379,307.843018,0.000000
1979-05-30,295.377686,306.821381,0.000000
1979-05-31,293.946320,305.811279,0.000000
1979-06-01,294.905762,306.994110,0.956228
1979-06-02,295.448395,307.259216,1.174133
1979-06-03,295.182465,304.464600,5.916135
1979-06-04,294.229034,304.765778,0.000000
1979-06-05,294.198853,305.426819,0.652528
1979-06-06,294.821106,305.658569,0.000000
1979-06-07,295.645538,307.362244,0.000000
1979-06-08,294.934204,307.246216,0.000000
1979-06-09,295.115448,307.404938,0.000000
1979-06-10,295.617035,309.857910,0.000000
1979-06-11,297.303772,310.591156,0.000000
1979-06-12,296.495758,309.623566,0.000000
1979-06-13,296.592133,309.929840,0.000000
1979-06-14,296.649597,309.038147,3.996296
1979-06-15,295.327087,306.525665,0.000000
1979-06-16,295.372040,308.314667,0.000000
1979-06-17,296.581390,308.196228,0.000000
1979-06-18,296.778503,308.918915,0.000000
1979-06-19,297.113312,309.112793,0.000000
1979-06-20,297.098602,308.454041,0.000000
1979-06-21,297.951599,308.792358,0.000000
1979-06-22,297.206207,309.458099,0.000000
1979-06-23,297.642792,310.148560,0.000000
1979-06-24,298.955353,311.264954,0.000000
1979-06-25,299.098511,312.055847,0.000000
1979-06-26,298.357788,311.278351,0.000000
1979-06-27,297.463074,309.728882,0.000000
1979-06-28,297.123169,308.593903,0.000000
1979-06-29,297.390930,308.854156,0.000000
1979-06-30,296.886871,308.067627,0.000000
1979-07-01,296.611725,309.048950,0.000000
1979-07-02,296.886017,309.041168,0.000000
1979-07-03,298.250214,310.692505,0.312804
1979-07-04,298.211334,309.944794,0.000000
1979-07-05,297.367981,309.272705,0.000000
1979-07-06,297.838654,312.999207,0.000000
1979-07-07,300.006042,314.059235,0.520277
1979-07-08,300.520569,313.742065,0.000000
1979-07-09,297.938873,312.995148,0.000000
1979-07-10,298.674225,313.868805,0.000000
1979-07-11,299.106079,313.530151,0.000000
1979-07-12,295.503174,308.618561,1.669468
1979-07-13,296.292358,310.325745,0.988423
1979-07-14,297.662354,310.023102,0.922422
1979-07-15,297.967255,310.648163,0.000000
1979-07-16,296.854675,309.378082,0.000000
1979-07-17,295.978027,306.757812,0.000000
1979-07-18,296.238159,307.740662,0.000000
1979-07-19,296.280640,308.579498,0.000000
1979-07-20,296.123077,309.915161,0.000000
1979-07-21,297.171570,310.393494,0.000000
1979-07-22,297.851990,311.737762,0.000000
1979-07-23,298.650818,311.303070,0.000000
1979-07-24,298.555206,311.619049,2.230530
1979-07-25,298.475586,311.797638,1.026347
1979-07-26,297.752960,312.568481,0.000000
1979-07-27,297.870483,312.686798,0.415642
1979-07-28,297.617950,311.066040,2.440375
1979-07-29,297.848389,306.050476,22.028109
1979-07-30,296.673798,306.520569,8.451889
1979-07-31,294.770569,307.629761,0.000000
1979-08-01,296.792999,308.250427,0.000000
1979-08-02,295.434692,309.178986,0.284668
1979-08-03,295.663208,310.781067,0.000000
1979-08-04,296.688354,311.079010,0.000000
1979-08-05,296.596069,310.669678,0.000000
1979-08-06,297.135620,310.094238,0.000000
1979-08-07,297.210815,309.644012,0.000000
1979-08-08,297.618042,308.883545,0.291572
1979-08-09,297.057800,308.531952,0.000000
1979-08-10,296.959991,309.337708,0.000000
1979-08-11,296.860535,310.600555,0.000000
1979-08-12,297.325928,311.614166,0.000000
1979-08-13,297.585846,311.392975,0.000000
1979-08-14,296.779541,309.844208,0.000000
1979-08-15,296.692078,307.914764,0.000000
1979-08-16,297.370148,308.356506,0.548064
1979-08-17,296.559143,309.793732,0.000000
1979-08-18,296.786835,310.367218,0.000000
1979-08-19,296.856659,310.148499,0.000000
1979-08-20,296.055939,310.552643,0.000000
1979-08-21,296.790222,311.527313,0.000000
1979-08-22,298.998505,311.850220,0.000000
1979-08-23,299.175140,311.078064,1.401572
1979-08-24,298.459167,309.507996,7.233902
1979-08-25,297.826050,308.452728,3.609244
1979-08-26,297.847412,307.098846,1.146548
1979-08-27,298.104706,308.528198,0.000000
1979-08-28,297.881805,308.053772,0.000000
1979-08-29,297.774628,308.678406,0.000000
1979-08-30,297.317688,309.981232,0.000000
1979-08-31,298.458862,310.747803,0.000000
1979-09-01,297.322754,309.556488,0.000000
1979-09-02,296.465240,309.781525,0.000000
1979-09-03,296.011383,310.945007,0.416929
1979-09-04,297.164764,313.347656,0.000000
1979-09-05,299.076111,315.580353,0.000000
1979-09-06,299.980713,315.907898,0.000000
1979-09-07,299.616302,314.374817,0.000000
1979-09-08,299.309082,310.650299,0.000000
1979-09-09,296.476074,307.021698,0.000000
1979-09-10,294.800781,306.896484,0.000000
1979-09-11,294.409760,307.260681,0.000000
1979-09-12,294.628235,307.456421,0.000000
1979-09-13,295.630554,308.706635,0.000000
1979-09-14,296.241486,309.536652,0.000000
1979-09-15,297.364441,309.978424,0.000000
1979-09-16,298.064209,308.700226,0.000000
1979-09-17,298.536591,308.384613,1.905903
1979-09-18,294.479492,305.856873,15.613603
1979-09-19,293.627014,304.209442,11.087408
1979-09-20,290.039154,297.400116,4.442499
1979-09-21,292.476837,303.879944,0.280399
1979-09-22,293.037109,305.409698,0.000000
1979-09-23,293.307343,305.534363,0.000000
1979-09-24,294.336426,306.148407,0.000000
1979-09-25,294.784607,307.797882,0.000000
1979-09-26,295.942444,308.374878,0.000000
1979-09-27,295.193237,306.912201,0.000000
1979-09-28,293.885498,306.032776,0.000000
1979-09-29,291.400543,303.270172,0.000000
1979-09-30,291.817688,304.674622,0.000000
1979-10-01,286.135040,303.135620,4.090628
1979-10-02,284.613281,298.964661,0.000000
1979-10-03,285.018250,302.016815,0.000000
1979-10-04,286.229462,303.841187,0.000000
1979-10-05,287.920563,304.930115,0.000000
1979-10-06,289.320648,304.749451,0.000000
1979-10-07,289.619629,304.998413,0.000000
1979-10-08,290.114532,305.577454,0.000000
1979-10-09,290.553467,305.558960,0.000000
1979-10-10,291.691162,305.994385,0.000000
1979-10-11,292.873322,305.824219,0.690196
1979-10-12,294.422760,304.842957,0.000000
1979-10-13,292.790619,305.937103,0.000000
1979-10-14,294.804657,305.408691,0.000000
1979-10-15,295.390564,305.278687,0.000000
1979-10-16,293.574036,303.284210,7.747612
1979-10-17,293.448669,305.557129,0.000000
1979-10-18,293.889801,307.029175,2.390792
1979-10-19,292.417511,304.063324,7.085492
1979-10-20,291.885193,302.750946,21.342253
1979-10-21,289.036133,302.605835,0.000000
1979-10-22,288.353516,301.514465,0.000000
1979-10-23,287.490631,302.606323,0.000000
1979-10-24,290.938873,303.670410,0.642481
1979-10-25,285.363800,299.716187,13.289309
1979-10-26,281.281982,288.252411,0.000000
1979-10-27,281.229340,295.534058,0.000000
1979-10-28,280.423279,297.800720,0.000000
1979-10-29,284.722076,298.905029,0.000000
1979-10-30,287.970428,301.050598,0.754499
1979-10-31,289.715210,302.332825,0.000000
1979-11-01,290.875671,303.013977,0.548549
1979-11-02,292.059723,303.165619,1.217115
1979-11-03,292.937561,303.041290,1.041684
1979-11-04,290.864288,301.884399,0.494837
1979-11-05,288.707336,300.037262,0.489634
1979-11-06,290.925934,301.896973,0.000000
1979-11-07,292.064911,301.511627,0.000000
1979-11-08,292.165039,301.792572,0.785971
1979-11-09,292.158539,302.426819,3.005942
1979-11-10,290.341858,301.775116,0.332511
1979-11-11,286.542542,300.892029,0.000000
1979-11-12,290.992004,302.040009,0.497584
1979-11-13,289.740143,301.276489,5.039813
1979-11-14,291.678986,303.784058,0.000000
1979-11-15,288.539856,302.782349,0.945011
1979-11-16,282.808502,294.130096,0.000000
1979-11-17,281.887665,290.116119,11.913356
1979-11-18,281.555298,288.307678,2.550120
1979-11-19,281.788635,288.104309,0.000000
1979-11-20,281.164093,290.190369,0.354556
1979-11-21,279.178375,294.502716,0.000000
1979-11-22,279.450684,296.217010,0.000000
1979-11-23,281.568726,296.768158,0.000000
1979-11-24,284.714233,297.600464,0.000000
1979-11-25,285.517944,295.606781,0.000000
1979-11-26,284.435455,291.894562,0.000000
1979-11-27,284.009888,296.291382,0.000000
1979-11-28,283.239594,297.621887,0.000000
1979-11-29,282.227448,297.551331,0.000000
1979-11-30,275.178009,294.109741,0.000000
1979-12-01,270.328400,280.051971,0.000000
1979-12-02,268.038452,278.234619,0.000000
1979-12-03,266.291382,280.042725,0.000000
1979-12-04,274.621887,289.220917,7.545909
1979-12-05,278.503632,289.667175,3.518100
1979-12-06,276.460999,282.148987,0.868416
1979-12-07,272.964111,285.800446,0.000000
1979-12-08,279.401672,292.159363,2.599483
1979-12-09,287.890869,299.953033,6.120760
1979-12-10,281.701324,297.912537,1.752738
1979-12-11,273.042084,287.875732,0.000000
1979-12-12,274.193115,290.407166,0.000000
1979-12-13,280.402222,295.217438,0.000000
1979-12-14,284.811646,296.702545,0.000000
1979-12-15,283.661377,292.870850,0.000000
1979-12-16,276.901245,289.478790,0.000000
1979-12-17,272.724731,288.726776,0.000000
1979-12-18,278.780060,287.451843,0.000000
1979-12-19,282.973114,289.366699,8.799845
1979-12-20,277.830536,284.797119,4.996433
1979-12-21,280.955841,295.825439,4.922984
1979-12-22,279.664062,292.982544,1.104433
1979-12-23,269.799713,283.492035,0.000000
1979-12-24,258.912170,281.827484,0.000000
1979-12-25,274.392944,286.767822,0.333990
1979-12-26,283.897369,298.156799,2.632460
1979-12-27,289.179108,299.479584,0.363531
1979-12-28,284.463806,297.136322,0.623046
1979-12-29,285.850616,298.608582,0.000000
1979-12-30,285.874268,297.039673,1.064275
1979-12-31,275.221802,289.309723,0.000000
1980-01-01,270.593597,279.783752,0.000000
1980-01-02,271.172943,285.612854,0.000000
1980-01-03,275.581482,288.470612,0.000000
1980-01-04,280.219757,293.476196,0.000000
1980-01-05,282.474274,294.110718,0.000000
1980-01-06,282.407501,294.067932,0.000000
1980-01-07,279.906494,293.500092,0.000000
1980-01-08,278.997009,291.709808,0.000000
1980-01-09,280.762177,290.141083,0.000000
1980-01-10,282.747559,296.804626,0.000000
1980-01-11,283.290588,295.943909,0.000000
1980-01-12,278.061829,293.377533,0.000000
1980-01-13,282.410889,292.185211,0.488686
1980-01-14,279.386292,291.312286,2.057384
1980-01-15,280.540985,295.004120,0.000000
1980-01-16,280.624878,296.411896,0.000000
1980-01-17,278.933228,287.719574,7.038291
1980-01-18,273.784668,282.059723,10.935367
1980-01-19,272.507111,281.556244,0.000000
1980-01-20,273.554260,284.170105,1.897605
1980-01-21,282.186249,291.858215,6.814199
1980-01-22,275.360504,288.690796,0.000000
1980-01-23,273.936218,282.760284,0.000000
1980-01-24,272.941376,286.030701,0.000000
1980-01-25,276.453003,292.019653,0.000000
1980-01-26,281.560455,291.015442,13.587336
1980-01-27,271.822388,285.959412,8.111467
1980-01-28,269.858826,284.307465,4.532762
1980-01-29,276.677521,291.079590,0.000000
1980-01-30,279.435242,294.455475,0.000000
1980-01-31,280.701996,295.843658,0.000000
1980-02-01,280.983612,294.915985,0.000000
1980-02-02,282.992737,294.761444,0.000000
1980-02-03,285.739471,298.492493,0.000000
1980-02-04,277.963623,297.241516,0.000000
1980-02-05,274.479614,288.385406,0.000000
1980-02-06,279.806427,291.812408,0.000000
1980-02-07,274.958649,289.657227,0.000000
1980-02-08,279.317993,297.667297,0.000000
1980-02-09,283.081940,296.956848,0.000000
1980-02-10,273.265991,290.785614,0.000000
1980-02-11,275.134674,285.704468,0.771692
1980-02-12,281.064026,295.982483,1.454922
1980-02-13,287.601837,296.616425,1.323327
1980-02-14,283.424011,295.848999,1.305326
1980-02-15,277.128204,291.947266,0.000000
1980-02-16,278.425415,294.353882,0.000000
1980-02-17,280.939026,298.594238,0.000000
1980-02-18,284.011200,300.707550,0.000000
1980-02-19,285.788391,300.559387,0.000000
1980-02-20,286.016754,299.552917,1.381133
1980-02-21,281.738586,295.443420,1.187223
1980-02-22,282.115143,292.909058,2.031209
1980-02-23,285.952606,299.710205,3.118290
1980-02-24,286.861694,299.027191,8.002707
1980-02-25,278.353882,294.007965,0.000000
1980-02-26,273.159882,285.397675,0.000000
1980-02-27,280.068665,288.397583,15.212204
1980-02-28,273.466370,283.079620,1.791106
1980-02-29,274.537781,283.325562,0.895553
1980-03-01,275.609161,283.571472,0.000000
1980-03-02,271.215088,285.619354,0.000000
1980-03-03,280.856293,294.667206,6.538270
1980-03-04,284.890259,295.495544,10.491100
1980-03-05,285.601898,294.826385,1.651438
1980-03-06,285.216187,291.951080,7.359291
1980-03-07,284.788879,291.417511,20.586363
1980-03-08,276.032928,291.126984,0.000000
1980-03-09,279.711731,290.659393,0.000000
1980-03-10,285.140381,296.315643,5.532892
1980-03-11,283.303497,298.462067,0.000000
1980-03-12,282.727112,298.349213,0.000000
1980-03-13,284.534027,299.173798,0.000000
1980-03-14,286.319763,300.630890,0.000000
1980-03-15,287.944153,303.694763,0.000000
1980-03-16,289.617828,303.754456,0.000000
1980-03-17,286.372711,300.553619,0.000000
1980-03-18,279.346069,292.278656,0.000000
1980-03-19,278.291046,290.017944,0.000000
1980-03-20,285.492126,291.667755,3.443215
1980-03-21,278.132690,292.145660,0.000000
1980-03-22,281.262817,291.832947,2.278793
1980-03-23,283.224915,288.726959,0.477177
1980-03-24,280.948792,294.927124,0.000000
1980-03-25,281.228729,295.328400,0.000000
1980-03-26,281.565460,295.876495,0.000000
1980-03-27,285.909027,299.198669,0.000000
1980-03-28,287.231049,298.255096,3.404006
1980-03-29,285.967285,298.995270,0.000000
1980-03-30,284.489655,301.969696,0.000000
1980-03-31,287.769196,301.861603,0.000000
1980-04-01,288.728180,303.944366,0.000000
1980-04-02,290.349213,304.027405,0.000000
1980-04-03,291.794159,305.615479,1.024712
1980-04-04,292.218872,305.674286,0.492824
1980-04-05,292.455963,304.652679,1.829602
1980-04-06,289.031372,299.867798,0.000000
1980-04-07,281.323486,294.039795,0.000000
1980-04-08,281.217163,298.151520,0.000000
1980-04-09,286.112244,300.876923,0.000000
1980-04-10,289.607819,304.098633,0.000000
1980-04-11,289.278320,304.410736,0.000000
1980-04-12,286.738892,301.796387,0.897635
1980-04-13,286.015686,296.762360,0.532218
1980-04-14,288.630035,296.094818,0.000000
1980-04-15,291.284637,298.470001,0.857754
1980-04-16,291.945404,304.222412,0.000000
1980-04-17,288.888855,303.678711,0.000000
1980-04-18,285.807098,301.880341,0.000000
1980-04-19,288.749847,301.228882,0.000000
1980-04-20,291.744965,300.403778,2.327023
1980-04-21,292.378540,302.331787,15.231082
1980-04-22,290.369751,301.666901,1.448402
1980-04-23,290.294556,297.311249,2.769512
1980-04-24,286.634644,294.849487,0.840715
1980-04-25,285.845856,297.090790,0.000000
1980-04-26,286.992706,296.947693,0.000000
1980-04-27,289.319153,301.000549,0.282560
1980-04-28,287.390808,299.055115,2.753490
1980-04-29,287.241821,299.750916,0.000000
1980-04-30,287.393158,300.614471,0.000000
1980-05-01,289.760162,298.907898,1.384364
1980-05-02,291.731171,300.852173,0.351850
1980-05-03,292.094452,303.114990,0.000000
1980-05-04,292.219238,304.388641,0.000000
1980-05-05,289.941437,302.839050,0.383096
1980-05-06,289.252777,299.577850,0.000000
1980-05-07,287.050690,299.595734,0.000000
1980-05-08,288.729248,303.384216,0.000000
1980-05-09,292.377411,305.445251,0.000000
1980-05-10,293.987335,304.968811,1.827142
1980-05-11,295.152069,304.768768,0.356345
1980-05-12,292.054962,306.287964,0.000000
1980-05-13,290.863281,305.509613,0.000000
1980-05-14,292.107971,303.751434,0.000000
1980-05-15,292.748383,307.383209,0.000000
1980-05-16,295.201294,309.721191,0.000000
1980-05-17,296.632874,310.023315,2.672546
1980-05-18,297.131073,310.656433,0.000000
1980-05-19,296.924255,310.163239,0.000000
1980-05-20,295.686554,309.297363,4.472562
1980-05-21,294.725769,305.711731,21.717932
1980-05-22,290.833191,306.874146,1.567356
1980-05-23,293.078491,306.709930,0.000000
1980-05-24,293.013489,307.228058,0.000000
1980-05-25,294.008911,307.907440,0.000000
1980-05-26,295.207428,307.823273,0.000000
1980-05-27,295.472961,307.437378,0.000000
1980-05-28,296.428467,309.056213,0.594962
1980-05-29,296.623932,309.020233,0.000000
1980-05-30,296.399384,309.726746,0.000000
1980-05-31,297.087677,310.454742,0.000000
1980-06-01,296.074097,308.855072,0.000000
1980-06-02,295.998535,308.033417,0.000000
1980-06-03,296.049164,307.937134,0.000000
1980-06-04,294.989594,308.244995,0.375464
1980-06-05,295.037079,307.282410,1.330880
1980-06-06,295.426666,308.462524,0.000000
1980-06-07,296.162750,309.203278,0.000000
1980-06-08,296.105560,309.832336,0.000000
1980-06-09,296.594238,310.116699,0.000000
1980-06-10,296.756165,310.049072,0.000000
1980-06-11,297.204803,310.830933,0.000000
1980-06-12,297.629486,310.688995,0.000000
1980-06-13,298.096039,310.802338,0.000000
1980-06-14,298.100769,310.907257,0.000000
1980-06-15,298.375580,310.587952,0.000000
1980-06-16,297.044983,311.064636,0.000000
1980-06-17,299.357727,310.951263,0.000000
1980-06-18,297.142151,309.787506,0.000000
1980-06-19,296.923431,308.904968,0.000000
1980-06-20,297.111420,308.373474,0.000000
1980-06-21,296.625214,308.720337,0.000000
1980-06-22,296.985413,309.362610,0.000000
1980-06-23,297.489838,310.354553,0.000000
1980-06-24,298.059204,310.993256,2.031204
1980-06-25,299.789612,311.050720,0.720673
1980-06-26,300.764191,309.727020,0.000000
1980-06-27,299.417969,309.999451,0.449289
1980-06-28,298.365417,310.395172,0.479612
1980-06-29,299.690491,312.062653,0.000000
1980-06-30,297.866394,311.303833,0.000000
1980-07-01,298.679749,312.062286,0.000000
1980-07-02,299.810120,312.130981,0.000000
1980-07-03,299.946503,310.264282,3.239288
1980-07-04,299.421234,309.755585,0.000000
1980-07-05,299.087433,310.393524,0.000000
1980-07-06,299.428253,312.029602,0.827129
1980-07-07,302.179871,311.514832,0.995932
1980-07-08,299.516449,309.649933,13.087671
1980-07-09,301.522125,312.313751,6.031237
1980-07-10,297.942200,310.167877,15.347898
1980-07-11,295.484009,306.157715,11.879279
1980-07-12,293.586548,305.809204,0.745297
1980-07-13,296.061493,309.201050,0.000000
1980-07-14,299.059662,311.767883,0.000000
1980-07-15,299.253510,311.496033,0.000000
1980-07-16,299.891968,311.758331,0.000000
1980-07-17,299.882751,311.590790,0.000000
1980-07-18,299.925781,310.846924,0.000000
1980-07-19,299.526337,309.708191,0.000000
1980-07-20,298.603455,310.975830,0.000000
1980-07-21,299.593872,310.908813,0.899000
1980-07-22,299.788818,309.541595,3.771572
1980-07-23,299.111786,304.042755,5.454957
1980-07-24,296.839996,300.601074,2.113998
1980-07-25,295.721924,302.690125,1.459122
1980-07-26,295.626740,305.986206,0.000000
1980-07-27,297.067963,307.789795,0.000000
