#Variables:
#tasmin_HadGEM2-CC365_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-CC365_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-CC365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-CC365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-CC365_historical(K),tasmax_HadGEM2-CC365_historical(K),pr_HadGEM2-CC365_historical(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-CC365_historical(K),tasmax_HadGEM2-CC365_historical(K),pr_HadGEM2-CC365_historical(mm)
1976-08-26,297.715912,303.968140,13.699397
1976-08-27,296.857605,306.556427,1.280487
1976-08-28,295.782104,307.290833,0.000000
1976-08-29,294.540344,306.834534,0.000000
1976-08-30,294.543762,308.356781,0.000000
1976-08-31,295.162659,308.690033,0.000000
1976-09-01,295.550110,307.728912,0.000000
1976-09-02,295.728638,306.606781,0.531256
1976-09-03,294.786835,305.549255,2.146487
1976-09-04,294.325897,303.855316,15.811194
1976-09-05,294.611450,303.895264,18.205198
1976-09-06,295.895477,301.518921,30.491577
1976-09-07,295.044800,303.488800,31.524574
1976-09-08,295.745300,304.372833,7.306533
1976-09-09,295.413391,304.204529,8.681452
1976-09-10,295.236969,303.773102,16.322819
1976-09-11,295.016052,300.201721,22.214388
1976-09-12,295.778778,301.937317,8.921622
1976-09-13,294.650330,301.964386,0.000000
1976-09-14,294.256561,303.284607,0.000000
1976-09-15,292.563721,303.898285,0.000000
1976-09-16,291.887054,304.007050,0.000000
1976-09-17,293.123749,303.338165,0.000000
1976-09-18,294.342499,302.815582,0.000000
1976-09-19,295.397980,301.908783,0.681680
1976-09-20,295.214630,303.086823,3.010343
1976-09-21,293.252411,300.238556,20.071079
1976-09-22,288.585632,297.400116,2.453361
1976-09-23,283.097137,293.020111,0.000000
1976-09-24,284.026520,300.245941,0.000000
1976-09-25,286.468964,304.138031,0.690102
1976-09-26,285.165863,297.710022,4.328304
1976-09-27,278.376373,289.616913,0.000000
1976-09-28,280.766693,293.363464,0.000000
1976-09-29,281.567841,296.331696,0.000000
1976-09-30,283.525513,297.523682,0.000000
1976-10-01,286.160706,296.322510,0.000000
1976-10-02,286.811920,295.966278,0.561969
1976-10-03,287.571350,299.582184,0.578566
1976-10-04,285.594543,299.762482,0.000000
1976-10-05,285.538452,299.145813,0.000000
1976-10-06,289.029572,295.892548,0.943826
1976-10-07,284.877350,290.377655,4.158353
1976-10-08,291.373901,298.688049,3.207989
1976-10-09,290.823578,295.853577,8.256412
1976-10-10,286.923309,292.395630,13.873300
1976-10-11,286.948120,296.281464,0.500402
1976-10-12,286.419312,291.764465,0.000000
1976-10-13,286.866272,296.363190,0.000000
1976-10-14,286.459106,297.762115,0.000000
1976-10-15,287.957855,297.415009,0.000000
1976-10-16,288.311737,295.812897,29.444635
1976-10-17,288.098602,295.586945,24.030537
1976-10-18,289.476532,298.359741,0.000000
1976-10-19,288.224457,297.927704,0.000000
1976-10-20,288.752991,299.716187,0.000000
1976-10-21,289.715485,300.008972,0.000000
1976-10-22,290.381348,299.818146,0.000000
1976-10-23,290.853851,300.503265,4.034529
1976-10-24,285.693237,300.106171,0.479926
1976-10-25,281.378143,300.674408,0.000000
1976-10-26,282.132111,301.379150,0.000000
1976-10-27,283.464233,299.526245,0.000000
1976-10-28,285.703247,300.743774,0.000000
1976-10-29,286.089386,298.897827,0.000000
1976-10-30,288.110748,297.247314,0.647234
1976-10-31,286.369049,297.689087,7.826715
1976-11-01,287.726746,300.367462,5.031531
1976-11-02,292.498596,302.120880,9.599267
1976-11-03,291.505249,300.020477,19.260220
1976-11-04,288.468781,301.274780,3.374051
1976-11-05,286.423615,299.898712,0.000000
1976-11-06,284.828949,295.900299,0.000000
1976-11-07,280.942902,295.265442,0.000000
1976-11-08,279.448334,295.103882,0.000000
1976-11-09,277.572906,292.531738,0.000000
1976-11-10,277.698975,290.714508,0.000000
1976-11-11,282.143494,291.365173,3.192484
1976-11-12,280.950684,291.113770,10.324143
1976-11-13,284.834290,293.719574,1.296842
1976-11-14,285.875153,291.231018,2.051940
1976-11-15,282.596924,290.464722,35.416393
1976-11-16,288.711365,297.179779,9.392140
1976-11-17,284.839966,298.849945,0.585356
1976-11-18,286.288391,296.419830,3.222799
1976-11-19,284.707397,296.607880,8.518974
1976-11-20,284.879639,295.926270,5.154084
1976-11-21,284.010773,295.543915,1.100621
1976-11-22,276.646240,290.098022,0.000000
1976-11-23,273.374390,288.718689,0.000000
1976-11-24,275.300751,290.754089,0.000000
1976-11-25,279.436462,293.242889,0.000000
1976-11-26,282.264984,294.779419,0.000000
1976-11-27,283.305756,297.159851,0.000000
1976-11-28,285.710419,297.198669,0.000000
1976-11-29,287.006866,298.438354,0.000000
1976-11-30,285.044495,297.507690,0.000000
1976-12-01,278.044647,293.101898,0.000000
1976-12-02,274.365387,291.663879,0.000000
1976-12-03,275.937347,295.416138,0.000000
1976-12-04,283.646973,297.762146,0.000000
1976-12-05,285.575775,296.365143,0.000000
1976-12-06,282.233154,292.584473,0.000000
1976-12-07,275.936035,289.301697,0.000000
1976-12-08,277.599640,293.593536,0.000000
1976-12-09,283.908508,296.245209,0.000000
1976-12-10,276.526398,291.411285,1.059871
1976-12-11,269.118164,281.624908,0.842251
1976-12-12,267.123901,278.725769,0.000000
1976-12-13,267.948059,284.280518,0.000000
1976-12-14,275.295013,285.808624,0.000000
1976-12-15,279.924347,289.311249,2.880457
1976-12-16,278.992462,289.542419,0.000000
1976-12-17,277.071106,291.834717,0.000000
1976-12-18,275.630371,291.243591,0.000000
1976-12-19,279.595917,294.627533,0.000000
1976-12-20,282.442291,297.263947,1.774386
1976-12-21,278.218414,292.745239,0.000000
1976-12-22,281.101349,290.975159,0.000000
1976-12-23,284.625061,296.726166,0.000000
1976-12-24,286.394501,296.578827,0.000000
1976-12-25,275.334564,293.356354,4.434262
1976-12-26,271.704834,284.702332,0.000000
1976-12-27,276.412872,283.771179,0.000000
1976-12-28,270.052002,281.009003,0.312961
1976-12-29,275.006226,281.735809,12.888721
1976-12-30,275.008209,283.504272,0.000000
1976-12-31,277.458527,284.885773,0.000000
1977-01-01,269.004242,281.435486,0.323086
1977-01-02,271.062561,275.719055,0.367934
1977-01-03,272.863281,283.113281,0.529192
1977-01-04,274.952576,281.974030,0.000000
1977-01-05,269.330170,280.051727,0.963809
1977-01-06,267.292572,272.904236,2.914898
1977-01-07,266.354034,274.322723,0.000000
1977-01-08,267.518311,279.753754,0.000000
1977-01-09,268.474152,280.938812,0.000000
1977-01-10,271.476135,284.770355,0.000000
1977-01-11,274.983673,285.129852,0.000000
1977-01-12,274.196320,285.246674,0.000000
1977-01-13,268.902222,283.397675,0.000000
1977-01-14,268.146881,280.602509,0.000000
1977-01-15,271.979584,284.667175,0.675242
1977-01-16,274.832916,288.120239,0.000000
1977-01-17,278.585999,292.496674,0.000000
1977-01-18,281.364990,294.958984,0.000000
1977-01-19,280.921387,291.015442,0.000000
1977-01-20,281.008575,292.218292,0.000000
1977-01-21,281.948090,292.523315,0.785889
1977-01-22,280.996857,293.334961,0.000000
1977-01-23,282.089325,293.337402,0.000000
1977-01-24,275.547791,289.493713,0.000000
1977-01-25,275.079803,290.551239,0.000000
1977-01-26,282.950867,295.678497,4.755425
1977-01-27,284.253326,295.928040,3.623015
1977-01-28,276.720551,288.934082,2.826306
1977-01-29,273.724854,284.464508,5.382641
1977-01-30,269.560333,281.032349,0.000000
1977-01-31,267.630890,278.776520,0.000000
1977-02-01,273.018860,286.993256,0.000000
1977-02-02,275.685760,292.523987,0.000000
1977-02-03,280.332031,295.863678,0.000000
1977-02-04,282.646667,297.095306,0.000000
1977-02-05,281.310638,296.095245,0.000000
1977-02-06,284.039917,298.080719,0.000000
1977-02-07,287.637909,301.368988,0.000000
1977-02-08,287.984192,301.928741,0.000000
1977-02-09,286.052490,299.127563,0.893699
1977-02-10,277.875977,294.453003,3.853540
1977-02-11,273.792297,291.320496,0.000000
1977-02-12,276.808716,290.978577,0.000000
1977-02-13,278.915558,286.514069,0.532407
1977-02-14,277.360626,288.650391,3.563509
1977-02-15,278.052856,291.584259,3.008937
1977-02-16,279.338776,288.468384,0.000000
1977-02-17,277.183655,285.087921,6.138014
1977-02-18,276.040161,284.570923,6.493748
1977-02-19,272.064178,283.302002,3.118290
1977-02-20,268.481018,281.305603,0.000000
1977-02-21,272.377075,287.084045,0.000000
1977-02-22,277.552521,291.584290,0.000000
1977-02-23,284.148926,296.496490,0.000000
1977-02-24,286.610168,299.458008,0.000000
1977-02-25,286.004669,301.005066,0.000000
1977-02-26,284.577118,298.888489,0.000000
1977-02-27,278.154022,294.689148,0.000000
1977-02-28,281.534637,295.456970,0.000000
1977-03-01,284.350983,300.358734,0.000000
1977-03-02,285.208466,298.296143,0.000000
1977-03-03,287.376556,302.366272,0.000000
1977-03-04,290.225769,302.749878,0.000000
1977-03-05,291.730103,302.243408,1.703966
1977-03-06,290.234924,300.620392,0.000000
1977-03-07,281.271576,297.566193,1.353948
1977-03-08,282.221344,295.061768,0.000000
1977-03-09,287.394958,299.332123,0.000000
1977-03-10,289.144531,301.931427,0.834289
1977-03-11,284.901825,299.145905,0.000000
1977-03-12,280.247131,292.257751,0.000000
1977-03-13,283.030212,292.758331,3.785581
1977-03-14,286.980103,299.116364,0.000000
1977-03-15,291.556061,299.784821,0.371252
1977-03-16,291.102539,300.785461,1.824384
1977-03-17,290.318207,299.982086,5.912771
1977-03-18,280.258575,296.934906,17.883724
1977-03-19,275.153870,289.409271,1.827425
1977-03-20,277.072327,294.193909,0.000000
1977-03-21,282.291687,298.305603,0.000000
1977-03-22,287.027649,298.114319,0.000000
1977-03-23,287.852814,295.652008,0.000000
1977-03-24,288.236938,294.164032,0.000000
1977-03-25,285.821228,291.873474,0.000000
1977-03-26,288.269226,299.715973,2.857965
1977-03-27,279.493500,298.629028,0.000000
1977-03-28,275.730011,291.584625,0.000000
1977-03-29,276.090729,290.653320,0.000000
1977-03-30,279.414459,291.576935,0.000000
1977-03-31,280.716492,291.356018,0.000000
1977-04-01,283.129822,292.644073,0.000000
1977-04-02,288.919189,297.434662,0.000000
1977-04-03,288.590668,299.215332,0.000000
1977-04-04,278.393097,289.191833,0.000000
1977-04-05,276.079102,282.090485,0.823915
1977-04-06,279.181488,284.796417,0.000000
1977-04-07,281.745605,295.089508,0.328821
1977-04-08,287.391479,298.352234,0.000000
1977-04-09,289.699677,298.718231,0.000000
1977-04-10,290.369415,297.339081,3.152671
1977-04-11,290.365601,298.571503,15.752505
1977-04-12,291.520813,301.969025,2.746476
1977-04-13,290.789337,303.678864,0.285581
1977-04-14,288.135376,298.752350,1.052624
1977-04-15,284.490509,294.699280,0.492824
1977-04-16,284.600037,292.794922,0.000000
1977-04-17,289.056274,296.787415,13.906916
1977-04-18,288.564514,299.076233,16.106607
1977-04-19,288.220337,299.523071,2.433556
1977-04-20,287.606079,300.808228,0.000000
1977-04-21,287.955200,302.083221,0.000000
1977-04-22,288.302094,302.663239,0.000000
1977-04-23,288.980713,302.214355,0.000000
1977-04-24,290.373962,301.597992,0.000000
1977-04-25,290.692505,301.495331,0.438415
1977-04-26,288.875824,302.096222,0.000000
1977-04-27,287.393158,303.301483,0.000000
1977-04-28,287.795227,304.348755,0.000000
1977-04-29,286.864258,304.961639,0.000000
1977-04-30,287.046143,304.576111,0.000000
1977-05-01,287.157166,302.793060,0.000000
1977-05-02,288.767853,301.979675,0.000000
1977-05-03,290.434113,299.142853,0.000000
1977-05-04,291.468567,297.128662,0.955719
1977-05-05,292.023010,301.285248,0.000000
1977-05-06,290.743347,304.237427,0.000000
1977-05-07,290.792664,305.530334,0.000000
1977-05-08,290.312317,305.801117,0.000000
1977-05-09,290.809967,306.510376,0.000000
1977-05-10,289.964417,308.166382,0.000000
1977-05-11,290.339661,309.877533,0.292801
1977-05-12,291.198700,311.367981,0.000000
1977-05-13,292.866669,309.663635,0.000000
1977-05-14,292.126007,307.668243,0.000000
1977-05-15,292.748383,308.822357,0.000000
1977-05-16,293.244751,306.722626,0.334598
1977-05-17,292.491486,306.847595,0.000000
1977-05-18,291.725128,307.820587,0.000000
1977-05-19,291.198425,307.127655,0.000000
1977-05-20,291.112122,307.497559,0.000000
1977-05-21,290.937439,307.304108,0.000000
1977-05-22,291.543945,307.367523,0.000000
1977-05-23,294.475281,306.927765,0.000000
1977-05-24,295.217194,307.666290,0.000000
1977-05-25,294.522278,307.422760,0.000000
1977-05-26,293.830414,306.863525,0.000000
1977-05-27,293.068848,307.064331,0.000000
1977-05-28,293.529053,307.895874,0.000000
1977-05-29,294.982025,307.860901,0.000000
1977-05-30,295.972687,306.815674,0.000000
1977-05-31,296.336273,306.735626,0.000000
1977-06-01,296.206818,305.658569,10.516361
1977-06-02,295.738159,304.879517,5.608860
1977-06-03,295.587341,304.839294,2.790244
1977-06-04,295.441803,305.931000,0.293674
1977-06-05,295.706024,306.293396,0.000000
1977-06-06,295.906616,306.010345,3.910230
1977-06-07,296.637482,306.701355,0.000000
1977-06-08,296.045654,306.781647,0.000000
1977-06-09,295.400665,305.934326,0.000000
1977-06-10,294.940857,305.237579,0.375464
1977-06-11,294.610474,304.074890,1.486598
1977-06-12,293.171570,306.198425,6.110777
1977-06-13,294.921509,305.793915,2.093619
1977-06-14,293.827179,304.817474,7.471902
1977-06-15,293.739471,302.245117,4.693666
1977-06-16,294.767609,301.666138,14.391256
1977-06-17,295.185791,302.516144,5.136941
1977-06-18,295.033813,304.532715,1.520445
1977-06-19,294.044189,305.695282,0.000000
1977-06-20,294.132629,306.478729,0.000000
1977-06-21,294.179382,307.094391,1.301686
1977-06-22,294.844788,306.132263,9.548493
1977-06-23,295.372864,305.785919,5.481866
1977-06-24,294.829620,304.253235,0.000000
1977-06-25,294.446899,303.338745,5.836633
1977-06-26,293.783386,300.812714,13.309839
1977-06-27,294.780853,300.885498,8.518558
1977-06-28,295.119415,300.928619,1.956676
1977-06-29,294.701385,301.583466,16.122326
1977-06-30,294.867737,303.670227,1.326173
1977-07-01,294.858185,304.688141,0.000000
1977-07-02,295.560913,306.070984,0.000000
1977-07-03,295.581573,306.518158,0.000000
1977-07-04,295.489838,306.699005,0.000000
1977-07-05,295.516083,306.830933,0.000000
1977-07-06,295.423676,306.410553,0.000000
1977-07-07,295.620483,305.945312,1.112452
1977-07-08,295.701447,306.068573,0.000000
1977-07-09,295.266174,307.129333,0.000000
1977-07-10,293.943024,307.393951,0.000000
1977-07-11,293.619019,307.403473,0.000000
1977-07-12,294.064148,307.601349,0.000000
1977-07-13,294.455505,307.381775,0.000000
1977-07-14,295.008759,307.803284,0.000000
1977-07-15,296.131866,308.286469,0.000000
1977-07-16,296.501892,308.371155,0.000000
1977-07-17,296.486938,307.716492,0.000000
1977-07-18,296.702454,308.719299,0.000000
1977-07-19,296.069489,309.112396,0.000000
1977-07-20,295.670868,309.669891,0.000000
1977-07-21,295.948486,309.541595,0.000000
1977-07-22,296.042816,309.458466,0.000000
1977-07-23,296.195007,309.575470,0.000000
1977-07-24,296.181152,309.517578,0.000000
1977-07-25,296.019043,308.649933,0.000000
1977-07-26,296.123077,308.085419,0.000000
1977-07-27,295.745392,307.234283,0.000000
1977-07-28,295.721924,308.245331,1.084642
1977-07-29,295.922180,308.978607,0.000000
1977-07-30,295.580780,309.057373,0.000000
1977-07-31,295.636627,307.720154,0.366240
1977-08-01,295.088989,308.367157,0.331923
1977-08-02,294.414581,309.229553,0.000000
1977-08-03,295.247772,308.098297,1.869761
1977-08-04,296.244232,307.440521,1.110746
1977-08-05,296.782349,307.601898,3.385081
1977-08-06,297.395355,309.061157,4.381487
1977-08-07,296.672699,308.882111,0.781514
1977-08-08,296.174133,308.748718,0.000000
1977-08-09,296.217865,308.135162,0.281481
1977-08-10,295.789917,308.018524,0.827024
1977-08-11,295.590729,308.802887,0.000000
1977-08-12,294.721252,308.243805,0.000000
1977-08-13,294.755463,308.234772,0.443509
1977-08-14,295.983337,309.180237,0.000000
1977-08-15,296.291901,309.267761,0.548064
1977-08-16,295.116821,309.326965,0.000000
1977-08-17,295.603027,310.093933,0.000000
1977-08-18,296.383362,309.961670,0.000000
1977-08-19,296.372711,308.148712,0.000000
1977-08-20,296.020294,308.260712,0.000000
1977-08-21,295.108002,310.098663,0.000000
1977-08-22,294.744629,311.065247,0.000000
1977-08-23,295.525543,310.935272,0.000000
1977-08-24,295.516235,309.291321,0.000000
1977-08-25,296.259003,308.680969,0.000000
1977-08-26,294.413910,309.384186,0.000000
1977-08-27,294.450409,309.609924,0.448406
1977-08-28,294.696320,310.851471,0.000000
1977-08-29,293.128845,315.580353,0.000000
1977-08-30,293.552612,316.453339,0.000000
1977-08-31,296.512939,314.141296,0.000000
1977-09-01,295.441254,307.284027,9.248913
1977-09-02,295.147552,305.972626,9.310825
1977-09-03,294.733002,305.260773,8.391438
1977-09-04,294.377258,306.231018,6.566692
1977-09-05,293.586517,306.612457,3.532038
1977-09-06,293.567627,306.032623,7.794712
1977-09-07,293.472717,305.665894,0.868298
1977-09-08,293.693085,306.200073,1.336386
1977-09-09,293.881317,305.737030,0.000000
1977-09-10,293.429901,305.596100,1.086227
1977-09-11,292.108643,305.859619,0.424870
1977-09-12,292.184418,305.623779,1.799562
1977-09-13,291.486938,305.938751,0.000000
1977-09-14,290.361908,306.307068,0.000000
1977-09-15,288.780762,306.710693,0.000000
1977-09-16,287.154175,306.905853,0.000000
1977-09-17,287.396973,306.856812,0.000000
1977-09-18,289.920685,306.533661,0.000000
1977-09-19,293.507233,306.090210,0.000000
1977-09-20,295.967712,305.752716,0.000000
1977-09-21,296.033722,305.011444,0.000000
1977-09-22,295.230042,304.936279,0.795122
1977-09-23,294.878296,305.900696,0.000000
1977-09-24,293.995087,305.595093,0.000000
1977-09-25,294.632263,305.363342,0.283598
1977-09-26,293.416107,305.972656,0.000000
1977-09-27,291.248169,306.617401,0.000000
1977-09-28,291.691925,307.035522,0.000000
1977-09-29,292.057007,307.293518,0.000000
1977-09-30,291.009216,306.605103,0.000000
1977-10-01,290.928223,306.378357,0.000000
1977-10-02,290.609894,306.521515,0.000000
1977-10-03,290.113922,305.864807,0.000000
1977-10-04,290.176880,303.757599,0.000000
1977-10-05,291.437531,300.939453,1.784002
1977-10-06,291.040924,305.338440,0.000000
1977-10-07,288.335144,308.573273,0.000000
1977-10-08,290.222076,312.232025,0.000000
1977-10-09,286.559174,304.920868,0.000000
1977-10-10,283.043060,295.258118,0.000000
1977-10-11,284.105499,300.413086,0.000000
1977-10-12,290.364380,305.575989,0.000000
1977-10-13,292.576019,307.260010,0.000000
1977-10-14,291.091461,308.878967,0.000000
1977-10-15,292.696808,307.991486,0.000000
1977-10-16,290.535950,306.345612,0.000000
1977-10-17,284.814697,302.691742,3.921918
1977-10-18,277.487091,289.373535,0.000000
1977-10-19,278.674530,298.843445,0.000000
1977-10-20,283.500366,299.158386,0.000000
1977-10-21,282.674255,298.911926,0.000000
1977-10-22,283.975525,296.917847,0.000000
1977-10-23,285.745544,300.023224,0.000000
1977-10-24,287.909149,298.107330,2.234374
1977-10-25,283.269409,294.101288,0.000000
1977-10-26,278.170624,295.691772,0.000000
1977-10-27,282.239258,300.390625,0.000000
1977-10-28,287.119995,302.627014,0.000000
1977-10-29,280.408844,294.661499,5.858498
1977-10-30,274.862457,295.249634,0.000000
1977-10-31,280.951385,302.064423,0.000000
1977-11-01,280.894958,300.983490,0.000000
1977-11-02,278.837891,288.688538,5.905128
1977-11-03,269.886047,288.421539,0.000000
1977-11-04,272.256805,294.927399,0.000000
1977-11-05,278.546997,298.156891,0.000000
1977-11-06,284.355042,300.076599,0.000000
1977-11-07,287.009094,302.268738,0.000000
1977-11-08,287.146301,299.928650,0.371897
1977-11-09,285.334717,294.254852,1.550095
1977-11-10,287.050873,297.305908,1.374270
1977-11-11,288.478851,300.868225,0.000000
1977-11-12,290.553070,303.273651,0.522770
1977-11-13,283.612152,297.875061,5.988417
1977-11-14,276.860718,288.121979,5.375033
1977-11-15,270.666382,279.090363,0.000000
1977-11-16,270.225189,280.216064,0.000000
1977-11-17,270.819305,284.186462,0.000000
1977-11-18,274.130188,284.564911,0.000000
1977-11-19,276.373627,283.860077,0.000000
1977-11-20,277.186462,283.068329,31.380795
1977-11-21,277.445801,285.197266,17.641769
1977-11-22,273.674225,285.921997,0.000000
1977-11-23,275.435455,284.871826,0.000000
1977-11-24,277.333282,282.888763,2.811406
1977-11-25,277.310913,286.468079,0.000000
1977-11-26,276.410431,288.919891,0.000000
1977-11-27,276.530121,289.398773,0.000000
1977-11-28,275.118988,286.737488,0.000000
1977-11-29,272.488251,288.057739,0.000000
1977-11-30,273.722260,292.871368,0.000000
1977-12-01,276.559174,293.356506,0.000000
1977-12-02,278.314789,290.806458,0.000000
1977-12-03,280.510681,291.367859,0.000000
1977-12-04,282.827515,292.272034,0.000000
1977-12-05,279.053406,290.064362,0.000000
1977-12-06,273.042084,286.495941,0.000000
1977-12-07,273.449402,288.839478,0.000000
1977-12-08,279.405029,290.784180,6.213460
1977-12-09,277.479462,291.262939,0.280962
1977-12-10,275.325226,290.914337,0.000000
1977-12-11,277.259491,293.259766,0.000000
1977-12-12,280.528412,293.472778,0.000000
1977-12-13,273.579224,290.807953,1.384684
1977-12-14,270.593506,285.499542,0.000000
1977-12-15,276.960266,285.890106,0.000000
1977-12-16,277.641754,285.045868,0.784125
1977-12-17,276.372498,285.862122,0.000000
1977-12-18,277.303680,287.236664,0.000000
1977-12-19,275.194733,284.231415,0.000000
1977-12-20,270.729767,278.195435,1.598751
1977-12-21,271.491180,280.320984,0.403474
1977-12-22,273.649994,283.277740,0.000000
1977-12-23,278.777283,285.309052,0.545413
1977-12-24,281.501770,288.313416,0.000000
1977-12-25,279.483948,286.421387,0.679243
1977-12-26,282.519653,292.823090,0.000000
1977-12-27,285.221649,294.258972,0.000000
1977-12-28,285.609314,298.944305,0.000000
1977-12-29,280.955841,293.913452,0.000000
1977-12-30,286.902618,298.271576,0.000000
1977-12-31,266.835846,295.628479,0.000000
1978-01-01,267.949188,275.758179,0.000000
1978-01-02,271.586670,286.882507,0.000000
1978-01-03,277.281433,293.587006,0.000000
1978-01-04,276.326385,290.617828,0.000000
1978-01-05,278.361938,292.488647,0.000000
1978-01-06,280.151459,292.998230,0.000000
1978-01-07,272.825897,289.788239,0.000000
1978-01-08,272.184753,285.302582,0.000000
1978-01-09,279.942688,289.495636,2.156386
1978-01-10,275.510834,292.892426,0.309640
1978-01-11,279.400360,290.637848,0.000000
1978-01-12,280.513794,288.582275,0.000000
1978-01-13,282.366058,290.296936,4.450654
1978-01-14,276.901794,286.951477,4.436474
1978-01-15,271.916534,285.306335,0.000000
1978-01-16,274.815125,290.555756,0.000000
1978-01-17,279.755432,296.226349,0.000000
1978-01-18,274.525635,292.454346,0.000000
1978-01-19,274.872711,290.670013,0.000000
1978-01-20,277.963898,294.345520,0.000000
1978-01-21,276.532654,292.647125,0.000000
1978-01-22,276.042511,294.693604,0.000000
1978-01-23,277.394043,295.864227,0.000000
1978-01-24,279.716919,294.456360,0.000000
1978-01-25,283.006531,295.184906,0.000000
1978-01-26,285.238251,297.407440,0.000000
1978-01-27,287.100006,297.643799,0.341821
1978-01-28,287.421356,300.070801,7.730788
1978-01-29,284.785492,300.905060,5.959484
1978-01-30,281.535278,301.095062,0.000000
1978-01-31,285.071350,300.893402,0.000000
1978-02-01,278.375061,295.848999,0.000000
1978-02-02,272.450165,288.570862,0.000000
1978-02-03,271.580688,286.681458,0.000000
1978-02-04,273.117065,285.624481,0.000000
1978-02-05,273.255188,284.634277,0.279629
1978-02-06,273.581543,287.606476,0.000000
1978-02-07,276.727539,290.123993,0.000000
1978-02-08,281.688232,291.637085,0.000000
1978-02-09,282.850952,289.664215,7.307375
1978-02-10,285.500946,292.352631,8.373353
1978-02-11,286.653046,295.447906,1.256974
1978-02-12,286.034119,294.423584,0.000000
1978-02-13,285.591949,293.389008,0.345448
1978-02-14,285.104889,291.922058,26.013298
1978-02-15,287.055359,294.560974,18.757492
1978-02-16,284.516022,296.426788,10.583993
1978-02-17,277.089630,290.924957,0.000000
1978-02-18,276.054230,288.656525,0.000000
1978-02-19,276.386017,291.346405,0.000000
1978-02-20,282.308624,292.465118,0.000000
1978-02-21,286.688660,296.586212,2.977898
1978-02-22,283.886139,295.052521,4.763502
1978-02-23,274.411316,289.201782,2.582753
1978-02-24,271.739044,284.899475,0.000000
1978-02-25,274.048737,283.813354,0.000000
1978-02-26,277.335724,284.942902,0.000000
1978-02-27,279.220428,291.964264,0.000000
1978-02-28,280.839691,298.693817,0.000000
1978-03-01,283.616302,302.691406,0.000000
1978-03-02,281.085632,297.197205,0.000000
1978-03-03,280.509979,292.919922,0.000000
1978-03-04,282.856659,291.612915,1.616836
1978-03-05,279.784271,290.553955,0.000000
1978-03-06,282.710205,293.411774,0.000000
1978-03-07,286.580597,296.459229,0.000000
1978-03-08,280.954193,295.745819,0.000000
1978-03-09,282.406586,300.116425,0.000000
1978-03-10,284.638336,299.458008,0.000000
1978-03-11,280.253357,301.009155,0.000000
1978-03-12,281.325165,300.258575,0.000000
1978-03-13,283.474945,299.763611,0.000000
1978-03-14,285.084961,297.708069,0.000000
1978-03-15,287.911591,299.977020,0.604101
1978-03-16,291.087646,303.994568,11.180884
1978-03-17,283.720001,301.323181,0.751935
1978-03-18,274.986542,288.804047,0.000000
1978-03-19,272.330627,290.085358,0.000000
1978-03-20,277.035065,294.705261,0.000000
1978-03-21,280.994995,295.997833,0.000000
1978-03-22,279.891266,294.600128,0.000000
1978-03-23,282.510406,293.094879,0.000000
1978-03-24,285.594574,292.911499,9.903390
1978-03-25,282.652039,295.901947,35.080906
1978-03-26,286.561615,296.785370,3.281239
1978-03-27,286.217682,295.350159,0.000000
1978-03-28,282.898590,301.308197,0.000000
1978-03-29,285.913879,304.486664,0.000000
1978-03-30,288.332245,305.382111,0.000000
1978-03-31,288.125305,304.258514,0.000000
1978-04-01,289.721558,303.866089,0.337117
1978-04-02,290.199249,302.557037,0.000000
1978-04-03,291.239288,304.386230,0.000000
1978-04-04,292.325409,303.425232,0.629023
1978-04-05,294.399078,302.296112,10.494845
1978-04-06,289.058319,298.724426,13.359461
1978-04-07,288.268311,296.009003,33.659996
1978-04-08,288.880371,292.218689,34.587036
1978-04-09,287.419312,298.727600,23.877737
1978-04-10,290.588562,302.883331,2.508924
1978-04-11,291.327271,301.288940,1.332446
1978-04-12,293.952301,302.433807,1.304942
1978-04-13,292.840271,303.813965,0.000000
1978-04-14,292.966858,303.646423,1.290104
1978-04-15,293.054047,300.841675,0.407533
1978-04-16,291.752136,299.585419,1.316169
1978-04-17,292.180939,303.623413,0.000000
1978-04-18,292.954285,306.032379,0.000000
1978-04-19,293.461731,305.608398,0.000000
1978-04-20,294.358337,303.438324,0.000000
1978-04-21,294.164459,302.202637,3.432557
1978-04-22,292.552429,302.757812,8.964415
1978-04-23,291.373840,304.334076,0.000000
1978-04-24,291.611511,302.868927,0.000000
1978-04-25,292.171326,301.963135,0.824720
1978-04-26,292.694153,301.818878,14.770905
1978-04-27,292.561066,297.453735,34.170223
1978-04-28,292.414093,297.458557,52.850155
1978-04-29,291.611237,294.871826,34.573280
