#Variables:
#tasmin_bcc-csm1-1_historical(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_bcc-csm1-1_historical(K)"
1977-10-08,277.494019
1977-10-09,278.084290
1977-10-10,280.890015
1977-10-11,283.343781
1977-10-12,287.357300
1977-10-13,288.017487
1977-10-14,287.700623
1977-10-15,284.214294
1977-10-16,283.388367
1977-10-17,288.890961
1977-10-18,283.028320
1977-10-19,280.565765
1977-10-20,284.616180
1977-10-21,289.712555
1977-10-22,288.347595
1977-10-23,283.486694
1977-10-24,281.564087
1977-10-25,288.658203
1977-10-26,281.471649
1977-10-27,283.208527
1977-10-28,288.994965
1977-10-29,290.477142
1977-10-30,282.197968
1977-10-31,280.587646
1977-11-01,280.910278
1977-11-02,282.154938
1977-11-03,283.733948
1977-11-04,290.160583
1977-11-05,291.106781
1977-11-06,291.513062
1977-11-07,290.631836
1977-11-08,290.516083
1977-11-09,289.225769
1977-11-10,286.650513
1977-11-11,281.827728
1977-11-12,278.592926
1977-11-13,274.340546
1977-11-14,278.928528
1977-11-15,283.255585
1977-11-16,288.306335
1977-11-17,289.895508
1977-11-18,290.583038
1977-11-19,289.809540
1977-11-20,290.126801
1977-11-21,288.485352
1977-11-22,286.014191
1977-11-23,286.178619
1977-11-24,282.929047
1977-11-25,282.184479
1977-11-26,277.296692
1977-11-27,276.524231
1977-11-28,280.190704
1977-11-29,285.091095
1977-11-30,287.694519
1977-12-01,288.878113
1977-12-02,287.225189
1977-12-03,287.418732
1977-12-04,286.138336
1977-12-05,282.466797
1977-12-06,286.537445
1977-12-07,287.416687
1977-12-08,284.624695
1977-12-09,281.513123
1977-12-10,280.479950
1977-12-11,282.549683
1977-12-12,278.590210
1977-12-13,286.957397
1977-12-14,281.196381
1977-12-15,280.155762
1977-12-16,273.693329
1977-12-17,278.274384
1977-12-18,282.427673
1977-12-19,277.967773
1977-12-20,279.742340
1977-12-21,276.379761
1977-12-22,281.889130
1977-12-23,279.707489
1977-12-24,270.446014
1977-12-25,276.889496
1977-12-26,275.996460
1977-12-27,278.856781
1977-12-28,275.433258
1977-12-29,273.017548
1977-12-30,270.008606
1977-12-31,274.627411
1978-01-01,280.233734
1978-01-02,274.524872
1978-01-03,273.303925
1978-01-04,272.309265
1978-01-05,273.498199
1978-01-06,276.668274
1978-01-07,280.557495
1978-01-08,286.707764
1978-01-09,286.200043
1978-01-10,277.579437
1978-01-11,275.329742
1978-01-12,276.291229
1978-01-13,279.241821
1978-01-14,276.516052
1978-01-15,273.145355
1978-01-16,273.827484
1978-01-17,276.355896
1978-01-18,273.691040
1978-01-19,272.615997
1978-01-20,276.218414
1978-01-21,274.872711
1978-01-22,271.997223
1978-01-23,276.354126
1978-01-24,277.807892
1978-01-25,275.443298
1978-01-26,273.993103
1978-01-27,271.578735
1978-01-28,277.482361
1978-01-29,269.243256
1978-01-30,274.730347
1978-01-31,267.448425
1978-02-01,265.851105
1978-02-02,269.913330
1978-02-03,272.260040
1978-02-04,277.928589
1978-02-05,267.033264
1978-02-06,266.969330
1978-02-07,272.580322
1978-02-08,275.827789
1978-02-09,281.167236
1978-02-10,286.230042
1978-02-11,287.158630
1978-02-12,287.195587
1978-02-13,288.284576
1978-02-14,287.749084
1978-02-15,288.106750
1978-02-16,280.264648
1978-02-17,281.501343
1978-02-18,284.099457
1978-02-19,282.327789
1978-02-20,278.495270
1978-02-21,280.453949
1978-02-22,281.307312
1978-02-23,282.996155
1978-02-24,279.349121
1978-02-25,271.836975
1978-02-26,271.269165
1978-02-27,272.341461
1978-02-28,274.658356
1978-03-01,279.947235
1978-03-02,285.873108
1978-03-03,282.630005
1978-03-04,285.086517
1978-03-05,287.995422
1978-03-06,288.235718
1978-03-07,280.779266
1978-03-08,279.624908
1978-03-09,280.948181
1978-03-10,284.559662
1978-03-11,289.127258
1978-03-12,287.935577
1978-03-13,277.729065
1978-03-14,275.542694
1978-03-15,285.785065
1978-03-16,287.615448
1978-03-17,290.371521
1978-03-18,289.013397
1978-03-19,286.800568
1978-03-20,284.563721
1978-03-21,278.324890
1978-03-22,281.043640
1978-03-23,289.401917
1978-03-24,287.841370
1978-03-25,287.862854
1978-03-26,285.547455
1978-03-27,287.321228
1978-03-28,289.740540
1978-03-29,285.073853
1978-03-30,289.542023
1978-03-31,290.275970
1978-04-01,288.162964
1978-04-02,285.770721
1978-04-03,280.576141
1978-04-04,287.841614
1978-04-05,287.666626
1978-04-06,286.994720
1978-04-07,289.454865
1978-04-08,290.546448
1978-04-09,292.549500
1978-04-10,285.613739
1978-04-11,282.534149
1978-04-12,279.966888
1978-04-13,290.954956
1978-04-14,290.237244
1978-04-15,286.443390
1978-04-16,286.627228
1978-04-17,289.715942
1978-04-18,286.921143
1978-04-19,283.538757
1978-04-20,288.132660
1978-04-21,287.386841
1978-04-22,289.360168
1978-04-23,288.782013
1978-04-24,289.615234
1978-04-25,286.210114
1978-04-26,288.033752
1978-04-27,288.455963
1978-04-28,289.479462
1978-04-29,289.836792
1978-04-30,289.970673
1978-05-01,292.427521
1978-05-02,293.259888
1978-05-03,293.124756
1978-05-04,293.285980
1978-05-05,290.013519
1978-05-06,287.028687
1978-05-07,285.969971
1978-05-08,287.635681
1978-05-09,288.608856
1978-05-10,290.240173
1978-05-11,292.198059
1978-05-12,293.978363
1978-05-13,293.888092
1978-05-14,295.360870
1978-05-15,295.753845
1978-05-16,295.255005
1978-05-17,295.027802
1978-05-18,293.561676
1978-05-19,293.747833
1978-05-20,295.896729
1978-05-21,293.409058
1978-05-22,291.038757
1978-05-23,287.483093
1978-05-24,284.277130
1978-05-25,285.052765
1978-05-26,288.684723
1978-05-27,289.676300
1978-05-28,294.497406
1978-05-29,295.526062
1978-05-30,296.145905
1978-05-31,296.383942
1978-06-01,295.830933
1978-06-02,296.464661
1978-06-03,295.118225
1978-06-04,295.187714
1978-06-05,295.747498
1978-06-06,295.182465
1978-06-07,295.696411
1978-06-08,294.940430
1978-06-09,294.760834
1978-06-10,294.724091
1978-06-11,293.315155
1978-06-12,290.508392
1978-06-13,290.133331
1978-06-14,290.722992
1978-06-15,293.699524
1978-06-16,294.749237
1978-06-17,295.032776
1978-06-18,294.583984
1978-06-19,295.168854
1978-06-20,293.325409
1978-06-21,293.786255
1978-06-22,294.837646
1978-06-23,294.717926
1978-06-24,295.170319
1978-06-25,295.190826
1978-06-26,295.011017
1978-06-27,294.908325
1978-06-28,294.739868
1978-06-29,295.016113
1978-06-30,294.488800
1978-07-01,295.590393
1978-07-02,295.901978
1978-07-03,295.402649
1978-07-04,296.102386
1978-07-05,295.497711
1978-07-06,295.883514
1978-07-07,295.138367
1978-07-08,295.349518
1978-07-09,294.300446
1978-07-10,294.217377
1978-07-11,294.645752
1978-07-12,294.871948
1978-07-13,295.263306
1978-07-14,295.720001
1978-07-15,296.302704
1978-07-16,296.197632
1978-07-17,295.987610
1978-07-18,295.191010
1978-07-19,295.718536
1978-07-20,296.744385
1978-07-21,296.317932
1978-07-22,297.095642
1978-07-23,296.740967
1978-07-24,297.186615
1978-07-25,296.538269
1978-07-26,296.602264
1978-07-27,295.463135
1978-07-28,295.072906
1978-07-29,295.614197
1978-07-30,296.051056
1978-07-31,296.955963
1978-08-01,297.421326
1978-08-02,295.782715
1978-08-03,296.494354
1978-08-04,295.945007
1978-08-05,295.279510
1978-08-06,295.282349
1978-08-07,294.695251
1978-08-08,294.654816
1978-08-09,296.449707
1978-08-10,296.568695
1978-08-11,297.111450
1978-08-12,297.482147
1978-08-13,298.677063
1978-08-14,299.553497
1978-08-15,299.274902
1978-08-16,297.157928
1978-08-17,298.678589
1978-08-18,299.545441
1978-08-19,299.136597
1978-08-20,299.840973
1978-08-21,299.531403
1978-08-22,297.703033
1978-08-23,297.621368
1978-08-24,296.448792
1978-08-25,295.937012
1978-08-26,297.316101
1978-08-27,296.122803
1978-08-28,295.051819
1978-08-29,293.717743
1978-08-30,293.483917
1978-08-31,292.765900
1978-09-01,291.886902
1978-09-02,291.940491
1978-09-03,292.251007
1978-09-04,292.996674
1978-09-05,292.184418
1978-09-06,292.330505
1978-09-07,293.693085
1978-09-08,296.370453
1978-09-09,295.773529
1978-09-10,295.121796
1978-09-11,293.712891
1978-09-12,293.936310
1978-09-13,295.591461
1978-09-14,296.213440
1978-09-15,295.668457
1978-09-16,295.545776
1978-09-17,295.748688
1978-09-18,294.265991
1978-09-19,295.108948
1978-09-20,291.813110
1978-09-21,291.082001
1978-09-22,293.472046
1978-09-23,293.027283
1978-09-24,292.215302
1978-09-25,290.525421
1978-09-26,289.439392
1978-09-27,289.500580
1978-09-28,291.289337
1978-09-29,294.083008
1978-09-30,295.963531
1978-10-01,295.431793
1978-10-02,295.294220
1978-10-03,294.985382
1978-10-04,294.855377
1978-10-05,293.099762
1978-10-06,289.469604
1978-10-07,290.892639
1978-10-08,290.932587
1978-10-09,289.807220
1978-10-10,289.462372
1978-10-11,287.662628
1978-10-12,283.746063
1978-10-13,286.302185
1978-10-14,289.152954
1978-10-15,291.214447
1978-10-16,293.090729
1978-10-17,293.668823
1978-10-18,291.857178
1978-10-19,292.735352
1978-10-20,293.068573
1978-10-21,291.729248
1978-10-22,291.087219
1978-10-23,289.830414
1978-10-24,289.618988
1978-10-25,290.361420
1978-10-26,288.678436
1978-10-27,291.171387
1978-10-28,289.687561
1978-10-29,292.174042
1978-10-30,293.923096
1978-10-31,291.032623
1978-11-01,288.328522
1978-11-02,290.115051
1978-11-03,282.215546
1978-11-04,275.437714
1978-11-05,276.610657
1978-11-06,278.632874
1978-11-07,286.094391
1978-11-08,280.942902
1978-11-09,280.287628
1978-11-10,280.984802
1978-11-11,280.004089
1978-11-12,277.738922
1978-11-13,275.813324
1978-11-14,283.014465
1978-11-15,282.087372
1978-11-16,285.831360
1978-11-17,290.108246
1978-11-18,286.656097
1978-11-19,287.997864
1978-11-20,287.956665
1978-11-21,289.192047
1978-11-22,280.590240
1978-11-23,277.591949
1978-11-24,277.416718
1978-11-25,282.651367
1978-11-26,278.171204
1978-11-27,276.659637
1978-11-28,277.669312
1978-11-29,276.990173
1978-11-30,277.755798
1978-12-01,279.344910
1978-12-02,278.577850
1978-12-03,278.159760
1978-12-04,278.283051
1978-12-05,281.837799
1978-12-06,275.432220
1978-12-07,276.118439
1978-12-08,280.568176
1978-12-09,283.894928
1978-12-10,273.473267
1978-12-11,276.533081
1978-12-12,274.925079
1978-12-13,277.932556
1978-12-14,277.317810
1978-12-15,286.759369
1978-12-16,285.440186
1978-12-17,282.286102
1978-12-18,286.194092
1978-12-19,283.893005
1978-12-20,283.830933
1978-12-21,276.089661
1978-12-22,275.056946
1978-12-23,281.727081
1978-12-24,282.249512
1978-12-25,282.330414
1978-12-26,281.687592
1978-12-27,281.897644
1978-12-28,282.608154
1978-12-29,285.393066
1978-12-30,286.175354
1978-12-31,286.711060
1979-01-01,286.666290
1979-01-02,287.689819
1979-01-03,286.649170
1979-01-04,286.238983
1979-01-05,288.418060
1979-01-06,287.421448
1979-01-07,289.314606
1979-01-08,287.258240
1979-01-09,281.566437
1979-01-10,274.333313
1979-01-11,273.533173
1979-01-12,281.010803
1979-01-13,280.104858
1979-01-14,275.622284
1979-01-15,279.511078
1979-01-16,282.521393
1979-01-17,282.252258
1979-01-18,283.877289
1979-01-19,279.550995
1979-01-20,283.062866
1979-01-21,278.269928
1979-01-22,282.624207
1979-01-23,283.595581
1979-01-24,286.127319
1979-01-25,273.123688
1979-01-26,274.333496
1979-01-27,280.975891
1979-01-28,281.235596
1979-01-29,282.949585
1979-01-30,281.212128
1979-01-31,264.934723
1979-02-01,267.849060
1979-02-02,271.251404
1979-02-03,273.828674
1979-02-04,275.199646
1979-02-05,278.670685
1979-02-06,279.926666
1979-02-07,276.046265
1979-02-08,274.648560
1979-02-09,281.221649
1979-02-10,285.224518
1979-02-11,288.482025
1979-02-12,285.610687
1979-02-13,275.818817
1979-02-14,276.910156
1979-02-15,269.956329
1979-02-16,270.558746
1979-02-17,276.511505
1979-02-18,278.308960
1979-02-19,286.036316
1979-02-20,281.428589
1979-02-21,279.632660
1979-02-22,281.988434
1979-02-23,283.055359
1979-02-24,276.591217
1979-02-25,274.668732
1979-02-26,277.628510
1979-02-27,278.799805
1979-02-28,285.927734
1979-03-01,288.650391
1979-03-02,283.119232
1979-03-03,280.771606
1979-03-04,284.519470
1979-03-05,283.430115
1979-03-06,280.608398
1979-03-07,270.740173
1979-03-08,270.752075
1979-03-09,282.259033
1979-03-10,283.405701
1979-03-11,280.574219
1979-03-12,278.900360
1979-03-13,280.907532
1979-03-14,285.189392
1979-03-15,282.654083
1979-03-16,279.819122
1979-03-17,279.171661
1979-03-18,274.520294
1979-03-19,279.876495
1979-03-20,286.781708
1979-03-21,280.962341
1979-03-22,279.220886
1979-03-23,281.683685
1979-03-24,282.992706
1979-03-25,278.132690
1979-03-26,277.100677
1979-03-27,280.721222
1979-03-28,282.922943
1979-03-29,281.284271
1979-03-30,288.784302
1979-03-31,289.686859
1979-04-01,285.937012
1979-04-02,287.824219
1979-04-03,289.283936
1979-04-04,285.881989
1979-04-05,290.092224
1979-04-06,291.090363
1979-04-07,286.552429
1979-04-08,290.085602
1979-04-09,290.439728
1979-04-10,285.656158
1979-04-11,283.157379
1979-04-12,285.066010
1979-04-13,286.151855
1979-04-14,288.277344
1979-04-15,288.168488
1979-04-16,290.081299
1979-04-17,289.910980
1979-04-18,288.635986
1979-04-19,293.245636
1979-04-20,292.589478
1979-04-21,289.306793
1979-04-22,287.435974
1979-04-23,288.550201
1979-04-24,292.107910
1979-04-25,290.934875
1979-04-26,291.692535
1979-04-27,291.638947
1979-04-28,290.632782
1979-04-29,290.093475
1979-04-30,290.477997
1979-05-01,293.065643
1979-05-02,291.492065
1979-05-03,293.237152
1979-05-04,292.374420
1979-05-05,291.215729
1979-05-06,292.801727
1979-05-07,293.541748
1979-05-08,293.602020
1979-05-09,292.949860
1979-05-10,293.528900
1979-05-11,294.021545
1979-05-12,294.287292
1979-05-13,295.131226
1979-05-14,296.091095
1979-05-15,294.642273
1979-05-16,293.806335
1979-05-17,293.732025
1979-05-18,294.223053
1979-05-19,293.459442
1979-05-20,295.260590
1979-05-21,291.226746
1979-05-22,289.804504
1979-05-23,290.510956
1979-05-24,293.286987
1979-05-25,295.528015
1979-05-26,295.573029
1979-05-27,294.300140
1979-05-28,295.481110
1979-05-29,294.625214
1979-05-30,296.045746
1979-05-31,294.951019
1979-06-01,296.546387
1979-06-02,295.556122
1979-06-03,295.914001
1979-06-04,295.877655
1979-06-05,291.213959
1979-06-06,288.407745
1979-06-07,286.553864
1979-06-08,289.183533
1979-06-09,291.466644
1979-06-10,293.045105
1979-06-11,292.379395
1979-06-12,292.536621
1979-06-13,292.459381
1979-06-14,294.582458
1979-06-15,295.076355
1979-06-16,294.778809
1979-06-17,294.485474
1979-06-18,294.855408
1979-06-19,294.959839
1979-06-20,295.025574
1979-06-21,295.327362
1979-06-22,295.864227
1979-06-23,297.555420
1979-06-24,297.330231
1979-06-25,296.949982
1979-06-26,297.736786
1979-06-27,299.469116
1979-06-28,298.557251
1979-06-29,298.605530
1979-06-30,296.849823
1979-07-01,295.703369
1979-07-02,297.798553
1979-07-03,297.135895
1979-07-04,298.390533
1979-07-05,296.085754
1979-07-06,295.076904
1979-07-07,294.870911
1979-07-08,295.128021
1979-07-09,294.160797
1979-07-10,296.428436
1979-07-11,296.571442
1979-07-12,295.381165
1979-07-13,295.966095
1979-07-14,295.713165
1979-07-15,295.581055
1979-07-16,295.541992
1979-07-17,295.042175
1979-07-18,294.754700
1979-07-19,295.506775
1979-07-20,294.914948
1979-07-21,295.294159
1979-07-22,296.016327
1979-07-23,296.182800
1979-07-24,296.885468
1979-07-25,296.700195
1979-07-26,297.365570
1979-07-27,297.071442
1979-07-28,297.388153
1979-07-29,297.612518
1979-07-30,297.140839
1979-07-31,297.586090
1979-08-01,297.085419
1979-08-02,296.102478
1979-08-03,296.567932
1979-08-04,297.080566
1979-08-05,297.165314
1979-08-06,295.385864
1979-08-07,295.380707
1979-08-08,296.070343
1979-08-09,296.383789
1979-08-10,296.443207
1979-08-11,295.839630
1979-08-12,295.430450
1979-08-13,295.101105
1979-08-14,295.856842
1979-08-15,298.651123
1979-08-16,298.507080
1979-08-17,296.362183
1979-08-18,295.388733
1979-08-19,293.870636
1979-08-20,295.347778
1979-08-21,296.501678
1979-08-22,297.286835
1979-08-23,296.353973
1979-08-24,295.919464
1979-08-25,296.893188
1979-08-26,297.706665
1979-08-27,297.715912
1979-08-28,297.215485
1979-08-29,295.588684
1979-08-30,295.961578
1979-08-31,297.500092
1979-09-01,295.989532
1979-09-02,296.803345
1979-09-03,297.037506
1979-09-04,298.735199
1979-09-05,298.002380
1979-09-06,297.995026
1979-09-07,296.003143
1979-09-08,295.138184
1979-09-09,296.531799
1979-09-10,298.460785
1979-09-11,296.256714
1979-09-12,294.983643
1979-09-13,294.636475
1979-09-14,293.344513
1979-09-15,290.234924
1979-09-16,289.043762
1979-09-17,287.542694
1979-09-18,282.963867
1979-09-19,285.690521
1979-09-20,286.972504
1979-09-21,288.674042
1979-09-22,289.366547
1979-09-23,291.754456
1979-09-24,290.094604
1979-09-25,294.879059
1979-09-26,285.916748
1979-09-27,284.673676
1979-09-28,286.241699
1979-09-29,287.152435
1979-09-30,290.061096
1979-10-01,291.176208
1979-10-02,291.991272
1979-10-03,288.937073
1979-10-04,289.488831
1979-10-05,287.886200
1979-10-06,286.090576
1979-10-07,291.357849
1979-10-08,292.042450
1979-10-09,283.669128
1979-10-10,285.612732
1979-10-11,288.302155
1979-10-12,290.008331
1979-10-13,290.986481
1979-10-14,293.628265
1979-10-15,291.644165
1979-10-16,290.782806
1979-10-17,291.568970
1979-10-18,289.874725
1979-10-19,287.971924
1979-10-20,289.040375
1979-10-21,289.172455
1979-10-22,287.503296
1979-10-23,287.994080
1979-10-24,288.684723
1979-10-25,282.667206
1979-10-26,279.170654
1979-10-27,281.674438
1979-10-28,284.448547
1979-10-29,286.323486
1979-10-30,286.627014
1979-10-31,286.239380
1979-11-01,286.959167
1979-11-02,286.812500
1979-11-03,287.958984
1979-11-04,290.766754
1979-11-05,289.886169
1979-11-06,288.946228
1979-11-07,288.687592
1979-11-08,288.743866
1979-11-09,288.177429
1979-11-10,282.576874
1979-11-11,281.953644
1979-11-12,281.087158
1979-11-13,288.127930
1979-11-14,288.141266
1979-11-15,289.652161
1979-11-16,289.781860
1979-11-17,286.394684
1979-11-18,284.442139
1979-11-19,285.287811
1979-11-20,285.603027
1979-11-21,286.010803
1979-11-22,289.188080
1979-11-23,287.773499
1979-11-24,283.138062
1979-11-25,286.195648
1979-11-26,287.506165
1979-11-27,282.824005
1979-11-28,287.220001
1979-11-29,287.996124
1979-11-30,285.913452
1979-12-01,282.198273
1979-12-02,282.759979
1979-12-03,284.464417
1979-12-04,285.011597
1979-12-05,287.493622
1979-12-06,287.369751
1979-12-07,282.493500
1979-12-08,277.218170
1979-12-09,279.636353
1979-12-10,283.320709
1979-12-11,287.716003
1979-12-12,288.529510
1979-12-13,287.698120
1979-12-14,288.680267
1979-12-15,288.531921
1979-12-16,289.077911
1979-12-17,277.255585
1979-12-18,277.412323
1979-12-19,279.288635
1979-12-20,283.877533
1979-12-21,284.384857
1979-12-22,280.656738
1979-12-23,278.566864
1979-12-24,278.877747
1979-12-25,278.021179
1979-12-26,278.033234
1979-12-27,277.445557
1979-12-28,284.952393
1979-12-29,285.691193
1979-12-30,276.529022
1979-12-31,273.350250
1980-01-01,275.600403
1980-01-02,275.407257
1980-01-03,276.187408
1980-01-04,279.292633
1980-01-05,274.883881
1980-01-06,276.384857
1980-01-07,283.926208
1980-01-08,283.290588
1980-01-09,281.080994
1980-01-10,280.393616
1980-01-11,276.102936
1980-01-12,277.059692
1980-01-13,276.876312
1980-01-14,278.500671
1980-01-15,277.828979
1980-01-16,277.399597
1980-01-17,282.343536
1980-01-18,284.811829
1980-01-19,278.760986
1980-01-20,274.598267
1980-01-21,274.487946
1980-01-22,273.638489
1980-01-23,273.276184
1980-01-24,275.986145
1980-01-25,281.220825
1980-01-26,283.342926
1980-01-27,285.093750
1980-01-28,285.766724
1980-01-29,283.923096
1980-01-30,285.339691
1980-01-31,286.710846
1980-02-01,286.349579
1980-02-02,276.820251
1980-02-03,275.983521
1980-02-04,278.963470
1980-02-05,270.741577
1980-02-06,269.445343
1980-02-07,267.954498
1980-02-08,274.967651
1980-02-09,278.153961
1980-02-10,272.954285
1980-02-11,272.059509
1980-02-12,272.798767
1980-02-13,273.578857
1980-02-14,277.491577
1980-02-15,278.389618
1980-02-16,282.950989
1980-02-17,283.820648
1980-02-18,283.693909
1980-02-19,285.213898
1980-02-20,286.533905
1980-02-21,286.023132
1980-02-22,288.793182
1980-02-23,288.071869
1980-02-24,286.931885
1980-02-25,285.964294
1980-02-26,278.452484
1980-02-27,276.040161
1980-02-28,282.476654
1980-02-29,283.993469
1980-03-01,285.510254
1980-03-02,283.978516
1980-03-03,282.530182
1980-03-04,287.528168
1980-03-05,287.026764
1980-03-06,286.533905
1980-03-07,287.477478
1980-03-08,288.046936
1980-03-09,287.924377
1980-03-10,287.991943
1980-03-11,288.245483
1980-03-12,287.494995
1980-03-13,291.012756
1980-03-14,288.510406
1980-03-15,286.899384
1980-03-16,289.008789
1980-03-17,289.061859
1980-03-18,288.602966
1980-03-19,289.977325
1980-03-20,281.640472
1980-03-21,281.251831
1980-03-22,281.617096
1980-03-23,281.076080
1980-03-24,281.565460
1980-03-25,280.863403
1980-03-26,283.766113
1980-03-27,285.311462
1980-03-28,284.200653
1980-03-29,289.051788
1980-03-30,285.180542
1980-03-31,289.082428
1980-04-01,288.285645
1980-04-02,290.227051
1980-04-03,292.974182
1980-04-04,290.756165
1980-04-05,288.206085
1980-04-06,281.753967
1980-04-07,288.299133
1980-04-08,289.755859
1980-04-09,289.239685
1980-04-10,289.932678
1980-04-11,290.885071
1980-04-12,290.666351
1980-04-13,293.258270
1980-04-14,290.361664
1980-04-15,292.483521
1980-04-16,289.467896
1980-04-17,278.480652
1980-04-18,284.128571
1980-04-19,282.806763
1980-04-20,285.174774
1980-04-21,288.017181
1980-04-22,290.695953
1980-04-23,292.171326
1980-04-24,294.330780
1980-04-25,291.323334
1980-04-26,290.632324
1980-04-27,290.573730
1980-04-28,290.878784
1980-04-29,286.441071
1980-04-30,291.199768
1980-05-01,291.769562
1980-05-02,292.931061
1980-05-03,292.978119
1980-05-04,292.228851
1980-05-05,291.225403
1980-05-06,294.518219
1980-05-07,297.853821
1980-05-08,291.596283
1980-05-09,294.459808
1980-05-10,296.984100
1980-05-11,295.671021
1980-05-12,295.878693
1980-05-13,294.318359
1980-05-14,294.930054
1980-05-15,291.731171
1980-05-16,291.208862
1980-05-17,285.931091
1980-05-18,286.389252
1980-05-19,287.772369
1980-05-20,289.910065
1980-05-21,290.673370
1980-05-22,292.100830
1980-05-23,292.796661
1980-05-24,292.216949
1980-05-25,294.821075
1980-05-26,297.192444
1980-05-27,296.226593
1980-05-28,296.913025
1980-05-29,293.529297
1980-05-30,294.702209
1980-05-31,294.258026
1980-06-01,293.967407
1980-06-02,293.500092
1980-06-03,292.208710
1980-06-04,292.976196
1980-06-05,291.847107
1980-06-06,292.412598
1980-06-07,294.091614
1980-06-08,294.587982
1980-06-09,295.155212
1980-06-10,292.647430
1980-06-11,292.234161
1980-06-12,292.712250
1980-06-13,293.817474
1980-06-14,293.574402
1980-06-15,294.217529
1980-06-16,294.571259
1980-06-17,295.498230
1980-06-18,295.572693
1980-06-19,295.015442
1980-06-20,294.017334
1980-06-21,294.001831
1980-06-22,294.119812
1980-06-23,294.934662
1980-06-24,295.502014
1980-06-25,294.899414
1980-06-26,292.757782
1980-06-27,290.972809
1980-06-28,293.575958
1980-06-29,292.412964
1980-06-30,294.019653
1980-07-01,294.983887
1980-07-02,294.950928
1980-07-03,294.592072
1980-07-04,295.394745
1980-07-05,295.718628
1980-07-06,295.691681
1980-07-07,297.551788
1980-07-08,297.167084
1980-07-09,297.402771
1980-07-10,294.413269
1980-07-11,294.133606
1980-07-12,295.731659
1980-07-13,296.443390
1980-07-14,295.395599
1980-07-15,294.350922
1980-07-16,293.932739
1980-07-17,294.679871
1980-07-18,295.319733
1980-07-19,295.033325
1980-07-20,295.607391
1980-07-21,295.663330
1980-07-22,295.671051
1980-07-23,296.067078
1980-07-24,294.803436
1980-07-25,294.876953
1980-07-26,294.309143
1980-07-27,294.656281
1980-07-28,295.919922
1980-07-29,297.306000
1980-07-30,296.099579
1980-07-31,295.733246
1980-08-01,294.704803
1980-08-02,296.434204
1980-08-03,296.904999
1980-08-04,295.986267
1980-08-05,294.205322
1980-08-06,296.336273
1980-08-07,296.627167
1980-08-08,294.826477
1980-08-09,294.396240
1980-08-10,294.979065
1980-08-11,295.438263
1980-08-12,296.068604
1980-08-13,296.212677
1980-08-14,295.842529
1980-08-15,296.244080
1980-08-16,296.564697
1980-08-17,296.569031
1980-08-18,296.354065
1980-08-19,296.094574
1980-08-20,296.544312
1980-08-21,296.263519
1980-08-22,297.072174
1980-08-23,297.582367
1980-08-24,296.780273
1980-08-25,296.531586
1980-08-26,296.682983
1980-08-27,294.173645
1980-08-28,293.886536
1980-08-29,291.916107
1980-08-30,291.797668
1980-08-31,291.749390
1980-09-01,292.541962
1980-09-02,292.960663
1980-09-03,293.728607
1980-09-04,295.670868
1980-09-05,297.765320
1980-09-06,296.542725
1980-09-07,295.670319
1980-09-08,294.376709
1980-09-09,293.423615
1980-09-10,295.033295
1980-09-11,296.630096
1980-09-12,296.028046
1980-09-13,294.089447
1980-09-14,293.307343
1980-09-15,294.748047
1980-09-16,294.777435
1980-09-17,294.241394
1980-09-18,293.972870
1980-09-19,293.022125
1980-09-20,291.873169
1980-09-21,291.882629
1980-09-22,292.101349
1980-09-23,292.481323
1980-09-24,292.729614
1980-09-25,293.121368
1980-09-26,290.860565
1980-09-27,293.790375
1980-09-28,293.157990
1980-09-29,294.675079
1980-09-30,293.008179
1980-10-01,290.345612
1980-10-02,280.093353
1980-10-03,283.228210
1980-10-04,287.012878
1980-10-05,291.348022
1980-10-06,292.813507
1980-10-07,291.693909
1980-10-08,292.547180
1980-10-09,292.454315
1980-10-10,292.306122
1980-10-11,294.604919
1980-10-12,292.179871
1980-10-13,292.789978
1980-10-14,293.283264
1980-10-15,286.745117
1980-10-16,281.410034
1980-10-17,282.581299
1980-10-18,285.889069
1980-10-19,283.217468
1980-10-20,285.363800
1980-10-21,286.307190
1980-10-22,284.955841
1980-10-23,286.920807
1980-10-24,287.561920
1980-10-25,288.639343
1980-10-26,290.298431
1980-10-27,291.074310
1980-10-28,290.131897
1980-10-29,293.355927
1980-10-30,291.958038
1980-10-31,284.696747
1980-11-01,279.892273
1980-11-02,279.607971
1980-11-03,284.370850
1980-11-04,281.325745
1980-11-05,283.826141
1980-11-06,289.943787
1980-11-07,288.822083
1980-11-08,284.707092
1980-11-09,286.246582
1980-11-10,281.860199
1980-11-11,283.181885
1980-11-12,284.825409
1980-11-13,276.524475
1980-11-14,280.082092
1980-11-15,288.268311
1980-11-16,286.831818
1980-11-17,284.409607
1980-11-18,288.219696
1980-11-19,288.187897
1980-11-20,289.154114
1980-11-21,284.350922
1980-11-22,281.069122
1980-11-23,284.978119
1980-11-24,283.758240
1980-11-25,285.509308
1980-11-26,277.347198
1980-11-27,272.964111
1980-11-28,282.173157
