#Variables:
#tasmin_HadGEM2-ES365_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-ES365_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-ES365_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-ES365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-ES365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-ES365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-ES365_historical(K),tasmax_HadGEM2-ES365_historical(K),pr_HadGEM2-ES365_historical(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-ES365_historical(K),tasmax_HadGEM2-ES365_historical(K),pr_HadGEM2-ES365_historical(mm)
1984-01-26,281.687195,285.579193,1.688707
1984-01-27,280.727570,284.058472,5.864004
1984-01-28,279.524963,282.913025,9.720317
1984-01-29,278.001373,285.806793,0.875521
1984-01-30,276.952972,289.774780,0.000000
1984-01-31,277.798157,291.898071,0.000000
1984-02-01,280.075134,292.815765,0.000000
1984-02-02,281.797516,292.505768,0.000000
1984-02-03,277.187469,288.961395,1.033421
1984-02-04,272.941345,285.846771,0.901287
1984-02-05,273.553436,283.465149,0.000000
1984-02-06,274.268219,278.753082,6.367635
1984-02-07,274.493103,279.544678,5.511771
1984-02-08,277.570374,283.950348,0.279629
1984-02-09,279.022430,283.826843,0.000000
1984-02-10,278.015350,284.840637,0.000000
1984-02-11,280.867737,288.241699,0.000000
1984-02-12,283.424011,291.457642,2.277765
1984-02-13,284.139709,293.719604,0.802869
1984-02-14,282.478027,295.102570,0.339234
1984-02-15,280.403809,294.014160,0.000000
1984-02-16,279.947235,290.995117,0.000000
1984-02-17,280.251648,292.097260,0.000000
1984-02-18,281.509521,294.353882,0.000000
1984-02-19,280.225647,293.402863,0.000000
1984-02-20,278.358826,293.889740,0.000000
1984-02-21,281.017273,294.450653,0.000000
1984-02-22,283.778503,295.642517,0.000000
1984-02-23,283.005219,294.910583,1.115165
1984-02-24,274.800232,291.134308,0.502004
1984-02-25,270.590088,286.302185,0.000000
1984-02-26,272.516876,287.117920,0.000000
1984-02-27,276.768768,286.128021,0.325208
1984-02-28,279.749329,287.851593,0.541278
1984-02-29,281.361511,288.725311,0.711016
1984-03-01,282.973663,289.599030,0.880754
1984-03-02,284.794037,290.574707,1.926231
1984-03-03,283.103577,294.147095,0.000000
1984-03-04,279.576233,294.802521,0.000000
1984-03-05,280.548401,295.091370,0.000000
1984-03-06,284.394318,295.976898,0.000000
1984-03-07,285.510071,293.979065,0.000000
1984-03-08,282.085663,291.833679,0.000000
1984-03-09,268.702698,281.735718,0.000000
1984-03-10,266.648895,282.791931,0.000000
1984-03-11,269.216736,288.535858,0.000000
1984-03-12,273.263184,289.373169,0.000000
1984-03-13,277.824097,293.866577,0.000000
1984-03-14,280.576324,292.233612,0.000000
1984-03-15,283.026245,293.802765,0.848157
1984-03-16,281.750610,288.370605,5.618739
1984-03-17,288.272278,296.630798,0.000000
1984-03-18,289.189392,295.535889,0.000000
1984-03-19,288.739685,295.658447,0.000000
1984-03-20,280.421509,294.714661,13.192898
1984-03-21,277.119965,284.956268,10.368650
1984-03-22,274.989960,281.577942,3.332906
1984-03-23,272.740326,283.123810,0.000000
1984-03-24,274.913666,287.858002,0.000000
1984-03-25,280.632233,287.957092,3.068603
1984-03-26,281.717133,290.223816,0.000000
1984-03-27,279.346069,292.092072,0.000000
1984-03-28,280.395599,294.832458,0.000000
1984-03-29,282.032318,295.094910,0.000000
1984-03-30,277.361725,291.065735,0.000000
1984-03-31,279.363373,289.806061,0.000000
1984-04-01,285.206848,289.970490,0.000000
1984-04-02,279.891357,290.007355,0.000000
1984-04-03,279.384186,291.534149,0.000000
1984-04-04,279.694489,289.376129,0.000000
1984-04-05,284.030029,293.962891,0.000000
1984-04-06,287.591034,298.109589,0.000000
1984-04-07,289.190002,297.393524,0.000000
1984-04-08,288.186981,292.910950,17.207781
1984-04-09,289.836426,293.944519,7.633861
1984-04-10,288.069946,296.384399,10.902386
1984-04-11,288.500427,294.462891,14.188750
1984-04-12,289.832001,299.142883,4.233597
1984-04-13,289.645966,301.966492,0.000000
1984-04-14,290.349213,302.201813,0.000000
1984-04-15,291.938934,301.016510,0.000000
1984-04-16,290.255646,298.422119,2.776253
1984-04-17,290.532837,297.394531,0.588844
1984-04-18,290.677917,298.552307,0.000000
1984-04-19,290.731750,299.237671,0.327968
1984-04-20,290.862183,301.808258,1.025269
1984-04-21,290.557129,302.968903,0.445064
1984-04-22,288.617981,298.982544,0.000000
1984-04-23,284.707977,294.159210,0.000000
1984-04-24,280.482483,293.173706,0.000000
1984-04-25,284.179260,294.014435,0.000000
1984-04-26,287.020660,294.711487,0.000000
1984-04-27,287.250061,296.195038,0.000000
1984-04-28,286.649017,296.175476,1.176829
1984-04-29,288.571655,296.787415,0.708861
1984-04-30,289.439026,300.393951,0.000000
1984-05-01,291.318573,300.076721,0.287223
1984-05-02,291.890869,299.516937,1.349181
1984-05-03,292.189758,299.364105,33.633778
1984-05-04,290.342590,299.326721,19.096216
1984-05-05,287.434326,296.745422,0.000000
1984-05-06,287.181274,294.238464,0.000000
1984-05-07,285.770813,292.884766,0.000000
1984-05-08,283.880829,290.491669,0.637671
1984-05-09,288.107391,293.496857,6.828973
1984-05-10,290.631927,295.465698,4.831913
1984-05-11,291.095917,296.947113,0.000000
1984-05-12,291.362488,297.285645,0.000000
1984-05-13,290.630310,296.866364,3.851263
1984-05-14,292.582245,296.748810,19.415310
1984-05-15,292.690277,297.457214,36.705822
1984-05-16,291.561615,297.327820,29.201139
1984-05-17,292.672333,299.096649,33.649887
1984-05-18,292.610962,297.350647,9.760111
1984-05-19,292.093994,297.728851,0.000000
1984-05-20,291.869385,296.768738,0.000000
1984-05-21,292.093323,295.817505,0.000000
1984-05-22,291.840332,296.104126,0.000000
1984-05-23,292.761566,297.828491,0.000000
1984-05-24,293.372009,299.098267,0.000000
1984-05-25,293.561676,301.116730,0.000000
1984-05-26,293.910400,301.469360,0.000000
1984-05-27,294.522278,299.743561,11.559161
1984-05-28,294.349762,303.078613,5.656407
1984-05-29,291.854065,302.248016,0.000000
1984-05-30,286.464661,298.250488,0.000000
1984-05-31,286.933350,299.099396,0.000000
1984-06-01,287.932800,298.742401,0.000000
1984-06-02,290.833801,300.096558,0.000000
1984-06-03,291.996338,302.889679,0.000000
1984-06-04,293.678131,304.819244,0.747095
1984-06-05,292.671967,303.774231,9.786844
1984-06-06,291.254120,302.558258,11.379688
1984-06-07,290.649811,304.592804,2.025710
1984-06-08,292.761200,305.361786,0.000000
1984-06-09,292.472015,304.533051,0.440105
1984-06-10,290.965729,304.303741,0.000000
1984-06-11,290.283173,305.224854,0.000000
1984-06-12,292.151093,305.471741,0.000000
1984-06-13,293.820526,305.813171,0.000000
1984-06-14,294.222931,305.846130,0.000000
1984-06-15,294.179382,305.520203,0.000000
1984-06-16,294.878601,306.191040,0.000000
1984-06-17,294.003906,306.753357,0.000000
1984-06-18,293.462982,307.700562,0.000000
1984-06-19,293.325409,308.978333,0.000000
1984-06-20,295.331024,310.065735,0.000000
1984-06-21,295.397522,308.270142,1.272896
1984-06-22,294.996063,306.942139,1.261463
1984-06-23,294.485474,306.584076,0.000000
1984-06-24,294.440063,307.205200,0.000000
1984-06-25,295.134644,307.394165,0.877167
1984-06-26,296.682587,306.756927,3.476991
1984-06-27,297.609558,305.619263,1.162028
1984-06-28,297.144501,303.580688,1.267817
1984-06-29,295.929535,304.044250,5.555065
1984-06-30,295.321136,305.824036,1.570383
1984-07-01,295.544159,306.551697,1.619308
1984-07-02,295.224426,306.003632,0.000000
1984-07-03,295.753998,305.503998,0.000000
1984-07-04,295.892578,303.052917,0.901274
1984-07-05,295.485535,301.628693,1.789513
1984-07-06,295.497223,301.843506,5.684842
1984-07-07,295.327240,302.532501,6.618594
1984-07-08,294.483459,300.305847,29.912289
1984-07-09,294.234039,300.549225,33.368351
1984-07-10,295.327087,302.622345,12.267673
1984-07-11,294.780029,303.660675,0.000000
1984-07-12,294.022491,304.252991,0.000000
1984-07-13,293.973450,304.480072,0.991711
1984-07-14,294.307922,305.126007,0.000000
1984-07-15,294.570679,305.731903,0.000000
1984-07-16,293.437286,306.401276,0.000000
1984-07-17,292.295654,306.463043,0.000000
1984-07-18,294.201233,306.187958,0.292366
1984-07-19,295.063202,305.569122,5.935571
1984-07-20,295.315216,301.138794,8.918818
1984-07-21,294.132477,298.091278,10.864264
1984-07-22,295.726990,301.741760,8.555637
1984-07-23,296.080261,300.735535,6.455116
1984-07-24,296.075409,300.920502,3.583689
1984-07-25,295.742401,300.364258,14.945519
1984-07-26,296.384705,303.437286,1.895586
1984-07-27,296.377228,304.483612,1.287951
1984-07-28,295.168915,305.490448,0.000000
1984-07-29,294.683258,305.746735,0.000000
1984-07-30,294.893799,305.793610,0.000000
1984-07-31,295.193878,306.186279,0.000000
1984-08-01,295.785492,306.389801,0.000000
1984-08-02,295.379333,306.374786,0.000000
1984-08-03,295.102509,306.318512,0.286792
1984-08-04,294.056976,306.117462,0.000000
1984-08-05,294.037415,306.891754,0.000000
1984-08-06,294.022583,308.050842,0.000000
1984-08-07,294.619293,308.032043,0.000000
1984-08-08,294.689331,308.010742,0.000000
1984-08-09,295.027557,307.175568,0.000000
1984-08-10,294.718658,306.877014,0.000000
1984-08-11,294.965393,305.246338,2.273016
1984-08-12,295.234558,301.765411,9.435862
1984-08-13,296.065918,301.191772,8.611909
1984-08-14,294.548889,304.110291,0.000000
1984-08-15,291.713593,305.469879,0.000000
1984-08-16,291.870331,305.898376,0.000000
1984-08-17,292.861511,306.111755,0.000000
1984-08-18,294.498383,306.183990,0.000000
1984-08-19,295.546600,306.274994,0.000000
1984-08-20,294.838226,306.400604,0.000000
1984-08-21,294.598877,305.884125,0.000000
1984-08-22,294.774078,306.276581,0.000000
1984-08-23,295.139008,306.515106,0.446286
1984-08-24,295.594818,306.844666,0.000000
1984-08-25,295.857666,305.870300,0.496384
1984-08-26,295.969025,303.898346,1.098199
1984-08-27,295.071747,304.556732,3.310766
1984-08-28,294.301636,305.504547,0.000000
1984-08-29,291.994751,305.285706,0.000000
1984-08-30,291.513214,306.242310,0.000000
1984-08-31,291.106384,306.583313,0.000000
1984-09-01,292.345734,306.703949,0.000000
1984-09-02,293.543182,307.010223,0.422514
1984-09-03,293.703827,306.615234,0.000000
1984-09-04,293.772308,305.998291,0.000000
1984-09-05,294.481293,305.595276,0.000000
1984-09-06,295.113495,306.480865,0.000000
1984-09-07,294.767242,306.115356,0.000000
1984-09-08,294.365204,305.532013,0.000000
1984-09-09,293.868896,306.289001,0.283679
1984-09-10,292.599701,306.814392,0.000000
1984-09-11,292.131012,306.901581,0.000000
1984-09-12,292.450409,306.184875,0.000000
1984-09-13,293.530670,305.372711,0.000000
1984-09-14,293.722870,305.311066,0.000000
1984-09-15,293.685791,306.264435,0.000000
1984-09-16,293.601807,306.810272,0.000000
1984-09-17,294.278870,305.801666,0.000000
1984-09-18,294.801300,304.357727,0.807598
1984-09-19,294.446991,303.150757,11.087408
1984-09-20,293.445496,300.885223,15.108499
1984-09-21,292.052460,303.335388,6.026310
1984-09-22,290.253174,303.918915,0.000000
1984-09-23,291.116638,302.956879,0.000000
1984-09-24,291.548340,303.531769,11.475958
1984-09-25,293.731781,303.270203,1.392497
1984-09-26,294.949493,302.594849,3.163111
1984-09-27,294.050507,302.511230,3.706566
1984-09-28,292.149078,301.515686,6.513368
1984-09-29,290.527618,303.237976,0.000000
1984-09-30,290.203339,303.424927,0.000000
1984-10-01,291.783997,302.424927,0.000000
1984-10-02,289.720612,302.832855,4.576459
1984-10-03,290.120575,300.911224,8.668881
1984-10-04,290.336456,302.201538,1.771673
1984-10-05,291.223694,302.064697,0.690196
1984-10-06,292.689972,299.612213,13.036322
1984-10-07,293.935028,302.116882,1.269117
1984-10-08,293.805450,302.769379,1.951088
1984-10-09,293.708282,302.406158,0.000000
1984-10-10,293.919647,301.867310,1.367001
1984-10-11,293.090851,300.088898,7.760475
1984-10-12,291.767212,297.557617,11.742946
1984-10-13,291.342468,300.589447,0.000000
1984-10-14,290.051178,300.481506,0.000000
1984-10-15,288.775299,298.326416,0.000000
1984-10-16,285.398010,298.010223,0.000000
1984-10-17,288.118591,297.970398,0.000000
1984-10-18,290.033447,298.253204,0.520300
1984-10-19,289.389954,296.037140,7.085492
1984-10-20,287.554810,296.505371,15.167736
1984-10-21,288.860199,297.397430,0.000000
1984-10-22,289.348877,297.933136,0.000000
1984-10-23,290.782806,298.662476,6.841242
1984-10-24,289.355164,299.146851,0.427570
1984-10-25,286.067169,296.609039,0.000000
1984-10-26,279.564606,293.656799,6.462735
1984-10-27,278.700226,285.991730,0.000000
1984-10-28,280.557343,284.774628,0.000000
1984-10-29,282.510193,287.241669,0.000000
1984-10-30,282.426666,287.717651,0.000000
1984-10-31,280.835968,290.224518,0.000000
1984-11-01,285.277252,295.565338,0.000000
1984-11-02,288.620453,298.348175,4.523847
1984-11-03,285.925079,295.744598,1.022511
1984-11-04,282.008209,291.088165,0.924816
1984-11-05,283.605042,294.015869,37.817249
1984-11-06,284.420776,294.935333,6.515378
1984-11-07,278.697845,290.209015,0.000000
1984-11-08,275.967102,294.048462,0.000000
1984-11-09,277.271301,294.140869,0.000000
1984-11-10,279.892273,291.104065,0.000000
1984-11-11,280.298950,288.633148,0.000000
1984-11-12,281.273895,292.977020,4.948447
1984-11-13,281.242249,294.828278,0.000000
1984-11-14,281.268158,293.356628,0.000000
1984-11-15,279.518127,293.156311,0.000000
1984-11-16,280.035400,294.445282,0.000000
1984-11-17,278.870087,294.975677,1.077384
1984-11-18,280.071991,295.920929,0.000000
1984-11-19,284.163666,293.001099,0.000000
1984-11-20,285.700165,290.702606,2.529074
1984-11-21,284.387756,292.532135,1.165047
1984-11-22,277.721039,292.259827,0.000000
1984-11-23,276.464966,292.276825,0.000000
1984-11-24,280.651978,296.007446,0.000000
1984-11-25,284.449249,297.834320,0.000000
1984-11-26,286.677643,297.823181,0.000000
1984-11-27,288.368835,299.114349,0.000000
1984-11-28,284.483978,295.939178,0.407769
1984-11-29,274.816010,289.611389,0.000000
1984-11-30,272.304504,288.761780,0.000000
1984-12-01,278.282227,293.234985,0.297421
1984-12-02,286.051331,295.988831,0.588018
1984-12-03,287.493622,297.023621,1.979101
1984-12-04,284.926086,296.295959,0.887028
1984-12-05,276.047791,290.691376,0.000000
1984-12-06,276.765045,281.331512,0.000000
1984-12-07,277.683441,284.210724,0.000000
1984-12-08,279.171722,289.467010,0.377686
1984-12-09,277.464691,288.910736,5.693870
1984-12-10,273.770294,286.699036,1.267426
1984-12-11,268.620605,284.210114,0.000000
1984-12-12,269.453064,284.259674,0.000000
1984-12-13,272.142822,285.489380,0.000000
1984-12-14,273.952240,287.437469,0.000000
1984-12-15,275.865875,286.992004,0.000000
1984-12-16,279.479858,288.058563,0.404744
1984-12-17,273.418915,289.126038,0.000000
1984-12-18,279.230927,288.790833,0.000000
1984-12-19,275.864777,287.964142,0.627738
1984-12-20,271.455292,290.416870,0.000000
1984-12-21,275.357300,292.295166,0.000000
1984-12-22,278.857849,295.021454,0.000000
1984-12-23,280.741364,292.920868,4.434262
1984-12-24,278.194305,288.838715,3.387183
1984-12-25,272.119690,282.783752,0.923478
1984-12-26,272.033386,291.162079,0.000000
1984-12-27,278.287109,287.715149,0.000000
1984-12-28,283.830933,292.990204,6.159650
1984-12-29,282.392365,295.253601,0.000000
1984-12-30,273.482605,289.723175,0.000000
1984-12-31,275.200195,283.367218,0.000000
1985-01-01,279.950287,297.769440,0.000000
1985-01-02,268.902222,291.231201,0.000000
1985-01-03,270.665680,283.500061,0.000000
1985-01-04,272.825897,288.892151,0.000000
1985-01-05,276.683777,291.586670,0.000000
1985-01-06,276.813843,294.461670,0.000000
1985-01-07,280.841125,298.254883,0.000000
1985-01-08,277.787292,292.485504,0.000000
1985-01-09,272.731873,285.302582,0.000000
1985-01-10,267.529480,287.235992,0.000000
1985-01-11,270.969025,289.755829,0.473014
1985-01-12,276.913086,292.139313,0.000000
1985-01-13,283.187500,294.280762,1.101731
1985-01-14,276.609467,291.684265,0.361219
1985-01-15,269.091309,289.138184,0.000000
1985-01-16,270.938110,287.969513,0.000000
1985-01-17,280.711182,293.980743,0.000000
1985-01-18,282.565338,295.447418,3.416639
1985-01-19,283.276642,292.716034,6.843091
1985-01-20,280.672424,286.730499,2.826306
1985-01-21,279.860046,285.026886,10.126082
1985-01-22,278.026062,286.216980,24.389299
1985-01-23,276.880951,285.512939,5.407161
1985-01-24,278.558990,286.371765,0.000000
1985-01-25,278.396545,285.752930,0.000000
1985-01-26,277.633667,289.594269,1.264489
1985-01-27,276.311981,288.983490,0.000000
1985-01-28,273.322906,285.135986,0.000000
1985-01-29,272.262421,285.507721,0.000000
1985-01-30,278.475739,287.515686,1.183930
1985-01-31,280.145020,284.887146,16.978653
1985-02-01,278.060272,283.190094,26.013298
1985-02-02,277.968964,281.766479,20.888901
1985-02-03,277.095093,283.111969,7.325317
1985-02-04,276.892090,282.972290,0.000000
1985-02-05,278.131683,281.105408,1.550387
1985-02-06,276.773895,282.742645,0.860222
1985-02-07,275.652069,283.261810,0.000000
1985-02-08,275.979523,282.188141,0.000000
1985-02-09,277.438965,285.246368,0.000000
1985-02-10,277.908386,290.646912,0.913454
1985-02-11,279.494659,291.607208,0.000000
1985-02-12,279.954224,291.444672,0.000000
1985-02-13,276.928772,291.320496,0.000000
1985-02-14,275.305420,293.745636,0.000000
1985-02-15,280.518860,294.936676,0.000000
1985-02-16,283.046600,294.972107,0.000000
1985-02-17,279.973663,293.251373,1.622553
1985-02-18,277.952728,295.244263,0.000000
1985-02-19,281.534637,298.299042,0.000000
1985-02-20,285.317993,297.964630,0.000000
1985-02-21,281.430328,294.828613,0.557143
1985-02-22,276.054230,288.118378,0.000000
1985-02-23,273.989136,287.117065,0.000000
1985-02-24,273.257782,288.965912,0.000000
1985-02-25,276.046875,291.112793,0.000000
1985-02-26,281.983490,291.764679,8.087315
1985-02-27,282.381073,289.201782,17.490019
1985-02-28,279.785248,290.921204,0.000000
1985-03-01,282.644257,292.968018,0.000000
1985-03-02,285.589874,293.195251,0.000000
1985-03-03,283.831818,295.413788,0.359874
1985-03-04,279.652985,291.626404,0.000000
1985-03-05,277.293884,287.388977,0.000000
1985-03-06,273.275208,288.739716,0.000000
1985-03-07,277.821014,292.391022,0.000000
1985-03-08,285.762360,293.829926,0.000000
1985-03-09,287.760559,298.041260,0.000000
1985-03-10,288.679596,299.256744,0.000000
1985-03-11,282.544617,294.955780,0.000000
1985-03-12,279.789856,291.133881,0.000000
1985-03-13,280.838348,288.510284,0.000000
1985-03-14,278.453247,292.674255,0.000000
1985-03-15,284.208221,294.856781,0.000000
1985-03-16,285.501831,292.962860,3.975060
1985-03-17,276.837585,290.618317,0.000000
1985-03-18,279.131042,289.917816,0.000000
1985-03-19,282.640991,293.675903,0.000000
1985-03-20,286.724762,294.682159,0.000000
1985-03-21,287.906647,297.678162,0.336141
1985-03-22,287.709869,299.581451,1.376050
1985-03-23,280.119324,292.937561,0.000000
1985-03-24,277.081757,291.143280,0.000000
1985-03-25,277.871368,294.549744,0.000000
1985-03-26,282.300751,292.419312,0.000000
1985-03-27,283.736450,290.974457,0.683308
1985-03-28,285.565063,293.116913,18.746176
1985-03-29,285.414978,293.502319,1.614123
1985-03-30,282.130707,296.785370,0.000000
1985-03-31,284.103638,299.830139,0.000000
1985-04-01,282.328339,295.929932,0.000000
1985-04-02,285.937012,293.004791,0.000000
1985-04-03,286.019897,294.538208,0.000000
1985-04-04,286.851501,292.301819,0.000000
1985-04-05,287.824219,296.380310,0.000000
1985-04-06,288.548584,299.577209,0.000000
1985-04-07,288.061432,298.752350,0.000000
1985-04-08,281.779663,293.500549,0.000000
1985-04-09,279.405853,291.063995,0.000000
1985-04-10,283.900146,291.604950,0.287767
1985-04-11,288.002411,295.905090,0.767388
1985-04-12,290.091888,299.059784,0.000000
1985-04-13,286.112122,298.426910,0.396891
1985-04-14,282.285309,297.195740,0.440219
1985-04-15,283.862122,300.802032,0.000000
1985-04-16,286.280609,303.568604,0.000000
1985-04-17,287.369812,301.228882,5.665691
1985-04-18,284.527496,298.511414,0.619117
1985-04-19,282.347900,299.493652,0.000000
1985-04-20,286.049164,301.463776,0.000000
1985-04-21,288.063110,300.784241,0.000000
1985-04-22,290.330139,302.072845,0.000000
1985-04-23,291.204498,301.763550,15.066663
1985-04-24,290.415070,295.302704,30.529737
1985-04-25,288.786194,293.405579,31.328062
1985-04-26,287.039001,294.621765,14.117461
1985-04-27,284.355194,296.159485,0.000000
1985-04-28,284.477448,298.472137,0.000000
1985-04-29,286.441071,299.385925,0.000000
1985-04-30,287.046143,300.222717,0.000000
1985-05-01,289.344604,299.102478,0.000000
1985-05-02,289.990784,299.845917,0.000000
1985-05-03,291.407501,301.770813,0.000000
1985-05-04,293.309875,301.597443,0.461404
1985-05-05,294.094330,302.337128,19.031260
1985-05-06,293.410492,301.569244,30.905684
1985-05-07,290.712128,304.358887,3.639555
1985-05-08,289.819397,304.382721,0.000000
1985-05-09,289.427673,299.883453,0.821577
1985-05-10,285.609741,294.766052,0.000000
1985-05-11,282.873383,297.024170,0.000000
1985-05-12,287.170166,299.577850,0.000000
1985-05-13,291.811523,301.352539,0.000000
1985-05-14,292.469788,301.035370,0.000000
1985-05-15,291.894287,299.905121,0.000000
1985-05-16,289.140778,299.101227,0.633487
1985-05-17,287.666534,302.361023,1.748851
1985-05-18,290.418365,302.523193,4.037776
1985-05-19,289.806427,299.906921,5.888383
1985-05-20,290.396484,300.450378,0.989361
1985-05-21,289.138550,302.960114,6.466323
1985-05-22,290.583374,305.956665,0.000000
1985-05-23,291.198425,307.245117,0.000000
1985-05-24,291.476379,305.957886,0.000000
1985-05-25,291.737091,306.520844,0.000000
1985-05-26,291.767273,306.666443,0.000000
1985-05-27,293.514496,306.709930,0.000000
1985-05-28,294.496887,306.673126,0.000000
1985-05-29,294.259644,306.989441,0.000000
1985-05-30,294.210022,305.720795,0.000000
1985-05-31,294.211182,305.237579,0.000000
1985-06-01,293.389282,305.083160,0.000000
1985-06-02,292.338654,305.443542,0.000000
1985-06-03,292.358032,303.923187,0.000000
1985-06-04,292.379395,305.898376,0.000000
1985-06-05,293.514313,306.493805,0.000000
1985-06-06,294.035278,307.877686,0.000000
1985-06-07,295.069122,309.639618,0.543045
1985-06-08,295.227020,309.688660,3.070000
1985-06-09,295.258728,308.244995,1.378329
1985-06-10,294.025909,307.764191,0.000000
1985-06-11,293.573059,308.310883,0.000000
1985-06-12,293.805908,309.001282,0.000000
1985-06-13,294.541229,308.482697,0.000000
1985-06-14,296.250519,308.044983,0.290606
1985-06-15,296.997986,307.210358,3.829821
1985-06-16,298.009918,305.826263,12.576417
1985-06-17,297.190582,305.213959,3.090491
1985-06-18,295.952606,306.531494,0.000000
1985-06-19,295.951660,306.723907,0.000000
1985-06-20,295.180603,307.418640,0.000000
1985-06-21,294.241333,307.935425,0.426674
1985-06-22,293.993835,309.139740,1.040134
1985-06-23,295.644043,310.441376,0.287273
1985-06-24,296.338531,308.050751,4.584754
1985-06-25,293.082794,307.484131,0.000000
1985-06-26,289.427063,308.056854,0.000000
1985-06-27,291.572693,308.662018,0.000000
1985-06-28,293.746185,308.462128,0.491460
1985-06-29,294.933929,307.613251,1.866900
1985-06-30,295.429535,306.121185,6.716862
1985-07-01,296.192413,305.414368,8.194307
1985-07-02,296.855865,306.198120,11.670447
1985-07-03,298.125458,307.787445,11.486116
1985-07-04,298.460419,306.779419,5.487039
1985-07-05,297.165680,306.751007,0.000000
1985-07-06,295.916290,307.360291,0.000000
1985-07-07,294.769409,307.543274,0.000000
1985-07-08,294.827576,307.497772,0.000000
1985-07-09,295.313293,307.353394,0.000000
1985-07-10,295.739441,307.156708,0.000000
1985-07-11,296.143921,307.299377,0.000000
1985-07-12,296.931641,308.008942,0.000000
1985-07-13,296.485870,308.278412,0.000000
1985-07-14,295.609253,308.752106,0.000000
1985-07-15,295.936157,309.180328,0.000000
1985-07-16,296.294861,309.144073,0.000000
1985-07-17,296.850006,309.083801,0.000000
1985-07-18,297.693115,308.941101,0.000000
1985-07-19,298.125458,309.416504,2.314368
1985-07-20,298.393707,309.967773,0.000000
1985-07-21,299.023224,309.158569,3.610872
1985-07-22,299.867493,308.961578,11.229247
1985-07-23,298.523865,308.707764,0.000000
1985-07-24,298.296051,308.476501,0.000000
1985-07-25,298.108551,308.249390,2.184088
1985-07-26,298.066498,309.154297,0.992774
1985-07-27,298.164551,308.514526,1.724583
1985-07-28,298.034821,308.035187,1.430680
1985-07-29,297.979980,306.668274,0.544869
1985-07-30,297.782135,307.754852,1.679358
1985-07-31,297.291443,307.249756,2.484564
1985-08-01,297.882019,306.081421,8.451889
1985-08-02,297.567505,302.889252,26.313650
1985-08-03,297.188690,304.776855,15.076800
1985-08-04,297.423065,307.174286,6.227720
1985-08-05,296.573181,306.669189,0.664472
1985-08-06,295.504425,307.176697,2.068448
1985-08-07,295.313538,307.294678,0.000000
1985-08-08,294.996918,307.761200,0.000000
1985-08-09,294.841522,308.138855,0.000000
1985-08-10,295.606567,308.161194,0.604334
1985-08-11,295.453217,306.649658,0.337625
1985-08-12,295.712402,305.250000,0.560784
1985-08-13,296.425385,304.743713,12.100043
1985-08-14,297.420105,305.076935,23.366644
1985-08-15,298.458893,306.697937,2.796853
1985-08-16,297.582367,306.240692,0.307068
1985-08-17,296.108124,306.694458,0.000000
1985-08-18,295.385406,306.508881,0.000000
1985-08-19,295.986877,307.115295,0.000000
1985-08-20,296.470825,307.709534,0.000000
1985-08-21,296.790375,307.668304,0.000000
1985-08-22,296.543274,307.287231,0.000000
1985-08-23,295.854736,307.380981,0.000000
1985-08-24,295.272095,307.333130,0.000000
1985-08-25,295.280823,307.651917,0.000000
1985-08-26,294.781189,307.072449,0.000000
1985-08-27,294.469940,307.427734,0.000000
1985-08-28,294.874023,306.434509,0.312059
1985-08-29,294.768250,305.351166,0.000000
1985-08-30,293.518890,306.263428,0.000000
1985-08-31,293.442657,305.941772,0.000000
1985-09-01,294.214874,306.081360,0.000000
1985-09-02,294.909760,305.464935,7.573677
1985-09-03,294.185547,306.155792,48.372246
1985-09-04,294.486359,305.498352,29.501158
1985-09-05,296.056793,304.366119,4.324425
1985-09-06,295.413391,303.312775,1.736334
1985-09-07,294.645813,304.001190,2.636029
1985-09-08,295.986481,303.370148,7.022434
1985-09-09,295.962372,301.907593,11.739794
1985-09-10,295.854675,303.248779,9.480650
1985-09-11,293.904449,302.874664,1.932406
1985-09-12,292.008514,303.176727,0.000000
1985-09-13,290.062958,303.356171,0.000000
1985-09-14,289.239410,303.636749,0.000000
1985-09-15,289.041565,304.201477,0.000000
1985-09-16,288.181427,303.528320,0.000000
1985-09-17,289.891754,302.793091,0.000000
1985-09-18,292.685333,302.719177,0.986216
1985-09-19,294.265991,303.468201,1.413775
1985-09-20,294.090973,305.148804,0.000000
1985-09-21,293.938141,305.209259,0.000000
1985-09-22,291.071136,304.905182,0.000000
1985-09-23,289.117493,305.089294,0.000000
1985-09-24,290.417114,304.981384,0.000000
1985-09-25,291.575073,305.373138,0.000000
1985-09-26,290.382233,305.332306,0.000000
1985-09-27,289.186615,304.754761,0.000000
1985-09-28,288.835938,303.270172,0.000000
