#Variables:
#tasmin_NorESM1-M_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_NorESM1-M_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_NorESM1-M_historical(K),tasmax_NorESM1-M_historical(K),pr_NorESM1-M_historical(mm)"
""
yyyy-mm-dd,tasmin_NorESM1-M_historical(K),tasmax_NorESM1-M_historical(K),pr_NorESM1-M_historical(mm)
1979-07-29,298.507202,312.016968,0.000000
1979-07-30,298.076477,311.443176,0.000000
1979-07-31,297.583710,310.975067,0.000000
1979-08-01,297.900543,311.813171,0.000000
1979-08-02,298.186310,311.618225,0.728260
1979-08-03,297.127533,310.394135,0.000000
1979-08-04,296.053070,310.619598,0.000000
1979-08-05,297.454651,311.493683,0.000000
1979-08-06,298.622375,311.514526,0.000000
1979-08-07,299.778015,311.244751,0.000000
1979-08-08,300.418182,310.680573,0.000000
1979-08-09,299.104431,309.151581,1.925626
1979-08-10,298.298584,308.559998,0.000000
1979-08-11,297.414398,308.059875,0.297414
1979-08-12,296.544403,307.742615,0.000000
1979-08-13,296.596069,307.639679,0.000000
1979-08-14,297.957733,309.493866,0.000000
1979-08-15,297.867737,310.087341,0.000000
1979-08-16,297.892670,310.935272,0.000000
1979-08-17,296.684082,308.814758,0.000000
1979-08-18,295.670959,307.788361,0.000000
1979-08-19,295.859863,307.386902,0.000000
1979-08-20,296.511597,307.543365,0.000000
1979-08-21,296.948334,309.159698,0.000000
1979-08-22,298.148438,310.007355,0.000000
1979-08-23,297.589417,309.820374,0.000000
1979-08-24,297.609589,308.124359,1.218309
1979-08-25,296.735321,306.606445,0.377605
1979-08-26,296.893188,307.174286,1.710152
1979-08-27,298.086609,310.531647,0.468493
1979-08-28,299.089355,307.089600,4.077901
1979-08-29,294.275513,300.504639,82.280930
1979-08-30,290.516266,299.480316,32.031399
1979-08-31,294.239471,300.781342,13.285650
1979-09-01,295.547699,303.837341,6.486364
1979-09-02,294.342834,305.373383,0.288303
1979-09-03,293.958282,305.832214,0.000000
1979-09-04,293.654419,305.473694,0.000000
1979-09-05,293.685944,305.551727,0.000000
1979-09-06,293.989380,304.728027,0.716113
1979-09-07,294.628235,303.136017,1.206298
1979-09-08,294.288879,300.627197,7.213114
1979-09-09,295.016052,301.409180,4.373804
1979-09-10,294.409760,303.154266,1.294693
1979-09-11,293.936310,303.426117,0.000000
1979-09-12,294.292877,303.909363,0.000000
1979-09-13,294.912506,307.593658,0.000000
1979-09-14,296.332367,310.545349,0.000000
1979-09-15,296.846222,308.716370,0.000000
1979-09-16,296.711212,306.607483,6.640635
1979-09-17,295.076782,305.469330,0.000000
1979-09-18,295.242432,307.988983,0.365292
1979-09-19,295.148438,308.742035,0.000000
1979-09-20,294.304779,307.734589,0.638957
1979-09-21,293.804321,306.746155,0.000000
1979-09-22,293.668854,305.906921,0.721352
1979-09-23,293.882324,306.500336,0.000000
1979-09-24,294.093750,307.313690,0.000000
1979-09-25,295.559357,305.874969,0.308856
1979-09-26,294.841888,304.748932,20.526434
1979-09-27,291.535706,298.506775,8.947537
1979-09-28,292.122528,302.780701,0.000000
1979-09-29,292.086121,304.443970,0.000000
1979-09-30,294.747528,305.372833,2.456666
1979-10-01,289.180695,299.685028,34.896179
1979-10-02,288.394440,297.885681,16.673162
1979-10-03,289.976868,300.506287,0.855086
1979-10-04,290.864563,297.591400,29.455797
1979-10-05,290.005310,298.166046,0.000000
1979-10-06,289.801666,297.840637,0.000000
1979-10-07,286.697876,299.775574,0.000000
1979-10-08,286.788208,300.957520,0.000000
1979-10-09,287.355103,301.627472,0.000000
1979-10-10,288.251068,301.796844,0.000000
1979-10-11,289.139343,297.646454,2.697128
1979-10-12,285.517639,297.106628,3.002095
1979-10-13,285.278290,298.593903,0.000000
1979-10-14,285.374023,300.880981,0.000000
1979-10-15,287.296356,301.444427,0.000000
1979-10-16,288.486450,300.614075,1.975825
1979-10-17,289.897888,298.377258,1.373245
1979-10-18,289.459595,299.197754,0.000000
1979-10-19,287.842468,304.802612,1.362875
1979-10-20,289.089020,305.407532,0.000000
1979-10-21,290.259491,304.675995,0.000000
1979-10-22,290.823975,300.878510,0.694607
1979-10-23,289.596130,297.849823,0.000000
1979-10-24,284.544830,298.395386,0.000000
1979-10-25,281.828156,297.184479,0.000000
1979-10-26,282.818176,300.081177,0.000000
1979-10-27,284.973480,297.718536,0.000000
1979-10-28,281.274292,291.699463,0.000000
1979-10-29,280.209808,298.365234,0.000000
1979-10-30,282.215546,292.819946,0.000000
1979-10-31,277.307983,287.528351,0.000000
1979-11-01,274.245239,289.226288,0.000000
1979-11-02,276.541718,294.375031,0.000000
1979-11-03,280.942902,299.782074,0.000000
1979-11-04,284.574585,302.095673,0.000000
1979-11-05,287.591278,303.577667,0.000000
1979-11-06,286.253235,297.309814,0.000000
1979-11-07,278.305145,287.887085,0.000000
1979-11-08,285.605225,297.620056,4.493310
1979-11-09,290.113678,301.841431,0.749355
1979-11-10,283.139404,296.663849,0.000000
1979-11-11,276.259857,282.605408,0.000000
1979-11-12,274.244324,280.731018,1.404581
1979-11-13,274.971436,280.659790,0.000000
1979-11-14,275.733246,281.101318,0.000000
1979-11-15,276.702087,284.461365,8.518974
1979-11-16,280.568512,287.737793,0.512791
1979-11-17,283.727448,292.059143,0.945011
1979-11-18,284.155701,297.955017,0.000000
1979-11-19,286.305695,299.652374,0.000000
1979-11-20,288.012360,301.386627,0.000000
1979-11-21,288.187897,301.587555,0.000000
1979-11-22,289.016602,302.436279,0.000000
1979-11-23,287.997864,299.306610,0.000000
1979-11-24,288.637634,298.821259,0.000000
1979-11-25,289.651215,299.328217,0.000000
1979-11-26,288.996735,301.211517,0.644196
1979-11-27,288.669281,299.168396,0.280962
1979-11-28,284.667084,296.164856,1.960605
1979-11-29,284.691956,289.098907,0.496291
1979-11-30,284.222839,287.766968,0.000000
1979-12-01,280.898010,287.642883,0.000000
1979-12-02,280.311523,287.447723,0.000000
1979-12-03,281.352142,287.776855,0.552357
1979-12-04,284.931122,293.159454,0.000000
1979-12-05,286.822601,297.787872,0.377686
1979-12-06,287.232483,297.999176,0.000000
1979-12-07,289.109924,297.222107,1.417221
1979-12-08,276.491272,292.511505,31.398941
1979-12-09,275.951233,288.205658,0.000000
1979-12-10,275.411987,291.142456,0.000000
1979-12-11,276.813599,295.940460,0.000000
1979-12-12,280.885956,295.282806,0.627738
1979-12-13,285.908752,294.722015,0.000000
1979-12-14,284.184875,291.664215,0.000000
1979-12-15,273.972168,286.756134,0.000000
1979-12-16,276.404449,291.804596,0.000000
1979-12-17,278.166412,291.988617,0.000000
1979-12-18,282.287720,289.138611,0.000000
1979-12-19,281.318726,287.777252,0.000000
1979-12-20,277.403534,291.082520,0.000000
1979-12-21,280.741364,291.456818,2.798987
1979-12-22,286.483307,296.407684,1.839130
1979-12-23,282.518890,292.188324,0.655761
1979-12-24,281.702271,289.676056,0.000000
1979-12-25,276.610077,288.726776,0.000000
1979-12-26,282.483887,291.419464,11.726237
1979-12-27,283.024139,292.109802,13.852005
1979-12-28,276.821838,285.210297,1.862356
1979-12-29,276.899414,291.857391,0.000000
1979-12-30,280.989746,294.292755,0.000000
1979-12-31,285.547119,296.300018,0.000000
1980-01-01,286.747742,301.773712,0.000000
1980-01-02,281.999420,294.280762,0.000000
1980-01-03,273.783478,288.007294,0.000000
1980-01-04,273.723785,292.017059,0.000000
1980-01-05,277.150574,295.873718,0.000000
1980-01-06,280.463470,296.111053,0.000000
1980-01-07,280.697479,297.760071,0.000000
1980-01-08,280.964264,295.356445,0.000000
1980-01-09,280.674469,295.669861,0.000000
1980-01-10,280.755310,296.631531,0.000000
1980-01-11,280.189240,296.724365,0.000000
1980-01-12,282.046600,298.919830,0.000000
1980-01-13,282.282013,298.742004,0.000000
1980-01-14,272.486786,292.175873,0.507785
1980-01-15,273.277039,278.863251,0.000000
1980-01-16,272.929474,277.933563,0.854492
1980-01-17,270.077881,278.639435,0.000000
1980-01-18,269.812775,279.128326,0.000000
1980-01-19,272.201996,278.268829,6.437839
1980-01-20,273.791962,279.434143,6.843091
1980-01-21,275.290955,279.548767,39.572304
1980-01-22,277.648438,283.824066,21.319960
1980-01-23,273.645691,287.712433,0.288910
1980-01-24,274.835938,289.920410,0.000000
1980-01-25,275.986145,289.777802,0.000000
1980-01-26,279.598907,285.902374,0.000000
1980-01-27,281.316528,291.684509,0.000000
1980-01-28,283.062866,297.984009,0.726228
1980-01-29,285.266998,297.484558,0.759401
1980-01-30,286.396484,296.626373,0.442382
1980-01-31,284.414642,296.927948,0.000000
1980-02-01,288.360931,295.843658,0.000000
1980-02-02,283.404724,292.341492,0.000000
1980-02-03,280.853149,285.099426,6.367635
1980-02-04,283.447327,288.759705,0.484944
1980-02-05,286.762909,293.472473,0.893699
1980-02-06,288.655945,298.495728,0.391775
1980-02-07,287.472534,299.028473,0.000000
1980-02-08,287.242065,301.917419,0.000000
1980-02-09,287.052795,300.615082,0.000000
1980-02-10,288.144012,300.558350,1.033421
1980-02-11,286.223907,295.185089,1.114635
1980-02-12,274.376953,291.306854,0.000000
1980-02-13,278.297272,295.274445,0.000000
1980-02-14,286.260284,298.498474,0.000000
1980-02-15,286.964111,298.655182,0.000000
1980-02-16,284.512634,302.184845,0.000000
1980-02-17,283.515625,303.125793,0.000000
1980-02-18,284.393616,300.842010,0.000000
1980-02-19,275.487457,292.378632,0.000000
1980-02-20,270.038025,280.468109,0.000000
1980-02-21,269.921051,283.393524,0.000000
1980-02-22,277.373169,292.212433,0.000000
1980-02-23,284.785034,297.066010,0.000000
1980-02-24,285.201752,295.027710,0.000000
1980-02-25,284.466919,293.233795,4.209189
1980-02-26,283.266479,294.003082,0.000000
1980-02-27,280.948151,295.842041,0.000000
1980-02-28,280.054108,293.411469,0.000000
1980-02-29,279.769775,290.914215,0.000000
1980-03-01,279.485413,288.416962,0.000000
1980-03-02,274.752655,284.511353,0.000000
1980-03-03,273.103973,284.433868,0.000000
1980-03-04,276.645630,285.074249,0.000000
1980-03-05,281.377991,294.790588,3.935722
1980-03-06,274.432343,289.912415,0.000000
1980-03-07,274.680511,295.102509,0.000000
1980-03-08,280.856293,299.988403,0.000000
1980-03-09,282.610687,295.335968,0.000000
1980-03-10,283.787750,298.589996,0.000000
1980-03-11,286.847595,299.009796,0.000000
1980-03-12,287.842468,298.379181,0.000000
1980-03-13,287.846039,298.086548,0.371252
1980-03-14,288.631256,300.630890,2.829155
1980-03-15,287.840790,293.223969,1.818336
1980-03-16,283.303497,290.495667,8.101478
1980-03-17,281.429077,291.064484,0.000000
1980-03-18,279.409882,295.955322,0.000000
1980-03-19,280.214417,289.802063,0.000000
1980-03-20,276.160919,290.855713,0.000000
1980-03-21,279.697052,295.939880,0.000000
1980-03-22,283.728485,303.087189,0.000000
1980-03-23,286.022583,303.269745,0.683308
1980-03-24,285.203308,296.633179,2.547161
1980-03-25,279.220886,286.025726,0.000000
1980-03-26,282.936279,301.054016,0.000000
1980-03-27,286.372711,300.927124,0.000000
1980-03-28,285.067902,302.113800,0.000000
1980-03-29,289.900665,300.351349,8.041438
1980-03-30,287.294250,297.437042,1.684766
1980-03-31,279.446228,291.867310,1.188617
1980-04-01,281.207092,292.393066,0.000000
1980-04-02,279.634277,298.873566,0.000000
1980-04-03,282.693390,302.113190,0.000000
1980-04-04,281.716705,297.905396,0.000000
1980-04-05,282.167816,299.862030,0.000000
1980-04-06,285.586182,299.994568,0.000000
1980-04-07,288.440765,300.772186,4.144392
1980-04-08,288.053406,302.335724,0.000000
1980-04-09,286.135742,305.976685,0.000000
1980-04-10,286.440063,301.326202,0.000000
1980-04-11,277.588348,288.704620,0.000000
1980-04-12,275.232452,290.224518,0.000000
1980-04-13,278.255188,300.270905,0.000000
1980-04-14,282.579895,303.683929,0.000000
1980-04-15,284.501984,298.415375,0.000000
1980-04-16,286.822021,298.747620,0.000000
1980-04-17,287.862244,305.035828,0.000000
1980-04-18,289.062347,306.946838,0.000000
1980-04-19,289.439026,302.206421,0.617027
1980-04-20,288.298584,296.718994,0.303401
1980-04-21,287.966400,299.484772,0.000000
1980-04-22,289.544586,302.141449,0.000000
1980-04-23,291.571625,304.310028,1.330939
1980-04-24,292.214996,306.043213,1.248300
1980-04-25,284.663452,302.837708,0.000000
1980-04-26,285.656281,303.283112,0.000000
1980-04-27,290.117920,300.665436,0.000000
1980-04-28,292.830109,301.930359,4.128823
1980-04-29,290.267883,307.240540,0.000000
1980-04-30,288.417938,309.111267,0.000000
1980-05-01,290.841248,306.384918,0.000000
1980-05-02,291.399750,302.370636,0.000000
1980-05-03,291.201569,304.707733,6.512239
1980-05-04,292.452942,303.546783,24.760855
1980-05-05,292.711060,307.217468,1.665168
1980-05-06,290.195190,304.347382,0.000000
1980-05-07,290.092987,297.482361,20.922773
1980-05-08,289.136322,293.867249,13.802001
1980-05-09,284.938629,294.289795,0.000000
1980-05-10,282.920105,296.367401,0.000000
1980-05-11,283.857483,298.947937,0.000000
1980-05-12,285.520660,299.895447,0.000000
1980-05-13,288.307556,297.742523,0.000000
1980-05-14,288.435089,300.938965,0.000000
1980-05-15,290.365723,301.754242,0.000000
1980-05-16,291.623779,300.060944,0.000000
1980-05-17,292.715668,299.999512,0.000000
1980-05-18,292.008423,306.116608,0.000000
1980-05-19,292.661957,305.419525,0.000000
1980-05-20,292.495605,305.533295,0.371841
1980-05-21,293.958405,303.867065,5.691342
1980-05-22,293.040619,304.131195,6.725852
1980-05-23,292.934479,303.648285,3.734908
1980-05-24,294.175873,302.667267,6.137971
1980-05-25,293.555481,301.561920,0.000000
1980-05-26,293.614136,302.178162,0.000000
1980-05-27,293.068848,303.048035,0.000000
1980-05-28,292.816040,303.727509,0.000000
1980-05-29,293.145203,304.615326,0.805410
1980-05-30,294.769135,303.633209,3.092397
1980-05-31,295.702026,303.640808,0.000000
1980-06-01,295.812958,303.341370,0.000000
1980-06-02,296.045868,305.607483,0.000000
1980-06-03,295.746460,305.426819,0.000000
1980-06-04,297.184387,304.506836,6.089977
1980-06-05,296.046692,304.562714,11.521017
1980-06-06,296.137207,307.096771,6.345325
1980-06-07,296.049164,306.936859,10.333651
1980-06-08,296.826385,308.050140,0.782395
1980-06-09,297.205994,308.082642,0.000000
1980-06-10,296.926361,307.373047,2.050577
1980-06-11,294.652802,304.968964,5.502598
1980-06-12,286.449982,303.334930,0.000000
1980-06-13,286.864044,307.286957,0.000000
1980-06-14,291.403198,310.517273,0.000000
1980-06-15,294.091614,309.082214,0.000000
1980-06-16,295.257629,308.447601,0.000000
1980-06-17,295.497223,305.062073,20.901127
1980-06-18,295.556061,300.585266,9.157665
1980-06-19,295.052643,303.332916,0.000000
1980-06-20,295.548859,304.680359,0.000000
1980-06-21,296.816101,306.523315,5.188551
1980-06-22,296.933197,308.597321,1.643075
1980-06-23,297.240570,308.250549,16.885868
1980-06-24,298.142944,305.535065,4.146979
1980-06-25,297.180786,308.307404,1.066319
1980-06-26,295.567841,308.579224,0.000000
1980-06-27,296.249298,310.071045,0.000000
1980-06-28,297.725281,310.823792,0.424101
1980-06-29,298.083893,311.425568,0.000000
1980-06-30,296.905334,308.482452,0.000000
1980-07-01,296.935669,306.766235,0.348598
1980-07-02,296.143951,306.176239,2.356278
1980-07-03,296.811920,304.519135,38.886341
1980-07-04,292.754944,300.399902,53.675644
1980-07-05,294.149200,297.483368,52.398914
1980-07-06,294.871429,296.936554,92.710457
1980-07-07,295.764252,297.440521,152.131439
1980-07-08,295.320251,300.902100,40.901630
1980-07-09,295.540100,301.396973,13.087671
1980-07-10,294.959167,301.549927,0.000000
1980-07-11,294.985687,302.674866,0.000000
1980-07-12,295.530273,304.506073,0.000000
1980-07-13,296.180786,306.568268,0.000000
1980-07-14,297.464600,307.359619,0.000000
1980-07-15,297.166504,304.206116,5.724227
1980-07-16,296.700531,300.679657,5.221197
1980-07-17,296.189667,303.099579,1.026347
1980-07-18,295.931641,305.532776,0.000000
1980-07-19,297.211792,310.133972,0.000000
1980-07-20,299.845245,310.283142,11.174946
1980-07-21,298.717987,308.598755,8.179249
1980-07-22,296.966400,308.789642,0.000000
1980-07-23,295.948486,308.449463,0.000000
1980-07-24,295.668610,309.752411,0.000000
1980-07-25,295.780945,309.180328,0.000000
1980-07-26,295.774963,306.772369,0.000000
1980-07-27,295.695953,306.920715,0.000000
1980-07-28,296.008331,308.881653,0.000000
1980-07-29,296.900848,310.552429,0.000000
1980-07-30,297.096497,311.404358,0.000000
1980-07-31,296.346313,309.541046,0.000000
1980-08-01,295.653809,307.431427,0.000000
1980-08-02,296.606628,307.472992,0.366240
1980-08-03,296.984894,308.651306,0.000000
1980-08-04,296.568970,309.573364,0.000000
1980-08-05,295.487061,310.750092,0.293165
1980-08-06,295.646942,311.763824,0.000000
1980-08-07,295.807983,311.429810,0.000000
1980-08-08,295.669098,309.156738,0.000000
1980-08-09,296.851624,308.893951,0.000000
1980-08-10,297.181244,309.671997,0.000000
1980-08-11,297.364014,311.157776,0.000000
1980-08-12,296.751709,311.319336,0.000000
1980-08-13,296.445618,309.124634,0.000000
1980-08-14,294.865265,308.743286,0.000000
1980-08-15,296.194122,310.186707,0.000000
1980-08-16,298.170258,312.070099,0.000000
1980-08-17,297.587494,311.715118,0.000000
1980-08-18,296.346130,310.087402,0.000000
1980-08-19,295.839661,308.308746,0.000000
1980-08-20,295.338989,310.756744,0.000000
1980-08-21,296.670471,311.921631,0.000000
1980-08-22,296.781677,311.230042,0.000000
1980-08-23,296.088165,308.982330,0.000000
1980-08-24,296.467957,309.260559,0.000000
1980-08-25,297.811462,311.765869,0.000000
1980-08-26,296.854340,313.286774,0.000000
1980-08-27,296.989929,312.986511,0.000000
1980-08-28,296.446747,310.624146,0.000000
1980-08-29,296.252747,307.485260,0.000000
1980-08-30,296.549957,308.308075,0.000000
1980-08-31,295.508759,307.069153,0.000000
1980-09-01,295.722717,306.873718,0.000000
1980-09-02,295.366425,307.707062,0.000000
1980-09-03,295.520660,310.110016,0.000000
1980-09-04,296.749695,309.536530,0.000000
1980-09-05,297.504669,309.886108,0.000000
1980-09-06,298.005035,311.249207,0.743287
1980-09-07,297.870239,316.192322,0.000000
1980-09-08,297.407715,315.907898,0.000000
1980-09-09,296.505249,308.952789,6.747284
1980-09-10,294.486359,304.672424,0.000000
1980-09-11,290.662231,304.749207,0.000000
1980-09-12,290.801758,306.200073,0.000000
1980-09-13,290.022949,308.235626,0.000000
1980-09-14,291.155182,308.421600,0.000000
1980-09-15,293.496948,307.107544,0.000000
1980-09-16,289.438141,309.551300,0.000000
1980-09-17,296.062042,310.270599,0.000000
1980-09-18,295.650299,307.835266,0.000000
1980-09-19,295.399170,307.551666,0.000000
1980-09-20,295.498230,307.004364,0.000000
1980-09-21,294.985229,308.192596,0.000000
1980-09-22,295.421661,309.401978,0.000000
1980-09-23,294.960510,307.442841,4.339000
1980-09-24,290.764984,302.291809,10.548963
1980-09-25,287.175354,291.970642,0.000000
1980-09-26,287.329865,293.008392,0.299302
1980-09-27,288.708466,290.647247,4.664475
1980-09-28,291.250031,299.703247,3.941507
1980-09-29,291.557556,302.145782,0.000000
1980-09-30,291.422668,300.957123,0.000000
1980-10-01,290.113922,303.571960,0.000000
1980-10-02,291.095642,304.887909,0.000000
1980-10-03,292.186523,304.742096,0.000000
1980-10-04,293.993347,305.332916,2.158272
1980-10-05,292.509827,303.631592,8.667145
1980-10-06,287.224579,303.285309,0.000000
1980-10-07,287.368896,304.264557,0.000000
1980-10-08,288.957062,304.017151,0.000000
1980-10-09,290.909882,302.697601,0.000000
1980-10-10,289.627319,299.340118,4.261764
1980-10-11,284.397827,298.136505,0.000000
1980-10-12,286.916382,302.470917,0.000000
1980-10-13,290.751892,300.409149,0.000000
1980-10-14,284.192413,302.971375,0.000000
1980-10-15,290.224335,305.911011,0.000000
1980-10-16,292.176361,304.917755,0.975946
1980-10-17,287.988770,300.971832,0.000000
1980-10-18,284.898132,297.612610,0.000000
1980-10-19,287.739075,293.777863,0.000000
1980-10-20,288.757812,297.939819,0.460048
1980-10-21,289.288635,299.337311,9.024351
1980-10-22,289.751984,297.804993,7.747612
1980-10-23,285.036652,298.048370,0.000000
1980-10-24,284.155457,299.960175,0.474713
1980-10-25,284.881653,303.381195,1.423000
1980-10-26,288.353516,302.268921,0.000000
1980-10-27,289.674530,301.475067,0.000000
1980-10-28,290.325928,299.888367,2.130227
1980-10-29,287.497009,298.281769,9.599267
1980-10-30,284.650299,298.206909,4.808901
1980-10-31,283.899597,289.432343,0.000000
1980-11-01,284.440247,288.837463,0.000000
1980-11-02,282.772766,286.638245,1.030420
1980-11-03,278.977356,286.031494,30.481894
1980-11-04,281.115234,289.138794,33.943802
1980-11-05,281.701019,283.481537,3.821471
1980-11-06,282.395172,287.164978,0.320621
1980-11-07,280.593964,290.062439,0.000000
1980-11-08,278.529968,290.923706,0.000000
1980-11-09,278.050323,295.095490,0.000000
1980-11-10,280.318359,293.932831,0.000000
1980-11-11,280.377960,293.742859,0.000000
1980-11-12,279.984741,296.956451,0.000000
1980-11-13,280.466248,296.989777,0.000000
1980-11-14,283.629089,294.602112,0.000000
1980-11-15,285.706451,295.735443,0.000000
1980-11-16,286.288391,296.886505,0.000000
1980-11-17,277.359406,296.613800,0.000000
1980-11-18,282.102325,300.770569,0.000000
1980-11-19,284.862122,301.887451,0.000000
1980-11-20,285.433472,301.648895,0.441880
1980-11-21,285.907562,301.891083,0.594015
1980-11-22,286.521759,301.820221,0.000000
1980-11-23,287.309052,299.787231,0.000000
1980-11-24,288.720978,297.343353,0.000000
1980-11-25,288.265503,297.389099,0.000000
1980-11-26,281.069122,298.458771,0.000000
1980-11-27,281.889069,298.920593,0.000000
1980-11-28,284.040405,300.204803,0.000000
1980-11-29,287.634552,298.992371,0.000000
1980-11-30,285.331116,295.132050,9.714132
1980-12-01,282.984222,293.861572,2.200926
1980-12-02,281.207428,295.602844,0.000000
1980-12-03,279.605591,288.296509,0.000000
1980-12-04,270.728577,287.679474,0.000000
1980-12-05,278.698547,295.209686,0.000000
1980-12-06,279.450562,291.201294,0.842251
1980-12-07,271.484833,289.700684,0.000000
1980-12-08,277.316010,292.495087,0.000000
1980-12-09,284.625092,297.228241,0.000000
1980-12-10,275.534973,295.739655,0.000000
1980-12-11,276.559174,297.006897,0.000000
1980-12-12,277.313965,294.686920,0.000000
1980-12-13,280.396698,287.964142,8.933581
1980-12-14,278.892365,286.495605,12.013722
1980-12-15,280.618134,288.600739,0.000000
1980-12-16,281.707886,291.567261,0.000000
1980-12-17,286.538300,295.128510,0.607283
1980-12-18,283.534454,294.536194,0.000000
1980-12-19,285.105774,295.836609,0.000000
1980-12-20,285.721710,290.913757,0.923478
1980-12-21,285.678467,292.186646,9.506855
1980-12-22,283.386292,291.880096,0.000000
1980-12-23,280.204651,292.960999,0.000000
1980-12-24,282.378754,289.466187,0.000000
1980-12-25,283.932312,289.361664,0.862869
1980-12-26,279.628967,284.995911,0.000000
1980-12-27,267.922394,281.541412,0.000000
1980-12-28,269.664978,288.890930,0.000000
1980-12-29,271.946594,283.735962,0.000000
1980-12-30,268.826477,284.263397,0.000000
1980-12-31,274.132019,283.014832,0.000000
1981-01-01,276.563202,289.777344,0.000000
1981-01-02,275.651764,289.919159,0.000000
1981-01-03,277.509979,292.176025,0.000000
1981-01-04,281.531372,292.389465,0.000000
1981-01-05,274.187744,287.861023,0.000000
1981-01-06,271.975830,288.068726,0.000000
1981-01-07,273.274445,291.154083,0.000000
1981-01-08,273.504059,290.570892,0.000000
1981-01-09,275.836273,288.225067,0.000000
1981-01-10,277.630219,285.792999,0.000000
1981-01-11,275.698303,288.178070,0.000000
1981-01-12,274.378723,291.648499,0.000000
1981-01-13,274.417938,292.517975,0.000000
1981-01-14,275.894806,293.384216,0.000000
1981-01-15,277.361969,293.934570,0.000000
1981-01-16,274.745911,292.138245,0.000000
1981-01-17,277.893494,293.537445,0.000000
1981-01-18,275.594818,287.758850,0.000000
1981-01-19,274.902588,288.681488,0.000000
1981-01-20,274.737457,290.807770,0.000000
1981-01-21,276.363556,293.705475,0.000000
1981-01-22,276.944092,290.368774,0.000000
1981-01-23,277.281036,289.791931,0.000000
1981-01-24,277.127075,285.294464,0.000000
1981-01-25,270.185272,289.266205,0.000000
1981-01-26,275.476593,291.357727,0.000000
1981-01-27,281.119995,290.321350,4.235266
1981-01-28,282.649200,289.851990,9.720317
1981-01-29,285.004364,294.912933,2.051491
1981-01-30,285.602783,299.208771,1.470375
1981-01-31,285.880280,294.977020,0.401438
1981-02-01,289.038849,298.246277,1.338188
1981-02-02,287.538696,297.539368,0.000000
1981-02-03,287.223358,298.517426,1.006655
1981-02-04,287.345245,295.984619,0.340420
1981-02-05,285.855682,295.380615,0.372720
1981-02-06,285.809692,293.243500,0.930204
1981-02-07,282.761505,290.297089,3.657985
1981-02-08,277.176819,284.876617,0.000000
1981-02-09,274.660553,287.002594,0.000000
1981-02-10,275.558990,288.161438,0.000000
1981-02-11,281.080841,295.332153,0.380467
1981-02-12,285.894684,296.636292,0.000000
1981-02-13,286.356964,300.572174,0.000000
1981-02-14,284.529846,300.672607,0.000000
1981-02-15,280.232422,297.482910,0.000000
1981-02-16,281.138733,297.318817,0.000000
1981-02-17,285.515045,300.537933,0.000000
1981-02-18,287.290466,300.639954,0.000000
1981-02-19,282.788055,300.003296,0.000000
1981-02-20,284.716034,299.189850,0.705630
1981-02-21,288.645844,301.838745,0.000000
1981-02-22,284.039062,297.601379,0.000000
1981-02-23,282.139709,294.020996,0.000000
1981-02-24,287.131989,300.493439,0.745122
1981-02-25,286.020325,294.925629,6.897891
1981-02-26,280.783661,294.880035,0.935028
1981-02-27,280.450836,299.526398,0.000000
1981-02-28,280.873657,302.766571,0.000000
1981-03-01,283.036285,305.540192,0.000000
1981-03-02,285.787079,304.012390,0.000000
1981-03-03,286.018066,298.462006,0.000000
1981-03-04,288.237335,300.057678,0.000000
1981-03-05,288.239471,301.451172,0.000000
1981-03-06,287.039032,300.165527,0.000000
1981-03-07,287.587097,302.962097,0.000000
1981-03-08,288.895569,301.721527,0.000000
1981-03-09,290.734680,306.368835,0.366960
1981-03-10,289.561646,305.603119,0.000000
1981-03-11,291.401672,302.366272,6.975529
1981-03-12,291.279755,300.910522,1.892519
1981-03-13,288.602844,296.315643,1.298367
1981-03-14,287.399475,299.744476,0.000000
1981-03-15,288.274658,301.855103,0.000000
1981-03-16,290.168549,302.621307,0.000000
1981-03-17,290.758484,302.551575,0.500976
1981-03-18,289.886963,298.658478,2.262511
1981-03-19,291.918488,296.417175,2.960454
1981-03-20,292.063263,299.476471,9.272286
1981-03-21,290.165710,302.182922,2.278793
1981-03-22,289.282135,301.011017,0.000000
1981-03-23,288.390442,303.506470,0.000000
1981-03-24,287.033600,304.010132,0.000000
1981-03-25,286.647461,304.808197,0.000000
1981-03-26,287.702789,305.237183,0.000000
1981-03-27,286.679749,307.491669,0.000000
1981-03-28,287.533539,308.116272,0.000000
1981-03-29,289.540833,302.849182,0.000000
1981-03-30,290.493042,296.866333,5.709177
1981-03-31,290.006989,296.534668,6.511389
1981-04-01,289.288116,298.102295,13.226797
1981-04-02,288.647095,300.809509,0.000000
