#Variables:
#rhsmin_bcc-csm1-1_historical(%):Surface Daily Minimum Relative Humidity
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rhsmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rhsmin_bcc-csm1-1_historical(%)"
1975-12-29,48.066704
1975-12-30,25.742935
1975-12-31,27.873425
1976-01-01,29.842773
1976-01-02,25.265417
1976-01-03,29.199686
1976-01-04,25.883850
1976-01-05,25.602459
1976-01-06,26.729855
1976-01-07,27.326227
1976-01-08,22.605799
1976-01-09,25.169331
1976-01-10,31.468019
1976-01-11,36.184807
1976-01-12,46.020622
1976-01-13,38.131859
1976-01-14,29.718481
1976-01-15,38.855885
1976-01-16,64.350616
1976-01-17,68.556313
1976-01-18,45.501038
1976-01-19,55.302414
1976-01-20,50.709614
1976-01-21,37.338253
1976-01-22,35.856911
1976-01-23,38.612000
1976-01-24,31.845896
1976-01-25,33.363228
1976-01-26,26.891310
1976-01-27,27.389126
1976-01-28,28.200367
1976-01-29,28.212801
1976-01-30,28.104738
1976-01-31,20.701319
1976-02-01,18.565065
1976-02-02,20.426111
1976-02-03,23.871178
1976-02-04,22.833691
1976-02-05,24.424891
1976-02-06,42.179989
1976-02-07,29.543816
1976-02-08,32.167454
1976-02-09,44.016212
1976-02-10,51.116405
1976-02-11,39.767616
1976-02-12,26.431141
1976-02-13,24.897999
1976-02-14,21.283043
1976-02-15,24.933344
1976-02-16,16.100239
1976-02-17,16.211384
1976-02-18,18.225161
1976-02-19,19.316200
1976-02-20,12.038561
1976-02-21,12.999587
1976-02-22,19.684778
1976-02-23,9.694650
1976-02-24,9.650765
1976-02-25,9.743096
1976-02-26,36.378220
1976-02-27,44.302338
1976-02-28,52.259918
1976-02-29,45.122162
1976-03-01,37.984402
1976-03-02,36.492550
1976-03-03,26.293560
1976-03-04,26.366869
1976-03-05,30.536280
1976-03-06,38.318340
1976-03-07,33.801193
1976-03-08,23.143959
1976-03-09,18.946138
1976-03-10,16.197777
1976-03-11,18.504143
1976-03-12,22.016397
1976-03-13,22.823963
1976-03-14,58.420254
1976-03-15,76.429070
1976-03-16,62.941711
1976-03-17,72.843704
1976-03-18,65.237518
1976-03-19,63.418079
1976-03-20,63.973499
1976-03-21,57.361546
1976-03-22,46.213055
1976-03-23,51.095089
1976-03-24,48.931156
1976-03-25,45.790783
1976-03-26,51.286369
1976-03-27,54.775276
1976-03-28,55.700058
1976-03-29,51.319221
1976-03-30,47.902142
1976-03-31,48.307270
1976-04-01,51.253700
1976-04-02,49.030914
1976-04-03,45.238537
1976-04-04,46.234364
1976-04-05,45.082375
1976-04-06,35.568222
1976-04-07,30.724787
1976-04-08,29.757175
1976-04-09,38.542542
1976-04-10,62.775021
1976-04-11,48.097900
1976-04-12,47.823471
1976-04-13,59.674751
1976-04-14,51.576691
1976-04-15,53.450401
1976-04-16,51.720589
1976-04-17,51.732800
1976-04-18,52.205830
1976-04-19,38.126217
1976-04-20,43.038883
1976-04-21,46.879311
1976-04-22,42.823944
1976-04-23,40.945393
1976-04-24,42.034592
1976-04-25,32.598404
1976-04-26,25.667511
1976-04-27,17.859009
1976-04-28,19.055067
1976-04-29,23.318121
1976-04-30,27.026102
1976-05-01,36.712917
1976-05-02,48.933319
1976-05-03,47.981495
1976-05-04,42.019512
1976-05-05,38.946545
1976-05-06,37.418495
1976-05-07,37.974487
1976-05-08,42.205841
1976-05-09,43.162834
1976-05-10,36.258865
1976-05-11,42.811825
1976-05-12,24.649313
1976-05-13,23.823788
1976-05-14,12.110469
1976-05-15,13.981967
1976-05-16,34.555950
1976-05-17,35.283894
1976-05-18,40.836529
1976-05-19,30.704731
1976-05-20,29.755405
1976-05-21,36.091427
1976-05-22,47.624050
1976-05-23,56.367126
1976-05-24,40.270786
1976-05-25,36.335075
1976-05-26,34.466854
1976-05-27,36.775829
1976-05-28,29.224035
1976-05-29,29.263958
1976-05-30,37.938133
1976-05-31,57.141975
1976-06-01,50.589855
1976-06-02,37.735920
1976-06-03,34.916611
1976-06-04,35.950130
1976-06-05,51.830029
1976-06-06,53.876488
1976-06-07,36.720528
1976-06-08,29.542744
1976-06-09,27.797134
1976-06-10,28.360895
1976-06-11,44.293907
1976-06-12,28.166048
1976-06-13,23.644642
1976-06-14,22.780073
1976-06-15,17.992424
1976-06-16,19.927856
1976-06-17,29.957497
1976-06-18,28.836809
1976-06-19,27.373966
1976-06-20,24.288631
1976-06-21,24.417765
1976-06-22,26.126417
1976-06-23,29.886961
1976-06-24,28.485159
1976-06-25,31.202950
1976-06-26,35.441898
1976-06-27,38.082581
1976-06-28,35.999504
1976-06-29,38.039448
1976-06-30,38.314823
1976-07-01,38.655014
1976-07-02,39.237926
1976-07-03,32.830238
1976-07-04,25.179338
1976-07-05,22.574369
1976-07-06,20.506897
1976-07-07,17.593584
1976-07-08,17.791553
1976-07-09,20.911697
1976-07-10,32.503872
1976-07-11,42.092449
1976-07-12,40.360825
1976-07-13,41.108120
1976-07-14,36.898384
1976-07-15,28.411314
1976-07-16,28.111065
1976-07-17,30.298069
1976-07-18,33.153206
1976-07-19,33.600834
1976-07-20,27.281750
1976-07-21,24.740570
1976-07-22,24.805950
1976-07-23,30.295218
1976-07-24,37.903465
1976-07-25,34.599556
1976-07-26,34.371895
1976-07-27,34.652328
1976-07-28,37.981743
1976-07-29,35.703899
1976-07-30,29.795542
1976-07-31,27.047392
1976-08-01,29.290133
1976-08-02,31.699154
1976-08-03,32.777821
1976-08-04,33.251389
1976-08-05,33.497478
1976-08-06,35.759186
1976-08-07,40.771591
1976-08-08,43.327721
1976-08-09,36.657314
1976-08-10,37.052071
1976-08-11,38.237633
1976-08-12,38.177170
1976-08-13,41.092434
1976-08-14,34.821693
1976-08-15,29.516125
1976-08-16,25.383533
1976-08-17,23.761524
1976-08-18,19.763376
1976-08-19,19.183666
1976-08-20,23.260330
1976-08-21,25.993338
1976-08-22,28.285374
1976-08-23,31.566633
1976-08-24,36.440983
1976-08-25,38.558254
1976-08-26,39.400253
1976-08-27,43.543682
1976-08-28,46.456863
1976-08-29,55.277210
1976-08-30,54.305050
1976-08-31,50.262142
1976-09-01,46.586483
1976-09-02,42.221542
1976-09-03,42.149853
1976-09-04,45.430920
1976-09-05,45.819836
1976-09-06,45.831131
1976-09-07,40.769451
1976-09-08,33.963505
1976-09-09,32.181023
1976-09-10,33.215305
1976-09-11,37.691185
1976-09-12,43.049114
1976-09-13,45.095692
1976-09-14,53.539570
1976-09-15,43.102692
1976-09-16,42.089062
1976-09-17,37.807735
1976-09-18,41.721443
1976-09-19,43.482613
1976-09-20,40.184155
1976-09-21,34.419338
1976-09-22,34.161076
1976-09-23,37.453777
1976-09-24,34.577892
1976-09-25,35.697712
1976-09-26,42.779755
1976-09-27,45.369709
1976-09-28,44.474033
1976-09-29,41.920429
1976-09-30,39.152782
1976-10-01,40.893433
1976-10-02,40.130455
1976-10-03,40.924377
1976-10-04,43.167469
1976-10-05,47.621407
1976-10-06,66.641518
1976-10-07,57.567322
1976-10-08,46.602528
1976-10-09,48.954613
1976-10-10,50.869267
1976-10-11,50.669415
1976-10-12,40.414490
1976-10-13,39.757378
1976-10-14,40.166164
1976-10-15,39.987984
1976-10-16,39.113785
1976-10-17,38.901524
1976-10-18,31.555080
1976-10-19,24.905540
1976-10-20,25.795685
1976-10-21,31.433031
1976-10-22,30.442509
1976-10-23,28.401644
1976-10-24,25.211351
1976-10-25,24.349545
1976-10-26,23.652924
1976-10-27,26.141499
1976-10-28,27.336884
1976-10-29,22.290138
1976-10-30,12.212634
1976-10-31,13.766587
1976-11-01,22.335161
1976-11-02,25.068542
1976-11-03,31.181219
1976-11-04,53.859535
1976-11-05,34.922581
1976-11-06,31.887711
1976-11-07,28.893049
1976-11-08,29.317623
1976-11-09,21.029226
1976-11-10,22.071592
1976-11-11,37.316154
1976-11-12,52.248024
1976-11-13,45.810284
1976-11-14,43.240826
1976-11-15,50.809231
1976-11-16,44.025105
1976-11-17,46.370930
1976-11-18,59.027832
1976-11-19,39.921513
1976-11-20,35.784351
1976-11-21,48.927956
1976-11-22,50.137547
1976-11-23,51.367489
1976-11-24,56.680962
1976-11-25,43.988323
1976-11-26,44.498161
1976-11-27,28.357410
1976-11-28,28.215857
1976-11-29,26.534693
1976-11-30,23.686785
1976-12-01,21.362171
1976-12-02,23.573446
1976-12-03,26.431742
1976-12-04,47.468933
1976-12-05,55.066105
1976-12-06,52.088581
1976-12-07,64.007088
1976-12-08,66.191124
1976-12-09,72.076271
1976-12-10,51.585022
1976-12-11,36.341427
1976-12-12,47.275764
1976-12-13,54.896339
1976-12-14,45.489670
1976-12-15,59.219452
1976-12-16,43.993214
1976-12-17,32.921841
1976-12-18,35.611538
1976-12-19,38.952457
1976-12-20,38.969196
1976-12-21,37.498993
1976-12-22,42.002308
1976-12-23,60.281033
1976-12-24,42.333389
1976-12-25,40.881393
1976-12-26,35.164162
1976-12-27,42.160332
1976-12-28,38.234520
1976-12-29,45.574032
1976-12-30,45.956150
1976-12-31,53.395622
1977-01-01,27.509209
1977-01-02,29.471704
1977-01-03,44.752121
1977-01-04,28.769941
1977-01-05,32.912125
1977-01-06,29.430071
1977-01-07,30.806030
1977-01-08,35.788380
1977-01-09,30.553646
1977-01-10,31.314749
1977-01-11,40.406464
1977-01-12,40.786533
1977-01-13,42.196766
1977-01-14,46.234791
1977-01-15,66.220016
1977-01-16,51.441269
1977-01-17,38.864746
1977-01-18,43.516182
1977-01-19,51.150059
1977-01-20,62.208961
1977-01-21,52.872177
1977-01-22,56.403934
1977-01-23,60.770805
1977-01-24,52.056335
1977-01-25,55.632545
1977-01-26,58.137005
1977-01-27,38.949352
1977-01-28,33.437939
1977-01-29,41.323380
1977-01-30,34.978409
1977-01-31,37.771923
1977-02-01,33.909866
1977-02-02,41.514290
1977-02-03,28.171093
1977-02-04,29.219154
1977-02-05,30.921925
1977-02-06,25.017738
1977-02-07,19.402430
1977-02-08,20.773415
1977-02-09,15.481580
1977-02-10,15.254022
1977-02-11,17.693848
1977-02-12,18.302305
1977-02-13,19.837088
1977-02-14,19.339987
1977-02-15,17.101007
1977-02-16,18.115313
1977-02-17,24.643269
1977-02-18,62.605808
1977-02-19,56.935997
1977-02-20,38.211697
1977-02-21,31.913832
1977-02-22,32.500778
1977-02-23,32.313309
1977-02-24,27.835114
1977-02-25,16.845734
1977-02-26,11.429330
1977-02-27,10.408075
1977-02-28,14.545068
1977-03-01,25.250853
1977-03-02,33.356792
1977-03-03,33.587727
1977-03-04,23.861382
1977-03-05,23.142046
1977-03-06,21.862995
1977-03-07,16.352560
1977-03-08,19.410896
1977-03-09,41.276680
1977-03-10,54.707233
1977-03-11,55.771164
1977-03-12,49.699211
1977-03-13,36.605835
1977-03-14,44.146309
1977-03-15,40.634495
1977-03-16,21.425972
1977-03-17,28.134314
1977-03-18,39.381199
1977-03-19,35.425453
1977-03-20,31.841057
1977-03-21,31.895540
1977-03-22,37.116928
1977-03-23,39.828842
1977-03-24,32.174221
1977-03-25,31.725281
1977-03-26,32.613350
1977-03-27,31.668503
1977-03-28,35.676712
1977-03-29,50.394821
1977-03-30,42.607456
1977-03-31,25.848873
1977-04-01,28.367968
1977-04-02,34.502300
1977-04-03,34.003307
1977-04-04,37.289101
1977-04-05,36.494358
1977-04-06,34.571152
1977-04-07,35.454117
1977-04-08,37.815491
1977-04-09,39.259644
1977-04-10,49.713779
1977-04-11,52.235859
1977-04-12,47.486546
1977-04-13,45.670959
1977-04-14,46.042015
1977-04-15,37.711273
1977-04-16,31.871649
1977-04-17,22.659695
1977-04-18,26.027405
1977-04-19,40.005154
1977-04-20,47.657116
1977-04-21,42.076500
1977-04-22,38.156651
1977-04-23,39.949356
1977-04-24,29.808228
1977-04-25,9.769914
1977-04-26,9.445800
1977-04-27,19.691526
1977-04-28,46.172253
1977-04-29,48.395073
1977-04-30,45.193344
1977-05-01,38.568329
1977-05-02,36.873627
1977-05-03,35.401196
1977-05-04,34.817795
1977-05-05,29.857405
1977-05-06,17.051590
1977-05-07,11.583641
1977-05-08,21.982725
1977-05-09,38.319054
1977-05-10,35.300888
1977-05-11,32.379173
1977-05-12,32.299343
1977-05-13,34.450775
1977-05-14,39.508961
1977-05-15,34.304089
1977-05-16,39.124634
1977-05-17,45.531826
1977-05-18,50.699833
1977-05-19,45.784798
1977-05-20,38.785839
1977-05-21,38.174282
1977-05-22,27.689228
1977-05-23,26.132498
1977-05-24,37.052219
1977-05-25,38.519188
1977-05-26,27.128811
1977-05-27,15.946934
1977-05-28,16.758728
1977-05-29,21.273262
1977-05-30,30.119801
1977-05-31,44.828106
1977-06-01,45.881317
1977-06-02,49.742287
1977-06-03,48.213032
1977-06-04,47.304134
1977-06-05,39.417099
1977-06-06,39.496658
1977-06-07,42.423222
1977-06-08,39.544456
1977-06-09,40.894913
1977-06-10,40.950920
1977-06-11,39.009171
1977-06-12,42.985569
1977-06-13,52.841179
1977-06-14,53.393013
1977-06-15,52.560619
1977-06-16,43.371956
1977-06-17,22.832125
1977-06-18,17.563293
1977-06-19,20.981602
1977-06-20,25.755892
1977-06-21,33.278236
1977-06-22,44.067177
1977-06-23,43.150444
1977-06-24,47.018295
1977-06-25,50.682911
1977-06-26,50.466789
1977-06-27,49.863766
1977-06-28,47.324219
1977-06-29,42.030201
1977-06-30,33.205578
1977-07-01,33.517326
1977-07-02,33.586655
1977-07-03,33.712563
1977-07-04,33.189602
1977-07-05,30.475857
1977-07-06,30.346611
1977-07-07,32.073433
1977-07-08,32.487869
1977-07-09,36.364147
1977-07-10,33.454201
1977-07-11,28.628307
1977-07-12,28.493389
1977-07-13,27.934074
1977-07-14,29.019651
1977-07-15,30.669287
1977-07-16,35.787682
1977-07-17,41.307877
1977-07-18,44.143227
1977-07-19,43.757488
1977-07-20,42.777100
1977-07-21,38.333965
1977-07-22,37.026913
1977-07-23,42.846077
1977-07-24,44.603043
1977-07-25,41.755695
1977-07-26,40.525753
1977-07-27,37.305836
1977-07-28,35.255852
1977-07-29,31.046247
1977-07-30,25.557051
1977-07-31,23.203369
1977-08-01,21.459105
1977-08-02,22.801443
1977-08-03,28.293755
1977-08-04,27.049528
1977-08-05,25.577322
1977-08-06,24.686636
1977-08-07,23.251236
1977-08-08,21.949133
1977-08-09,21.667751
1977-08-10,22.638298
1977-08-11,22.123753
1977-08-12,18.568151
1977-08-13,16.918407
1977-08-14,12.994735
1977-08-15,19.718761
1977-08-16,26.977411
1977-08-17,29.463600
1977-08-18,34.212551
1977-08-19,39.643269
1977-08-20,38.201790
1977-08-21,36.219257
1977-08-22,35.259998
1977-08-23,32.248821
1977-08-24,31.385309
1977-08-25,30.168507
1977-08-26,31.036205
1977-08-27,32.229076
1977-08-28,33.499653
1977-08-29,36.904095
1977-08-30,48.370903
1977-08-31,85.782677
1977-09-01,83.274902
1977-09-02,54.343819
1977-09-03,42.814381
1977-09-04,37.593021
1977-09-05,40.245518
1977-09-06,42.225021
1977-09-07,45.076324
1977-09-08,45.702950
1977-09-09,44.162998
1977-09-10,39.401283
1977-09-11,38.580601
1977-09-12,39.122974
1977-09-13,37.356594
1977-09-14,38.363594
1977-09-15,41.507416
1977-09-16,37.711369
1977-09-17,37.390629
1977-09-18,36.505829
1977-09-19,38.044430
1977-09-20,39.831409
1977-09-21,40.821804
1977-09-22,44.579258
1977-09-23,54.921379
1977-09-24,45.768124
1977-09-25,40.227734
1977-09-26,37.409428
1977-09-27,43.500668
1977-09-28,46.253170
1977-09-29,66.201416
1977-09-30,55.353699
1977-10-01,46.303207
1977-10-02,47.323662
1977-10-03,51.452000
1977-10-04,56.293709
1977-10-05,51.931198
1977-10-06,53.005371
1977-10-07,48.809734
1977-10-08,45.679913
1977-10-09,39.950630
1977-10-10,39.566753
1977-10-11,43.540478
1977-10-12,46.400452
1977-10-13,45.273502
1977-10-14,49.415962
1977-10-15,49.839355
1977-10-16,47.279362
1977-10-17,48.587467
1977-10-18,50.946613
1977-10-19,45.139339
1977-10-20,46.764984
1977-10-21,50.115898
1977-10-22,53.502251
1977-10-23,69.804924
1977-10-24,74.733841
1977-10-25,78.139809
1977-10-26,61.881729
1977-10-27,61.058784
1977-10-28,75.100868
1977-10-29,78.839867
1977-10-30,53.897690
1977-10-31,55.370205
1977-11-01,68.185692
1977-11-02,54.460846
1977-11-03,56.285595
1977-11-04,55.791931
1977-11-05,71.488258
1977-11-06,77.116707
1977-11-07,54.643044
1977-11-08,55.765442
1977-11-09,58.115604
1977-11-10,72.807320
1977-11-11,73.297874
1977-11-12,62.941772
1977-11-13,46.170601
1977-11-14,46.796005
1977-11-15,57.016243
1977-11-16,41.998760
1977-11-17,50.403889
1977-11-18,56.287399
1977-11-19,49.396545
1977-11-20,64.104439
1977-11-21,43.981174
1977-11-22,41.293980
1977-11-23,45.798843
1977-11-24,56.193386
1977-11-25,60.596554
1977-11-26,51.426731
1977-11-27,43.826401
1977-11-28,49.348099
1977-11-29,49.420097
1977-11-30,51.419827
1977-12-01,56.366779
1977-12-02,56.086784
1977-12-03,46.497246
1977-12-04,40.710960
1977-12-05,43.139301
1977-12-06,47.154949
1977-12-07,48.132172
1977-12-08,39.344624
1977-12-09,32.359093
1977-12-10,28.903013
1977-12-11,39.773186
1977-12-12,52.566013
1977-12-13,56.631710
1977-12-14,30.764915
1977-12-15,25.759611
1977-12-16,25.093307
1977-12-17,33.960423
1977-12-18,29.453669
1977-12-19,29.224625
1977-12-20,23.932184
1977-12-21,25.116039
1977-12-22,24.448402
1977-12-23,28.532900
1977-12-24,26.003450
1977-12-25,28.256758
1977-12-26,33.417431
1977-12-27,38.489693
1977-12-28,35.359692
1977-12-29,27.319157
1977-12-30,18.573801
1977-12-31,14.188150
1978-01-01,19.236361
1978-01-02,18.055265
1978-01-03,18.574705
1978-01-04,17.162912
1978-01-05,16.092552
1978-01-06,21.024067
1978-01-07,26.110250
1978-01-08,36.858490
1978-01-09,44.700802
1978-01-10,62.170933
1978-01-11,55.370674
1978-01-12,56.416260
1978-01-13,30.539223
1978-01-14,40.424065
1978-01-15,50.823063
1978-01-16,62.119167
1978-01-17,60.412468
1978-01-18,42.682030
1978-01-19,36.380623
1978-01-20,35.187271
1978-01-21,44.688255
1978-01-22,46.572628
1978-01-23,52.617283
1978-01-24,62.769917
1978-01-25,61.946495
1978-01-26,57.908157
1978-01-27,59.497753
1978-01-28,56.365692
1978-01-29,50.562943
1978-01-30,57.099770
1978-01-31,35.329659
1978-02-01,42.144413
1978-02-02,41.733746
1978-02-03,48.547169
1978-02-04,46.447987
1978-02-05,39.037819
1978-02-06,38.162308
1978-02-07,49.934010
1978-02-08,56.781776
1978-02-09,51.514290
1978-02-10,54.702744
1978-02-11,60.918209
1978-02-12,49.263519
1978-02-13,64.276260
1978-02-14,56.808090
1978-02-15,35.928013
1978-02-16,30.532383
1978-02-17,34.176991
1978-02-18,52.164246
1978-02-19,36.362164
1978-02-20,41.704929
1978-02-21,48.477528
1978-02-22,72.534752
1978-02-23,40.855167
1978-02-24,41.618519
1978-02-25,41.603031
1978-02-26,29.926208
1978-02-27,20.356991
1978-02-28,24.461748
1978-03-01,47.698963
1978-03-02,58.648285
1978-03-03,40.239212
1978-03-04,45.554726
1978-03-05,52.174377
1978-03-06,48.206440
1978-03-07,33.839664
1978-03-08,33.951019
1978-03-09,34.777500
1978-03-10,43.334122
1978-03-11,37.176594
1978-03-12,18.804579
1978-03-13,18.343077
1978-03-14,23.429625
1978-03-15,27.174742
1978-03-16,30.375580
1978-03-17,37.860161
1978-03-18,34.475945
1978-03-19,33.158920
1978-03-20,33.723225
1978-03-21,43.245556
1978-03-22,43.953339
1978-03-23,47.916344
1978-03-24,47.884624
1978-03-25,43.484909
1978-03-26,45.258671
1978-03-27,48.280380
1978-03-28,51.290272
1978-03-29,37.186909
1978-03-30,41.993015
1978-03-31,43.935146
1978-04-01,46.885189
1978-04-02,37.858410
1978-04-03,37.797722
1978-04-04,38.014091
1978-04-05,31.422281
1978-04-06,30.200274
1978-04-07,34.194637
1978-04-08,34.452888
1978-04-09,35.290962
1978-04-10,23.505684
1978-04-11,29.083105
1978-04-12,41.327408
1978-04-13,41.950848
1978-04-14,39.449852
1978-04-15,34.349998
1978-04-16,55.305080
1978-04-17,60.400391
1978-04-18,47.665634
1978-04-19,45.097164
1978-04-20,43.201214
1978-04-21,40.989223
1978-04-22,44.295601
1978-04-23,30.076746
1978-04-24,30.031221
1978-04-25,30.922974
1978-04-26,34.315876
1978-04-27,30.253347
1978-04-28,27.110409
1978-04-29,28.143063
1978-04-30,39.349422
1978-05-01,40.704506
1978-05-02,46.523022
1978-05-03,48.415112
1978-05-04,49.035576
1978-05-05,47.752468
1978-05-06,37.589573
1978-05-07,35.509369
1978-05-08,28.987429
1978-05-09,25.565552
1978-05-10,21.952232
1978-05-11,18.906166
1978-05-12,16.707222
1978-05-13,15.339763
1978-05-14,16.615709
1978-05-15,21.812382
1978-05-16,35.734402
1978-05-17,40.757679
1978-05-18,37.328678
1978-05-19,39.594791
1978-05-20,38.950695
1978-05-21,47.705784
1978-05-22,53.585648
1978-05-23,49.279644
1978-05-24,38.864326
1978-05-25,37.057213
1978-05-26,37.760887
1978-05-27,39.341915
1978-05-28,37.062183
1978-05-29,32.744297
1978-05-30,29.924221
1978-05-31,33.138348
1978-06-01,40.400860
1978-06-02,49.885563
1978-06-03,44.184746
1978-06-04,40.998390
1978-06-05,36.369286
1978-06-06,35.080940
1978-06-07,39.021271
1978-06-08,39.919773
1978-06-09,40.507637
1978-06-10,55.086025
1978-06-11,55.154659
1978-06-12,50.582184
1978-06-13,49.459156
1978-06-14,50.251282
1978-06-15,57.687603
1978-06-16,67.570503
1978-06-17,80.379089
1978-06-18,63.032722
1978-06-19,58.938625
1978-06-20,50.932976
1978-06-21,49.477676
1978-06-22,48.170345
1978-06-23,50.622910
1978-06-24,54.007469
1978-06-25,56.245075
1978-06-26,56.307747
1978-06-27,52.546616
1978-06-28,49.903454
1978-06-29,45.707893
1978-06-30,49.355927
1978-07-01,49.365471
1978-07-02,47.700100
1978-07-03,47.205639
1978-07-04,44.215355
1978-07-05,44.907196
1978-07-06,46.973366
1978-07-07,64.887932
1978-07-08,61.389526
1978-07-09,57.643440
1978-07-10,56.292175
1978-07-11,49.376614
1978-07-12,41.723885
1978-07-13,35.068298
1978-07-14,33.373215
1978-07-15,32.251019
1978-07-16,35.758247
1978-07-17,37.217144
1978-07-18,33.772739
1978-07-19,33.973747
1978-07-20,38.658455
1978-07-21,48.374619
1978-07-22,42.014896
1978-07-23,43.380119
1978-07-24,43.965729
1978-07-25,45.136871
1978-07-26,39.426384
1978-07-27,37.592842
1978-07-28,33.353676
1978-07-29,29.511070
1978-07-30,25.852898
1978-07-31,26.553160
1978-08-01,27.197266
1978-08-02,32.118706
1978-08-03,36.953003
1978-08-04,34.654892
1978-08-05,32.796978
1978-08-06,31.015589
1978-08-07,28.543880
1978-08-08,26.942356
1978-08-09,29.113075
1978-08-10,24.916346
1978-08-11,22.150036
1978-08-12,19.204266
1978-08-13,23.127548
1978-08-14,25.778913
1978-08-15,29.042440
1978-08-16,27.955969
1978-08-17,25.824911
1978-08-18,29.168699
1978-08-19,32.563293
1978-08-20,34.110424
1978-08-21,35.705753
1978-08-22,36.624802
1978-08-23,41.005688
1978-08-24,40.897461
1978-08-25,40.447990
1978-08-26,38.452042
1978-08-27,39.999241
1978-08-28,38.107903
1978-08-29,36.935780
1978-08-30,38.398590
1978-08-31,38.169567
1978-09-01,31.664654
1978-09-02,28.236116
1978-09-03,29.543463
1978-09-04,32.054176
1978-09-05,33.306202
1978-09-06,31.269152
1978-09-07,29.729815
1978-09-08,32.060047
1978-09-09,36.690598
1978-09-10,37.192490
1978-09-11,34.191772
1978-09-12,33.379299
1978-09-13,34.101234
1978-09-14,34.568722
1978-09-15,32.110664
1978-09-16,32.069649
1978-09-17,42.809231
1978-09-18,56.499512
1978-09-19,40.339874
1978-09-20,31.895699
1978-09-21,45.387142
1978-09-22,42.924034
1978-09-23,45.015381
1978-09-24,47.911953
1978-09-25,34.000103
1978-09-26,30.028938
1978-09-27,30.826450
1978-09-28,42.225826
1978-09-29,47.845566
1978-09-30,49.722767
1978-10-01,44.696472
1978-10-02,42.204823
1978-10-03,39.987202
1978-10-04,39.511101
1978-10-05,40.673389
1978-10-06,41.208492
1978-10-07,38.217426
1978-10-08,35.564384
1978-10-09,33.429043
1978-10-10,34.790115
1978-10-11,34.446190
1978-10-12,28.341520
1978-10-13,28.463932
1978-10-14,29.279570
1978-10-15,30.260702
1978-10-16,34.211109
1978-10-17,53.135616
1978-10-18,47.572174
1978-10-19,48.889023
1978-10-20,53.221237
1978-10-21,53.538578
1978-10-22,50.721836
1978-10-23,43.556610
1978-10-24,40.394829
1978-10-25,39.517010
1978-10-26,38.606068
1978-10-27,40.702740
1978-10-28,34.248005
1978-10-29,30.089941
1978-10-30,32.591099
1978-10-31,44.886478
1978-11-01,56.331406
1978-11-02,49.487591
1978-11-03,47.691444
1978-11-04,38.721691
1978-11-05,42.783417
1978-11-06,58.682693
1978-11-07,65.175461
1978-11-08,44.811733
1978-11-09,46.357903
1978-11-10,48.826183
1978-11-11,52.248402
1978-11-12,26.238708
1978-11-13,24.083443
1978-11-14,25.643684
1978-11-15,30.378756
1978-11-16,33.513088
1978-11-17,42.638981
1978-11-18,48.415821
1978-11-19,67.967636
1978-11-20,64.536240
1978-11-21,50.484837
1978-11-22,39.616734
1978-11-23,39.716888
1978-11-24,44.115788
1978-11-25,51.208138
1978-11-26,48.156555
1978-11-27,45.576801
1978-11-28,51.640198
1978-11-29,55.339958
1978-11-30,59.161690
1978-12-01,58.700619
1978-12-02,38.290932
1978-12-03,29.429726
1978-12-04,36.879963
1978-12-05,32.478313
1978-12-06,28.940067
1978-12-07,39.687267
1978-12-08,48.515263
1978-12-09,46.944309
1978-12-10,25.477388
1978-12-11,24.815598
1978-12-12,19.426058
1978-12-13,22.215933
1978-12-14,27.137644
1978-12-15,35.148357
1978-12-16,30.571127
1978-12-17,35.329086
1978-12-18,28.281137
1978-12-19,25.487291
1978-12-20,19.021044
1978-12-21,12.037512
1978-12-22,16.679049
1978-12-23,18.620228
1978-12-24,17.310209
1978-12-25,19.211906
1978-12-26,21.334124
1978-12-27,20.159117
1978-12-28,20.564173
1978-12-29,21.762430
1978-12-30,23.718151
1978-12-31,19.462025
1979-01-01,23.637259
1979-01-02,24.446253
1979-01-03,24.951580
1979-01-04,22.753475
1979-01-05,22.908833
1979-01-06,26.957441
1979-01-07,28.123947
1979-01-08,47.825756
1979-01-09,28.419098
1979-01-10,26.604395
1979-01-11,33.179268
1979-01-12,30.386324
1979-01-13,28.402319
1979-01-14,27.447565
1979-01-15,22.028458
1979-01-16,20.388981
1979-01-17,24.402197
1979-01-18,15.652926
1979-01-19,13.373004
1979-01-20,16.643694
1979-01-21,17.962650
1979-01-22,18.524963
1979-01-23,15.747206
1979-01-24,13.115098
1979-01-25,8.930654
1979-01-26,8.915742
1979-01-27,11.028749
1979-01-28,19.289381
1979-01-29,19.023951
1979-01-30,14.914156
1979-01-31,16.322952
1979-02-01,15.472721
1979-02-02,14.884419
1979-02-03,20.392990
1979-02-04,22.064697
1979-02-05,19.073086
1979-02-06,21.356947
1979-02-07,24.964365
1979-02-08,21.331667
1979-02-09,24.545221
1979-02-10,25.232615
1979-02-11,22.809767
1979-02-12,24.471123
1979-02-13,25.250719
1979-02-14,56.593292
1979-02-15,39.701214
1979-02-16,34.867542
1979-02-17,41.441681
1979-02-18,34.709892
