#Variables:
#rhsmax_bcc-csm1-1_rcp45(%):Surface Daily Maximum Relative Humidity
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rhsmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rhsmax_bcc-csm1-1_rcp45(%)"
2050-02-07,61.966816
2050-02-08,58.527958
2050-02-09,58.169388
2050-02-10,61.338531
2050-02-11,57.816433
2050-02-12,60.052608
2050-02-13,51.520214
2050-02-14,54.422535
2050-02-15,91.100204
2050-02-16,100.000000
2050-02-17,100.000000
2050-02-18,99.833511
2050-02-19,100.000000
2050-02-20,100.000000
2050-02-21,99.789009
2050-02-22,100.000000
2050-02-23,99.885513
2050-02-24,99.836151
2050-02-25,99.908867
2050-02-26,100.000000
2050-02-27,88.414124
2050-02-28,89.748268
2050-03-01,64.847977
2050-03-02,77.948906
2050-03-03,86.452171
2050-03-04,74.453903
2050-03-05,74.952316
2050-03-06,93.316772
2050-03-07,99.564262
2050-03-08,90.013802
2050-03-09,84.538193
2050-03-10,100.000000
2050-03-11,100.000000
2050-03-12,99.418427
2050-03-13,99.342201
2050-03-14,99.199707
2050-03-15,99.804848
2050-03-16,84.481125
2050-03-17,93.633629
2050-03-18,98.335297
2050-03-19,99.437218
2050-03-20,94.241310
2050-03-21,84.265755
2050-03-22,72.050987
2050-03-23,73.833862
2050-03-24,68.881500
2050-03-25,85.299919
2050-03-26,94.520805
2050-03-27,59.114697
2050-03-28,73.896301
2050-03-29,64.080284
2050-03-30,93.022507
2050-03-31,99.975754
2050-04-01,48.926952
2050-04-02,68.967041
2050-04-03,52.033134
2050-04-04,61.261677
2050-04-05,81.318214
2050-04-06,93.622620
2050-04-07,67.257957
2050-04-08,45.753994
2050-04-09,68.958351
2050-04-10,79.528786
2050-04-11,63.300751
2050-04-12,48.346096
2050-04-13,63.120281
2050-04-14,65.955688
2050-04-15,64.811409
2050-04-16,71.297668
2050-04-17,98.502129
2050-04-18,99.137489
2050-04-19,99.324638
2050-04-20,82.437424
2050-04-21,97.670685
2050-04-22,97.872833
2050-04-23,99.128235
2050-04-24,99.616264
2050-04-25,99.650131
2050-04-26,99.205437
2050-04-27,78.251945
2050-04-28,59.156746
2050-04-29,59.558308
2050-04-30,99.301414
2050-05-01,99.616951
2050-05-02,94.880623
2050-05-03,96.415794
2050-05-04,99.580132
2050-05-05,86.155067
2050-05-06,89.994377
2050-05-07,99.864342
2050-05-08,95.223145
2050-05-09,96.017838
2050-05-10,99.608620
2050-05-11,99.581657
2050-05-12,99.768372
2050-05-13,89.234207
2050-05-14,99.520561
2050-05-15,99.907356
2050-05-16,99.255005
2050-05-17,93.177956
2050-05-18,93.856644
2050-05-19,83.589020
2050-05-20,96.313759
2050-05-21,98.584961
2050-05-22,99.509003
2050-05-23,98.892929
2050-05-24,77.264130
2050-05-25,78.527771
2050-05-26,95.109497
2050-05-27,99.182686
2050-05-28,94.967308
2050-05-29,96.192825
2050-05-30,98.889091
2050-05-31,75.049492
2050-06-01,48.259243
2050-06-02,52.006886
2050-06-03,76.275497
2050-06-04,92.734879
2050-06-05,92.750900
2050-06-06,91.451256
2050-06-07,88.879570
2050-06-08,97.778076
2050-06-09,93.175690
2050-06-10,90.685867
2050-06-11,81.312393
2050-06-12,79.515678
2050-06-13,83.213806
2050-06-14,89.336853
2050-06-15,95.042892
2050-06-16,92.299080
2050-06-17,93.616974
2050-06-18,96.566536
2050-06-19,93.144211
2050-06-20,96.528931
2050-06-21,96.992027
2050-06-22,93.514420
2050-06-23,94.108154
2050-06-24,93.819176
2050-06-25,96.852570
2050-06-26,97.727867
2050-06-27,96.790054
2050-06-28,96.836823
2050-06-29,96.787064
2050-06-30,98.177383
2050-07-01,98.490257
2050-07-02,97.325706
2050-07-03,98.171265
2050-07-04,98.125214
2050-07-05,96.982208
2050-07-06,95.507072
2050-07-07,95.808029
2050-07-08,94.804230
2050-07-09,97.025040
2050-07-10,95.227654
2050-07-11,96.968956
2050-07-12,96.107407
2050-07-13,95.849960
2050-07-14,96.141083
2050-07-15,86.705559
2050-07-16,80.635948
2050-07-17,76.206581
2050-07-18,81.697342
2050-07-19,82.010071
2050-07-20,92.390060
2050-07-21,95.354752
2050-07-22,95.385002
2050-07-23,94.148766
2050-07-24,94.850891
2050-07-25,93.076302
2050-07-26,92.974480
2050-07-27,90.466637
2050-07-28,90.304092
2050-07-29,82.020119
2050-07-30,84.272797
2050-07-31,91.595543
2050-08-01,77.741890
2050-08-02,67.130501
2050-08-03,70.446487
2050-08-04,92.836418
2050-08-05,94.917297
2050-08-06,95.151489
2050-08-07,94.932343
2050-08-08,77.794121
2050-08-09,64.156349
2050-08-10,68.395439
2050-08-11,86.240181
2050-08-12,76.872375
2050-08-13,70.693382
2050-08-14,69.432281
2050-08-15,84.151123
2050-08-16,96.507751
2050-08-17,97.408340
2050-08-18,95.432159
2050-08-19,96.571831
2050-08-20,98.696144
2050-08-21,98.805908
2050-08-22,98.832466
2050-08-23,98.776474
2050-08-24,98.849632
2050-08-25,98.860947
2050-08-26,98.736427
2050-08-27,98.883202
2050-08-28,98.681587
2050-08-29,97.994644
2050-08-30,96.946129
2050-08-31,98.114830
2050-09-01,99.067902
2050-09-02,99.007751
2050-09-03,99.109024
2050-09-04,99.214432
2050-09-05,98.905724
2050-09-06,99.066498
2050-09-07,99.142448
2050-09-08,99.054146
2050-09-09,99.158669
2050-09-10,98.956848
2050-09-11,99.182961
2050-09-12,98.877831
2050-09-13,99.421402
2050-09-14,99.567207
2050-09-15,99.557060
2050-09-16,99.441208
2050-09-17,99.481689
2050-09-18,99.593460
2050-09-19,99.462143
2050-09-20,99.496208
2050-09-21,99.573883
2050-09-22,99.531197
2050-09-23,99.477043
2050-09-24,99.582809
2050-09-25,99.521828
2050-09-26,99.549942
2050-09-27,98.852547
2050-09-28,99.006378
2050-09-29,99.742081
2050-09-30,99.262611
2050-10-01,99.524765
2050-10-02,99.913002
2050-10-03,99.746567
2050-10-04,94.234993
2050-10-05,66.295860
2050-10-06,58.788811
2050-10-07,60.668224
2050-10-08,69.973770
2050-10-09,93.326691
2050-10-10,99.530724
2050-10-11,99.449112
2050-10-12,99.482208
2050-10-13,100.000000
2050-10-14,94.528748
2050-10-15,90.256195
2050-10-16,86.858315
2050-10-17,100.000000
2050-10-18,99.997238
2050-10-19,100.000000
2050-10-20,99.958595
2050-10-21,99.942039
2050-10-22,99.948265
2050-10-23,100.000000
2050-10-24,100.000000
2050-10-25,100.000000
2050-10-26,100.000000
2050-10-27,100.000000
2050-10-28,96.585251
2050-10-29,94.463516
2050-10-30,90.635040
2050-10-31,100.000000
2050-11-01,76.236420
2050-11-02,62.209858
2050-11-03,59.878555
2050-11-04,64.693649
2050-11-05,75.975357
2050-11-06,83.039909
2050-11-07,77.047882
2050-11-08,81.650009
2050-11-09,86.749763
2050-11-10,99.960915
2050-11-11,98.733887
2050-11-12,99.959396
2050-11-13,100.000000
2050-11-14,99.956490
2050-11-15,99.988091
2050-11-16,100.000000
2050-11-17,100.000000
2050-11-18,97.219627
2050-11-19,100.000000
2050-11-20,99.990891
2050-11-21,99.989342
2050-11-22,99.972870
2050-11-23,100.000000
2050-11-24,99.956284
2050-11-25,97.255630
2050-11-26,99.979538
2050-11-27,92.743240
2050-11-28,88.183670
2050-11-29,84.847404
2050-11-30,78.387260
2050-12-01,93.196198
2050-12-02,99.979691
2050-12-03,94.730949
2050-12-04,78.700180
2050-12-05,75.698013
2050-12-06,66.035583
2050-12-07,66.067398
2050-12-08,81.345367
2050-12-09,76.518188
2050-12-10,74.209846
2050-12-11,70.851807
2050-12-12,99.302734
2050-12-13,76.248993
2050-12-14,95.317848
2050-12-15,98.902023
2050-12-16,100.000000
2050-12-17,100.000000
2050-12-18,71.396744
2050-12-19,100.000000
2050-12-20,100.000000
2050-12-21,86.534660
2050-12-22,87.749741
2050-12-23,100.000000
2050-12-24,95.950066
2050-12-25,100.000000
2050-12-26,77.096436
2050-12-27,96.146797
2050-12-28,95.630852
2050-12-29,83.999794
2050-12-30,86.536835
2050-12-31,78.730133
2051-01-01,90.129051
2051-01-02,83.216484
2051-01-03,88.298470
2051-01-04,99.622665
2051-01-05,100.000000
2051-01-06,99.828079
2051-01-07,100.000000
2051-01-08,99.778847
2051-01-09,100.000000
2051-01-10,91.180527
2051-01-11,100.000000
2051-01-12,99.992897
2051-01-13,99.490417
2051-01-14,99.632416
2051-01-15,93.006805
2051-01-16,99.988007
2051-01-17,99.926460
2051-01-18,98.908554
2051-01-19,100.000000
2051-01-20,99.970840
2051-01-21,99.972290
2051-01-22,99.966728
2051-01-23,99.931519
2051-01-24,86.146111
2051-01-25,100.000000
2051-01-26,100.000000
2051-01-27,95.304619
2051-01-28,99.911575
2051-01-29,100.000000
2051-01-30,98.625374
2051-01-31,99.487984
2051-02-01,88.552246
2051-02-02,77.798325
2051-02-03,85.391693
2051-02-04,78.107368
2051-02-05,75.193466
2051-02-06,71.225334
2051-02-07,87.309380
2051-02-08,69.301147
2051-02-09,72.118210
2051-02-10,70.449165
2051-02-11,50.194462
2051-02-12,62.006100
2051-02-13,89.590500
2051-02-14,98.863045
2051-02-15,86.624321
2051-02-16,90.446503
2051-02-17,82.868690
2051-02-18,79.515839
2051-02-19,73.335175
2051-02-20,62.831203
2051-02-21,57.735722
2051-02-22,59.899364
2051-02-23,35.985352
2051-02-24,41.056026
2051-02-25,59.691303
2051-02-26,68.655083
2051-02-27,99.797859
2051-02-28,100.000000
2051-03-01,90.191559
2051-03-02,99.045570
2051-03-03,87.672379
2051-03-04,97.069969
2051-03-05,97.965454
2051-03-06,95.348770
2051-03-07,90.564728
2051-03-08,86.361839
2051-03-09,57.132164
2051-03-10,56.636322
2051-03-11,48.666447
2051-03-12,78.846603
2051-03-13,68.517593
2051-03-14,57.780876
2051-03-15,90.568535
2051-03-16,91.092995
2051-03-17,98.848137
2051-03-18,94.443275
2051-03-19,99.002190
2051-03-20,59.426777
2051-03-21,62.407795
2051-03-22,65.723381
2051-03-23,72.348869
2051-03-24,77.641747
2051-03-25,85.835152
2051-03-26,97.296326
2051-03-27,70.578926
2051-03-28,78.208656
2051-03-29,92.705353
2051-03-30,41.897156
2051-03-31,60.641220
2051-04-01,60.064156
2051-04-02,68.007072
2051-04-03,61.171780
2051-04-04,58.618748
2051-04-05,47.747864
2051-04-06,45.558861
2051-04-07,93.635841
2051-04-08,99.195427
2051-04-09,90.599983
2051-04-10,80.220940
2051-04-11,69.133095
2051-04-12,80.580185
2051-04-13,97.620705
2051-04-14,98.601662
2051-04-15,92.522362
2051-04-16,97.677505
2051-04-17,88.053230
2051-04-18,94.244965
2051-04-19,92.955498
2051-04-20,99.157471
2051-04-21,99.129272
2051-04-22,99.120293
2051-04-23,81.642082
2051-04-24,69.418793
2051-04-25,99.161087
2051-04-26,55.082714
2051-04-27,62.134377
2051-04-28,70.829552
2051-04-29,89.998207
2051-04-30,99.167015
2051-05-01,99.660133
2051-05-02,99.487129
2051-05-03,88.121857
2051-05-04,99.742920
2051-05-05,74.801376
2051-05-06,69.181976
2051-05-07,92.613197
2051-05-08,99.680275
2051-05-09,99.515022
2051-05-10,99.553795
2051-05-11,99.440407
2051-05-12,99.563416
2051-05-13,99.742798
2051-05-14,92.860062
2051-05-15,94.186798
2051-05-16,99.302513
2051-05-17,99.164627
2051-05-18,99.387695
2051-05-19,98.593781
2051-05-20,99.280045
2051-05-21,88.970299
2051-05-22,60.987465
2051-05-23,40.035686
2051-05-24,35.314091
2051-05-25,52.411068
2051-05-26,99.219025
2051-05-27,93.265137
2051-05-28,90.706154
2051-05-29,96.693954
2051-05-30,97.045975
2051-05-31,89.909721
2051-06-01,98.576324
2051-06-02,96.577095
2051-06-03,94.327652
2051-06-04,92.353447
2051-06-05,96.567833
2051-06-06,93.496338
2051-06-07,98.531891
2051-06-08,96.845200
2051-06-09,81.265327
2051-06-10,80.797501
2051-06-11,98.426239
2051-06-12,97.905045
2051-06-13,97.821106
2051-06-14,98.075668
2051-06-15,95.874092
2051-06-16,92.178864
2051-06-17,90.908493
2051-06-18,91.962212
2051-06-19,96.631554
2051-06-20,96.534927
2051-06-21,96.568947
2051-06-22,96.563332
2051-06-23,96.567451
2051-06-24,96.640297
2051-06-25,96.709930
2051-06-26,96.558273
2051-06-27,96.658089
2051-06-28,93.858856
2051-06-29,84.781723
2051-06-30,74.932854
2051-07-01,95.729782
2051-07-02,98.205399
2051-07-03,95.956543
2051-07-04,94.422714
2051-07-05,96.003479
2051-07-06,96.180695
2051-07-07,94.587769
2051-07-08,95.872475
2051-07-09,95.190575
2051-07-10,95.091331
2051-07-11,96.017815
2051-07-12,98.006393
2051-07-13,98.176537
2051-07-14,98.091499
2051-07-15,98.560913
2051-07-16,98.283272
2051-07-17,98.577835
2051-07-18,98.483559
2051-07-19,98.460602
2051-07-20,98.593048
2051-07-21,98.674919
2051-07-22,98.205460
2051-07-23,96.982346
2051-07-24,97.166603
2051-07-25,96.521683
2051-07-26,95.408546
2051-07-27,96.039543
2051-07-28,95.495575
2051-07-29,95.828964
2051-07-30,92.444962
2051-07-31,95.050728
2051-08-01,95.164108
2051-08-02,95.504120
2051-08-03,89.984680
2051-08-04,84.008705
2051-08-05,91.899231
2051-08-06,93.943642
2051-08-07,94.918152
2051-08-08,85.474297
2051-08-09,81.723846
2051-08-10,76.330215
2051-08-11,76.850052
2051-08-12,74.051842
2051-08-13,69.427261
2051-08-14,55.974850
2051-08-15,69.919868
2051-08-16,82.402168
2051-08-17,89.050194
2051-08-18,94.109276
2051-08-19,96.601723
2051-08-20,94.102051
2051-08-21,90.005402
2051-08-22,88.869194
2051-08-23,86.593239
2051-08-24,88.654099
2051-08-25,85.818878
2051-08-26,85.486725
2051-08-27,83.373428
2051-08-28,82.139153
2051-08-29,81.245598
2051-08-30,85.355896
2051-08-31,88.047188
2051-09-01,82.846474
2051-09-02,83.505745
2051-09-03,87.853912
2051-09-04,81.975388
2051-09-05,83.652184
2051-09-06,91.050453
2051-09-07,94.646683
2051-09-08,92.690620
2051-09-09,88.162079
2051-09-10,90.935799
2051-09-11,98.394119
2051-09-12,97.670448
2051-09-13,97.971397
2051-09-14,95.328018
2051-09-15,96.692841
2051-09-16,99.281776
2051-09-17,92.829773
2051-09-18,94.564850
2051-09-19,93.113884
2051-09-20,93.442894
2051-09-21,97.168671
2051-09-22,98.288933
2051-09-23,79.880791
2051-09-24,67.168434
2051-09-25,69.054520
2051-09-26,69.563698
2051-09-27,70.573036
2051-09-28,98.228683
2051-09-29,99.913475
2051-09-30,99.263634
2051-10-01,97.034660
2051-10-02,84.034981
2051-10-03,99.805626
2051-10-04,99.937531
2051-10-05,99.941299
2051-10-06,99.859100
2051-10-07,99.965942
2051-10-08,99.910583
2051-10-09,99.762947
2051-10-10,98.369850
2051-10-11,82.200928
2051-10-12,70.736214
2051-10-13,67.519958
2051-10-14,65.818230
2051-10-15,74.192154
2051-10-16,91.197777
2051-10-17,100.000000
2051-10-18,92.286087
2051-10-19,98.390434
2051-10-20,100.000000
2051-10-21,100.000000
2051-10-22,99.662971
2051-10-23,99.922394
2051-10-24,100.000000
2051-10-25,100.000000
2051-10-26,100.000000
2051-10-27,100.000000
2051-10-28,94.889931
2051-10-29,63.645050
2051-10-30,84.250931
2051-10-31,99.853836
2051-11-01,75.411003
2051-11-02,99.945198
2051-11-03,100.000000
2051-11-04,99.988274
2051-11-05,99.971138
2051-11-06,100.000000
2051-11-07,99.969276
2051-11-08,100.000000
2051-11-09,100.000000
2051-11-10,99.968102
2051-11-11,100.000000
2051-11-12,98.880142
2051-11-13,100.000000
2051-11-14,100.000000
2051-11-15,90.329643
2051-11-16,97.700645
2051-11-17,100.000000
2051-11-18,100.000000
2051-11-19,97.495796
2051-11-20,98.732063
2051-11-21,99.901077
2051-11-22,99.984657
2051-11-23,99.416153
2051-11-24,100.000000
2051-11-25,99.990761
2051-11-26,100.000000
2051-11-27,92.489151
2051-11-28,78.258789
2051-11-29,77.617294
2051-11-30,71.525017
2051-12-01,78.117493
2051-12-02,69.658669
2051-12-03,64.938942
2051-12-04,60.747990
2051-12-05,65.408211
2051-12-06,30.103197
2051-12-07,37.275990
2051-12-08,40.491318
2051-12-09,41.098309
2051-12-10,40.044144
2051-12-11,36.931244
2051-12-12,34.303566
2051-12-13,38.900246
2051-12-14,58.235851
2051-12-15,81.977791
2051-12-16,81.067627
2051-12-17,100.000000
2051-12-18,99.984428
2051-12-19,100.000000
2051-12-20,99.981148
2051-12-21,99.977715
2051-12-22,100.000000
2051-12-23,100.000000
2051-12-24,94.621483
2051-12-25,89.461555
2051-12-26,87.659805
2051-12-27,83.461662
2051-12-28,100.000000
2051-12-29,100.000000
2051-12-30,100.000000
2051-12-31,82.679970
2052-01-01,97.809784
2052-01-02,99.599297
2052-01-03,99.476181
2052-01-04,96.242432
2052-01-05,99.675537
2052-01-06,92.181396
2052-01-07,90.806847
2052-01-08,82.728516
2052-01-09,80.642807
2052-01-10,88.832939
2052-01-11,80.869812
2052-01-12,99.293610
2052-01-13,99.983337
2052-01-14,99.726639
2052-01-15,77.220482
2052-01-16,89.354637
2052-01-17,99.877525
2052-01-18,99.977097
2052-01-19,100.000000
2052-01-20,99.960487
2052-01-21,99.906540
2052-01-22,99.899673
2052-01-23,96.249908
2052-01-24,100.000000
2052-01-25,100.000000
2052-01-26,100.000000
2052-01-27,99.903893
2052-01-28,100.000000
2052-01-29,92.404442
2052-01-30,81.677887
2052-01-31,76.103172
2052-02-01,75.514404
2052-02-02,73.350365
2052-02-03,73.645554
2052-02-04,86.652977
2052-02-05,62.708267
2052-02-06,99.553215
2052-02-07,99.946014
2052-02-08,99.988632
2052-02-09,99.554939
2052-02-10,99.926918
2052-02-11,99.846611
2052-02-12,79.349884
2052-02-13,69.066437
2052-02-14,63.588581
2052-02-15,61.962791
2052-02-16,63.159874
2052-02-17,100.000000
2052-02-18,100.000000
2052-02-19,81.796577
2052-02-20,51.481743
2052-02-21,62.068569
2052-02-22,58.484554
2052-02-23,66.730148
2052-02-24,54.707115
2052-02-25,43.640770
2052-02-26,65.758804
2052-02-27,99.988922
2052-02-28,92.360756
2052-02-29,83.908051
2052-03-01,75.455345
2052-03-02,84.728943
2052-03-03,88.097031
2052-03-04,99.897049
2052-03-05,84.633270
2052-03-06,57.185947
2052-03-07,59.707615
2052-03-08,90.110184
2052-03-09,78.168312
2052-03-10,74.524826
2052-03-11,75.430359
2052-03-12,76.781204
2052-03-13,82.995857
2052-03-14,60.408859
2052-03-15,61.039181
2052-03-16,74.553230
2052-03-17,50.735416
2052-03-18,47.501316
2052-03-19,64.521568
2052-03-20,51.493248
2052-03-21,56.548393
2052-03-22,51.335991
2052-03-23,65.627533
2052-03-24,99.372208
2052-03-25,98.283180
2052-03-26,79.247017
2052-03-27,75.660072
2052-03-28,78.662552
2052-03-29,97.610245
2052-03-30,61.895851
2052-03-31,34.943092
2052-04-01,51.536392
2052-04-02,69.175667
2052-04-03,90.685791
2052-04-04,92.157326
2052-04-05,98.703598
2052-04-06,98.615784
2052-04-07,95.594978
2052-04-08,89.087067
2052-04-09,83.514786
2052-04-10,91.342186
2052-04-11,80.732231
2052-04-12,83.844551
2052-04-13,94.289276
2052-04-14,93.150040
2052-04-15,88.882545
2052-04-16,99.331207
2052-04-17,99.658646
2052-04-18,99.665001
2052-04-19,99.663841
2052-04-20,99.609657
2052-04-21,99.278664
2052-04-22,99.638885
2052-04-23,99.493881
2052-04-24,99.530640
2052-04-25,99.513695
2052-04-26,99.314514
2052-04-27,99.138756
2052-04-28,98.631599
2052-04-29,99.294594
2052-04-30,98.993698
2052-05-01,99.656555
2052-05-02,99.648109
2052-05-03,99.657898
2052-05-04,99.881424
2052-05-05,99.655281
2052-05-06,99.700043
2052-05-07,99.660690
2052-05-08,99.692772
2052-05-09,99.654205
2052-05-10,99.779259
2052-05-11,99.682198
2052-05-12,99.649429
2052-05-13,99.634850
2052-05-14,99.525444
2052-05-15,99.653175
2052-05-16,99.362724
2052-05-17,99.315598
2052-05-18,99.550591
2052-05-19,99.514915
2052-05-20,99.592850
2052-05-21,99.389572
2052-05-22,99.309799
2052-05-23,99.412979
2052-05-24,94.500679
2052-05-25,93.041641
2052-05-26,99.389923
2052-05-27,99.490387
2052-05-28,99.170792
2052-05-29,99.429802
2052-05-30,99.551300
2052-05-31,98.552666
2052-06-01,98.741394
2052-06-02,98.410416
2052-06-03,99.020630
2052-06-04,98.923592
2052-06-05,98.293213
2052-06-06,98.951782
2052-06-07,98.889549
2052-06-08,94.364861
2052-06-09,93.392502
2052-06-10,97.777603
2052-06-11,98.458801
2052-06-12,98.682266
2052-06-13,97.817894
2052-06-14,98.054634
2052-06-15,96.619141
2052-06-16,96.531952
2052-06-17,96.606102
2052-06-18,96.526009
2052-06-19,96.605270
2052-06-20,95.027580
2052-06-21,92.752510
2052-06-22,84.449074
2052-06-23,95.139977
2052-06-24,96.665810
2052-06-25,96.546738
2052-06-26,96.564896
2052-06-27,96.661407
2052-06-28,96.164330
2052-06-29,94.906128
2052-06-30,95.827995
2052-07-01,94.423309
2052-07-02,88.467575
2052-07-03,87.653839
2052-07-04,84.048592
2052-07-05,85.875938
2052-07-06,94.570778
2052-07-07,96.154259
2052-07-08,97.571579
2052-07-09,98.444832
2052-07-10,96.001389
2052-07-11,96.055977
2052-07-12,96.466927
2052-07-13,96.833542
2052-07-14,97.021950
2052-07-15,95.337784
2052-07-16,94.429260
2052-07-17,94.693977
2052-07-18,91.515724
2052-07-19,86.623512
2052-07-20,83.507584
2052-07-21,85.961594
2052-07-22,89.134529
2052-07-23,95.316528
2052-07-24,96.061386
2052-07-25,93.556305
2052-07-26,89.178757
2052-07-27,83.235764
2052-07-28,81.733681
2052-07-29,91.041626
2052-07-30,88.480789
2052-07-31,85.698891
2052-08-01,94.057327
2052-08-02,93.932877
2052-08-03,94.618416
2052-08-04,85.024879
2052-08-05,79.394753
2052-08-06,82.754822
2052-08-07,81.012306
2052-08-08,84.796898
2052-08-09,95.101700
2052-08-10,91.684692
2052-08-11,93.679779
2052-08-12,92.958054
2052-08-13,95.765045
2052-08-14,96.720001
2052-08-15,96.351944
2052-08-16,92.988167
2052-08-17,92.711273
2052-08-18,93.619713
2052-08-19,95.728180
2052-08-20,94.076248
2052-08-21,92.786728
2052-08-22,75.069176
2052-08-23,82.081787
2052-08-24,95.843681
2052-08-25,97.104622
2052-08-26,94.296730
2052-08-27,94.024620
2052-08-28,96.780197
2052-08-29,98.563385
2052-08-30,98.261093
2052-08-31,99.032700
2052-09-01,98.214203
2052-09-02,99.188866
2052-09-03,99.124969
2052-09-04,99.118813
2052-09-05,98.969620
2052-09-06,99.110710
2052-09-07,98.048431
2052-09-08,97.634628
2052-09-09,97.828522
2052-09-10,95.957191
2052-09-11,96.250603
2052-09-12,92.535187
2052-09-13,89.782310
2052-09-14,82.286354
2052-09-15,86.202324
2052-09-16,89.239586
2052-09-17,86.237480
2052-09-18,99.556358
2052-09-19,99.517937
2052-09-20,99.403069
2052-09-21,99.097893
2052-09-22,99.117775
2052-09-23,99.443863
2052-09-24,99.517761
2052-09-25,99.167084
2052-09-26,98.966736
2052-09-27,94.212563
2052-09-28,82.269676
2052-09-29,75.614227
2052-09-30,97.256432
2052-10-01,90.310226
2052-10-02,92.300575
2052-10-03,98.793152
2052-10-04,99.971092
2052-10-05,93.262688
2052-10-06,92.075089
2052-10-07,92.872269
2052-10-08,96.047867
2052-10-09,99.827660
2052-10-10,99.945869
2052-10-11,99.411285
2052-10-12,93.054161
2052-10-13,100.000000
2052-10-14,100.000000
2052-10-15,100.000000
2052-10-16,99.959358
2052-10-17,99.934319
2052-10-18,100.000000
2052-10-19,100.000000
2052-10-20,100.000000
2052-10-21,99.925293
2052-10-22,100.000000
2052-10-23,100.000000
2052-10-24,100.000000
2052-10-25,99.927048
2052-10-26,99.993469
2052-10-27,99.936623
2052-10-28,100.000000
2052-10-29,99.980698
2052-10-30,100.000000
2052-10-31,100.000000
2052-11-01,100.000000
2052-11-02,99.959183
2052-11-03,100.000000
2052-11-04,100.000000
2052-11-05,100.000000
2052-11-06,99.973419
2052-11-07,100.000000
2052-11-08,99.962791
2052-11-09,100.000000
2052-11-10,100.000000
2052-11-11,100.000000
2052-11-12,100.000000
2052-11-13,100.000000
2052-11-14,91.741905
2052-11-15,99.909836
2052-11-16,99.999046
2052-11-17,99.966690
2052-11-18,99.575569
2052-11-19,100.000000
2052-11-20,100.000000
2052-11-21,99.979187
2052-11-22,99.996590
2052-11-23,94.803726
2052-11-24,99.955559
2052-11-25,98.684647
2052-11-26,99.988152
2052-11-27,99.886192
2052-11-28,99.889435
2052-11-29,99.339981
2052-11-30,99.874786
2052-12-01,99.835190
2052-12-02,99.303436
2052-12-03,86.384392
2052-12-04,98.601028
2052-12-05,89.528725
2052-12-06,99.573151
2052-12-07,100.000000
2052-12-08,99.964256
2052-12-09,100.000000
2052-12-10,100.000000
2052-12-11,99.902061
2052-12-12,99.997276
2052-12-13,100.000000
2052-12-14,98.822914
2052-12-15,67.482590
2052-12-16,73.252365
2052-12-17,63.237255
2052-12-18,94.161285
2052-12-19,78.797058
2052-12-20,89.757965
2052-12-21,93.000435
2052-12-22,88.673309
2052-12-23,82.641266
2052-12-24,100.000000
2052-12-25,100.000000
2052-12-26,100.000000
2052-12-27,87.925591
2052-12-28,82.241402
2052-12-29,92.277710
2052-12-30,99.986305
2052-12-31,73.095604
2053-01-01,63.343941
2053-01-02,62.704807
2053-01-03,64.037270
2053-01-04,64.536781
2053-01-05,72.695015
2053-01-06,82.825157
2053-01-07,66.511978
2053-01-08,50.395088
2053-01-09,59.303474
2053-01-10,64.979248
2053-01-11,100.000000
2053-01-12,99.998535
2053-01-13,95.769508
2053-01-14,73.960129
2053-01-15,77.093330
2053-01-16,90.281197
2053-01-17,100.000000
2053-01-18,99.974991
2053-01-19,85.629509
2053-01-20,86.239464
2053-01-21,93.025490
2053-01-22,76.995705
2053-01-23,65.457962
2053-01-24,65.452843
2053-01-25,73.351227
2053-01-26,99.997131
2053-01-27,100.000000
2053-01-28,76.727180
2053-01-29,90.110596
2053-01-30,99.899582
2053-01-31,99.841988
2053-02-01,99.849197
2053-02-02,89.104347
2053-02-03,99.698250
2053-02-04,99.935181
2053-02-05,99.924698
2053-02-06,93.710342
2053-02-07,75.934158
2053-02-08,87.186264
2053-02-09,73.242462
2053-02-10,71.443329
2053-02-11,79.307587
2053-02-12,75.430359
2053-02-13,51.498287
2053-02-14,59.190639
2053-02-15,71.333366
2053-02-16,100.000000
2053-02-17,99.891083
2053-02-18,99.845062
2053-02-19,90.341408
2053-02-20,70.759888
2053-02-21,63.103870
2053-02-22,67.772499
2053-02-23,57.581608
2053-02-24,82.147331
2053-02-25,69.472206
2053-02-26,92.510559
2053-02-27,85.706627
2053-02-28,81.606750
2053-03-01,65.036118
2053-03-02,71.169617
2053-03-03,92.649246
2053-03-04,94.495636
2053-03-05,97.752129
2053-03-06,98.594688
2053-03-07,58.627831
2053-03-08,92.204224
2053-03-09,99.996803
2053-03-10,99.614822
2053-03-11,98.696220
2053-03-12,98.942688
2053-03-13,76.359993
2053-03-14,73.644676
2053-03-15,87.041725
2053-03-16,93.899330
2053-03-17,87.418762
2053-03-18,81.872704
2053-03-19,87.406776
2053-03-20,99.633560
2053-03-21,76.998672
2053-03-22,94.281013
2053-03-23,89.279907
2053-03-24,72.230331
2053-03-25,62.833981
2053-03-26,57.198380
2053-03-27,64.464844
2053-03-28,75.120590
2053-03-29,57.565880
