#Variables:
#uas_bcc-csm1-1_historical(ms-1):Eastward Wind
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_uas_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,uas_bcc-csm1-1_historical(ms-1)"
1979-02-22,-3.964777
1979-02-23,1.658861
1979-02-24,5.239591
1979-02-25,2.408125
1979-02-26,1.610688
1979-02-27,-2.889729
1979-02-28,-1.426346
1979-03-01,1.786008
1979-03-02,-1.402974
1979-03-03,-4.742593
1979-03-04,-1.365042
1979-03-05,-2.584899
1979-03-06,0.085170
1979-03-07,-4.774026
1979-03-08,-1.769927
1979-03-09,-1.174234
1979-03-10,-2.101497
1979-03-11,-0.734160
1979-03-12,-0.000006
1979-03-13,-0.308460
1979-03-14,0.666462
1979-03-15,-1.955426
1979-03-16,-3.049591
1979-03-17,-3.932019
1979-03-18,1.675636
1979-03-19,0.900307
1979-03-20,0.824048
1979-03-21,-2.805136
1979-03-22,-2.153307
1979-03-23,-1.678161
1979-03-24,3.150050
1979-03-25,-0.689358
1979-03-26,0.444974
1979-03-27,1.753295
1979-03-28,-2.460550
1979-03-29,-3.390542
1979-03-30,1.673098
1979-03-31,0.292326
1979-04-01,-6.464294
1979-04-02,-0.403828
1979-04-03,2.974023
1979-04-04,-4.706985
1979-04-05,-1.890207
1979-04-06,2.567884
1979-04-07,-3.022691
1979-04-08,-6.671679
1979-04-09,-0.616874
1979-04-10,4.804681
1979-04-11,-0.599579
1979-04-12,-5.093204
1979-04-13,-3.393364
1979-04-14,-1.000883
1979-04-15,0.673705
1979-04-16,-5.097145
1979-04-17,-3.942901
1979-04-18,-1.945555
1979-04-19,-0.973082
1979-04-20,0.494755
1979-04-21,3.308242
1979-04-22,2.001184
1979-04-23,-1.552646
1979-04-24,-4.947653
1979-04-25,-6.274114
1979-04-26,-2.619999
1979-04-27,-4.347867
1979-04-28,-4.966735
1979-04-29,-2.132937
1979-04-30,0.139024
1979-05-01,-1.144595
1979-05-02,-5.749270
1979-05-03,-4.378788
1979-05-04,-4.638707
1979-05-05,-3.628087
1979-05-06,-3.244782
1979-05-07,-2.007722
1979-05-08,-1.084252
1979-05-09,-0.876786
1979-05-10,-0.829817
1979-05-11,-0.802864
1979-05-12,-1.619376
1979-05-13,-1.804969
1979-05-14,-2.100506
1979-05-15,-2.467679
1979-05-16,-2.206783
1979-05-17,-1.579501
1979-05-18,-1.789595
1979-05-19,-3.486891
1979-05-20,-4.303027
1979-05-21,-2.967396
1979-05-22,-2.528727
1979-05-23,-2.735108
1979-05-24,-1.595862
1979-05-25,-0.634296
1979-05-26,-0.664436
1979-05-27,-2.976125
1979-05-28,-3.370196
1979-05-29,-2.879947
1979-05-30,-2.832882
1979-05-31,-1.320217
1979-06-01,0.679157
1979-06-02,-1.627645
1979-06-03,-4.618897
1979-06-04,-3.096313
1979-06-05,-4.297383
1979-06-06,-1.072082
1979-06-07,-2.255263
1979-06-08,-2.007567
1979-06-09,-2.310493
1979-06-10,-1.618541
1979-06-11,-1.650565
1979-06-12,-2.515466
1979-06-13,-1.663886
1979-06-14,-1.140121
1979-06-15,-1.009992
1979-06-16,-2.063854
1979-06-17,-2.660438
1979-06-18,-2.566688
1979-06-19,-2.518807
1979-06-20,-2.622495
1979-06-21,-2.769118
1979-06-22,-3.185936
1979-06-23,-3.633666
1979-06-24,-3.770867
1979-06-25,-3.089361
1979-06-26,-0.893836
1979-06-27,-0.499282
1979-06-28,-1.207984
1979-06-29,-3.030222
1979-06-30,-4.687205
1979-07-01,-2.419696
1979-07-02,-0.462503
1979-07-03,-1.382730
1979-07-04,-3.030634
1979-07-05,-2.131003
1979-07-06,-0.671370
1979-07-07,-0.840302
1979-07-08,-0.198341
1979-07-09,-1.310475
1979-07-10,-3.981210
1979-07-11,-3.717023
1979-07-12,-3.815904
1979-07-13,-2.930214
1979-07-14,-2.701107
1979-07-15,-2.114178
1979-07-16,-2.147334
1979-07-17,-2.394911
1979-07-18,-2.315938
1979-07-19,-2.333008
1979-07-20,-2.405893
1979-07-21,-1.740930
1979-07-22,-0.679541
1979-07-23,-0.464965
1979-07-24,-0.681921
1979-07-25,-1.269098
1979-07-26,-2.112743
1979-07-27,-1.425475
1979-07-28,-1.011263
1979-07-29,-0.484405
1979-07-30,-1.236248
1979-07-31,-1.760451
1979-08-01,-2.811785
1979-08-02,-1.401096
1979-08-03,-0.730656
1979-08-04,-0.729535
1979-08-05,-1.793728
1979-08-06,-1.811861
1979-08-07,-1.363675
1979-08-08,-1.241067
1979-08-09,-1.313219
1979-08-10,-1.506108
1979-08-11,-1.442335
1979-08-12,-1.492784
1979-08-13,-1.189275
1979-08-14,-0.356557
1979-08-15,-0.170635
1979-08-16,-1.830174
1979-08-17,-3.137362
1979-08-18,-2.191043
1979-08-19,-2.552863
1979-08-20,-2.783230
1979-08-21,-2.326288
1979-08-22,-1.637911
1979-08-23,-1.335216
1979-08-24,-1.528229
1979-08-25,-1.428354
1979-08-26,-1.721534
1979-08-27,-2.212709
1979-08-28,-2.031919
1979-08-29,-1.549539
1979-08-30,0.207039
1979-08-31,0.181611
1979-09-01,-2.110674
1979-09-02,-2.225052
1979-09-03,-2.276863
1979-09-04,-2.192146
1979-09-05,-0.896312
1979-09-06,-0.621010
1979-09-07,-2.009192
1979-09-08,-2.626589
1979-09-09,-1.037948
1979-09-10,0.113778
1979-09-11,-0.947848
1979-09-12,-1.975327
1979-09-13,-2.871204
1979-09-14,-3.490408
1979-09-15,-2.024928
1979-09-16,-2.581752
1979-09-17,-3.588278
1979-09-18,-2.084361
1979-09-19,-0.846289
1979-09-20,-2.495810
1979-09-21,-2.430727
1979-09-22,-3.461818
1979-09-23,-2.953964
1979-09-24,-2.361844
1979-09-25,-2.393844
1979-09-26,-1.766930
1979-09-27,-1.317034
1979-09-28,-0.418871
1979-09-29,0.568198
1979-09-30,1.585912
1979-10-01,1.925707
1979-10-02,0.618267
1979-10-03,-1.795452
1979-10-04,-2.968433
1979-10-05,-3.763387
1979-10-06,-0.620652
1979-10-07,2.355675
1979-10-08,-2.286081
1979-10-09,-1.100114
1979-10-10,0.758965
1979-10-11,-0.000013
1979-10-12,-1.500156
1979-10-13,-2.520413
1979-10-14,-1.652509
1979-10-15,-3.616067
1979-10-16,-2.016364
1979-10-17,1.188736
1979-10-18,-1.792445
1979-10-19,-2.751165
1979-10-20,-2.388175
1979-10-21,-1.924109
1979-10-22,-3.248418
1979-10-23,0.825676
1979-10-24,-0.000001
1979-10-25,-3.283897
1979-10-26,-0.097002
1979-10-27,0.957687
1979-10-28,0.145530
1979-10-29,1.057118
1979-10-30,3.547627
1979-10-31,0.932385
1979-11-01,-0.000011
1979-11-02,1.025009
1979-11-03,1.829802
1979-11-04,0.694978
1979-11-05,-0.232221
1979-11-06,-3.884569
1979-11-07,-3.539703
1979-11-08,-2.185736
1979-11-09,1.244626
1979-11-10,3.724850
1979-11-11,-1.252071
1979-11-12,-0.237847
1979-11-13,1.306561
1979-11-14,0.837031
1979-11-15,0.701912
1979-11-16,2.675288
1979-11-17,4.573345
1979-11-18,0.904365
1979-11-19,-0.177060
1979-11-20,-0.117517
1979-11-21,-1.181946
1979-11-22,0.725787
1979-11-23,2.758449
1979-11-24,1.418509
1979-11-25,3.915388
1979-11-26,3.988425
1979-11-27,1.127689
1979-11-28,2.748406
1979-11-29,2.501918
1979-11-30,0.081143
1979-12-01,2.358997
1979-12-02,2.923598
1979-12-03,3.095243
1979-12-04,1.692301
1979-12-05,2.356636
1979-12-06,2.522780
1979-12-07,-3.499097
1979-12-08,-2.416439
1979-12-09,-1.101670
1979-12-10,-2.258633
1979-12-11,1.019235
1979-12-12,0.626990
1979-12-13,-1.400610
1979-12-14,-2.273642
1979-12-15,0.392990
1979-12-16,2.200209
1979-12-17,-2.529711
1979-12-18,0.648368
1979-12-19,-2.096758
1979-12-20,-3.928984
1979-12-21,-0.290391
1979-12-22,1.182237
1979-12-23,0.954234
1979-12-24,0.082787
1979-12-25,0.397919
1979-12-26,2.603633
1979-12-27,0.592693
1979-12-28,-1.618179
1979-12-29,0.537860
1979-12-30,3.480515
1979-12-31,2.577157
1980-01-01,-1.393497
1980-01-02,-1.019538
1980-01-03,1.097213
1980-01-04,3.712702
1980-01-05,-0.356498
1980-01-06,1.884361
1980-01-07,0.824698
1980-01-08,-0.423980
1980-01-09,-2.893533
1980-01-10,0.193066
1980-01-11,-3.621495
1980-01-12,-2.396647
1980-01-13,-1.315361
1980-01-14,-1.125345
1980-01-15,-2.749873
1980-01-16,-4.745029
1980-01-17,-3.513792
1980-01-18,0.197050
1980-01-19,-2.717885
1980-01-20,-3.321114
1980-01-21,0.195805
1980-01-22,-2.377320
1980-01-23,1.954557
1980-01-24,3.619572
1980-01-25,3.008767
1980-01-26,1.870213
1980-01-27,0.718197
1980-01-28,1.216177
1980-01-29,-2.269645
1980-01-30,-1.736889
1980-01-31,-1.603326
1980-02-01,4.199769
1980-02-02,-0.622101
1980-02-03,-0.986383
1980-02-04,1.495315
1980-02-05,-3.064951
1980-02-06,-2.727066
1980-02-07,-0.618236
1980-02-08,-0.910434
1980-02-09,-2.143425
1980-02-10,-3.507012
1980-02-11,-2.557062
1980-02-12,0.376378
1980-02-13,1.577744
1980-02-14,3.106756
1980-02-15,2.425495
1980-02-16,4.405128
1980-02-17,4.354105
1980-02-18,3.441409
1980-02-19,3.485223
1980-02-20,4.187003
1980-02-21,1.602336
1980-02-22,0.890897
1980-02-23,2.067412
1980-02-24,-0.968949
1980-02-25,2.509632
1980-02-26,-4.149909
1980-02-27,-3.213663
1980-02-28,-1.770861
1980-02-29,-1.531073
1980-03-01,-1.291285
1980-03-02,-1.926814
1980-03-03,-2.836171
1980-03-04,-3.306696
1980-03-05,-2.065626
1980-03-06,-0.117577
1980-03-07,-0.424162
1980-03-08,-1.486236
1980-03-09,-0.954831
1980-03-10,1.821041
1980-03-11,1.911613
1980-03-12,-1.319650
1980-03-13,0.299053
1980-03-14,-1.297025
1980-03-15,-4.246991
1980-03-16,-3.679172
1980-03-17,-1.373681
1980-03-18,-0.087325
1980-03-19,3.546988
1980-03-20,-0.826738
1980-03-21,1.861664
1980-03-22,-1.575913
1980-03-23,0.244439
1980-03-24,-0.862414
1980-03-25,-2.310287
1980-03-26,0.785168
1980-03-27,-1.703148
1980-03-28,-4.063083
1980-03-29,-3.118577
1980-03-30,-2.445145
1980-03-31,1.395130
1980-04-01,0.200843
1980-04-02,-0.470756
1980-04-03,0.641346
1980-04-04,2.635518
1980-04-05,2.484719
1980-04-06,-1.635985
1980-04-07,-0.000011
1980-04-08,0.206039
1980-04-09,0.285795
1980-04-10,-0.580405
1980-04-11,-4.635737
1980-04-12,-4.807222
1980-04-13,-0.300116
1980-04-14,-1.389034
1980-04-15,-0.733623
1980-04-16,-2.692579
1980-04-17,-1.911885
1980-04-18,-2.020132
1980-04-19,-2.154752
1980-04-20,0.832730
1980-04-21,0.943344
1980-04-22,0.382181
1980-04-23,1.178303
1980-04-24,2.837642
1980-04-25,-1.958055
1980-04-26,-5.490198
1980-04-27,-2.245344
1980-04-28,-4.354112
1980-04-29,-3.954307
1980-04-30,-2.574348
1980-05-01,-3.267277
1980-05-02,-4.055244
1980-05-03,-3.554308
1980-05-04,-3.258456
1980-05-05,-2.335075
1980-05-06,-0.900606
1980-05-07,1.489293
1980-05-08,-3.272495
1980-05-09,-2.151514
1980-05-10,-2.008285
1980-05-11,-2.562638
1980-05-12,-2.729294
1980-05-13,-2.217926
1980-05-14,-3.868470
1980-05-15,-5.233747
1980-05-16,-5.187401
1980-05-17,-3.150004
1980-05-18,-1.260846
1980-05-19,-1.593710
1980-05-20,-0.978392
1980-05-21,-0.653423
1980-05-22,-0.709124
1980-05-23,-0.000011
1980-05-24,-0.134655
1980-05-25,1.031160
1980-05-26,0.980554
1980-05-27,-0.140160
1980-05-28,-2.353969
1980-05-29,-4.572143
1980-05-30,-5.038902
1980-05-31,-3.049966
1980-06-01,-1.837506
1980-06-02,-1.343043
1980-06-03,-1.826458
1980-06-04,-2.300596
1980-06-05,-2.672424
1980-06-06,-3.058841
1980-06-07,-2.623115
1980-06-08,-5.182282
1980-06-09,-5.545203
1980-06-10,-5.119634
1980-06-11,-3.008296
1980-06-12,-2.063497
1980-06-13,0.055588
1980-06-14,-0.566321
1980-06-15,0.224755
1980-06-16,-1.268269
1980-06-17,-2.415076
1980-06-18,-2.729667
1980-06-19,-2.635512
1980-06-20,-1.899109
1980-06-21,-1.782693
1980-06-22,-1.169095
1980-06-23,-1.211255
1980-06-24,-1.999110
1980-06-25,-1.729852
1980-06-26,-1.793756
1980-06-27,-2.248079
1980-06-28,-3.246627
1980-06-29,-1.168908
1980-06-30,-0.000009
1980-07-01,0.178035
1980-07-02,-0.053810
1980-07-03,-0.864667
1980-07-04,-0.623811
1980-07-05,-2.392026
1980-07-06,-3.884773
1980-07-07,-3.889129
1980-07-08,-3.507282
1980-07-09,-3.878489
1980-07-10,-1.168012
1980-07-11,-1.717887
1980-07-12,-3.709713
1980-07-13,-5.473722
1980-07-14,-3.768967
1980-07-15,-1.678087
1980-07-16,-0.000011
1980-07-17,0.403352
1980-07-18,0.554990
1980-07-19,0.242484
1980-07-20,0.969235
1980-07-21,0.643373
1980-07-22,-0.334992
1980-07-23,-0.922798
1980-07-24,-1.231549
1980-07-25,-1.592439
1980-07-26,-0.368907
1980-07-27,0.638178
1980-07-28,-0.253412
1980-07-29,0.232848
1980-07-30,-0.141204
1980-07-31,-0.418953
1980-08-01,-1.863097
1980-08-02,-3.319365
1980-08-03,-3.074573
1980-08-04,-1.791535
1980-08-05,-1.392401
1980-08-06,-2.339221
1980-08-07,-1.879703
1980-08-08,-0.082709
1980-08-09,1.635228
1980-08-10,2.146482
1980-08-11,1.796194
1980-08-12,0.679029
1980-08-13,-0.967287
1980-08-14,-1.331372
1980-08-15,-0.720706
1980-08-16,-1.247290
1980-08-17,-1.609304
1980-08-18,-1.212064
1980-08-19,-1.507169
1980-08-20,-0.992873
1980-08-21,-1.636667
1980-08-22,-2.585644
1980-08-23,-2.570971
1980-08-24,-3.058168
1980-08-25,-3.100473
1980-08-26,-2.725280
1980-08-27,-0.883461
1980-08-28,-0.574123
1980-08-29,-0.845053
1980-08-30,-1.456429
1980-08-31,-1.210047
1980-09-01,-1.413432
1980-09-02,-0.519922
1980-09-03,0.776792
1980-09-04,1.926753
1980-09-05,2.963514
1980-09-06,0.760357
1980-09-07,-0.368031
1980-09-08,0.105092
1980-09-09,-0.750376
1980-09-10,-3.000116
1980-09-11,-3.779397
1980-09-12,-3.692512
1980-09-13,-2.466176
1980-09-14,-3.026062
1980-09-15,-2.036891
1980-09-16,-1.523795
1980-09-17,-2.520972
1980-09-18,-1.780434
1980-09-19,-1.312368
1980-09-20,-1.263167
1980-09-21,-0.223074
1980-09-22,0.089537
1980-09-23,-0.732231
1980-09-24,-1.812818
1980-09-25,-2.684104
1980-09-26,-2.539807
1980-09-27,-2.740975
1980-09-28,-3.027926
1980-09-29,-0.244837
1980-09-30,-0.412988
1980-10-01,-2.024908
1980-10-02,-2.650624
1980-10-03,-2.245029
1980-10-04,-1.052201
1980-10-05,-0.847558
1980-10-06,-0.472054
1980-10-07,-2.868670
1980-10-08,-2.504535
1980-10-09,0.901964
1980-10-10,0.543650
1980-10-11,2.243375
1980-10-12,-0.131205
1980-10-13,0.072767
1980-10-14,2.509821
1980-10-15,-0.809226
1980-10-16,-1.744966
1980-10-17,0.381231
1980-10-18,-0.843705
1980-10-19,-0.744660
1980-10-20,-0.347250
1980-10-21,-2.410419
1980-10-22,-0.484231
1980-10-23,0.931853
1980-10-24,1.833076
1980-10-25,1.275123
1980-10-26,1.129049
1980-10-27,1.183999
1980-10-28,0.867978
1980-10-29,-1.335801
1980-10-30,-0.252769
1980-10-31,-3.390095
1980-11-01,-2.361890
1980-11-02,0.167888
1980-11-03,2.244854
1980-11-04,-0.954931
1980-11-05,1.198191
1980-11-06,2.511916
1980-11-07,-1.971286
1980-11-08,-4.009210
1980-11-09,-3.245237
1980-11-10,0.553993
1980-11-11,2.653406
1980-11-12,-2.801357
1980-11-13,-0.621210
1980-11-14,0.880405
1980-11-15,2.926820
1980-11-16,-1.634622
1980-11-17,-0.099377
1980-11-18,1.376897
1980-11-19,-1.922452
1980-11-20,-2.354941
1980-11-21,-0.111230
1980-11-22,-0.187021
1980-11-23,1.361551
1980-11-24,4.554843
1980-11-25,5.636751
1980-11-26,-0.579795
1980-11-27,0.427346
1980-11-28,3.895651
1980-11-29,0.979314
1980-11-30,0.871033
1980-12-01,2.826957
1980-12-02,4.232998
1980-12-03,-2.870915
1980-12-04,-0.625513
1980-12-05,1.156630
1980-12-06,-1.806046
1980-12-07,2.084119
1980-12-08,-2.751881
1980-12-09,-0.064838
1980-12-10,-0.586391
1980-12-11,-0.602053
1980-12-12,-1.021325
1980-12-13,-1.714026
1980-12-14,2.426389
1980-12-15,2.023217
1980-12-16,0.087072
1980-12-17,-1.535919
1980-12-18,-0.405045
1980-12-19,0.305904
1980-12-20,-1.793211
1980-12-21,0.826019
1980-12-22,3.174967
1980-12-23,2.282184
1980-12-24,1.808454
1980-12-25,-4.000268
1980-12-26,-1.151110
1980-12-27,1.644020
1980-12-28,-0.769472
1980-12-29,-3.213114
1980-12-30,1.078723
1980-12-31,3.261576
1981-01-01,3.533911
1981-01-02,-0.445875
1981-01-03,-1.277122
1981-01-04,0.848287
1981-01-05,2.743783
1981-01-06,4.219353
1981-01-07,-1.596220
1981-01-08,-2.448655
1981-01-09,1.361609
1981-01-10,3.017552
1981-01-11,2.132608
1981-01-12,3.219201
1981-01-13,4.688124
1981-01-14,1.130585
1981-01-15,-5.113273
1981-01-16,-1.193390
1981-01-17,0.115171
1981-01-18,-0.329171
1981-01-19,2.714459
1981-01-20,1.551692
1981-01-21,2.486945
1981-01-22,-4.565731
1981-01-23,-5.253636
1981-01-24,1.042582
1981-01-25,-1.642841
1981-01-26,3.320348
1981-01-27,1.834054
1981-01-28,3.141654
1981-01-29,2.581287
1981-01-30,3.155921
1981-01-31,6.005181
1981-02-01,-4.314214
1981-02-02,-4.363304
1981-02-03,0.807412
1981-02-04,-0.066679
1981-02-05,-0.779957
1981-02-06,2.337039
1981-02-07,0.514539
1981-02-08,2.171307
1981-02-09,3.048785
1981-02-10,-0.259195
1981-02-11,-2.803191
1981-02-12,-4.215081
1981-02-13,-0.111250
1981-02-14,3.179202
1981-02-15,2.152473
1981-02-16,-0.033673
1981-02-17,-1.398800
1981-02-18,-1.757308
1981-02-19,-2.443749
1981-02-20,-4.352778
1981-02-21,-6.490862
1981-02-22,-2.511653
1981-02-23,1.853440
1981-02-24,-0.937085
1981-02-25,-2.405261
1981-02-26,-3.445098
1981-02-27,-4.270623
1981-02-28,-3.814856
1981-03-01,-0.080394
1981-03-02,-0.172501
1981-03-03,0.397765
1981-03-04,3.849430
1981-03-05,2.846747
1981-03-06,-0.089924
1981-03-07,-1.995119
1981-03-08,-1.273381
1981-03-09,1.812562
1981-03-10,0.894054
1981-03-11,-0.599368
1981-03-12,5.267190
1981-03-13,4.689132
1981-03-14,-2.686445
1981-03-15,-2.661313
1981-03-16,-3.084736
1981-03-17,-3.487823
1981-03-18,-4.230902
1981-03-19,-0.597430
1981-03-20,1.371732
1981-03-21,0.990983
1981-03-22,0.703100
1981-03-23,3.325426
1981-03-24,2.772764
1981-03-25,-1.006202
1981-03-26,-0.172214
1981-03-27,0.608466
1981-03-28,-1.226866
1981-03-29,-1.225851
1981-03-30,-1.268877
1981-03-31,-1.085306
1981-04-01,-1.671135
1981-04-02,-1.910484
1981-04-03,-3.782800
1981-04-04,-2.112845
1981-04-05,-1.143327
1981-04-06,0.906270
1981-04-07,3.849110
1981-04-08,0.439416
1981-04-09,-1.279024
1981-04-10,-1.805970
1981-04-11,-0.534936
1981-04-12,-0.000013
1981-04-13,4.320676
1981-04-14,4.840304
1981-04-15,0.374381
1981-04-16,-3.232486
1981-04-17,-1.737936
1981-04-18,-0.569570
1981-04-19,6.436150
1981-04-20,6.106601
1981-04-21,-0.710362
1981-04-22,-2.890771
1981-04-23,-0.674023
1981-04-24,-2.603173
1981-04-25,-4.219343
1981-04-26,-4.520170
1981-04-27,-0.585566
1981-04-28,-4.110530
1981-04-29,-6.596499
1981-04-30,-6.273798
1981-05-01,-2.689050
1981-05-02,-0.744385
1981-05-03,-1.494401
1981-05-04,-0.448760
1981-05-05,0.585774
1981-05-06,0.243884
1981-05-07,-3.248505
1981-05-08,-5.928829
1981-05-09,-1.809634
1981-05-10,0.411054
1981-05-11,-1.396823
1981-05-12,-1.780029
1981-05-13,-4.479745
1981-05-14,-4.797410
1981-05-15,-2.307706
1981-05-16,-3.626288
1981-05-17,-1.686314
1981-05-18,0.194772
1981-05-19,-1.160314
1981-05-20,-3.879574
1981-05-21,-3.831548
1981-05-22,-3.928247
1981-05-23,-3.247680
1981-05-24,-1.149647
1981-05-25,-1.015040
1981-05-26,-2.867633
1981-05-27,-3.621249
1981-05-28,-3.420710
1981-05-29,-3.009650
1981-05-30,-2.647043
1981-05-31,-2.068586
1981-06-01,-1.721625
1981-06-02,-0.922649
1981-06-03,-1.129159
1981-06-04,-0.882142
1981-06-05,-1.902964
1981-06-06,-1.939858
1981-06-07,-4.695302
1981-06-08,-2.722384
1981-06-09,-2.170640
1981-06-10,-1.488400
1981-06-11,-1.695819
1981-06-12,-2.757043
1981-06-13,-3.552894
1981-06-14,-3.621472
1981-06-15,-1.376563
1981-06-16,-1.138037
1981-06-17,-2.532265
1981-06-18,-2.472590
1981-06-19,-4.482487
1981-06-20,-4.249321
1981-06-21,-3.629730
1981-06-22,-3.543734
1981-06-23,-2.773434
1981-06-24,-2.431476
1981-06-25,-2.302417
1981-06-26,-2.003069
1981-06-27,-2.590597
1981-06-28,-2.079353
1981-06-29,-2.189644
1981-06-30,-1.506841
1981-07-01,-1.211825
1981-07-02,-3.006220
1981-07-03,-2.142168
1981-07-04,-1.216771
1981-07-05,-1.366717
1981-07-06,-2.719119
1981-07-07,-2.761711
1981-07-08,-2.247029
1981-07-09,-1.484403
1981-07-10,-0.909441
1981-07-11,-0.212871
1981-07-12,0.765377
1981-07-13,0.746919
1981-07-14,-0.040045
1981-07-15,0.082940
1981-07-16,-1.569961
1981-07-17,-3.186454
1981-07-18,-3.031965
1981-07-19,-1.898703
1981-07-20,-0.979102
1981-07-21,-0.387007
1981-07-22,-0.679540
1981-07-23,-1.047573
1981-07-24,-0.814971
1981-07-25,-0.678561
1981-07-26,-0.566812
1981-07-27,-0.721424
1981-07-28,-0.311185
1981-07-29,-0.315017
1981-07-30,-0.495557
1981-07-31,-1.368905
1981-08-01,-2.217064
1981-08-02,-1.449951
1981-08-03,-1.066473
1981-08-04,-0.748282
1981-08-05,-0.759904
1981-08-06,-0.839140
1981-08-07,-1.522268
1981-08-08,-1.106593
1981-08-09,-1.045952
1981-08-10,-1.104331
1981-08-11,-1.327612
1981-08-12,-0.495981
1981-08-13,0.040211
1981-08-14,-1.378402
1981-08-15,-2.244328
1981-08-16,-1.662393
1981-08-17,-1.094235
1981-08-18,0.867674
1981-08-19,1.803438
1981-08-20,-0.787709
1981-08-21,-1.493319
1981-08-22,-1.039311
1981-08-23,0.074286
1981-08-24,-1.481976
1981-08-25,-2.476457
1981-08-26,-2.661784
1981-08-27,-2.173027
1981-08-28,-1.724203
1981-08-29,-1.357629
1981-08-30,-2.110480
1981-08-31,-1.850018
1981-09-01,-1.573289
1981-09-02,-3.558642
1981-09-03,-4.901103
1981-09-04,-4.206540
1981-09-05,-1.732878
1981-09-06,0.247689
1981-09-07,0.197952
1981-09-08,-0.457440
1981-09-09,0.751794
1981-09-10,0.884080
1981-09-11,2.082477
1981-09-12,1.519401
1981-09-13,-1.579501
1981-09-14,-3.466700
1981-09-15,-2.384797
1981-09-16,-2.228702
1981-09-17,-2.493489
1981-09-18,-3.002131
1981-09-19,-2.519458
1981-09-20,-2.255609
1981-09-21,-1.107282
1981-09-22,-0.623783
1981-09-23,-0.166680
1981-09-24,-2.050455
1981-09-25,-4.355968
1981-09-26,-3.847687
1981-09-27,-2.906984
1981-09-28,-2.588974
1981-09-29,-3.010405
1981-09-30,-3.079869
1981-10-01,-2.150072
1981-10-02,-2.157202
1981-10-03,0.223527
1981-10-04,1.178796
1981-10-05,1.755509
1981-10-06,1.383838
1981-10-07,2.071230
1981-10-08,0.500046
1981-10-09,-1.037796
1981-10-10,-2.121894
1981-10-11,-3.331480
1981-10-12,-1.790395
1981-10-13,0.070531
1981-10-14,0.757024
1981-10-15,-0.000005
1981-10-16,-1.065780
1981-10-17,-2.361030
1981-10-18,-3.664452
1981-10-19,-3.760075
1981-10-20,-3.026353
1981-10-21,-1.749054
1981-10-22,-2.988354
1981-10-23,-2.979737
1981-10-24,-2.928555
1981-10-25,-1.706603
1981-10-26,-4.670258
1981-10-27,-2.600880
1981-10-28,-0.171246
1981-10-29,1.290217
1981-10-30,6.190975
1981-10-31,3.819381
1981-11-01,2.554844
1981-11-02,-3.662386
1981-11-03,-4.620265
1981-11-04,-0.000008
1981-11-05,1.481223
1981-11-06,3.355684
1981-11-07,-1.396334
1981-11-08,-3.021455
1981-11-09,-3.826921
1981-11-10,0.109056
1981-11-11,-0.940215
1981-11-12,0.986621
1981-11-13,-1.744228
1981-11-14,-2.794179
1981-11-15,2.000763
1981-11-16,-1.374199
1981-11-17,-1.635436
1981-11-18,0.608003
1981-11-19,2.008456
1981-11-20,1.025008
1981-11-21,-0.475278
1981-11-22,-0.707137
1981-11-23,-0.299755
1981-11-24,-1.980761
1981-11-25,0.161396
1981-11-26,1.807943
1981-11-27,1.078665
1981-11-28,-2.109421
1981-11-29,2.843663
1981-11-30,3.350199
1981-12-01,5.200489
1981-12-02,4.532243
1981-12-03,1.718299
1981-12-04,2.205127
1981-12-05,3.123183
1981-12-06,3.473090
1981-12-07,2.382370
1981-12-08,4.379829
1981-12-09,5.438886
1981-12-10,5.892245
1981-12-11,4.247766
1981-12-12,-0.364192
1981-12-13,1.713437
1981-12-14,-3.407787
1981-12-15,-0.000002
1981-12-16,1.070445
1981-12-17,2.838638
1981-12-18,0.335782
1981-12-19,2.474299
1981-12-20,0.053463
1981-12-21,-2.689515
1981-12-22,2.543976
1981-12-23,2.487519
1981-12-24,2.566854
1981-12-25,3.858013
1981-12-26,3.169016
1981-12-27,3.175719
1981-12-28,4.507282
1981-12-29,3.572184
1981-12-30,0.950858
1981-12-31,-4.323026
1982-01-01,-3.553822
1982-01-02,-2.438017
1982-01-03,3.082191
1982-01-04,2.987686
1982-01-05,4.235343
1982-01-06,3.344238
1982-01-07,-2.518538
1982-01-08,-0.417691
1982-01-09,1.029179
1982-01-10,-2.284414
1982-01-11,-3.220981
1982-01-12,-2.887427
1982-01-13,1.902442
1982-01-14,-3.199241
1982-01-15,-3.738019
1982-01-16,0.630693
1982-01-17,2.799564
1982-01-18,-2.082923
1982-01-19,-3.163720
1982-01-20,-4.321167
1982-01-21,-3.137105
1982-01-22,-4.138301
1982-01-23,-1.068927
1982-01-24,-0.596689
1982-01-25,-0.735948
1982-01-26,0.979071
1982-01-27,1.209638
1982-01-28,-0.299618
1982-01-29,0.691872
1982-01-30,1.463235
1982-01-31,1.514253
1982-02-01,2.603079
1982-02-02,1.125279
1982-02-03,1.786696
1982-02-04,0.272181
1982-02-05,-0.711302
1982-02-06,1.886863
1982-02-07,1.455891
1982-02-08,1.052801
1982-02-09,-0.619964
1982-02-10,1.127417
1982-02-11,-1.086575
