#Variables:
#vas_bcc-csm1-1_historical(ms-1):Northward Wind
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_vas_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,vas_bcc-csm1-1_historical(ms-1)"
1975-01-18,-2.109059
1975-01-19,3.862453
1975-01-20,3.180431
1975-01-21,1.100625
1975-01-22,-2.781970
1975-01-23,4.284349
1975-01-24,4.191498
1975-01-25,4.573395
1975-01-26,4.065691
1975-01-27,5.635991
1975-01-28,3.379669
1975-01-29,3.595240
1975-01-30,4.589580
1975-01-31,-2.575071
1975-02-01,-5.043357
1975-02-02,-0.687900
1975-02-03,-4.860190
1975-02-04,3.830607
1975-02-05,5.019573
1975-02-06,2.761052
1975-02-07,3.983685
1975-02-08,-0.321193
1975-02-09,-4.566108
1975-02-10,-2.877524
1975-02-11,-2.684651
1975-02-12,-4.173279
1975-02-13,-0.712917
1975-02-14,2.891901
1975-02-15,2.618113
1975-02-16,5.920233
1975-02-17,6.390276
1975-02-18,0.898689
1975-02-19,-3.940833
1975-02-20,-0.916049
1975-02-21,3.513793
1975-02-22,2.847947
1975-02-23,3.412632
1975-02-24,-1.688974
1975-02-25,3.081676
1975-02-26,5.037667
1975-02-27,-4.270582
1975-02-28,-2.812509
1975-03-01,1.918461
1975-03-02,4.365214
1975-03-03,4.885197
1975-03-04,-3.248285
1975-03-05,-1.287735
1975-03-06,4.647654
1975-03-07,-2.936472
1975-03-08,-3.601392
1975-03-09,3.195426
1975-03-10,4.025462
1975-03-11,4.613146
1975-03-12,4.723422
1975-03-13,4.845366
1975-03-14,5.803981
1975-03-15,6.824385
1975-03-16,6.752792
1975-03-17,5.816426
1975-03-18,4.722032
1975-03-19,2.418617
1975-03-20,-2.728930
1975-03-21,2.000855
1975-03-22,4.258663
1975-03-23,3.308126
1975-03-24,4.655397
1975-03-25,5.415566
1975-03-26,3.840341
1975-03-27,-0.601579
1975-03-28,-5.518153
1975-03-29,2.318548
1975-03-30,0.756439
1975-03-31,6.974855
1975-04-01,4.618440
1975-04-02,-1.331849
1975-04-03,-4.961154
1975-04-04,2.278372
1975-04-05,7.257040
1975-04-06,8.020394
1975-04-07,1.226717
1975-04-08,-3.206194
1975-04-09,1.367757
1975-04-10,-4.265589
1975-04-11,0.424653
1975-04-12,2.674166
1975-04-13,4.912007
1975-04-14,6.964932
1975-04-15,6.487743
1975-04-16,6.078762
1975-04-17,-1.944686
1975-04-18,-4.275771
1975-04-19,1.879127
1975-04-20,-2.515290
1975-04-21,3.073818
1975-04-22,6.612213
1975-04-23,7.982088
1975-04-24,5.562279
1975-04-25,4.509207
1975-04-26,5.366674
1975-04-27,4.972976
1975-04-28,4.719678
1975-04-29,-4.873245
1975-04-30,1.884164
1975-05-01,-1.742849
1975-05-02,5.167258
1975-05-03,2.666288
1975-05-04,-5.135321
1975-05-05,2.958918
1975-05-06,6.365951
1975-05-07,5.144613
1975-05-08,4.206013
1975-05-09,-2.980811
1975-05-10,3.297060
1975-05-11,5.782034
1975-05-12,-3.736092
1975-05-13,-0.520596
1975-05-14,3.547022
1975-05-15,6.722234
1975-05-16,7.394593
1975-05-17,6.575284
1975-05-18,6.470603
1975-05-19,-0.181853
1975-05-20,-4.850382
1975-05-21,-1.827799
1975-05-22,0.717462
1975-05-23,2.378174
1975-05-24,3.376202
1975-05-25,3.906499
1975-05-26,6.037940
1975-05-27,6.090384
1975-05-28,5.192024
1975-05-29,4.877083
1975-05-30,4.775442
1975-05-31,3.649685
1975-06-01,3.053059
1975-06-02,3.773403
1975-06-03,5.944324
1975-06-04,6.269045
1975-06-05,4.951434
1975-06-06,3.968402
1975-06-07,1.686833
1975-06-08,0.884632
1975-06-09,2.999678
1975-06-10,2.949513
1975-06-11,3.722131
1975-06-12,3.901103
1975-06-13,4.769639
1975-06-14,2.671706
1975-06-15,1.587286
1975-06-16,-0.739382
1975-06-17,-2.290201
1975-06-18,1.652852
1975-06-19,2.381826
1975-06-20,3.039945
1975-06-21,3.634315
1975-06-22,5.721925
1975-06-23,6.139727
1975-06-24,4.294777
1975-06-25,4.159656
1975-06-26,5.080387
1975-06-27,6.213114
1975-06-28,5.842257
1975-06-29,5.230081
1975-06-30,3.687571
1975-07-01,3.052735
1975-07-02,3.099877
1975-07-03,3.146833
1975-07-04,3.428751
1975-07-05,3.774276
1975-07-06,4.091388
1975-07-07,4.535781
1975-07-08,4.329733
1975-07-09,4.572794
1975-07-10,4.888953
1975-07-11,6.435987
1975-07-12,5.905702
1975-07-13,5.565648
1975-07-14,4.925876
1975-07-15,4.892679
1975-07-16,4.356388
1975-07-17,5.380706
1975-07-18,5.794961
1975-07-19,5.778975
1975-07-20,6.241242
1975-07-21,5.744006
1975-07-22,3.513749
1975-07-23,2.491932
1975-07-24,2.852332
1975-07-25,4.265664
1975-07-26,4.589531
1975-07-27,4.025157
1975-07-28,4.756065
1975-07-29,4.127756
1975-07-30,4.129707
1975-07-31,2.491565
1975-08-01,-4.033199
1975-08-02,-2.257111
1975-08-03,-2.100872
1975-08-04,0.313473
1975-08-05,4.409111
1975-08-06,5.178668
1975-08-07,5.429367
1975-08-08,3.993548
1975-08-09,3.925039
1975-08-10,4.083596
1975-08-11,3.846787
1975-08-12,4.267439
1975-08-13,4.226409
1975-08-14,5.053716
1975-08-15,4.600651
1975-08-16,4.543602
1975-08-17,4.563622
1975-08-18,4.773853
1975-08-19,3.520371
1975-08-20,1.590239
1975-08-21,1.351186
1975-08-22,0.889177
1975-08-23,2.034716
1975-08-24,3.552372
1975-08-25,1.213415
1975-08-26,-0.182002
1975-08-27,0.847723
1975-08-28,1.135582
1975-08-29,3.347294
1975-08-30,4.170124
1975-08-31,3.546555
1975-09-01,3.129424
1975-09-02,3.972904
1975-09-03,4.083819
1975-09-04,4.443902
1975-09-05,4.589346
1975-09-06,2.723409
1975-09-07,3.695275
1975-09-08,4.325443
1975-09-09,3.312715
1975-09-10,2.603899
1975-09-11,3.531093
1975-09-12,4.984743
1975-09-13,6.472345
1975-09-14,5.562783
1975-09-15,4.773963
1975-09-16,2.570185
1975-09-17,-0.633341
1975-09-18,-2.945983
1975-09-19,-3.670141
1975-09-20,-2.974717
1975-09-21,-0.309633
1975-09-22,2.503479
1975-09-23,4.155636
1975-09-24,3.182930
1975-09-25,-3.125694
1975-09-26,-3.164391
1975-09-27,1.056551
1975-09-28,3.328131
1975-09-29,3.825420
1975-09-30,4.709660
1975-10-01,2.563184
1975-10-02,3.643446
1975-10-03,0.713128
1975-10-04,-5.786467
1975-10-05,-4.004529
1975-10-06,-0.917147
1975-10-07,1.700847
1975-10-08,1.017374
1975-10-09,3.526158
1975-10-10,4.345573
1975-10-11,3.627458
1975-10-12,1.334467
1975-10-13,-3.499379
1975-10-14,1.534799
1975-10-15,-1.048116
1975-10-16,2.608325
1975-10-17,4.523623
1975-10-18,4.930100
1975-10-19,5.013860
1975-10-20,4.794877
1975-10-21,3.932516
1975-10-22,2.967883
1975-10-23,3.335541
1975-10-24,3.954704
1975-10-25,1.875878
1975-10-26,2.848667
1975-10-27,3.372560
1975-10-28,-3.765986
1975-10-29,0.725429
1975-10-30,2.961393
1975-10-31,4.412875
1975-11-01,5.593987
1975-11-02,5.556524
1975-11-03,0.491663
1975-11-04,1.880429
1975-11-05,3.585465
1975-11-06,2.255031
1975-11-07,6.049606
1975-11-08,7.147227
1975-11-09,4.778385
1975-11-10,-4.277118
1975-11-11,3.436511
1975-11-12,2.905749
1975-11-13,2.392981
1975-11-14,4.994500
1975-11-15,6.283007
1975-11-16,5.793405
1975-11-17,-3.723164
1975-11-18,2.436663
1975-11-19,3.483623
1975-11-20,4.182849
1975-11-21,2.244019
1975-11-22,-2.993578
1975-11-23,1.044981
1975-11-24,1.910670
1975-11-25,3.437870
1975-11-26,5.983428
1975-11-27,4.615474
1975-11-28,-1.177086
1975-11-29,-5.300997
1975-11-30,-3.715660
1975-12-01,-2.184000
1975-12-02,-0.149361
1975-12-03,0.109119
1975-12-04,1.862157
1975-12-05,2.574311
1975-12-06,-0.041594
1975-12-07,-1.604461
1975-12-08,1.683908
1975-12-09,3.693963
1975-12-10,-1.818571
1975-12-11,3.039970
1975-12-12,3.337687
1975-12-13,-2.105758
1975-12-14,-2.878364
1975-12-15,2.980398
1975-12-16,5.661414
1975-12-17,4.953448
1975-12-18,4.304179
1975-12-19,-4.553444
1975-12-20,0.236758
1975-12-21,2.569728
1975-12-22,-1.745160
1975-12-23,-3.802821
1975-12-24,2.244697
1975-12-25,2.173465
1975-12-26,2.002789
1975-12-27,3.788640
1975-12-28,4.044400
1975-12-29,5.117305
1975-12-30,-1.702525
1975-12-31,-2.868507
1976-01-01,2.196294
1976-01-02,-3.858952
1976-01-03,1.792857
1976-01-04,-3.380531
1976-01-05,2.658020
1976-01-06,-3.603062
1976-01-07,-4.342363
1976-01-08,1.263799
1976-01-09,5.693557
1976-01-10,3.908788
1976-01-11,-1.994282
1976-01-12,1.034163
1976-01-13,-2.380729
1976-01-14,0.265550
1976-01-15,-1.522520
1976-01-16,-0.203130
1976-01-17,-1.361538
1976-01-18,-1.119162
1976-01-19,-1.520933
1976-01-20,-5.158279
1976-01-21,1.240222
1976-01-22,3.741106
1976-01-23,-1.282065
1976-01-24,-0.167934
1976-01-25,0.372087
1976-01-26,-3.122123
1976-01-27,2.512107
1976-01-28,2.016393
1976-01-29,2.472885
1976-01-30,-2.916809
1976-01-31,-3.768016
1976-02-01,-1.030231
1976-02-02,-1.859806
1976-02-03,-1.493393
1976-02-04,0.835517
1976-02-05,2.577503
1976-02-06,-2.778571
1976-02-07,-0.264754
1976-02-08,4.260006
1976-02-09,3.988692
1976-02-10,0.992323
1976-02-11,-1.701894
1976-02-12,0.451412
1976-02-13,-3.944444
1976-02-14,-3.691816
1976-02-15,-2.652171
1976-02-16,-2.351290
1976-02-17,-0.767472
1976-02-18,2.994366
1976-02-19,-3.092360
1976-02-20,-0.132289
1976-02-21,5.093392
1976-02-22,4.481538
1976-02-23,3.849179
1976-02-24,-7.328116
1976-02-25,5.727295
1976-02-26,5.509621
1976-02-27,-3.022948
1976-02-28,-2.541261
1976-02-29,0.657928
1976-03-01,3.857117
1976-03-02,5.725998
1976-03-03,-2.744164
1976-03-04,4.044911
1976-03-05,4.888116
1976-03-06,3.522810
1976-03-07,5.687315
1976-03-08,-1.475969
1976-03-09,2.710576
1976-03-10,2.070383
1976-03-11,-3.865442
1976-03-12,-1.612797
1976-03-13,6.699360
1976-03-14,4.648968
1976-03-15,3.110874
1976-03-16,6.003896
1976-03-17,5.750073
1976-03-18,-0.016076
1976-03-19,-3.674926
1976-03-20,2.755563
1976-03-21,5.239182
1976-03-22,-0.414358
1976-03-23,-2.808975
1976-03-24,4.043171
1976-03-25,4.304605
1976-03-26,2.660798
1976-03-27,2.256596
1976-03-28,1.958212
1976-03-29,8.383557
1976-03-30,4.081081
1976-03-31,2.585951
1976-04-01,5.874466
1976-04-02,3.770733
1976-04-03,4.242083
1976-04-04,1.524598
1976-04-05,3.926766
1976-04-06,2.656669
1976-04-07,-3.852707
1976-04-08,-2.813585
1976-04-09,1.217262
1976-04-10,3.727396
1976-04-11,-3.965461
1976-04-12,-1.356261
1976-04-13,2.804138
1976-04-14,2.565876
1976-04-15,3.835038
1976-04-16,4.604692
1976-04-17,5.413200
1976-04-18,-0.846610
1976-04-19,1.643091
1976-04-20,6.082029
1976-04-21,2.417840
1976-04-22,3.250152
1976-04-23,5.992329
1976-04-24,3.187447
1976-04-25,-4.486060
1976-04-26,1.560013
1976-04-27,5.438291
1976-04-28,5.201844
1976-04-29,-0.426237
1976-04-30,4.971619
1976-05-01,3.470204
1976-05-02,2.917102
1976-05-03,3.757327
1976-05-04,5.324160
1976-05-05,6.776060
1976-05-06,5.304924
1976-05-07,4.231281
1976-05-08,3.434847
1976-05-09,3.914147
1976-05-10,5.617714
1976-05-11,3.617118
1976-05-12,1.933215
1976-05-13,2.800909
1976-05-14,3.154043
1976-05-15,2.467226
1976-05-16,4.153100
1976-05-17,1.547777
1976-05-18,-1.628435
1976-05-19,1.815020
1976-05-20,5.556641
1976-05-21,7.091634
1976-05-22,3.822361
1976-05-23,-3.663003
1976-05-24,-2.067635
1976-05-25,2.666342
1976-05-26,2.921854
1976-05-27,1.518064
1976-05-28,6.013978
1976-05-29,5.752372
1976-05-30,1.683814
1976-05-31,-0.509852
1976-06-01,2.462342
1976-06-02,3.678219
1976-06-03,2.991446
1976-06-04,2.721242
1976-06-05,-0.203353
1976-06-06,3.108860
1976-06-07,5.109492
1976-06-08,3.124030
1976-06-09,3.730529
1976-06-10,4.060490
1976-06-11,2.208392
1976-06-12,2.326262
1976-06-13,-0.249293
1976-06-14,-0.637986
1976-06-15,0.888175
1976-06-16,-3.834621
1976-06-17,-2.989048
1976-06-18,2.840244
1976-06-19,6.041366
1976-06-20,6.045273
1976-06-21,4.999937
1976-06-22,4.217400
1976-06-23,5.402235
1976-06-24,7.776267
1976-06-25,7.678682
1976-06-26,6.371821
1976-06-27,7.404731
1976-06-28,8.175526
1976-06-29,9.321744
1976-06-30,7.712906
1976-07-01,7.044513
1976-07-02,5.266994
1976-07-03,4.378895
1976-07-04,4.595133
1976-07-05,3.557126
1976-07-06,3.839769
1976-07-07,4.076574
1976-07-08,4.645676
1976-07-09,6.477030
1976-07-10,7.278417
1976-07-11,7.364699
1976-07-12,8.229496
1976-07-13,5.168857
1976-07-14,4.588441
1976-07-15,4.510713
1976-07-16,5.369743
1976-07-17,4.797997
1976-07-18,3.444208
1976-07-19,1.779316
1976-07-20,2.778166
1976-07-21,3.740809
1976-07-22,4.215835
1976-07-23,3.889015
1976-07-24,3.232430
1976-07-25,4.035013
1976-07-26,4.652340
1976-07-27,5.022069
1976-07-28,4.338741
1976-07-29,4.124615
1976-07-30,3.890116
1976-07-31,3.156904
1976-08-01,2.890636
1976-08-02,4.580890
1976-08-03,5.473262
1976-08-04,5.752103
1976-08-05,4.917585
1976-08-06,2.758409
1976-08-07,1.564539
1976-08-08,-1.143282
1976-08-09,0.579096
1976-08-10,1.105880
1976-08-11,2.089895
1976-08-12,2.768761
1976-08-13,3.410941
1976-08-14,3.133136
1976-08-15,2.392483
1976-08-16,1.653923
1976-08-17,1.692646
1976-08-18,-0.759227
1976-08-19,2.520321
1976-08-20,2.963734
1976-08-21,5.216482
1976-08-22,5.728183
1976-08-23,5.972813
1976-08-24,6.777069
1976-08-25,5.974306
1976-08-26,5.476098
1976-08-27,3.570525
1976-08-28,4.982462
1976-08-29,5.415679
1976-08-30,5.135646
1976-08-31,3.590103
1976-09-01,3.381057
1976-09-02,4.236235
1976-09-03,4.631767
1976-09-04,4.463722
1976-09-05,3.868555
1976-09-06,4.784228
1976-09-07,4.791558
1976-09-08,3.568585
1976-09-09,5.115934
1976-09-10,5.550583
1976-09-11,2.284424
1976-09-12,-1.570293
1976-09-13,-2.965664
1976-09-14,-6.094395
1976-09-15,-4.606456
1976-09-16,0.789567
1976-09-17,2.286481
1976-09-18,3.459544
1976-09-19,1.260602
1976-09-20,-0.307512
1976-09-21,1.090700
1976-09-22,1.160119
1976-09-23,0.735002
1976-09-24,-0.429112
1976-09-25,2.115097
1976-09-26,3.291049
1976-09-27,3.362726
1976-09-28,3.820930
1976-09-29,4.338979
1976-09-30,4.679391
1976-10-01,4.503834
1976-10-02,5.658678
1976-10-03,6.305342
1976-10-04,5.535299
1976-10-05,1.951008
1976-10-06,-2.233266
1976-10-07,-3.458056
1976-10-08,-3.721923
1976-10-09,-0.737922
1976-10-10,1.989239
1976-10-11,1.694495
1976-10-12,1.676351
1976-10-13,1.054433
1976-10-14,1.627105
1976-10-15,2.355479
1976-10-16,3.375682
1976-10-17,2.416853
1976-10-18,-3.949798
1976-10-19,-1.539015
1976-10-20,3.675395
1976-10-21,1.868504
1976-10-22,-1.553969
1976-10-23,1.151929
1976-10-24,2.566491
1976-10-25,3.283724
1976-10-26,3.669805
1976-10-27,3.470522
1976-10-28,2.953152
1976-10-29,-4.596553
1976-10-30,3.151095
1976-10-31,4.601074
1976-11-01,2.488513
1976-11-02,4.876506
1976-11-03,5.304893
1976-11-04,-7.494085
1976-11-05,-4.338922
1976-11-06,-2.588251
1976-11-07,2.341326
1976-11-08,-2.735987
1976-11-09,-2.694091
1976-11-10,4.724528
1976-11-11,5.597531
1976-11-12,-5.473921
1976-11-13,-2.336726
1976-11-14,2.784957
1976-11-15,-4.636632
1976-11-16,-0.350311
1976-11-17,3.671354
1976-11-18,3.699815
1976-11-19,-3.898999
1976-11-20,0.940392
1976-11-21,3.610542
1976-11-22,1.649565
1976-11-23,2.676948
1976-11-24,3.370492
1976-11-25,-3.655197
1976-11-26,-6.263284
1976-11-27,-4.765343
1976-11-28,-3.157248
1976-11-29,-5.568449
1976-11-30,-5.556110
1976-12-01,-2.417975
1976-12-02,2.813077
1976-12-03,1.925163
1976-12-04,-0.395638
1976-12-05,-2.727362
1976-12-06,-2.866519
1976-12-07,-1.734818
1976-12-08,-2.754467
1976-12-09,-2.595475
1976-12-10,3.725021
1976-12-11,-3.002155
1976-12-12,0.743193
1976-12-13,1.362419
1976-12-14,-2.957375
1976-12-15,3.194238
1976-12-16,0.545676
1976-12-17,-5.393871
1976-12-18,4.250304
1976-12-19,5.462331
1976-12-20,4.024175
1976-12-21,3.853817
1976-12-22,3.379045
1976-12-23,2.188061
1976-12-24,5.160577
1976-12-25,-0.503669
1976-12-26,-3.375715
1976-12-27,3.798853
1976-12-28,3.386391
1976-12-29,-3.499031
1976-12-30,2.548421
1976-12-31,5.630905
1977-01-01,-4.791428
1977-01-02,-1.428417
1977-01-03,-1.447260
1977-01-04,-4.753447
1977-01-05,-3.088820
1977-01-06,-2.566848
1977-01-07,-3.482101
1977-01-08,-2.165905
1977-01-09,-2.929698
1977-01-10,1.938804
1977-01-11,3.773770
1977-01-12,1.111077
1977-01-13,-1.999322
1977-01-14,1.847785
1977-01-15,2.448001
1977-01-16,2.377066
1977-01-17,2.248645
1977-01-18,4.470422
1977-01-19,3.072704
1977-01-20,-2.310743
1977-01-21,-5.306323
1977-01-22,-2.801420
1977-01-23,-0.263607
1977-01-24,-6.055451
1977-01-25,-3.090199
1977-01-26,-1.596700
1977-01-27,2.080269
1977-01-28,-0.406884
1977-01-29,5.155155
1977-01-30,2.522059
1977-01-31,3.398973
1977-02-01,2.804670
1977-02-02,4.303793
1977-02-03,0.947293
1977-02-04,1.425303
1977-02-05,4.552297
1977-02-06,4.139055
1977-02-07,1.328731
1977-02-08,3.584100
1977-02-09,-4.473738
1977-02-10,0.600775
1977-02-11,3.328425
1977-02-12,-3.319952
1977-02-13,-5.069192
1977-02-14,-4.536550
1977-02-15,0.957619
1977-02-16,-0.822239
1977-02-17,-2.781681
1977-02-18,-6.280362
1977-02-19,-8.064690
1977-02-20,-6.751883
1977-02-21,-4.865662
1977-02-22,-4.541146
1977-02-23,-4.879340
1977-02-24,2.040697
1977-02-25,1.286896
1977-02-26,0.099992
1977-02-27,3.446424
1977-02-28,4.491142
1977-03-01,7.540632
1977-03-02,5.994263
1977-03-03,-4.962374
1977-03-04,-5.623022
1977-03-05,7.638738
1977-03-06,7.146751
1977-03-07,2.534958
1977-03-08,4.042130
1977-03-09,1.240950
1977-03-10,-4.702910
1977-03-11,-3.797031
1977-03-12,3.362478
1977-03-13,5.065777
1977-03-14,5.410630
1977-03-15,6.640042
1977-03-16,2.608630
1977-03-17,3.735597
1977-03-18,7.327865
1977-03-19,5.616310
1977-03-20,-2.699265
1977-03-21,0.513432
1977-03-22,6.131113
1977-03-23,7.508138
1977-03-24,4.305823
1977-03-25,1.353990
1977-03-26,2.213377
1977-03-27,2.072481
1977-03-28,-4.972419
1977-03-29,-2.599953
1977-03-30,4.630320
1977-03-31,5.229495
1977-04-01,2.919198
1977-04-02,-5.811446
1977-04-03,-3.320902
1977-04-04,-2.260438
1977-04-05,-0.041288
1977-04-06,4.394368
1977-04-07,6.667083
1977-04-08,6.219426
1977-04-09,4.964672
1977-04-10,1.332196
1977-04-11,-6.722798
1977-04-12,-4.832355
1977-04-13,3.759434
1977-04-14,5.260849
1977-04-15,2.244545
1977-04-16,0.854506
1977-04-17,-2.757972
1977-04-18,-0.124539
1977-04-19,4.749473
1977-04-20,3.987442
1977-04-21,-5.819689
1977-04-22,-1.383181
1977-04-23,7.642788
1977-04-24,7.994569
1977-04-25,6.545007
1977-04-26,-0.945866
1977-04-27,1.211935
1977-04-28,5.758420
1977-04-29,6.957597
1977-04-30,6.622492
1977-05-01,4.090932
1977-05-02,3.236539
1977-05-03,5.632592
1977-05-04,3.716443
1977-05-05,2.917697
1977-05-06,1.210909
1977-05-07,-3.226692
1977-05-08,-4.942344
1977-05-09,-1.931695
1977-05-10,1.345467
1977-05-11,-0.207690
1977-05-12,2.606030
1977-05-13,4.383472
1977-05-14,3.592748
1977-05-15,3.276434
1977-05-16,5.711989
1977-05-17,-1.426029
1977-05-18,-0.542191
1977-05-19,5.481087
1977-05-20,4.224271
1977-05-21,0.159465
1977-05-22,3.188055
1977-05-23,-3.288634
1977-05-24,1.284332
1977-05-25,2.605085
1977-05-26,2.235577
1977-05-27,0.084742
1977-05-28,1.559809
1977-05-29,3.889944
1977-05-30,6.645945
1977-05-31,6.762333
1977-06-01,5.644809
1977-06-02,4.193922
1977-06-03,3.663671
1977-06-04,3.477643
1977-06-05,4.370793
1977-06-06,5.197610
1977-06-07,4.963584
1977-06-08,4.517455
1977-06-09,4.701231
1977-06-10,5.041008
1977-06-11,6.263627
1977-06-12,1.947523
1977-06-13,0.705954
1977-06-14,2.718371
1977-06-15,2.720236
1977-06-16,3.106822
1977-06-17,3.441587
1977-06-18,2.351049
1977-06-19,0.589464
1977-06-20,2.382557
1977-06-21,3.218303
1977-06-22,3.740536
1977-06-23,5.015808
1977-06-24,5.073866
1977-06-25,6.362991
1977-06-26,5.954462
1977-06-27,4.360909
1977-06-28,0.744566
1977-06-29,-0.759328
1977-06-30,2.492150
1977-07-01,4.652022
1977-07-02,4.784898
1977-07-03,4.604051
1977-07-04,4.791245
1977-07-05,5.381848
1977-07-06,5.952528
1977-07-07,7.797733
1977-07-08,7.686099
1977-07-09,6.847094
1977-07-10,6.093056
1977-07-11,5.156958
1977-07-12,5.131233
1977-07-13,5.210678
1977-07-14,5.497005
1977-07-15,5.432868
1977-07-16,4.290051
1977-07-17,3.023191
1977-07-18,2.450556
1977-07-19,2.735700
1977-07-20,2.368691
1977-07-21,2.212991
1977-07-22,3.352036
1977-07-23,5.876676
1977-07-24,5.690747
1977-07-25,5.438866
1977-07-26,4.697797
1977-07-27,3.617667
1977-07-28,2.987630
1977-07-29,3.155119
1977-07-30,3.980489
1977-07-31,4.423898
1977-08-01,4.468020
1977-08-02,4.469190
1977-08-03,3.967236
1977-08-04,3.263027
1977-08-05,2.975450
1977-08-06,2.949118
1977-08-07,3.694418
1977-08-08,3.489598
1977-08-09,3.821510
1977-08-10,3.999066
1977-08-11,3.330269
1977-08-12,2.976436
1977-08-13,1.891133
1977-08-14,2.510951
1977-08-15,2.845212
1977-08-16,4.429025
1977-08-17,5.803689
1977-08-18,6.182199
1977-08-19,4.965111
1977-08-20,4.936786
1977-08-21,5.255825
1977-08-22,5.824717
1977-08-23,5.610633
1977-08-24,6.021418
1977-08-25,3.058510
1977-08-26,-1.622764
1977-08-27,2.126818
1977-08-28,4.241889
1977-08-29,4.959204
1977-08-30,1.712300
1977-08-31,-1.134982
1977-09-01,-0.950635
1977-09-02,1.308593
1977-09-03,-4.436339
1977-09-04,-0.734254
1977-09-05,4.454091
1977-09-06,3.974834
1977-09-07,2.897724
1977-09-08,3.917946
1977-09-09,5.444149
1977-09-10,4.859879
1977-09-11,5.396182
1977-09-12,5.443430
1977-09-13,6.301245
1977-09-14,5.628562
1977-09-15,6.428541
1977-09-16,6.337783
1977-09-17,6.550770
1977-09-18,5.659874
1977-09-19,7.041630
1977-09-20,6.780669
1977-09-21,6.317502
1977-09-22,5.444766
1977-09-23,5.392641
1977-09-24,-3.805616
1977-09-25,-4.417277
1977-09-26,0.685700
1977-09-27,-1.690112
1977-09-28,-1.631967
1977-09-29,-1.550990
1977-09-30,-4.586821
1977-10-01,3.590233
1977-10-02,5.009611
1977-10-03,5.166615
1977-10-04,4.035634
1977-10-05,4.775245
1977-10-06,-3.339819
1977-10-07,-4.595894
1977-10-08,-2.569260
1977-10-09,1.897566
1977-10-10,3.651122
1977-10-11,4.928730
1977-10-12,5.053871
1977-10-13,2.502564
1977-10-14,-0.235660
1977-10-15,-0.519791
1977-10-16,3.649588
1977-10-17,3.855285
1977-10-18,-4.535541
1977-10-19,1.873753
1977-10-20,4.978295
1977-10-21,6.000830
1977-10-22,1.367619
1977-10-23,-3.194739
1977-10-24,1.894691
1977-10-25,-0.893818
1977-10-26,-3.884233
1977-10-27,1.835921
1977-10-28,3.950857
1977-10-29,1.865487
1977-10-30,-4.241195
1977-10-31,0.327706
1977-11-01,0.106804
1977-11-02,2.664295
1977-11-03,5.225559
1977-11-04,6.252563
1977-11-05,4.975817
1977-11-06,5.133462
1977-11-07,6.132776
1977-11-08,5.985891
1977-11-09,4.025506
1977-11-10,0.032339
1977-11-11,-1.797455
1977-11-12,-3.486796
1977-11-13,-6.278687
1977-11-14,1.814341
1977-11-15,4.935222
1977-11-16,6.743580
1977-11-17,5.374075
1977-11-18,6.110736
1977-11-19,4.034601
1977-11-20,4.228931
1977-11-21,4.022680
1977-11-22,5.284848
1977-11-23,4.967669
1977-11-24,-0.359514
1977-11-25,0.120978
1977-11-26,-2.875952
1977-11-27,-0.655102
1977-11-28,3.849648
1977-11-29,5.102622
1977-11-30,5.600586
1977-12-01,2.627987
1977-12-02,-0.612205
1977-12-03,4.534487
1977-12-04,3.072886
1977-12-05,2.445740
1977-12-06,3.043368
1977-12-07,-2.641494
1977-12-08,-4.642123
1977-12-09,0.312443
1977-12-10,3.098181
1977-12-11,-1.181216
1977-12-12,-1.133978
1977-12-13,2.982775
1977-12-14,3.220537
1977-12-15,1.974680
1977-12-16,1.322467
1977-12-17,3.552938
1977-12-18,3.071329
1977-12-19,-2.871464
1977-12-20,-5.651306
1977-12-21,2.792068
1977-12-22,2.732276
1977-12-23,-4.520188
1977-12-24,1.408624
1977-12-25,2.093493
1977-12-26,0.348333
1977-12-27,-6.332862
1977-12-28,-6.737148
1977-12-29,-3.988992
1977-12-30,-1.802726
1977-12-31,4.431627
1978-01-01,3.119213
1978-01-02,-1.705990
1978-01-03,-0.179171
1978-01-04,-2.612793
1978-01-05,0.259242
1978-01-06,2.733104
1978-01-07,5.689144
1978-01-08,6.061673
1978-01-09,4.942227
1978-01-10,-0.303363
1978-01-11,-4.738604
1978-01-12,2.648484
1978-01-13,0.125423
1978-01-14,-2.953859
1978-01-15,-3.558838
1978-01-16,-4.031107
1978-01-17,-2.591418
1978-01-18,-5.515037
1978-01-19,-2.054317
1978-01-20,-0.239263
1978-01-21,-3.024912
1978-01-22,-3.242207
1978-01-23,-2.837163
1978-01-24,-2.167036
1978-01-25,-1.535040
1978-01-26,-5.156576
1978-01-27,-0.360368
1978-01-28,-4.551691
1978-01-29,-3.898792
1978-01-30,-4.359329
1978-01-31,-5.039537
1978-02-01,-2.048306
1978-02-02,0.905949
1978-02-03,5.032835
1978-02-04,-3.882284
1978-02-05,-6.090851
1978-02-06,4.129047
1978-02-07,5.093461
1978-02-08,4.572122
1978-02-09,5.637998
1978-02-10,7.323428
1978-02-11,6.381157
1978-02-12,6.053770
1978-02-13,4.573486
1978-02-14,4.136125
