#Variables:
#tasmin_IPSL-CM5A-LR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-LR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-LR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-LR_historical(K),tasmax_IPSL-CM5A-LR_historical(K),pr_IPSL-CM5A-LR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-LR_historical(K),tasmax_IPSL-CM5A-LR_historical(K),pr_IPSL-CM5A-LR_historical(mm)
1970-09-14,291.878876,304.114319,0.541245
1970-09-15,291.225006,304.799286,0.000000
1970-09-16,286.114075,304.787201,0.000000
1970-09-17,285.388611,304.966553,0.000000
1970-09-18,286.425079,304.808655,0.000000
1970-09-19,291.845245,304.262695,0.365292
1970-09-20,291.900299,302.847198,2.142965
1970-09-21,289.439392,300.489044,0.427825
1970-09-22,287.289551,301.902222,0.000000
1970-09-23,290.282288,304.118835,0.000000
1970-09-24,286.996521,303.266449,0.000000
1970-09-25,286.234833,302.394714,0.000000
1970-09-26,289.306366,304.265686,0.000000
1970-09-27,288.762207,305.392761,0.000000
1970-09-28,289.971954,301.299805,1.367001
1970-09-29,286.129578,297.171387,0.000000
1970-09-30,286.745667,300.433472,0.000000
1970-10-01,289.320648,304.471588,0.000000
1970-10-02,291.558258,306.676239,0.000000
1970-10-03,292.909485,307.001282,1.269117
1970-10-04,294.410675,306.110809,0.000000
1970-10-05,292.417297,304.224396,0.000000
1970-10-06,291.858612,306.267181,0.000000
1970-10-07,292.188904,306.313232,0.000000
1970-10-08,292.674164,307.915222,0.000000
1970-10-09,292.042450,305.877899,0.304298
1970-10-10,290.926270,301.252655,0.000000
1970-10-11,286.092712,301.886292,0.000000
1970-10-12,287.399872,303.112061,0.000000
1970-10-13,287.778534,299.333221,0.000000
1970-10-14,284.910278,293.893494,0.000000
1970-10-15,283.843903,297.415009,0.000000
1970-10-16,284.316589,302.631500,0.000000
1970-10-17,288.654144,305.337280,0.000000
1970-10-18,285.091034,298.940430,2.862486
1970-10-19,278.214752,290.654968,0.000000
1970-10-20,278.700226,296.667267,0.000000
1970-10-21,283.186554,297.262360,0.000000
1970-10-22,281.492889,296.127777,0.000000
1970-10-23,284.453156,299.107178,0.000000
1970-10-24,285.867920,300.879517,0.000000
1970-10-25,292.809052,299.324158,8.605730
1970-10-26,286.354309,298.079865,5.678652
1970-10-27,274.747223,290.326935,1.664463
1970-10-28,276.412231,290.257690,0.000000
1970-10-29,278.529968,294.731903,0.000000
1970-10-30,282.816681,297.934875,0.000000
1970-10-31,283.536865,299.898712,0.000000
1970-11-01,287.509094,302.014252,0.000000
1970-11-02,290.984558,301.949249,8.501374
1970-11-03,290.147461,300.069519,2.352874
1970-11-04,285.416687,296.218414,1.047607
1970-11-05,279.396393,291.655975,1.330576
1970-11-06,275.202332,294.286987,0.000000
1970-11-07,278.180206,298.269867,0.000000
1970-11-08,286.176086,302.149109,0.000000
1970-11-09,290.273102,299.670288,0.000000
1970-11-10,289.770203,299.451935,37.817249
1970-11-11,289.825562,299.527100,17.430273
1970-11-12,280.892639,295.059662,0.579236
1970-11-13,282.949707,297.606323,0.000000
1970-11-14,285.217010,300.360260,0.000000
1970-11-15,286.662750,299.604828,0.000000
1970-11-16,279.415955,295.148041,0.000000
1970-11-17,280.378815,297.031219,0.000000
1970-11-18,281.409973,296.301147,0.000000
1970-11-19,278.695435,295.374725,0.000000
1970-11-20,280.883362,295.171417,0.000000
1970-11-21,277.297729,293.543457,0.000000
1970-11-22,280.419220,298.537903,0.000000
1970-11-23,288.127930,298.324249,0.000000
1970-11-24,286.710358,297.221375,0.000000
1970-11-25,286.412689,296.508301,1.768850
1970-11-26,278.938354,292.837646,2.164175
1970-11-27,273.473267,281.909790,0.622958
1970-11-28,269.755341,281.624908,0.000000
1970-11-29,269.473969,284.210114,0.000000
1970-11-30,272.693787,293.148315,0.000000
1970-12-01,285.385590,297.475464,0.000000
1970-12-02,285.086884,294.984131,0.000000
1970-12-03,279.557098,289.469269,0.000000
1970-12-04,279.710571,289.577942,0.000000
1970-12-05,283.199646,292.108978,2.691076
1970-12-06,281.706970,292.835419,0.000000
1970-12-07,279.039154,291.960754,11.022046
1970-12-08,271.355377,283.949677,0.000000
1970-12-09,271.469147,288.050476,0.000000
1970-12-10,273.638428,287.486481,0.000000
1970-12-11,276.943634,288.663513,0.000000
1970-12-12,284.685059,296.451782,0.000000
1970-12-13,280.055725,290.059723,0.000000
1970-12-14,275.319458,293.704834,0.000000
1970-12-15,277.794861,292.277618,0.000000
1970-12-16,277.037323,290.121552,0.000000
1970-12-17,274.607361,292.567963,0.000000
1970-12-18,277.994232,295.591431,0.000000
1970-12-19,282.224670,299.538696,0.000000
1970-12-20,285.260925,298.752808,0.000000
1970-12-21,286.765198,298.582886,0.363531
1970-12-22,269.061035,292.140137,0.000000
1970-12-23,271.456848,290.417999,0.000000
1970-12-24,277.667023,295.489319,0.000000
1970-12-25,275.217255,290.419128,0.000000
1970-12-26,269.344666,284.914551,0.000000
1970-12-27,274.340973,283.337616,1.377364
1970-12-28,277.689606,287.710541,30.943630
1970-12-29,266.264526,274.982574,0.000000
1970-12-30,267.841156,279.906128,0.000000
1970-12-31,272.635712,281.581329,0.361007
1971-01-01,267.241486,275.204498,1.480758
1971-01-02,265.694519,279.579315,0.000000
1971-01-03,270.529633,283.873505,0.000000
1971-01-04,269.817413,285.612854,0.000000
1971-01-05,275.509033,288.401184,1.058908
1971-01-06,277.630219,287.890686,0.000000
1971-01-07,271.448486,286.021729,0.000000
1971-01-08,275.600403,291.568207,0.000000
1971-01-09,286.063934,298.292267,0.000000
1971-01-10,267.338470,290.089722,22.400841
1971-01-11,266.209747,272.965210,15.255465
1971-01-12,267.885437,274.216431,1.073011
1971-01-13,272.143341,280.684662,0.525914
1971-01-14,269.378632,286.147888,0.000000
1971-01-15,269.912415,289.375641,0.000000
1971-01-16,276.400940,292.568878,0.000000
1971-01-17,280.330902,295.186462,0.000000
1971-01-18,280.738922,288.909332,9.150728
1971-01-19,279.953125,289.815826,10.935367
1971-01-20,275.384308,286.144073,0.000000
1971-01-21,276.809692,293.747864,0.000000
1971-01-22,280.513519,296.676605,0.000000
1971-01-23,282.336273,294.346680,1.190363
1971-01-24,278.889740,289.506653,24.389299
1971-01-25,276.850616,283.619019,18.817715
1971-01-26,275.547791,282.154541,7.038291
1971-01-27,274.191406,284.099854,0.000000
1971-01-28,270.909668,288.426697,0.000000
1971-01-29,274.713257,289.949921,0.000000
1971-01-30,277.418701,292.328186,0.000000
1971-01-31,278.899506,288.576782,0.741437
1971-02-01,278.774963,287.072021,1.940070
1971-02-02,279.068756,291.308167,0.000000
1971-02-03,284.726471,294.858612,0.509435
1971-02-04,284.955933,292.035553,14.368129
1971-02-05,278.342255,289.497070,7.798762
1971-02-06,270.888489,280.321106,0.000000
1971-02-07,270.829346,281.900818,0.000000
1971-02-08,271.416595,284.007385,0.000000
1971-02-09,275.264038,283.626373,0.000000
1971-02-10,276.676208,285.681793,0.000000
1971-02-11,280.068695,292.748596,3.608715
1971-02-12,283.506439,297.294617,0.000000
1971-02-13,284.281799,297.189301,0.000000
1971-02-14,285.725769,298.498474,0.000000
1971-02-15,284.794495,298.994171,0.000000
1971-02-16,286.136353,304.171875,0.000000
1971-02-17,285.418274,302.766571,0.000000
1971-02-18,287.534332,298.019562,0.000000
1971-02-19,276.287811,294.639130,0.000000
1971-02-20,280.142670,297.734436,0.000000
1971-02-21,280.218048,299.939972,0.000000
1971-02-22,282.473053,300.116577,0.000000
1971-02-23,281.430328,305.119507,1.300472
1971-02-24,283.217407,295.849182,0.000000
1971-02-25,275.151672,296.669952,0.000000
1971-02-26,278.242889,302.330719,0.000000
1971-02-27,282.346313,306.166260,0.000000
1971-02-28,284.350983,301.614105,0.000000
1971-03-01,287.832794,296.745422,3.183455
1971-03-02,286.776123,294.627686,44.786926
1971-03-03,273.482269,287.160217,2.432154
1971-03-04,272.230469,284.369415,0.000000
1971-03-05,273.824310,283.489960,0.000000
1971-03-06,272.657806,284.914551,0.000000
1971-03-07,274.315125,286.348785,0.000000
1971-03-08,275.657349,281.924072,0.834289
1971-03-09,275.692871,293.727448,0.000000
1971-03-10,282.203400,295.297607,0.000000
1971-03-11,275.997803,292.257751,0.000000
1971-03-12,279.793945,299.110443,0.000000
1971-03-13,285.435852,299.680603,0.000000
1971-03-14,277.260956,291.407959,0.000000
1971-03-15,279.527008,292.680878,0.000000
1971-03-16,286.518158,301.931305,1.651438
1971-03-17,285.073853,295.706970,0.366364
1971-03-18,283.927643,291.816803,38.004478
1971-03-19,279.976776,288.065247,25.808405
1971-03-20,278.488922,289.806061,2.734732
1971-03-21,278.666168,293.238007,0.477177
1971-03-22,284.447357,295.485138,1.150964
1971-03-23,283.681793,293.351166,14.537622
1971-03-24,285.012878,290.085358,35.080906
1971-03-25,280.907349,290.223816,7.201170
1971-03-26,278.334198,286.288300,0.000000
1971-03-27,279.107819,288.029846,0.000000
1971-03-28,281.257568,287.380341,17.510281
1971-03-29,279.482147,289.747314,1.136099
1971-03-30,278.554413,293.443573,0.000000
1971-03-31,280.785767,296.981903,0.000000
1971-04-01,283.156219,298.961914,0.000000
1971-04-02,287.846222,298.071625,0.000000
1971-04-03,288.785950,300.951538,0.000000
1971-04-04,285.759308,298.718964,0.000000
1971-04-05,284.868774,294.462891,0.000000
1971-04-06,283.616516,293.809723,0.000000
1971-04-07,284.679718,294.478699,0.000000
1971-04-08,286.801208,293.077881,0.525877
1971-04-09,288.482269,299.315582,0.464863
1971-04-10,290.632446,301.668121,1.476154
1971-04-11,288.511536,300.776886,0.000000
1971-04-12,289.558105,301.553070,0.000000
1971-04-13,281.710968,296.789978,0.000000
1971-04-14,279.853943,285.491119,0.299877
1971-04-15,278.436218,290.075500,0.000000
1971-04-16,284.091309,293.343018,0.000000
1971-04-17,287.145538,298.067993,0.903610
1971-04-18,286.542908,295.745209,0.000000
1971-04-19,286.167725,296.789917,0.000000
1971-04-20,289.467896,301.659302,0.000000
1971-04-21,288.544586,298.607239,0.000000
1971-04-22,279.977966,288.314362,0.770108
1971-04-23,281.952087,291.177551,0.000000
1971-04-24,282.732971,295.794403,0.000000
1971-04-25,286.859222,302.259308,0.000000
1971-04-26,290.092346,302.290985,0.000000
1971-04-27,286.692688,298.847290,0.000000
1971-04-28,284.817322,293.496063,0.000000
1971-04-29,285.965393,297.190247,0.000000
1971-04-30,288.272308,303.086151,0.330625
1971-05-01,287.510468,299.643402,0.494287
1971-05-02,288.185791,297.714722,0.000000
1971-05-03,288.419769,301.057220,0.000000
1971-05-04,290.586639,302.263733,0.000000
1971-05-05,292.978119,304.682770,0.000000
1971-05-06,292.431885,304.666016,0.000000
1971-05-07,291.613403,302.665894,0.000000
1971-05-08,291.459991,299.690430,0.000000
1971-05-09,291.210114,306.430206,0.000000
1971-05-10,294.161011,307.329590,0.000000
1971-05-11,294.033722,309.039856,0.000000
1971-05-12,294.095490,309.485901,0.000000
1971-05-13,295.360870,308.459320,0.000000
1971-05-14,295.247345,307.334229,0.000000
1971-05-15,296.409546,309.411774,0.000000
1971-05-16,295.555908,306.045013,0.000000
1971-05-17,294.216583,302.565216,0.000000
1971-05-18,293.452118,298.375977,6.990079
1971-05-19,293.783295,301.324005,3.854014
1971-05-20,293.061249,304.185730,2.978055
1971-05-21,293.109711,304.977295,1.896203
1971-05-22,293.756622,305.342346,1.325334
1971-05-23,293.473511,305.982056,0.000000
1971-05-24,294.349762,306.425507,0.000000
1971-05-25,295.242920,307.372559,0.000000
1971-05-26,298.216583,309.163300,0.000000
1971-05-27,298.372742,308.238220,0.000000
1971-05-28,296.045837,308.172638,0.000000
1971-05-29,295.629486,306.056244,0.000000
1971-05-30,294.074432,303.004761,0.000000
1971-05-31,293.562988,306.428436,0.000000
1971-06-01,295.519409,305.864136,0.000000
1971-06-02,296.722809,307.102844,0.000000
1971-06-03,296.268494,308.857452,0.000000
1971-06-04,295.591461,310.183716,0.000000
1971-06-05,295.427094,306.674225,0.000000
1971-06-06,294.749451,307.806885,0.000000
1971-06-07,297.303741,310.447510,0.000000
1971-06-08,297.303772,310.328217,0.000000
1971-06-09,296.289551,307.029144,0.000000
1971-06-10,294.860840,305.175781,0.000000
1971-06-11,295.506622,302.393463,0.641824
1971-06-12,295.293793,305.699951,1.174133
1971-06-13,295.917786,308.330383,0.000000
1971-06-14,295.733795,309.162964,0.000000
1971-06-15,296.285828,307.415009,0.000000
1971-06-16,296.267853,307.985077,0.000000
1971-06-17,296.791016,308.468109,0.000000
1971-06-18,297.394073,308.156830,0.000000
1971-06-19,297.055054,308.152679,0.000000
1971-06-20,296.817688,308.625336,0.000000
1971-06-21,297.115448,308.527344,0.000000
1971-06-22,297.700287,306.992096,0.000000
1971-06-23,297.001923,307.356537,0.000000
1971-06-24,296.516144,308.139099,0.000000
1971-06-25,296.657532,308.303192,0.000000
1971-06-26,296.860138,307.555847,1.682372
1971-06-27,296.417023,306.326782,0.424101
1971-06-28,296.249298,306.481628,0.412123
1971-06-29,296.196136,306.523315,0.000000
1971-06-30,296.830963,307.534546,0.000000
1971-07-01,296.799591,308.052246,0.000000
1971-07-02,296.817749,308.913300,0.000000
1971-07-03,297.054382,307.511414,0.000000
1971-07-04,296.237030,304.347107,0.824426
1971-07-05,295.248260,304.502014,0.452914
1971-07-06,294.662567,304.744690,3.091459
1971-07-07,294.494446,304.467407,0.000000
1971-07-08,294.569153,304.160889,1.700342
1971-07-09,294.133606,305.269653,1.928929
1971-07-10,294.141663,305.861786,0.633459
1971-07-11,295.072418,305.174164,1.966119
1971-07-12,295.696686,305.587860,0.000000
1971-07-13,295.801819,306.405670,0.402033
1971-07-14,295.327026,306.286102,0.000000
1971-07-15,294.821350,308.086517,0.000000
1971-07-16,295.356659,309.769165,0.000000
1971-07-17,295.256348,310.388641,0.000000
1971-07-18,295.632599,310.366577,0.000000
1971-07-19,295.479828,311.318604,0.000000
1971-07-20,296.405426,311.906189,0.000000
1971-07-21,297.565704,311.784454,0.000000
1971-07-22,298.122498,310.655090,0.000000
1971-07-23,297.686310,310.255798,0.000000
1971-07-24,297.021820,310.154480,0.000000
1971-07-25,296.352936,310.733398,0.000000
1971-07-26,296.691895,310.710663,0.000000
1971-07-27,296.325226,308.920135,0.000000
1971-07-28,296.540436,308.449249,0.000000
1971-07-29,295.998566,310.535156,0.000000
1971-07-30,296.643341,312.442047,0.000000
1971-07-31,297.242737,313.722290,0.000000
1971-08-01,297.135071,313.365112,0.000000
1971-08-02,296.800018,313.323120,0.000000
1971-08-03,296.951874,312.596008,0.000000
1971-08-04,297.816925,311.689636,0.000000
1971-08-05,297.948883,311.609985,0.000000
1971-08-06,298.657288,310.336914,0.000000
1971-08-07,297.482147,307.365997,0.000000
1971-08-08,295.504425,307.174286,0.371296
1971-08-09,295.606567,308.426453,0.000000
1971-08-10,295.495697,309.036713,0.000000
1971-08-11,295.927826,308.463654,0.000000
1971-08-12,295.990234,308.630035,0.000000
1971-08-13,296.304749,309.585510,0.000000
1971-08-14,296.425629,311.154114,0.000000
1971-08-15,296.857605,311.348175,0.000000
1971-08-16,296.989929,310.838715,0.000000
1971-08-17,296.428711,309.823364,0.000000
1971-08-18,296.162659,309.425995,0.000000
1971-08-19,295.854736,310.336639,0.000000
1971-08-20,296.233734,310.668091,0.000000
1971-08-21,296.744049,310.820496,0.000000
1971-08-22,297.352661,311.263458,0.000000
1971-08-23,297.018707,309.827393,0.000000
1971-08-24,296.172638,308.170593,0.000000
1971-08-25,296.406494,308.258545,0.000000
1971-08-26,296.655304,308.464142,0.000000
1971-08-27,296.794098,309.122314,0.000000
1971-08-28,296.659943,309.672363,0.895175
1971-08-29,296.904022,309.145172,1.105622
1971-08-30,296.713196,310.134644,0.000000
1971-08-31,296.856537,308.862762,0.734827
1971-09-01,296.577606,306.256714,0.000000
1971-09-02,296.003754,304.551819,29.416098
1971-09-03,289.443146,300.830536,40.479614
1971-09-04,290.216949,296.279175,52.779156
1971-09-05,290.193329,300.878845,9.248913
1971-09-06,292.802704,302.790405,0.776092
1971-09-07,294.628235,303.114197,23.741669
1971-09-08,294.611450,305.795197,29.417944
1971-09-09,294.616455,301.506927,8.451900
1971-09-10,289.127625,303.081879,0.000000
1971-09-11,290.750305,304.530945,0.000000
1971-09-12,292.883087,303.064575,0.000000
1971-09-13,290.283417,304.181702,0.954750
1971-09-14,289.438141,302.312653,4.568401
1971-09-15,288.933350,302.937744,0.324474
1971-09-16,292.512604,305.307404,0.473994
1971-09-17,293.054932,306.756989,0.526829
1971-09-18,293.955322,304.794586,10.565342
1971-09-19,290.760254,301.984619,0.000000
1971-09-20,289.315796,300.528625,0.000000
1971-09-21,290.513275,299.915588,0.000000
1971-09-22,290.000854,304.098145,0.000000
1971-09-23,290.630005,305.284576,0.000000
1971-09-24,291.509644,305.662415,0.000000
1971-09-25,291.379517,305.165344,0.000000
1971-09-26,290.130432,306.515045,0.000000
1971-09-27,290.942596,307.179535,0.000000
1971-09-28,292.884216,305.997467,0.000000
1971-09-29,292.523193,304.859131,0.000000
1971-09-30,293.257446,302.326630,0.000000
1971-10-01,293.236877,300.993134,8.097188
1971-10-02,291.238312,298.195953,19.757137
1971-10-03,287.525177,303.329803,0.000000
1971-10-04,287.719330,304.253265,0.000000
1971-10-05,287.581299,304.894592,0.000000
1971-10-06,290.142334,304.397491,0.000000
1971-10-07,289.101379,304.129578,0.000000
1971-10-08,290.606842,304.384460,0.000000
1971-10-09,292.414307,302.832855,0.483369
1971-10-10,287.886200,297.788483,10.918715
1971-10-11,283.189331,297.989471,0.000000
1971-10-12,285.612732,302.229767,0.000000
1971-10-13,287.977325,305.238373,0.000000
1971-10-14,286.250549,298.566254,0.000000
1971-10-15,284.876526,302.878479,0.000000
1971-10-16,287.881622,297.905792,0.000000
1971-10-17,281.289032,294.087036,0.735455
1971-10-18,286.229309,298.128204,0.000000
1971-10-19,286.455566,302.787354,0.000000
1971-10-20,287.210327,304.290405,0.000000
1971-10-21,286.761871,300.483093,0.000000
1971-10-22,285.898346,304.470062,0.000000
1971-10-23,288.714142,298.935059,0.000000
1971-10-24,281.924805,294.816101,0.397092
1971-10-25,280.206970,292.091705,0.000000
1971-10-26,280.494812,297.683105,0.000000
1971-10-27,284.928619,297.379669,0.000000
1971-10-28,285.010529,297.880493,0.000000
1971-10-29,284.894287,298.786163,0.000000
1971-10-30,286.829987,301.817291,0.000000
1971-10-31,288.743866,303.762817,0.000000
1971-11-01,287.751831,299.324585,0.000000
1971-11-02,285.169250,300.113281,0.000000
1971-11-03,287.481628,302.041809,0.000000
1971-11-04,289.771393,303.204315,0.000000
1971-11-05,291.985687,303.533234,0.000000
1971-11-06,292.135529,300.553802,0.000000
1971-11-07,284.352234,297.045410,0.000000
1971-11-08,286.963074,298.859314,0.000000
1971-11-09,287.149811,295.932556,0.000000
1971-11-10,279.357819,293.986237,0.000000
1971-11-11,283.588074,300.020477,0.000000
1971-11-12,287.773499,303.016022,0.000000
1971-11-13,281.321350,297.665222,2.806937
1971-11-14,275.733246,280.771759,4.338246
1971-11-15,277.924316,287.974213,8.689148
1971-11-16,271.964325,280.197968,9.901612
1971-11-17,270.175995,279.776611,0.000000
1971-11-18,271.075500,288.067993,0.000000
1971-11-19,273.416565,290.279358,0.000000
1971-11-20,278.889801,291.140289,0.000000
1971-11-21,281.338715,292.872253,0.000000
1971-11-22,283.131104,298.077057,0.000000
1971-11-23,285.445648,298.974945,0.000000
1971-11-24,286.876740,295.543915,0.374123
1971-11-25,289.160004,298.963959,2.356667
1971-11-26,289.024811,301.265198,0.585356
1971-11-27,287.416687,297.371033,0.000000
1971-11-28,280.155060,294.008026,0.000000
1971-11-29,286.310730,300.947723,0.000000
1971-11-30,286.427521,296.273041,0.000000
1971-12-01,277.926392,292.063446,0.000000
1971-12-02,281.078735,296.686615,0.000000
1971-12-03,283.320709,295.881165,0.000000
1971-12-04,283.529968,298.130768,0.377686
1971-12-05,287.593445,297.177521,0.000000
1971-12-06,278.312622,292.363312,0.000000
1971-12-07,283.954498,298.110474,0.644278
1971-12-08,271.457703,293.357025,0.387737
1971-12-09,268.860901,282.937439,0.000000
1971-12-10,275.864594,287.016357,0.000000
1971-12-11,271.161774,284.275482,0.000000
1971-12-12,273.026794,284.100098,0.000000
1971-12-13,278.772675,286.299774,12.977960
1971-12-14,274.102417,280.041046,3.387183
1971-12-15,275.629272,283.328674,0.000000
1971-12-16,276.622498,284.511200,0.000000
1971-12-17,270.664429,285.967773,0.000000
1971-12-18,271.482971,284.699524,0.000000
1971-12-19,269.762268,288.570984,0.000000
1971-12-20,277.129059,294.315857,0.000000
1971-12-21,278.667877,295.264771,0.000000
1971-12-22,278.076416,290.673279,0.000000
1971-12-23,278.033234,287.715149,0.000000
1971-12-24,278.873016,295.320312,1.087066
1971-12-25,281.773071,291.332977,0.295410
1971-12-26,271.654053,290.918518,0.000000
1971-12-27,282.444611,296.079010,0.000000
1971-12-28,278.359161,295.175110,0.000000
1971-12-29,284.321655,298.526672,0.000000
1971-12-30,282.122528,291.525696,0.000000
1971-12-31,274.901764,292.709137,0.000000
1972-01-01,276.599457,293.463959,0.000000
1972-01-02,275.356079,293.384216,0.000000
1972-01-03,279.284424,297.700653,0.000000
1972-01-04,275.875061,291.835663,0.000000
1972-01-05,277.522949,292.038666,0.000000
1972-01-06,278.560730,290.578491,0.000000
1972-01-07,264.413513,280.754486,0.000000
1972-01-08,267.828979,277.403320,0.000000
1972-01-09,271.186401,279.225067,0.000000
1972-01-10,274.303436,289.394989,5.866153
1972-01-11,283.065735,293.787476,1.044020
1972-01-12,267.492950,288.307831,1.385315
1972-01-13,264.834259,278.215973,0.000000
1972-01-14,264.982483,280.845001,0.000000
1972-01-15,268.137543,280.494507,0.000000
1972-01-16,274.801544,284.847870,3.315811
1972-01-17,281.363068,293.989960,4.678335
1972-01-18,267.963837,287.884949,0.000000
1972-01-19,272.443726,293.858765,0.000000
1972-01-20,284.834503,298.716949,0.000000
1972-01-21,279.939209,292.481110,0.569673
1972-01-22,278.598297,299.092285,0.000000
1972-01-23,286.646851,301.576630,0.559450
1972-01-24,283.342926,301.820435,0.000000
1972-01-25,282.946991,297.408081,0.000000
1972-01-26,277.208679,290.281952,0.000000
1972-01-27,280.231903,298.028564,0.000000
1972-01-28,277.501068,291.340240,0.000000
1972-01-29,277.493561,299.854980,0.000000
1972-01-30,285.907043,302.222534,0.000000
1972-01-31,287.476196,304.013611,0.000000
1972-02-01,287.362183,298.986023,0.000000
1972-02-02,273.322327,289.132507,0.000000
1972-02-03,272.941345,289.257141,0.000000
1972-02-04,281.001007,299.110565,0.000000
1972-02-05,284.082916,300.615997,0.000000
1972-02-06,277.332062,295.107941,0.000000
1972-02-07,278.134125,284.025116,27.911169
1972-02-08,279.159729,284.679565,35.341824
1972-02-09,278.316681,283.774048,32.902897
1972-02-10,277.280304,282.862885,19.314497
1972-02-11,270.530396,275.762299,8.138111
1972-02-12,264.275360,269.364136,0.000000
1972-02-13,262.956573,272.910553,0.000000
1972-02-14,265.166840,275.022339,0.000000
1972-02-15,272.585571,284.596680,0.000000
1972-02-16,275.883881,289.940277,0.000000
1972-02-17,281.662262,288.805573,5.441323
1972-02-18,280.170105,287.683777,3.210010
1972-02-19,278.658936,291.128113,4.882227
1972-02-20,277.815613,290.922699,0.502004
1972-02-21,273.798309,291.703247,0.000000
1972-02-22,277.525116,296.405975,0.000000
1972-02-23,279.446564,294.664001,0.325208
1972-02-24,279.631897,295.148438,0.000000
1972-02-25,276.688416,293.179749,0.000000
1972-02-26,279.043549,296.326599,0.000000
1972-02-27,280.029999,297.740112,0.000000
1972-02-28,279.583160,291.537109,0.000000
1972-02-29,278.463684,294.830902,0.000000
1972-03-01,277.344208,298.124695,0.000000
1972-03-02,282.746307,299.844025,0.000000
1972-03-03,280.739960,294.243530,0.000000
1972-03-04,284.575745,302.641327,0.000000
1972-03-05,285.169006,298.450897,0.000000
1972-03-06,275.024933,286.000397,0.000000
1972-03-07,273.210052,293.730652,0.000000
1972-03-08,279.360168,298.624786,0.000000
1972-03-09,281.415741,301.990295,0.000000
1972-03-10,287.911591,303.578461,0.000000
1972-03-11,288.736969,299.903381,0.000000
1972-03-12,278.172272,291.606476,0.000000
1972-03-13,279.624908,299.763611,0.000000
1972-03-14,281.126709,295.054291,0.691037
1972-03-15,277.824097,295.634491,0.000000
1972-03-16,283.316101,304.074890,0.000000
1972-03-17,284.298462,298.950012,0.000000
1972-03-18,279.152954,295.710052,0.000000
1972-03-19,285.414978,300.677399,0.000000
1972-03-20,279.770813,295.216309,0.000000
1972-03-21,278.256897,291.480225,0.000000
1972-03-22,279.896545,295.710510,0.000000
1972-03-23,282.074890,301.429932,0.000000
1972-03-24,282.840363,302.474030,0.822615
1972-03-25,283.649811,295.981720,0.000000
1972-03-26,279.483917,295.069946,0.000000
1972-03-27,279.967377,300.922272,0.000000
1972-03-28,280.838318,300.761292,0.000000
1972-03-29,280.685822,300.519104,0.000000
1972-03-30,282.110138,302.153137,0.000000
1972-03-31,284.242645,301.160583,0.000000
1972-04-01,279.234528,299.511078,0.000000
1972-04-02,281.535248,303.474487,0.000000
1972-04-03,284.654785,304.482452,0.000000
1972-04-04,286.112122,301.680481,0.000000
1972-04-05,285.173035,302.988434,0.000000
1972-04-06,286.920807,304.605042,0.000000
1972-04-07,288.141693,305.290131,0.000000
1972-04-08,289.409912,307.933655,0.000000
1972-04-09,287.602234,302.962128,0.000000
1972-04-10,280.461121,296.071808,0.000000
1972-04-11,285.169403,301.685883,0.000000
1972-04-12,289.627197,304.594208,0.691316
1972-04-13,292.122192,300.921753,0.430462
1972-04-14,290.666351,294.953705,25.146372
1972-04-15,287.768188,300.218567,4.156371
1972-04-16,286.381805,299.830688,4.154074
1972-04-17,284.508728,297.141571,0.000000
1972-04-18,281.344788,299.186615,0.000000
1972-04-19,282.690460,303.699341,0.000000
1972-04-20,287.190308,305.289307,0.000000
1972-04-21,289.664124,304.970490,0.000000
1972-04-22,285.656281,300.607330,0.000000
1972-04-23,283.257111,296.327515,0.000000
1972-04-24,284.071899,299.448547,0.000000
1972-04-25,286.860626,303.523407,0.000000
1972-04-26,285.930389,300.589569,2.776253
1972-04-27,284.951111,296.529541,0.000000
1972-04-28,281.562988,297.632965,0.000000
1972-04-29,284.237976,304.334076,0.000000
1972-04-30,289.342438,307.630402,0.000000
1972-05-01,290.247955,305.987000,0.000000
1972-05-02,289.801910,305.819855,0.530181
1972-05-03,289.831696,304.649414,0.000000
1972-05-04,290.099182,303.639587,0.000000
1972-05-05,288.725555,299.120636,3.301570
1972-05-06,283.234924,299.577850,0.280867
1972-05-07,285.140625,303.276642,0.000000
1972-05-08,284.800751,306.389435,0.000000
1972-05-09,284.979980,306.873383,0.000000
1972-05-10,285.507507,306.631226,0.000000
1972-05-11,286.528992,305.420227,0.000000
1972-05-12,287.108307,305.770355,0.000000
1972-05-13,290.860962,306.440308,0.000000
1972-05-14,290.691925,305.138367,0.000000
1972-05-15,291.087219,303.437439,0.000000
1972-05-16,291.791595,302.388031,0.000000
