#Variables:
#tasmin_CanESM2_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CanESM2_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CanESM2_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CanESM2_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CanESM2_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CanESM2_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CanESM2_historical(K),tasmax_CanESM2_historical(K),pr_CanESM2_historical(mm)"
""
yyyy-mm-dd,tasmin_CanESM2_historical(K),tasmax_CanESM2_historical(K),pr_CanESM2_historical(mm)
1973-03-09,287.815277,292.348267,2.445149
1973-03-10,284.646301,297.026611,11.232586
1973-03-11,287.830383,302.725067,0.000000
1973-03-12,288.062408,299.982086,0.000000
1973-03-13,288.270325,295.190735,0.668934
1973-03-14,279.720306,298.764984,0.000000
1973-03-15,282.259430,303.335358,0.000000
1973-03-16,286.214355,298.446411,5.063717
1973-03-17,282.291687,295.896454,0.000000
1973-03-18,282.870758,299.622192,0.510427
1973-03-19,283.438660,299.176941,0.000000
1973-03-20,285.840485,297.682678,0.366152
1973-03-21,284.505341,303.037018,0.480241
1973-03-22,286.467926,299.198669,0.543840
1973-03-23,275.196198,286.369781,0.000000
1973-03-24,273.128052,286.734314,0.000000
1973-03-25,273.128906,293.448608,0.000000
1973-03-26,278.291046,289.471497,0.814063
1973-03-27,274.266907,296.487091,0.000000
1973-03-28,283.306030,300.525452,0.000000
1973-03-29,286.844086,299.347931,0.000000
1973-03-30,286.281860,297.894257,6.564861
1973-03-31,277.141541,292.021240,0.372830
1973-04-01,279.746948,296.651428,0.000000
1973-04-02,282.748688,297.741394,0.000000
1973-04-03,284.132263,301.471436,0.000000
1973-04-04,286.682129,302.132141,0.000000
1973-04-05,286.550873,301.180908,0.376637
1973-04-06,286.357605,299.041321,5.704600
1973-04-07,289.752167,293.469025,34.068527
1973-04-08,285.646118,288.131531,6.538227
1973-04-09,282.137085,291.920959,0.000000
1973-04-10,281.565399,296.514099,0.000000
1973-04-11,286.319672,298.352814,0.000000
1973-04-12,286.840149,294.843475,5.653502
1973-04-13,286.128204,298.828217,0.000000
1973-04-14,288.245972,299.315002,0.000000
1973-04-15,288.115845,298.200378,0.000000
1973-04-16,289.202393,295.282043,14.555561
1973-04-17,289.342438,296.790039,6.944100
1973-04-18,287.601349,298.743683,12.333733
1973-04-19,292.375916,298.867523,2.136482
1973-04-20,291.410126,302.301788,0.000000
1973-04-21,290.090271,298.998444,0.000000
1973-04-22,287.266479,296.434235,0.706685
1973-04-23,288.366821,295.763702,0.680880
1973-04-24,289.149475,302.249451,0.000000
1973-04-25,289.981110,305.123291,1.737088
1973-04-26,289.966156,302.490753,0.824720
1973-04-27,292.409210,301.086945,15.666224
1973-04-28,292.520538,299.142487,3.595148
1973-04-29,292.838013,303.958252,0.000000
1973-04-30,294.187683,305.278290,0.000000
1973-05-01,294.358368,301.648499,0.637671
1973-05-02,292.753082,302.387726,8.434060
1973-05-03,287.664062,303.476776,0.000000
1973-05-04,287.409424,298.907898,0.000000
1973-05-05,291.446106,296.914215,72.051704
1973-05-06,285.501465,294.844238,0.681999
1973-05-07,286.102325,295.387512,0.000000
1973-05-08,289.342194,294.642731,0.000000
1973-05-09,291.201569,293.832153,0.000000
1973-05-10,291.065308,296.433929,0.000000
1973-05-11,292.879822,296.891174,0.000000
1973-05-12,294.015869,298.837128,0.000000
1973-05-13,293.639069,301.207153,0.000000
1973-05-14,286.056519,303.594299,0.000000
1973-05-15,293.501007,301.667755,0.000000
1973-05-16,295.136566,302.737549,0.000000
1973-05-17,294.692596,303.867371,2.444180
1973-05-18,288.624176,305.284424,0.000000
1973-05-19,294.386322,305.897827,2.298734
1973-05-20,295.416321,301.266388,0.000000
1973-05-21,294.219330,299.870331,25.374699
1973-05-22,295.424774,302.052979,1.162781
1973-05-23,294.938080,301.343231,12.219407
1973-05-24,294.181183,297.694946,5.437256
1973-05-25,291.214294,297.728851,0.000000
1973-05-26,285.228912,301.469360,0.000000
1973-05-27,285.596527,305.574463,0.000000
1973-05-28,289.676300,302.830017,0.000000
1973-05-29,292.074005,302.266998,0.000000
1973-05-30,291.186737,302.222778,4.154629
1973-05-31,293.066010,300.587555,3.949154
1973-06-01,294.419952,301.505035,8.641216
1973-06-02,293.421295,301.207397,0.000000
1973-06-03,291.296631,302.359222,0.000000
1973-06-04,288.765411,302.557617,0.000000
1973-06-05,290.455170,303.543793,0.000000
1973-06-06,291.353882,303.246521,0.000000
1973-06-07,291.690216,305.113495,0.000000
1973-06-08,293.241272,306.115265,0.000000
1973-06-09,294.498901,307.024567,0.000000
1973-06-10,293.703949,306.147522,0.000000
1973-06-11,294.237457,308.737274,0.000000
1973-06-12,293.502075,307.963837,0.891628
1973-06-13,294.162476,306.570465,0.000000
1973-06-14,294.704559,306.478912,0.000000
1973-06-15,295.264221,306.127747,0.000000
1973-06-16,295.260559,306.999207,0.000000
1973-06-17,294.373108,306.316437,0.000000
1973-06-18,296.467987,306.875519,0.000000
1973-06-19,295.616791,309.520447,0.000000
1973-06-20,296.549469,310.251160,1.503644
1973-06-21,296.059998,309.689941,0.000000
1973-06-22,295.447723,308.666748,0.000000
1973-06-23,295.429626,307.841248,0.000000
1973-06-24,295.839539,307.273041,0.000000
1973-06-25,296.985687,307.319611,0.000000
1973-06-26,295.684174,308.143463,0.000000
1973-06-27,294.875610,307.489258,0.000000
1973-06-28,295.708984,307.956451,0.000000
1973-06-29,296.074005,308.805603,0.000000
1973-06-30,296.561554,309.362701,0.486097
1973-07-01,296.175049,308.632507,0.922422
1973-07-02,296.636566,309.636261,0.000000
1973-07-03,296.453522,308.540100,1.717683
1973-07-04,296.279633,309.805084,0.000000
1973-07-05,296.264465,308.215271,0.000000
1973-07-06,296.817749,306.627991,9.250094
1973-07-07,296.300110,306.365479,18.249081
1973-07-08,296.354065,304.132629,16.481209
1973-07-09,294.337524,304.880646,4.750098
1973-07-10,294.844391,305.948975,0.000000
1973-07-11,294.582977,307.130951,0.000000
1973-07-12,295.430542,307.019867,0.000000
1973-07-13,295.741852,307.180542,0.000000
1973-07-14,296.292297,307.389893,0.000000
1973-07-15,297.452240,306.233948,0.755912
1973-07-16,296.442719,309.217743,0.290226
1973-07-17,295.486511,309.141357,0.000000
1973-07-18,295.362122,308.497772,0.000000
1973-07-19,296.473267,308.028717,3.874322
1973-07-20,295.603729,306.133514,5.857298
1973-07-21,297.476654,308.733704,0.000000
1973-07-22,296.979401,308.835663,0.000000
1973-07-23,296.921051,308.243713,0.000000
1973-07-24,297.130463,309.087494,0.000000
1973-07-25,297.099731,309.567230,0.803510
1973-07-26,296.628479,310.843109,1.084642
1973-07-27,296.972229,306.923126,5.147141
1973-07-28,295.978027,306.640381,0.000000
1973-07-29,295.199585,308.215576,0.000000
1973-07-30,296.053314,308.650177,0.399067
1973-07-31,295.927826,304.620575,3.924130
1973-08-01,294.929779,306.188995,0.615532
1973-08-02,293.870056,306.947388,2.426368
1973-08-03,294.369385,307.446228,2.068448
1973-08-04,295.710449,307.675903,0.838108
1973-08-05,296.264374,307.789795,0.000000
1973-08-06,297.046692,308.249146,0.000000
1973-08-07,297.345032,310.734802,0.000000
1973-08-08,296.631714,311.356659,0.000000
1973-08-09,295.813080,309.822784,0.000000
1973-08-10,296.272369,309.019135,0.000000
1973-08-11,295.179749,307.599640,0.000000
1973-08-12,296.097473,306.916107,0.000000
1973-08-13,295.388214,306.622223,2.965261
1973-08-14,296.653046,302.309967,9.952464
1973-08-15,296.862823,305.688721,0.486776
1973-08-16,297.180176,306.906708,0.509940
1973-08-17,295.967346,306.788940,0.000000
1973-08-18,293.960327,308.058685,0.000000
1973-08-19,294.753723,308.596832,0.419628
1973-08-20,295.063385,306.767334,2.287049
1973-08-21,294.498383,307.071198,0.000000
1973-08-22,295.436188,307.466644,0.000000
1973-08-23,294.185547,309.953735,0.000000
1973-08-24,289.345398,310.334045,0.000000
1973-08-25,293.572754,311.134705,0.000000
1973-08-26,296.753174,311.907745,0.000000
1973-08-27,296.384918,310.186707,0.000000
1973-08-28,296.407562,307.760925,1.143040
1973-08-29,293.477020,305.509735,5.598549
1973-08-30,293.965546,304.602051,8.261544
1973-08-31,291.889984,303.938477,40.479614
1973-09-01,293.949249,302.026398,11.328699
1973-09-02,295.016052,302.207184,21.441856
1973-09-03,295.970886,302.272430,42.297989
1973-09-04,294.863068,301.541992,39.442757
1973-09-05,292.418884,299.804749,28.537302
1973-09-06,290.602295,295.800415,109.698692
1973-09-07,294.408783,300.542755,4.659976
1973-09-08,295.069275,302.852966,13.285650
1973-09-09,295.092041,299.732025,9.248913
1973-09-10,295.963867,302.942719,7.573677
1973-09-11,296.059174,304.318756,0.000000
1973-09-12,296.107880,305.066559,0.800878
1973-09-13,296.779968,302.606445,0.000000
1973-09-14,296.006195,303.228882,0.945313
1973-09-15,295.375244,296.282867,15.334355
1973-09-16,288.378143,297.150055,0.000000
1973-09-17,281.647064,298.512512,0.000000
1973-09-18,283.097137,299.684845,0.000000
1973-09-19,283.467957,300.529999,0.000000
1973-09-20,286.455719,302.783905,0.393085
1973-09-21,290.422363,302.511230,1.843536
1973-09-22,292.802338,301.192719,0.556071
1973-09-23,290.239258,304.441132,0.000000
1973-09-24,289.130402,305.453217,0.000000
1973-09-25,286.114075,306.402008,0.000000
1973-09-26,285.193054,306.687866,0.000000
1973-09-27,287.954346,304.821289,0.000000
1973-09-28,293.125336,305.307526,0.000000
1973-09-29,294.765961,305.304321,0.000000
1973-09-30,293.622406,305.640198,0.000000
1973-10-01,287.886200,305.584961,0.000000
1973-10-02,284.201355,305.907837,0.000000
1973-10-03,283.549103,306.313232,0.000000
1973-10-04,283.746063,306.717072,0.000000
1973-10-05,284.867401,307.222198,0.000000
1973-10-06,286.428406,306.874329,0.000000
1973-10-07,287.094513,306.083771,0.000000
1973-10-08,287.357300,306.457947,0.000000
1973-10-09,285.234344,304.287750,0.000000
1973-10-10,286.672455,304.359070,0.000000
1973-10-11,286.989380,304.297516,0.000000
1973-10-12,285.624725,298.673981,0.000000
1973-10-13,286.719360,297.856049,0.565041
1973-10-14,287.884552,298.238464,8.605730
1973-10-15,291.730042,303.937103,0.000000
1973-10-16,292.905792,303.391266,1.075463
1973-10-17,292.710114,300.459076,1.637961
1973-10-18,291.157745,299.524963,26.689943
1973-10-19,292.858643,297.405823,44.131611
1973-10-20,290.884399,295.178497,5.076779
1973-10-21,286.312195,297.237396,0.460048
1973-10-22,289.655090,298.543121,0.000000
1973-10-23,288.754242,298.544434,0.000000
1973-10-24,287.168518,298.441620,1.664463
1973-10-25,285.324921,291.454193,1.373245
1973-10-26,284.676514,293.710144,0.000000
1973-10-27,280.983856,294.477356,0.000000
1973-10-28,280.674408,299.981750,0.000000
1973-10-29,281.837921,299.922180,0.000000
1973-10-30,286.013184,301.240204,0.000000
1973-10-31,284.690613,302.623749,0.000000
1973-11-01,288.153503,298.218445,0.000000
1973-11-02,289.250183,294.921570,0.000000
1973-11-03,289.648224,294.388489,9.233847
1973-11-04,290.559814,295.523651,6.334466
1973-11-05,288.769897,298.027344,0.785971
1973-11-06,286.601898,297.583923,0.000000
1973-11-07,282.025330,295.699493,1.592943
1973-11-08,283.213043,292.915466,40.889557
1973-11-09,283.011871,290.465027,29.378872
1973-11-10,279.846893,286.264099,21.059479
1973-11-11,278.091461,280.764008,0.000000
1973-11-12,280.071991,287.498932,0.000000
1973-11-13,279.705536,282.875427,0.000000
1973-11-14,280.378815,287.749908,23.579315
1973-11-15,283.173096,293.380951,10.966596
1973-11-16,279.535004,289.432465,0.000000
1973-11-17,276.482880,287.751312,0.000000
1973-11-18,278.429901,291.728241,0.000000
1973-11-19,283.507965,290.704041,0.000000
1973-11-20,283.616821,293.509888,0.000000
1973-11-21,279.961853,289.109314,1.169156
1973-11-22,278.923248,283.860077,0.000000
1973-11-23,277.297729,288.790039,0.000000
1973-11-24,280.139679,295.862579,0.000000
1973-11-25,282.381744,298.928101,0.000000
1973-11-26,287.273407,298.940277,0.000000
1973-11-27,283.690552,297.495514,0.532802
1973-11-28,278.496918,288.891571,0.000000
1973-11-29,273.862732,284.881378,0.000000
1973-11-30,276.722015,286.591583,0.318608
1973-12-01,275.419159,286.495941,0.000000
1973-12-02,273.904968,286.657013,0.000000
1973-12-03,269.369873,286.926575,0.000000
1973-12-04,276.872894,286.500397,0.000000
1973-12-05,275.618256,296.781036,0.000000
1973-12-06,282.661957,298.942200,0.000000
1973-12-07,288.944458,300.552673,0.000000
1973-12-08,282.695190,296.167816,0.000000
1973-12-09,278.702942,287.856049,0.000000
1973-12-10,275.502777,293.369202,0.000000
1973-12-11,276.982391,296.711884,0.000000
1973-12-12,281.280823,289.878937,7.308736
1973-12-13,286.678101,292.186981,7.083078
1973-12-14,288.003601,295.939331,20.057074
1973-12-15,279.182495,290.785065,0.000000
1973-12-16,276.549286,289.305756,0.000000
1973-12-17,284.784760,291.585571,0.000000
1973-12-18,281.773071,292.065582,20.155344
1973-12-19,281.061127,292.429047,0.740466
1973-12-20,278.899933,289.307922,0.000000
1973-12-21,268.572174,281.393341,0.000000
1973-12-22,269.762268,285.770020,0.000000
1973-12-23,278.693878,284.259674,0.446704
1973-12-24,275.341919,285.362152,0.000000
1973-12-25,277.683563,290.366180,0.000000
1973-12-26,275.672668,288.847900,0.000000
1973-12-27,283.617889,296.224670,0.000000
1973-12-28,273.376984,289.160492,0.000000
1973-12-29,270.266144,275.087463,0.000000
1973-12-30,268.513977,285.323486,0.000000
1973-12-31,268.392151,289.446960,0.000000
1974-01-01,270.756805,290.565796,0.000000
1974-01-02,275.274078,293.517242,0.000000
1974-01-03,276.813416,291.966797,0.000000
1974-01-04,273.002869,291.902100,0.000000
1974-01-05,276.399567,286.177460,0.000000
1974-01-06,269.778625,282.784882,0.000000
1974-01-07,269.004242,287.571716,0.000000
1974-01-08,273.009003,291.054138,0.000000
1974-01-09,272.863281,290.638794,0.000000
1974-01-10,276.635559,288.380920,0.000000
1974-01-11,279.941223,285.591827,1.142787
1974-01-12,275.936951,281.310760,33.909771
1974-01-13,278.115723,283.956024,47.206917
1974-01-14,275.421173,280.996979,22.400841
1974-01-15,275.904053,280.717712,2.216330
1974-01-16,276.032745,280.619690,0.000000
1974-01-17,275.721588,283.440826,0.000000
1974-01-18,273.017456,286.859161,0.000000
1974-01-19,274.287323,291.507202,0.000000
1974-01-20,271.608551,290.453430,0.000000
1974-01-21,278.567169,295.206757,0.000000
1974-01-22,282.592865,296.352722,0.000000
1974-01-23,280.848999,296.612915,0.000000
1974-01-24,284.098999,294.886871,0.385103
1974-01-25,287.421356,298.954071,0.899496
1974-01-26,284.814178,298.644714,0.000000
1974-01-27,287.588379,296.411896,0.854492
1974-01-28,287.277496,297.684753,0.000000
1974-01-29,281.379211,296.652893,0.000000
1974-01-30,282.006561,291.854340,0.000000
1974-01-31,274.401123,287.958130,0.000000
1974-02-01,277.618744,290.554565,0.000000
1974-02-02,272.258331,293.509918,0.000000
1974-02-03,279.796722,298.560028,0.000000
1974-02-04,282.239227,300.399963,0.000000
1974-02-05,286.414154,296.424286,0.000000
1974-02-06,286.441681,294.953186,1.638955
1974-02-07,278.022552,289.856781,0.000000
1974-02-08,274.381165,291.615082,0.000000
1974-02-09,278.983398,290.680542,0.000000
1974-02-10,284.478333,293.543427,10.609860
1974-02-11,283.968689,296.589142,3.250237
1974-02-12,280.509949,291.908936,0.000000
1974-02-13,274.797516,294.064301,0.000000
1974-02-14,279.837708,288.702850,1.292392
1974-02-15,280.127991,291.703247,5.779995
1974-02-16,275.343079,292.579926,0.000000
1974-02-17,278.120758,294.408905,0.000000
1974-02-18,282.108215,292.583527,0.387194
1974-02-19,279.358612,296.387482,0.000000
1974-02-20,281.116486,292.968018,0.000000
1974-02-21,278.899750,296.559418,0.000000
1974-02-22,280.913452,296.956940,0.000000
1974-02-23,278.478638,288.416962,2.695230
1974-02-24,273.466370,283.641235,0.000000
1974-02-25,269.297974,287.940155,0.000000
1974-02-26,273.553406,290.315399,0.000000
1974-02-27,272.364838,286.547394,0.000000
1974-02-28,270.418854,288.671509,0.000000
1974-03-01,273.102356,292.612305,0.000000
1974-03-02,281.643616,293.079437,0.604101
1974-03-03,280.019043,299.486938,0.000000
1974-03-04,278.478546,302.366272,0.000000
1974-03-05,281.283600,303.404877,0.000000
1974-03-06,283.318024,301.855103,0.000000
1974-03-07,286.147278,304.734863,0.000000
1974-03-08,286.611542,304.012390,0.000000
1974-03-09,285.360626,298.708740,5.400826
1974-03-10,285.936432,302.740356,0.000000
1974-03-11,286.921112,304.397369,0.000000
1974-03-12,289.558777,302.044128,1.811273
1974-03-13,280.509003,290.225739,0.957223
1974-03-14,273.210052,294.829498,0.000000
1974-03-15,277.390198,299.112030,0.000000
1974-03-16,277.619141,301.352814,0.000000
1974-03-17,280.788605,300.374573,0.000000
1974-03-18,287.901001,298.942017,0.000000
1974-03-19,289.845154,304.193909,0.000000
1974-03-20,284.418457,305.191956,0.000000
1974-03-21,283.671051,301.256531,0.000000
1974-03-22,280.699768,297.105560,0.000000
1974-03-23,279.749359,300.459015,0.000000
1974-03-24,279.684875,302.449585,0.000000
1974-03-25,286.050385,302.551575,0.000000
1974-03-26,281.930969,295.927704,0.000000
1974-03-27,276.840302,295.760101,0.000000
1974-03-28,280.579803,291.091797,0.000000
1974-03-29,284.793671,302.790833,0.000000
1974-03-30,280.336151,306.998047,0.000000
1974-03-31,282.339233,304.948029,0.000000
1974-04-01,289.457397,296.323456,9.032990
1974-04-02,290.043610,293.858643,34.587036
1974-04-03,288.248169,293.071838,14.898844
1974-04-04,283.900146,300.609467,0.000000
1974-04-05,287.865112,302.121368,0.000000
1974-04-06,290.901855,301.219238,0.000000
1974-04-07,282.076477,295.633972,0.000000
1974-04-08,281.358704,297.304535,0.000000
1974-04-09,284.773285,301.753540,0.000000
1974-04-10,281.267670,303.948425,0.000000
1974-04-11,282.679047,303.474487,0.000000
1974-04-12,285.080017,300.474304,0.000000
1974-04-13,288.515198,301.599915,0.886037
1974-04-14,286.466125,300.644012,0.000000
1974-04-15,283.858429,298.752350,0.000000
1974-04-16,281.285645,292.440887,0.000000
1974-04-17,281.515228,284.987671,0.000000
1974-04-18,282.041351,297.524750,0.000000
1974-04-19,284.707977,299.471039,0.000000
1974-04-20,286.028961,296.718536,0.000000
1974-04-21,287.602386,302.280304,0.000000
1974-04-22,291.193298,302.929199,3.633066
1974-04-23,291.471436,302.038757,1.661399
1974-04-24,290.382355,301.517365,0.000000
1974-04-25,288.420471,302.336945,0.000000
1974-04-26,289.699097,303.115082,0.000000
1974-04-27,291.039795,305.893890,0.000000
1974-04-28,288.324615,302.625000,0.000000
1974-04-29,285.018646,305.044525,0.000000
1974-04-30,287.536133,304.508789,0.000000
1974-05-01,292.611694,297.771698,0.000000
1974-05-02,290.034515,301.513153,0.000000
1974-05-03,293.124756,305.841858,0.000000
1974-05-04,292.787720,307.900696,0.000000
1974-05-05,291.587372,307.746277,0.000000
1974-05-06,286.623138,308.297394,0.000000
1974-05-07,287.269501,306.504211,0.000000
1974-05-08,288.478821,307.334229,0.000000
1974-05-09,288.092316,306.707611,0.000000
1974-05-10,289.861053,306.478851,0.000000
1974-05-11,291.810120,305.450348,0.000000
1974-05-12,291.939484,308.169342,0.000000
1974-05-13,293.623901,308.356262,0.000000
1974-05-14,293.793793,304.589539,0.280867
1974-05-15,294.981995,309.742859,0.000000
1974-05-16,295.213470,300.185303,1.365667
1974-05-17,293.231934,302.497589,6.621785
1974-05-18,293.525574,303.494354,6.332274
1974-05-19,292.042847,304.616608,7.590897
1974-05-20,294.572815,303.923126,0.000000
1974-05-21,293.265289,300.083160,4.600308
1974-05-22,293.539673,302.414551,0.000000
1974-05-23,291.960785,303.795654,0.920941
1974-05-24,292.751007,307.026306,0.000000
1974-05-25,293.748322,308.692932,0.000000
1974-05-26,294.899414,307.994141,0.000000
1974-05-27,294.869324,305.429657,0.000000
1974-05-28,291.793060,302.588959,0.000000
1974-05-29,292.014008,303.146210,0.000000
1974-05-30,290.948761,303.647522,0.000000
1974-05-31,290.680359,306.626434,0.000000
1974-06-01,292.512726,303.942871,20.379984
1974-06-02,292.714142,303.230408,14.817399
1974-06-03,293.350189,302.133301,2.139361
1974-06-04,291.423248,301.548035,1.920238
1974-06-05,292.188721,301.243286,10.038198
1974-06-06,291.589539,302.618225,4.360764
1974-06-07,291.386841,305.099274,0.000000
1974-06-08,291.093140,305.679596,0.000000
1974-06-09,291.361572,305.667419,0.782395
1974-06-10,292.750305,305.815674,0.000000
1974-06-11,292.393738,307.367981,0.000000
1974-06-12,292.191437,306.901489,0.000000
1974-06-13,293.514313,307.197418,0.000000
1974-06-14,295.208160,309.421783,0.000000
1974-06-15,295.484039,310.635559,0.000000
1974-06-16,296.968079,311.327454,0.000000
1974-06-17,297.892700,310.775238,0.000000
1974-06-18,296.921356,311.239166,0.776722
1974-06-19,298.131256,307.612762,1.254262
1974-06-20,296.666870,305.595642,0.879390
1974-06-21,295.224213,305.603180,0.000000
1974-06-22,296.731415,307.308624,0.000000
1974-06-23,298.189819,307.657654,2.945087
1974-06-24,296.762817,303.647034,44.480175
1974-06-25,294.846039,299.762970,60.832890
1974-06-26,291.720978,304.815063,3.410030
1974-06-27,291.109039,305.235901,0.000000
1974-06-28,291.500854,305.081909,0.000000
1974-06-29,294.132629,305.848297,0.000000
1974-06-30,295.393860,305.019562,0.000000
1974-07-01,296.901154,305.427277,0.690882
1974-07-02,296.358307,306.821655,0.000000
1974-07-03,296.391876,305.794556,1.499155
1974-07-04,296.771027,305.733307,0.000000
1974-07-05,296.435364,306.663330,0.000000
1974-07-06,295.705566,307.358765,0.000000
1974-07-07,295.074768,307.338348,0.000000
1974-07-08,295.864594,308.377319,0.000000
1974-07-09,295.711884,308.671631,0.000000
1974-07-10,295.670166,308.881378,0.000000
1974-07-11,295.972260,309.964600,0.000000
1974-07-12,296.537048,309.397491,0.000000
1974-07-13,296.949280,310.027405,0.000000
1974-07-14,295.944611,306.034119,3.864492
1974-07-15,295.488434,307.169678,0.000000
1974-07-16,296.430695,306.722260,0.000000
1974-07-17,295.814301,308.481079,0.000000
1974-07-18,296.910797,308.370361,0.680803
1974-07-19,296.486938,305.418884,33.335785
1974-07-20,296.130646,303.680267,4.482960
1974-07-21,295.744568,303.891693,3.540958
1974-07-22,296.725037,302.418152,3.753362
1974-07-23,295.984161,303.691040,1.049677
1974-07-24,296.944611,304.553040,0.000000
1974-07-25,296.991211,307.615204,0.000000
1974-07-26,294.454041,310.267548,1.927875
1974-07-27,297.356110,306.322174,18.073187
1974-07-28,297.433472,305.093414,1.724583
1974-07-29,295.732239,305.593414,0.000000
1974-07-30,296.035065,307.197083,0.000000
1974-07-31,295.111023,307.780212,0.000000
1974-08-01,295.101562,307.690002,0.000000
1974-08-02,295.344635,308.349426,0.000000
1974-08-03,294.876465,308.442200,0.000000
1974-08-04,294.511017,308.711365,0.000000
1974-08-05,295.184937,308.554749,0.000000
1974-08-06,296.323761,309.203339,0.000000
1974-08-07,296.071472,309.485168,0.283606
1974-08-08,296.111664,309.541687,0.000000
1974-08-09,296.602509,311.077332,0.000000
1974-08-10,297.349792,311.041016,0.284668
1974-08-11,297.933502,310.655060,0.000000
1974-08-12,297.305054,309.972473,0.000000
1974-08-13,295.159119,311.512238,0.000000
1974-08-14,297.625275,312.123474,0.000000
1974-08-15,299.274902,311.793701,0.000000
1974-08-16,298.721039,307.039856,34.927608
1974-08-17,297.379456,303.630066,122.647949
1974-08-18,294.792664,302.173492,10.423745
1974-08-19,295.088013,304.748077,1.194814
1974-08-20,294.851685,307.031586,0.000000
1974-08-21,295.086823,306.556427,4.394776
1974-08-22,295.509644,305.793396,1.146548
1974-08-23,294.995209,306.136047,0.000000
1974-08-24,296.694702,302.422211,6.674868
1974-08-25,296.071533,305.046600,0.398974
1974-08-26,296.699615,304.592407,0.000000
1974-08-27,296.089142,305.102600,0.000000
1974-08-28,294.870361,305.469269,0.000000
1974-08-29,295.384369,302.147003,11.460755
1974-08-30,295.413605,303.053955,7.660114
1974-08-31,296.333801,304.016113,0.000000
1974-09-01,294.721558,303.778290,0.000000
1974-09-02,293.724426,303.878235,0.000000
1974-09-03,293.337616,304.473938,0.000000
1974-09-04,294.440582,306.035645,0.000000
1974-09-05,295.527374,307.279938,0.000000
1974-09-06,295.160400,308.871460,0.000000
1974-09-07,294.718201,308.281433,0.000000
1974-09-08,294.632355,309.029602,0.000000
1974-09-09,295.203552,309.570618,0.000000
1974-09-10,294.669312,310.669464,0.000000
1974-09-11,293.460388,306.814392,0.000000
1974-09-12,294.811737,307.281433,0.420494
1974-09-13,287.885132,307.567169,0.000000
1974-09-14,286.494629,307.615234,0.000000
1974-09-15,288.623016,307.586670,0.000000
1974-09-16,288.454742,307.257416,0.000000
1974-09-17,289.757141,306.758636,1.135090
1974-09-18,290.184631,305.013092,0.000000
1974-09-19,289.180603,305.933990,0.000000
1974-09-20,291.091187,303.851288,0.000000
1974-09-21,290.697327,302.992798,0.000000
1974-09-22,289.217865,304.222931,0.000000
1974-09-23,291.010315,302.847198,9.871739
1974-09-24,290.039154,303.612549,0.308856
1974-09-25,294.124359,305.958649,0.357239
1974-09-26,294.826263,305.469330,0.000000
1974-09-27,295.401428,304.704376,0.000000
1974-09-28,296.475677,306.617798,0.614930
1974-09-29,292.414307,305.758575,0.000000
1974-09-30,295.495575,305.015137,0.000000
1974-10-01,293.734772,306.265137,0.000000
1974-10-02,294.624023,307.550842,0.000000
1974-10-03,295.057648,308.313477,0.000000
1974-10-04,294.669495,305.517609,0.000000
1974-10-05,291.991272,300.877411,6.891002
1974-10-06,287.431427,292.364838,11.029061
1974-10-07,282.423004,289.002350,29.259106
1974-10-08,283.878632,292.037170,1.469452
1974-10-09,277.382477,289.540558,0.000000
1974-10-10,279.674591,293.221710,0.000000
1974-10-11,280.831116,296.886139,0.000000
1974-10-12,279.532410,298.044830,0.000000
1974-10-13,285.278290,297.684753,0.000000
1974-10-14,288.308289,297.784119,0.000000
1974-10-15,288.641937,298.489136,0.000000
1974-10-16,284.048035,299.661530,0.000000
1974-10-17,281.924805,300.740570,0.000000
1974-10-18,280.577881,301.970398,0.000000
1974-10-19,282.484283,302.787354,0.000000
1974-10-20,281.962097,302.810547,0.000000
1974-10-21,285.398010,297.381622,0.000000
1974-10-22,283.211945,298.950592,0.000000
1974-10-23,282.632996,299.612305,0.000000
1974-10-24,286.134216,298.991302,0.331386
1974-10-25,291.548126,299.363373,31.864925
1974-10-26,289.678864,294.153442,9.024351
1974-10-27,281.359436,288.951904,2.454537
1974-10-28,279.928375,290.678833,0.000000
1974-10-29,283.932037,290.428101,0.000000
1974-10-30,289.730865,295.271088,4.346666
1974-10-31,286.921021,294.398651,0.736960
1974-11-01,287.497009,296.543976,0.000000
1974-11-02,285.709747,298.213593,0.000000
1974-11-03,287.257416,297.199402,0.000000
1974-11-04,285.501984,296.460358,0.000000
1974-11-05,283.549103,296.901245,0.000000
1974-11-06,281.565155,298.043030,0.000000
1974-11-07,284.941345,292.622925,0.000000
1974-11-08,278.546997,290.625763,0.000000
1974-11-09,276.637848,294.269409,0.000000
1974-11-10,277.413269,294.476685,0.000000
1974-11-11,277.740784,293.612671,0.000000
1974-11-12,279.897614,297.887390,0.000000
1974-11-13,280.394287,296.918396,0.000000
