#Variables:
#tasmin_CCSM4_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CCSM4_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CCSM4_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CCSM4_historical(K),tasmax_CCSM4_historical(K),pr_CCSM4_historical(mm)"
""
yyyy-mm-dd,tasmin_CCSM4_historical(K),tasmax_CCSM4_historical(K),pr_CCSM4_historical(mm)
1981-06-11,297.312317,309.919861,0.000000
1981-06-12,297.868927,309.606384,0.000000
1981-06-13,299.100922,309.574280,0.000000
1981-06-14,297.670837,310.210938,4.676256
1981-06-15,296.627899,307.454895,5.481866
1981-06-16,295.326233,305.028351,0.000000
1981-06-17,295.975739,305.307465,0.000000
1981-06-18,296.693390,306.280792,0.000000
1981-06-19,296.495422,307.438354,1.511696
1981-06-20,296.666870,308.245728,0.000000
1981-06-21,297.240570,308.329529,0.000000
1981-06-22,297.009308,308.518219,0.000000
1981-06-23,297.592377,310.753479,0.000000
1981-06-24,298.097778,310.283295,0.436136
1981-06-25,298.715881,310.164978,0.000000
1981-06-26,297.165161,309.060089,0.000000
1981-06-27,297.571503,308.147583,1.294789
1981-06-28,297.392517,307.427979,2.657236
1981-06-29,297.458527,309.072815,0.000000
1981-06-30,297.061249,308.970734,0.000000
1981-07-01,297.322510,308.140015,0.000000
1981-07-02,297.892456,309.046326,0.000000
1981-07-03,297.691895,310.768036,0.000000
1981-07-04,297.457794,312.687408,0.000000
1981-07-05,299.946503,313.394073,0.603751
1981-07-06,302.179871,311.816101,0.000000
1981-07-07,300.006042,310.965424,6.239681
1981-07-08,299.299255,309.782135,3.122106
1981-07-09,298.563568,309.100739,0.000000
1981-07-10,297.617737,309.139984,0.000000
1981-07-11,297.381378,310.882782,0.309194
1981-07-12,298.211212,312.351715,0.000000
1981-07-13,299.048798,312.628326,0.000000
1981-07-14,297.834106,311.359009,0.741418
1981-07-15,297.500031,307.040588,6.029332
1981-07-16,296.229248,305.741394,0.307672
1981-07-17,295.962219,306.920715,0.000000
1981-07-18,296.264648,307.306976,0.000000
1981-07-19,296.935822,308.249390,0.000000
1981-07-20,296.538269,309.225677,0.000000
1981-07-21,296.016327,308.661713,1.141640
1981-07-22,297.953430,308.909271,5.841860
1981-07-23,297.819122,304.728729,5.885509
1981-07-24,298.399811,308.806946,1.454542
1981-07-25,297.843353,307.644836,3.702031
1981-07-26,298.560059,305.879974,6.787340
1981-07-27,298.658722,305.628906,1.557488
1981-07-28,297.482605,306.491638,4.342666
1981-07-29,297.815948,306.864410,0.000000
1981-07-30,297.841492,307.530914,0.371296
1981-07-31,297.870392,307.405945,14.624646
1981-08-01,298.152252,307.248840,31.409496
1981-08-02,298.703278,307.440521,13.585252
1981-08-03,298.100616,309.852661,0.000000
1981-08-04,297.133057,308.269348,0.000000
1981-08-05,297.846283,310.365021,0.000000
1981-08-06,297.891968,311.833496,0.000000
1981-08-07,298.140656,311.968018,0.000000
1981-08-08,297.584930,311.487732,0.000000
1981-08-09,296.699493,310.003906,0.000000
1981-08-10,298.259888,311.025818,0.000000
1981-08-11,298.877197,311.832581,0.000000
1981-08-12,299.117584,312.296051,0.000000
1981-08-13,297.411560,311.433075,0.000000
1981-08-14,297.508850,311.546967,0.000000
1981-08-15,299.318390,312.549011,0.638778
1981-08-16,299.891541,312.324005,0.000000
1981-08-17,297.139099,309.900085,0.427709
1981-08-18,297.299774,306.004395,2.854950
1981-08-19,296.472565,307.631775,0.000000
1981-08-20,296.983490,308.658966,0.000000
1981-08-21,297.616943,307.494751,0.000000
1981-08-22,297.154022,306.187073,0.937788
1981-08-23,296.578247,306.287811,0.000000
1981-08-24,296.383362,308.734009,0.000000
1981-08-25,297.205048,310.870178,0.000000
1981-08-26,299.904449,310.945221,0.952230
1981-08-27,299.136597,309.645935,3.115535
1981-08-28,297.941650,307.593536,4.797486
1981-08-29,297.407715,306.644226,0.800878
1981-08-30,296.111511,305.313416,1.294693
1981-08-31,296.746704,305.596710,0.000000
1981-09-01,295.936798,305.827942,0.000000
1981-09-02,296.405365,305.353149,1.113988
1981-09-03,294.784760,306.377411,0.000000
1981-09-04,295.373749,305.276398,0.789339
1981-09-05,296.272888,304.327515,3.295266
1981-09-06,296.306671,304.997772,2.060889
1981-09-07,296.640594,303.426117,6.371092
1981-09-08,295.033295,304.799561,0.000000
1981-09-09,294.653625,305.996277,0.000000
1981-09-10,294.983429,307.556061,0.000000
1981-09-11,295.107513,306.161346,0.000000
1981-09-12,295.406830,304.318756,8.464110
1981-09-13,295.998260,304.963776,0.673903
1981-09-14,295.143951,306.253601,0.000000
1981-09-15,295.547241,306.378204,0.000000
1981-09-16,295.378815,306.827515,0.000000
1981-09-17,294.449921,307.357727,0.000000
1981-09-18,294.375702,309.395599,0.000000
1981-09-19,296.275208,309.857056,0.000000
1981-09-20,298.340210,309.752625,0.000000
1981-09-21,295.177338,307.745270,0.299302
1981-09-22,293.525635,306.044312,0.000000
1981-09-23,292.803162,304.920715,0.000000
1981-09-24,294.286652,304.682220,5.752066
1981-09-25,293.590942,305.552216,0.000000
1981-09-26,292.449188,305.824280,0.000000
1981-09-27,290.663727,306.251282,0.000000
1981-09-28,291.270721,306.706024,0.000000
1981-09-29,291.393982,306.265137,0.000000
1981-09-30,293.123657,305.995026,0.000000
1981-10-01,292.528625,306.749603,0.000000
1981-10-02,293.816833,306.689850,0.000000
1981-10-03,293.711792,306.692139,0.000000
1981-10-04,293.917542,306.148621,0.000000
1981-10-05,293.739563,306.089111,1.007251
1981-10-06,294.123657,305.045044,0.943826
1981-10-07,293.500854,305.421448,0.000000
1981-10-08,292.090881,306.953339,0.000000
1981-10-09,292.350372,307.080811,0.000000
1981-10-10,293.478851,306.968384,2.654246
1981-10-11,292.476654,306.336517,2.730859
1981-10-12,291.325562,305.212799,1.016485
1981-10-13,292.233429,305.864899,0.957568
1981-10-14,292.294800,305.746796,0.000000
1981-10-15,292.177826,305.916901,0.000000
1981-10-16,293.913086,305.991455,0.000000
1981-10-17,291.061188,303.750885,18.749981
1981-10-18,287.776398,295.270935,0.000000
1981-10-19,283.248260,292.536194,0.000000
1981-10-20,281.210785,293.897797,0.000000
1981-10-21,284.062286,297.380310,0.000000
1981-10-22,287.609253,300.638092,0.000000
1981-10-23,291.040863,306.231140,0.000000
1981-10-24,291.778717,305.363617,4.248372
1981-10-25,286.962433,302.297577,0.000000
1981-10-26,284.902435,303.556274,0.000000
1981-10-27,286.673737,300.748810,0.000000
1981-10-28,287.091980,305.149841,0.000000
1981-10-29,288.520599,305.547913,0.000000
1981-10-30,288.340271,304.762390,0.000000
1981-10-31,288.593018,304.006744,0.000000
1981-11-01,285.366577,299.724854,0.000000
1981-11-02,279.846893,291.820953,0.000000
1981-11-03,280.455078,294.731903,0.000000
1981-11-04,281.470673,299.871307,0.000000
1981-11-05,283.266541,301.268677,0.000000
1981-11-06,285.962952,301.694794,0.000000
1981-11-07,287.778076,303.226593,0.000000
1981-11-08,286.990479,299.729034,0.000000
1981-11-09,284.357697,295.126251,0.000000
1981-11-10,282.176727,294.161346,0.000000
1981-11-11,279.607971,290.248840,0.000000
1981-11-12,279.709839,294.395203,0.000000
1981-11-13,280.932983,292.719482,0.000000
1981-11-14,284.276184,296.718262,0.000000
1981-11-15,280.940521,298.345032,0.000000
1981-11-16,282.377899,299.554352,0.000000
1981-11-17,284.115082,295.625946,0.000000
1981-11-18,282.074188,293.017761,0.000000
1981-11-19,278.681641,294.670380,0.000000
1981-11-20,285.645050,302.818146,1.433009
1981-11-21,286.159485,302.623260,0.000000
1981-11-22,289.712402,301.354156,0.000000
1981-11-23,288.940125,300.877563,0.000000
1981-11-24,289.882996,299.532013,1.149811
1981-11-25,290.228912,300.579163,0.739469
1981-11-26,282.753784,295.718262,0.000000
1981-11-27,278.542358,288.070099,0.000000
1981-11-28,277.890900,289.422516,0.000000
1981-11-29,281.952606,291.891968,0.000000
1981-11-30,283.263611,294.627838,0.000000
1981-12-01,282.656311,292.874268,0.000000
1981-12-02,280.412018,298.463257,0.000000
1981-12-03,282.537048,301.560944,0.000000
1981-12-04,283.980011,300.360199,0.000000
1981-12-05,281.663422,299.902679,0.000000
1981-12-06,286.463013,301.103424,0.000000
1981-12-07,285.645020,298.488892,0.280962
1981-12-08,275.752838,296.115784,0.000000
1981-12-09,280.950592,299.010376,0.000000
1981-12-10,284.517944,301.870850,0.000000
1981-12-11,287.978149,300.886719,0.000000
1981-12-12,286.893646,297.862976,0.287261
1981-12-13,282.039551,293.978149,0.000000
1981-12-14,281.630035,294.073181,0.000000
1981-12-15,287.101410,297.524200,4.518980
1981-12-16,280.909607,294.546600,0.000000
1981-12-17,279.408142,285.489380,0.000000
1981-12-18,276.529022,290.002991,0.000000
1981-12-19,275.543213,287.968140,0.000000
1981-12-20,275.290710,290.808960,0.000000
1981-12-21,277.679932,292.850800,0.000000
1981-12-22,278.780060,294.674561,0.000000
1981-12-23,280.319672,296.928680,0.000000
1981-12-24,281.465393,292.337982,0.000000
1981-12-25,275.990051,287.269531,0.000000
1981-12-26,273.613922,292.682617,0.000000
1981-12-27,278.349823,288.669617,0.000000
1981-12-28,274.618713,292.176483,0.000000
1981-12-29,278.882721,297.858826,0.000000
1981-12-30,275.902069,291.387543,0.000000
1981-12-31,267.566284,281.556335,0.000000
1982-01-01,272.525238,286.909088,0.000000
1982-01-02,274.853699,289.667419,0.000000
1982-01-03,275.983795,295.030426,0.000000
1982-01-04,278.317413,294.591248,0.000000
1982-01-05,280.759003,298.710754,0.529192
1982-01-06,279.754303,292.338470,0.000000
1982-01-07,277.267426,295.039520,0.000000
1982-01-08,283.831879,299.155090,0.000000
1982-01-09,281.243988,295.658752,1.469341
1982-01-10,277.680115,287.936584,0.000000
1982-01-11,278.814941,288.178070,0.000000
1982-01-12,278.725037,285.977173,0.639289
1982-01-13,278.903168,285.099182,3.210114
1982-01-14,280.474365,288.670349,4.420060
1982-01-15,277.585419,290.091949,0.000000
1982-01-16,276.972443,294.346680,0.000000
1982-01-17,280.217865,288.172607,11.545677
1982-01-18,276.619110,286.655304,1.649324
1982-01-19,279.977753,284.382568,19.942974
1982-01-20,282.023804,288.068726,15.753201
1982-01-21,285.234131,295.938049,0.973646
1982-01-22,287.442749,295.981598,1.259064
1982-01-23,287.085754,296.400940,0.000000
1982-01-24,286.646851,296.398315,0.000000
1982-01-25,287.193359,299.601929,1.206712
1982-01-26,287.045532,300.993469,3.787898
1982-01-27,287.423767,299.580292,2.672705
1982-01-28,288.933655,299.128174,0.615247
1982-01-29,287.563660,298.720673,0.000000
1982-01-30,287.286835,297.858673,0.696839
1982-01-31,287.637909,300.711243,0.000000
1982-02-01,278.106110,297.331543,0.000000
1982-02-02,278.654999,287.840149,0.000000
1982-02-03,283.109467,289.110138,0.000000
1982-02-04,277.832916,286.367035,0.000000
1982-02-05,279.780548,297.492004,0.000000
1982-02-06,282.438232,300.509827,0.000000
1982-02-07,281.800934,294.017090,0.000000
1982-02-08,281.602173,301.806061,0.000000
1982-02-09,282.806335,299.782562,0.000000
1982-02-10,283.841675,300.414764,0.000000
1982-02-11,284.475708,299.191742,0.000000
1982-02-12,285.086945,296.959778,0.000000
1982-02-13,284.909546,296.537537,0.000000
1982-02-14,284.480957,297.500427,0.000000
1982-02-15,285.890930,300.842010,0.000000
1982-02-16,287.494446,298.778320,0.000000
1982-02-17,283.853851,300.116577,0.000000
1982-02-18,286.360382,299.515747,0.000000
1982-02-19,285.974976,297.249573,8.322954
1982-02-20,286.926544,295.328247,14.179605
1982-02-21,285.210724,296.223785,0.000000
1982-02-22,286.020325,292.612305,0.406990
1982-02-23,286.489105,297.474884,1.171681
1982-02-24,284.838837,294.910583,0.000000
1982-02-25,281.445099,292.922516,0.000000
1982-02-26,280.507965,293.501740,0.000000
1982-02-27,282.428925,296.337860,0.000000
1982-02-28,275.534363,292.887390,0.000000
1982-03-01,275.635559,294.906738,0.000000
1982-03-02,281.881012,298.853851,0.000000
1982-03-03,281.308350,295.876770,0.000000
1982-03-04,283.606354,296.758850,0.000000
1982-03-05,283.528625,300.656677,0.000000
1982-03-06,286.899384,303.908722,0.000000
1982-03-07,288.235718,299.353302,2.829155
1982-03-08,287.531067,298.959991,4.260556
1982-03-09,287.958679,299.960419,0.000000
1982-03-10,289.803650,304.578217,0.000000
1982-03-11,288.071106,303.111603,0.000000
1982-03-12,286.543091,301.813934,0.388904
1982-03-13,287.585602,300.776855,0.000000
1982-03-14,286.836517,301.417358,0.000000
1982-03-15,288.125580,300.083282,0.000000
1982-03-16,286.605621,300.044006,0.000000
1982-03-17,286.381805,301.246643,0.000000
1982-03-18,287.377502,302.612335,0.000000
1982-03-19,288.279419,304.832397,0.000000
1982-03-20,289.489777,303.631805,1.827425
1982-03-21,286.071655,296.902466,0.000000
1982-03-22,282.291687,295.163666,0.000000
1982-03-23,283.315826,291.470703,0.000000
1982-03-24,285.414978,301.683380,0.000000
1982-03-25,289.868774,303.978485,5.876182
1982-03-26,290.432983,305.323456,1.591110
1982-03-27,287.958405,303.579803,0.303154
1982-03-28,283.551331,298.724762,0.000000
1982-03-29,283.975311,300.037781,0.000000
1982-03-30,286.003906,302.759644,0.000000
1982-03-31,286.989014,304.099792,0.000000
1982-04-01,288.891144,302.988434,0.000000
1982-04-02,288.412354,303.138550,0.000000
1982-04-03,290.079773,304.003479,0.000000
1982-04-04,291.230804,302.743561,1.260606
1982-04-05,292.412109,305.128357,4.799446
1982-04-06,289.409912,303.520233,4.620437
1982-04-07,284.788513,298.107971,0.000000
1982-04-08,285.066010,301.966492,0.000000
1982-04-09,288.609711,304.594208,0.000000
1982-04-10,291.162476,305.817627,0.000000
1982-04-11,291.573792,303.813965,0.000000
1982-04-12,291.640259,303.336884,0.000000
1982-04-13,291.902100,304.235901,0.000000
1982-04-14,290.570038,306.282928,0.000000
1982-04-15,291.554840,306.750092,0.000000
1982-04-16,291.064850,306.079071,0.000000
1982-04-17,291.951294,305.512878,0.000000
1982-04-18,292.786896,301.778900,0.423961
1982-04-19,291.811401,301.448517,5.665691
1982-04-20,294.488861,307.891541,0.000000
1982-04-21,291.898804,307.672577,2.113539
1982-04-22,288.601868,304.638458,0.000000
1982-04-23,291.771332,303.251282,0.303401
1982-04-24,293.123077,309.903748,0.000000
1982-04-25,295.411102,311.136078,0.000000
1982-04-26,294.927460,310.650574,0.000000
1982-04-27,296.047729,309.909821,0.000000
1982-04-28,295.285492,303.274353,0.000000
1982-04-29,295.109650,304.008728,1.424925
1982-04-30,294.822357,305.346863,0.000000
1982-05-01,293.857422,304.097229,0.000000
1982-05-02,294.310333,300.678802,0.461404
1982-05-03,294.522583,301.497101,13.921706
1982-05-04,294.222961,299.839142,29.841543
1982-05-05,288.276855,297.194305,0.833148
1982-05-06,288.767853,302.256989,0.000000
1982-05-07,290.879700,301.107391,0.000000
1982-05-08,290.093994,301.232178,0.000000
1982-05-09,292.783417,302.664154,0.984560
1982-05-10,296.414886,303.651581,4.695984
1982-05-11,295.142212,309.455536,1.384364
1982-05-12,293.793793,308.546295,4.459383
1982-05-13,290.370697,306.590759,0.000000
1982-05-14,287.924072,303.867218,0.000000
1982-05-15,287.956329,306.810181,0.000000
1982-05-16,290.133606,308.459656,0.000000
1982-05-17,292.037750,308.933990,0.000000
1982-05-18,292.713257,308.082764,0.000000
1982-05-19,294.851868,307.351929,0.000000
1982-05-20,296.734802,307.997589,0.000000
1982-05-21,295.380676,306.741302,0.000000
1982-05-22,295.407166,307.260986,0.000000
1982-05-23,296.050323,306.733643,1.228587
1982-05-24,297.437714,306.494659,0.000000
1982-05-25,297.599945,308.454285,0.000000
1982-05-26,297.076263,308.238220,1.214688
1982-05-27,298.372742,309.887299,0.504525
1982-05-28,297.737335,309.905182,0.000000
1982-05-29,296.610748,310.163239,0.000000
1982-05-30,295.895111,310.158600,0.000000
1982-05-31,295.452057,310.799500,0.000000
1982-06-01,295.702026,311.136322,0.000000
1982-06-02,297.167358,310.868469,0.000000
1982-06-03,296.947418,309.435028,0.000000
1982-06-04,296.196747,307.731720,0.000000
1982-06-05,297.712708,308.024902,0.000000
1982-06-06,298.188019,308.838135,0.000000
1982-06-07,298.018860,309.203278,0.000000
1982-06-08,298.263153,308.898407,0.000000
1982-06-09,297.327332,310.487213,0.000000
1982-06-10,296.461304,310.009369,0.000000
1982-06-11,296.213470,308.950562,0.000000
1982-06-12,299.481750,309.651337,0.308816
1982-06-13,299.452606,308.855072,0.000000
1982-06-14,298.014099,310.823578,0.000000
1982-06-15,297.521088,310.321198,0.000000
1982-06-16,297.645508,310.592224,1.668266
1982-06-17,298.683105,308.617401,5.176156
1982-06-18,298.563934,308.459747,0.000000
1982-06-19,298.840759,307.790985,0.000000
1982-06-20,298.724152,307.845520,3.383110
1982-06-21,299.008514,308.978333,2.242577
1982-06-22,298.563385,308.436554,1.540443
1982-06-23,299.511505,307.212708,0.000000
1982-06-24,298.313507,307.254883,0.412123
1982-06-25,297.866089,308.289673,1.546473
1982-06-26,298.677002,309.778687,0.281015
1982-06-27,299.767578,311.745178,0.000000
1982-06-28,300.350342,313.242584,0.000000
1982-06-29,301.044678,314.074280,0.000000
1982-06-30,299.028473,311.187469,0.000000
1982-07-01,297.371216,310.320129,0.000000
1982-07-02,297.639313,308.570465,3.619576
1982-07-03,298.478699,306.262115,8.907393
1982-07-04,296.106598,304.467407,4.209000
1982-07-05,296.485870,304.274323,6.745389
1982-07-06,296.951782,305.559723,0.000000
1982-07-07,296.637299,307.296600,0.000000
1982-07-08,296.059387,310.661072,0.000000
1982-07-09,296.936310,312.483673,0.000000
1982-07-10,296.942352,311.103729,0.000000
1982-07-11,296.192413,310.612152,0.000000
1982-07-12,297.290253,311.360870,0.000000
1982-07-13,298.098145,312.060516,0.000000
1982-07-14,298.994629,312.491028,0.000000
1982-07-15,298.639099,311.590790,1.329098
1982-07-16,298.595337,308.737396,0.000000
1982-07-17,298.601929,310.234924,0.000000
1982-07-18,298.207855,310.208221,0.000000
1982-07-19,296.866119,309.946320,0.000000
1982-07-20,296.749878,310.552704,0.000000
1982-07-21,298.273743,311.653107,0.000000
1982-07-22,297.483765,310.397430,0.000000
1982-07-23,297.070251,309.179016,0.000000
1982-07-24,297.371246,309.575470,0.000000
1982-07-25,296.881348,310.133972,0.000000
1982-07-26,297.098389,310.963226,0.000000
1982-07-27,299.745422,311.133453,2.082866
1982-07-28,299.857483,309.573608,2.440375
1982-07-29,298.473328,307.984070,0.000000
1982-07-30,297.269135,308.318390,0.000000
1982-07-31,297.739349,309.678436,0.000000
1982-08-01,297.475647,310.500641,0.000000
1982-08-02,297.789734,311.089844,0.000000
1982-08-03,296.921204,309.182312,4.868497
1982-08-04,298.096252,306.812164,0.000000
1982-08-05,297.421082,308.046631,0.000000
1982-08-06,296.591705,309.837006,0.000000
1982-08-07,296.901794,309.973053,0.000000
1982-08-08,296.563568,307.742615,0.000000
1982-08-09,297.340118,307.391968,0.000000
1982-08-10,297.225403,306.789734,0.389788
1982-08-11,296.979431,307.464752,0.000000
1982-08-12,297.333038,307.585480,0.000000
1982-08-13,296.817169,308.483276,0.000000
1982-08-14,294.267548,309.005768,0.000000
1982-08-15,295.509644,308.191040,0.000000
1982-08-16,296.450073,309.699921,0.000000
1982-08-17,296.618591,310.535095,0.000000
1982-08-18,296.295013,310.835419,0.000000
1982-08-19,295.036682,309.402222,0.000000
1982-08-20,296.315460,307.251404,0.000000
1982-08-21,296.246613,307.169525,0.000000
1982-08-22,296.293976,309.204681,0.000000
1982-08-23,296.493286,310.095306,0.000000
1982-08-24,299.149994,308.656403,2.936488
1982-08-25,296.814362,307.549561,1.865141
1982-08-26,295.625183,307.108582,1.127724
1982-08-27,295.844299,307.556488,0.531824
1982-08-28,296.552124,308.348145,0.000000
1982-08-29,296.671082,306.756989,0.000000
1982-08-30,296.068481,306.514252,1.717045
1982-08-31,295.871857,306.099762,0.000000
1982-09-01,296.003143,308.015961,0.000000
1982-09-02,296.344330,308.586731,0.000000
1982-09-03,296.403168,308.356781,0.000000
1982-09-04,296.300720,308.628204,0.000000
1982-09-05,296.261322,306.902222,1.546586
1982-09-06,296.304108,307.885345,0.000000
1982-09-07,295.836609,308.984192,0.000000
1982-09-08,295.508087,310.114410,0.000000
1982-09-09,295.149292,309.110779,0.000000
1982-09-10,297.072144,307.041138,0.000000
1982-09-11,296.215454,307.070251,0.000000
1982-09-12,295.749176,308.250519,0.000000
1982-09-13,295.690063,309.859161,0.000000
1982-09-14,294.949493,308.601227,0.000000
1982-09-15,295.519348,310.211761,0.000000
1982-09-16,295.976562,311.829681,0.000000
1982-09-17,296.586090,313.448883,0.000000
1982-09-18,298.093323,311.018982,0.000000
1982-09-19,294.724609,311.431671,0.000000
1982-09-20,295.282837,310.906281,0.000000
1982-09-21,295.017151,308.742035,0.000000
1982-09-22,294.904633,306.859924,0.000000
1982-09-23,295.041168,303.896454,1.399335
1982-09-24,294.408722,303.345245,0.690102
1982-09-25,295.035095,304.941406,3.578103
1982-09-26,294.501068,303.430878,2.159409
1982-09-27,294.912323,301.277466,0.000000
1982-09-28,295.514465,305.498840,0.000000
1982-09-29,294.575531,306.815094,0.000000
1982-09-30,294.803650,306.253418,0.327678
1982-10-01,296.070221,306.186646,0.000000
1982-10-02,297.151794,304.312469,2.391099
1982-10-03,295.171936,301.977539,29.259106
1982-10-04,290.269440,303.079895,0.668295
1982-10-05,287.861145,303.553101,0.000000
1982-10-06,287.850128,303.864655,0.000000
1982-10-07,287.618561,305.084320,0.000000
1982-10-08,288.735565,304.605560,0.000000
1982-10-09,288.788818,305.148987,0.000000
1982-10-10,289.554352,305.564789,0.000000
1982-10-11,290.114502,304.295380,0.000000
1982-10-12,293.125336,306.616394,0.000000
1982-10-13,292.870331,306.240448,0.000000
1982-10-14,287.497162,303.891541,0.000000
1982-10-15,287.515259,305.637573,0.000000
1982-10-16,287.873535,305.885437,0.000000
1982-10-17,290.244354,304.828949,1.061105
1982-10-18,291.568970,303.467987,0.000000
1982-10-19,291.659119,304.690918,0.000000
1982-10-20,291.988739,305.027008,0.000000
1982-10-21,292.368500,302.417053,5.048250
1982-10-22,291.763123,303.220886,1.250022
1982-10-23,291.530457,304.420624,0.000000
1982-10-24,293.292389,303.036835,0.000000
1982-10-25,292.560364,298.526825,17.786049
1982-10-26,292.576019,298.673096,15.851446
1982-10-27,292.817841,300.549286,23.273052
1982-10-28,291.091217,300.720428,1.105845
1982-10-29,293.355927,300.015778,1.579275
1982-10-30,292.253540,301.605255,0.000000
1982-10-31,288.064972,298.503052,0.000000
1982-11-01,287.370575,293.428436,0.000000
1982-11-02,286.030151,297.931335,0.000000
1982-11-03,284.291443,293.225800,0.000000
1982-11-04,276.109894,287.373260,0.000000
1982-11-05,274.027313,289.414673,0.000000
1982-11-06,277.931854,293.753906,0.000000
1982-11-07,279.584015,296.015106,0.000000
1982-11-08,280.436523,294.622742,0.000000
1982-11-09,284.522400,298.384918,0.000000
1982-11-10,274.541779,294.151886,0.000000
1982-11-11,272.168701,286.524902,0.000000
1982-11-12,277.419769,295.609863,0.000000
1982-11-13,285.368652,304.296692,0.000000
1982-11-14,288.032471,304.739716,0.000000
1982-11-15,290.743652,303.277740,0.429875
1982-11-16,286.558044,295.126251,14.520459
1982-11-17,276.798706,291.560699,11.245959
1982-11-18,276.673187,282.346161,11.184548
1982-11-19,275.144440,282.067383,0.000000
1982-11-20,279.569977,292.449005,0.414794
1982-11-21,281.398071,287.203522,1.150076
1982-11-22,283.153961,287.259216,8.171228
1982-11-23,286.006744,295.804443,0.000000
1982-11-24,286.337555,294.890381,0.000000
1982-11-25,276.829376,289.085999,0.000000
1982-11-26,276.247620,288.907562,0.000000
1982-11-27,283.024628,293.492889,0.000000
1982-11-28,284.607422,295.942688,7.437335
1982-11-29,288.732941,297.721069,0.957735
1982-11-30,282.566559,297.548004,0.000000
1982-12-01,285.701202,299.318024,0.000000
1982-12-02,285.219666,298.681183,0.000000
1982-12-03,288.690094,299.911499,0.000000
1982-12-04,289.066803,299.331177,0.588018
1982-12-05,290.808929,299.691223,0.282376
1982-12-06,291.101532,298.504456,0.842251
1982-12-07,290.565918,298.039398,4.930047
1982-12-08,289.762512,297.856689,1.444063
1982-12-09,288.705750,295.937744,0.000000
1982-12-10,287.721191,294.650238,4.649219
1982-12-11,289.089386,299.511261,1.552752
1982-12-12,285.339600,298.763885,0.000000
1982-12-13,286.332397,299.479584,0.000000
1982-12-14,287.707977,299.219574,1.593204
1982-12-15,285.691193,296.294861,0.000000
1982-12-16,285.290833,296.981720,0.000000
1982-12-17,286.011627,297.338440,0.000000
1982-12-18,287.995300,298.994293,1.184361
1982-12-19,287.700409,297.406708,0.667124
1982-12-20,282.818665,292.106201,4.053223
1982-12-21,279.934357,286.064697,12.748952
1982-12-22,277.299011,281.436310,11.726237
1982-12-23,276.525482,283.261414,1.073212
1982-12-24,277.931000,285.351807,0.382200
1982-12-25,282.626343,287.240845,0.000000
1982-12-26,282.680542,292.429047,0.000000
1982-12-27,281.720001,297.056915,0.000000
1982-12-28,282.948029,298.277893,0.000000
1982-12-29,284.876953,298.485413,0.000000
1982-12-30,285.592133,298.919128,0.000000
1982-12-31,287.006561,293.489624,0.483802
1983-01-01,282.099487,289.739655,0.462488
1983-01-02,281.714966,291.325775,0.000000
1983-01-03,283.504333,297.684021,0.000000
1983-01-04,283.620087,295.937775,0.000000
1983-01-05,282.383484,293.638245,0.000000
1983-01-06,284.609070,293.836060,0.000000
1983-01-07,277.764374,289.660400,0.000000
1983-01-08,274.330872,287.924042,0.000000
1983-01-09,275.214539,289.594208,0.000000
1983-01-10,284.470917,297.348022,0.816898
1983-01-11,285.044464,292.990082,6.593008
1983-01-12,278.104523,290.924805,13.113883
1983-01-13,268.758179,280.352203,0.000000
1983-01-14,270.164215,280.624847,0.000000
1983-01-15,273.783478,278.888000,0.000000
1983-01-16,273.949921,286.999390,1.180890
1983-01-17,275.346680,288.120239,0.000000
1983-01-18,275.025818,289.918762,0.000000
1983-01-19,276.327087,291.333618,0.000000
1983-01-20,277.916656,289.974915,0.000000
1983-01-21,279.684998,292.551514,0.000000
1983-01-22,283.051025,292.578888,1.897605
1983-01-23,282.584198,290.561951,0.885242
1983-01-24,281.906189,289.113403,5.275690
1983-01-25,283.121399,293.458038,1.880901
1983-01-26,281.117981,295.897034,0.000000
1983-01-27,283.779297,297.581055,0.000000
1983-01-28,285.584473,300.684753,0.285234
1983-01-29,283.010223,296.756866,4.760807
1983-01-30,276.129822,287.177124,0.000000
1983-01-31,272.403473,284.157562,0.000000
1983-02-01,276.913635,291.312866,0.000000
1983-02-02,284.552399,295.740295,2.482640
1983-02-03,287.168793,296.339111,0.000000
1983-02-04,277.206848,292.234222,0.000000
1983-02-05,275.979523,282.314331,0.000000
1983-02-06,274.393921,284.854462,0.000000
1983-02-07,276.867645,293.340515,0.000000
1983-02-08,281.499329,292.584625,0.738012
1983-02-09,277.114136,286.895782,8.603877
1983-02-10,281.119873,289.027008,7.658544
1983-02-11,277.037262,287.011108,16.167667
1983-02-12,272.580322,280.685303,0.000000
1983-02-13,271.641968,282.159241,0.000000
1983-02-14,271.468475,279.941071,0.405425
1983-02-15,273.704651,283.813354,0.000000
