#Variables:
#tasmin_CSIRO-Mk3-6-0_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CSIRO-Mk3-6-0_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CSIRO-Mk3-6-0_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CSIRO-Mk3-6-0_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CSIRO-Mk3-6-0_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CSIRO-Mk3-6-0_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_historical(K),tasmax_CSIRO-Mk3-6-0_historical(K),pr_CSIRO-Mk3-6-0_historical(mm)"
""
yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_historical(K),tasmax_CSIRO-Mk3-6-0_historical(K),pr_CSIRO-Mk3-6-0_historical(mm)
1977-09-11,295.916656,310.190979,0.000000
1977-09-12,295.117798,309.206329,0.000000
1977-09-13,296.920532,310.679138,0.000000
1977-09-14,295.728668,310.234985,0.000000
1977-09-15,295.207489,310.134674,0.000000
1977-09-16,297.727051,309.597382,0.795122
1977-09-17,293.502594,305.714081,3.413239
1977-09-18,288.299194,298.622437,0.000000
1977-09-19,289.915619,303.633423,0.000000
1977-09-20,288.599823,306.113464,0.000000
1977-09-21,289.868805,306.973419,0.000000
1977-09-22,289.193298,307.377899,0.000000
1977-09-23,291.015656,307.525909,0.000000
1977-09-24,290.022949,307.483032,0.000000
1977-09-25,292.600311,307.272003,0.000000
1977-09-26,293.625977,307.136627,0.000000
1977-09-27,290.382233,305.929535,0.000000
1977-09-28,291.664978,305.211700,0.000000
1977-09-29,290.107452,305.146088,0.000000
1977-09-30,290.481781,305.756744,0.892536
1977-10-01,291.407318,306.109070,0.000000
1977-10-02,291.224304,305.532532,1.309613
1977-10-03,291.929382,302.827576,0.614930
1977-10-04,289.390198,302.606232,0.000000
1977-10-05,289.131958,303.621613,0.000000
1977-10-06,291.631897,305.732452,0.000000
1977-10-07,290.425598,305.974976,0.000000
1977-10-08,291.010956,306.427124,0.000000
1977-10-09,290.169342,306.265137,0.000000
1977-10-10,292.453064,306.097382,2.122998
1977-10-11,295.091431,305.699463,1.058303
1977-10-12,287.278442,304.572693,0.000000
1977-10-13,285.663330,302.301880,0.000000
1977-10-14,284.574554,302.799377,0.833696
1977-10-15,291.565186,301.444427,0.000000
1977-10-16,293.342651,304.356659,2.390792
1977-10-17,294.877747,308.422516,0.602020
1977-10-18,292.119965,305.972504,0.000000
1977-10-19,288.622162,294.872803,0.000000
1977-10-20,284.941528,298.015808,0.000000
1977-10-21,286.254211,303.421021,0.000000
1977-10-22,288.385101,305.449738,0.000000
1977-10-23,290.040924,304.031219,0.000000
1977-10-24,287.225433,302.293243,0.477950
1977-10-25,289.442078,306.113251,0.000000
1977-10-26,290.853851,305.158875,0.000000
1977-10-27,283.028320,297.049103,0.000000
1977-10-28,284.803528,301.451965,0.000000
1977-10-29,287.060791,304.987305,0.000000
1977-10-30,290.683044,305.030792,0.000000
1977-10-31,291.362457,305.917419,0.000000
1977-11-01,291.723022,305.297821,1.579275
1977-11-02,289.943787,301.765625,2.352684
1977-11-03,281.686371,298.299469,14.074586
1977-11-04,277.279938,288.342102,0.000000
1977-11-05,274.418976,289.419037,0.000000
1977-11-06,277.663147,296.295959,0.000000
1977-11-07,284.207153,300.074646,1.047607
1977-11-08,287.995850,300.767670,0.916363
1977-11-09,288.340271,301.215027,0.000000
1977-11-10,288.425781,300.720428,0.000000
1977-11-11,289.677521,300.898499,0.000000
1977-11-12,291.279205,303.903931,0.000000
1977-11-13,290.228912,303.546326,0.000000
1977-11-14,279.611145,300.399628,0.000000
1977-11-15,276.430267,288.171143,0.000000
1977-11-16,278.034576,294.757111,0.000000
1977-11-17,282.565491,297.166840,0.000000
1977-11-18,279.319122,298.730164,0.000000
1977-11-19,284.970734,292.878601,6.234272
1977-11-20,286.483673,298.940277,0.778375
1977-11-21,285.899811,296.160217,4.350668
1977-11-22,282.454590,295.718262,10.688692
1977-11-23,275.126709,291.727234,0.000000
1977-11-24,276.615784,293.830658,0.000000
1977-11-25,281.513580,292.826447,29.141884
1977-11-26,288.467651,298.025269,9.757409
1977-11-27,287.204559,296.312408,5.547030
1977-11-28,278.159760,288.182098,0.000000
1977-11-29,275.013824,284.503937,0.000000
1977-11-30,272.519196,288.543457,0.000000
1977-12-01,274.741211,292.118805,0.000000
1977-12-02,277.804291,292.584473,0.000000
1977-12-03,276.699158,292.334747,0.000000
1977-12-04,284.977875,297.449799,0.000000
1977-12-05,281.352142,291.764343,0.000000
1977-12-06,277.639984,295.399323,0.000000
1977-12-07,278.255463,294.950775,0.000000
1977-12-08,281.508179,297.769318,0.000000
1977-12-09,286.028198,299.158142,0.000000
1977-12-10,284.507935,299.556152,0.000000
1977-12-11,284.862793,300.066925,0.000000
1977-12-12,284.124146,300.930878,0.000000
1977-12-13,286.765198,300.324524,0.000000
1977-12-14,279.395691,294.428528,0.000000
1977-12-15,273.239471,282.783752,0.000000
1977-12-16,273.970398,280.208527,0.000000
1977-12-17,272.906738,279.740021,6.412708
1977-12-18,277.230133,286.180664,11.458701
1977-12-19,277.782288,286.299774,0.000000
1977-12-20,280.195068,285.788269,0.000000
1977-12-21,284.922638,290.309906,11.797122
1977-12-22,281.290253,292.227448,7.083078
1977-12-23,283.741272,293.032928,0.312961
1977-12-24,279.939148,294.417633,0.000000
1977-12-25,287.326813,297.483948,1.269221
1977-12-26,287.037292,293.526825,9.935121
1977-12-27,283.073029,291.709290,9.228693
1977-12-28,279.043396,288.350830,0.000000
1977-12-29,277.108002,294.073181,0.000000
1977-12-30,281.326385,290.626831,0.000000
1977-12-31,275.492584,291.944672,0.000000
1978-01-01,279.978577,297.260345,0.000000
1978-01-02,281.550140,292.173889,0.000000
1978-01-03,275.754913,288.886139,0.749851
1978-01-04,278.314117,290.948425,0.000000
1978-01-05,283.913635,297.023102,0.000000
1978-01-06,286.465546,297.137299,0.663508
1978-01-07,285.728668,297.636566,3.243792
1978-01-08,283.473877,293.880585,13.646384
1978-01-09,277.192261,288.504578,0.000000
1978-01-10,271.212921,289.451508,0.000000
1978-01-11,273.320892,285.977173,0.000000
1978-01-12,271.577667,289.309937,0.000000
1978-01-13,281.376801,299.169769,0.000000
1978-01-14,280.005066,293.686890,0.000000
1978-01-15,274.453308,285.196167,0.000000
1978-01-16,274.046326,284.296661,0.000000
1978-01-17,274.534973,288.365143,0.000000
1978-01-18,281.627686,294.407227,0.000000
1978-01-19,282.119476,293.566315,0.000000
1978-01-20,275.645325,288.715240,0.442382
1978-01-21,275.362518,285.327850,0.000000
1978-01-22,277.633667,295.190063,0.000000
1978-01-23,277.781860,299.032135,0.000000
1978-01-24,278.762817,298.556824,0.000000
1978-01-25,285.373871,300.818817,0.000000
1978-01-26,285.737762,298.045288,0.000000
1978-01-27,275.894958,293.996277,0.000000
1978-01-28,277.644623,293.786591,0.000000
1978-01-29,279.224274,291.206970,1.905400
1978-01-30,272.951660,287.960815,0.000000
1978-01-31,274.826111,292.505768,0.000000
1978-02-01,281.783539,292.014282,0.000000
1978-02-02,283.468079,294.427063,0.000000
1978-02-03,284.812927,292.392151,0.000000
1978-02-04,282.146667,289.373016,0.000000
1978-02-05,277.844269,287.065796,0.000000
1978-02-06,279.305054,288.574951,7.443247
1978-02-07,282.901215,294.060516,0.742658
1978-02-08,279.091248,290.823517,0.000000
1978-02-09,280.836334,288.694122,0.000000
1978-02-10,278.833069,289.595428,0.000000
1978-02-11,277.921387,293.543427,0.000000
1978-02-12,280.399445,298.060730,0.000000
1978-02-13,279.523590,295.616058,1.300310
1978-02-14,272.794373,284.174561,0.000000
1978-02-15,276.040161,283.902527,0.000000
1978-02-16,281.173248,291.093048,8.552279
1978-02-17,279.820984,288.971832,4.340696
1978-02-18,278.609253,287.996674,0.000000
1978-02-19,275.343079,290.050903,0.000000
1978-02-20,276.717224,293.344818,0.000000
1978-02-21,279.526245,295.625427,0.000000
1978-02-22,282.788055,296.717255,0.000000
1978-02-23,286.902130,295.612701,0.000000
1978-02-24,285.817047,296.345184,7.000796
1978-02-25,282.946320,296.590240,1.178685
1978-02-26,278.353882,293.411469,0.000000
1978-02-27,274.098022,286.534424,0.000000
1978-02-28,276.874146,289.799133,0.000000
1978-03-01,279.002960,295.384827,0.000000
1978-03-02,287.389465,295.901825,0.000000
1978-03-03,290.765045,295.989471,0.000000
1978-03-04,291.012756,301.009155,0.000000
1978-03-05,288.238068,302.539215,0.000000
1978-03-06,280.500092,299.514923,0.000000
1978-03-07,277.025452,295.727386,0.000000
1978-03-08,272.573792,292.334259,0.000000
1978-03-09,276.684814,292.671661,0.000000
1978-03-10,283.349335,303.398102,0.000000
1978-03-11,285.768280,303.068542,0.000000
1978-03-12,291.279755,303.582703,0.000000
1978-03-13,283.056335,299.903381,0.000000
1978-03-14,269.329590,291.956085,0.000000
1978-03-15,277.072449,296.635590,0.000000
1978-03-16,282.999847,297.219116,0.000000
1978-03-17,278.198761,294.541138,0.000000
1978-03-18,286.575714,298.456451,0.000000
1978-03-19,286.099518,302.303345,0.000000
1978-03-20,279.754303,298.966248,0.000000
1978-03-21,280.439758,300.255341,0.000000
1978-03-22,280.907349,297.442963,0.000000
1978-03-23,283.213654,302.759644,0.000000
1978-03-24,287.909729,305.060242,0.000000
1978-03-25,288.508820,304.851257,0.000000
1978-03-26,285.003510,303.512909,0.000000
1978-03-27,285.012085,299.481995,0.000000
1978-03-28,284.552460,294.718292,0.466172
1978-03-29,288.387329,301.094788,2.219050
1978-03-30,286.023651,303.098297,0.000000
1978-03-31,289.934204,302.756439,0.000000
1978-04-01,282.696350,302.394562,0.000000
1978-04-02,280.790039,304.388336,0.000000
1978-04-03,286.920807,305.102966,0.000000
1978-04-04,285.876251,303.610565,0.000000
1978-04-05,279.197510,293.671448,0.000000
1978-04-06,279.207458,295.634521,0.000000
1978-04-07,286.707092,296.034180,0.000000
1978-04-08,290.789337,303.958282,0.000000
1978-04-09,290.954956,303.534485,0.000000
1978-04-10,292.072906,301.557312,4.346688
1978-04-11,288.449219,301.244995,2.264506
1978-04-12,282.330170,295.933929,0.000000
1978-04-13,284.316681,298.798492,0.000000
1978-04-14,285.524200,298.414246,0.000000
1978-04-15,286.677124,299.186981,0.000000
1978-04-16,288.564514,298.557404,7.991343
1978-04-17,288.651367,291.540009,0.000000
1978-04-18,288.173920,294.520325,0.000000
1978-04-19,288.430908,300.815094,3.717012
1978-04-20,286.804565,300.218628,13.319407
1978-04-21,281.444641,295.707916,0.000000
1978-04-22,280.171265,304.176788,0.000000
1978-04-23,287.617706,308.967773,0.000000
1978-04-24,288.247223,306.917358,0.000000
1978-04-25,289.300385,302.788452,0.000000
1978-04-26,290.692291,303.959076,0.000000
1978-04-27,288.492126,302.508423,0.770108
1978-04-28,286.871765,290.541107,2.769512
1978-04-29,284.707367,284.707367,7.007710
1978-04-30,284.508728,296.220123,0.000000
1978-05-01,284.440308,293.867249,0.000000
1978-05-02,290.421265,294.062653,0.461404
1978-05-03,291.503418,294.744263,1.832397
1978-05-04,289.464203,297.374664,0.000000
1978-05-05,287.080780,296.292999,5.783335
1978-05-06,287.869110,300.009705,0.000000
1978-05-07,287.721405,302.793579,6.271661
1978-05-08,283.814972,303.476013,0.000000
1978-05-09,289.606781,304.845825,0.000000
1978-05-10,287.595062,306.287964,0.000000
1978-05-11,291.378510,307.800446,0.000000
1978-05-12,293.459351,306.687012,2.103748
1978-05-13,293.699249,307.363312,1.384364
1978-05-14,293.189819,303.546783,8.281582
1978-05-15,291.548553,297.159210,19.187641
1978-05-16,291.770142,296.768738,31.592770
1978-05-17,292.511292,299.731842,12.161847
1978-05-18,293.528076,299.888184,15.780446
1978-05-19,292.577362,297.828400,9.018095
1978-05-20,291.528778,300.740051,0.000000
1978-05-21,293.299164,302.279938,1.079719
1978-05-22,293.767609,303.328918,0.000000
1978-05-23,296.137482,303.696716,17.883532
1978-05-24,294.826263,298.606903,35.960354
1978-05-25,292.625458,297.658569,2.672546
1978-05-26,293.496643,298.578217,5.146910
1978-05-27,294.238312,305.115204,2.313348
1978-05-28,295.662781,309.758881,0.000000
1978-05-29,296.564545,310.524658,0.000000
1978-05-30,296.035339,309.383118,0.000000
1978-05-31,295.124329,310.688995,0.000000
1978-06-01,294.960968,309.095123,0.000000
1978-06-02,296.101044,307.413757,0.293674
1978-06-03,295.232971,304.892212,3.376997
1978-06-04,293.286560,306.147522,0.000000
1978-06-05,295.187134,308.542328,0.000000
1978-06-06,295.780945,309.073578,0.292213
1978-06-07,295.288635,308.383667,0.444499
1978-06-08,294.460815,307.872589,0.000000
1978-06-09,293.919891,307.919678,0.000000
1978-06-10,296.444611,310.534271,1.220383
1978-06-11,296.889618,309.858704,6.025663
1978-06-12,298.060944,311.053711,0.000000
1978-06-13,296.778168,310.717926,0.000000
1978-06-14,296.661438,308.889160,0.000000
1978-06-15,294.651093,308.793701,0.000000
1978-06-16,295.599365,310.496613,0.000000
1978-06-17,296.235565,310.823669,0.000000
1978-06-18,296.353699,308.242493,0.000000
1978-06-19,295.393890,305.793732,1.511696
1978-06-20,295.154785,305.071960,0.000000
1978-06-21,295.260559,304.047577,0.842138
1978-06-22,295.222961,306.143585,0.000000
1978-06-23,295.631927,306.669708,0.429852
1978-06-24,295.803802,307.128021,0.000000
1978-06-25,296.350739,307.266663,0.000000
1978-06-26,295.745483,307.996002,0.000000
1978-06-27,295.572937,307.670685,0.000000
1978-06-28,295.246704,307.305573,0.000000
1978-06-29,295.429291,307.540070,0.000000
1978-06-30,295.616821,308.067627,0.000000
1978-07-01,296.404510,309.025452,0.000000
1978-07-02,295.612061,309.118591,0.000000
1978-07-03,296.089661,308.503113,0.000000
1978-07-04,296.861145,309.630066,0.000000
1978-07-05,296.693909,307.691193,0.000000
1978-07-06,295.791687,307.656036,0.000000
1978-07-07,295.982971,307.037170,0.000000
1978-07-08,297.000610,308.618988,0.000000
1978-07-09,297.550781,309.480530,0.759979
1978-07-10,297.500793,309.511597,0.000000
1978-07-11,297.390686,310.815063,0.000000
1978-07-12,297.991791,312.436859,0.000000
1978-07-13,299.048798,312.628326,1.346645
1978-07-14,298.384552,312.096497,0.000000
1978-07-15,296.470856,311.496155,0.000000
1978-07-16,297.134949,311.608582,0.000000
1978-07-17,297.165131,311.590790,0.000000
1978-07-18,299.098022,312.085022,0.000000
1978-07-19,298.478485,309.753967,2.314368
1978-07-20,296.921051,310.172211,3.540958
1978-07-21,297.033783,308.559357,0.000000
1978-07-22,296.930847,305.143494,15.817797
1978-07-23,296.016754,301.592163,33.335785
1978-07-24,296.294861,301.216858,44.750950
1978-07-25,295.946381,300.325989,23.106438
1978-07-26,295.087311,301.769836,9.875870
1978-07-27,294.850616,305.039185,0.000000
1978-07-28,295.584015,306.168274,0.861176
1978-07-29,294.969849,305.839783,0.000000
1978-07-30,294.022583,306.901550,0.000000
1978-07-31,294.760742,307.660583,0.282012
1978-08-01,293.948334,307.642059,0.000000
1978-08-02,294.477203,307.581818,0.000000
1978-08-03,295.916382,307.675903,0.000000
1978-08-04,295.605133,307.197083,0.000000
1978-08-05,295.539429,306.930450,0.000000
1978-08-06,294.813690,307.949982,0.000000
1978-08-07,295.027557,309.693054,0.000000
1978-08-08,294.536469,309.644928,0.000000
1978-08-09,296.048431,311.520538,0.609650
1978-08-10,298.364136,309.485168,2.801702
1978-08-11,297.242737,306.779449,0.389788
1978-08-12,294.848816,305.926727,0.000000
1978-08-13,296.582306,306.117462,0.000000
1978-08-14,295.999390,310.501923,0.000000
1978-08-15,296.218994,311.796509,1.921968
1978-08-16,297.082184,310.425995,1.006218
1978-08-17,295.933380,308.307831,0.000000
1978-08-18,295.803284,309.091400,0.000000
1978-08-19,296.887024,308.070282,1.268806
1978-08-20,297.692413,310.425232,0.000000
1978-08-21,299.773956,312.576385,0.000000
1978-08-22,299.698547,312.898041,0.000000
1978-08-23,298.140045,311.514709,2.847291
1978-08-24,299.241364,308.624176,2.870461
1978-08-25,297.360718,306.630493,4.342339
1978-08-26,296.079590,307.465271,0.000000
1978-08-27,294.995209,307.231384,0.000000
1978-08-28,296.670471,308.170593,0.000000
1978-08-29,296.904022,310.482452,0.000000
1978-08-30,296.443665,312.237946,0.000000
1978-08-31,297.313568,315.083008,0.468326
1978-09-01,299.980713,312.251556,0.531256
1978-09-02,297.716675,310.619476,3.970516
1978-09-03,296.056793,310.840424,1.086227
1978-09-04,295.262512,306.998810,0.000000
1978-09-05,293.301178,306.099030,0.000000
1978-09-06,292.733948,306.902924,0.000000
1978-09-07,295.908630,305.552521,1.537917
1978-09-08,296.152130,305.505402,0.964919
1978-09-09,295.650696,307.372559,1.673231
1978-09-10,295.241180,308.597687,1.802471
1978-09-11,295.225250,307.885345,0.000000
1978-09-12,295.509216,307.843628,0.000000
1978-09-13,295.801788,309.857056,0.000000
1978-09-14,296.246582,309.995758,0.000000
1978-09-15,297.490753,310.836853,0.000000
1978-09-16,296.107483,309.403473,0.000000
1978-09-17,295.901031,308.918335,0.000000
1978-09-18,295.213776,308.188324,0.673903
1978-09-19,289.164673,307.156342,2.772551
1978-09-20,287.289551,301.418823,0.000000
1978-09-21,286.741516,304.230286,0.000000
1978-09-22,291.091187,304.787201,0.000000
1978-09-23,292.104980,302.505249,0.413623
1978-09-24,290.992584,304.950897,0.000000
1978-09-25,294.561615,306.972290,0.000000
1978-09-26,291.912201,306.931213,0.000000
1978-09-27,290.625366,306.963776,0.000000
1978-09-28,290.150665,307.233765,0.000000
1978-09-29,290.728302,306.231689,0.000000
1978-09-30,292.362152,306.986847,0.000000
1978-10-01,294.484650,307.914551,0.000000
1978-10-02,294.879059,309.997009,0.359545
1978-10-03,294.669495,308.191406,0.855086
1978-10-04,289.149689,300.630981,19.210621
1978-10-05,284.832764,295.372833,0.000000
1978-10-06,283.257172,298.505646,0.000000
1978-10-07,285.094391,300.294586,0.000000
1978-10-08,287.347687,301.590881,0.000000
1978-10-09,288.993896,302.590515,0.000000
1978-10-10,290.678040,305.841187,0.000000
1978-10-11,289.630676,304.275421,0.000000
1978-10-12,285.594543,300.757324,0.000000
1978-10-13,286.365173,296.485504,0.000000
1978-10-14,287.303345,298.045776,0.282663
1978-10-15,285.169098,300.253082,0.000000
1978-10-16,284.552063,297.686401,0.000000
1978-10-17,284.350159,299.915039,0.000000
1978-10-18,284.741547,300.440430,0.000000
1978-10-19,285.311218,300.767639,0.000000
1978-10-20,288.240204,299.316589,0.000000
1978-10-21,289.089020,299.607361,0.397092
1978-10-22,287.237213,299.154053,0.000000
1978-10-23,283.481079,300.063354,0.000000
1978-10-24,284.622894,302.046509,0.000000
1978-10-25,285.272614,301.611053,0.000000
1978-10-26,284.548981,302.771942,0.000000
1978-10-27,286.360718,303.755280,0.000000
1978-10-28,286.535645,302.426819,0.000000
1978-10-29,283.384705,299.192810,0.000000
1978-10-30,279.734192,297.896698,0.000000
1978-10-31,282.801147,298.847992,0.000000
1978-11-01,283.700104,298.341064,0.000000
1978-11-02,284.714233,299.430756,0.000000
1978-11-03,283.144806,300.955536,0.000000
1978-11-04,283.339203,301.670593,0.000000
1978-11-05,284.902191,302.772705,0.000000
1978-11-06,285.999603,301.720551,0.000000
1978-11-07,285.703247,300.649933,0.000000
1978-11-08,285.775024,301.284332,0.000000
1978-11-09,286.169403,302.234314,0.000000
1978-11-10,288.484436,303.054382,0.000000
1978-11-11,282.458344,300.652893,0.000000
1978-11-12,286.668488,300.148315,0.000000
1978-11-13,279.218658,300.529785,0.000000
1978-11-14,286.323792,303.542419,0.000000
1978-11-15,283.536774,300.391785,0.453531
1978-11-16,283.529968,292.295593,0.000000
1978-11-17,285.297333,294.030670,8.171228
1978-11-18,284.036896,293.005859,9.856849
1978-11-19,284.385803,298.285645,5.004294
1978-11-20,287.891998,298.173126,2.963137
1978-11-21,279.205353,297.063080,0.000000
1978-11-22,284.798737,298.022522,0.000000
1978-11-23,288.978638,300.278046,0.745782
1978-11-24,284.101044,297.686676,0.757860
1978-11-25,278.297394,284.206299,0.000000
1978-11-26,278.312805,283.068329,0.512791
1978-11-27,278.150116,288.692230,0.000000
1978-11-28,276.608734,293.179718,0.000000
1978-11-29,275.325226,292.990082,0.000000
1978-11-30,276.992249,294.627838,0.000000
1978-12-01,282.203247,296.219391,0.509511
1978-12-02,288.061798,298.373962,0.000000
1978-12-03,287.780487,298.675659,0.376530
1978-12-04,286.925385,299.936462,0.000000
1978-12-05,283.392059,296.365143,0.000000
1978-12-06,279.326538,298.259583,0.000000
1978-12-07,284.421753,300.647644,0.000000
1978-12-08,282.275879,299.094055,0.000000
1978-12-09,276.249084,295.172089,0.000000
1978-12-10,269.369873,286.203308,0.000000
1978-12-11,274.051056,297.551361,0.000000
1978-12-12,284.430908,302.071259,0.000000
1978-12-13,287.681091,298.820007,0.000000
1978-12-14,276.005951,297.754913,0.000000
1978-12-15,275.511414,297.024445,0.000000
1978-12-16,283.103943,299.821533,0.000000
1978-12-17,287.707977,300.508759,0.000000
1978-12-18,285.483795,298.752808,0.000000
1978-12-19,279.185242,289.700989,0.000000
1978-12-20,274.663483,284.119232,3.541216
1978-12-21,275.486450,284.301086,0.679243
1978-12-22,273.490112,286.135376,0.000000
1978-12-23,269.472504,286.099854,0.000000
1978-12-24,274.917023,287.576172,0.000000
1978-12-25,279.453888,286.112610,7.808315
1978-12-26,279.065430,283.456940,7.995359
1978-12-27,280.877258,284.100098,1.613953
1978-12-28,279.161011,288.149536,0.000000
1978-12-29,278.322540,286.803009,0.000000
1978-12-30,278.853455,285.048340,0.350561
1978-12-31,275.920685,290.550934,0.000000
1979-01-01,276.127045,291.236023,0.000000
1979-01-02,275.876617,292.717590,0.000000
1979-01-03,278.981964,295.645203,0.000000
1979-01-04,280.605042,298.326965,0.000000
1979-01-05,277.317261,292.328949,0.000000
1979-01-06,270.043549,288.868561,0.000000
1979-01-07,274.826569,293.511200,0.000000
1979-01-08,279.142853,297.002869,0.000000
1979-01-09,272.120392,291.318359,0.000000
1979-01-10,268.137543,283.382812,0.000000
1979-01-11,272.503265,286.420685,0.000000
1979-01-12,275.821259,290.634735,0.000000
1979-01-13,277.059692,294.417480,0.000000
1979-01-14,281.014160,298.743713,0.000000
1979-01-15,278.936584,295.669861,0.000000
1979-01-16,274.426025,293.105743,0.000000
1979-01-17,275.212738,294.717499,0.000000
1979-01-18,276.618164,292.348969,0.000000
1979-01-19,276.821289,294.739014,0.000000
1979-01-20,282.186829,299.092285,0.000000
1979-01-21,282.350006,298.127777,0.000000
1979-01-22,284.464081,299.457733,0.000000
1979-01-23,286.204315,299.379944,0.932504
1979-01-24,285.732056,300.277161,0.000000
1979-01-25,285.613159,301.078735,0.000000
1979-01-26,282.724396,299.208771,0.000000
1979-01-27,283.678406,296.756866,2.826306
1979-01-28,286.396484,297.875854,0.473841
1979-01-29,281.471802,296.319824,0.000000
1979-01-30,276.591705,295.005737,0.000000
1979-01-31,279.837708,291.705200,0.000000
1979-02-01,277.625641,286.404999,0.000000
1979-02-02,269.052094,283.417816,0.000000
1979-02-03,271.487091,282.171997,0.000000
1979-02-04,272.303711,284.528748,0.000000
1979-02-05,276.285919,284.537781,0.000000
1979-02-06,276.196808,289.142944,0.000000
1979-02-07,280.317078,288.381226,0.000000
1979-02-08,278.734436,286.165771,2.635590
1979-02-09,278.346649,287.820801,1.312523
1979-02-10,284.318542,294.027405,2.175732
1979-02-11,271.132111,289.608521,0.000000
1979-02-12,271.787781,288.464294,0.000000
1979-02-13,273.798309,294.347839,0.000000
1979-02-14,277.488464,298.914551,0.000000
1979-02-15,264.239868,295.443420,0.000000
1979-02-16,265.853027,274.244659,0.387194
1979-02-17,268.410767,279.613953,0.000000
1979-02-18,280.845306,295.066284,1.438976
1979-02-19,279.769318,297.900665,0.000000
1979-02-20,280.106018,300.986938,0.000000
1979-02-21,283.825134,301.687439,0.000000
1979-02-22,280.544586,299.745667,0.000000
1979-02-23,279.374115,298.311432,0.000000
1979-02-24,287.219757,306.166260,0.000000
1979-02-25,286.589539,308.598053,0.000000
1979-02-26,286.659424,307.183990,0.000000
1979-02-27,286.664795,306.551208,0.000000
1979-02-28,282.644257,302.706085,0.000000
1979-03-01,281.088348,298.557983,1.701544
1979-03-02,279.809540,287.980194,10.834617
1979-03-03,271.815857,286.023132,8.262534
1979-03-04,272.657806,290.572418,0.000000
1979-03-05,276.722931,293.507477,0.000000
1979-03-06,280.942047,302.756958,0.000000
1979-03-07,282.657196,299.778931,0.000000
1979-03-08,279.768524,300.789032,0.000000
1979-03-09,285.931427,300.066223,0.000000
1979-03-10,286.054321,300.561646,0.000000
1979-03-11,288.269165,297.132111,2.029672
1979-03-12,288.062408,296.413849,6.199089
1979-03-13,281.308350,302.236786,0.000000
1979-03-14,286.839203,301.567200,0.000000
1979-03-15,284.744812,299.977417,0.000000
1979-03-16,286.634644,296.203339,0.000000
1979-03-17,286.523254,295.368591,0.000000
1979-03-18,283.594818,292.637848,0.000000
1979-03-19,278.822876,289.410614,0.000000
1979-03-20,276.840302,292.665253,0.000000
1979-03-21,280.933197,295.788025,0.000000
1979-03-22,287.530518,295.428894,1.728113
1979-03-23,287.881195,301.067810,0.626481
1979-03-24,289.498657,300.908569,0.000000
1979-03-25,287.231049,302.905457,0.000000
1979-03-26,280.914154,302.024933,0.414697
1979-03-27,277.262360,295.163574,0.000000
1979-03-28,281.863861,298.936462,0.000000
1979-03-29,285.581879,303.399231,0.000000
1979-03-30,287.846008,304.128296,0.000000
1979-03-31,287.385834,302.666229,0.000000
1979-04-01,287.944092,298.489868,0.000000
1979-04-02,290.033142,303.050598,0.000000
1979-04-03,282.354645,304.791687,0.000000
1979-04-04,286.548645,304.040863,0.000000
1979-04-05,282.521423,298.634827,0.000000
1979-04-06,282.137085,298.245728,0.000000
1979-04-07,287.057159,300.618469,0.000000
1979-04-08,287.411987,303.566376,0.000000
1979-04-09,287.902161,303.251343,0.000000
1979-04-10,286.015686,306.520447,0.000000
1979-04-11,287.528259,304.956940,0.000000
1979-04-12,287.710144,303.933899,0.000000
1979-04-13,288.620514,302.370270,0.000000
1979-04-14,286.147156,300.767914,0.000000
1979-04-15,286.055878,301.490662,0.000000
1979-04-16,284.499420,302.961945,0.000000
1979-04-17,288.654755,303.677887,0.000000
1979-04-18,285.169861,303.630341,0.000000
1979-04-19,287.933868,305.083313,0.000000
1979-04-20,287.205902,306.597809,0.000000
1979-04-21,290.262573,305.447174,0.000000
1979-04-22,292.069092,305.380096,0.000000
1979-04-23,291.797150,306.821442,0.000000
1979-04-24,292.599487,306.024384,0.000000
1979-04-25,291.684357,305.425232,2.118028
1979-04-26,286.769379,306.684052,0.000000
1979-04-27,289.495483,305.366394,0.000000
1979-04-28,289.576050,304.583344,0.000000
1979-04-29,291.396729,306.812469,0.000000
1979-04-30,290.482819,307.898468,0.000000
1979-05-01,290.691925,306.258453,0.000000
1979-05-02,287.014374,305.347443,0.000000
1979-05-03,286.003937,306.610535,0.000000
1979-05-04,288.194946,307.228302,0.000000
1979-05-05,290.023163,307.050690,0.000000
1979-05-06,291.070435,306.927002,0.000000
1979-05-07,291.681793,305.246124,8.994149
1979-05-08,288.661316,303.276642,0.331252
1979-05-09,292.761505,305.420227,0.000000
1979-05-10,293.632965,306.287292,0.000000
1979-05-11,292.595428,306.913422,0.000000
1979-05-12,293.008057,306.909241,0.000000
1979-05-13,292.511292,306.878784,0.000000
