#Variables:
#tasmin_GFDL-ESM2G_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2G_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2G_historical(K),tasmax_GFDL-ESM2G_historical(K),pr_GFDL-ESM2G_historical(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2G_historical(K),tasmax_GFDL-ESM2G_historical(K),pr_GFDL-ESM2G_historical(mm)
1975-02-20,280.575287,294.612244,0.563653
1975-02-21,283.344696,294.593903,0.484096
1975-02-22,278.061920,291.973663,19.925911
1975-02-23,279.338776,286.334381,13.294326
1975-02-24,271.653687,277.930450,4.340696
1975-02-25,269.511383,276.567963,0.000000
1975-02-26,279.718109,285.916931,10.702502
1975-02-27,278.524475,283.981995,25.186565
1975-02-28,276.265961,285.608765,27.602209
1975-03-01,273.989136,283.278595,3.640548
1975-03-02,276.104340,279.327576,1.616836
1975-03-03,274.292572,279.153839,0.000000
1975-03-04,275.061279,279.297424,0.618975
1975-03-05,279.452545,285.387817,15.643853
1975-03-06,276.963379,289.902405,0.000000
1975-03-07,278.348663,291.881439,0.000000
1975-03-08,279.357239,292.832947,0.000000
1975-03-09,283.140259,292.461334,0.471007
1975-03-10,285.134277,293.007629,12.274672
1975-03-11,283.158295,294.874176,0.474900
1975-03-12,275.616669,287.773102,0.000000
1975-03-13,281.216766,288.768311,17.002518
1975-03-14,284.987244,294.481323,2.113060
1975-03-15,281.743622,298.963409,0.000000
1975-03-16,286.843140,296.971527,0.000000
1975-03-17,287.840302,294.832458,0.331350
1975-03-18,289.380707,300.027374,1.481498
1975-03-19,287.497559,299.429047,0.000000
1975-03-20,288.757538,298.431061,0.000000
1975-03-21,290.237000,304.717926,0.000000
1975-03-22,291.401581,304.474945,0.000000
1975-03-23,282.897339,302.486053,1.188617
1975-03-24,276.728363,288.999420,0.000000
1975-03-25,278.256897,288.251862,0.000000
1975-03-26,277.486847,290.174286,0.000000
1975-03-27,278.484253,294.601685,0.000000
1975-03-28,282.889679,299.756378,0.000000
1975-03-29,287.773682,302.782318,0.000000
1975-03-30,286.668335,302.365356,0.000000
1975-03-31,282.691498,295.022308,0.000000
1975-04-01,281.158447,295.760864,0.000000
1975-04-02,279.209656,295.372742,0.000000
1975-04-03,284.098450,293.325195,0.900423
1975-04-04,281.308502,288.444244,4.401251
1975-04-05,279.880585,287.204346,0.000000
1975-04-06,280.631165,286.756805,1.015061
1975-04-07,281.178589,286.159027,1.829602
1975-04-08,282.557678,288.162994,0.785983
1975-04-09,282.907043,294.805817,0.000000
1975-04-10,286.753326,300.804718,0.287767
1975-04-11,287.865112,300.736908,0.000000
1975-04-12,289.105957,300.675446,0.000000
1975-04-13,286.679840,300.262482,0.000000
1975-04-14,284.827240,299.127899,0.000000
1975-04-15,282.748688,296.501221,0.000000
1975-04-16,287.044647,302.132690,0.000000
1975-04-17,289.808777,302.921997,0.000000
1975-04-18,287.082428,302.946106,0.000000
1975-04-19,287.245789,303.241821,0.000000
1975-04-20,288.455963,301.802429,0.000000
1975-04-21,290.691986,303.172058,0.000000
1975-04-22,286.009094,301.463776,0.000000
1975-04-23,283.909088,301.375397,0.000000
1975-04-24,288.688263,301.633881,0.000000
1975-04-25,289.531250,300.876068,0.000000
1975-04-26,284.911316,301.202881,0.000000
1975-04-27,287.386841,302.367676,0.000000
1975-04-28,287.512939,301.566101,0.000000
1975-04-29,289.439026,300.996674,0.000000
1975-04-30,290.919037,300.901581,0.000000
1975-05-01,290.631927,302.591644,0.000000
1975-05-02,290.335052,305.420227,0.361269
1975-05-03,291.488831,306.680237,0.000000
1975-05-04,291.952087,306.957245,0.000000
1975-05-05,292.447876,307.860535,0.000000
1975-05-06,292.552338,307.275330,0.000000
1975-05-07,292.599213,307.891510,0.000000
1975-05-08,293.237762,307.951447,0.000000
1975-05-09,294.043610,309.349762,0.000000
1975-05-10,295.501129,308.916962,0.000000
1975-05-11,296.414886,307.785309,0.000000
1975-05-12,295.430939,308.806946,0.000000
1975-05-13,296.058380,309.455536,0.000000
1975-05-14,296.468597,309.975433,0.000000
1975-05-15,296.571381,309.051910,0.000000
1975-05-16,294.702209,303.591766,26.163450
1975-05-17,293.741699,301.990692,1.224861
1975-05-18,291.959564,300.185303,0.000000
1975-05-19,290.598846,298.949554,0.000000
1975-05-20,284.860748,302.315979,0.000000
1975-05-21,289.400146,303.191956,0.000000
1975-05-22,290.825317,304.614166,0.000000
1975-05-23,290.943695,305.968262,0.000000
1975-05-24,291.950562,305.751190,0.000000
1975-05-25,292.801178,305.985046,0.000000
1975-05-26,295.127441,304.839264,0.000000
1975-05-27,294.500092,302.397614,0.000000
1975-05-28,291.725128,303.351379,0.296389
1975-05-29,292.860352,307.152435,0.000000
1975-05-30,293.061829,309.438629,0.000000
1975-05-31,296.414734,310.851990,0.000000
1975-06-01,295.416870,310.088745,0.000000
1975-06-02,295.168701,309.376343,0.000000
1975-06-03,295.898651,309.162964,0.000000
1975-06-04,291.527527,306.067993,10.333651
1975-06-05,291.564331,303.164124,0.000000
1975-06-06,290.605286,299.697510,4.011246
1975-06-07,292.940308,306.764160,1.220383
1975-06-08,293.961334,308.814301,0.000000
1975-06-09,293.986816,308.218323,0.000000
1975-06-10,294.724091,310.794922,0.000000
1975-06-11,296.771820,310.764374,0.000000
1975-06-12,297.356354,311.045563,0.000000
1975-06-13,296.217102,310.251068,6.345325
1975-06-14,295.870667,307.537994,6.115659
1975-06-15,295.430542,306.069214,4.533250
1975-06-16,295.702789,306.551636,0.000000
1975-06-17,295.560303,307.364624,0.000000
1975-06-18,295.550568,307.451874,0.000000
1975-06-19,295.201019,307.503387,0.000000
1975-06-20,295.197937,308.231903,0.000000
1975-06-21,296.105774,308.771973,0.000000
1975-06-22,295.949707,308.168121,0.000000
1975-06-23,296.870575,307.417480,0.000000
1975-06-24,296.519958,307.501648,2.694369
1975-06-25,296.273010,308.246368,2.785908
1975-06-26,297.119507,309.272522,0.909855
1975-06-27,297.130829,308.518219,0.000000
1975-06-28,297.386658,307.362366,0.877167
1975-06-29,297.489838,308.448730,1.530837
1975-06-30,296.546478,308.087189,3.179055
1975-07-01,296.841736,308.405212,0.433096
1975-07-02,297.291321,308.951508,0.000000
1975-07-03,296.910370,309.434418,0.000000
1975-07-04,297.035309,308.997406,1.346645
1975-07-05,297.312012,308.439545,4.482273
1975-07-06,297.187073,307.053528,3.091459
1975-07-07,297.020721,308.373810,4.059712
1975-07-08,297.184998,306.984772,5.207652
1975-07-09,295.530273,303.921875,52.398914
1975-07-10,294.665375,300.162323,47.570213
1975-07-11,295.713165,299.238770,152.131439
1975-07-12,296.641449,299.117889,53.675644
1975-07-13,296.285492,301.876343,6.745389
1975-07-14,295.142639,303.753632,0.000000
1975-07-15,294.617767,303.089508,0.000000
1975-07-16,294.620819,303.503387,0.000000
1975-07-17,294.700836,303.560150,0.000000
1975-07-18,294.932068,304.278107,0.000000
1975-07-19,295.476685,304.665649,0.000000
1975-07-20,295.419525,305.160431,5.885509
1975-07-21,295.075989,302.162964,8.649172
1975-07-22,296.903625,301.386505,16.862339
1975-07-23,294.511017,300.686127,5.808038
1975-07-24,294.230469,302.635681,0.000000
1975-07-25,295.100830,303.329224,0.000000
1975-07-26,294.817413,303.500122,0.000000
1975-07-27,294.209839,303.859985,0.000000
1975-07-28,293.870544,305.620209,0.000000
1975-07-29,295.089508,307.712921,0.000000
1975-07-30,295.153046,308.968262,0.000000
1975-07-31,297.237610,309.062134,0.368802
1975-08-01,297.837463,308.631226,0.921661
1975-08-02,296.481049,310.914856,1.651141
1975-08-03,296.524658,309.206390,2.417297
1975-08-04,295.460175,307.174286,6.788009
1975-08-05,294.996918,306.555969,0.398612
1975-08-06,295.328003,307.305878,0.000000
1975-08-07,296.264465,309.260895,0.000000
1975-08-08,296.447723,309.826752,0.000000
1975-08-09,296.114075,308.149048,0.000000
1975-08-10,296.426697,308.017639,0.000000
1975-08-11,296.351990,309.178986,0.000000
1975-08-12,296.526642,311.513428,0.000000
1975-08-13,297.278687,311.585266,0.000000
1975-08-14,298.094147,311.114349,0.000000
1975-08-15,297.609589,310.913605,0.000000
1975-08-16,297.256439,311.653992,0.000000
1975-08-17,297.000977,311.667297,0.000000
1975-08-18,296.851654,311.091675,0.000000
1975-08-19,296.450989,310.467163,0.000000
1975-08-20,296.475891,309.820374,0.000000
1975-08-21,296.411469,309.058502,0.000000
1975-08-22,296.759979,308.750549,0.000000
1975-08-23,296.001190,308.016205,0.000000
1975-08-24,296.803101,307.033813,5.548522
1975-08-25,294.600494,304.983704,0.000000
1975-08-26,294.185547,306.673370,0.000000
1975-08-27,294.231049,307.219208,0.377605
1975-08-28,295.091705,306.447479,4.364295
1975-08-29,294.262482,305.345001,15.811194
1975-08-30,293.132416,305.481110,9.655457
1975-08-31,293.835632,306.416687,6.825210
1975-09-01,294.274353,306.894775,5.225948
1975-09-02,293.690857,306.991394,0.000000
1975-09-03,294.177826,306.740448,0.000000
1975-09-04,293.920197,305.899872,0.000000
1975-09-05,294.205078,306.477631,0.000000
1975-09-06,295.242920,306.774933,0.000000
1975-09-07,296.473877,307.760681,0.000000
1975-09-08,293.042206,307.734070,8.921622
1975-09-09,292.290466,303.220093,0.000000
1975-09-10,292.169708,303.456726,0.000000
1975-09-11,290.849945,303.637329,0.000000
1975-09-12,291.686584,303.273132,0.000000
1975-09-13,290.250305,303.529358,0.000000
1975-09-14,292.160461,303.050690,0.000000
1975-09-15,292.425934,301.965240,0.000000
1975-09-16,293.119354,301.537689,4.568401
1975-09-17,293.578400,300.785248,35.783146
1975-09-18,292.854340,301.515106,32.930355
1975-09-19,291.435394,300.253784,20.096558
1975-09-20,291.238220,300.925323,10.526259
1975-09-21,294.768188,305.917511,19.892288
1975-09-22,292.927917,304.401367,0.775518
1975-09-23,290.734314,300.749359,0.000000
1975-09-24,291.073944,301.525024,0.000000
1975-09-25,291.052246,301.285522,0.000000
1975-09-26,289.891754,302.023987,0.000000
1975-09-27,291.909485,303.313934,0.000000
1975-09-28,292.734070,302.114929,0.000000
1975-09-29,292.882507,302.064606,0.683709
1975-09-30,292.350372,300.820587,0.000000
1975-10-01,291.752686,300.300385,0.000000
1975-10-02,287.313629,300.528656,0.000000
1975-10-03,286.475311,301.134277,0.000000
1975-10-04,287.908417,303.034058,0.000000
1975-10-05,289.131958,303.594391,0.000000
1975-10-06,289.787415,303.977051,0.000000
1975-10-07,290.762024,303.523071,0.000000
1975-10-08,288.784393,303.266815,0.000000
1975-10-09,287.969208,303.300293,0.000000
1975-10-10,287.913177,304.044678,0.000000
1975-10-11,289.307129,304.655792,0.000000
1975-10-12,290.019379,305.344299,0.000000
1975-10-13,289.646393,304.477478,0.000000
1975-10-14,291.157349,303.759399,0.000000
1975-10-15,290.917572,302.434448,0.000000
1975-10-16,291.223816,301.727844,0.000000
1975-10-17,289.975952,304.741364,0.000000
1975-10-18,290.631958,304.793396,0.000000
1975-10-19,290.771576,304.715881,0.000000
1975-10-20,292.005524,306.933716,0.000000
1975-10-21,295.772064,308.355133,0.600318
1975-10-22,295.869965,307.710510,0.000000
1975-10-23,284.820404,306.117401,0.000000
1975-10-24,283.014862,290.104828,0.996819
1975-10-25,284.190491,292.622925,0.602020
1975-10-26,287.863434,300.139008,0.000000
1975-10-27,291.810577,303.066223,0.000000
1975-10-28,291.241974,302.169769,1.656974
1975-10-29,289.422699,300.085480,2.518735
1975-10-30,291.942200,303.353363,0.578770
1975-10-31,289.879944,302.003204,0.828292
1975-11-01,290.358612,299.376007,6.422310
1975-11-02,292.055176,302.249146,3.971431
1975-11-03,289.619690,300.955536,6.334466
1975-11-04,291.638336,302.120880,1.269339
1975-11-05,286.201630,298.940186,1.022511
1975-11-06,289.883392,299.423553,25.627153
1975-11-07,287.755157,295.404785,37.817249
1975-11-08,288.310394,294.027161,34.488747
1975-11-09,283.222198,289.988068,0.000000
1975-11-10,285.309204,300.427856,1.597963
1975-11-11,290.629242,300.622772,2.926006
1975-11-12,283.394989,296.994812,0.000000
1975-11-13,281.779449,294.616913,0.000000
1975-11-14,277.597656,294.111542,0.000000
1975-11-15,280.974518,296.985321,0.000000
1975-11-16,280.963257,294.936676,0.000000
1975-11-17,276.627960,289.882935,0.000000
1975-11-18,277.701080,289.159668,0.000000
1975-11-19,284.666840,295.410675,0.000000
1975-11-20,285.072601,296.557770,3.144914
1975-11-21,283.074890,297.583374,0.000000
1975-11-22,286.244934,297.932587,0.000000
1975-11-23,287.303619,295.713043,0.000000
1975-11-24,285.703400,296.442871,1.149811
1975-11-25,285.697876,294.810425,5.154084
1975-11-26,287.417419,299.882355,2.841488
1975-11-27,289.035583,300.290588,0.644278
1975-11-28,289.859680,300.858856,0.746668
1975-11-29,289.684875,300.310211,0.464117
1975-11-30,289.685425,300.568970,1.893108
1975-12-01,285.153625,298.948578,0.661517
1975-12-02,279.593842,290.158112,1.960605
1975-12-03,279.932526,288.182098,0.000000
1975-12-04,284.384827,295.352966,5.253953
1975-12-05,288.929352,298.423340,4.866690
1975-12-06,288.094574,298.488892,0.564088
1975-12-07,288.676880,297.222107,3.114987
1975-12-08,289.814819,297.800018,2.395202
1975-12-09,284.514587,298.051086,2.188539
1975-12-10,275.682800,288.663513,0.000000
1975-12-11,275.611023,291.039093,0.000000
1975-12-12,278.725769,293.401306,0.000000
1975-12-13,281.345825,295.231720,0.000000
1975-12-14,282.551453,294.426422,0.000000
1975-12-15,283.830933,296.911530,0.631577
1975-12-16,285.510834,297.930237,0.000000
1975-12-17,282.518494,295.673584,0.000000
1975-12-18,283.396912,290.924652,0.000000
1975-12-19,283.183746,296.902100,3.151634
1975-12-20,288.855988,299.562256,0.000000
1975-12-21,288.929474,300.035736,0.000000
1975-12-22,285.433075,296.860138,0.000000
1975-12-23,284.384369,294.506714,0.837822
1975-12-24,284.356201,289.931458,56.370033
1975-12-25,278.892914,287.512970,9.233364
1975-12-26,277.803162,284.410645,0.723293
1975-12-27,275.407471,288.938599,0.000000
1975-12-28,277.450317,290.067291,0.000000
1975-12-29,279.268494,293.526825,0.000000
1975-12-30,281.166351,291.728577,0.000000
1975-12-31,277.309204,293.061981,0.000000
1976-01-01,278.930023,294.605927,0.000000
1976-01-02,278.038208,293.826599,0.000000
1976-01-03,280.512512,293.155701,0.000000
1976-01-04,281.506653,293.631104,0.000000
1976-01-05,278.314117,291.012238,0.000000
1976-01-06,277.603455,292.355316,0.000000
1976-01-07,277.488922,291.942688,0.000000
1976-01-08,275.780670,289.909058,0.000000
1976-01-09,281.610992,289.135681,0.000000
1976-01-10,281.622345,287.972717,3.265141
1976-01-11,278.963470,289.309937,0.000000
1976-01-12,277.281433,288.667297,0.000000
1976-01-13,279.182648,287.839233,0.000000
1976-01-14,278.248627,288.685059,0.000000
1976-01-15,284.286346,287.561920,4.586602
1976-01-16,277.793121,286.642914,0.281485
1976-01-17,278.755280,291.694794,2.138414
1976-01-18,284.519287,297.411163,0.000000
1976-01-19,281.728180,295.765930,1.634098
1976-01-20,274.892670,286.766693,0.000000
1976-01-21,271.724640,285.522461,0.000000
1976-01-22,273.938843,290.036621,0.000000
1976-01-23,277.775208,291.015442,0.000000
1976-01-24,271.240540,287.485260,8.474751
1976-01-25,272.426086,278.806427,13.055355
1976-01-26,267.411346,279.101807,0.000000
1976-01-27,268.559479,280.083008,0.000000
1976-01-28,269.829468,281.988129,0.000000
1976-01-29,278.324677,288.068726,13.368135
1976-01-30,275.494446,282.596832,11.848347
1976-01-31,272.362854,282.188141,0.000000
1976-02-01,271.772552,284.174561,0.000000
1976-02-02,274.408966,283.774048,7.307375
1976-02-03,276.842163,284.209625,13.193293
1976-02-04,273.707947,280.685303,1.347952
1976-02-05,276.735199,284.071167,4.869318
1976-02-06,279.769287,284.196808,7.443247
1976-02-07,275.362701,284.127075,0.000000
1976-02-08,276.948486,285.281067,0.000000
1976-02-09,278.219360,289.610443,0.000000
1976-02-10,283.705658,296.706390,2.343411
1976-02-11,281.736725,294.761444,0.000000
1976-02-12,276.667969,287.156128,0.000000
1976-02-13,275.282867,283.988007,2.489662
1976-02-14,276.543701,282.314331,3.811161
1976-02-15,274.824036,280.611389,6.493748
1976-02-16,278.286469,284.956116,4.253194
1976-02-17,274.129852,283.487366,0.436377
1976-02-18,276.213287,291.101959,0.000000
1976-02-19,279.749329,293.461060,0.000000
1976-02-20,283.238312,295.494843,0.000000
1976-02-21,282.225006,295.368073,0.000000
1976-02-22,283.617432,299.047760,0.000000
1976-02-23,284.849152,299.224518,0.000000
1976-02-24,283.845306,298.281219,0.000000
1976-02-25,284.759796,294.526062,0.000000
1976-02-26,284.577118,293.021393,0.000000
1976-02-27,282.421906,292.264282,0.000000
1976-02-28,282.660583,291.475067,0.745122
1976-02-29,283.032562,292.278992,0.515502
1976-03-01,283.404541,293.082916,0.285883
1976-03-02,287.164642,294.781799,0.000000
1976-03-03,286.713531,294.118622,11.879854
1976-03-04,278.466309,289.616486,6.147946
1976-03-05,279.690552,286.986908,6.160786
1976-03-06,285.155548,289.343719,46.022282
1976-03-07,284.399017,288.095978,30.078426
1976-03-08,277.356537,285.074249,1.346734
1976-03-09,279.211456,285.518707,2.201135
1976-03-10,280.122345,287.388977,1.502788
1976-03-11,281.647705,291.320374,0.848157
1976-03-12,282.040039,294.409943,0.000000
1976-03-13,287.672546,298.637329,0.000000
1976-03-14,283.452301,296.345032,0.000000
1976-03-15,283.814697,296.665771,0.000000
1976-03-16,289.450165,303.587891,0.000000
1976-03-17,287.806458,300.122589,0.000000
1976-03-18,285.592133,296.218597,0.000000
1976-03-19,279.972992,294.713562,0.000000
1976-03-20,280.936249,295.602020,0.000000
1976-03-21,283.056152,295.843231,0.000000
1976-03-22,283.378082,294.139160,0.000000
1976-03-23,284.916687,300.790527,0.000000
1976-03-24,287.759552,301.683380,0.000000
1976-03-25,289.109009,300.548462,3.877569
1976-03-26,284.558716,298.393127,0.000000
1976-03-27,285.045715,299.598816,0.000000
1976-03-28,286.781708,298.718781,0.000000
1976-03-29,288.510651,300.881683,0.288208
1976-03-30,284.240479,299.145142,0.000000
1976-03-31,282.257477,295.816132,0.000000
1976-04-01,285.324646,300.270905,0.000000
1976-04-02,286.492523,300.064941,0.000000
1976-04-03,287.205170,294.726013,0.900998
1976-04-04,284.798767,289.608490,4.620437
1976-04-05,279.861725,288.167480,0.000000
1976-04-06,282.925751,294.946259,0.000000
1976-04-07,281.585724,293.858643,0.000000
1976-04-08,277.980804,289.699554,0.000000
1976-04-09,279.609344,289.007721,0.000000
1976-04-10,278.347778,289.153534,0.000000
1976-04-11,280.484070,288.655090,0.000000
1976-04-12,282.847382,288.240997,3.540745
1976-04-13,287.028839,298.117249,4.144392
1976-04-14,287.845825,299.485779,9.032990
1976-04-15,286.112122,299.309509,0.743373
1976-04-16,290.196533,297.660431,2.035233
1976-04-17,285.368103,301.671570,0.000000
1976-04-18,287.785187,302.234680,0.000000
1976-04-19,290.011993,302.154694,0.000000
1976-04-20,287.202393,302.652130,0.000000
1976-04-21,291.239227,301.373016,0.000000
1976-04-22,291.186768,301.678741,3.057320
1976-04-23,292.047974,302.938263,1.038619
1976-04-24,290.878784,303.336670,5.142812
1976-04-25,292.360779,304.173981,13.906916
1976-04-26,291.177887,303.623016,6.164380
1976-04-27,287.713562,301.154633,0.000000
1976-04-28,282.881165,295.925842,0.000000
1976-04-29,283.950226,299.454163,0.000000
1976-04-30,290.098724,305.959839,0.000000
1976-05-01,293.727509,306.590759,0.000000
1976-05-02,290.806580,305.445251,0.000000
1976-05-03,287.434326,302.627289,0.000000
1976-05-04,289.441406,303.587860,0.000000
1976-05-05,294.325073,307.352295,0.000000
1976-05-06,294.087860,307.229034,0.000000
1976-05-07,293.263550,307.883667,0.454341
1976-05-08,292.873596,306.751831,9.412734
1976-05-09,292.347809,299.284424,33.778683
1976-05-10,288.742523,297.859406,11.165388
1976-05-11,287.706665,299.688141,0.000000
1976-05-12,290.730286,301.551880,0.297644
1976-05-13,291.961578,302.385254,4.403152
1976-05-14,289.127075,301.127960,0.000000
1976-05-15,290.952271,299.634644,0.000000
1976-05-16,291.278961,300.156036,0.000000
1976-05-17,291.609772,298.718658,10.189589
1976-05-18,292.227051,301.667358,15.647750
1976-05-19,292.960449,301.377838,25.751057
1976-05-20,292.792664,300.160858,47.459473
1976-05-21,285.596527,295.778107,0.000000
1976-05-22,286.268463,295.769501,0.000000
1976-05-23,287.786621,296.748474,0.000000
1976-05-24,286.092834,298.625610,0.000000
1976-05-25,292.000305,298.913422,0.000000
1976-05-26,291.605499,299.452606,0.000000
1976-05-27,290.716187,299.296417,0.000000
1976-05-28,290.968475,299.838226,0.000000
1976-05-29,291.982269,300.566223,0.000000
1976-05-30,291.748108,302.340027,0.000000
1976-05-31,292.574310,304.791168,0.000000
1976-06-01,293.899323,305.151306,0.000000
1976-06-02,295.000336,302.166809,8.617917
1976-06-03,291.604248,296.225311,7.781780
1976-06-04,295.443481,297.086639,29.760225
1976-06-05,294.026428,297.016235,32.146896
1976-06-06,293.870911,297.684540,11.761533
1976-06-07,295.841827,301.623383,0.000000
1976-06-08,294.119415,302.397369,0.557916
1976-06-09,294.218140,304.419373,3.292401
1976-06-10,293.301300,304.609009,1.078035
1976-06-11,293.560333,304.839294,0.000000
1976-06-12,293.468811,305.726501,0.000000
1976-06-13,294.151154,305.508179,0.000000
1976-06-14,294.377197,304.762024,0.000000
1976-06-15,295.412048,302.969666,2.657236
1976-06-16,295.401611,302.097687,26.559488
1976-06-17,295.971222,306.120575,4.385025
1976-06-18,295.571960,305.041168,3.815767
1976-06-19,295.447723,304.450043,0.000000
1976-06-20,294.583984,303.195435,2.219970
1976-06-21,294.458801,303.717102,0.408387
1976-06-22,293.998535,304.788513,0.000000
1976-06-23,294.456635,303.597198,6.126414
1976-06-24,295.356506,303.381897,9.694929
1976-06-25,295.516022,301.807922,42.582893
1976-06-26,295.029083,298.140808,33.976856
1976-06-27,296.267731,302.949799,5.136941
1976-06-28,295.593475,304.030151,4.693666
1976-06-29,295.896423,305.215881,5.408211
1976-06-30,295.949524,304.038940,19.515163
1976-07-01,296.411469,302.890198,13.471603
1976-07-02,296.963623,303.686859,8.907393
1976-07-03,295.679199,303.651764,3.962117
1976-07-04,295.712860,303.646271,0.000000
1976-07-05,295.637115,303.769806,0.309063
1976-07-06,294.879059,303.960449,4.762185
1976-07-07,295.234436,304.440582,9.005030
1976-07-08,294.887299,303.653046,8.194307
1976-07-09,295.343903,303.303406,6.400492
1976-07-10,295.776031,305.021698,3.085274
1976-07-11,295.426453,303.851166,0.617380
1976-07-12,295.501190,304.511414,0.000000
1976-07-13,295.970673,304.428589,0.000000
1976-07-14,295.209839,305.707977,0.000000
1976-07-15,295.101257,305.079712,0.000000
1976-07-16,295.132874,304.803253,0.000000
1976-07-17,295.237549,304.131531,1.895586
1976-07-18,295.341339,304.496307,0.000000
1976-07-19,295.263336,304.549042,0.681769
1976-07-20,295.197327,304.047638,0.685476
1976-07-21,295.062195,305.138580,0.000000
1976-07-22,295.262268,305.273682,0.000000
1976-07-23,295.463135,305.542450,0.000000
1976-07-24,296.084076,306.149628,0.297737
1976-07-25,295.897034,305.835144,3.047785
1976-07-26,295.620697,305.731903,4.476498
1976-07-27,295.438538,305.839783,0.000000
1976-07-28,295.463165,305.892181,0.000000
1976-07-29,296.011230,306.299805,0.000000
1976-07-30,295.840088,306.894440,0.285199
1976-07-31,295.672638,308.316711,0.000000
1976-08-01,295.415527,307.641052,0.000000
1976-08-02,295.541870,308.569427,0.000000
1976-08-03,295.020782,307.433685,1.710868
1976-08-04,295.398529,305.814636,2.214660
1976-08-05,294.212524,306.082214,0.477533
1976-08-06,294.764618,306.401520,0.000000
1976-08-07,295.078522,305.995178,1.323122
1976-08-08,294.894409,306.394257,0.320776
1976-08-09,295.138763,306.769989,1.463693
1976-08-10,295.250793,306.916107,0.000000
1976-08-11,294.857666,307.214172,0.604334
1976-08-12,295.133118,307.108673,0.291041
1976-08-13,294.751984,307.071564,0.000000
1976-08-14,295.659271,309.158081,0.000000
1976-08-15,295.872070,309.291321,0.000000
1976-08-16,296.111542,310.367218,0.000000
1976-08-17,296.602325,308.666473,0.000000
1976-08-18,295.690125,308.567902,0.000000
1976-08-19,295.952423,308.912872,0.000000
1976-08-20,296.877747,309.321655,0.000000
1976-08-21,296.750031,308.664215,0.000000
1976-08-22,296.245850,308.781372,2.089038
1976-08-23,296.474060,309.056183,0.000000
1976-08-24,297.093781,310.552643,0.488888
1976-08-25,295.394409,308.690826,3.396585
1976-08-26,294.301636,304.833496,1.127724
1976-08-27,292.066772,306.388641,0.000000
1976-08-28,294.154572,307.098846,0.401928
1976-08-29,294.252594,307.033081,0.000000
1976-08-30,292.980103,305.003326,0.000000
1976-08-31,292.160553,306.983185,0.000000
1976-09-01,294.718750,309.402222,0.000000
1976-09-02,294.515106,307.489655,0.000000
1976-09-03,294.399414,307.282745,0.000000
1976-09-04,294.379791,307.430542,0.000000
1976-09-05,294.680786,305.980438,16.246946
1976-09-06,295.385101,303.236298,28.537302
1976-09-07,295.108093,304.622284,8.222589
1976-09-08,295.196320,304.295929,1.118896
1976-09-09,295.077911,304.662354,1.167684
1976-09-10,294.452911,305.650726,0.000000
1976-09-11,294.449341,306.459412,0.868298
1976-09-12,294.428772,307.327362,0.000000
1976-09-13,294.880676,308.768860,0.000000
1976-09-14,295.493439,308.677368,0.000000
1976-09-15,295.593140,309.071503,2.484241
1976-09-16,295.227386,308.588470,0.000000
1976-09-17,295.512146,309.019012,1.555783
1976-09-18,295.526184,308.871857,0.000000
1976-09-19,295.267700,308.699097,0.000000
1976-09-20,295.572723,308.384613,0.000000
1976-09-21,295.190582,307.556763,0.000000
1976-09-22,294.904633,308.693390,0.815311
1976-09-23,293.726501,307.362854,10.276664
1976-09-24,291.923248,301.226562,10.596456
1976-09-25,291.138428,298.665558,2.866143
1976-09-26,285.350983,297.989990,0.000000
1976-09-27,285.090729,299.970367,0.000000
1976-09-28,287.019073,300.424469,0.000000
1976-09-29,285.498810,299.920715,0.000000
1976-09-30,280.915955,300.881897,0.000000
1976-10-01,285.172821,303.607056,0.000000
1976-10-02,287.203949,305.422485,0.000000
1976-10-03,289.665466,303.994659,0.000000
1976-10-04,287.870422,304.979462,0.000000
1976-10-05,289.342041,306.013275,0.000000
1976-10-06,290.364380,305.223297,0.000000
1976-10-07,292.828369,304.910767,0.000000
1976-10-08,293.537689,301.153076,5.606463
1976-10-09,290.993561,299.659332,13.253043
1976-10-10,292.211151,301.222412,4.090628
1976-10-11,292.120087,301.051941,3.660147
1976-10-12,292.453064,301.461914,0.000000
1976-10-13,292.059784,299.965729,0.000000
1976-10-14,290.748474,300.859650,0.000000
1976-10-15,289.593506,297.962219,10.171840
1976-10-16,289.462646,297.595856,51.256992
1976-10-17,291.631561,301.294739,8.967221
1976-10-18,290.114105,299.907227,4.248372
1976-10-19,290.924927,295.110626,25.461180
1976-10-20,290.021851,298.843445,3.980412
1976-10-21,291.480896,303.435547,4.996617
1976-10-22,294.591797,305.084747,1.351740
1976-10-23,282.307220,301.519714,4.488814
