#Variables:
#tasmin_inmcm4_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_inmcm4_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_inmcm4_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_inmcm4_historical(K),tasmax_inmcm4_historical(K),pr_inmcm4_historical(mm)"
""
yyyy-mm-dd,tasmin_inmcm4_historical(K),tasmax_inmcm4_historical(K),pr_inmcm4_historical(mm)
1983-06-09,295.242157,303.951263,0.436978
1983-06-10,294.458496,303.927551,0.000000
1983-06-11,293.688995,303.864044,0.000000
1983-06-12,293.731384,304.614471,3.043189
1983-06-13,293.893494,305.166534,0.000000
1983-06-14,292.769623,304.900635,0.000000
1983-06-15,295.016113,304.822845,0.000000
1983-06-16,294.044189,304.827332,1.217294
1983-06-17,295.241699,306.449493,1.455390
1983-06-18,296.146362,307.454895,0.397925
1983-06-19,297.514557,308.441132,0.000000
1983-06-20,297.612457,308.780457,0.000000
1983-06-21,296.658875,308.565796,0.000000
1983-06-22,295.992554,308.462128,0.000000
1983-06-23,295.339508,309.419769,0.000000
1983-06-24,296.507202,310.626038,0.000000
1983-06-25,297.929108,311.408447,0.000000
1983-06-26,298.773499,311.860809,0.000000
1983-06-27,296.740326,310.965027,0.000000
1983-06-28,296.483765,309.916107,0.000000
1983-06-29,298.108917,309.889923,0.000000
1983-06-30,298.021637,310.577026,0.000000
1983-07-01,297.771301,311.045532,0.000000
1983-07-02,297.857452,310.972565,0.000000
1983-07-03,297.804565,310.404755,0.000000
1983-07-04,297.026947,308.565674,0.000000
1983-07-05,295.760651,308.982819,0.000000
1983-07-06,296.963623,309.567993,0.000000
1983-07-07,297.434662,309.899536,0.000000
1983-07-08,296.971436,309.445862,0.000000
1983-07-09,297.392944,309.918488,0.000000
1983-07-10,298.025177,311.378235,0.000000
1983-07-11,297.780396,312.647644,0.000000
1983-07-12,298.338165,313.704010,0.000000
1983-07-13,297.191803,312.673584,0.000000
1983-07-14,298.482544,308.307251,1.025758
1983-07-15,296.520203,308.050049,0.861176
1983-07-16,297.167938,310.093414,0.000000
1983-07-17,297.452240,310.266205,0.000000
1983-07-18,297.899902,309.791382,0.000000
1983-07-19,297.819122,309.343506,0.000000
1983-07-20,297.071991,308.732880,0.000000
1983-07-21,296.452637,308.981567,0.000000
1983-07-22,296.880920,309.857300,0.000000
1983-07-23,297.499603,309.933014,0.000000
1983-07-24,298.297272,309.790314,0.000000
1983-07-25,296.948395,310.271301,0.000000
1983-07-26,297.559418,310.998962,0.000000
1983-07-27,299.408539,311.537903,0.000000
1983-07-28,297.579895,311.136932,0.000000
1983-07-29,297.118225,310.525146,0.632000
1983-07-30,295.969116,309.863678,4.677481
1983-07-31,296.308777,309.751221,5.610485
1983-08-01,297.135376,309.485168,5.961069
1983-08-02,297.882019,306.224030,1.538227
1983-08-03,294.522766,305.537445,0.000000
1983-08-04,294.536469,308.570374,0.000000
1983-08-05,294.132629,311.594116,0.283075
1983-08-06,298.089081,312.689911,0.000000
1983-08-07,296.919952,312.845490,0.000000
1983-08-08,298.334534,311.693573,0.000000
1983-08-09,297.447174,310.236115,0.000000
1983-08-10,297.807190,307.920715,0.000000
1983-08-11,294.984314,310.366394,0.000000
1983-08-12,296.305206,311.099518,0.000000
1983-08-13,296.111664,310.835205,0.000000
1983-08-14,297.858948,309.698853,0.000000
1983-08-15,295.670959,309.609924,0.430861
1983-08-16,296.966522,309.701385,0.000000
1983-08-17,297.569702,309.823364,0.403076
1983-08-18,296.360046,310.285797,0.000000
1983-08-19,297.460419,310.643158,0.000000
1983-08-20,298.384766,310.264801,0.000000
1983-08-21,297.808197,310.225739,0.000000
1983-08-22,297.480896,308.109680,0.897857
1983-08-23,296.322968,306.183990,6.123281
1983-08-24,296.425629,305.628662,3.356503
1983-08-25,296.248749,306.381348,0.449519
1983-08-26,296.855438,306.847321,0.000000
1983-08-27,296.825500,307.466003,0.343787
1983-08-28,297.458740,307.894897,0.000000
1983-08-29,296.565338,306.524841,0.000000
1983-08-30,296.090027,307.937897,0.000000
1983-08-31,296.378113,307.004089,0.000000
1983-09-01,295.384003,305.716827,9.480650
1983-09-02,294.628235,304.689056,51.864990
1983-09-03,295.872131,304.271332,23.268572
1983-09-04,295.388641,303.235138,11.630407
1983-09-05,293.690094,302.948578,11.328699
1983-09-06,294.365204,303.426117,4.373804
1983-09-07,295.194214,303.614655,12.991287
1983-09-08,295.189728,304.212860,27.327990
1983-09-09,294.239899,302.353882,16.115030
1983-09-10,294.667938,304.220215,0.782945
1983-09-11,293.689209,305.128479,0.000000
1983-09-12,294.372803,306.384705,0.000000
1983-09-13,293.601807,306.519989,0.000000
1983-09-14,293.730774,305.639618,16.901058
1983-09-15,295.889008,303.461975,0.732030
1983-09-16,296.505341,304.366882,0.000000
1983-09-17,297.216125,304.972290,0.000000
1983-09-18,293.782196,307.003662,8.469748
1983-09-19,284.578186,298.533325,0.000000
1983-09-20,281.935608,302.110413,0.000000
1983-09-21,283.004517,303.691406,0.000000
1983-09-22,285.711395,304.025543,0.000000
1983-09-23,287.359802,303.926025,0.000000
1983-09-24,291.761475,303.353027,0.000000
1983-09-25,293.499573,302.969116,0.000000
1983-09-26,290.764984,303.526031,0.000000
1983-09-27,295.214630,302.750671,1.682961
1983-09-28,295.396851,302.824738,0.000000
1983-09-29,294.910645,303.774048,0.000000
1983-09-30,293.890717,303.739288,3.515597
1983-10-01,293.298218,301.660919,0.381563
1983-10-02,286.916382,304.002991,0.000000
1983-10-03,286.143372,306.964111,0.000000
1983-10-04,287.539490,307.149231,0.000000
1983-10-05,291.966187,306.435120,0.000000
1983-10-06,293.206024,305.042572,0.000000
1983-10-07,291.381592,305.510925,1.034135
1983-10-08,292.348053,304.827911,0.000000
1983-10-09,290.217682,304.867401,0.000000
1983-10-10,291.487701,304.750427,0.000000
1983-10-11,293.093109,303.777405,0.000000
1983-10-12,293.917542,304.843475,0.000000
1983-10-13,292.468536,305.446167,0.000000
1983-10-14,290.553955,303.891510,0.000000
1983-10-15,290.503845,305.894165,1.146603
1983-10-16,291.345184,303.805054,1.664463
1983-10-17,291.698212,302.809387,0.000000
1983-10-18,294.074219,304.024078,0.000000
1983-10-19,294.358582,304.706055,0.000000
1983-10-20,293.685394,302.462128,4.756244
1983-10-21,293.633362,300.896088,7.333641
1983-10-22,291.697937,300.081177,7.841769
1983-10-23,289.791443,297.415009,0.000000
1983-10-24,285.785004,299.897095,0.000000
1983-10-25,290.073212,304.130859,0.000000
1983-10-26,290.018738,304.860291,0.402424
1983-10-27,290.536926,301.451813,1.833773
1983-10-28,287.715698,302.130371,0.000000
1983-10-29,291.242767,301.707214,0.000000
1983-10-30,283.255432,299.657593,0.000000
1983-10-31,292.321136,304.006744,0.000000
1983-11-01,290.911316,304.236938,0.000000
1983-11-02,291.043427,303.775024,0.000000
1983-11-03,291.232239,304.298401,0.000000
1983-11-04,286.298859,302.821686,4.808901
1983-11-05,281.165405,284.502594,1.484405
1983-11-06,284.036713,287.731537,18.641945
1983-11-07,284.816864,293.599579,34.488747
1983-11-08,277.614075,280.381226,0.000000
1983-11-09,280.176270,280.176270,0.524471
1983-11-10,276.254456,280.832275,0.000000
1983-11-11,281.014862,282.131744,0.000000
1983-11-12,280.973846,280.973846,0.000000
1983-11-13,280.731018,280.731018,0.000000
1983-11-14,280.981964,281.101318,1.156085
1983-11-15,280.527924,281.641510,2.263519
1983-11-16,281.259705,287.560211,23.461981
1983-11-17,282.025330,284.790070,4.905854
1983-11-18,278.967560,288.790039,0.000000
1983-11-19,281.563904,293.117371,0.000000
1983-11-20,282.936340,293.584229,0.000000
1983-11-21,278.841705,291.256958,0.000000
1983-11-22,281.051239,292.049377,0.000000
1983-11-23,276.766266,291.540924,0.000000
1983-11-24,277.721039,293.108765,0.000000
1983-11-25,283.548553,293.595459,0.000000
1983-11-26,284.976044,294.506775,0.000000
1983-11-27,279.333496,292.169373,0.000000
1983-11-28,279.011810,295.860657,0.868416
1983-11-29,284.373535,295.914001,0.000000
1983-11-30,274.382324,294.390289,0.000000
1983-12-01,288.727417,294.540955,1.960605
1983-12-02,277.037323,291.563812,0.000000
1983-12-03,277.698639,292.035675,0.000000
1983-12-04,273.862732,293.898590,0.000000
1983-12-05,285.619690,296.228210,0.000000
1983-12-06,288.234497,297.059937,0.000000
1983-12-07,285.953827,294.110779,1.461821
1983-12-08,274.508148,287.917389,0.000000
1983-12-09,280.259583,290.365234,0.000000
1983-12-10,277.445679,289.180206,0.000000
1983-12-11,283.908508,285.639038,0.000000
1983-12-12,282.701080,284.792938,4.805901
1983-12-13,285.572174,294.576752,9.279169
1983-12-14,287.381561,297.105133,0.000000
1983-12-15,288.585541,297.136322,2.941351
1983-12-16,276.248840,293.512177,0.000000
1983-12-17,271.489685,281.556335,0.000000
1983-12-18,270.560822,284.624390,0.000000
1983-12-19,273.498993,285.504883,0.000000
1983-12-20,279.972687,291.422363,0.000000
1983-12-21,282.311340,291.662750,0.000000
1983-12-22,273.585022,286.740173,0.000000
1983-12-23,274.517853,286.487366,0.000000
1983-12-24,276.509949,287.631714,0.000000
1983-12-25,280.477203,290.724243,0.000000
1983-12-26,284.456085,292.463593,1.959006
1983-12-27,279.148102,291.804596,0.000000
1983-12-28,283.086212,291.527740,0.000000
1983-12-29,276.709229,286.687927,0.000000
1983-12-30,270.008606,286.171722,0.000000
1983-12-31,271.626648,287.741577,0.000000
1984-01-01,281.413177,294.183655,0.000000
1984-01-02,285.287109,294.065094,3.045079
1984-01-03,277.808380,291.075531,1.376890
1984-01-04,274.594116,291.598236,0.000000
1984-01-05,271.900726,294.417480,0.000000
1984-01-06,284.677063,294.532471,0.000000
1984-01-07,274.834106,292.060822,0.000000
1984-01-08,265.073303,288.799469,0.000000
1984-01-09,270.132233,292.006775,0.000000
1984-01-10,271.473969,293.677338,0.000000
1984-01-11,284.637268,292.345184,5.860646
1984-01-12,276.920715,292.939301,0.000000
1984-01-13,272.053223,284.438171,0.396165
1984-01-14,268.902222,285.308807,0.000000
1984-01-15,282.404480,295.159332,0.000000
1984-01-16,281.535278,297.654541,0.000000
1984-01-17,278.602173,296.930450,0.000000
1984-01-18,277.565216,295.688232,0.000000
1984-01-19,273.961487,296.022095,0.000000
1984-01-20,277.274292,298.515289,0.000000
1984-01-21,275.510345,299.783325,0.000000
1984-01-22,277.856628,299.759918,0.000000
1984-01-23,276.801819,300.653900,0.000000
1984-01-24,280.411987,300.835938,0.822833
1984-01-25,274.984467,299.883820,0.000000
1984-01-26,283.435974,299.862793,1.355531
1984-01-27,279.075470,292.438660,2.747816
1984-01-28,274.106689,284.833405,0.000000
1984-01-29,274.543945,285.697266,0.000000
1984-01-30,268.142303,290.483429,0.000000
1984-01-31,271.834717,292.308167,0.000000
1984-02-01,274.339661,294.351349,0.000000
1984-02-02,286.052490,295.560272,4.721269
1984-02-03,267.266754,294.836426,0.532407
1984-02-04,264.621307,280.076721,0.000000
1984-02-05,276.390656,290.293060,0.000000
1984-02-06,283.314606,300.558350,0.000000
1984-02-07,280.087402,301.961121,0.000000
1984-02-08,282.204742,302.197571,0.387137
1984-02-09,290.028564,301.862640,2.089449
1984-02-10,273.473907,299.030426,2.054592
1984-02-11,272.635345,297.407349,2.635590
1984-02-12,276.325775,299.386292,0.947180
1984-02-13,280.202728,299.866425,0.000000
1984-02-14,269.922821,296.033386,0.000000
1984-02-15,280.189911,288.403961,2.698871
1984-02-16,269.209625,279.331970,0.000000
1984-02-17,273.257782,278.663940,0.000000
1984-02-18,275.466339,275.632355,1.679286
1984-02-19,275.937195,275.952087,1.971081
1984-02-20,280.450836,284.966370,2.024822
1984-02-21,279.583160,286.876190,14.739418
1984-02-22,279.416718,284.517090,14.179605
1984-02-23,279.635590,283.350739,0.000000
1984-02-24,275.873291,290.717529,0.000000
1984-02-25,278.129150,294.763519,0.000000
1984-02-26,282.331818,297.466064,0.000000
1984-02-27,276.652313,291.975677,0.000000
1984-02-28,276.626801,289.825562,0.000000
1984-02-29,280.030945,291.891388,0.000000
1984-03-01,283.435059,293.957214,0.000000
1984-03-02,288.279266,293.492523,2.435426
1984-03-03,287.944153,295.222229,6.296325
1984-03-04,291.474152,298.511200,5.998733
1984-03-05,289.890411,300.591827,0.606883
1984-03-06,291.285828,300.319183,1.180394
1984-03-07,289.506348,297.158203,3.517437
1984-03-08,281.762909,297.556946,1.681762
1984-03-09,282.042755,291.585266,0.000000
1984-03-10,278.255310,292.269623,0.000000
1984-03-11,280.758331,292.674255,0.000000
1984-03-12,284.394318,291.873474,0.000000
1984-03-13,286.596100,299.732788,0.000000
1984-03-14,283.036163,300.591125,0.000000
1984-03-15,284.719025,300.614655,0.000000
1984-03-16,290.205444,301.478516,0.703817
1984-03-17,281.588562,298.746521,0.755130
1984-03-18,292.160706,299.507477,6.861178
1984-03-19,290.250000,298.291290,1.188617
1984-03-20,290.284668,298.900421,1.051674
1984-03-21,290.489868,298.993866,3.101880
1984-03-22,289.275848,300.071686,18.907234
1984-03-23,290.790344,300.633698,6.835536
1984-03-24,288.435883,298.966248,0.741878
1984-03-25,284.850403,297.321838,0.000000
1984-03-26,286.811096,299.877014,0.814063
1984-03-27,288.652039,300.389374,0.000000
1984-03-28,278.259186,287.248230,0.000000
1984-03-29,285.445984,286.734314,3.930269
1984-03-30,284.063416,286.025726,4.240354
1984-03-31,279.277313,286.071442,0.000000
1984-04-01,281.722778,284.796417,0.000000
1984-04-02,285.613739,293.425262,0.000000
1984-04-03,286.173798,295.848053,0.000000
1984-04-04,286.208405,294.278381,0.000000
1984-04-05,286.220612,294.718597,0.000000
1984-04-06,287.529327,297.164398,0.000000
1984-04-07,291.770630,298.577545,2.233548
1984-04-08,283.338104,298.117249,0.000000
1984-04-09,276.053528,292.243652,0.000000
1984-04-10,275.354218,297.361694,0.000000
1984-04-11,289.645966,302.205780,0.000000
1984-04-12,288.806885,302.247772,0.000000
1984-04-13,288.664612,300.540436,0.000000
1984-04-14,286.371460,301.997192,0.000000
1984-04-15,287.761139,303.649536,0.000000
1984-04-16,284.128571,304.845490,0.000000
1984-04-17,286.296509,304.013062,0.000000
1984-04-18,290.258392,303.523407,0.000000
1984-04-19,294.007965,303.941559,3.432557
1984-04-20,279.122253,304.660065,0.000000
1984-04-21,284.618378,304.342041,0.000000
1984-04-22,281.567291,297.920593,0.000000
1984-04-23,289.139252,302.263855,21.809252
1984-04-24,291.391205,298.393066,19.680759
1984-04-25,288.725281,293.605286,0.000000
1984-04-26,286.319641,295.903625,0.000000
1984-04-27,285.833221,299.905151,0.000000
1984-04-28,286.452087,302.871216,0.000000
1984-04-29,287.555359,303.437317,0.000000
1984-04-30,290.031128,304.032043,0.000000
1984-05-01,291.731171,304.837646,0.000000
1984-05-02,291.960297,305.727570,0.000000
1984-05-03,294.061676,306.423492,0.000000
1984-05-04,293.062469,303.114532,23.372021
1984-05-05,290.665680,301.057220,4.517458
1984-05-06,292.748383,299.422913,19.008747
1984-05-07,293.079834,299.701752,39.992447
1984-05-08,290.806580,301.810333,1.282652
1984-05-09,293.961090,302.318604,0.714857
1984-05-10,296.984100,302.922119,14.565582
1984-05-11,294.932068,302.884521,15.618751
1984-05-12,294.933472,302.500458,0.000000
1984-05-13,294.548401,302.509094,0.926261
1984-05-14,294.280762,303.643250,0.000000
1984-05-15,295.469910,303.959656,0.000000
1984-05-16,294.856201,304.284546,0.474889
1984-05-17,295.961029,304.131195,0.000000
1984-05-18,294.868866,302.961304,0.000000
1984-05-19,293.461273,302.616058,0.000000
1984-05-20,293.057159,302.982025,0.000000
1984-05-21,293.414032,303.234558,0.000000
1984-05-22,293.290131,303.494110,0.000000
1984-05-23,292.796661,303.203033,0.000000
1984-05-24,293.525574,303.971954,0.000000
1984-05-25,293.821930,305.051544,0.000000
1984-05-26,292.090698,305.431610,0.000000
1984-05-27,294.275330,306.036896,0.000000
1984-05-28,294.828796,304.849548,0.000000
1984-05-29,293.412201,304.456421,0.000000
1984-05-30,293.061188,305.347412,0.000000
1984-05-31,295.353058,307.409424,0.290606
1984-06-01,296.781311,309.219604,0.000000
1984-06-02,296.165070,310.404968,0.000000
1984-06-03,296.244812,310.653320,0.000000
1984-06-04,297.385498,310.598022,0.000000
1984-06-05,295.155212,309.435028,0.000000
1984-06-06,294.846100,308.172546,0.000000
1984-06-07,294.507904,307.285431,0.000000
1984-06-08,294.549713,305.726501,0.000000
1984-06-09,294.623566,304.897858,3.927643
1984-06-10,295.139618,306.394592,0.808054
1984-06-11,297.013489,306.931671,0.000000
1984-06-12,298.137421,307.514191,0.000000
1984-06-13,298.797180,307.688782,0.000000
1984-06-14,298.951111,309.464020,0.000000
1984-06-15,296.630188,310.187897,0.000000
1984-06-16,296.693787,310.411621,0.000000
1984-06-17,297.088135,310.184845,0.896048
1984-06-18,295.284058,305.925140,2.945087
1984-06-19,295.279785,304.680359,2.785908
1984-06-20,293.523590,304.387421,0.000000
1984-06-21,294.562500,305.112549,0.287273
1984-06-22,295.772003,305.395874,1.956676
1984-06-23,295.917053,304.393890,6.080095
1984-06-24,295.174866,303.597198,13.959198
1984-06-25,295.944916,305.686493,8.153704
1984-06-26,295.274231,304.717010,6.670710
1984-06-27,295.226654,304.564484,0.879390
1984-06-28,295.259338,303.979095,3.829821
1984-06-29,295.901764,303.762268,13.963078
1984-06-30,293.677887,302.323090,35.307255
1984-07-01,295.644653,302.434570,22.484283
1984-07-02,294.036591,301.712280,9.005030
1984-07-03,294.970703,304.553436,0.901274
1984-07-04,296.513397,306.472595,1.700342
1984-07-05,296.423157,307.130310,0.000000
1984-07-06,296.358307,307.553101,0.000000
1984-07-07,297.794434,307.839752,0.000000
1984-07-08,297.463806,307.987030,0.000000
1984-07-09,297.212524,308.852539,0.000000
1984-07-10,296.706085,309.291138,0.000000
1984-07-11,296.838959,310.245422,0.000000
1984-07-12,297.067352,310.300903,0.000000
1984-07-13,296.752380,309.775818,0.000000
1984-07-14,296.325134,308.857758,0.000000
1984-07-15,296.683075,308.304626,0.533984
1984-07-16,296.891205,308.671814,0.000000
1984-07-17,296.976929,309.161560,0.000000
1984-07-18,296.496124,309.960632,0.000000
1984-07-19,296.442719,310.963226,0.000000
1984-07-20,295.928711,311.596375,0.000000
1984-07-21,296.248779,311.906189,0.000000
1984-07-22,295.736938,312.250671,0.000000
1984-07-23,298.032440,312.453491,0.000000
1984-07-24,297.511871,311.963745,0.000000
1984-07-25,298.114594,311.353790,0.000000
1984-07-26,298.438965,311.071442,0.000000
1984-07-27,298.122192,309.961731,0.000000
1984-07-28,296.513947,307.751160,0.000000
1984-07-29,295.994873,306.905823,0.000000
1984-07-30,294.110718,308.796173,0.000000
1984-07-31,293.828278,310.811462,0.000000
1984-08-01,294.297394,312.294678,0.000000
1984-08-02,299.423950,312.543091,0.000000
1984-08-03,299.907562,312.530457,0.000000
1984-08-04,297.590057,312.122406,0.000000
1984-08-05,295.286652,311.840302,0.000000
1984-08-06,300.932648,312.326050,0.609650
1984-08-07,297.585571,308.969818,0.000000
1984-08-08,297.115417,309.036713,0.000000
1984-08-09,294.444824,306.993896,0.000000
1984-08-10,294.384460,306.899170,0.000000
1984-08-11,294.275970,306.469696,0.000000
1984-08-12,294.579834,307.714966,0.000000
1984-08-13,293.868408,308.188049,0.000000
1984-08-14,295.884003,309.381683,0.000000
1984-08-15,295.891663,309.694641,0.000000
1984-08-16,294.757507,310.776001,0.000000
1984-08-17,296.191376,312.984924,0.843658
1984-08-18,295.062347,314.151245,0.000000
1984-08-19,294.189056,313.920807,0.548064
1984-08-20,297.865295,312.464478,0.000000
1984-08-21,299.773956,311.014252,1.612509
1984-08-22,297.598480,307.024597,4.144286
1984-08-23,296.132019,303.475067,5.917005
1984-08-24,295.544250,305.366577,5.374476
1984-08-25,296.184662,306.814545,0.000000
1984-08-26,297.228729,307.429047,0.000000
1984-08-27,296.914429,308.145050,0.000000
1984-08-28,294.634369,310.552368,0.000000
1984-08-29,295.697754,309.207367,0.676468
1984-08-30,296.833984,310.014435,0.000000
1984-08-31,295.327301,308.768829,0.000000
1984-09-01,293.992767,309.031036,0.000000
1984-09-02,293.456482,310.532806,0.000000
1984-09-03,294.799927,310.666565,0.000000
1984-09-04,296.129150,311.093201,0.000000
1984-09-05,293.340271,311.063477,0.625013
1984-09-06,294.769257,311.613953,0.000000
1984-09-07,299.065796,311.871735,0.000000
1984-09-08,297.615417,310.919098,0.000000
1984-09-09,294.252594,313.023743,0.000000
1984-09-10,297.613373,313.572021,0.000000
1984-09-11,297.590149,312.583099,0.000000
1984-09-12,298.667938,310.775879,0.000000
1984-09-13,296.175262,308.289825,0.000000
1984-09-14,294.724609,307.575562,0.000000
1984-09-15,294.109863,308.823395,0.000000
1984-09-16,293.525635,310.788696,0.000000
1984-09-17,295.085999,312.111084,0.000000
1984-09-18,293.054932,310.855133,0.000000
1984-09-19,291.314941,309.684082,0.000000
1984-09-20,292.396179,309.013031,0.000000
1984-09-21,289.919586,309.577148,0.000000
1984-09-22,290.926422,309.130585,0.000000
1984-09-23,286.091919,307.627075,0.000000
1984-09-24,286.540131,309.302246,0.000000
1984-09-25,290.682800,308.977448,0.000000
1984-09-26,294.061310,305.836548,0.000000
1984-09-27,292.215302,301.549530,0.318518
1984-09-28,287.128998,300.644226,8.667145
1984-09-29,292.179871,299.582184,8.535508
1984-09-30,290.720825,302.812531,0.000000
1984-10-01,289.595062,303.926697,0.000000
1984-10-02,289.892426,302.406158,0.000000
1984-10-03,286.696045,300.814758,0.000000
1984-10-04,287.798859,301.977539,0.000000
1984-10-05,289.863831,298.273926,0.000000
1984-10-06,287.263519,301.129669,0.000000
1984-10-07,285.957703,302.898254,0.000000
1984-10-08,285.284424,304.184082,0.000000
1984-10-09,286.215454,304.121704,0.000000
1984-10-10,284.274750,303.237976,0.000000
1984-10-11,286.236725,304.269592,0.000000
1984-10-12,292.521790,304.378235,0.000000
1984-10-13,292.233429,304.312958,0.000000
1984-10-14,290.713989,304.750641,0.000000
1984-10-15,291.219757,305.101624,0.000000
1984-10-16,291.813324,302.780640,0.000000
1984-10-17,289.476532,303.025604,0.000000
1984-10-18,291.396820,304.243500,1.322341
1984-10-19,292.088074,300.920502,25.461180
1984-10-20,289.128784,298.182495,1.383411
1984-10-21,291.392365,299.565155,1.588406
1984-10-22,293.603241,300.029816,0.833696
1984-10-23,292.946075,300.776062,2.234374
1984-10-24,290.892914,299.938538,5.076779
1984-10-25,292.735352,298.929871,0.957568
1984-10-26,284.544830,300.635040,0.000000
1984-10-27,289.236267,300.951324,0.000000
1984-10-28,284.650299,303.300323,0.000000
1984-10-29,288.873352,303.028412,0.000000
1984-10-30,291.568390,300.480835,0.000000
1984-10-31,287.746765,295.373566,0.000000
1984-11-01,282.580048,297.591766,0.000000
1984-11-02,280.384216,298.860840,0.000000
1984-11-03,280.790466,299.724854,0.916363
1984-11-04,283.139404,298.782257,0.450503
1984-11-05,290.435394,298.599335,1.627904
1984-11-06,279.795441,299.467346,0.000000
1984-11-07,283.151398,299.961517,0.000000
1984-11-08,276.541718,294.499908,0.000000
1984-11-09,275.786987,296.186005,0.000000
1984-11-10,284.357697,296.446014,0.000000
1984-11-11,279.888489,291.200928,0.000000
1984-11-12,278.502228,291.507141,0.000000
1984-11-13,275.167511,292.917084,0.000000
1984-11-14,284.801697,291.301270,0.000000
1984-11-15,281.954834,293.594482,13.183640
1984-11-16,287.497406,294.634552,42.522285
1984-11-17,287.798828,293.697357,23.756226
1984-11-18,283.530609,289.904602,0.768799
1984-11-19,282.551575,290.564026,0.000000
1984-11-20,281.239594,289.083801,0.000000
1984-11-21,282.194000,291.758087,0.000000
1984-11-22,285.720947,294.768494,0.000000
1984-11-23,285.719238,295.642426,0.000000
1984-11-24,285.094086,295.880920,0.000000
1984-11-25,285.077271,295.609863,0.000000
1984-11-26,287.016418,295.633820,0.000000
1984-11-27,288.165710,297.471436,0.887028
1984-11-28,282.521484,296.399780,0.000000
1984-11-29,282.566559,295.822571,0.000000
1984-11-30,280.166748,297.702515,0.777725
1984-12-01,280.157227,297.884552,0.000000
1984-12-02,287.422333,297.861603,1.462147
1984-12-03,286.051331,297.928680,0.661517
1984-12-04,282.153717,295.031006,0.000000
1984-12-05,273.216003,293.383514,0.000000
1984-12-06,279.436340,296.628723,0.000000
1984-12-07,282.988770,296.505035,0.000000
1984-12-08,268.481506,282.458710,0.000000
1984-12-09,266.849640,287.237640,0.000000
1984-12-10,271.730927,291.461060,0.000000
1984-12-11,282.337128,291.960236,0.702330
1984-12-12,271.482971,290.714813,0.000000
1984-12-13,275.440643,296.613342,0.000000
1984-12-14,276.464050,296.395813,0.000000
1984-12-15,275.195496,288.802734,0.000000
1984-12-16,268.044556,283.683655,0.000000
1984-12-17,271.455292,278.686646,0.000000
1984-12-18,277.166656,285.780182,42.164032
1984-12-19,276.148926,284.113983,35.232414
1984-12-20,270.971039,274.150818,1.377364
1984-12-21,273.281250,274.681274,0.341871
1984-12-22,275.756256,278.206543,1.720809
1984-12-23,275.824982,283.500488,31.021893
1984-12-24,280.523834,287.499451,23.065474
1984-12-25,268.716553,274.872925,0.000000
1984-12-26,271.431885,277.492157,0.000000
1984-12-27,266.871307,276.853729,0.000000
1984-12-28,269.265228,278.250854,0.000000
1984-12-29,271.692535,281.555878,0.000000
1984-12-30,283.378937,288.283600,0.000000
1984-12-31,281.470642,286.798187,19.456333
1985-01-01,281.252625,290.056793,2.747569
1985-01-02,277.541199,287.628967,0.000000
1985-01-03,275.574890,289.654541,0.000000
1985-01-04,278.061829,290.293884,0.000000
1985-01-05,277.799988,291.255096,0.000000
1985-01-06,280.445679,291.507538,0.000000
1985-01-07,274.709198,290.068634,0.000000
1985-01-08,277.572815,293.644379,0.000000
1985-01-09,282.021851,293.006653,0.000000
1985-01-10,273.769501,292.497528,0.000000
1985-01-11,275.786743,295.935455,0.000000
1985-01-12,280.656036,295.541260,0.000000
1985-01-13,275.261322,289.536530,0.000000
1985-01-14,272.808075,281.726257,0.000000
1985-01-15,272.388214,285.152496,0.000000
1985-01-16,273.556183,285.970428,0.000000
1985-01-17,271.797302,285.770050,0.000000
1985-01-18,270.714325,286.893036,0.000000
1985-01-19,272.546204,287.605438,0.000000
1985-01-20,273.214813,287.058380,0.000000
1985-01-21,271.447723,287.237671,0.000000
1985-01-22,275.979004,290.347870,0.000000
1985-01-23,284.623688,296.373383,1.110954
1985-01-24,284.834503,298.918457,1.897605
1985-01-25,285.590973,298.205353,0.288910
1985-01-26,286.755096,297.858612,2.019287
1985-01-27,272.706329,295.670135,0.000000
1985-01-28,274.687714,281.421112,0.000000
1985-01-29,274.191406,283.820038,0.000000
1985-01-30,279.427917,287.741455,2.268935
1985-01-31,280.487854,286.207916,0.000000
1985-02-01,281.087830,283.081543,1.006655
1985-02-02,277.917572,282.091339,14.368129
1985-02-03,279.472626,279.472626,0.501591
1985-02-04,282.848541,288.893250,4.779978
1985-02-05,286.118988,296.107208,3.853540
1985-02-06,278.963654,295.045197,0.000000
1985-02-07,279.336029,288.776428,0.000000
1985-02-08,276.599884,285.176819,0.000000
1985-02-09,281.496277,287.509766,0.372720
1985-02-10,285.423859,296.257446,0.693729
1985-02-11,289.357758,297.111877,0.741437
1985-02-12,290.240448,296.541077,3.627059
