#Variables:,
#tasmin_bcc-csm1-1_rcp85(K):Daily Minimum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmin_bcc-csm1-1_rcp85(K)",
8/19/2062,298.01767
8/20/2062,298.352844
8/21/2062,298.757935
8/22/2062,298.536285
8/23/2062,296.961426
8/24/2062,298.071899
8/25/2062,298.328064
8/26/2062,298.157104
8/27/2062,297.637115
8/28/2062,297.322266
8/29/2062,296.429779
8/30/2062,297.974976
8/31/2062,300.331573
9/1/2062,301.627747
9/2/2062,300.851654
9/3/2062,296.429779
9/4/2062,295.699432
9/5/2062,296.979492
9/6/2062,295.648834
9/7/2062,296.605682
9/8/2062,295.669891
9/9/2062,294.72699
9/10/2062,295.88208
9/11/2062,296.208069
9/12/2062,295.672119
9/13/2062,295.39566
9/14/2062,294.967712
9/15/2062,296.539307
9/16/2062,297.345367
9/17/2062,293.622253
9/18/2062,293.84848
9/19/2062,294.360657
9/20/2062,293.835724
9/21/2062,293.677765
9/22/2062,294.576141
9/23/2062,295.546906
9/24/2062,297.484253
9/25/2062,296.726532
9/26/2062,295.306824
9/27/2062,293.820587
9/28/2062,297.967041
9/29/2062,295.883118
9/30/2062,295.883301
10/1/2062,295.81012
10/2/2062,296.359528
10/3/2062,294.809113
10/4/2062,289.89801
10/5/2062,288.160675
10/6/2062,291.246246
10/7/2062,293.969879
10/8/2062,291.601318
10/9/2062,289.026398
10/10/2062,290.134583
10/11/2062,293.06778
10/12/2062,287.896362
10/13/2062,293.055908
10/14/2062,291.715851
10/15/2062,293.139893
10/16/2062,294.595947
10/17/2062,294.75238
10/18/2062,294.806061
10/19/2062,294.80365
10/20/2062,295.369934
10/21/2062,297.106995
10/22/2062,297.127258
10/23/2062,288.544342
10/24/2062,287.343445
10/25/2062,283.876617
10/26/2062,284.993286
10/27/2062,292.249512
10/28/2062,292.352631
10/29/2062,287.385803
10/30/2062,281.570953
10/31/2062,284.618408
11/1/2062,281.514313
11/2/2062,283.169739
11/3/2062,286.412781
11/4/2062,291.996307
11/5/2062,291.662659
11/6/2062,280.833466
11/7/2062,284.534973
11/8/2062,288.735565
11/9/2062,284.899597
11/10/2062,287.085114
11/11/2062,288.412811
11/12/2062,285.618774
11/13/2062,289.360748
11/14/2062,287.395813
11/15/2062,280.110504
11/16/2062,287.989349
11/17/2062,282.038666
11/18/2062,281.615479
11/19/2062,276.432068
11/20/2062,277.947876
11/21/2062,278.056
11/22/2062,283.049866
11/23/2062,281.319244
11/24/2062,281.545441
11/25/2062,282.080383
11/26/2062,282.213959
11/27/2062,281.847504
11/28/2062,281.054352
11/29/2062,288.666412
11/30/2062,279.683807
12/1/2062,276.126343
12/2/2062,277.106201
12/3/2062,277.925781
12/4/2062,279.597015
12/5/2062,279.845367
12/6/2062,278.951141
12/7/2062,277.067444
12/8/2062,274.168335
12/9/2062,276.750519
12/10/2062,279.292664
12/11/2062,279.175934
12/12/2062,284.224365
12/13/2062,276.303894
12/14/2062,270.161011
12/15/2062,271.14447
12/16/2062,273.50296
12/17/2062,275.18045
12/18/2062,271.225616
12/19/2062,274.30246
12/20/2062,290.613373
12/21/2062,285.976654
12/22/2062,283.661591
12/23/2062,286.655853
12/24/2062,277.823273
12/25/2062,268.457001
12/26/2062,270.716644
12/27/2062,274.649414
12/28/2062,273.56897
12/29/2062,276.994171
12/30/2062,282.764343
12/31/2062,284.088287
1/1/2063,282.42572
1/2/2063,282.080841
1/3/2063,283.993988
1/4/2063,285.32782
1/5/2063,283.301331
1/6/2063,283.317261
1/7/2063,280.308136
1/8/2063,281.681885
1/9/2063,283.867554
1/10/2063,288.05069
1/11/2063,288.129089
1/12/2063,287.424286
1/13/2063,285.769104
1/14/2063,286.538727
1/15/2063,282.05957
1/16/2063,288.62442
1/17/2063,283.808655
1/18/2063,281.587341
1/19/2063,283.84198
1/20/2063,279.264893
1/21/2063,278.01416
1/22/2063,277.578705
1/23/2063,279.007965
1/24/2063,281.22818
1/25/2063,280.348633
1/26/2063,284.119354
1/27/2063,285.430756
1/28/2063,283.741638
1/29/2063,278.801086
1/30/2063,276.587402
1/31/2063,277.274597
2/1/2063,280.69455
2/2/2063,281.329315
2/3/2063,281.440918
2/4/2063,282.67923
2/5/2063,284.675934
2/6/2063,284.109497
2/7/2063,283.05542
2/8/2063,284.259155
2/9/2063,285.865479
2/10/2063,286.030945
2/11/2063,284.751312
2/12/2063,287.587891
2/13/2063,284.178345
2/14/2063,283.936188
2/15/2063,285.705811
2/16/2063,276.273743
2/17/2063,272.231659
2/18/2063,274.099304
2/19/2063,274.440582
2/20/2063,278.45282
2/21/2063,282.247253
2/22/2063,283.519897
2/23/2063,288.316833
2/24/2063,285.990143
2/25/2063,288.379181
2/26/2063,287.203156
2/27/2063,285.998077
2/28/2063,289.625732
3/1/2063,289.476654
3/2/2063,287.748993
3/3/2063,290.462524
3/4/2063,281.187164
3/5/2063,276.08252
3/6/2063,275.433838
3/7/2063,284.271179
3/8/2063,286.408844
3/9/2063,281.360687
3/10/2063,290.296539
3/11/2063,284.718933
3/12/2063,285.757263
3/13/2063,288.230438
3/14/2063,291.476349
3/15/2063,288.866516
3/16/2063,283.99942
3/17/2063,281.941162
3/18/2063,284.067108
3/19/2063,287.916809
3/20/2063,282.521942
3/21/2063,283.557556
3/22/2063,284.018799
3/23/2063,286.688477
3/24/2063,289.967804
3/25/2063,290.899628
3/26/2063,291.498108
3/27/2063,292.566833
3/28/2063,292.102264
3/29/2063,291.108948
3/30/2063,286.752838
3/31/2063,288.001526
4/1/2063,289.546326
4/2/2063,291.460419
4/3/2063,284.463531
4/4/2063,283.287048
4/5/2063,286.961761
4/6/2063,287.328522
4/7/2063,287.777405
4/8/2063,293.403931
4/9/2063,293.749542
4/10/2063,293.181641
4/11/2063,291.748993
4/12/2063,291.606201
4/13/2063,292.236145
4/14/2063,293.367126
4/15/2063,292.942535
4/16/2063,293.618073
4/17/2063,293.608093
4/18/2063,292.543243
4/19/2063,290.893158
4/20/2063,290.536835
4/21/2063,287.174622
4/22/2063,290.386719
4/23/2063,291.29425
4/24/2063,292.896576
4/25/2063,292.93158
4/26/2063,292.364868
4/27/2063,293.786621
4/28/2063,292.771179
4/29/2063,295.552032
4/30/2063,296.918365
5/1/2063,292.678345
5/2/2063,289.703522
5/3/2063,287.401062
5/4/2063,289.010284
5/5/2063,292.899078
5/6/2063,294.525879
5/7/2063,293.382355
5/8/2063,293.029327
5/9/2063,294.727722
5/10/2063,295.082916
5/11/2063,297.091522
5/12/2063,297.395935
5/13/2063,296.445557
5/14/2063,295.77478
5/15/2063,293.458252
5/16/2063,288.774139
5/17/2063,288.611938
5/18/2063,291.029205
5/19/2063,292.374969
5/20/2063,294.546356
5/21/2063,294.281006
5/22/2063,295.454529
5/23/2063,295.383392
5/24/2063,296.820953
5/25/2063,297.405762
5/26/2063,296.651642
5/27/2063,296.362183
5/28/2063,298.208252
5/29/2063,298.812317
5/30/2063,299.293884
5/31/2063,297.809631
6/1/2063,294.47348
6/2/2063,294.147217
6/3/2063,296.183289
6/4/2063,297.156342
6/5/2063,298.340149
6/6/2063,298.003601
6/7/2063,296.181641
6/8/2063,296.977539
6/9/2063,296.821198
6/10/2063,297.476349
6/11/2063,297.43045
6/12/2063,298.702515
6/13/2063,299.774414
6/14/2063,298.84671
6/15/2063,297.985077
6/16/2063,298.628601
6/17/2063,298.256866
6/18/2063,298.060883
6/19/2063,298.303345
6/20/2063,299.046692
6/21/2063,299.198151
6/22/2063,298.520264
6/23/2063,297.832581
6/24/2063,298.472778
6/25/2063,298.972321
6/26/2063,299.529388
6/27/2063,298.709991
6/28/2063,299.175354
6/29/2063,298.224976
6/30/2063,299.127167
7/1/2063,297.718292
7/2/2063,298.987823
7/3/2063,299.941681
7/4/2063,299.567963
7/5/2063,298.925446
7/6/2063,298.357086
7/7/2063,298.905212
7/8/2063,298.29361
7/9/2063,298.906403
7/10/2063,299.115143
7/11/2063,298.726654
7/12/2063,299.173859
7/13/2063,299.704132
7/14/2063,299.548553
7/15/2063,299.277832
7/16/2063,298.783905
7/17/2063,298.281097
7/18/2063,298.405518
7/19/2063,296.898224
7/20/2063,295.642151
7/21/2063,298.009918
7/22/2063,297.387024
7/23/2063,298.404297
7/24/2063,298.071533
7/25/2063,296.464844
7/26/2063,296.554993
7/27/2063,299.125397
7/28/2063,298.943146
7/29/2063,298.200104
7/30/2063,297.363068
7/31/2063,297.705963
8/1/2063,298.108185
8/2/2063,297.051147
8/3/2063,297.752228
8/4/2063,299.701996
8/5/2063,298.446472
8/6/2063,297.826752
8/7/2063,297.126953
8/8/2063,298.31842
8/9/2063,301.864349
8/10/2063,300.736633
8/11/2063,299.832092
8/12/2063,299.844666
8/13/2063,300.00705
8/14/2063,300.077637
8/15/2063,298.573547
8/16/2063,297.699524
8/17/2063,298.987549
8/18/2063,300.272888
8/19/2063,300.352936
8/20/2063,300.46637
8/21/2063,300.388336
8/22/2063,299.536743
8/23/2063,296.3974
8/24/2063,296.002014
8/25/2063,295.325745
8/26/2063,295.47757
8/27/2063,296.581726
8/28/2063,295.333466
8/29/2063,297.054688
8/30/2063,297.774445
8/31/2063,298.621338
9/1/2063,297.765778
9/2/2063,298.433136
9/3/2063,297.399261
9/4/2063,298.079254
9/5/2063,297.899933
9/6/2063,297.263672
9/7/2063,297.523041
9/8/2063,297.933044
9/9/2063,297.027954
9/10/2063,297.398987
9/11/2063,295.57016
9/12/2063,296.558197
9/13/2063,299.942993
9/14/2063,300.661072
9/15/2063,298.292542
9/16/2063,299.323395
9/17/2063,300.674286
9/18/2063,298.274292
9/19/2063,297.719635
9/20/2063,296.440338
9/21/2063,296.991913
9/22/2063,293.256927
9/23/2063,292.491516
9/24/2063,290.986023
9/25/2063,295.175446
9/26/2063,294.608124
9/27/2063,295.066956
9/28/2063,291.930603
9/29/2063,290.176971
9/30/2063,291.2742
10/1/2063,293.175232
10/2/2063,293.860687
10/3/2063,295.184479
10/4/2063,296.556427
10/5/2063,294.176483
10/6/2063,295.050385
10/7/2063,295.681183
10/8/2063,297.25589
10/9/2063,294.255646
10/10/2063,295.985901
10/11/2063,295.890869
10/12/2063,297.716522
10/13/2063,290.400452
10/14/2063,283.272339
10/15/2063,284.216003
10/16/2063,287.867462
10/17/2063,288.160461
10/18/2063,288.944153
10/19/2063,292.472168
10/20/2063,292.668488
10/21/2063,290.740662
10/22/2063,292.317749
10/23/2063,294.112946
10/24/2063,295.18158
10/25/2063,296.497894
10/26/2063,293.526825
10/27/2063,293.939667
10/28/2063,293.802582
10/29/2063,281.148163
10/30/2063,277.686462
10/31/2063,274.252045
11/1/2063,277.911591
11/2/2063,281.166534
11/3/2063,285.477325
11/4/2063,284.276001
11/5/2063,283.172699
11/6/2063,285.34726
11/7/2063,286.979523
11/8/2063,287.745514
11/9/2063,286.716217
11/10/2063,285.892731
11/11/2063,286.942261
11/12/2063,286.763672
11/13/2063,288.308746
11/14/2063,289.263092
11/15/2063,283.629578
11/16/2063,283.292053
11/17/2063,287.044556
11/18/2063,289.033417
11/19/2063,288.680939
11/20/2063,291.31134
11/21/2063,290.35022
11/22/2063,287.767487
11/23/2063,281.512024
11/24/2063,281.562103
11/25/2063,282.718994
11/26/2063,287.294525
11/27/2063,290.201416
11/28/2063,290.564972
11/29/2063,287.437836
11/30/2063,285.822052
12/1/2063,286.37738
12/2/2063,286.013123
12/3/2063,289.271667
12/4/2063,279.642517
12/5/2063,278.345337
12/6/2063,279.25531
12/7/2063,275.884888
12/8/2063,273.97229
12/9/2063,276.444153
12/10/2063,282.251617
12/11/2063,279.850372
12/12/2063,280.880646
12/13/2063,287.273834
12/14/2063,278.070465
12/15/2063,280.471985
12/16/2063,279.914825
12/17/2063,277.511078
12/18/2063,284.564575
12/19/2063,265.956604
12/20/2063,268.507324
12/21/2063,279.017609
12/22/2063,288.879791
12/23/2063,290.758636
12/24/2063,287.714264
12/25/2063,286.083832
12/26/2063,282.930939
12/27/2063,280.818726
12/28/2063,287.751923
12/29/2063,287.104279
12/30/2063,272.844391
12/31/2063,274.014801
1/1/2064,278.1474
1/2/2064,284.289062
1/3/2064,276.995056
1/4/2064,279.412384
1/5/2064,284.580109
1/6/2064,282.576294
1/7/2064,283.555725
1/8/2064,285.285004
1/9/2064,276.420593
1/10/2064,276.803955
1/11/2064,282.758667
1/12/2064,280.402374
1/13/2064,281.410126
1/14/2064,279.171783
1/15/2064,283.193817
1/16/2064,279.913849
1/17/2064,283.828888
1/18/2064,287.57309
1/19/2064,282.40033
1/20/2064,284.62558
1/21/2064,284.6474
1/22/2064,288.998138
1/23/2064,283.772278
1/24/2064,279.043488
1/25/2064,277.656067
1/26/2064,278.321594
1/27/2064,281.155792
1/28/2064,279.730225
1/29/2064,279.703339
1/30/2064,282.252594
1/31/2064,278.648956
2/1/2064,279.28244
2/2/2064,281.27356
2/3/2064,286.734985
2/4/2064,286.974243
2/5/2064,287.466705
2/6/2064,289.407196
2/7/2064,287.570831
2/8/2064,279.201385
2/9/2064,277.15802
2/10/2064,282.154663
2/11/2064,283.190735
2/12/2064,283.894043
2/13/2064,283.722961
2/14/2064,286.339264
2/15/2064,290.203796
2/16/2064,291.933472
2/17/2064,288.177612
2/18/2064,288.790375
2/19/2064,292.371857
2/20/2064,290.357056
2/21/2064,277.509125
2/22/2064,276.707184
2/23/2064,279.926758
2/24/2064,285.824097
2/25/2064,284.385864
2/26/2064,280.512146
2/27/2064,280.41864
2/28/2064,282.417908
2/29/2064,283.325317
3/1/2064,284.232697
3/2/2064,284.089203
3/3/2064,287.994354
3/4/2064,287.314484
3/5/2064,289.922577
3/6/2064,291.981445
3/7/2064,284.379333
3/8/2064,275.649567
3/9/2064,272.974518
3/10/2064,274.549561
3/11/2064,273.257385
3/12/2064,280.04007
3/13/2064,282.913513
3/14/2064,287.959625
3/15/2064,283.385803
3/16/2064,281.202026
3/17/2064,279.8573
3/18/2064,282.742401
3/19/2064,286.644745
3/20/2064,289.013824
3/21/2064,290.221954
3/22/2064,292.496948
3/23/2064,294.278778
3/24/2064,293.009155
3/25/2064,290.168976
3/26/2064,285.887421
3/27/2064,287.444733
3/28/2064,288.83139
3/29/2064,288.752258
3/30/2064,280.737457
3/31/2064,282.016968
4/1/2064,283.527954
4/2/2064,287.775543
4/3/2064,290.376434
4/4/2064,290.379761
4/5/2064,290.809052
4/6/2064,292.260529
4/7/2064,294.653717
4/8/2064,294.008728
4/9/2064,292.861389
4/10/2064,293.960632
4/11/2064,294.374207
4/12/2064,288.974609
4/13/2064,285.032196
4/14/2064,284.403503
4/15/2064,287.483246
4/16/2064,291.903595
4/17/2064,288.677368
4/18/2064,286.252228
4/19/2064,287.308228
4/20/2064,286.58139
4/21/2064,291.069733
4/22/2064,292.368622
4/23/2064,292.933136
4/24/2064,293.206696
4/25/2064,293.55542
4/26/2064,293.121002
4/27/2064,294.59494
4/28/2064,293.678925
4/29/2064,294.734253
4/30/2064,295.857483
5/1/2064,295.104401
5/2/2064,294.55658
5/3/2064,294.782349
5/4/2064,296.319824
5/5/2064,296.838531
5/6/2064,296.705475
5/7/2064,295.089478
5/8/2064,290.44693
5/9/2064,289.22049
5/10/2064,291.89682
5/11/2064,291.26416
5/12/2064,293.350037
5/13/2064,293.541199
5/14/2064,295.228851
5/15/2064,297.62738
5/16/2064,299.088898
5/17/2064,297.05722
5/18/2064,291.104065
5/19/2064,290.469788
5/20/2064,290.760986
5/21/2064,292.996399
5/22/2064,292.626495
5/23/2064,292.224854
5/24/2064,297.937927
5/25/2064,295.753082
5/26/2064,295.011444
5/27/2064,296.019928
5/28/2064,295.795258
5/29/2064,295.238342
5/30/2064,296.810822
5/31/2064,295.758667
6/1/2064,296.581238
6/2/2064,298.098236
6/3/2064,295.766327
6/4/2064,294.379852
6/5/2064,295.650024
6/6/2064,296.998199
6/7/2064,295.972229
6/8/2064,295.566803
6/9/2064,297.05954
6/10/2064,297.516663
6/11/2064,296.776428
6/12/2064,296.606415
6/13/2064,296.198425
6/14/2064,295.911316
6/15/2064,297.576385
6/16/2064,298.29007
6/17/2064,298.418884
6/18/2064,299.065338
6/19/2064,298.014496
6/20/2064,297.705902
6/21/2064,298.850555
6/22/2064,300.924713
6/23/2064,300.986267
6/24/2064,300.565735
6/25/2064,300.044769
6/26/2064,299.513794
6/27/2064,299.609985
6/28/2064,299.866638
6/29/2064,301.420013
6/30/2064,298.936676
7/1/2064,299.594971
7/2/2064,298.743256
7/3/2064,298.652496
7/4/2064,298.426453
7/5/2064,298.062653
7/6/2064,297.412354
7/7/2064,297.391754
7/8/2064,298.214111
7/9/2064,299.255219
7/10/2064,299.756989
7/11/2064,299.037842
7/12/2064,300.948639
7/13/2064,301.854034
7/14/2064,300.251953
7/15/2064,298.740326
7/16/2064,302.435608
7/17/2064,302.680725
7/18/2064,301.489563
7/19/2064,302.295776
7/20/2064,301.943695
7/21/2064,301.025177
7/22/2064,301.010132
7/23/2064,300.036316
7/24/2064,299.723267
7/25/2064,300.690186
7/26/2064,300.744141
7/27/2064,300.597504
7/28/2064,299.042297
7/29/2064,298.399323
7/30/2064,300.202759
7/31/2064,300.130341
8/1/2064,300.323181
8/2/2064,300.198364
8/3/2064,300.322601
8/4/2064,300.291779
8/5/2064,301.180267
8/6/2064,300.85144
8/7/2064,300.328369
8/8/2064,301.52652
8/9/2064,300.908356
8/10/2064,299.129791
8/11/2064,299.176392
8/12/2064,299.04953
8/13/2064,300.04834
8/14/2064,298.694366
8/15/2064,298.435425
8/16/2064,300.639801
8/17/2064,300.959869
8/18/2064,300.992249
8/19/2064,300.604767
8/20/2064,300.216705
8/21/2064,301.991882
8/22/2064,301.31485
8/23/2064,300.434509
8/24/2064,300.59256
8/25/2064,301.542633
8/26/2064,300.736298
8/27/2064,300.252472
8/28/2064,299.681274
8/29/2064,299.348907
8/30/2064,297.978119
8/31/2064,297.950073
9/1/2064,298.649689
9/2/2064,298.560577
9/3/2064,298.091949
9/4/2064,298.13208
9/5/2064,299.209503
9/6/2064,298.279785
9/7/2064,297.749237
9/8/2064,298.269684
9/9/2064,298.393219
9/10/2064,298.403625
9/11/2064,298.235077
9/12/2064,298.028992
9/13/2064,299.047302
9/14/2064,299.945923
9/15/2064,299.259277
9/16/2064,298.634155
9/17/2064,298.10144
9/18/2064,296.709137
9/19/2064,298.501434
9/20/2064,299.847504
9/21/2064,296.837555
9/22/2064,292.355499
9/23/2064,293.675598
9/24/2064,296.862762
9/25/2064,297.770355
9/26/2064,295.217804
9/27/2064,297.316315
9/28/2064,292.039276
9/29/2064,292.938629
9/30/2064,294.106232
10/1/2064,295.071167
10/2/2064,296.764008
10/3/2064,296.57254
10/4/2064,295.269348
10/5/2064,293.148743
10/6/2064,293.649475
10/7/2064,295.245026
10/8/2064,295.253906
10/9/2064,293.027191
10/10/2064,293.893646
10/11/2064,294.220032
10/12/2064,293.375916
10/13/2064,294.354309
10/14/2064,294.772064
10/15/2064,294.378967
10/16/2064,294.057434
10/17/2064,293.881042
10/18/2064,287.628052
10/19/2064,285.031586
10/20/2064,287.645233
10/21/2064,291.4375
10/22/2064,294.103546
10/23/2064,295.35199
10/24/2064,295.59436
10/25/2064,292.397217
10/26/2064,291.489166
10/27/2064,285.566895
10/28/2064,283.49408
10/29/2064,282.140106
10/30/2064,281.870605
10/31/2064,283.240967
11/1/2064,281.582947
11/2/2064,285.200378
11/3/2064,286.710175
11/4/2064,285.335541
11/5/2064,285.907684
11/6/2064,286.710693
11/7/2064,287.277527
11/8/2064,288.677399
11/9/2064,292.857147
11/10/2064,293.454865
11/11/2064,290.697205
11/12/2064,288.810516
11/13/2064,288.389069
11/14/2064,294.949097
11/15/2064,285.271515
11/16/2064,286.462433
11/17/2064,289.490356
11/18/2064,282.875153
11/19/2064,280.744263
11/20/2064,281.222504
11/21/2064,282.343933
11/22/2064,284.000549
11/23/2064,285.016724
11/24/2064,286.997284
11/25/2064,288.671478
11/26/2064,289.428467
11/27/2064,286.063782
11/28/2064,284.693115
11/29/2064,286.065063
11/30/2064,286.940674
12/1/2064,285.524963
12/2/2064,286.394104
12/3/2064,286.649963
12/4/2064,287.64917
12/5/2064,286.165588
12/6/2064,286.86264
12/7/2064,276.229126
12/8/2064,274.322418
12/9/2064,273.558472
12/10/2064,275.118774
12/11/2064,280.900482
12/12/2064,270.698059
12/13/2064,265.959473
12/14/2064,272.953308
12/15/2064,280.28067
12/16/2064,288.381348
12/17/2064,289.179596
12/18/2064,287.359253
12/19/2064,288.892365
12/20/2064,289.346405
12/21/2064,290.910156
12/22/2064,284.77298
12/23/2064,275.910858
12/24/2064,272.47345
12/25/2064,272.730164
12/26/2064,274.147064
12/27/2064,281.033905
12/28/2064,287.710968
12/29/2064,276.930511
12/30/2064,273.670776
12/31/2064,277.001343
1/1/2065,282.333374
1/2/2065,283.192627
1/3/2065,284.757721
1/4/2065,284.201324
1/5/2065,283.98465
1/6/2065,287.68042
1/7/2065,285.558075
1/8/2065,285.183502
1/9/2065,278.131989
1/10/2065,271.504456
1/11/2065,276.045837
1/12/2065,278.74292
1/13/2065,281.687073
1/14/2065,287.286316
1/15/2065,286.970581
1/16/2065,287.102997
1/17/2065,288.041626
1/18/2065,289.352997
1/19/2065,293.704559
1/20/2065,286.024109
1/21/2065,284.932434
1/22/2065,282.696899
1/23/2065,284.647491
1/24/2065,287.007324
1/25/2065,290.87796
1/26/2065,288.408356
1/27/2065,288.19223
1/28/2065,287.92981
1/29/2065,287.633698
1/30/2065,284.205719
1/31/2065,278.697815
2/1/2065,280.878296
2/2/2065,284.838715
2/3/2065,279.115845
2/4/2065,276.211853
2/5/2065,278.107758
2/6/2065,278.157532
2/7/2065,281.96286
2/8/2065,287.211914
2/9/2065,280.792206
2/10/2065,280.393707
2/11/2065,280.699829
2/12/2065,284.167969
2/13/2065,277.547821
2/14/2065,274.954895
2/15/2065,280.229614
2/16/2065,278.255676
2/17/2065,278.18042
2/18/2065,282.374268
2/19/2065,285.278992
2/20/2065,283.019745
2/21/2065,281.705566
2/22/2065,285.673889
2/23/2065,282.483307
2/24/2065,288.29541
2/25/2065,289.60675
2/26/2065,289.08786
2/27/2065,285.63559
2/28/2065,287.32196
3/1/2065,290.85733
3/2/2065,284.065369
3/3/2065,283.49762
3/4/2065,282.333679
3/5/2065,286.621674
3/6/2065,288.627167
3/7/2065,286.926788
3/8/2065,287.94873
3/9/2065,289.079193
3/10/2065,291.125153
3/11/2065,290.614532
3/12/2065,288.279266
3/13/2065,285.64801
3/14/2065,289.135651
3/15/2065,290.150146
3/16/2065,287.333313
3/17/2065,291.347382
3/18/2065,291.734344
3/19/2065,286.675232
3/20/2065,287.71048
3/21/2065,291.8396
3/22/2065,293.905151
3/23/2065,293.827789
3/24/2065,293.579285
3/25/2065,294.348114
3/26/2065,294.505615
3/27/2065,294.317841
3/28/2065,294.291351
3/29/2065,293.809387
3/30/2065,291.563599
3/31/2065,293.781769
4/1/2065,294.141876
4/2/2065,295.790192
4/3/2065,287.942047
4/4/2065,291.990234
4/5/2065,288.437103
4/6/2065,288.369751
4/7/2065,292.977936
4/8/2065,284.446808
4/9/2065,282.728821
4/10/2065,285.262543
4/11/2065,292.789124
4/12/2065,290.791565
4/13/2065,290.569336
4/14/2065,292.269897
4/15/2065,293.330658
4/16/2065,294.50943
4/17/2065,295.02179
4/18/2065,291.221436
4/19/2065,288.928406
4/20/2065,290.21225
4/21/2065,294.101685
4/22/2065,294.019012
4/23/2065,290.920868
4/24/2065,291.772095
4/25/2065,291.599396
4/26/2065,292.315277
4/27/2065,295.098358
4/28/2065,297.722473
4/29/2065,297.368317
4/30/2065,297.359833
5/1/2065,298.589569
5/2/2065,294.366425
5/3/2065,290.408051
5/4/2065,296.371582
5/5/2065,296.895569
5/6/2065,295.902283
5/7/2065,293.048676
5/8/2065,295.782837
5/9/2065,298.302032
5/10/2065,298.417511
5/11/2065,297.227936
5/12/2065,296.952637
5/13/2065,295.007751
5/14/2065,293.684662
5/15/2065,295.429108
5/16/2065,294.623688
5/17/2065,295.021881
5/18/2065,296.554382
5/19/2065,297.940887
5/20/2065,298.061615
5/21/2065,297.140167
5/22/2065,296.478119
5/23/2065,298.325195
5/24/2065,304.637909
5/25/2065,300.716095
5/26/2065,296.735657
5/27/2065,297.391846
5/28/2065,297.883301
5/29/2065,298.878113
5/30/2065,297.544403
5/31/2065,297.279755
6/1/2065,297.43924
6/2/2065,297.220612
6/3/2065,297.457306
6/4/2065,296.884125
6/5/2065,296.583527
6/6/2065,298.618225
6/7/2065,297.383728
6/8/2065,296.904877
6/9/2065,298.296783
6/10/2065,298.338287
6/11/2065,296.289703
6/12/2065,297.530579
6/13/2065,298.573914
6/14/2065,299.549805
6/15/2065,299.396423
6/16/2065,297.377319
6/17/2065,299.34256
6/18/2065,303.064423
6/19/2065,300.216644
6/20/2065,300.177338
6/21/2065,299.667297
6/22/2065,299.983795
6/23/2065,301.450745
6/24/2065,300.693909
6/25/2065,299.466614
6/26/2065,299.114441
6/27/2065,299.322144
6/28/2065,300.566071
6/29/2065,301.289459
6/30/2065,300.424805
7/1/2065,299.27597
7/2/2065,299.327179
7/3/2065,299.829193
7/4/2065,299.293549
7/5/2065,299.458771
7/6/2065,301.211304
7/7/2065,302.175598
7/8/2065,302.630829
7/9/2065,298.02417
7/10/2065,297.647369
7/11/2065,299.979614
7/12/2065,299.256714
7/13/2065,299.18219
7/14/2065,298.182434
7/15/2065,295.644379
7/16/2065,297.387756
7/17/2065,299.149841
7/18/2065,298.984894
7/19/2065,298.765594
7/20/2065,299.103577
7/21/2065,299.729095
7/22/2065,299.949677
7/23/2065,300.473175
7/24/2065,300.60611
7/25/2065,299.491028
7/26/2065,301.289703
7/27/2065,301.632355
7/28/2065,301.029053
7/29/2065,303.202332
7/30/2065,302.425079
7/31/2065,301.78772
8/1/2065,303.204742
8/2/2065,302.978485
8/3/2065,301.514923
8/4/2065,300.819366
8/5/2065,300.223206
8/6/2065,301.887085
8/7/2065,301.790924
8/8/2065,300.594757
8/9/2065,300.309845
8/10/2065,299.421173
8/11/2065,299.246216
8/12/2065,299.388855
8/13/2065,300.033173
8/14/2065,301.105713
8/15/2065,301.488647
8/16/2065,300.393066
8/17/2065,299.5383
8/18/2065,297.355377
8/19/2065,298.654388
8/20/2065,299.700439
8/21/2065,298.107208
8/22/2065,297.997101
8/23/2065,298.014435
8/24/2065,298.279541
8/25/2065,298.594452
8/26/2065,298.92691
8/27/2065,297.921692
8/28/2065,298.335144
8/29/2065,298.1297
8/30/2065,298.492615
8/31/2065,299.296814
9/1/2065,298.748291
9/2/2065,297.905853
9/3/2065,299.805481
9/4/2065,300.236908
9/5/2065,297.870941
9/6/2065,296.788879
9/7/2065,297.084656
9/8/2065,297.916748
9/9/2065,297.707855
9/10/2065,298.048981
9/11/2065,298.769073
9/12/2065,298.599365
9/13/2065,299.47287
9/14/2065,298.608063
9/15/2065,298.057312
9/16/2065,296.999573
9/17/2065,297.918884
9/18/2065,297.861237
9/19/2065,296.430939
9/20/2065,297.1539
9/21/2065,295.400299
9/22/2065,295.081879
9/23/2065,296.520782
9/24/2065,295.351685
9/25/2065,294.298431
9/26/2065,294.080414
9/27/2065,293.522003
9/28/2065,295.008148
9/29/2065,296.261963
9/30/2065,296.027435
10/1/2065,296.286285
10/2/2065,296.029724
10/3/2065,294.18924
10/4/2065,293.591797
10/5/2065,296.127197
10/6/2065,296.998993
10/7/2065,291.386475
10/8/2065,289.725861
