#Variables:,,,
#tasmin_bcc-csm1-1_historical(K):Daily Minimum Near-Surface Air Temperature,,,
#tasmax_bcc-csm1-1_historical(K):Daily Maximum Near-Surface Air Temperature,,,
#pr_bcc-csm1-1_historical(mm):Precipitation,,,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) ",,,
#Original Data File(s):,,,
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,,,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,,,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,,,
#===============================================,,,
"yyyy-mm-dd,tasmin_bcc-csm1-1_historical(K),tasmax_bcc-csm1-1_historical(K),pr_bcc-csm1-1_historical(mm)",,,
,,,
yyyy-mm-dd,tasmin_bcc-csm1-1_historical(K),tasmax_bcc-csm1-1_historical(K),pr_bcc-csm1-1_historical(mm)
12/12/1974,270.597504,286.640442,0
12/13/1974,271.26004,285.970154,0
12/14/1974,276.084473,286.60199,0
12/15/1974,271.34906,283.622284,7.645146
12/16/1974,271.493561,286.537933,0
12/17/1974,276.821838,284.194733,0.356744
12/18/1974,276.899414,283.500488,7.417819
12/19/1974,274.81662,283.289001,0.614965
12/20/1974,269.18161,280.747864,0
12/21/1974,270.318024,286.064697,0
12/22/1974,274.287781,287.754852,0
12/23/1974,275.48645,284.294281,0.784125
12/24/1974,275.014099,284.672272,0
12/25/1974,278.447876,288.78717,0
12/26/1974,271.467133,286.642151,0
12/27/1974,270.58844,286.503632,0
12/28/1974,273.224274,284.68335,0
12/29/1974,276.495972,286.11261,0
12/30/1974,273.34613,285.308807,0
12/31/1974,266.612274,282.859009,0
1/1/1975,274.709198,290.894073,0
1/2/1975,280.409485,296.660706,0
1/3/1975,283.629547,295.13382,0
1/4/1975,280.57373,292.493378,0
1/5/1975,275.487396,289.277527,0
1/6/1975,276.556519,285.920685,0.488686
1/7/1975,272.947266,286.999298,0
1/8/1975,273.002869,288.051117,0
1/9/1975,277.843903,287.994995,0.440239
1/10/1975,275.887115,289.657043,4.040714
1/11/1975,271.492432,283.030334,0
1/12/1975,274.653809,286.168884,0.529192
1/13/1975,277.73819,293.404327,1.413317
1/14/1975,279.594604,291.322357,0
1/15/1975,281.413177,292.116669,1.385315
1/16/1975,280.883575,290.907654,2.826306
1/17/1975,280.484344,288.950409,0
1/18/1975,276.156982,289.439667,0
1/19/1975,273.626923,291.98587,0
1/20/1975,280.58551,297.14682,0
1/21/1975,282.946991,297.716522,0
1/22/1975,282.143097,294.839752,0
1/23/1975,278.279205,297.157471,0
1/24/1975,280.145477,297.051056,0
1/25/1975,283.276642,299.569611,0
1/26/1975,282.418701,298.665131,0
1/27/1975,284.818146,298.417847,0
1/28/1975,286.074585,297.684753,1.705218
1/29/1975,282.786346,298.594635,0
1/30/1975,284.281219,298.016876,0
1/31/1975,276.92923,296.19162,0
2/1/1975,269.360016,284.787231,0
2/2/1975,273.166321,291.087128,0
2/3/1975,274.588287,287.93045,0.37272
2/4/1975,269.849487,288.584198,0
2/5/1975,276.939636,297.315521,0
2/6/1975,280.508087,297.702209,0
2/7/1975,279.773834,298.650177,0
2/8/1975,281.606781,296.333252,0
2/9/1975,280.399445,292.920349,0
2/10/1975,275.866516,290.925201,0
2/11/1975,275.55899,289.995453,0
2/12/1975,274.318756,287.840149,0
2/13/1975,273.189697,290.056427,0
2/14/1975,276.599884,295.569733,0
2/15/1975,278.973389,297.640625,0
2/16/1975,280.394714,298.906708,0
2/17/1975,285.937408,297.734161,0
2/18/1975,284.446228,298.249878,0
2/19/1975,283.779388,297.321167,0
2/20/1975,278.13031,296.416595,0
2/21/1975,279.749329,299.710205,0
2/22/1975,283.128693,298.758667,0
2/23/1975,285.406006,299.240845,0
2/24/1975,283.40564,297.96463,0
2/25/1975,281.028351,292.237488,0
2/26/1975,284.519318,297.659302,0
2/27/1975,280.599884,297.369812,0
2/28/1975,276.863586,286.534424,0
3/1/1975,278.851013,287.115601,1.333162
3/2/1975,280.592133,287.94281,0
3/3/1975,284.701263,292.348267,2.395897
3/4/1975,282.844757,295.297607,0
3/5/1975,285.07843,293.010345,0
3/6/1975,282.755249,289.928925,0
3/7/1975,284.519897,289.887848,2.071368
3/8/1975,278.325745,292.747833,0
3/9/1975,279.702057,296.638092,0
3/10/1975,281.218231,297.653137,0
3/11/1975,281.99408,298.916168,0
3/12/1975,281.705841,299.967072,0
3/13/1975,283.076385,301.069855,0
3/14/1975,282.878387,302.06366,0
3/15/1975,285.169006,301.358276,0
3/16/1975,287.490448,302.457184,0
3/17/1975,289.271851,298.203186,1.778298
3/18/1975,288.049896,293.452362,0
3/19/1975,286.023651,293.252594,4.045534
3/20/1975,280.685822,292.463928,0
3/21/1975,278.076813,294.663757,0
3/22/1975,280.954285,296.943146,0
3/23/1975,282.362274,298.98349,0
3/24/1975,285.048859,301.822296,0
3/25/1975,290.259705,302.388641,0
3/26/1975,289.516815,305.382111,0
3/27/1975,292.342712,304.349213,0
3/28/1975,287.845703,300.037781,0
3/29/1975,286.445923,298.759888,0
3/30/1975,284.367218,299.87616,0
3/31/1975,288.461548,302.764771,0
4/1/1975,289.964142,303.70462,0
4/2/1975,289.27832,303.201721,0
4/3/1975,284.771179,298.222382,0
4/4/1975,282.579895,300.546692,0
4/5/1975,288.664612,301.940338,0
4/6/1975,292.427673,301.718872,2.81387
4/7/1975,287.106018,300.310394,7.633861
4/8/1975,286.055878,300.670929,0
4/9/1975,285.001953,299.589081,0
4/10/1975,280.836609,296.348755,0
4/11/1975,279.875031,295.786163,0
4/12/1975,281.535248,298.495728,0
4/13/1975,284.132263,300.429901,0
4/14/1975,288.38916,299.526642,0
4/15/1975,287.968262,301.407562,0
4/16/1975,288.250244,302.512329,0
4/17/1975,288.839325,301.729065,0
4/18/1975,286.483734,300.633453,0
4/19/1975,287.602081,302.837708,0
4/20/1975,287.968231,301.964111,0
4/21/1975,285.207642,301.948273,0
4/22/1975,288.171295,304.487122,0
4/23/1975,289.833191,303.644684,0
4/24/1975,288.63208,303.356842,0
4/25/1975,290.371582,303.985352,0.68088
4/26/1975,290.431763,304.84549,0
4/27/1975,293.643707,303.665253,0
4/28/1975,293.910675,306.44693,0
4/29/1975,292.223297,306.326691,0.379906
4/30/1975,292.626648,309.060394,0
5/1/1975,292.961945,307.026672,0
5/2/1975,294.151031,301.507416,0
5/3/1975,292.577698,301.522308,8.353375
5/4/1975,285.628021,300.443176,0.567677
5/5/1975,284.552917,300.803375,0
5/6/1975,288.909393,303.913727,0
5/7/1975,290.54834,308.73938,0
5/8/1975,293.03653,307.145508,0
5/9/1975,292.003265,303.633423,5.710565
5/10/1975,289.643677,300.561523,0
5/11/1975,294.199921,306.063751,0.310738
5/12/1975,295.131714,306.921753,0
5/13/1975,293.894562,306.29837,0
5/14/1975,292.771545,307.618073,0
5/15/1975,294.925232,308.763489,0
5/16/1975,295.361206,307.913849,0
5/17/1975,296.410065,310.362305,0
5/18/1975,296.416168,310.941406,0
5/19/1975,296.405823,310.118011,0
5/20/1975,294.189209,304.619751,0
5/21/1975,291.181396,297.739777,6.035552
5/22/1975,288.583618,295.14444,0.43973
5/23/1975,286.559052,297.068756,0
5/24/1975,288.325439,300.033508,0
5/25/1975,289.468903,303.011292,0
5/26/1975,291.012054,304.357147,0
5/27/1975,292.500488,305.664795,0
5/28/1975,293.42514,305.8974,0
5/29/1975,294.469604,306.704651,0
5/30/1975,294.78421,306.020477,0
5/31/1975,293.526825,305.839233,0
6/1/1975,291.792145,304.811401,0
6/2/1975,294.960968,305.342072,0
6/3/1975,295.799866,307.437134,0
6/4/1975,295.283569,306.750519,3.593315
6/5/1975,296.104462,303.997406,8.579455
6/6/1975,295.776123,301.908691,32.146896
6/7/1975,295.22702,301.737457,65.837479
6/8/1975,295.484558,299.823639,69.781075
6/9/1975,296.165894,302.829529,52.704117
6/10/1975,296.263794,302.393463,7.43337
6/11/1975,295.301575,299.891357,7.396141
6/12/1975,295.793121,300.657684,30.489742
6/13/1975,295.951111,299.997955,23.543278
6/14/1975,295.450867,298.892883,39.719391
6/15/1975,295.105957,299.117981,10.708196
6/16/1975,294.762787,301.78186,20.374443
6/17/1975,295.321289,299.252808,32.059082
6/18/1975,295.91449,301.701202,21.305
6/19/1975,295.946655,300.8685,5.668437
6/20/1975,295.049408,300.508545,3.718029
6/21/1975,291.749512,300.976227,0
6/22/1975,294.23761,300.514862,0
6/23/1975,294.793365,299.829773,0
6/24/1975,294.222107,301.000275,0
6/25/1975,293.971527,300.287201,4.247021
6/26/1975,293.840332,301.165649,0
6/27/1975,293.551483,302.417084,0
6/28/1975,293.739471,303.321594,0
6/29/1975,293.7341,304.284821,0
6/30/1975,293.909576,305.263336,1.153377
7/1/1975,291.333679,305.937225,0
7/2/1975,293.943024,306.286102,0
7/3/1975,294.106171,306.571655,0
7/4/1975,294.558258,306.821655,0
7/5/1975,294.534637,307.424713,0
7/6/1975,295.318176,307.582825,0
7/7/1975,295.326752,307.639252,0
7/8/1975,294.383881,309.447021,0
7/9/1975,296.2099,312.16095,0
7/10/1975,296.074341,311.71463,0
7/11/1975,296.330444,310.251343,0
7/12/1975,296.464691,309.48053,0
7/13/1975,296.870209,308.625824,0
7/14/1975,295.699097,308.5401,0
7/15/1975,295.946381,310.511475,0
7/16/1975,297.049438,310.820038,0
7/17/1975,296.413696,310.283447,0
7/18/1975,295.989105,309.920563,0
7/19/1975,296.075409,309.479431,0
7/20/1975,296.886902,309.448914,0
7/21/1975,297.070251,310.65686,0
7/22/1975,299.12973,310.354431,0
7/23/1975,297.291443,311.2388,0
7/24/1975,297.00293,311.113007,0
7/25/1975,297.701416,310.927002,0
7/26/1975,297.862183,311.376343,0
7/27/1975,298.560059,311.118683,0
7/28/1975,299.052521,310.615204,0
7/29/1975,298.290253,311.514496,0
7/30/1975,299.433441,312.949707,0
7/31/1975,300.488983,312.332672,1.192789
8/1/1975,299.181824,311.820862,0.87603
8/2/1975,298.639496,310.664429,0.297414
8/3/1975,297.155182,309.267792,1.804791
8/4/1975,296.867371,309.642273,0
8/5/1975,297.898895,310.258484,0.286261
8/6/1975,298.353516,309.425781,0
8/7/1975,297.56665,309.180511,0.79884
8/8/1975,296.37381,308.936951,3.358035
8/9/1975,295.748871,308.5336,0
8/10/1975,296.48999,308.961395,0
8/11/1975,296.125366,308.623138,0
8/12/1975,296.732849,308.668976,0.517677
8/13/1975,295.135132,307.658783,0
8/14/1975,297.411499,308.770844,0
8/15/1975,296.900208,308.141785,0.638778
8/16/1975,296.007141,308.658966,0
8/17/1975,296.21167,307.878571,0
8/18/1975,296.157471,306.171478,1.893326
8/19/1975,295.726288,304.728088,1.149817
8/20/1975,295.826843,305.175812,1.593549
8/21/1975,295.378937,306.644775,0
8/22/1975,295.537994,305.980316,0
8/23/1975,296.063873,304.681763,2.870461
8/24/1975,296.738159,302.048248,0
8/25/1975,296.246368,303.248596,5.109037
8/26/1975,297.427246,304.162842,7.380808
8/27/1975,296.874908,304.110291,5.3528
8/28/1975,296.74472,303.447601,4.329616
8/29/1975,296.790985,304.911041,2.795771
8/30/1975,295.413605,304.843872,4.539712
8/31/1975,293.689209,304.863922,2.856577
9/1/1975,291.939972,306.352142,0.856847
9/2/1975,291.821686,306.774933,0
9/3/1975,293.156006,307.032013,0
9/4/1975,295.081207,307.190491,0.287042
9/5/1975,294.41394,308.151459,1.234039
9/6/1975,293.932404,307.934265,0
9/7/1975,294.649231,307.723083,0
9/8/1975,295.508759,308.814941,0
9/9/1975,295.193024,309.346954,0
9/10/1975,295.254822,308.523956,0
9/11/1975,295.662079,308.754089,0
9/12/1975,296.645355,309.810699,0
9/13/1975,297.090637,308.560608,0
9/14/1975,296.180695,306.618225,11.425003
9/15/1975,294.848419,305.882202,11.087408
9/16/1975,294.54657,306.145935,40.323391
9/17/1975,294.174652,303.77356,22.796576
9/18/1975,292.08725,303.384583,0
9/19/1975,289.454651,302.65741,0
9/20/1975,289.330872,301.4888,2.159409
9/21/1975,289.193115,299.141388,0
9/22/1975,292.084839,302.598785,1.074525
9/23/1975,295.079102,305.313477,0
9/24/1975,294.74295,307.123993,0.408499
9/25/1975,294.80954,306.998505,0
9/26/1975,292.501129,305.336975,0
9/27/1975,287.751831,303.430878,0
9/28/1975,287.881958,304.42157,0
9/29/1975,290.165253,305.517609,0
9/30/1975,292.00415,306.052002,0.519701
10/1/1975,294.049805,305.015137,0
10/2/1975,292.850891,304.743713,0
10/3/1975,296.061401,304.687561,0.943826
10/4/1975,283.189331,301.257965,0
10/5/1975,283.340027,296.204865,0
10/6/1975,283.003204,297.939117,0
10/7/1975,284.356384,299.92453,0
10/8/1975,284.735229,300.367432,0
10/9/1975,285.449585,300.482391,0
10/10/1975,286.364227,300.64389,0
10/11/1975,286.076233,299.962158,0.373347
10/12/1975,286.4375,300.134277,0
10/13/1975,286.475525,300.442169,0
10/14/1975,287.014557,303.577606,0
10/15/1975,288.634033,303.435547,0
10/16/1975,285.693237,300.139008,0
10/17/1975,286.315186,302.795166,0
10/18/1975,290.231842,301.965149,0
10/19/1975,288.799072,302.145325,0
10/20/1975,288.648438,301.733948,0
10/21/1975,289.335022,301.726166,0
10/22/1975,288.416962,302.624298,0
10/23/1975,288.965454,305.278687,0
10/24/1975,289.617859,306.385468,0
10/25/1975,289.267181,306.057434,0
10/26/1975,289.183899,306.003937,0
10/27/1975,291.117981,306.168701,0
10/28/1975,290.985138,304.373138,0
10/29/1975,284.666382,299.21933,0
10/30/1975,284.733002,302.043884,0
10/31/1975,285.416687,303.248138,0
11/1/1975,286.833893,303.781952,0
11/2/1975,288.927368,303.04129,0
11/3/1975,289.333588,301.529266,0
11/4/1975,289.623352,299.894531,1.082672
11/5/1975,290.824127,299.524384,0
11/6/1975,288.478851,300.374023,0
11/7/1975,291.729462,300.720428,2.574973
11/8/1975,291.830872,301.050598,0.749355
11/9/1975,289.677521,298.856781,6.42231
11/10/1975,281.087128,296.979248,0.490277
11/11/1975,278.875641,290.809937,0
11/12/1975,281.712006,296.485046,0
11/13/1975,283.186157,297.846344,0
11/14/1975,285.925415,295.87439,18.400253
11/15/1975,291.398407,300.652679,1.680855
11/16/1975,291.249512,299.558716,1.726182
11/17/1975,282.579437,298.571106,0
11/18/1975,277.448792,291.3526,0
11/19/1975,279.850464,294.395203,0
11/20/1975,281.259705,295.708069,0
11/21/1975,281.714783,298.913147,0
11/22/1975,283.891357,298.476959,0
11/23/1975,281.954834,298.204742,0
11/24/1975,285.567108,299.370392,0
11/25/1975,283.010956,298.365417,0
11/26/1975,285.932434,301.598907,0
11/27/1975,289.049683,302.225525,0
11/28/1975,288.573212,301.606812,0
11/29/1975,276.513824,293.804016,4.912318
11/30/1975,274.736328,282.982635,1.464667
12/1/1975,275.499695,287.775574,0
12/2/1975,275.869232,288.543457,0
12/3/1975,278.26828,286.744598,0
12/4/1975,279.709686,290.649078,14.447772
12/5/1975,283.253235,293.530457,4.903126
12/6/1975,285.014893,293.746246,3.046327
12/7/1975,278.855652,291.230164,0
12/8/1975,283.263611,293.520172,0
12/9/1975,280.031738,292.679474,0
12/10/1975,278.753204,292.260132,5.914518
12/11/1975,277.489441,292.534393,0
12/12/1975,283.640076,291.907135,0.740466
12/13/1975,278.667877,289.451508,1.900296
12/14/1975,272.27182,284.287415,0
12/15/1975,272.05365,284.743408,0
12/16/1975,281.510132,293.994446,30.583189
12/17/1975,286.410095,297.723602,1.054078
12/18/1975,285.358734,294.571655,4.158574
12/19/1975,275.936188,292.829651,1.514568
12/20/1975,273.008087,281.091309,3.418464
12/21/1975,274.346069,287.252045,7.159824
12/22/1975,277.161133,285.845734,3.192767
12/23/1975,268.056549,284.823669,0
12/24/1975,271.297089,283.27774,0
12/25/1975,277.309204,284.591034,0.361007
12/26/1975,273.735962,284.418152,0
12/27/1975,272.068451,288.499237,0
12/28/1975,275.902069,292.227448,0
12/29/1975,281.053619,292.074097,0
12/30/1975,281.6474,291.141571,2.042313
12/31/1975,275.195496,287.215424,0
1/1/1976,278.028473,290.287933,0
1/2/1976,274.576385,288.577881,0
1/3/1976,276.637085,290.342102,0
1/4/1976,274.849609,290.266663,0
1/5/1976,278.17334,293.045502,0
1/6/1976,278.56073,291.145142,0
1/7/1976,275.593689,287.899902,0
1/8/1976,273.73764,291.298676,0
1/9/1976,275.955933,294.988251,0
1/10/1976,281.856537,293.481262,1.521481
1/11/1976,276.780731,290.815735,0
1/12/1976,277.569122,286.636139,15.576447
1/13/1976,276.114838,287.760437,0.336502
1/14/1976,272.143341,286.824493,0
1/15/1976,274.19162,285.083069,0
1/16/1976,283.01178,288.250702,9.720317
1/17/1976,279.513397,285.785614,8.111467
1/18/1976,275.393219,286.655304,11.340343
1/19/1976,274.737457,285.502808,0
1/20/1976,267.99765,280.384308,2.528898
1/21/1976,268.973602,280.213379,0
1/22/1976,272.307678,287.826355,0
1/23/1976,275.248169,287.710632,0
1/24/1976,273.55426,289.142639,0
1/25/1976,276.070129,290.874268,0
1/26/1976,274.501526,289.963226,0
1/27/1976,274.955872,291.937012,0
1/28/1976,275.537689,293.858765,0
1/29/1976,277.280273,296.229706,0
1/30/1976,278.09671,293.129211,0
1/31/1976,276.272675,289.834778,0
2/1/1976,272.590088,285.204834,0
2/2/1976,273.531433,283.26181,0
2/3/1976,274.374329,283.135162,0
2/4/1976,276.547272,290.595428,0
2/5/1976,277.143311,289.271637,0
2/6/1976,279.692505,285.302338,0.74314
2/7/1976,278.166321,289.257141,0
2/8/1976,276.401917,289.592834,0
2/9/1976,280.69986,287.943939,0
2/10/1976,282.198975,289.011108,4.105438
2/11/1976,282.748779,292.449829,0.528466
2/12/1976,280.254791,293.490387,0
2/13/1976,279.941589,291.534821,0
2/14/1976,274.157715,291.103516,0
2/15/1976,278.06192,295.055237,0
2/16/1976,277.230194,293.210419,0
2/17/1976,280.918976,298.311432,0
2/18/1976,279.144928,297.508514,0
2/19/1976,282.208008,296.636566,0
2/20/1976,275.868652,294.499207,0
2/21/1976,279.949158,297.7854,0
2/22/1976,284.462189,300.060577,1.115165
2/23/1976,284.174896,301.85907,0
2/24/1976,269.74292,298.484985,0
2/25/1976,272.916534,294.586761,0
2/26/1976,286.845612,297.117706,0
2/27/1976,274.040436,294.990234,0.387194
2/28/1976,270.533783,278.614136,1.635129
2/29/1976,269.265259,283.052277,0.817565
3/1/1976,267.996704,287.490417,0
3/2/1976,277.073669,293.549561,0
3/3/1976,280.398529,292.216431,0
3/4/1976,276.940643,292.372772,0
3/5/1976,281.739929,293.435486,0.280427
3/6/1976,284.890259,296.721069,0
3/7/1976,286.159027,299.803925,0
3/8/1976,290.587921,301.20105,0
3/9/1976,278.561829,298.299133,0
3/10/1976,282.289276,298.995148,0
3/11/1976,283.938446,298.5112,0
3/12/1976,275.52243,291.814209,0
3/13/1976,281.254517,290.652771,2.135097
3/14/1976,282.572754,287.934357,9.461395
3/15/1976,286.381653,292.159119,1.818394
3/16/1976,289.519409,294.118622,3.335338
3/17/1976,290.449219,295.639191,18.297651
3/18/1976,288.63028,295.993347,25.808405
3/19/1976,277.396606,287.133545,4.12665
3/20/1976,276.738495,284.077393,0
3/21/1976,281.472137,292.8703,1.092039
3/22/1976,283.73645,295.635864,1.742164
3/23/1976,281.215546,293.224823,0
3/24/1976,277.461365,291.667755,0
3/25/1976,280.719543,294.729614,0
3/26/1976,281.269501,293.504547,2.515994
3/27/1976,285.381897,293.441223,2.566496
3/28/1976,286.439667,293.411469,0.881527
3/29/1976,289.242371,297.193787,1.150964
3/30/1976,287.233093,298.962341,0.749943
3/31/1976,288.467499,300.80835,0.975098
4/1/1976,289.541962,298.981506,0.310021
4/2/1976,288.653748,299.890442,0
4/3/1976,288.795593,301.073853,2.28005
4/4/1976,287.80896,300.436279,0.891627
4/5/1976,290.944122,302.13562,0
4/6/1976,289.622375,302.603424,0
4/7/1976,288.903534,302.054626,0
4/8/1976,286.672546,296.974701,0
4/9/1976,279.701233,288.240997,3.657639
4/10/1976,286.312714,295.782837,16.237743
4/11/1976,281.957367,288.085999,10.902386
4/12/1976,277.638702,287.59198,0
4/13/1976,279.717896,282.428314,3.331086
4/14/1976,278.506042,286.193695,0.332396
4/15/1976,282.126251,287.001007,0.471264
4/16/1976,283.470306,295.836945,0
4/17/1976,287.778442,299.236298,0
4/18/1976,289.83963,300.545502,6.394315
4/19/1976,280.160706,294.711487,0
4/20/1976,283.990723,293.731689,1.634624
4/21/1976,285.66098,297.455902,2.040911
4/22/1976,281.07196,299.422882,0
4/23/1976,285.552155,301.846893,0
4/24/1976,287.348938,300.64212,1.661399
4/25/1976,286.160034,298.998444,0
4/26/1976,285.301208,303.648438,0
4/27/1976,289.898163,309.25235,0
4/28/1976,289.971222,310.462891,0
4/29/1976,292.147766,308.685516,0
4/30/1976,290.213898,307.637421,0
5/1/1976,293.459351,304.238525,0
5/2/1976,292.629181,298.447144,0
5/3/1976,292.120514,301.368408,0
5/4/1976,290.438385,302.368256,0
5/5/1976,291.678955,303.977295,0
5/6/1976,291.952087,306.720612,0
5/7/1976,293.430237,307.778778,0
5/8/1976,293.772034,306.366852,0
5/9/1976,292.659943,306.953918,0
5/10/1976,295.680023,309.939819,0
5/11/1976,297.210938,305.527802,0
5/12/1976,296.002991,306.357605,0
5/13/1976,294.472931,305.890533,0.379409
5/14/1976,294.061676,305.914673,0.513936
5/15/1976,291.884094,303.64975,0
5/16/1976,291.543945,306.818634,0
5/17/1976,292.761566,306.605072,0
5/18/1976,292.269653,303.764313,2.847189
5/19/1976,289.819275,303.982605,0
5/20/1976,290.259003,304.044434,0
5/21/1976,291.771332,303.207977,0
5/22/1976,293.562805,302.37616,9.181649
5/23/1976,292.751007,299.498199,39.635376
5/24/1976,285.588898,297.056885,0
5/25/1976,284.562439,300.659088,0
5/26/1976,287.746246,302.61853,0.321611
5/27/1976,290.114258,302.602692,0
5/28/1976,292.893646,305.685516,0
5/29/1976,295.211578,306.658173,0
5/30/1976,292.661957,305.348724,0
5/31/1976,292.929199,299.631073,16.520086
6/1/1976,294.606506,304.333069,1.152199
6/2/1976,293.979767,307.726776,1.424782
6/3/1976,294.349823,309.738861,0
6/4/1976,295.343323,309.448151,4.912802
6/5/1976,293.310852,305.897675,22.989538
6/6/1976,294.094574,304.328552,5.60886
6/7/1976,295.226105,308.847229,0
6/8/1976,295.212494,311.280548,0
6/9/1976,295.860107,312.757935,0
6/10/1976,296.273956,312.007629,0
6/11/1976,296.337799,307.688782,0
6/12/1976,296.046692,310.251282,0
6/13/1976,295.560913,310.454742,0
6/14/1976,296.851685,311.029724,1.920238
6/15/1976,296.139343,311.07843,0
6/16/1976,296.511963,310.808929,0
6/17/1976,296.284241,308.143463,0
6/18/1976,294.991821,307.024231,0
6/19/1976,296.722717,310.624329,0
6/20/1976,297.701111,312.488129,0
6/21/1976,297.758789,312.154938,0
6/22/1976,297.088135,310.951263,0
6/23/1976,297.406128,310.411163,0
6/24/1976,297.951599,309.968201,0
6/25/1976,296.861115,308.707214,0
6/26/1976,297.133362,307.396088,0
6/27/1976,295.52713,306.873016,0
6/28/1976,295.763336,307.394165,0
6/29/1976,295.846222,307.352539,0
6/30/1976,296.647003,308.033875,0
7/1/1976,295.909119,307.505402,0
7/2/1976,295.096405,306.496521,0
7/3/1976,295.13974,307.411591,0
7/4/1976,296.364532,310.633484,2.301128
7/5/1976,297.425079,312.689972,1.839525
7/6/1976,298.478699,313.763306,0
7/7/1976,298.844482,314.059235,0
7/8/1976,299.955475,314.008392,0
7/9/1976,301.522125,313.81485,0
7/10/1976,298.974976,312.123901,0
7/11/1976,297.239258,309.408112,0
7/12/1976,297.586731,307.8927,0
7/13/1976,295.801086,306.830536,0
7/14/1976,296.509338,308.53833,0.745297
7/15/1976,297.360626,309.57135,0
7/16/1976,296.866119,309.382507,2.23053
7/17/1976,296.984741,309.604126,0
7/18/1976,297.055359,309.617249,0
7/19/1976,297.371948,309.721436,0
7/20/1976,297.188782,310.263153,0
7/21/1976,297.528961,310.934235,0
7/22/1976,297.365906,310.485992,0
7/23/1976,297.882538,309.599457,0
7/24/1976,296.910004,307.757172,0
7/25/1976,297.111298,308.501495,0
7/26/1976,296.736115,308.944275,0
7/27/1976,296.426422,307.952179,0
7/28/1976,296.354095,307.246948,0
7/29/1976,296.516449,307.587646,0
7/30/1976,296.390747,310.337921,0
7/31/1976,297.082092,310.559753,0
8/1/1976,296.874969,310.265045,0
8/2/1976,296.672028,308.286743,0
8/3/1976,296.927338,310.106201,0
8/4/1976,297.641144,310.149628,0
8/5/1976,297.202332,309.516327,1.491591
8/6/1976,295.800964,308.11795,6.619169
8/7/1976,295.840424,306.515198,0.831577
8/8/1976,295.17688,305.833069,4.381487
8/9/1976,295.009064,306.926453,0
8/10/1976,295.669098,306.972534,0
8/11/1976,296.720581,307.197083,0
8/12/1976,295.917023,307.105103,0
8/13/1976,296.100586,306.57373,1.272163
8/14/1976,296.11026,308.324158,0
8/15/1976,295.391663,310.102417,0
8/16/1976,296.817108,312.261505,0
8/17/1976,299.088867,311.826904,0
8/18/1976,299.891541,312.420685,0
8/19/1976,299.31839,312.753113,0
8/20/1976,299.70697,312.256653,0
8/21/1976,299.041565,311.513916,0
8/22/1976,298.642792,310.867523,0
8/23/1976,297.451111,310.134247,0
8/24/1976,298.721039,310.074249,0
8/25/1976,298.532135,309.240143,0
8/26/1976,297.665466,309.503571,0.624046
8/27/1976,297.161987,307.593536,1.612509
8/28/1976,297.136383,306.663055,3.115535
8/29/1976,296.435883,304.680115,10.3434
8/30/1976,297.519287,307.315674,8.791943
8/31/1976,297.538239,304.748718,1.673231
9/1/1976,296.68927,306.109009,1.1226
9/2/1976,296.228943,307.86322,0
9/3/1976,295.653015,307.885345,0
9/4/1976,296.42572,306.992737,0
9/5/1976,296.959839,306.46347,0.618884
9/6/1976,296.258057,305.993561,3.633353
9/7/1976,295.858398,307.086548,3.464147
9/8/1976,294.34137,308.004547,0
9/9/1976,294.43985,307.634155,0
9/10/1976,295.0448,307.439362,0
9/11/1976,295.078888,306.988007,0
9/12/1976,293.016693,304.901123,0.982757
9/13/1976,293.221436,304.757324,6.02631
9/14/1976,292.169739,299.67218,25.772383
9/15/1976,281.676208,295.304108,0
9/16/1976,281.373962,296.256226,0
9/17/1976,282.136505,297.610718,0
9/18/1976,284.949341,301.964386,0
9/19/1976,288.503387,301.852478,0
9/20/1976,290.577637,302.786011,0
9/21/1976,287.495331,301.584778,1.011108
9/22/1976,291.188171,303.181549,7.717225
9/23/1976,289.936798,301.824219,3.413239
9/24/1976,291.765259,302.946564,0
9/25/1976,290.023254,303.565125,0
9/26/1976,293.50174,303.200439,0
9/27/1976,294.764587,303.552032,0
9/28/1976,294.874939,305.941956,0
9/29/1976,295.309235,305.932312,0
9/30/1976,296.835052,305.212799,1.469452
10/1/1976,294.535156,304.90921,0
10/2/1976,293.573303,304.742096,0
10/3/1976,295.22937,304.036743,0
10/4/1976,295.945374,302.958221,0
10/5/1976,292.164673,302.957092,12.803477
10/6/1976,287.315094,298.00708,26.67565
10/7/1976,285.754395,291.764465,7.480317
10/8/1976,284.632355,296.56189,0
10/9/1976,285.517639,295.387787,0
10/10/1976,286.060638,295.265778,0
10/11/1976,286.600189,293.822906,2.045058
10/12/1976,285.346558,297.523682,0.302516
10/13/1976,286.13797,300.415558,0
10/14/1976,287.233032,300.827026,0
10/15/1976,287.724792,302.405945,0
10/16/1976,288.830078,301.599091,0
10/17/1976,289.911591,303.475922,0
10/18/1976,290.751892,302.759918,0
