#Variables:
#tasmin_IPSL-CM5B-LR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5B-LR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5B-LR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5B-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5B-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5B-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5B-LR_historical(K),tasmax_IPSL-CM5B-LR_historical(K),pr_IPSL-CM5B-LR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5B-LR_historical(K),tasmax_IPSL-CM5B-LR_historical(K),pr_IPSL-CM5B-LR_historical(mm)
1972-11-04,280.713989,299.337921,0.000000
1972-11-05,286.190002,300.553802,0.000000
1972-11-06,287.042053,297.600372,0.000000
1972-11-07,284.500397,294.776276,0.487276
1972-11-08,285.339111,298.126740,0.000000
1972-11-09,287.864441,296.310608,1.196828
1972-11-10,290.374969,297.506989,4.658776
1972-11-11,287.663635,300.294556,0.000000
1972-11-12,288.878448,302.434967,0.000000
1972-11-13,289.118042,303.407867,0.000000
1972-11-14,289.192047,302.804596,0.000000
1972-11-15,286.987122,297.903625,1.296842
1972-11-16,277.133636,293.359619,0.585356
1972-11-17,280.005859,289.229828,0.000000
1972-11-18,274.750275,282.232697,0.000000
1972-11-19,272.478821,287.599579,0.000000
1972-11-20,274.545563,288.850952,0.000000
1972-11-21,275.489258,289.282959,0.000000
1972-11-22,275.902740,289.067902,0.000000
1972-11-23,278.866180,293.744537,0.000000
1972-11-24,285.010986,295.338043,0.000000
1972-11-25,280.043671,292.956726,0.000000
1972-11-26,279.998718,299.076050,0.000000
1972-11-27,279.996124,295.154358,0.000000
1972-11-28,282.099152,299.396210,0.000000
1972-11-29,282.819580,296.410156,0.000000
1972-11-30,275.006714,289.075317,0.000000
1972-12-01,273.367462,287.099121,0.000000
1972-12-02,275.351410,294.083984,0.000000
1972-12-03,279.947205,298.403381,0.000000
1972-12-04,283.437744,299.309845,0.000000
1972-12-05,286.484314,297.759521,0.000000
1972-12-06,285.710419,300.702026,0.000000
1972-12-07,286.331482,298.263916,0.000000
1972-12-08,281.887878,297.385345,0.000000
1972-12-09,282.988770,297.933807,0.000000
1972-12-10,284.384003,298.760406,0.000000
1972-12-11,284.834167,299.128632,0.000000
1972-12-12,286.175354,299.655365,0.000000
1972-12-13,287.751068,299.692200,0.000000
1972-12-14,288.680267,298.374329,0.000000
1972-12-15,287.497192,292.542725,35.232414
1972-12-16,285.048279,293.591095,8.214341
1972-12-17,282.687531,294.796112,0.000000
1972-12-18,285.433075,298.588196,0.000000
1972-12-19,280.946503,293.105011,12.554909
1972-12-20,277.693390,284.280518,4.053223
1972-12-21,275.644806,286.474518,0.000000
1972-12-22,279.288635,286.434387,0.000000
1972-12-23,280.495758,290.363007,0.000000
1972-12-24,279.504791,288.787170,0.485983
1972-12-25,282.680542,285.560333,0.770466
1972-12-26,284.356201,293.359772,8.671028
1972-12-27,280.423126,295.027985,0.000000
1972-12-28,282.059662,296.360840,0.000000
1972-12-29,276.780212,288.823639,0.489719
1972-12-30,268.554169,284.294281,0.000000
1972-12-31,269.453064,289.305756,0.000000
1973-01-01,275.681824,293.354340,0.000000
1973-01-02,278.387177,294.428406,0.000000
1973-01-03,275.574890,289.976685,0.000000
1973-01-04,276.672424,293.631104,0.000000
1973-01-05,280.367035,295.959015,0.000000
1973-01-06,278.690796,292.610016,0.000000
1973-01-07,276.295593,286.750488,1.142787
1973-01-08,266.226685,284.284607,0.000000
1973-01-09,274.607666,292.490906,0.000000
1973-01-10,273.769501,289.340973,1.521481
1973-01-11,270.904694,287.544952,0.000000
1973-01-12,276.980865,286.907288,0.000000
1973-01-13,277.651062,290.213745,0.000000
1973-01-14,278.622162,292.679626,0.000000
1973-01-15,281.714966,293.456635,0.000000
1973-01-16,269.254211,287.713837,0.000000
1973-01-17,268.060303,281.285065,0.000000
1973-01-18,270.822601,285.678772,0.000000
1973-01-19,273.975983,290.426727,0.000000
1973-01-20,277.616364,295.064056,0.000000
1973-01-21,280.982941,298.078796,0.000000
1973-01-22,274.366547,291.944244,1.145899
1973-01-23,273.281677,278.999054,3.315811
1973-01-24,271.575836,286.985596,0.000000
1973-01-25,270.956024,281.770874,0.000000
1973-01-26,272.577667,280.039520,5.412063
1973-01-27,277.449951,284.307465,26.171055
1973-01-28,275.362518,284.201569,5.959484
1973-01-29,273.294189,295.265533,0.000000
1973-01-30,276.883423,293.607086,0.000000
1973-01-31,272.992523,285.482300,0.000000
1973-02-01,270.401978,286.522797,0.000000
1973-02-02,271.762970,286.943939,0.000000
1973-02-03,272.574860,290.474396,0.000000
1973-02-04,279.653870,293.367920,0.000000
1973-02-05,279.632751,289.595428,0.000000
1973-02-06,276.279541,291.630585,0.000000
1973-02-07,277.908386,295.097351,0.372720
1973-02-08,279.531708,298.498474,0.000000
1973-02-09,278.393738,294.157959,0.000000
1973-02-10,275.263733,289.373016,0.000000
1973-02-11,276.617584,289.856781,0.000000
1973-02-12,277.545685,292.868774,0.000000
1973-02-13,280.513123,289.055786,26.013298
1973-02-14,278.934998,283.918945,47.022743
1973-02-15,279.575958,288.961761,4.144893
1973-02-16,276.892059,289.053986,0.745122
1973-02-17,272.786926,288.372742,0.000000
1973-02-18,274.280487,288.956757,0.000000
1973-02-19,277.174164,291.862762,0.000000
1973-02-20,278.365082,295.017853,0.000000
1973-02-21,280.329529,292.235168,5.150022
1973-02-22,283.014343,291.220520,0.787259
1973-02-23,285.784943,295.648254,10.574920
1973-02-24,283.581055,300.883270,0.000000
1973-02-25,282.654358,302.706085,0.000000
1973-02-26,287.996063,299.937866,1.632235
1973-02-27,278.750580,294.072388,0.000000
1973-02-28,278.166351,296.206909,0.000000
1973-03-01,276.228699,296.413940,0.000000
1973-03-02,282.844757,298.978119,0.000000
1973-03-03,281.316132,303.896606,0.000000
1973-03-04,284.353394,306.568390,0.000000
1973-03-05,287.340179,306.917175,0.000000
1973-03-06,288.885071,305.623962,0.000000
1973-03-07,289.682831,305.946411,0.000000
1973-03-08,290.385284,303.948792,0.000000
1973-03-09,285.147522,298.994324,0.000000
1973-03-10,280.583344,293.750641,0.000000
1973-03-11,284.604584,292.734589,1.857186
1973-03-12,286.302765,293.081818,11.232586
1973-03-13,288.387665,295.496613,12.639518
1973-03-14,277.078308,290.609070,0.600907
1973-03-15,274.155823,290.632721,0.000000
1973-03-16,279.390106,294.175934,0.342048
1973-03-17,279.692596,294.139160,0.427911
1973-03-18,285.540802,303.249329,1.573886
1973-03-19,292.450684,303.712769,1.742164
1973-03-20,286.025177,297.514404,0.295507
1973-03-21,279.274231,292.110474,0.000000
1973-03-22,278.621002,287.318542,0.000000
1973-03-23,277.661591,283.584473,0.331350
1973-03-24,277.274078,289.527557,1.339035
1973-03-25,280.937500,292.256073,0.000000
1973-03-26,288.926239,294.600128,19.999018
1973-03-27,280.353088,294.779480,1.389106
1973-03-28,280.033936,300.927368,0.000000
1973-03-29,282.881470,301.070007,0.000000
1973-03-30,285.012878,303.998810,0.000000
1973-03-31,284.131683,305.039856,0.000000
1973-04-01,284.543213,303.592194,0.000000
1973-04-02,286.363159,301.317535,0.000000
1973-04-03,285.977509,301.101440,0.000000
1973-04-04,288.387451,298.741608,0.000000
1973-04-05,288.210114,297.176971,0.966740
1973-04-06,288.921021,298.427399,1.043358
1973-04-07,287.968262,296.910217,7.011631
1973-04-08,286.281769,301.865936,1.458048
1973-04-09,286.391907,300.584595,0.000000
1973-04-10,285.657806,303.882874,0.000000
1973-04-11,287.528259,305.692749,0.000000
1973-04-12,289.944427,306.738556,0.000000
1973-04-13,290.901855,306.795898,0.000000
1973-04-14,290.906738,304.200745,0.000000
1973-04-15,290.840363,303.365753,23.615671
1973-04-16,288.483765,303.958252,0.000000
1973-04-17,289.836212,304.287292,0.000000
1973-04-18,290.850983,301.995270,14.117461
1973-04-19,292.091827,299.523071,24.486237
1973-04-20,288.307404,297.169861,5.085658
1973-04-21,281.567291,302.438721,0.000000
1973-04-22,286.006226,306.923401,0.000000
1973-04-23,291.218323,305.442505,0.000000
1973-04-24,290.267883,305.179260,0.000000
1973-04-25,293.119171,302.739563,5.142812
1973-04-26,292.189514,299.688324,17.212627
1973-04-27,291.794403,303.693726,4.034834
1973-04-28,292.678528,303.335052,0.000000
1973-04-29,292.738037,304.606262,0.579848
1973-04-30,293.415771,304.970490,2.433556
1973-05-01,292.507568,305.444519,0.366331
1973-05-02,290.860962,303.903473,0.000000
1973-05-03,289.328033,303.922974,0.000000
1973-05-04,291.317413,306.817627,0.000000
1973-05-05,291.811523,307.941528,0.000000
1973-05-06,292.867828,308.806946,0.000000
1973-05-07,294.061096,307.782288,0.000000
1973-05-08,294.549377,304.658813,0.000000
1973-05-09,291.352112,307.275330,0.000000
1973-05-10,294.522583,312.892120,0.000000
1973-05-11,294.012207,310.743439,0.000000
1973-05-12,295.812958,308.106049,0.000000
1973-05-13,294.829407,309.383789,0.000000
1973-05-14,294.885223,308.786713,0.000000
1973-05-15,293.247040,305.532318,0.000000
1973-05-16,293.057373,305.013489,0.000000
1973-05-17,294.756805,307.905945,0.000000
1973-05-18,296.496338,308.701080,0.000000
1973-05-19,295.304199,307.843597,0.000000
1973-05-20,295.874268,306.865967,0.000000
1973-05-21,297.268799,304.324097,13.680220
1973-05-22,292.751007,296.491516,20.133989
1973-05-23,293.243164,297.294342,26.011255
1973-05-24,294.940430,303.090454,18.556343
1973-05-25,293.061188,301.568726,29.489630
1973-05-26,293.613739,305.533813,9.466576
1973-05-27,293.187866,302.050385,6.990079
1973-05-28,287.188049,299.755798,0.000000
1973-05-29,285.502106,302.977509,0.000000
1973-05-30,289.206329,305.504395,0.000000
1973-05-31,292.512726,307.499359,0.000000
1973-06-01,296.000153,305.900940,0.000000
1973-06-02,294.860840,301.206879,10.032438
1973-06-03,292.671539,297.644226,24.005690
1973-06-04,291.900909,299.361206,22.083773
1973-06-05,293.066010,303.229065,1.486598
1973-06-06,292.751282,306.317932,0.000000
1973-06-07,294.090393,306.822876,0.000000
1973-06-08,294.951874,306.877930,0.000000
1973-06-09,295.530457,305.023315,0.000000
1973-06-10,294.673889,303.670685,6.110777
1973-06-11,294.871948,304.530365,8.617917
1973-06-12,295.009918,308.327728,0.000000
1973-06-13,295.016632,310.033600,0.000000
1973-06-14,295.702026,310.926392,0.000000
1973-06-15,295.736115,310.823730,0.000000
1973-06-16,296.316376,310.009644,0.000000
1973-06-17,297.497437,308.441925,0.000000
1973-06-18,296.625214,308.969788,0.000000
1973-06-19,295.972412,305.694794,6.032731
1973-06-20,294.489746,304.482483,1.659177
1973-06-21,294.158722,305.813904,0.000000
1973-06-22,294.028961,305.848297,1.387974
1973-06-23,294.449951,305.561310,0.000000
1973-06-24,296.151672,302.561035,0.000000
1973-06-25,295.981262,302.748749,0.000000
1973-06-26,296.075409,301.807922,1.011627
1973-06-27,296.152863,297.213104,44.626175
1973-06-28,296.342957,298.652496,44.480175
1973-06-29,297.053558,297.867340,5.481866
1973-06-30,296.375366,301.549927,4.190260
1973-07-01,296.295807,306.708527,1.749471
1973-07-02,296.032806,306.636993,0.000000
1973-07-03,296.339691,305.996796,3.714017
1973-07-04,295.746368,305.186462,1.310334
1973-07-05,295.005188,306.723938,0.000000
1973-07-06,294.848358,307.224335,0.000000
1973-07-07,294.915466,307.489380,0.000000
1973-07-08,295.494202,307.256195,0.000000
1973-07-09,295.946136,307.405426,0.000000
1973-07-10,296.522003,307.505402,0.000000
1973-07-11,296.717255,306.810913,0.000000
1973-07-12,296.861542,307.000854,0.741418
1973-07-13,296.391876,305.253998,11.486116
1973-07-14,297.297882,306.074493,18.684198
1973-07-15,297.122650,307.613434,3.763676
1973-07-16,297.151093,309.496857,0.000000
1973-07-17,297.268982,311.561890,0.000000
1973-07-18,296.749878,312.058411,0.000000
1973-07-19,297.971252,312.088806,0.000000
1973-07-20,297.908997,311.715912,0.000000
1973-07-21,297.866333,311.184723,0.000000
1973-07-22,296.691101,309.450073,0.000000
1973-07-23,296.131012,308.422302,0.000000
1973-07-24,295.498169,307.281342,0.000000
1973-07-25,295.748383,307.659515,0.000000
1973-07-26,295.961029,307.975677,0.000000
1973-07-27,296.615845,307.315826,0.000000
1973-07-28,296.490265,306.120087,1.209028
1973-07-29,296.266998,305.532776,1.917712
1973-07-30,294.995850,306.555969,0.000000
1973-07-31,295.539429,304.587372,2.332521
1973-08-01,295.733246,303.929901,2.484564
1973-08-02,296.212677,305.596252,4.151500
1973-08-03,296.544403,308.234772,10.296115
1973-08-04,296.599976,307.175568,28.360332
1973-08-05,297.082092,304.572968,7.298650
1973-08-06,297.170471,305.499115,0.000000
1973-08-07,296.918640,307.342438,4.563282
1973-08-08,297.291443,309.570007,0.000000
1973-08-09,296.559998,310.472382,0.000000
1973-08-10,296.434204,308.569427,0.000000
1973-08-11,295.978912,306.515533,0.000000
1973-08-12,296.465607,308.470520,0.529948
1973-08-13,297.135620,308.375854,1.354057
1973-08-14,297.458740,308.907654,6.920969
1973-08-15,298.186676,309.425995,2.130812
1973-08-16,297.736603,309.004700,0.401928
1973-08-17,298.165436,307.736633,2.198002
1973-08-18,298.059357,308.170593,5.352800
1973-08-19,299.035248,309.809784,1.798824
1973-08-20,298.104706,310.064667,0.000000
1973-08-21,297.489014,310.277313,0.000000
1973-08-22,297.410614,310.759705,0.000000
1973-08-23,296.703979,311.570404,0.000000
1973-08-24,297.694641,311.145294,0.301922
1973-08-25,297.565918,307.444794,0.000000
1973-08-26,298.070618,307.005341,0.000000
1973-08-27,295.865967,310.219147,0.000000
1973-08-28,296.444489,308.742126,0.468493
1973-08-29,293.808990,306.105804,0.000000
1973-08-30,294.123657,307.199036,0.000000
1973-08-31,295.219635,307.560486,0.000000
1973-09-01,296.307922,307.071289,0.000000
1973-09-02,295.081482,305.419037,0.776092
1973-09-03,295.527374,305.458405,0.000000
1973-09-04,295.044800,306.181244,0.000000
1973-09-05,295.786316,307.260712,0.000000
1973-09-06,296.065063,307.034393,0.000000
1973-09-07,295.133667,305.148865,0.000000
1973-09-08,295.271637,307.839050,0.000000
1973-09-09,296.204132,308.682190,0.000000
1973-09-10,296.115112,309.546265,1.336386
1973-09-11,295.843964,308.215515,0.000000
1973-09-12,295.397705,308.581055,0.000000
1973-09-13,295.200836,309.564545,0.000000
1973-09-14,296.253418,308.326935,0.000000
1973-09-15,295.720398,308.017822,0.000000
1973-09-16,294.826263,307.254089,0.000000
1973-09-17,294.788055,306.279022,0.000000
1973-09-18,294.767181,305.639618,0.000000
1973-09-19,295.099670,305.255219,0.000000
1973-09-20,295.412994,305.837555,0.473994
1973-09-21,295.312378,306.067749,0.324474
1973-09-22,294.769257,306.409576,0.900534
1973-09-23,294.449921,307.011108,0.000000
1973-09-24,293.968628,305.469330,0.576530
1973-09-25,293.105927,299.296783,4.918521
1973-09-26,293.900726,300.238556,10.548963
1973-09-27,294.620789,303.931549,17.842751
1973-09-28,293.325165,299.286163,3.224236
1973-09-29,287.355103,301.222443,0.000000
1973-09-30,286.298767,301.047729,0.000000
1973-10-01,286.054871,302.385406,0.000000
1973-10-02,290.336456,299.446350,0.000000
1973-10-03,284.997681,298.512909,0.000000
1973-10-04,285.177917,298.092773,0.000000
1973-10-05,287.064697,295.258118,0.000000
1973-10-06,287.390076,298.998810,0.683709
1973-10-07,288.394440,299.904175,0.000000
1973-10-08,287.423126,302.471527,0.000000
1973-10-09,289.873505,302.295654,0.000000
1973-10-10,289.037231,302.758850,0.000000
1973-10-11,288.615295,302.064697,0.000000
1973-10-12,290.027679,299.703247,1.058303
1973-10-13,292.215729,298.939545,3.096025
1973-10-14,291.801483,305.016632,8.605730
1973-10-15,289.111908,306.305450,0.000000
1973-10-16,290.889648,306.301910,0.000000
1973-10-17,293.755737,305.443420,0.000000
1973-10-18,292.286896,300.982147,1.588406
1973-10-19,292.702698,303.306091,6.841242
1973-10-20,291.559296,304.701111,0.000000
1973-10-21,292.468536,304.284485,0.000000
1973-10-22,283.619354,300.160248,7.228138
1973-10-23,276.405701,288.902222,0.993320
1973-10-24,278.718811,293.065247,0.000000
1973-10-25,282.563416,291.220856,0.000000
1973-10-26,289.738159,295.271271,36.776012
1973-10-27,283.470551,290.765594,5.473406
1973-10-28,281.954803,291.120178,9.343324
1973-10-29,282.008209,286.542236,0.000000
1973-10-30,283.372162,296.922943,0.000000
1973-10-31,283.966949,295.337067,0.000000
1973-11-01,284.685699,299.693054,0.000000
1973-11-02,291.040863,303.655701,0.000000
1973-11-03,287.355133,299.226044,0.000000
1973-11-04,275.987640,292.491272,0.000000
1973-11-05,277.629211,297.832947,0.000000
1973-11-06,283.339203,299.388885,0.000000
1973-11-07,281.081024,296.132141,0.000000
1973-11-08,281.568359,297.199402,0.000000
1973-11-09,283.954285,292.589478,0.000000
1973-11-10,288.481720,302.810852,2.113967
1973-11-11,289.152527,304.032898,0.000000
1973-11-12,290.987396,303.827667,0.000000
1973-11-13,290.217285,299.588654,2.641123
1973-11-14,284.888214,295.504517,0.000000
1973-11-15,285.005341,299.165497,0.000000
1973-11-16,288.464905,302.266418,0.000000
1973-11-17,289.823669,303.794678,0.000000
1973-11-18,287.997864,300.331787,0.000000
1973-11-19,285.146271,294.479767,0.000000
1973-11-20,275.262787,285.795990,0.281553
1973-11-21,278.058990,286.421295,0.366847
1973-11-22,283.773285,294.111450,0.000000
1973-11-23,288.925323,298.913147,0.000000
1973-11-24,285.436737,299.812775,0.000000
1973-11-25,286.536621,296.920166,0.000000
1973-11-26,284.806610,293.553375,0.918484
1973-11-27,280.827545,291.596039,12.850132
1973-11-28,286.583771,297.702515,2.135173
1973-11-29,276.726593,290.436005,0.808094
1973-11-30,275.294403,294.547852,0.000000
1973-12-01,280.382996,297.299042,0.000000
1973-12-02,281.971893,292.580383,4.961467
1973-12-03,274.449188,284.481445,0.310923
1973-12-04,271.683258,284.401398,0.000000
1973-12-05,274.537262,283.325317,0.978469
1973-12-06,279.436340,294.261475,5.016470
1973-12-07,279.695251,290.705322,0.000000
1973-12-08,275.819885,291.954041,0.000000
1973-12-09,279.674927,290.922180,5.547030
1973-12-10,267.306091,283.545898,0.000000
1973-12-11,269.473969,279.051605,5.083546
1973-12-12,271.609741,282.463318,0.000000
1973-12-13,268.762451,286.057556,0.000000
1973-12-14,270.655579,290.752014,0.000000
1973-12-15,275.608063,294.502014,0.000000
1973-12-16,277.180573,293.650299,0.000000
1973-12-17,274.978851,289.492279,0.000000
1973-12-18,277.684357,293.150146,0.000000
1973-12-19,279.539734,296.902100,0.000000
1973-12-20,280.510223,296.793640,0.000000
1973-12-21,282.526794,297.647339,0.000000
1973-12-22,279.929840,296.938171,0.000000
1973-12-23,279.898468,298.282837,0.000000
1973-12-24,280.536865,297.338440,0.000000
1973-12-25,282.224670,295.743256,0.000000
1973-12-26,281.234802,291.266388,0.000000
1973-12-27,279.274567,288.066803,0.000000
1973-12-28,280.545929,293.047333,0.000000
1973-12-29,278.672791,297.105133,0.000000
1973-12-30,270.199799,290.286194,0.000000
1973-12-31,268.527405,288.117737,0.000000
1974-01-01,278.494659,298.772095,3.045079
1974-01-02,283.620087,298.292267,0.000000
1974-01-03,282.413818,300.733521,0.000000
1974-01-04,286.015869,303.187988,0.000000
1974-01-05,287.157928,298.637024,0.000000
1974-01-06,287.237671,301.892517,0.000000
1974-01-07,288.457153,301.689392,0.315076
1974-01-08,289.110321,298.076385,0.538559
1974-01-09,284.908020,294.180725,1.459212
1974-01-10,277.993561,288.904510,0.000000
1974-01-11,274.745758,284.307587,0.000000
1974-01-12,276.393280,289.755829,0.000000
1974-01-13,284.294067,292.147797,0.000000
1974-01-14,280.375641,288.892151,0.000000
1974-01-15,275.875061,285.852631,0.000000
1974-01-16,276.801819,283.778503,4.798728
1974-01-17,277.493561,288.030487,7.730788
1974-01-18,276.497131,294.356934,0.000000
1974-01-19,281.368347,297.512177,0.000000
1974-01-20,285.266998,297.837830,2.559870
1974-01-21,272.984009,292.299072,1.897605
1974-01-22,270.254028,279.452698,8.474751
1974-01-23,267.997650,276.889862,0.713194
1974-01-24,269.264587,286.715607,0.000000
1974-01-25,272.585205,289.293823,0.000000
1974-01-26,279.842865,286.482086,20.206705
1974-01-27,282.724396,295.262360,4.755425
1974-01-28,281.363068,296.395844,0.000000
1974-01-29,278.008118,292.084656,0.000000
1974-01-30,273.854004,289.658417,0.000000
1974-01-31,274.302551,290.945251,0.000000
1974-02-01,270.222931,282.767120,0.000000
1974-02-02,273.728210,286.165771,0.000000
1974-02-03,273.697174,287.612946,0.000000
1974-02-04,275.592499,292.803833,0.000000
1974-02-05,281.814880,294.761444,0.000000
1974-02-06,282.889648,295.791718,0.000000
1974-02-07,285.718475,297.565460,0.000000
1974-02-08,279.409973,294.478394,0.000000
1974-02-09,276.820251,291.787781,0.000000
1974-02-10,278.395264,299.866425,0.000000
1974-02-11,287.522278,296.200073,0.738012
1974-02-12,281.382050,291.083099,0.590141
1974-02-13,269.389404,284.288452,0.000000
1974-02-14,275.005829,295.800995,0.000000
1974-02-15,280.442383,300.723846,0.000000
1974-02-16,286.987457,301.809174,0.000000
1974-02-17,286.154480,299.939972,0.000000
1974-02-18,281.744049,293.789185,0.000000
1974-02-19,278.054504,294.345520,0.000000
1974-02-20,282.037659,297.208679,0.000000
1974-02-21,280.939026,296.540253,0.000000
1974-02-22,281.534637,295.703125,0.000000
1974-02-23,284.794495,302.551208,0.000000
1974-02-24,287.277161,307.651550,0.000000
1974-02-25,286.881317,300.909760,0.000000
1974-02-26,279.775177,294.051178,0.000000
1974-02-27,278.154022,293.197021,0.000000
1974-02-28,283.468140,295.489166,0.000000
1974-03-01,284.324615,298.758667,0.000000
1974-03-02,288.662994,302.572754,0.652197
1974-03-03,284.457764,298.415161,0.000000
1974-03-04,277.203613,286.719757,0.000000
1974-03-05,278.232758,289.714752,0.000000
1974-03-06,281.036499,297.565613,0.000000
1974-03-07,287.031006,301.714935,0.000000
1974-03-08,289.268890,298.462067,8.262534
1974-03-09,286.518158,293.393127,12.419342
1974-03-10,286.375702,290.652771,30.433905
1974-03-11,287.024750,291.364197,36.734634
1974-03-12,283.814697,288.485138,32.254738
1974-03-13,280.500092,284.975128,13.805632
1974-03-14,282.784637,292.548859,4.719541
1974-03-15,282.340668,293.166718,0.000000
1974-03-16,281.032562,295.413788,0.668934
1974-03-17,286.304047,301.302399,0.324547
1974-03-18,286.841736,301.193054,0.000000
1974-03-19,289.926544,299.585724,1.591110
1974-03-20,280.407349,295.807190,0.000000
1974-03-21,279.471039,299.521729,0.000000
1974-03-22,280.863403,300.370850,0.000000
1974-03-23,282.032318,299.830139,0.000000
1974-03-24,286.439667,304.172516,0.000000
1974-03-25,287.993866,301.186554,0.000000
1974-03-26,284.242645,296.422363,0.000000
1974-03-27,282.968048,291.894257,0.000000
1974-03-28,284.765076,295.583527,16.334927
1974-03-29,285.684387,303.591125,1.384309
1974-03-30,283.039978,302.089478,0.000000
1974-03-31,284.455841,301.932800,0.000000
1974-04-01,286.947632,304.000641,0.000000
1974-04-02,291.528534,307.174652,0.000000
1974-04-03,289.832001,303.880707,0.000000
1974-04-04,286.501251,302.928345,0.000000
1974-04-05,286.495544,298.936951,0.000000
1974-04-06,282.051697,294.017761,0.000000
1974-04-07,281.378754,298.724426,0.000000
1974-04-08,283.067444,303.219116,0.000000
1974-04-09,287.828247,305.243317,0.000000
1974-04-10,292.603088,301.277374,0.000000
1974-04-11,289.118896,302.440063,1.226909
1974-04-12,289.560974,298.923309,3.844484
1974-04-13,285.045685,294.661133,0.000000
1974-04-14,283.139252,291.503448,0.000000
1974-04-15,282.935455,289.523041,0.000000
1974-04-16,283.159332,296.947693,0.000000
1974-04-17,288.176697,299.318298,12.198329
1974-04-18,290.984589,299.846008,19.680759
1974-04-19,290.092743,301.431396,26.501862
1974-04-20,289.504486,304.856262,2.040911
1974-04-21,290.715271,302.483124,0.000000
1974-04-22,288.569458,298.236145,0.000000
1974-04-23,286.109802,296.877319,14.374434
1974-04-24,283.548767,295.684906,8.964415
1974-04-25,283.157410,302.255493,0.000000
1974-04-26,284.217285,304.393372,0.000000
1974-04-27,284.467102,305.445068,0.493735
1974-04-28,289.801361,304.237762,0.000000
1974-04-29,290.032959,301.231140,12.894490
1974-04-30,287.294830,302.231354,4.169855
1974-05-01,288.909393,298.627655,4.403152
1974-05-02,288.749481,297.235748,19.187641
1974-05-03,284.552917,295.893768,0.000000
1974-05-04,286.269165,297.462891,0.000000
1974-05-05,290.773468,296.476166,33.633778
1974-05-06,286.058655,302.617096,0.681999
1974-05-07,285.076660,301.829590,0.627714
1974-05-08,284.328461,302.231873,0.000000
1974-05-09,285.628021,300.099365,0.000000
1974-05-10,283.954803,300.951569,0.000000
1974-05-11,290.879700,304.589539,1.282652
1974-05-12,291.226501,304.046631,0.295881
1974-05-13,287.473450,300.705292,1.551215
1974-05-14,285.690094,297.049622,0.000000
1974-05-15,283.234924,295.708588,0.000000
1974-05-16,284.052612,295.374451,0.000000
1974-05-17,289.550964,297.605103,0.000000
1974-05-18,289.232330,300.710602,0.000000
1974-05-19,291.731171,302.899261,0.000000
1974-05-20,290.254791,303.478577,0.616843
1974-05-21,288.403107,305.587738,0.000000
1974-05-22,291.068909,305.956665,0.325704
1974-05-23,292.773560,306.530945,0.000000
1974-05-24,292.042847,307.856171,0.000000
1974-05-25,293.904419,304.840027,0.000000
1974-05-26,292.341736,301.170441,0.000000
1974-05-27,290.716187,301.130981,0.000000
1974-05-28,290.770416,302.768280,0.000000
1974-05-29,292.313171,303.880249,0.000000
1974-05-30,293.171509,303.565125,0.488903
1974-05-31,293.753326,303.783539,0.554876
1974-06-01,292.182953,303.794739,0.000000
1974-06-02,293.902191,306.674225,0.000000
1974-06-03,295.268524,308.898407,0.000000
1974-06-04,294.520660,307.533203,0.000000
1974-06-05,294.198853,303.290436,0.000000
1974-06-06,291.737244,300.499969,0.000000
1974-06-07,290.447113,302.250854,0.000000
1974-06-08,291.222778,304.564240,0.000000
1974-06-09,291.576080,309.095123,0.000000
1974-06-10,295.138153,310.813934,0.000000
1974-06-11,295.560913,312.275635,0.000000
1974-06-12,296.460510,311.327271,0.000000
1974-06-13,296.707794,311.346313,0.000000
1974-06-14,297.238953,311.691101,0.000000
1974-06-15,298.538177,308.662018,0.000000
1974-06-16,298.868073,310.250031,0.000000
1974-06-17,298.605530,309.274567,0.000000
1974-06-18,296.693390,308.893799,0.000000
1974-06-19,298.533478,310.441803,0.000000
1974-06-20,297.144501,309.947601,0.000000
1974-06-21,296.759033,307.727234,0.000000
1974-06-22,295.809204,307.774750,0.000000
1974-06-23,297.143433,311.018616,0.000000
1974-06-24,297.828064,309.893127,0.000000
1974-06-25,296.509094,306.751556,3.829821
1974-06-26,296.150269,305.619751,7.180152
1974-06-27,296.116211,305.816193,3.516492
1974-06-28,295.498718,306.248016,4.247021
1974-06-29,295.726593,307.422668,1.546473
1974-06-30,295.605133,305.362854,0.288565
1974-07-01,294.435944,306.450623,0.000000
1974-07-02,294.602356,310.134766,0.000000
1974-07-03,296.554504,311.817780,0.000000
1974-07-04,297.316772,310.965424,0.000000
1974-07-05,296.316376,307.952057,1.346645
1974-07-06,295.503174,303.061707,0.000000
1974-07-07,294.764771,306.093628,0.000000
