#Variables:
#tasmax_bcc-csm1-1_historical(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K)"
1974-09-23,306.779388
1974-09-24,306.242035
1974-09-25,304.941406
1974-09-26,302.612030
1974-09-27,297.754608
1974-09-28,299.668854
1974-09-29,301.164490
1974-09-30,302.339325
1974-10-01,303.138184
1974-10-02,303.272858
1974-10-03,303.379639
1974-10-04,302.810638
1974-10-05,300.783447
1974-10-06,301.528625
1974-10-07,302.331299
1974-10-08,302.707367
1974-10-09,302.598145
1974-10-10,297.103516
1974-10-11,292.395630
1974-10-12,296.738770
1974-10-13,299.586914
1974-10-14,300.484375
1974-10-15,300.764069
1974-10-16,300.375946
1974-10-17,298.033020
1974-10-18,297.437317
1974-10-19,298.115021
1974-10-20,297.475891
1974-10-21,296.206360
1974-10-22,295.076965
1974-10-23,295.821014
1974-10-24,291.973541
1974-10-25,292.622925
1974-10-26,293.322449
1974-10-27,293.974670
1974-10-28,293.593079
1974-10-29,293.656555
1974-10-30,295.379852
1974-10-31,295.772125
1974-11-01,294.756744
1974-11-02,297.024933
1974-11-03,295.501343
1974-11-04,292.820465
1974-11-05,295.337067
1974-11-06,295.134247
1974-11-07,294.445770
1974-11-08,295.197754
1974-11-09,294.805359
1974-11-10,294.111877
1974-11-11,294.240814
1974-11-12,293.846832
1974-11-13,291.282410
1974-11-14,293.810059
1974-11-15,290.644135
1974-11-16,290.279358
1974-11-17,295.715881
1974-11-18,298.014252
1974-11-19,299.161774
1974-11-20,299.306610
1974-11-21,298.045074
1974-11-22,294.686432
1974-11-23,284.293518
1974-11-24,286.819885
1974-11-25,288.897308
1974-11-26,290.060516
1974-11-27,289.803314
1974-11-28,287.562592
1974-11-29,290.557617
1974-11-30,291.268768
1974-12-01,291.609100
1974-12-02,282.327515
1974-12-03,280.717285
1974-12-04,280.182770
1974-12-05,281.835815
1974-12-06,285.349945
1974-12-07,287.113098
1974-12-08,296.913757
1974-12-09,294.061188
1974-12-10,280.118286
1974-12-11,282.023529
1974-12-12,286.640442
1974-12-13,285.970154
1974-12-14,286.601990
1974-12-15,283.622284
1974-12-16,286.537933
1974-12-17,284.194733
1974-12-18,283.500488
1974-12-19,283.289001
1974-12-20,280.747864
1974-12-21,286.064697
1974-12-22,287.754852
1974-12-23,284.294281
1974-12-24,284.672272
1974-12-25,288.787170
1974-12-26,286.642151
1974-12-27,286.503632
1974-12-28,284.683350
1974-12-29,286.112610
1974-12-30,285.308807
1974-12-31,282.859009
1975-01-01,290.894073
1975-01-02,296.660706
1975-01-03,295.133820
1975-01-04,292.493378
1975-01-05,289.277527
1975-01-06,285.920685
1975-01-07,286.999298
1975-01-08,288.051117
1975-01-09,287.994995
1975-01-10,289.657043
1975-01-11,283.030334
1975-01-12,286.168884
1975-01-13,293.404327
1975-01-14,291.322357
1975-01-15,292.116669
1975-01-16,290.907654
1975-01-17,288.950409
1975-01-18,289.439667
1975-01-19,291.985870
1975-01-20,297.146820
1975-01-21,297.716522
1975-01-22,294.839752
1975-01-23,297.157471
1975-01-24,297.051056
1975-01-25,299.569611
1975-01-26,298.665131
1975-01-27,298.417847
1975-01-28,297.684753
1975-01-29,298.594635
1975-01-30,298.016876
1975-01-31,296.191620
1975-02-01,284.787231
1975-02-02,291.087128
1975-02-03,287.930450
1975-02-04,288.584198
1975-02-05,297.315521
1975-02-06,297.702209
1975-02-07,298.650177
1975-02-08,296.333252
1975-02-09,292.920349
1975-02-10,290.925201
1975-02-11,289.995453
1975-02-12,287.840149
1975-02-13,290.056427
1975-02-14,295.569733
1975-02-15,297.640625
1975-02-16,298.906708
1975-02-17,297.734161
1975-02-18,298.249878
1975-02-19,297.321167
1975-02-20,296.416595
1975-02-21,299.710205
1975-02-22,298.758667
1975-02-23,299.240845
1975-02-24,297.964630
1975-02-25,292.237488
1975-02-26,297.659302
1975-02-27,297.369812
1975-02-28,286.534424
1975-03-01,287.115601
1975-03-02,287.942810
1975-03-03,292.348267
1975-03-04,295.297607
1975-03-05,293.010345
1975-03-06,289.928925
1975-03-07,289.887848
1975-03-08,292.747833
1975-03-09,296.638092
1975-03-10,297.653137
1975-03-11,298.916168
1975-03-12,299.967072
1975-03-13,301.069855
1975-03-14,302.063660
1975-03-15,301.358276
1975-03-16,302.457184
1975-03-17,298.203186
1975-03-18,293.452362
1975-03-19,293.252594
1975-03-20,292.463928
1975-03-21,294.663757
1975-03-22,296.943146
1975-03-23,298.983490
1975-03-24,301.822296
1975-03-25,302.388641
1975-03-26,305.382111
1975-03-27,304.349213
1975-03-28,300.037781
1975-03-29,298.759888
1975-03-30,299.876160
1975-03-31,302.764771
1975-04-01,303.704620
1975-04-02,303.201721
1975-04-03,298.222382
1975-04-04,300.546692
1975-04-05,301.940338
1975-04-06,301.718872
1975-04-07,300.310394
1975-04-08,300.670929
1975-04-09,299.589081
1975-04-10,296.348755
1975-04-11,295.786163
1975-04-12,298.495728
1975-04-13,300.429901
1975-04-14,299.526642
1975-04-15,301.407562
1975-04-16,302.512329
1975-04-17,301.729065
1975-04-18,300.633453
1975-04-19,302.837708
1975-04-20,301.964111
1975-04-21,301.948273
1975-04-22,304.487122
1975-04-23,303.644684
1975-04-24,303.356842
1975-04-25,303.985352
1975-04-26,304.845490
1975-04-27,303.665253
1975-04-28,306.446930
1975-04-29,306.326691
1975-04-30,309.060394
1975-05-01,307.026672
1975-05-02,301.507416
1975-05-03,301.522308
1975-05-04,300.443176
1975-05-05,300.803375
1975-05-06,303.913727
1975-05-07,308.739380
1975-05-08,307.145508
1975-05-09,303.633423
1975-05-10,300.561523
1975-05-11,306.063751
1975-05-12,306.921753
1975-05-13,306.298370
1975-05-14,307.618073
1975-05-15,308.763489
1975-05-16,307.913849
1975-05-17,310.362305
1975-05-18,310.941406
1975-05-19,310.118011
1975-05-20,304.619751
1975-05-21,297.739777
1975-05-22,295.144440
1975-05-23,297.068756
1975-05-24,300.033508
1975-05-25,303.011292
1975-05-26,304.357147
1975-05-27,305.664795
1975-05-28,305.897400
1975-05-29,306.704651
1975-05-30,306.020477
1975-05-31,305.839233
1975-06-01,304.811401
1975-06-02,305.342072
1975-06-03,307.437134
1975-06-04,306.750519
1975-06-05,303.997406
1975-06-06,301.908691
1975-06-07,301.737457
1975-06-08,299.823639
1975-06-09,302.829529
1975-06-10,302.393463
1975-06-11,299.891357
1975-06-12,300.657684
1975-06-13,299.997955
1975-06-14,298.892883
1975-06-15,299.117981
1975-06-16,301.781860
1975-06-17,299.252808
1975-06-18,301.701202
1975-06-19,300.868500
1975-06-20,300.508545
1975-06-21,300.976227
1975-06-22,300.514862
1975-06-23,299.829773
1975-06-24,301.000275
1975-06-25,300.287201
1975-06-26,301.165649
1975-06-27,302.417084
1975-06-28,303.321594
1975-06-29,304.284821
1975-06-30,305.263336
1975-07-01,305.937225
1975-07-02,306.286102
1975-07-03,306.571655
1975-07-04,306.821655
1975-07-05,307.424713
1975-07-06,307.582825
1975-07-07,307.639252
1975-07-08,309.447021
1975-07-09,312.160950
1975-07-10,311.714630
1975-07-11,310.251343
1975-07-12,309.480530
1975-07-13,308.625824
1975-07-14,308.540100
1975-07-15,310.511475
1975-07-16,310.820038
1975-07-17,310.283447
1975-07-18,309.920563
1975-07-19,309.479431
1975-07-20,309.448914
1975-07-21,310.656860
1975-07-22,310.354431
1975-07-23,311.238800
1975-07-24,311.113007
1975-07-25,310.927002
1975-07-26,311.376343
1975-07-27,311.118683
1975-07-28,310.615204
1975-07-29,311.514496
1975-07-30,312.949707
1975-07-31,312.332672
1975-08-01,311.820862
1975-08-02,310.664429
1975-08-03,309.267792
1975-08-04,309.642273
1975-08-05,310.258484
1975-08-06,309.425781
1975-08-07,309.180511
1975-08-08,308.936951
1975-08-09,308.533600
1975-08-10,308.961395
1975-08-11,308.623138
1975-08-12,308.668976
1975-08-13,307.658783
1975-08-14,308.770844
1975-08-15,308.141785
1975-08-16,308.658966
1975-08-17,307.878571
1975-08-18,306.171478
1975-08-19,304.728088
1975-08-20,305.175812
1975-08-21,306.644775
1975-08-22,305.980316
1975-08-23,304.681763
1975-08-24,302.048248
1975-08-25,303.248596
1975-08-26,304.162842
1975-08-27,304.110291
1975-08-28,303.447601
1975-08-29,304.911041
1975-08-30,304.843872
1975-08-31,304.863922
1975-09-01,306.352142
1975-09-02,306.774933
1975-09-03,307.032013
1975-09-04,307.190491
1975-09-05,308.151459
1975-09-06,307.934265
1975-09-07,307.723083
1975-09-08,308.814941
1975-09-09,309.346954
1975-09-10,308.523956
1975-09-11,308.754089
1975-09-12,309.810699
1975-09-13,308.560608
1975-09-14,306.618225
1975-09-15,305.882202
1975-09-16,306.145935
1975-09-17,303.773560
1975-09-18,303.384583
1975-09-19,302.657410
1975-09-20,301.488800
1975-09-21,299.141388
1975-09-22,302.598785
1975-09-23,305.313477
1975-09-24,307.123993
1975-09-25,306.998505
1975-09-26,305.336975
1975-09-27,303.430878
1975-09-28,304.421570
1975-09-29,305.517609
1975-09-30,306.052002
1975-10-01,305.015137
1975-10-02,304.743713
1975-10-03,304.687561
1975-10-04,301.257965
1975-10-05,296.204865
1975-10-06,297.939117
1975-10-07,299.924530
1975-10-08,300.367432
1975-10-09,300.482391
1975-10-10,300.643890
1975-10-11,299.962158
1975-10-12,300.134277
1975-10-13,300.442169
1975-10-14,303.577606
1975-10-15,303.435547
1975-10-16,300.139008
1975-10-17,302.795166
1975-10-18,301.965149
1975-10-19,302.145325
1975-10-20,301.733948
1975-10-21,301.726166
1975-10-22,302.624298
1975-10-23,305.278687
1975-10-24,306.385468
1975-10-25,306.057434
1975-10-26,306.003937
1975-10-27,306.168701
1975-10-28,304.373138
1975-10-29,299.219330
1975-10-30,302.043884
1975-10-31,303.248138
1975-11-01,303.781952
1975-11-02,303.041290
1975-11-03,301.529266
1975-11-04,299.894531
1975-11-05,299.524384
1975-11-06,300.374023
1975-11-07,300.720428
1975-11-08,301.050598
1975-11-09,298.856781
1975-11-10,296.979248
1975-11-11,290.809937
1975-11-12,296.485046
1975-11-13,297.846344
1975-11-14,295.874390
1975-11-15,300.652679
1975-11-16,299.558716
1975-11-17,298.571106
1975-11-18,291.352600
1975-11-19,294.395203
1975-11-20,295.708069
1975-11-21,298.913147
1975-11-22,298.476959
1975-11-23,298.204742
1975-11-24,299.370392
1975-11-25,298.365417
1975-11-26,301.598907
1975-11-27,302.225525
1975-11-28,301.606812
1975-11-29,293.804016
1975-11-30,282.982635
1975-12-01,287.775574
1975-12-02,288.543457
1975-12-03,286.744598
1975-12-04,290.649078
1975-12-05,293.530457
1975-12-06,293.746246
1975-12-07,291.230164
1975-12-08,293.520172
1975-12-09,292.679474
1975-12-10,292.260132
1975-12-11,292.534393
1975-12-12,291.907135
1975-12-13,289.451508
1975-12-14,284.287415
1975-12-15,284.743408
1975-12-16,293.994446
1975-12-17,297.723602
1975-12-18,294.571655
1975-12-19,292.829651
1975-12-20,281.091309
1975-12-21,287.252045
1975-12-22,285.845734
1975-12-23,284.823669
1975-12-24,283.277740
1975-12-25,284.591034
1975-12-26,284.418152
1975-12-27,288.499237
1975-12-28,292.227448
1975-12-29,292.074097
1975-12-30,291.141571
1975-12-31,287.215424
1976-01-01,290.287933
1976-01-02,288.577881
1976-01-03,290.342102
1976-01-04,290.266663
1976-01-05,293.045502
1976-01-06,291.145142
1976-01-07,287.899902
1976-01-08,291.298676
1976-01-09,294.988251
1976-01-10,293.481262
1976-01-11,290.815735
1976-01-12,286.636139
1976-01-13,287.760437
1976-01-14,286.824493
1976-01-15,285.083069
1976-01-16,288.250702
1976-01-17,285.785614
1976-01-18,286.655304
1976-01-19,285.502808
1976-01-20,280.384308
1976-01-21,280.213379
1976-01-22,287.826355
1976-01-23,287.710632
1976-01-24,289.142639
1976-01-25,290.874268
1976-01-26,289.963226
1976-01-27,291.937012
1976-01-28,293.858765
1976-01-29,296.229706
1976-01-30,293.129211
1976-01-31,289.834778
1976-02-01,285.204834
1976-02-02,283.261810
1976-02-03,283.135162
1976-02-04,290.595428
1976-02-05,289.271637
1976-02-06,285.302338
1976-02-07,289.257141
1976-02-08,289.592834
1976-02-09,287.943939
1976-02-10,289.011108
1976-02-11,292.449829
1976-02-12,293.490387
1976-02-13,291.534821
1976-02-14,291.103516
1976-02-15,295.055237
1976-02-16,293.210419
1976-02-17,298.311432
1976-02-18,297.508514
1976-02-19,296.636566
1976-02-20,294.499207
1976-02-21,297.785400
1976-02-22,300.060577
1976-02-23,301.859070
1976-02-24,298.484985
1976-02-25,294.586761
1976-02-26,297.117706
1976-02-27,294.990234
1976-02-28,278.614136
1976-02-29,283.052277
1976-03-01,287.490417
1976-03-02,293.549561
1976-03-03,292.216431
1976-03-04,292.372772
1976-03-05,293.435486
1976-03-06,296.721069
1976-03-07,299.803925
1976-03-08,301.201050
1976-03-09,298.299133
1976-03-10,298.995148
1976-03-11,298.511200
1976-03-12,291.814209
1976-03-13,290.652771
1976-03-14,287.934357
1976-03-15,292.159119
1976-03-16,294.118622
1976-03-17,295.639191
1976-03-18,295.993347
1976-03-19,287.133545
1976-03-20,284.077393
1976-03-21,292.870300
1976-03-22,295.635864
1976-03-23,293.224823
1976-03-24,291.667755
1976-03-25,294.729614
1976-03-26,293.504547
1976-03-27,293.441223
1976-03-28,293.411469
1976-03-29,297.193787
1976-03-30,298.962341
1976-03-31,300.808350
1976-04-01,298.981506
1976-04-02,299.890442
1976-04-03,301.073853
1976-04-04,300.436279
1976-04-05,302.135620
1976-04-06,302.603424
1976-04-07,302.054626
1976-04-08,296.974701
1976-04-09,288.240997
1976-04-10,295.782837
1976-04-11,288.085999
1976-04-12,287.591980
1976-04-13,282.428314
1976-04-14,286.193695
1976-04-15,287.001007
1976-04-16,295.836945
1976-04-17,299.236298
1976-04-18,300.545502
1976-04-19,294.711487
1976-04-20,293.731689
1976-04-21,297.455902
1976-04-22,299.422882
1976-04-23,301.846893
1976-04-24,300.642120
1976-04-25,298.998444
1976-04-26,303.648438
1976-04-27,309.252350
1976-04-28,310.462891
1976-04-29,308.685516
1976-04-30,307.637421
1976-05-01,304.238525
1976-05-02,298.447144
1976-05-03,301.368408
1976-05-04,302.368256
1976-05-05,303.977295
1976-05-06,306.720612
1976-05-07,307.778778
1976-05-08,306.366852
1976-05-09,306.953918
1976-05-10,309.939819
1976-05-11,305.527802
1976-05-12,306.357605
1976-05-13,305.890533
1976-05-14,305.914673
1976-05-15,303.649750
1976-05-16,306.818634
1976-05-17,306.605072
1976-05-18,303.764313
1976-05-19,303.982605
1976-05-20,304.044434
1976-05-21,303.207977
1976-05-22,302.376160
1976-05-23,299.498199
1976-05-24,297.056885
1976-05-25,300.659088
1976-05-26,302.618530
1976-05-27,302.602692
1976-05-28,305.685516
1976-05-29,306.658173
1976-05-30,305.348724
1976-05-31,299.631073
1976-06-01,304.333069
1976-06-02,307.726776
1976-06-03,309.738861
1976-06-04,309.448151
1976-06-05,305.897675
1976-06-06,304.328552
1976-06-07,308.847229
1976-06-08,311.280548
1976-06-09,312.757935
1976-06-10,312.007629
1976-06-11,307.688782
1976-06-12,310.251282
1976-06-13,310.454742
1976-06-14,311.029724
1976-06-15,311.078430
1976-06-16,310.808929
1976-06-17,308.143463
1976-06-18,307.024231
1976-06-19,310.624329
1976-06-20,312.488129
1976-06-21,312.154938
1976-06-22,310.951263
1976-06-23,310.411163
1976-06-24,309.968201
1976-06-25,308.707214
1976-06-26,307.396088
1976-06-27,306.873016
1976-06-28,307.394165
1976-06-29,307.352539
1976-06-30,308.033875
1976-07-01,307.505402
1976-07-02,306.496521
1976-07-03,307.411591
1976-07-04,310.633484
1976-07-05,312.689972
1976-07-06,313.763306
1976-07-07,314.059235
1976-07-08,314.008392
1976-07-09,313.814850
1976-07-10,312.123901
1976-07-11,309.408112
1976-07-12,307.892700
1976-07-13,306.830536
1976-07-14,308.538330
1976-07-15,309.571350
1976-07-16,309.382507
1976-07-17,309.604126
1976-07-18,309.617249
1976-07-19,309.721436
1976-07-20,310.263153
1976-07-21,310.934235
1976-07-22,310.485992
1976-07-23,309.599457
1976-07-24,307.757172
1976-07-25,308.501495
1976-07-26,308.944275
1976-07-27,307.952179
1976-07-28,307.246948
1976-07-29,307.587646
1976-07-30,310.337921
1976-07-31,310.559753
1976-08-01,310.265045
1976-08-02,308.286743
1976-08-03,310.106201
1976-08-04,310.149628
1976-08-05,309.516327
1976-08-06,308.117950
1976-08-07,306.515198
1976-08-08,305.833069
1976-08-09,306.926453
1976-08-10,306.972534
1976-08-11,307.197083
1976-08-12,307.105103
1976-08-13,306.573730
1976-08-14,308.324158
1976-08-15,310.102417
1976-08-16,312.261505
1976-08-17,311.826904
1976-08-18,312.420685
1976-08-19,312.753113
1976-08-20,312.256653
1976-08-21,311.513916
1976-08-22,310.867523
1976-08-23,310.134247
1976-08-24,310.074249
1976-08-25,309.240143
1976-08-26,309.503571
1976-08-27,307.593536
1976-08-28,306.663055
1976-08-29,304.680115
1976-08-30,307.315674
1976-08-31,304.748718
1976-09-01,306.109009
1976-09-02,307.863220
1976-09-03,307.885345
1976-09-04,306.992737
1976-09-05,306.463470
1976-09-06,305.993561
1976-09-07,307.086548
1976-09-08,308.004547
1976-09-09,307.634155
1976-09-10,307.439362
1976-09-11,306.988007
1976-09-12,304.901123
1976-09-13,304.757324
1976-09-14,299.672180
1976-09-15,295.304108
1976-09-16,296.256226
1976-09-17,297.610718
1976-09-18,301.964386
1976-09-19,301.852478
1976-09-20,302.786011
1976-09-21,301.584778
1976-09-22,303.181549
1976-09-23,301.824219
1976-09-24,302.946564
1976-09-25,303.565125
1976-09-26,303.200439
1976-09-27,303.552032
1976-09-28,305.941956
1976-09-29,305.932312
1976-09-30,305.212799
1976-10-01,304.909210
1976-10-02,304.742096
1976-10-03,304.036743
1976-10-04,302.958221
1976-10-05,302.957092
1976-10-06,298.007080
1976-10-07,291.764465
1976-10-08,296.561890
1976-10-09,295.387787
1976-10-10,295.265778
1976-10-11,293.822906
1976-10-12,297.523682
1976-10-13,300.415558
1976-10-14,300.827026
1976-10-15,302.405945
1976-10-16,301.599091
1976-10-17,303.475922
1976-10-18,302.759918
1976-10-19,298.433197
1976-10-20,301.294739
1976-10-21,302.301880
1976-10-22,300.736237
1976-10-23,297.904877
1976-10-24,299.171844
1976-10-25,300.485443
1976-10-26,302.240723
1976-10-27,300.896088
1976-10-28,299.025757
1976-10-29,297.223938
1976-10-30,296.310608
1976-10-31,299.709625
1976-11-01,301.271973
1976-11-02,302.266876
1976-11-03,301.311920
1976-11-04,297.088867
1976-11-05,290.747162
1976-11-06,293.580048
1976-11-07,296.438324
1976-11-08,296.772491
1976-11-09,294.369049
1976-11-10,291.663452
1976-11-11,291.855225
1976-11-12,291.194794
1976-11-13,285.694916
1976-11-14,286.805176
1976-11-15,285.431030
1976-11-16,283.332916
1976-11-17,287.077576
1976-11-18,289.101654
1976-11-19,289.243896
1976-11-20,285.000214
1976-11-21,282.619293
1976-11-22,286.208801
1976-11-23,286.244812
1976-11-24,290.806732
1976-11-25,289.107544
1976-11-26,287.889587
1976-11-27,289.123138
1976-11-28,294.304047
1976-11-29,293.433838
1976-11-30,290.460419
1976-12-01,291.390320
1976-12-02,291.606171
1976-12-03,288.891571
1976-12-04,290.673004
1976-12-05,289.035950
1976-12-06,283.325317
1976-12-07,282.048279
1976-12-08,280.788208
1976-12-09,283.277527
1976-12-10,295.843292
1976-12-11,293.419037
1976-12-12,287.135071
1976-12-13,284.219940
1976-12-14,284.433655
1976-12-15,286.214081
1976-12-16,288.378662
1976-12-17,286.715118
1976-12-18,286.902863
1976-12-19,293.095184
1976-12-20,296.998474
1976-12-21,297.880646
1976-12-22,296.868866
1976-12-23,292.951080
1976-12-24,296.988281
1976-12-25,296.239319
1976-12-26,290.468262
1976-12-27,290.022003
1976-12-28,294.188660
1976-12-29,290.650604
1976-12-30,288.796570
1976-12-31,291.695770
1977-01-01,292.313049
1977-01-02,284.297241
1977-01-03,281.528839
1977-01-04,280.749634
1977-01-05,278.692719
1977-01-06,282.026520
1977-01-07,284.106659
1977-01-08,284.272247
1977-01-09,287.204803
1977-01-10,288.799469
1977-01-11,289.734650
1977-01-12,289.667419
1977-01-13,287.952240
1977-01-14,287.245148
1977-01-15,288.585083
1977-01-16,291.315765
1977-01-17,294.230957
1977-01-18,296.446075
1977-01-19,293.624298
1977-01-20,291.529327
1977-01-21,283.812561
1977-01-22,281.551392
1977-01-23,285.798065
1977-01-24,285.109680
1977-01-25,280.753082
1977-01-26,279.533020
1977-01-27,285.484589
1977-01-28,288.886566
1977-01-29,292.019653
1977-01-30,295.847382
1977-01-31,299.915161
1977-02-01,299.850922
1977-02-02,297.816376
1977-02-03,296.815033
1977-02-04,293.546570
1977-02-05,296.482452
1977-02-06,299.235016
1977-02-07,299.401764
1977-02-08,297.701385
1977-02-09,297.241516
1977-02-10,298.310364
1977-02-11,298.004974
1977-02-12,297.264252
1977-02-13,294.019562
1977-02-14,295.576355
1977-02-15,300.528259
1977-02-16,300.735626
1977-02-17,299.094879
1977-02-18,292.079529
1977-02-19,285.478912
1977-02-20,284.651489
1977-02-21,286.279999
1977-02-22,287.752350
1977-02-23,288.436249
1977-02-24,292.508301
1977-02-25,296.971283
1977-02-26,298.896332
1977-02-27,300.622528
1977-02-28,301.629486
1977-03-01,300.507019
1977-03-02,297.739319
1977-03-03,295.071869
1977-03-04,295.192230
1977-03-05,301.836914
1977-03-06,301.671295
1977-03-07,298.669647
1977-03-08,296.369293
1977-03-09,291.956085
1977-03-10,291.565552
1977-03-11,281.239197
1977-03-12,289.024200
1977-03-13,298.764984
1977-03-14,300.024963
1977-03-15,300.630890
1977-03-16,299.486816
1977-03-17,291.873474
1977-03-18,295.307098
1977-03-19,303.240479
1977-03-20,302.026611
1977-03-21,290.912018
1977-03-22,290.608673
1977-03-23,303.616364
1977-03-24,303.703339
1977-03-25,302.385132
1977-03-26,305.957458
1977-03-27,305.191956
1977-03-28,298.591431
1977-03-29,288.662842
1977-03-30,298.979004
1977-03-31,303.690186
1977-04-01,301.698792
1977-04-02,297.361694
1977-04-03,287.861938
1977-04-04,288.864655
1977-04-05,288.361725
1977-04-06,294.773346
1977-04-07,294.326874
1977-04-08,300.097107
1977-04-09,299.577209
1977-04-10,297.708679
1977-04-11,290.135895
1977-04-12,286.023865
1977-04-13,291.092102
1977-04-14,296.623779
1977-04-15,298.738556
1977-04-16,298.203247
1977-04-17,298.065918
1977-04-18,297.425659
1977-04-19,297.359497
1977-04-20,299.350555
1977-04-21,298.120667
1977-04-22,296.934235
1977-04-23,300.385620
1977-04-24,304.658478
1977-04-25,304.548309
1977-04-26,303.206116
1977-04-27,301.158020
1977-04-28,299.637604
1977-04-29,302.499115
1977-04-30,304.841797
1977-05-01,304.303925
1977-05-02,306.889038
1977-05-03,307.787872
1977-05-04,306.029236
1977-05-05,304.789978
1977-05-06,304.585510
1977-05-07,305.015869
1977-05-08,303.384216
1977-05-09,294.926147
1977-05-10,299.156219
1977-05-11,301.227051
1977-05-12,301.639801
1977-05-13,301.408630
1977-05-14,303.688171
1977-05-15,306.074097
1977-05-16,306.525421
1977-05-17,304.614166
1977-05-18,300.416718
1977-05-19,305.088379
1977-05-20,307.310028
1977-05-21,307.572174
1977-05-22,310.925110
1977-05-23,309.708923
1977-05-24,305.967560
1977-05-25,306.952148
1977-05-26,307.686310
1977-05-27,308.569641
1977-05-28,309.008423
1977-05-29,309.476776
1977-05-30,308.316498
1977-05-31,306.799622
1977-06-01,304.347046
1977-06-02,303.229065
1977-06-03,302.818848
1977-06-04,303.495819
1977-06-05,305.733032
1977-06-06,305.550415
1977-06-07,305.445831
1977-06-08,306.398621
1977-06-09,306.719482
1977-06-10,308.453156
1977-06-11,308.089081
1977-06-12,306.080780
1977-06-13,303.563812
1977-06-14,302.598022
1977-06-15,303.007172
1977-06-16,307.362091
1977-06-17,311.501343
1977-06-18,312.414734
1977-06-19,311.367889
1977-06-20,310.802032
1977-06-21,309.666107
1977-06-22,306.544189
1977-06-23,307.316101
1977-06-24,306.624695
1977-06-25,307.095825
1977-06-26,306.652618
1977-06-27,306.560883
1977-06-28,306.200409
1977-06-29,306.369781
1977-06-30,307.869568
1977-07-01,308.439545
1977-07-02,307.981445
1977-07-03,307.131226
1977-07-04,307.023895
1977-07-05,309.346680
1977-07-06,310.190063
1977-07-07,309.422516
1977-07-08,311.010040
1977-07-09,310.790100
1977-07-10,310.589233
1977-07-11,311.617523
1977-07-12,311.162506
1977-07-13,310.896179
1977-07-14,310.623047
1977-07-15,310.234924
1977-07-16,308.063995
1977-07-17,307.180023
1977-07-18,306.132263
1977-07-19,306.590668
1977-07-20,306.802582
1977-07-21,307.785004
1977-07-22,308.570435
1977-07-23,307.426514
1977-07-24,307.371582
1977-07-25,308.290863
1977-07-26,308.523376
1977-07-27,307.650085
1977-07-28,307.226257
1977-07-29,307.658630
1977-07-30,310.292084
1977-07-31,311.007080
1977-08-01,311.496033
1977-08-02,311.270447
1977-08-03,311.063019
1977-08-04,311.614166
1977-08-05,312.066071
1977-08-06,311.824371
1977-08-07,311.644928
1977-08-08,312.230469
1977-08-09,311.963043
1977-08-10,311.769592
1977-08-11,312.085602
1977-08-12,313.273285
1977-08-13,316.023132
1977-08-14,314.151245
1977-08-15,312.990845
1977-08-16,311.157898
1977-08-17,310.734863
1977-08-18,309.645508
1977-08-19,308.111603
1977-08-20,309.477753
1977-08-21,309.279999
1977-08-22,309.753601
1977-08-23,310.648193
1977-08-24,310.461426
1977-08-25,310.474670
1977-08-26,310.012665
1977-08-27,309.980865
1977-08-28,309.267761
1977-08-29,306.938110
1977-08-30,305.353149
1977-08-31,294.900146
1977-09-01,297.600372
1977-09-02,306.283081
1977-09-03,304.267303
1977-09-04,304.393982
1977-09-05,308.242065
1977-09-06,309.630035
1977-09-07,308.871460
1977-09-08,307.844910
1977-09-09,307.583069
1977-09-10,307.914734
1977-09-11,307.465790
1977-09-12,306.533325
1977-09-13,305.155853
1977-09-14,304.320312
1977-09-15,304.954529
1977-09-16,307.144470
1977-09-17,307.839111
1977-09-18,307.451385
1977-09-19,306.218994
1977-09-20,305.826996
1977-09-21,305.695709
1977-09-22,304.821289
1977-09-23,302.226044
1977-09-24,302.333893
1977-09-25,295.168213
1977-09-26,296.632355
1977-09-27,299.734344
1977-09-28,300.750214
1977-09-29,298.481812
1977-09-30,300.244507
1977-10-01,304.314850
1977-10-02,302.843231
1977-10-03,302.064697
1977-10-04,301.450500
1977-10-05,300.492828
1977-10-06,301.418762
1977-10-07,281.287262
1977-10-08,284.672607
1977-10-09,290.794006
1977-10-10,295.128479
1977-10-11,297.683380
1977-10-12,299.768860
1977-10-13,300.888763
1977-10-14,297.339935
1977-10-15,293.379791
1977-10-16,297.017181
1977-10-17,297.832550
1977-10-18,296.505371
1977-10-19,294.087036
1977-10-20,298.269531
1977-10-21,299.195679
1977-10-22,300.112152
1977-10-23,293.758240
1977-10-24,292.425903
1977-10-25,296.122131
1977-10-26,290.300659
1977-10-27,290.852692
1977-10-28,296.223450
1977-10-29,295.282440
1977-10-30,292.731537
1977-10-31,287.641754
1977-11-01,288.126984
1977-11-02,290.449860
1977-11-03,295.277740
1977-11-04,298.360626
1977-11-05,297.048859
1977-11-06,297.174347
1977-11-07,298.238617
1977-11-08,298.447113
1977-11-09,298.050049
1977-11-10,297.838776
1977-11-11,291.200928
1977-11-12,283.655731
1977-11-13,285.731903
