#Variables:
#tasmin_IPSL-CM5A-MR_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-MR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-MR_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),pr_IPSL-CM5A-MR_rcp45(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),pr_IPSL-CM5A-MR_rcp45(mm)
2051-12-20,274.589417,292.007294,0.000000
2051-12-21,281.457123,297.527222,0.000000
2051-12-22,283.739563,292.019470,0.000000
2051-12-23,273.961426,286.827576,0.000000
2051-12-24,278.143066,289.322906,0.544939
2051-12-25,280.643921,288.960632,2.335465
2051-12-26,278.843445,286.464783,0.000000
2051-12-27,278.870178,287.031189,4.140726
2051-12-28,278.220215,292.833832,0.388449
2051-12-29,277.775269,293.926270,0.000000
2051-12-30,281.458466,297.872925,0.000000
2051-12-31,282.921356,299.260345,0.000000
2052-01-01,283.235229,295.472717,0.000000
2052-01-02,277.726898,293.375336,0.000000
2052-01-03,278.913025,296.022217,0.000000
2052-01-04,280.612549,296.409943,0.000000
2052-01-05,283.424652,298.279266,0.000000
2052-01-06,282.902802,296.402954,0.000000
2052-01-07,285.185089,296.624023,1.319999
2052-01-08,282.097229,297.125061,11.605788
2052-01-09,275.409607,289.302032,0.357344
2052-01-10,278.560486,294.880737,0.000000
2052-01-11,283.206512,297.150574,0.000000
2052-01-12,282.740601,296.035797,0.000000
2052-01-13,271.359894,286.083038,0.000000
2052-01-14,272.042023,278.796387,0.799546
2052-01-15,270.419525,283.464142,0.000000
2052-01-16,272.897339,283.774567,0.000000
2052-01-17,276.116821,287.219757,0.369364
2052-01-18,281.956360,289.450195,12.886445
2052-01-19,290.031464,296.848083,24.335640
2052-01-20,278.866364,289.225189,2.379794
2052-01-21,276.939819,285.887054,0.306334
2052-01-22,275.862701,285.902039,0.000000
2052-01-23,278.883209,290.568359,0.000000
2052-01-24,280.668915,287.162994,1.816491
2052-01-25,277.343475,288.697845,0.000000
2052-01-26,278.817078,293.134735,0.000000
2052-01-27,279.508240,291.738373,0.000000
2052-01-28,279.648071,290.941345,0.000000
2052-01-29,279.475159,298.537354,0.000000
2052-01-30,283.395294,297.189148,0.000000
2052-01-31,282.791046,299.142578,0.000000
2052-02-01,286.329865,302.625092,0.000000
2052-02-02,287.908264,303.537079,0.000000
2052-02-03,281.708740,296.622070,0.000000
2052-02-04,280.018738,297.424896,0.000000
2052-02-05,286.753845,296.306183,0.000000
2052-02-06,286.250366,296.568268,0.316383
2052-02-07,288.126617,300.862244,0.000000
2052-02-08,283.321014,296.572540,0.000000
2052-02-09,282.952789,297.061584,0.000000
2052-02-10,286.425964,296.040741,0.000000
2052-02-11,285.284271,291.382385,0.308986
2052-02-12,281.400513,296.933716,0.648544
2052-02-13,287.610779,300.429626,0.353555
2052-02-14,290.103485,297.611206,4.263352
2052-02-15,283.933441,294.035248,0.000000
2052-02-16,285.397461,298.656464,0.000000
2052-02-17,290.242981,297.782562,0.000000
2052-02-18,284.440979,297.936127,0.000000
2052-02-19,285.749573,301.830139,0.000000
2052-02-20,283.051605,296.400482,0.000000
2052-02-21,279.599213,293.048462,0.000000
2052-02-22,285.138428,296.307678,0.000000
2052-02-23,287.660797,302.039490,0.383117
2052-02-24,290.009705,306.239319,0.000000
2052-02-25,289.763153,302.225220,0.000000
2052-02-26,285.709747,300.398346,0.000000
2052-02-27,286.431671,303.184418,0.000000
2052-02-28,290.145538,301.695953,0.360393
2052-02-29,288.398438,301.930542,0.180197
2052-03-01,286.651306,302.165131,0.000000
2052-03-02,288.318481,305.960266,0.000000
2052-03-03,290.229523,301.329712,0.000000
2052-03-04,275.447693,290.108154,0.000000
2052-03-05,275.973663,284.660065,0.000000
2052-03-06,279.178223,288.270630,0.000000
2052-03-07,283.448395,300.743378,0.000000
2052-03-08,289.576477,299.422180,1.284530
2052-03-09,292.444275,301.426758,0.906604
2052-03-10,279.129883,296.572723,1.262104
2052-03-11,280.661896,289.126587,1.265354
2052-03-12,285.029388,295.771057,0.478853
2052-03-13,285.399567,295.427185,3.848424
2052-03-14,282.283600,290.116211,5.574738
2052-03-15,280.599884,289.328613,0.000000
2052-03-16,281.961243,293.678802,0.000000
2052-03-17,285.116180,296.430145,0.557084
2052-03-18,281.260773,293.034821,0.000000
2052-03-19,286.605713,301.193115,0.000000
2052-03-20,291.655304,302.163879,1.814325
2052-03-21,292.880249,300.426147,4.354255
2052-03-22,280.911316,292.585236,1.985906
2052-03-23,280.515076,289.282532,0.000000
2052-03-24,284.240814,298.477478,0.000000
2052-03-25,289.171051,303.767700,0.000000
2052-03-26,289.138000,300.146240,0.000000
2052-03-27,287.061859,294.437531,0.000000
2052-03-28,282.907593,291.679504,0.000000
2052-03-29,283.509399,293.572998,0.000000
2052-03-30,287.099243,299.161377,0.000000
2052-03-31,290.632050,302.296326,0.000000
2052-04-01,289.966675,297.326050,0.000000
2052-04-02,290.206635,301.159576,0.000000
2052-04-03,290.260773,306.886841,0.000000
2052-04-04,293.237518,304.809143,0.000000
2052-04-05,288.557648,300.575958,0.000000
2052-04-06,291.943176,305.459778,0.000000
2052-04-07,294.785889,304.956665,0.620560
2052-04-08,280.321564,298.042175,0.000000
2052-04-09,281.394043,290.778656,0.000000
2052-04-10,284.745605,295.414307,0.000000
2052-04-11,287.210480,301.919983,0.000000
2052-04-12,291.530334,298.776001,0.000000
2052-04-13,287.193420,297.335968,0.000000
2052-04-14,288.541748,301.904877,0.000000
2052-04-15,291.079163,300.943604,0.000000
2052-04-16,290.894562,305.532104,0.000000
2052-04-17,294.173096,302.560760,0.000000
2052-04-18,293.851044,300.786682,0.000000
2052-04-19,294.441132,299.054321,11.426199
2052-04-20,295.914154,306.923645,12.288158
2052-04-21,293.803223,303.926849,7.880133
2052-04-22,295.003052,300.425385,6.632290
2052-04-23,286.330170,299.732056,0.000000
2052-04-24,289.692535,301.796204,0.000000
2052-04-25,293.845490,303.609924,7.919048
2052-04-26,295.509033,300.878448,25.632998
2052-04-27,294.176697,303.085297,11.822118
2052-04-28,288.825592,301.038239,0.000000
2052-04-29,290.068512,301.460693,0.000000
2052-04-30,292.071930,298.627502,0.000000
2052-05-01,290.824615,295.410065,3.860514
2052-05-02,289.000031,299.330505,5.198689
2052-05-03,290.346161,298.055908,5.580272
2052-05-04,294.080017,301.311127,28.468826
2052-05-05,292.169281,301.006714,22.859877
2052-05-06,293.373810,304.682343,6.837361
2052-05-07,292.418610,302.398651,0.000000
2052-05-08,286.837402,298.317841,0.000000
2052-05-09,287.252930,302.444672,0.000000
2052-05-10,288.541656,300.874084,0.000000
2052-05-11,293.500885,299.962006,5.493613
2052-05-12,292.117035,302.400726,7.347962
2052-05-13,290.823029,301.040070,13.009100
2052-05-14,289.656586,301.617249,0.000000
2052-05-15,289.595490,303.568634,0.000000
2052-05-16,289.701050,303.322266,0.000000
2052-05-17,291.167938,301.426758,0.000000
2052-05-18,290.840454,303.870422,0.000000
2052-05-19,291.919891,303.738495,0.000000
2052-05-20,293.322449,305.174683,0.000000
2052-05-21,294.974854,306.730072,0.000000
2052-05-22,296.053894,307.190338,0.000000
2052-05-23,297.650879,305.613098,6.515542
2052-05-24,295.661652,304.841797,1.548510
2052-05-25,295.845032,307.132996,3.007054
2052-05-26,296.279694,311.914429,0.000000
2052-05-27,298.368439,310.891663,0.000000
2052-05-28,297.973633,312.506073,0.000000
2052-05-29,298.086090,313.109497,0.000000
2052-05-30,298.997650,312.008484,0.000000
2052-05-31,299.231995,310.243042,0.000000
2052-06-01,296.092316,304.493256,0.000000
2052-06-02,297.040558,310.600220,0.000000
2052-06-03,299.609009,314.219330,0.000000
2052-06-04,299.103912,311.642212,0.000000
2052-06-05,297.516724,311.789246,0.000000
2052-06-06,299.487549,312.850311,0.000000
2052-06-07,299.314789,312.559814,0.000000
2052-06-08,299.809174,312.630524,0.000000
2052-06-09,298.740967,310.872528,0.000000
2052-06-10,297.688354,308.657684,0.000000
2052-06-11,297.574951,309.649109,0.000000
2052-06-12,298.380981,309.426178,0.000000
2052-06-13,300.396729,304.588074,8.704559
2052-06-14,297.457184,303.511841,3.756744
2052-06-15,298.131989,303.326080,0.434077
2052-06-16,297.450745,300.261078,14.057817
2052-06-17,293.991119,300.486237,14.302721
2052-06-18,291.224762,305.266510,0.523279
2052-06-19,296.632874,306.038147,0.000000
2052-06-20,296.468994,306.890717,0.000000
2052-06-21,298.057220,309.875000,1.840391
2052-06-22,299.181641,311.382172,0.629238
2052-06-23,299.964478,311.536591,0.817924
2052-06-24,299.354828,308.528168,5.652601
2052-06-25,299.402100,308.981842,1.607782
2052-06-26,299.324097,310.638123,0.556551
2052-06-27,299.143677,310.488464,0.665213
2052-06-28,299.422913,309.927551,0.000000
2052-06-29,299.220856,310.224030,0.000000
2052-06-30,299.614319,310.338928,0.000000
2052-07-01,299.793274,310.070862,0.000000
2052-07-02,300.168091,310.632568,0.000000
2052-07-03,300.277832,310.791595,0.000000
2052-07-04,300.236389,310.805298,0.000000
2052-07-05,300.304474,308.736603,5.203715
2052-07-06,300.585022,306.050903,16.228539
2052-07-07,298.118073,306.823761,3.336279
2052-07-08,297.784698,309.108612,0.000000
2052-07-09,298.521301,310.623138,0.000000
2052-07-10,299.933289,311.594696,0.000000
2052-07-11,300.833252,311.984039,0.000000
2052-07-12,300.430939,312.916504,0.000000
2052-07-13,299.843811,312.136414,0.000000
2052-07-14,300.096832,312.258911,0.000000
2052-07-15,299.964752,313.506500,0.000000
2052-07-16,300.827698,313.980316,0.000000
2052-07-17,300.525848,312.812714,0.000000
2052-07-18,299.793182,311.912872,0.000000
2052-07-19,299.846008,310.839478,0.000000
2052-07-20,299.907043,310.674072,0.000000
2052-07-21,300.266113,311.178802,0.000000
2052-07-22,300.727600,310.973846,0.899445
2052-07-23,299.821655,309.019806,4.432110
2052-07-24,299.132629,306.230377,3.705748
2052-07-25,299.010773,304.326477,4.108347
2052-07-26,298.984406,306.334015,1.075303
2052-07-27,299.587433,307.474335,1.592247
2052-07-28,300.297729,305.945587,4.529669
2052-07-29,300.843262,305.403229,4.503734
2052-07-30,301.422211,310.964081,8.407629
2052-07-31,300.698334,312.300690,15.996433
2052-08-01,298.630676,311.359222,2.431576
2052-08-02,298.489685,310.046722,0.000000
2052-08-03,297.970123,309.502960,1.541162
2052-08-04,297.684937,309.195801,1.514506
2052-08-05,298.259552,310.760101,0.000000
2052-08-06,298.223206,311.690277,0.000000
2052-08-07,298.504181,311.666870,3.931871
2052-08-08,299.311493,310.773163,4.175383
2052-08-09,300.165833,308.935425,6.208479
2052-08-10,299.449280,305.268890,8.851247
2052-08-11,298.446686,303.580444,16.731764
2052-08-12,297.025635,305.403168,6.552574
2052-08-13,296.523865,305.413452,3.278252
2052-08-14,296.455505,308.279877,2.517485
2052-08-15,297.221405,310.672028,0.000000
2052-08-16,296.998779,310.559509,0.000000
2052-08-17,297.286591,309.466278,0.000000
2052-08-18,298.429779,309.037842,0.317610
2052-08-19,298.731171,310.648865,0.361095
2052-08-20,298.794220,312.160278,0.000000
2052-08-21,298.772461,312.597229,0.000000
2052-08-22,298.856628,312.476685,0.000000
2052-08-23,298.877991,311.975464,0.000000
2052-08-24,298.838104,311.292389,0.000000
2052-08-25,298.935822,310.448303,0.000000
2052-08-26,298.950226,310.174347,0.000000
2052-08-27,298.841309,309.779694,0.000000
2052-08-28,299.039734,310.677521,0.000000
2052-08-29,299.292847,312.499084,0.000000
2052-08-30,300.772858,315.914307,0.000000
2052-08-31,302.036285,317.510040,0.000000
2052-09-01,301.920135,314.721191,0.474718
2052-09-02,299.183167,310.263489,12.853073
2052-09-03,296.876007,299.857574,46.197079
2052-09-04,296.145233,305.717285,24.090786
2052-09-05,295.693878,306.491730,4.461936
2052-09-06,295.311218,308.852692,0.000000
2052-09-07,294.967194,308.530823,0.000000
2052-09-08,295.462311,309.742920,0.000000
2052-09-09,296.024231,310.900909,0.000000
2052-09-10,297.217377,309.822205,0.000000
2052-09-11,296.285583,309.630798,0.000000
2052-09-12,297.465149,308.889496,2.109184
2052-09-13,298.762756,310.288666,0.000000
2052-09-14,298.458771,310.203461,0.396415
2052-09-15,297.329865,308.632538,0.000000
2052-09-16,297.617950,309.651062,0.000000
2052-09-17,297.119843,309.192749,0.000000
2052-09-18,297.166321,308.621979,0.000000
2052-09-19,297.439514,307.171600,0.000000
2052-09-20,297.337708,307.077240,0.000000
2052-09-21,296.966553,307.699371,0.000000
2052-09-22,296.605164,307.150116,0.403020
2052-09-23,296.885742,307.868866,0.000000
2052-09-24,298.314240,308.693298,0.000000
2052-09-25,298.282501,307.003052,10.720720
2052-09-26,290.100983,298.950897,0.000000
2052-09-27,289.503235,299.528229,0.000000
2052-09-28,291.368408,303.841675,0.000000
2052-09-29,291.630646,300.854065,0.000000
2052-09-30,290.482574,301.514526,0.000000
2052-10-01,290.247345,302.170319,0.000000
2052-10-02,290.166565,303.121857,0.000000
2052-10-03,290.376343,306.228638,0.000000
2052-10-04,292.438477,304.599579,0.000000
2052-10-05,291.298492,303.301178,0.000000
2052-10-06,291.852142,305.041565,0.000000
2052-10-07,291.538452,306.850586,1.484340
2052-10-08,292.793396,307.859314,0.000000
2052-10-09,295.020996,310.384674,0.000000
2052-10-10,295.811249,308.989166,0.000000
2052-10-11,289.208282,303.229095,0.000000
2052-10-12,287.607025,299.511841,0.000000
2052-10-13,291.676270,302.057983,1.643605
2052-10-14,293.983185,302.349792,2.334780
2052-10-15,293.542450,302.060730,6.332751
2052-10-16,292.020599,299.472260,16.983561
2052-10-17,284.720825,296.245148,0.453877
2052-10-18,285.478455,302.343903,0.000000
2052-10-19,290.767914,305.400452,0.000000
2052-10-20,290.891510,308.769073,0.000000
2052-10-21,293.175507,309.351593,0.000000
2052-10-22,295.024323,309.643066,0.000000
2052-10-23,297.719208,308.470276,0.000000
2052-10-24,286.987732,304.316803,0.403831
2052-10-25,288.837311,302.374939,0.000000
2052-10-26,294.168030,305.159119,1.409975
2052-10-27,288.971008,300.171875,0.000000
2052-10-28,287.086151,300.640411,0.000000
2052-10-29,289.531128,304.092712,0.000000
2052-10-30,292.006927,304.973419,0.000000
2052-10-31,294.171875,305.818268,0.000000
2052-11-01,294.317474,304.733124,0.000000
2052-11-02,294.652252,302.251678,5.240351
2052-11-03,293.198730,302.332031,13.754510
2052-11-04,292.955811,303.979736,13.781517
2052-11-05,287.748871,300.697723,0.000000
2052-11-06,290.884094,303.341217,0.000000
2052-11-07,292.793060,304.146759,0.000000
2052-11-08,293.524109,303.786865,14.067970
2052-11-09,292.263519,298.445282,20.299423
2052-11-10,285.695190,293.622803,3.064162
2052-11-11,286.077820,296.510834,0.000000
2052-11-12,289.602417,303.196533,0.000000
2052-11-13,293.074615,303.601990,4.337882
2052-11-14,282.546051,299.388397,0.766101
2052-11-15,278.787140,290.455780,0.000000
2052-11-16,279.328400,291.832825,0.000000
2052-11-17,279.105530,293.110321,0.000000
2052-11-18,283.170288,298.873901,0.000000
2052-11-19,283.102173,295.565704,0.000000
2052-11-20,283.130951,296.668732,0.000000
2052-11-21,284.475403,301.608002,0.000000
2052-11-22,290.466431,304.451813,0.000000
2052-11-23,291.553955,302.680511,0.315407
2052-11-24,293.008179,300.263580,3.693448
2052-11-25,292.743713,302.797363,0.000000
2052-11-26,292.405396,301.671448,0.549394
2052-11-27,290.623474,300.891846,0.000000
2052-11-28,279.584717,294.089264,0.000000
2052-11-29,275.593262,290.899902,0.000000
2052-11-30,279.826874,295.623291,0.398178
2052-12-01,285.266510,301.146881,0.855071
2052-12-02,288.830658,303.416656,0.346323
2052-12-03,287.710449,303.663330,0.000000
2052-12-04,290.803009,298.985718,0.675228
2052-12-05,287.013245,294.778839,0.752514
2052-12-06,283.768555,298.260681,0.504290
2052-12-07,286.755371,301.022552,0.000000
2052-12-08,286.844879,303.639038,0.000000
2052-12-09,290.054138,302.172211,0.000000
2052-12-10,286.277771,297.231720,3.355361
2052-12-11,282.432343,291.139526,7.967384
2052-12-12,280.007843,289.667389,2.177673
2052-12-13,278.699402,292.226318,0.000000
2052-12-14,278.929199,292.049500,0.000000
2052-12-15,280.309143,294.854156,0.000000
2052-12-16,281.601013,295.172058,0.000000
2052-12-17,279.273376,295.948456,0.000000
2052-12-18,283.112427,297.357758,0.000000
2052-12-19,288.071136,297.919525,0.000000
2052-12-20,282.464874,298.889130,0.000000
2052-12-21,287.618225,303.793396,0.000000
2052-12-22,289.916748,303.278870,0.000000
2052-12-23,282.684326,298.208008,0.000000
2052-12-24,278.572784,293.745148,0.000000
2052-12-25,279.811798,293.876831,0.000000
2052-12-26,278.576355,288.635773,0.000000
2052-12-27,279.960480,291.316833,0.576356
2052-12-28,284.631378,295.810791,0.000000
2052-12-29,280.757538,291.175018,0.000000
2052-12-30,277.793915,292.007690,0.000000
2052-12-31,281.605530,296.481293,0.000000
2053-01-01,280.976929,293.698273,0.000000
2053-01-02,281.411621,291.541229,0.000000
2053-01-03,282.705139,295.708771,0.000000
2053-01-04,283.994873,297.108185,0.000000
2053-01-05,283.313141,300.482849,0.000000
2053-01-06,285.819000,298.997192,0.000000
2053-01-07,287.965759,294.903809,0.720479
2053-01-08,282.215179,289.613647,3.510748
2053-01-09,279.665436,289.824799,3.193980
2053-01-10,280.721497,291.435760,1.095580
2053-01-11,281.193268,290.014984,0.439628
2053-01-12,273.317078,292.344940,0.000000
2053-01-13,277.745270,294.273254,0.000000
2053-01-14,283.025818,291.409607,0.000000
2053-01-15,279.885864,293.990540,0.000000
2053-01-16,281.082733,296.461090,0.000000
2053-01-17,285.082245,300.269409,0.000000
2053-01-18,286.139069,297.631409,2.391902
2053-01-19,287.908295,295.450104,18.953873
2053-01-20,277.261475,284.734100,3.067071
2053-01-21,273.064026,284.038055,0.000000
2053-01-22,276.109528,293.462830,0.000000
2053-01-23,286.117035,300.616150,0.000000
2053-01-24,286.128357,300.328918,0.000000
2053-01-25,282.936829,295.670929,0.000000
2053-01-26,274.478638,288.449738,0.000000
2053-01-27,283.080353,299.351227,0.000000
2053-01-28,286.460785,299.484222,0.000000
2053-01-29,285.095490,302.405426,0.000000
2053-01-30,287.324371,300.054169,0.000000
2053-01-31,286.403412,297.381409,0.000000
2053-02-01,282.119781,293.115265,0.000000
2053-02-02,278.482147,286.523438,0.000000
2053-02-03,275.915436,290.467773,0.000000
2053-02-04,281.492401,295.226532,0.000000
2053-02-05,279.787262,290.800415,0.000000
2053-02-06,283.815826,297.536957,0.000000
2053-02-07,286.200989,293.676300,0.000000
2053-02-08,278.209564,288.466370,0.000000
2053-02-09,278.524261,293.346008,0.000000
2053-02-10,279.320740,289.626770,0.000000
2053-02-11,278.559601,293.606934,0.000000
2053-02-12,280.794342,294.056152,0.000000
2053-02-13,284.455048,290.807709,0.000000
2053-02-14,284.078857,289.706482,0.000000
2053-02-15,283.680573,290.422699,0.439887
2053-02-16,280.428802,288.152863,0.000000
2053-02-17,280.607391,287.599945,0.914028
2053-02-18,285.699249,294.185883,9.919304
2053-02-19,282.138092,289.835876,0.596452
2053-02-20,278.132324,290.555969,0.000000
2053-02-21,279.401428,291.191254,0.000000
2053-02-22,278.587341,288.219299,0.654185
2053-02-23,274.280060,281.462555,0.000000
2053-02-24,275.074188,292.633606,0.000000
2053-02-25,281.476532,300.763428,0.000000
2053-02-26,285.769714,302.930267,0.000000
2053-02-27,289.176086,299.991486,0.410648
2053-02-28,285.307800,294.750366,0.000000
2053-03-01,283.520630,291.872925,0.000000
2053-03-02,283.497040,294.694183,0.000000
2053-03-03,285.145935,301.683533,0.000000
2053-03-04,288.526550,299.067200,0.000000
2053-03-05,287.363953,296.320587,0.000000
2053-03-06,286.992676,297.682739,0.000000
2053-03-07,287.348663,296.090424,0.000000
2053-03-08,289.951111,300.521942,0.459821
2053-03-09,291.491669,304.146698,1.340331
2053-03-10,289.611053,300.153198,0.380824
2053-03-11,282.314484,290.095428,0.465482
2053-03-12,282.570953,294.448334,0.000000
2053-03-13,287.559479,301.790924,0.000000
2053-03-14,283.616089,298.365784,0.000000
2053-03-15,284.057190,293.568848,0.000000
2053-03-16,285.112396,298.843811,0.000000
2053-03-17,286.752655,297.454407,0.000000
2053-03-18,288.225708,298.619141,0.000000
2053-03-19,287.257568,299.566742,0.000000
2053-03-20,289.147491,301.739349,0.000000
2053-03-21,291.095856,301.661377,0.000000
2053-03-22,289.952484,305.871277,0.000000
2053-03-23,292.035309,305.131561,0.000000
2053-03-24,292.923401,301.767975,0.888265
2053-03-25,290.057068,298.206879,0.819135
2053-03-26,281.690765,291.841400,0.000000
2053-03-27,282.923370,291.437714,0.000000
2053-03-28,283.967010,291.497589,0.000000
2053-03-29,285.613708,297.629791,0.000000
2053-03-30,288.995972,302.813019,0.000000
2053-03-31,292.374359,303.676025,0.328266
2053-04-01,291.009735,303.989349,0.000000
2053-04-02,289.864594,301.957825,0.000000
2053-04-03,291.350983,298.740662,0.428689
2053-04-04,289.186584,303.214966,0.724507
2053-04-05,287.451569,299.145538,0.000000
2053-04-06,286.033813,298.525482,0.000000
2053-04-07,289.528961,298.524658,0.000000
2053-04-08,283.957275,293.513611,0.000000
2053-04-09,286.066956,295.991455,0.000000
2053-04-10,288.711456,301.369873,0.000000
2053-04-11,290.950165,298.146698,0.972598
2053-04-12,290.756683,298.611603,3.316577
2053-04-13,292.434418,299.901337,10.025340
2053-04-14,286.719849,296.580475,14.474009
2053-04-15,283.394379,292.925293,3.284025
2053-04-16,284.380371,299.080109,0.000000
2053-04-17,289.032745,302.893036,0.000000
2053-04-18,290.171661,307.668549,0.000000
2053-04-19,292.312927,309.793091,0.000000
2053-04-20,292.655762,310.761505,0.000000
2053-04-21,295.955231,307.654541,0.000000
2053-04-22,292.895569,307.967987,0.000000
2053-04-23,295.763184,311.472321,0.000000
2053-04-24,296.046600,311.959869,0.000000
2053-04-25,296.136871,309.779785,0.000000
2053-04-26,295.103912,309.592285,0.000000
2053-04-27,295.705902,313.462799,0.000000
2053-04-28,297.589233,311.470886,0.000000
2053-04-29,296.842926,309.111908,0.000000
2053-04-30,296.939392,308.575287,0.000000
2053-05-01,295.266113,309.181702,0.000000
2053-05-02,296.121277,312.925751,0.000000
2053-05-03,295.979279,311.879761,0.000000
2053-05-04,296.041687,307.961182,0.000000
2053-05-05,295.956177,307.020874,0.000000
2053-05-06,295.794098,309.184357,0.377431
2053-05-07,296.233826,306.944611,0.000000
2053-05-08,296.359558,304.963074,0.000000
2053-05-09,296.084198,308.415131,4.255553
2053-05-10,296.056915,307.352753,0.000000
2053-05-11,296.797150,306.059998,0.000000
2053-05-12,295.115021,303.581787,0.759686
2053-05-13,294.595276,304.506226,0.000000
2053-05-14,295.538940,308.161652,0.000000
2053-05-15,296.884399,308.264038,8.568588
2053-05-16,294.923859,302.565582,0.823089
2053-05-17,295.546387,303.515350,1.529909
2053-05-18,296.175385,303.952118,7.930957
2053-05-19,295.632874,304.717804,0.638606
2053-05-20,295.840271,304.849487,2.936487
2053-05-21,297.180603,308.032745,0.000000
2053-05-22,298.742188,309.300598,0.000000
2053-05-23,297.967010,308.282501,0.000000
2053-05-24,297.885590,306.629639,1.723984
2053-05-25,297.248230,308.198456,21.615433
2053-05-26,296.370178,304.140961,15.515619
2053-05-27,296.221558,301.516113,30.089882
2053-05-28,293.546051,307.074249,0.000000
2053-05-29,294.671326,309.892792,0.000000
2053-05-30,295.940826,310.704102,0.000000
2053-05-31,296.597931,310.726929,0.000000
2053-06-01,297.615295,311.157745,0.000000
2053-06-02,297.706635,311.272339,0.000000
2053-06-03,297.640839,311.164337,0.000000
2053-06-04,297.979553,310.019043,0.000000
2053-06-05,298.525116,311.917084,1.241416
2053-06-06,300.431641,309.068939,16.932358
2053-06-07,297.345184,307.430420,0.911422
2053-06-08,298.113525,309.019440,2.859611
2053-06-09,298.052856,311.883484,0.000000
2053-06-10,298.940186,310.089539,3.603009
2053-06-11,297.737518,312.573914,0.000000
2053-06-12,299.162781,314.248993,0.000000
2053-06-13,299.291870,311.843048,1.247378
2053-06-14,300.394958,310.065918,8.574553
2053-06-15,298.835205,309.005554,0.880044
2053-06-16,298.962616,307.203918,0.511226
2053-06-17,300.370667,306.250977,2.261189
2053-06-18,298.604034,305.168915,14.333232
2053-06-19,298.028564,308.287811,7.088712
2053-06-20,299.062592,310.309723,2.536045
2053-06-21,299.196899,309.626862,3.343780
2053-06-22,298.500671,309.020630,1.835686
2053-06-23,298.539185,310.969238,0.000000
2053-06-24,299.055573,311.580444,0.000000
2053-06-25,298.942322,310.669434,0.000000
2053-06-26,298.786804,309.717010,0.432486
2053-06-27,298.570099,307.974670,1.178507
2053-06-28,298.568909,307.910126,2.503215
2053-06-29,298.995544,308.081787,17.421612
2053-06-30,298.541107,306.434937,36.969105
2053-07-01,298.250122,308.324249,16.426294
2053-07-02,297.739563,309.355011,8.184508
2053-07-03,297.826782,312.983673,0.000000
2053-07-04,298.370789,313.180969,0.000000
2053-07-05,298.388092,313.514587,0.000000
2053-07-06,298.391479,314.375519,0.000000
2053-07-07,298.713745,314.330322,0.000000
2053-07-08,299.857330,313.137756,0.000000
2053-07-09,299.692139,310.904663,1.330298
2053-07-10,300.224274,310.628967,1.301926
2053-07-11,299.620300,311.496735,0.000000
2053-07-12,299.366852,311.501617,2.955588
2053-07-13,299.514435,309.104065,4.295821
2053-07-14,298.540039,307.744904,3.099291
2053-07-15,298.098267,306.717560,14.159675
2053-07-16,298.061035,309.908264,0.000000
2053-07-17,298.398224,310.970917,0.463374
2053-07-18,298.983521,312.264832,0.000000
2053-07-19,299.550323,312.366974,0.000000
2053-07-20,299.538391,312.241119,3.426201
2053-07-21,299.379150,310.971039,1.926209
2053-07-22,299.008728,311.619904,0.000000
2053-07-23,299.624512,313.704498,0.000000
2053-07-24,299.202545,313.012238,0.000000
2053-07-25,299.580963,311.404785,0.804720
2053-07-26,299.128052,312.656464,0.000000
2053-07-27,299.701782,313.537994,0.359026
2053-07-28,299.440979,313.138458,0.000000
2053-07-29,299.134827,312.033813,0.000000
2053-07-30,298.776215,310.849182,1.128954
2053-07-31,298.743774,310.372375,5.567025
2053-08-01,299.556641,311.566833,15.040457
2053-08-02,301.223999,313.510315,15.653670
2053-08-03,298.748840,309.535034,8.274804
2053-08-04,298.248901,309.679718,0.000000
2053-08-05,298.058960,310.960693,0.000000
2053-08-06,297.901184,311.436798,0.000000
2053-08-07,297.997925,312.504181,0.000000
2053-08-08,298.373108,313.054138,0.000000
2053-08-09,298.515869,312.875305,0.000000
2053-08-10,299.103027,313.970551,0.000000
2053-08-11,299.134125,313.807526,0.000000
2053-08-12,299.299683,313.020264,0.000000
2053-08-13,300.250549,313.865753,0.000000
2053-08-14,301.545258,314.522156,0.000000
2053-08-15,301.946594,314.849579,0.000000
2053-08-16,301.722412,314.655090,0.000000
2053-08-17,301.740814,313.829315,0.000000
2053-08-18,302.024445,313.321198,0.527951
2053-08-19,301.475189,313.115784,0.411875
2053-08-20,300.705658,312.104675,0.000000
