#Variables:
#tasmin_MRI-CGCM3_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MRI-CGCM3_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MRI-CGCM3_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MRI-CGCM3_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MRI-CGCM3_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MRI-CGCM3_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MRI-CGCM3_historical(K),tasmax_MRI-CGCM3_historical(K),pr_MRI-CGCM3_historical(mm)"
""
yyyy-mm-dd,tasmin_MRI-CGCM3_historical(K),tasmax_MRI-CGCM3_historical(K),pr_MRI-CGCM3_historical(mm)
1981-06-13,297.316864,309.162964,0.000000
1981-06-14,296.810303,310.158356,0.000000
1981-06-15,295.818665,308.232819,0.000000
1981-06-16,296.003815,309.929749,0.000000
1981-06-17,297.386658,311.003143,0.000000
1981-06-18,298.538177,311.943542,0.000000
1981-06-19,298.491638,310.965027,0.563378
1981-06-20,299.357727,310.529114,0.000000
1981-06-21,297.060883,305.116272,32.366405
1981-06-22,296.614075,302.649139,29.009781
1981-06-23,297.368958,307.481201,10.119621
1981-06-24,298.636139,307.804810,0.000000
1981-06-25,297.899261,307.352539,1.267817
1981-06-26,297.852509,305.491425,0.000000
1981-06-27,297.461029,307.589752,0.000000
1981-06-28,297.489838,307.996979,0.806392
1981-06-29,297.419800,307.404663,2.840018
1981-06-30,295.373993,308.443329,0.000000
1981-07-01,296.266266,309.373505,0.000000
1981-07-02,297.318878,309.946045,0.824426
1981-07-03,297.212524,309.797821,0.000000
1981-07-04,296.267700,307.989716,0.000000
1981-07-05,296.683685,306.871490,0.000000
1981-07-06,296.990814,306.762543,1.540579
1981-07-07,296.462097,308.552063,2.453730
1981-07-08,294.745392,304.252991,3.670815
1981-07-09,297.174713,301.771301,7.374408
1981-07-10,295.807526,304.369598,0.000000
1981-07-11,294.872772,307.227203,0.633459
1981-07-12,294.823792,308.311951,0.361871
1981-07-13,294.934418,308.852539,0.000000
1981-07-14,295.832703,309.709747,0.000000
1981-07-15,296.569519,309.804962,0.000000
1981-07-16,297.979980,310.814575,0.000000
1981-07-17,297.882538,310.633453,0.000000
1981-07-18,299.136322,308.940186,2.113998
1981-07-19,298.390747,308.909485,0.518589
1981-07-20,298.680420,307.442017,0.000000
1981-07-21,298.129944,305.215637,1.895586
1981-07-22,297.277588,304.167419,9.875870
1981-07-23,296.487823,305.948486,0.000000
1981-07-24,294.950531,303.923553,0.000000
1981-07-25,294.553467,303.697632,0.524275
1981-07-26,295.134155,306.076904,0.000000
1981-07-27,295.803406,306.548828,5.192167
1981-07-28,296.105621,307.656097,0.000000
1981-07-29,297.048431,307.899994,5.329594
1981-07-30,295.101990,306.733276,13.455598
1981-07-31,296.565674,306.953857,7.819144
1981-08-01,295.671112,305.199097,3.358035
1981-08-02,295.539429,306.232300,2.922161
1981-08-03,295.500488,306.765228,1.233697
1981-08-04,295.788025,308.802887,0.000000
1981-08-05,296.264648,310.459167,0.000000
1981-08-06,296.129547,310.366394,0.000000
1981-08-07,297.077820,310.162659,0.000000
1981-08-08,295.491455,308.276062,0.709302
1981-08-09,295.991211,310.902374,0.000000
1981-08-10,296.986603,311.578918,0.000000
1981-08-11,297.501465,311.594116,0.000000
1981-08-12,298.547516,312.096375,0.000000
1981-08-13,297.725189,311.993530,0.000000
1981-08-14,297.592377,311.483643,0.000000
1981-08-15,298.348022,311.644775,0.843658
1981-08-16,297.332458,308.561157,1.979713
1981-08-17,296.877747,308.479462,0.427709
1981-08-18,296.058289,309.609039,0.000000
1981-08-19,296.960907,310.004486,0.000000
1981-08-20,297.587494,310.613098,0.000000
1981-08-21,297.366852,310.481964,0.000000
1981-08-22,297.423523,309.703491,0.000000
1981-08-23,296.919006,309.973053,0.000000
1981-08-24,296.372223,310.893402,0.000000
1981-08-25,296.071991,311.907745,0.000000
1981-08-26,298.224579,312.753113,0.000000
1981-08-27,299.715820,312.077515,0.000000
1981-08-28,297.135071,311.472687,0.000000
1981-08-29,296.142426,308.374847,4.539712
1981-08-30,295.932343,308.350830,1.508655
1981-08-31,294.673431,308.481903,0.000000
1981-09-01,294.873779,308.573639,0.000000
1981-09-02,297.585754,310.090942,0.000000
1981-09-03,297.436523,309.910187,0.000000
1981-09-04,294.452911,311.223328,0.000000
1981-09-05,295.553253,313.900818,0.000000
1981-09-06,295.631042,315.907898,0.000000
1981-09-07,296.779633,315.580353,0.000000
1981-09-08,297.082153,313.123230,0.000000
1981-09-09,296.758148,309.802368,0.000000
1981-09-10,294.760895,309.119324,0.000000
1981-09-11,294.693726,308.915253,0.000000
1981-09-12,295.069275,307.106049,0.000000
1981-09-13,295.506897,309.380920,0.000000
1981-09-14,294.250061,309.356659,0.000000
1981-09-15,295.714844,309.108002,0.000000
1981-09-16,295.973083,309.057709,0.000000
1981-09-17,297.153107,308.165497,0.000000
1981-09-18,296.379852,306.828400,10.596456
1981-09-19,297.013214,308.951874,0.000000
1981-09-20,296.253418,309.589172,0.000000
1981-09-21,297.307373,307.655060,0.666908
1981-09-22,296.408295,308.650269,0.000000
1981-09-23,296.193695,307.456390,0.673903
1981-09-24,295.283722,306.163055,21.729496
1981-09-25,294.878296,302.736603,8.277805
1981-09-26,294.849731,304.741180,2.027540
1981-09-27,294.093750,300.545746,2.707846
1981-09-28,293.253571,298.650818,21.492449
1981-09-29,293.941467,304.963745,5.606463
1981-09-30,293.099762,305.273041,5.339797
1981-10-01,293.465149,305.638702,3.002095
1981-10-02,293.191498,304.295380,0.000000
1981-10-03,289.627319,304.979462,0.000000
1981-10-04,289.716522,302.917999,0.000000
1981-10-05,292.878113,305.534332,0.304298
1981-10-06,294.578613,304.284851,1.269117
1981-10-07,295.083221,305.079559,0.000000
1981-10-08,294.675079,305.737061,0.000000
1981-10-09,295.319153,304.040222,0.424285
1981-10-10,295.410400,303.628845,3.207989
1981-10-11,293.552612,305.146088,3.179698
1981-10-12,294.858215,304.871338,0.000000
1981-10-13,296.052246,304.252960,0.000000
1981-10-14,294.916168,305.740723,0.753081
1981-10-15,288.634033,304.670563,0.349757
1981-10-16,287.641205,295.087128,23.273052
1981-10-17,289.816498,303.757507,3.648150
1981-10-18,289.348877,302.795166,4.034529
1981-10-19,289.390167,300.182739,0.000000
1981-10-20,286.962433,299.808136,0.000000
1981-10-21,287.971924,299.253784,0.000000
1981-10-22,291.717285,304.356659,0.000000
1981-10-23,287.561920,300.242859,0.000000
1981-10-24,290.377075,300.773407,0.000000
1981-10-25,287.047363,296.953003,0.000000
1981-10-26,285.059052,292.011658,0.000000
1981-10-27,285.238861,293.797729,5.272123
1981-10-28,279.846893,298.997314,0.000000
1981-10-29,283.889404,295.663849,0.850815
1981-10-30,279.913727,294.600616,0.000000
1981-10-31,282.608521,297.216766,0.000000
1981-11-01,276.723633,292.490112,0.000000
1981-11-02,272.650269,290.711090,0.000000
1981-11-03,280.933258,301.409241,0.000000
1981-11-04,281.703064,298.897827,0.000000
1981-11-05,280.835968,293.308807,0.000000
1981-11-06,275.286255,293.603058,0.000000
1981-11-07,276.849854,295.103882,0.000000
1981-11-08,282.176727,298.254425,0.000000
1981-11-09,281.241913,296.922943,0.000000
1981-11-10,285.239624,298.107697,0.000000
1981-11-11,287.681091,301.817291,0.000000
1981-11-12,289.324097,303.367737,0.000000
1981-11-13,290.141998,302.255920,0.000000
1981-11-14,291.166779,303.836060,9.901612
1981-11-15,285.122772,295.699982,15.510898
1981-11-16,284.762024,295.899872,0.000000
1981-11-17,283.692810,295.017853,0.000000
1981-11-18,281.058441,296.439880,0.000000
1981-11-19,282.651367,300.391785,0.000000
1981-11-20,287.518188,302.075806,0.000000
1981-11-21,281.679230,298.506165,0.000000
1981-11-22,287.063934,303.464661,0.000000
1981-11-23,277.196991,297.729980,0.000000
1981-11-24,271.396240,280.699951,0.000000
1981-11-25,270.706360,280.218658,0.000000
1981-11-26,273.222504,287.497040,0.000000
1981-11-27,277.008942,290.379028,0.000000
1981-11-28,273.236206,287.458984,0.000000
1981-11-29,266.849640,276.739685,1.483390
1981-11-30,265.451355,279.051605,0.000000
1981-12-01,266.257050,280.462708,0.000000
1981-12-02,270.237396,285.139435,0.000000
1981-12-03,278.159760,285.800446,12.850132
1981-12-04,276.635681,283.450867,24.756273
1981-12-05,279.707794,288.579834,1.732811
1981-12-06,279.927246,292.377441,0.000000
1981-12-07,283.263611,292.490692,0.000000
1981-12-08,285.587585,296.822754,14.447772
1981-12-09,289.467743,300.767853,3.290612
1981-12-10,276.463776,297.715363,1.773279
1981-12-11,273.585663,288.699036,0.000000
1981-12-12,271.754089,285.905823,0.000000
1981-12-13,276.533600,289.237366,0.000000
1981-12-14,279.738403,292.433624,0.000000
1981-12-15,278.710022,287.531189,0.000000
1981-12-16,275.893555,286.009521,0.000000
1981-12-17,280.541321,290.121552,8.057013
1981-12-18,286.957397,300.875732,0.000000
1981-12-19,287.245483,299.329956,0.000000
1981-12-20,271.740906,295.219116,0.000000
1981-12-21,259.865204,271.539124,0.000000
1981-12-22,258.992584,268.695038,1.663136
1981-12-23,258.855835,267.020660,2.125508
1981-12-24,262.452118,274.238800,3.174311
1981-12-25,272.475677,275.087463,0.000000
1981-12-26,270.214081,278.347565,0.000000
1981-12-27,265.059937,278.895111,0.000000
1981-12-28,274.986237,286.151886,0.000000
1981-12-29,280.045197,288.054413,0.633815
1981-12-30,274.093689,285.122742,0.000000
1981-12-31,268.580139,287.215424,0.000000
1982-01-01,273.972443,284.142120,0.000000
1982-01-02,273.484161,290.051544,0.000000
1982-01-03,278.024078,288.322601,0.000000
1982-01-04,280.543488,293.791138,2.243402
1982-01-05,281.144226,292.753296,0.000000
1982-01-06,278.071045,289.925018,0.000000
1982-01-07,278.514984,288.685059,0.000000
1982-01-08,278.314117,286.515076,3.283933
1982-01-09,278.074890,286.680420,0.000000
1982-01-10,268.549011,283.092102,0.000000
1982-01-11,271.826385,280.254761,0.000000
1982-01-12,276.722015,289.440948,1.565924
1982-01-13,280.886078,290.409271,6.826052
1982-01-14,279.234772,289.015442,8.989446
1982-01-15,278.485413,292.328949,0.000000
1982-01-16,275.867279,294.000122,0.000000
1982-01-17,274.815125,289.330872,0.000000
1982-01-18,278.708740,294.084259,0.000000
1982-01-19,283.046631,295.967499,0.000000
1982-01-20,281.307800,294.891357,0.000000
1982-01-21,270.648834,283.930664,0.000000
1982-01-22,270.375732,284.421692,0.000000
1982-01-23,270.822601,285.215424,0.000000
1982-01-24,278.516785,291.985870,1.709285
1982-01-25,286.227234,298.682983,3.370885
1982-01-26,285.474030,297.731323,1.880901
1982-01-27,273.797089,292.045868,2.654763
1982-01-28,271.583832,279.455200,0.000000
1982-01-29,272.984009,279.772980,6.437839
1982-01-30,274.341034,283.277222,3.390109
1982-01-31,272.290070,279.080811,0.000000
1982-02-01,271.416595,278.696991,0.000000
1982-02-02,274.528229,279.776215,1.357842
1982-02-03,278.250336,285.362610,4.869318
1982-02-04,270.513641,280.134521,0.000000
1982-02-05,271.574310,284.492157,0.000000
1982-02-06,276.773895,288.584198,0.000000
1982-02-07,285.518738,300.717896,0.000000
1982-02-08,286.650543,298.717743,1.312523
1982-02-09,278.598022,293.633728,0.000000
1982-02-10,275.781769,290.570557,0.000000
1982-02-11,276.906403,292.296936,0.000000
1982-02-12,277.349945,293.231476,0.000000
1982-02-13,278.250397,291.524506,0.000000
1982-02-14,271.641968,280.623413,0.000000
1982-02-15,272.149078,282.977570,0.000000
1982-02-16,270.932343,285.516815,0.000000
1982-02-17,273.113556,290.321350,0.000000
1982-02-18,276.548431,286.835327,0.000000
1982-02-19,277.393951,285.575500,0.000000
1982-02-20,279.229889,288.116821,0.000000
1982-02-21,280.906525,293.358765,0.000000
1982-02-22,283.882355,298.475403,1.062970
1982-02-23,281.259155,299.434662,0.000000
1982-02-24,285.418274,306.241394,0.000000
1982-02-25,285.738434,302.551422,0.000000
1982-02-26,278.130310,295.062561,0.000000
1982-02-27,279.358612,300.071014,0.000000
1982-02-28,282.692078,299.080078,0.000000
1982-03-01,284.399475,307.651550,0.000000
1982-03-02,290.587921,302.577728,0.000000
1982-03-03,286.050446,302.690918,0.000000
1982-03-04,288.734039,303.409149,0.000000
1982-03-05,283.191895,299.548950,0.000000
1982-03-06,278.071960,293.234436,0.000000
1982-03-07,279.815063,296.610565,0.000000
1982-03-08,287.665863,301.046753,0.000000
1982-03-09,284.646301,295.807281,0.728707
1982-03-10,277.644104,291.873505,0.000000
1982-03-11,279.907104,289.249725,0.000000
1982-03-12,285.778839,293.250488,10.199181
1982-03-13,279.784271,291.722107,0.000000
1982-03-14,280.838257,297.139282,0.000000
1982-03-15,284.987244,295.622375,0.703817
1982-03-16,280.447021,294.175934,0.000000
1982-03-17,284.372681,298.970856,0.000000
1982-03-18,277.597656,296.158905,0.000000
1982-03-19,275.730011,287.629547,0.000000
1982-03-20,276.849152,282.073944,0.000000
1982-03-21,278.259186,287.133545,3.315313
1982-03-22,283.439697,293.858124,0.755004
1982-03-23,284.020813,297.364594,0.709011
1982-03-24,283.373474,297.212616,0.719251
1982-03-25,287.846466,296.858826,7.201170
1982-03-26,277.432678,291.082794,0.000000
1982-03-27,278.132690,292.665253,0.000000
1982-03-28,278.822876,297.193787,0.000000
1982-03-29,280.254395,298.851318,0.000000
1982-03-30,284.828369,295.336487,0.000000
1982-03-31,287.253418,301.317566,6.835536
1982-04-01,288.300079,299.701874,0.426444
1982-04-02,288.040314,300.467255,0.000000
1982-04-03,286.166016,305.285461,0.000000
1982-04-04,289.436432,302.406464,0.532218
1982-04-05,288.921021,301.802582,0.000000
1982-04-06,287.297668,298.718964,0.000000
1982-04-07,286.471191,298.717957,0.000000
1982-04-08,286.775391,297.434662,0.000000
1982-04-09,287.439392,293.086487,4.208571
1982-04-10,289.254578,298.959595,28.453199
1982-04-11,290.031891,303.457214,1.110262
1982-04-12,290.315033,304.267731,0.900423
1982-04-13,289.538330,300.998383,0.376637
1982-04-14,282.976654,293.858643,0.000000
1982-04-15,281.414062,291.484528,0.316301
1982-04-16,285.978271,299.170471,6.944100
1982-04-17,289.118256,295.093079,25.451059
1982-04-18,285.902588,298.438080,0.000000
1982-04-19,284.477448,296.430145,0.000000
1982-04-20,285.130768,295.496216,0.000000
1982-04-21,290.691986,305.016998,0.000000
1982-04-22,290.894958,302.588135,0.000000
1982-04-23,286.057404,303.446777,0.000000
1982-04-24,285.643005,304.650330,0.000000
1982-04-25,290.332794,301.086945,0.000000
1982-04-26,290.274841,294.810181,61.002575
1982-04-27,287.454651,296.220123,8.392069
1982-04-28,286.804565,306.717804,0.000000
1982-04-29,293.602295,309.642578,0.000000
1982-04-30,293.846222,307.214325,0.000000
1982-05-01,290.369781,306.341095,0.000000
1982-05-02,292.227814,304.576660,0.000000
1982-05-03,293.317017,302.143188,0.571204
1982-05-04,293.413940,305.772614,0.000000
1982-05-05,292.586731,303.051056,2.185505
1982-05-06,290.641052,301.370911,0.287223
1982-05-07,287.207947,299.288055,0.000000
1982-05-08,286.095917,306.028076,0.000000
1982-05-09,291.687225,306.873383,0.000000
1982-05-10,290.535156,303.564209,0.000000
1982-05-11,293.220978,304.842804,0.000000
1982-05-12,291.745148,302.315918,0.351850
1982-05-13,293.742371,306.510376,1.210142
1982-05-14,293.894562,307.572754,0.000000
1982-05-15,294.752167,305.929749,0.714857
1982-05-16,293.168762,309.056793,1.224861
1982-05-17,294.702209,306.553467,0.000000
1982-05-18,292.816040,302.108276,3.329144
1982-05-19,293.227783,302.506927,13.604212
1982-05-20,292.862061,302.923279,8.014368
1982-05-21,288.697571,302.201355,0.000000
1982-05-22,289.006287,301.811188,0.000000
1982-05-23,290.540771,303.673492,0.000000
1982-05-24,293.666046,308.499481,0.000000
1982-05-25,294.930786,308.251923,2.298734
1982-05-26,294.877502,308.556396,0.000000
1982-05-27,294.921387,306.046356,3.191058
1982-05-28,294.472870,303.633209,3.302292
1982-05-29,292.881592,305.051544,0.000000
1982-05-30,291.903717,302.377380,0.000000
1982-05-31,292.872925,304.841003,0.000000
1982-06-01,291.088837,298.651367,7.617608
1982-06-02,291.321838,302.933807,10.527341
1982-06-03,295.134216,308.622742,7.300580
1982-06-04,295.326263,305.799835,0.000000
1982-06-05,293.499725,305.093475,1.373246
1982-06-06,294.755890,309.011292,0.000000
1982-06-07,295.963074,310.049072,0.000000
1982-06-08,292.511261,310.109802,0.000000
1982-06-09,292.467499,309.473907,0.000000
1982-06-10,293.976685,308.717896,0.000000
1982-06-11,294.994019,306.010345,0.000000
1982-06-12,294.516113,304.718597,0.000000
1982-06-13,292.472015,305.883087,0.000000
1982-06-14,293.423248,304.284546,0.000000
1982-06-15,293.237549,306.363464,0.000000
1982-06-16,295.429962,311.185913,0.000000
1982-06-17,295.518585,308.565796,0.419651
1982-06-18,292.936615,303.381897,0.000000
1982-06-19,295.646271,302.677643,0.000000
1982-06-20,295.360443,300.430847,1.030232
1982-06-21,295.673889,302.547333,0.000000
1982-06-22,293.816833,306.726715,0.000000
1982-06-23,293.985657,307.204224,0.000000
1982-06-24,295.379364,304.557739,0.000000
1982-06-25,293.967102,307.012634,0.000000
1982-06-26,294.447388,307.409637,0.000000
1982-06-27,295.411560,301.184845,6.134582
1982-06-28,296.073792,301.170868,24.365206
1982-06-29,295.777649,299.975708,39.295296
1982-06-30,295.061737,303.156433,14.697646
1982-07-01,294.825836,306.390686,0.967652
1982-07-02,294.656219,307.960266,0.000000
1982-07-03,294.750488,308.798828,0.000000
1982-07-04,296.173706,308.635986,0.000000
1982-07-05,295.025208,307.284851,0.000000
1982-07-06,294.887299,304.905029,0.000000
1982-07-07,296.627594,301.791504,3.136788
1982-07-08,296.833649,307.932526,0.000000
1982-07-09,297.583466,307.687988,11.552744
1982-07-10,296.443390,303.136230,11.345181
1982-07-11,295.937775,304.502014,0.000000
1982-07-12,295.560913,305.263336,0.651902
1982-07-13,294.697510,304.336182,0.000000
1982-07-14,294.739349,303.357697,0.000000
1982-07-15,295.691620,306.802582,0.000000
1982-07-16,296.046509,307.141388,0.000000
1982-07-17,297.030212,308.939331,0.000000
1982-07-18,297.762543,310.833984,0.000000
1982-07-19,299.788818,311.382172,0.000000
1982-07-20,299.948242,310.267548,0.000000
1982-07-21,298.599243,310.260101,0.000000
1982-07-22,297.466949,309.942139,0.000000
1982-07-23,296.303467,309.225677,0.000000
1982-07-24,296.032990,307.446228,0.000000
1982-07-25,296.377228,307.280090,0.000000
1982-07-26,296.202454,309.575470,0.000000
1982-07-27,296.336456,310.495056,0.000000
1982-07-28,296.128723,311.277771,0.000000
1982-07-29,297.390259,311.674225,0.000000
1982-07-30,298.731232,311.505890,0.286261
1982-07-31,298.235199,309.097595,6.609282
1982-08-01,296.265289,309.380676,0.529948
1982-08-02,296.386627,310.388824,0.287323
1982-08-03,297.678558,307.754852,0.396442
1982-08-04,296.634277,307.371155,0.305912
1982-08-05,297.078857,306.757385,5.506374
1982-08-06,296.551331,305.193573,4.317598
1982-08-07,295.638367,307.714966,0.280950
1982-08-08,295.548645,308.484711,0.000000
1982-08-09,294.382172,308.186859,0.000000
1982-08-10,295.495697,309.751221,0.000000
1982-08-11,296.053955,309.928833,0.000000
1982-08-12,295.981812,308.405365,0.000000
1982-08-13,295.841919,307.585480,0.000000
1982-08-14,295.732971,309.060669,0.000000
1982-08-15,295.224091,309.750000,0.000000
1982-08-16,295.622833,309.748138,0.000000
1982-08-17,296.053284,310.535095,0.602032
1982-08-18,296.601776,308.894104,1.218309
1982-08-19,297.080048,309.638733,0.000000
1982-08-20,295.597290,308.240448,0.000000
1982-08-21,296.226074,310.100769,0.000000
1982-08-22,296.110138,309.452484,2.364583
1982-08-23,294.682800,305.675873,7.380808
1982-08-24,294.839630,307.038116,0.000000
1982-08-25,296.621490,308.115112,0.000000
1982-08-26,296.282684,306.775787,4.329616
1982-08-27,296.270447,307.281921,14.941347
1982-08-28,295.376587,306.904266,0.452038
1982-08-29,295.165741,306.896484,0.283679
1982-08-30,293.464081,307.816040,0.000000
1982-08-31,293.889893,308.261566,0.000000
1982-09-01,294.784760,309.086426,0.000000
1982-09-02,294.749481,307.174713,0.000000
1982-09-03,294.192902,308.313568,0.000000
1982-09-04,295.162933,309.031036,0.000000
1982-09-05,295.348175,307.885345,0.000000
1982-09-06,295.375793,307.284027,2.418466
1982-09-07,295.860535,307.046783,0.000000
1982-09-08,295.280151,307.546204,0.000000
1982-09-09,295.987518,306.914337,0.994888
1982-09-10,296.600891,307.381378,19.655689
1982-09-11,292.671387,301.525116,39.877312
1982-09-12,293.565460,303.271820,3.383248
1982-09-13,292.149628,302.594635,0.000000
1982-09-14,290.760254,301.102692,0.000000
1982-09-15,288.675995,302.153351,0.000000
1982-09-16,289.341370,303.581268,0.000000
1982-09-17,292.640320,301.537689,0.000000
1982-09-18,293.562378,304.177460,0.000000
1982-09-19,293.307343,306.621704,0.000000
1982-09-20,294.909973,307.817261,0.000000
1982-09-21,296.630310,310.556366,0.000000
1982-09-22,296.419128,308.607758,0.000000
1982-09-23,296.129608,306.148407,2.484241
1982-09-24,296.047333,306.324188,0.000000
1982-09-25,295.375244,307.069397,0.000000
1982-09-26,294.835236,307.196869,0.000000
1982-09-27,294.848999,307.534943,0.000000
1982-09-28,291.106720,306.569244,2.945050
1982-09-29,286.138000,299.341339,0.000000
1982-09-30,283.465668,297.270172,0.000000
1982-10-01,284.206116,301.284424,0.000000
1982-10-02,284.586670,301.934723,0.000000
1982-10-03,290.231415,303.003082,0.000000
1982-10-04,291.102814,302.170441,0.000000
1982-10-05,287.581299,300.990723,0.000000
1982-10-06,289.360352,299.340118,0.000000
1982-10-07,290.304565,304.752075,0.000000
1982-10-08,286.475311,302.279510,0.000000
1982-10-09,278.114960,288.704285,0.000000
1982-10-10,279.079193,297.301270,0.000000
1982-10-11,286.488953,302.049255,0.000000
1982-10-12,292.320740,307.733887,0.000000
1982-10-13,288.304443,305.692108,0.000000
1982-10-14,284.368805,304.811768,0.000000
1982-10-15,287.703125,304.176636,0.000000
1982-10-16,291.368561,302.333527,0.000000
1982-10-17,291.744873,299.592255,14.926450
1982-10-18,290.361420,300.046143,28.194572
1982-10-19,289.800507,300.528595,0.000000
1982-10-20,285.334259,302.524017,0.000000
1982-10-21,291.487823,302.240723,0.000000
1982-10-22,287.373688,299.347687,0.000000
1982-10-23,285.945160,296.505371,0.000000
1982-10-24,288.416962,296.548798,6.833083
1982-10-25,289.046967,297.514191,18.676153
1982-10-26,284.544830,295.868408,5.164216
1982-10-27,283.000519,295.743713,0.000000
1982-10-28,286.452454,302.227722,0.000000
1982-10-29,288.153503,299.970581,0.000000
1982-10-30,283.954285,297.501526,0.000000
1982-10-31,279.076569,296.618866,0.000000
1982-11-01,283.125580,298.694580,0.000000
1982-11-02,283.388947,297.487091,0.000000
1982-11-03,281.165405,297.734467,0.000000
1982-11-04,282.552216,293.850311,0.703648
1982-11-05,278.747437,288.291412,1.484405
1982-11-06,278.244629,283.329315,2.518735
1982-11-07,280.298950,294.805359,0.876694
1982-11-08,287.245209,303.014709,0.000000
1982-11-09,288.214020,298.735443,0.000000
1982-11-10,283.207123,299.289124,0.000000
1982-11-11,285.232391,299.340729,0.000000
1982-11-12,287.274200,296.959747,0.000000
1982-11-13,285.780060,293.830658,8.518974
1982-11-14,285.789795,295.214508,9.757409
1982-11-15,284.744019,296.830444,0.000000
1982-11-16,279.996277,292.955933,0.000000
1982-11-17,285.703400,295.814117,0.000000
1982-11-18,288.289368,296.983887,0.000000
1982-11-19,289.676666,302.772858,0.000000
1982-11-20,286.849091,302.004181,0.000000
1982-11-21,288.848663,300.567688,0.000000
1982-11-22,280.076080,295.314178,0.000000
1982-11-23,275.989380,286.916626,0.000000
1982-11-24,274.497864,287.102692,0.000000
1982-11-25,277.605316,285.694916,0.000000
1982-11-26,280.050476,290.921417,12.948194
1982-11-27,279.637512,291.390015,0.000000
1982-11-28,280.630585,293.061066,0.000000
1982-11-29,276.897949,289.282440,0.000000
1982-11-30,275.513062,287.917389,0.000000
1982-12-01,273.729736,284.521759,0.000000
1982-12-02,271.577454,282.662292,0.000000
1982-12-03,275.836365,280.970398,7.423611
1982-12-04,274.842163,289.648926,0.282376
1982-12-05,276.615662,289.690521,0.000000
1982-12-06,280.031738,288.217041,0.847051
1982-12-07,282.661957,294.935242,0.000000
1982-12-08,288.044586,298.780762,2.072963
1982-12-09,290.685120,301.849182,2.582434
1982-12-10,288.673401,301.875427,0.000000
1982-12-11,286.606995,298.320099,0.000000
1982-12-12,287.078278,299.096252,1.607989
1982-12-13,282.776672,293.655975,0.000000
1982-12-14,279.934357,291.837219,0.000000
1982-12-15,280.394745,294.009888,0.000000
1982-12-16,281.064423,295.246948,0.000000
1982-12-17,275.056946,290.072601,0.770466
1982-12-18,269.888763,284.885773,0.000000
1982-12-19,270.041199,283.429749,0.000000
1982-12-20,276.299774,283.261414,1.288688
1982-12-21,276.185089,284.624390,0.000000
1982-12-22,279.935089,290.770752,1.839130
1982-12-23,280.695618,291.017151,0.000000
1982-12-24,272.530731,290.406219,0.000000
1982-12-25,277.259521,292.295166,0.000000
1982-12-26,278.942200,295.500458,0.000000
1982-12-27,284.124146,300.057007,0.000000
1982-12-28,276.143433,295.416107,0.000000
1982-12-29,271.110474,281.816925,0.000000
1982-12-30,269.127533,277.590790,0.000000
1982-12-31,265.517731,275.412018,0.000000
1983-01-01,268.103333,283.266510,0.000000
1983-01-02,273.365814,290.263855,0.000000
1983-01-03,278.032288,290.767365,0.682671
1983-01-04,278.759125,289.524414,0.000000
1983-01-05,276.532227,290.292023,0.000000
1983-01-06,272.776672,291.189484,0.000000
1983-01-07,275.198975,284.081512,0.354943
1983-01-08,274.383026,285.930756,0.000000
1983-01-09,272.416473,286.171387,0.000000
1983-01-10,277.276154,285.960388,0.000000
1983-01-11,273.516174,283.424377,0.000000
1983-01-12,272.986725,280.352203,2.397099
1983-01-13,272.707458,287.936584,0.000000
1983-01-14,276.199280,290.348450,0.000000
1983-01-15,278.873413,288.892151,0.459984
1983-01-16,282.286163,288.353180,2.312667
1983-01-17,284.041656,297.111755,0.000000
1983-01-18,284.420471,296.071808,0.000000
1983-01-19,284.311188,294.281647,0.658155
1983-01-20,277.445496,288.524780,0.000000
1983-01-21,278.031525,290.732330,0.000000
1983-01-22,278.763519,296.325378,0.000000
1983-01-23,283.301971,294.933624,0.000000
1983-01-24,279.449097,289.231110,13.566074
1983-01-25,279.973938,289.729736,2.718716
1983-01-26,283.638733,298.918457,0.000000
1983-01-27,282.277405,295.492065,0.000000
1983-01-28,282.963104,288.318573,39.572304
1983-01-29,281.004974,291.320709,0.341218
1983-01-30,278.888123,290.285370,0.000000
1983-01-31,280.849396,288.984558,0.000000
1983-02-01,277.573730,286.681458,0.000000
1983-02-02,276.285919,284.414703,0.000000
1983-02-03,272.958832,284.920685,0.000000
1983-02-04,273.756622,281.836823,0.000000
1983-02-05,273.685699,287.589355,0.000000
1983-02-06,277.476715,295.212891,0.000000
1983-02-07,281.588562,297.257904,0.000000
1983-02-08,284.626678,295.332153,0.000000
1983-02-09,279.091248,290.342743,0.000000
1983-02-10,273.304199,285.263336,1.588890
1983-02-11,275.531097,281.144623,14.843981
1983-02-12,274.059662,282.875519,0.000000
1983-02-13,269.528748,280.076721,0.000000
1983-02-14,273.121704,292.275146,0.936816
1983-02-15,282.907776,300.699890,0.000000
