#Variables:
#tasmin_MIROC5_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC5_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC5_historical(K),tasmax_MIROC5_historical(K),pr_MIROC5_historical(mm)"
""
yyyy-mm-dd,tasmin_MIROC5_historical(K),tasmax_MIROC5_historical(K),pr_MIROC5_historical(mm)
1977-09-11,293.905304,306.583313,0.000000
1977-09-12,295.264862,309.892151,0.000000
1977-09-13,294.949493,308.996643,0.000000
1977-09-14,294.802185,306.864777,0.000000
1977-09-15,292.212646,304.442596,0.000000
1977-09-16,293.970520,305.971344,0.526829
1977-09-17,291.108459,306.282440,0.000000
1977-09-18,289.438141,307.420837,0.638957
1977-09-19,290.361328,306.324188,0.000000
1977-09-20,290.534302,305.752716,0.452752
1977-09-21,292.109467,304.712769,0.700996
1977-09-22,294.491486,303.305786,10.905690
1977-09-23,292.124451,301.102692,32.930355
1977-09-24,281.935608,296.567078,0.000000
1977-09-25,284.644714,297.968842,0.000000
1977-09-26,283.773865,301.655029,0.000000
1977-09-27,283.085785,301.444244,0.000000
1977-09-28,286.443512,304.471588,0.000000
1977-09-29,287.139008,305.307526,0.000000
1977-09-30,288.966583,304.754089,0.000000
1977-10-01,290.120575,305.157227,0.000000
1977-10-02,293.805450,305.104187,0.000000
1977-10-03,294.003784,305.455231,0.000000
1977-10-04,291.710815,303.294495,0.000000
1977-10-05,285.177917,292.364838,8.668881
1977-10-06,287.887604,296.462158,52.946835
1977-10-07,281.413940,292.792694,0.000000
1977-10-08,284.993256,299.685028,0.000000
1977-10-09,291.400543,299.147308,5.908441
1977-10-10,292.686584,301.519989,27.426611
1977-10-11,293.141449,297.840637,2.086787
1977-10-12,291.176208,300.878967,8.163913
1977-10-13,294.272736,299.439392,5.843006
1977-10-14,293.751373,303.391266,0.000000
1977-10-15,293.257446,302.878479,3.257231
1977-10-16,294.722076,301.504120,2.006902
1977-10-17,292.107910,298.526825,7.813384
1977-10-18,282.578308,295.218475,0.000000
1977-10-19,281.674438,297.169891,0.000000
1977-10-20,287.061279,299.058929,0.000000
1977-10-21,289.348877,297.673828,9.674832
1977-10-22,290.381348,296.295868,6.841242
1977-10-23,288.890961,295.270935,1.502147
1977-10-24,283.481079,291.381531,0.000000
1977-10-25,278.100220,291.366394,0.000000
1977-10-26,278.236603,295.110626,0.000000
1977-10-27,280.068451,296.323853,0.000000
1977-10-28,282.325836,298.043060,0.000000
1977-10-29,283.553894,300.314880,0.000000
1977-10-30,283.096222,300.783478,0.000000
1977-10-31,284.043213,301.511627,0.000000
1977-11-01,284.514069,301.451965,0.000000
1977-11-02,282.853577,299.897797,0.000000
1977-11-03,283.159332,300.643372,0.000000
1977-11-04,285.281769,297.838776,0.000000
1977-11-05,285.965942,297.931396,0.000000
1977-11-06,288.658295,298.592773,11.922076
1977-11-07,288.392517,297.614594,3.451385
1977-11-08,287.977234,295.562073,0.490277
1977-11-09,285.309204,295.336517,0.000000
1977-11-10,284.544006,292.731537,4.910009
1977-11-11,286.933899,295.541138,4.862903
1977-11-12,285.066986,296.052246,23.160231
1977-11-13,285.719238,301.848907,0.757860
1977-11-14,284.300568,302.244843,0.000000
1977-11-15,285.905823,297.846344,0.000000
1977-11-16,278.903778,291.166779,0.000000
1977-11-17,278.825195,295.017853,0.000000
1977-11-18,281.764496,298.484497,0.000000
1977-11-19,278.681641,294.692322,0.000000
1977-11-20,276.765594,289.953705,0.000000
1977-11-21,276.418579,288.208221,4.905854
1977-11-22,275.043579,287.497040,0.349643
1977-11-23,277.114960,287.597565,0.000000
1977-11-24,270.950195,283.566467,0.000000
1977-11-25,269.824615,284.168823,0.000000
1977-11-26,270.354034,285.447479,0.000000
1977-11-27,271.053955,289.306580,0.000000
1977-11-28,273.554810,291.660980,0.000000
1977-11-29,276.879761,295.304230,0.000000
1977-11-30,278.289276,291.890991,0.000000
1977-12-01,272.206940,287.645874,0.000000
1977-12-02,275.167206,293.811646,0.000000
1977-12-03,276.726593,291.609100,0.000000
1977-12-04,277.001770,294.794647,0.000000
1977-12-05,278.258392,296.196350,0.000000
1977-12-06,282.173157,297.912537,0.000000
1977-12-07,286.541534,300.521484,0.000000
1977-12-08,283.530609,297.674225,1.408080
1977-12-09,273.157532,285.758087,0.000000
1977-12-10,271.956940,289.481659,0.000000
1977-12-11,280.195312,295.137177,0.000000
1977-12-12,282.111755,291.834717,0.000000
1977-12-13,286.316895,295.356323,11.458701
1977-12-14,279.391632,294.616638,0.000000
1977-12-15,282.234589,299.096252,0.000000
1977-12-16,288.656677,296.860138,1.809249
1977-12-17,275.716766,292.166656,0.000000
1977-12-18,272.080811,280.507233,0.000000
1977-12-19,274.184204,278.876526,0.000000
1977-12-20,274.443146,281.551117,11.797122
1977-12-21,276.495483,286.055969,0.000000
1977-12-22,274.707672,290.078491,0.000000
1977-12-23,276.704834,294.160095,0.000000
1977-12-24,282.619873,298.837189,0.000000
1977-12-25,282.849182,298.485413,0.000000
1977-12-26,282.644470,295.628479,0.000000
1977-12-27,282.776672,297.457489,0.000000
1977-12-28,283.789185,294.506714,0.000000
1977-12-29,277.667023,291.292267,0.000000
1977-12-30,277.382782,294.360657,0.000000
1977-12-31,286.307068,295.278778,1.839130
1978-01-01,283.063873,293.305176,3.266040
1978-01-02,276.313843,285.856506,0.000000
1978-01-03,272.503265,281.098236,0.000000
1978-01-04,274.835907,281.343750,8.197332
1978-01-05,275.660614,284.278198,2.243402
1978-01-06,273.299194,285.129852,0.000000
1978-01-07,273.860992,289.833405,0.000000
1978-01-08,274.144440,291.006165,0.000000
1978-01-09,280.191650,291.843750,0.000000
1978-01-10,280.674469,296.950775,0.000000
1978-01-11,277.482117,292.431152,0.000000
1978-01-12,271.243317,283.962860,0.000000
1978-01-13,269.472382,278.999359,0.000000
1978-01-14,272.302460,279.766541,2.226777
1978-01-15,268.382050,279.783752,0.000000
1978-01-16,270.096985,283.150085,0.000000
1978-01-17,272.258911,285.573761,0.000000
1978-01-18,274.542999,284.459900,0.000000
1978-01-19,274.822327,282.659821,5.275690
1978-01-20,274.409760,281.239655,13.587336
1978-01-21,276.363556,281.556244,11.545677
1978-01-22,273.578552,289.528320,1.195005
1978-01-23,275.781158,287.264374,0.000000
1978-01-24,272.571198,282.760284,0.000000
1978-01-25,270.998322,283.013489,0.000000
1978-01-26,271.748138,286.887146,0.000000
1978-01-27,273.294189,284.439270,0.000000
1978-01-28,271.091797,280.638763,0.000000
1978-01-29,272.408813,285.135986,0.000000
1978-01-30,275.555542,283.858276,7.118431
1978-01-31,277.677124,282.875519,14.383211
1978-02-01,277.383881,287.820801,0.405425
1978-02-02,273.218872,285.801575,0.000000
1978-02-03,274.497528,290.501373,0.000000
1978-02-04,276.090851,292.875732,0.000000
1978-02-05,278.602875,295.107269,0.000000
1978-02-06,279.964752,294.305023,0.000000
1978-02-07,282.641296,291.705200,0.000000
1978-02-08,277.387848,285.704468,1.444171
1978-02-09,275.956177,285.776093,0.646549
1978-02-10,278.277100,292.815765,0.000000
1978-02-11,278.585724,295.236664,0.000000
1978-02-12,285.108490,297.731873,0.000000
1978-02-13,287.362183,300.072540,0.590141
1978-02-14,284.589172,296.054291,0.000000
1978-02-15,274.837708,288.350739,0.000000
1978-02-16,272.796570,290.661072,0.000000
1978-02-17,277.265961,294.300385,0.000000
1978-02-18,282.311951,298.845093,0.000000
1978-02-19,278.386261,295.556366,0.000000
1978-02-20,277.296295,297.700836,0.000000
1978-02-21,283.616699,294.689148,0.000000
1978-02-22,275.823914,288.805573,0.000000
1978-02-23,273.073425,288.379883,0.000000
1978-02-24,276.806732,295.467041,0.000000
1978-02-25,277.827881,291.584137,0.000000
1978-02-26,278.802490,295.335205,0.000000
1978-02-27,281.603058,296.983826,0.000000
1978-02-28,283.039215,300.707550,0.000000
1978-03-01,285.901093,302.157867,0.000000
1978-03-02,285.005737,298.978119,0.000000
1978-03-03,277.081757,292.223846,0.000000
1978-03-04,277.171783,293.558319,0.000000
1978-03-05,278.747528,298.506744,0.000000
1978-03-06,283.158295,296.194824,0.000000
1978-03-07,281.672729,294.814087,0.000000
1978-03-08,280.202332,298.569153,0.000000
1978-03-09,283.035309,299.977417,0.000000
1978-03-10,285.167145,300.249329,0.000000
1978-03-11,288.740387,299.763611,0.000000
1978-03-12,288.495941,298.738556,0.000000
1978-03-13,290.284485,299.876221,4.260556
1978-03-14,288.800690,299.353302,5.766330
1978-03-15,286.115906,296.617950,0.000000
1978-03-16,283.906555,292.445251,3.335338
1978-03-17,287.819061,298.349243,19.488447
1978-03-18,284.178223,295.106323,3.281239
1978-03-19,281.286835,302.937042,0.000000
1978-03-20,287.208832,300.514343,0.372830
1978-03-21,280.146301,300.404449,0.000000
1978-03-22,284.819458,298.735352,0.000000
1978-03-23,281.276825,294.797150,0.000000
1978-03-24,281.229065,297.321838,0.000000
1978-03-25,281.762207,295.107849,0.000000
1978-03-26,283.410187,299.764374,0.000000
1978-03-27,288.752991,300.927124,0.000000
1978-03-28,290.267761,305.323456,4.240354
1978-03-29,288.859802,304.136505,0.000000
1978-03-30,291.040527,302.753113,3.506378
1978-03-31,287.402832,300.066101,1.051674
1978-04-01,279.901184,296.496033,0.000000
1978-04-02,282.566254,303.327179,0.000000
1978-04-03,287.292389,301.001984,0.000000
1978-04-04,290.288330,304.504944,0.000000
1978-04-05,286.677124,303.002594,0.000000
1978-04-06,287.800781,304.349182,0.000000
1978-04-07,289.062531,303.571289,0.000000
1978-04-08,290.888458,304.970093,0.000000
1978-04-09,285.640472,303.095856,0.339631
1978-04-10,283.056183,298.023804,0.000000
1978-04-11,281.779663,301.192841,0.000000
1978-04-12,283.146301,301.986603,0.000000
1978-04-13,285.046570,302.201813,0.000000
1978-04-14,286.828827,298.009521,0.000000
1978-04-15,287.591919,304.137573,0.000000
1978-04-16,289.971222,306.852112,0.000000
1978-04-17,289.034271,304.488068,0.000000
1978-04-18,284.131348,303.573273,0.000000
1978-04-19,286.927216,305.432190,0.000000
1978-04-20,287.854370,303.117218,0.000000
1978-04-21,290.079742,307.196259,0.000000
1978-04-22,287.255096,304.064087,0.000000
1978-04-23,284.467102,299.813263,0.000000
1978-04-24,282.732971,301.584106,0.000000
1978-04-25,284.068604,305.272003,0.000000
1978-04-26,286.920532,304.348755,0.000000
1978-04-27,287.376068,303.253296,0.000000
1978-04-28,289.806366,299.692169,0.000000
1978-04-29,290.775635,296.529541,3.357206
1978-04-30,291.197327,294.847687,1.054244
1978-05-01,291.611206,295.345093,0.821577
1978-05-02,292.972504,301.793091,0.000000
1978-05-03,293.992462,302.397614,11.768270
1978-05-04,293.527466,299.295471,18.290169
1978-05-05,293.237152,299.891785,36.705822
1978-05-06,292.410889,305.342529,0.980536
1978-05-07,291.399200,307.887878,0.634878
1978-05-08,293.023163,307.435028,0.000000
1978-05-09,292.374420,305.129150,0.000000
1978-05-10,287.659363,307.768158,0.000000
1978-05-11,290.982666,308.143585,0.000000
1978-05-12,293.214783,304.723785,0.698114
1978-05-13,293.382416,304.313202,0.000000
1978-05-14,291.491425,306.680237,0.000000
1978-05-15,291.932281,307.363312,0.000000
1978-05-16,289.539307,304.689972,0.371841
1978-05-17,290.825317,304.596741,0.000000
1978-05-18,292.227051,305.397675,0.000000
1978-05-19,292.698669,305.799652,0.395995
1978-05-20,293.347961,304.143494,4.124060
1978-05-21,293.311401,304.537476,4.312128
1978-05-22,293.528931,303.573853,0.000000
1978-05-23,294.202301,305.888214,0.000000
1978-05-24,293.904419,305.658295,0.000000
1978-05-25,293.737396,304.659546,0.359507
1978-05-26,293.461395,308.499481,0.000000
1978-05-27,296.603729,310.600098,0.313869
1978-05-28,297.131073,309.970215,0.000000
1978-05-29,294.091370,308.996887,0.000000
1978-05-30,294.849396,308.610168,0.000000
1978-05-31,294.331055,305.887512,0.000000
1978-06-01,295.697266,306.613159,0.000000
1978-06-02,294.473694,306.613770,0.000000
1978-06-03,294.655701,307.044800,0.000000
1978-06-04,295.139221,309.060455,0.000000
1978-06-05,295.417938,309.974365,0.000000
1978-06-06,295.283569,309.873932,0.000000
1978-06-07,297.145172,310.158356,0.000000
1978-06-08,292.772583,310.251068,0.000000
1978-06-09,293.528931,310.060089,0.000000
1978-06-10,292.536621,310.940125,0.000000
1978-06-11,295.049133,310.958984,0.000000
1978-06-12,296.906921,310.823425,0.000000
1978-06-13,295.648163,309.117462,0.000000
1978-06-14,293.376221,308.737274,0.000000
1978-06-15,295.421753,309.016205,0.000000
1978-06-16,296.074188,310.823792,0.000000
1978-06-17,296.627380,311.341003,0.000000
1978-06-18,296.464691,310.826263,0.000000
1978-06-19,296.591827,309.413696,0.000000
1978-06-20,297.867310,306.016510,3.623827
1978-06-21,297.464844,305.589081,2.694369
1978-06-22,297.934967,306.129120,0.373342
1978-06-23,295.374512,309.072815,0.000000
1978-06-24,295.116638,307.459412,0.000000
1978-06-25,295.087952,303.308350,2.573556
1978-06-26,296.615967,307.129242,0.657923
1978-06-27,295.469025,307.291870,0.000000
1978-06-28,294.967163,306.868164,2.242577
1978-06-29,294.323486,305.180450,0.896048
1978-06-30,294.986420,305.542969,9.107306
1978-07-01,295.048828,306.087830,0.000000
1978-07-02,294.454041,306.363617,2.453730
1978-07-03,294.790649,306.758423,0.995932
1978-07-04,294.428558,306.906036,0.000000
1978-07-05,294.934052,307.727997,0.000000
1978-07-06,295.591064,307.051849,5.828057
1978-07-07,295.524017,304.819489,16.481209
1978-07-08,295.892578,306.449860,6.716862
1978-07-09,296.979431,304.722107,6.874269
1978-07-10,296.194550,305.064636,0.330263
1978-07-11,295.446136,305.674774,0.000000
1978-07-12,294.120514,306.432129,0.000000
1978-07-13,294.569153,307.483856,0.000000
1978-07-14,294.908630,307.024567,0.000000
1978-07-15,295.662262,306.199066,0.000000
1978-07-16,296.771667,303.503387,0.856229
1978-07-17,297.061310,308.286469,0.000000
1978-07-18,295.089508,309.556976,0.000000
1978-07-19,295.354614,310.107239,0.000000
1978-07-20,296.204285,310.388641,0.000000
1978-07-21,296.016754,310.750122,0.000000
1978-07-22,295.356415,309.500763,0.000000
1978-07-23,295.804749,308.768524,0.000000
1978-07-24,295.709167,308.559357,0.000000
1978-07-25,295.495331,309.055145,0.000000
1978-07-26,296.482178,311.240204,0.000000
1978-07-27,296.224274,311.537903,0.000000
1978-07-28,295.721924,310.658417,0.000000
1978-07-29,295.639557,307.657776,0.000000
1978-07-30,294.352661,307.671387,0.000000
1978-07-31,295.084930,307.554810,0.000000
1978-08-01,295.068878,307.230591,0.000000
1978-08-02,295.460175,306.080963,0.284668
1978-08-03,295.277405,308.337921,0.846858
1978-08-04,294.696503,310.841309,1.192789
1978-08-05,294.292755,310.616058,0.000000
1978-08-06,294.069336,308.769958,0.604334
1978-08-07,295.827850,309.442596,0.000000
1978-08-08,294.800110,306.483978,0.000000
1978-08-09,295.041412,308.968262,0.000000
1978-08-10,295.807983,310.096344,0.000000
1978-08-11,295.853912,310.474457,0.000000
1978-08-12,296.047150,308.840424,0.000000
1978-08-13,295.890533,309.510468,0.000000
1978-08-14,296.885681,311.248962,0.000000
1978-08-15,297.151825,312.400970,0.000000
1978-08-16,297.178375,312.251709,0.000000
1978-08-17,295.957703,311.513916,0.000000
1978-08-18,297.609589,311.743591,0.000000
1978-08-19,297.414429,311.546967,0.000000
1978-08-20,296.111206,309.817139,0.000000
1978-08-21,295.726288,306.348724,0.565859
1978-08-22,295.063385,307.012238,0.000000
1978-08-23,296.245850,305.870300,0.000000
1978-08-24,295.449341,308.434113,0.000000
1978-08-25,295.284546,309.487701,0.000000
1978-08-26,295.730225,310.357422,0.403076
1978-08-27,296.347778,310.284058,0.000000
1978-08-28,296.111542,309.601135,0.000000
1978-08-29,295.528839,306.742920,1.752135
1978-08-30,294.749176,308.349121,0.000000
1978-08-31,294.975555,311.223328,2.512672
1978-09-01,298.096069,310.377991,0.000000
1978-09-02,295.856812,309.036865,0.000000
1978-09-03,295.437378,308.699005,0.000000
1978-09-04,295.444916,309.896362,0.000000
1978-09-05,293.507660,309.776794,0.000000
1978-09-06,296.174225,310.907104,0.422514
1978-09-07,297.713165,310.094177,0.000000
1978-09-08,295.043427,307.550049,0.000000
1978-09-09,292.996674,306.788910,0.000000
1978-09-10,293.951935,306.897339,0.000000
1978-09-11,293.682953,306.920044,0.283679
1978-09-12,294.930817,306.810486,0.000000
1978-09-13,294.065735,308.179901,0.000000
1978-09-14,294.786713,308.582184,1.596912
1978-09-15,293.198853,307.582306,0.000000
1978-09-16,294.485535,306.810272,0.519368
1978-09-17,293.764679,307.322571,0.000000
1978-09-18,293.082672,307.620544,0.000000
1978-09-19,294.306580,309.455536,0.000000
1978-09-20,295.247742,306.302277,11.365146
1978-09-21,289.638306,302.866394,2.484870
1978-09-22,288.269318,304.674591,0.000000
1978-09-23,288.721436,306.827515,0.000000
1978-09-24,291.918823,307.166962,0.000000
1978-09-25,291.157623,305.773285,0.000000
1978-09-26,290.695862,304.886871,0.000000
1978-09-27,292.922302,301.591644,11.643678
1978-09-28,292.002197,300.914001,0.000000
1978-09-29,290.888794,305.371948,0.000000
1978-09-30,291.393982,306.178619,0.000000
1978-10-01,292.416168,305.907837,0.000000
1978-10-02,294.252747,303.958618,1.750655
1978-10-03,291.572662,298.592041,30.488670
1978-10-04,288.338837,304.371307,0.000000
1978-10-05,287.865723,304.446869,0.000000
1978-10-06,286.998962,300.954956,0.000000
1978-10-07,286.396515,303.777405,0.000000
1978-10-08,288.236298,304.749451,0.000000
1978-10-09,287.571350,303.469086,0.000000
1978-10-10,287.751373,302.861908,0.000000
1978-10-11,287.414185,303.886230,0.000000
1978-10-12,287.682404,302.819855,0.000000
1978-10-13,289.034546,300.160248,7.802105
1978-10-14,285.388550,293.777863,6.462735
1978-10-15,281.549377,299.178497,0.000000
1978-10-16,285.044098,301.324066,0.000000
1978-10-17,286.412476,304.981415,0.000000
1978-10-18,287.032288,304.985168,0.000000
1978-10-19,290.728424,302.347412,0.000000
1978-10-20,289.463531,297.590576,2.586259
1978-10-21,278.130157,290.714508,0.000000
1978-10-22,275.525696,291.629486,0.000000
1978-10-23,278.624512,294.860504,0.000000
1978-10-24,283.486694,294.227356,0.000000
1978-10-25,283.975525,300.723114,0.000000
1978-10-26,288.412292,297.617279,7.333641
1978-10-27,281.713562,297.551208,0.000000
1978-10-28,280.160461,299.747192,0.000000
1978-10-29,285.065887,295.212128,0.000000
1978-10-30,285.362823,295.512085,9.233847
1978-10-31,284.044128,295.323883,0.000000
1978-11-01,284.704132,298.348175,0.000000
1978-11-02,285.894623,299.178467,0.000000
1978-11-03,285.435791,301.146545,0.000000
1978-11-04,284.744904,302.302460,0.000000
1978-11-05,283.947388,303.353363,0.000000
1978-11-06,284.692535,305.030792,0.000000
1978-11-07,284.243347,304.905151,0.000000
1978-11-08,286.142151,303.600281,0.000000
1978-11-09,284.155914,300.011719,0.000000
1978-11-10,280.034393,300.020477,0.000000
1978-11-11,284.512421,301.448395,0.000000
1978-11-12,286.305695,303.229553,0.000000
1978-11-13,286.359161,301.041748,0.000000
1978-11-14,279.928650,295.563049,0.000000
1978-11-15,279.039124,300.445374,0.000000
1978-11-16,281.716125,303.011139,0.000000
1978-11-17,285.423737,299.593719,0.000000
1978-11-18,282.018005,296.904938,0.000000
1978-11-19,283.446472,300.040039,0.000000
1978-11-20,286.781006,303.210236,0.000000
1978-11-21,285.146271,299.165497,0.000000
1978-11-22,281.295105,299.624573,0.000000
1978-11-23,288.303864,301.573334,0.347451
1978-11-24,289.838165,300.052612,0.991442
1978-11-25,290.151825,299.361206,3.925812
1978-11-26,288.650269,301.906769,0.000000
1978-11-27,282.417236,296.704376,0.000000
1978-11-28,277.069885,292.726990,0.000000
1978-11-29,277.164978,291.563812,0.000000
1978-11-30,285.200653,297.938110,0.000000
1978-12-01,287.736084,301.130432,0.000000
1978-12-02,287.266510,298.397034,7.689761
1978-12-03,281.795532,296.906128,1.142275
1978-12-04,279.398315,293.145691,0.435547
1978-12-05,278.071320,284.172089,1.464667
1978-12-06,279.031036,290.088074,0.000000
1978-12-07,279.488251,289.150330,0.000000
1978-12-08,277.510498,290.742340,0.000000
1978-12-09,278.420013,295.882294,0.000000
1978-12-10,282.162537,299.723328,0.000000
1978-12-11,281.814178,294.220032,7.472844
1978-12-12,275.460754,283.273468,3.436893
1978-12-13,277.810791,281.684967,0.947075
1978-12-14,279.034180,292.562805,1.194733
1978-12-15,279.116119,295.171387,0.000000
1978-12-16,279.049438,292.559509,0.000000
1978-12-17,278.903625,290.614929,0.000000
1978-12-18,279.050018,291.517670,0.000000
1978-12-19,281.280823,293.134277,23.065474
1978-12-20,281.282318,290.240540,1.593204
1978-12-21,280.358643,286.992004,2.798987
1978-12-22,276.643585,282.886963,9.935121
1978-12-23,273.701080,288.521454,0.000000
1978-12-24,275.424164,290.558411,0.000000
1978-12-25,278.047089,285.440094,3.656386
1978-12-26,278.823181,293.151337,0.000000
1978-12-27,276.629517,290.406219,0.000000
1978-12-28,275.906097,288.445251,0.000000
1978-12-29,278.516876,291.849731,0.000000
1978-12-30,283.110413,291.489380,0.000000
1978-12-31,284.376984,292.449005,0.000000
1979-01-01,275.875061,290.829620,0.000000
1979-01-02,275.821259,290.088715,0.000000
1979-01-03,278.061951,288.054871,0.396165
1979-01-04,274.537933,289.630859,0.000000
1979-01-05,276.354187,289.451508,0.000000
1979-01-06,279.106598,286.158478,1.854488
1979-01-07,274.303436,285.482727,0.000000
1979-01-08,270.670929,281.898743,0.000000
1979-01-09,271.999115,287.259094,0.000000
1979-01-10,277.560242,289.919159,1.879776
1979-01-11,285.947479,294.008820,12.433454
1979-01-12,278.474976,293.775360,0.000000
1979-01-13,280.858734,295.940430,0.000000
1979-01-14,286.057098,297.399048,0.000000
1979-01-15,281.876801,296.437805,0.000000
1979-01-16,282.284821,300.710480,0.000000
1979-01-17,284.078247,297.336761,0.000000
1979-01-18,272.294189,285.501740,0.000000
1979-01-19,277.573151,297.316711,0.000000
1979-01-20,280.447357,295.092773,0.000000
1979-01-21,270.845245,282.348419,0.000000
1979-01-22,273.695862,286.555481,0.000000
1979-01-23,276.952972,289.231110,0.000000
1979-01-24,280.586487,285.846527,6.291431
1979-01-25,276.523560,285.585266,0.000000
1979-01-26,273.949921,284.268921,0.000000
1979-01-27,276.091461,290.862885,0.000000
1979-01-28,280.543610,294.479828,0.000000
1979-01-29,284.519287,300.372070,0.000000
1979-01-30,283.782776,297.346039,0.000000
1979-01-31,275.111847,287.456604,0.000000
1979-02-01,272.438629,282.314331,0.000000
1979-02-02,269.319763,277.160370,0.000000
1979-02-03,267.393311,272.910553,0.000000
1979-02-04,266.615662,271.367401,0.000000
1979-02-05,271.206024,283.101349,0.000000
1979-02-06,271.784149,286.575775,0.000000
1979-02-07,272.458038,288.972534,0.000000
1979-02-08,274.797516,290.973206,0.000000
1979-02-09,276.235535,294.006805,0.000000
1979-02-10,282.108643,297.765686,0.000000
1979-02-11,282.204742,299.117920,0.000000
1979-02-12,284.149475,298.325867,0.000000
1979-02-13,281.173340,299.928864,0.000000
1979-02-14,284.848785,303.422546,0.000000
1979-02-15,283.664795,308.598053,0.000000
1979-02-16,286.535645,305.710052,0.000000
1979-02-17,289.817688,301.650177,0.557143
1979-02-18,281.364441,296.488068,0.000000
1979-02-19,278.167603,290.811646,0.000000
1979-02-20,279.412018,295.100830,0.000000
1979-02-21,287.483917,298.933105,0.000000
1979-02-22,289.615875,299.208679,1.156555
1979-02-23,280.208405,295.566010,1.679286
1979-02-24,275.647400,287.745087,0.000000
1979-02-25,275.691986,290.884003,0.000000
1979-02-26,281.608826,289.799133,0.000000
1979-02-27,283.079041,300.597351,0.000000
1979-02-28,284.288727,304.302612,0.000000
1979-03-01,285.716553,306.551208,0.000000
1979-03-02,288.794037,307.064117,0.000000
1979-03-03,292.049316,306.660919,0.000000
1979-03-04,288.462158,304.104126,3.683830
1979-03-05,284.149139,302.134338,0.342048
1979-03-06,273.378571,290.553955,0.000000
1979-03-07,278.934113,297.566193,0.000000
1979-03-08,286.200958,293.225311,0.000000
1979-03-09,284.716339,292.391022,11.726667
1979-03-10,288.510406,295.642700,16.749672
1979-03-11,284.402100,304.005737,0.000000
1979-03-12,286.459991,305.369415,0.000000
1979-03-13,286.980103,304.888916,0.000000
1979-03-14,290.434052,304.067291,0.000000
1979-03-15,292.274414,302.771332,0.000000
1979-03-16,290.578796,302.085205,0.908876
1979-03-17,287.156006,300.098846,1.384309
1979-03-18,287.114502,300.398834,0.366364
1979-03-19,284.477692,298.945374,0.000000
1979-03-20,277.244629,289.036224,0.000000
1979-03-21,279.211823,295.286346,0.000000
1979-03-22,283.153503,293.966309,0.000000
1979-03-23,278.324890,291.786407,0.000000
1979-03-24,280.448212,291.112854,0.000000
1979-03-25,287.964813,302.262604,0.000000
1979-03-26,289.686859,304.604431,1.264987
1979-03-27,289.512024,304.128296,0.000000
1979-03-28,284.186279,301.323181,0.000000
1979-03-29,284.455841,303.083771,0.000000
1979-03-30,287.799255,301.011017,0.000000
1979-03-31,289.740540,298.692322,7.229138
1979-04-01,290.836060,302.924683,0.285581
1979-04-02,290.270599,300.227112,0.000000
1979-04-03,289.037140,302.383606,0.000000
1979-04-04,291.950806,299.964111,0.000000
1979-04-05,291.190643,295.791199,0.000000
1979-04-06,293.597931,303.592194,2.624214
1979-04-07,292.595795,306.214294,0.000000
1979-04-08,286.764771,306.916107,0.000000
1979-04-09,289.031372,306.795898,0.000000
1979-04-10,291.544403,306.807983,0.000000
1979-04-11,292.081268,302.746307,0.000000
1979-04-12,289.244476,302.140961,0.000000
1979-04-13,290.331299,299.189728,0.000000
1979-04-14,290.017792,295.877563,0.000000
1979-04-15,291.198944,298.584076,1.255584
1979-04-16,292.752777,299.700317,18.537554
1979-04-17,289.245300,298.780151,5.214612
1979-04-18,290.017242,298.876007,0.787015
1979-04-19,290.967010,301.197510,0.000000
1979-04-20,289.938141,303.297516,0.000000
1979-04-21,292.786896,301.431396,0.000000
1979-04-22,293.223145,307.608429,0.000000
1979-04-23,288.747192,310.112885,0.000000
1979-04-24,292.500153,306.326691,0.000000
1979-04-25,294.586060,300.775269,1.324529
1979-04-26,295.062836,298.984222,0.000000
1979-04-27,293.348480,300.548492,0.000000
1979-04-28,292.425476,300.309875,1.424925
1979-04-29,293.391388,296.385529,9.732830
1979-04-30,293.237671,297.425659,0.000000
1979-05-01,293.632965,298.070984,6.624459
1979-05-02,293.236847,298.577789,0.000000
1979-05-03,293.771729,299.288055,8.759477
1979-05-04,293.020111,296.721130,4.925484
1979-05-05,294.611145,299.237213,0.000000
1979-05-06,293.884766,304.293457,0.000000
1979-05-07,292.769318,305.550690,0.000000
1979-05-08,292.416595,303.946716,0.000000
1979-05-09,292.867828,302.563660,1.827142
1979-05-10,294.468567,308.994537,0.000000
1979-05-11,295.647461,307.781311,0.518218
1979-05-12,295.063538,306.034180,0.000000
1979-05-13,294.481140,306.252563,0.000000
1979-05-14,296.274475,305.046173,0.000000
1979-05-15,295.641144,306.029236,0.000000
1979-05-16,294.219086,303.745331,0.000000
1979-05-17,292.169800,303.287201,0.000000
1979-05-18,293.431152,302.962250,0.000000
