#Variables:
#tasmin_MIROC-ESM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM_historical(K),tasmax_MIROC-ESM_historical(K),pr_MIROC-ESM_historical(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM_historical(K),tasmax_MIROC-ESM_historical(K),pr_MIROC-ESM_historical(mm)
1971-04-14,290.085602,300.484711,0.000000
1971-04-15,290.625580,304.253784,0.000000
1971-04-16,290.015930,300.767822,0.000000
1971-04-17,289.698639,294.810181,52.850155
1971-04-18,289.208801,294.199005,34.573280
1971-04-19,291.226196,299.579712,15.231082
1971-04-20,287.478119,297.511719,0.000000
1971-04-21,286.296509,299.099976,0.000000
1971-04-22,284.996399,299.236298,0.000000
1971-04-23,289.029449,296.754608,0.000000
1971-04-24,285.445862,293.731689,2.769512
1971-04-25,281.349182,299.344513,0.704648
1971-04-26,286.832886,304.791473,0.000000
1971-04-27,287.781250,305.953094,0.000000
1971-04-28,290.203247,303.027710,0.000000
1971-04-29,291.776031,302.934723,0.441058
1971-04-30,292.610992,297.887512,14.555561
1971-05-01,292.501160,296.740509,56.483654
1971-05-02,292.447876,295.417847,67.301666
1971-05-03,292.500977,299.887756,42.824505
1971-05-04,292.879150,299.318024,35.888748
1971-05-05,290.493713,297.458466,17.413486
1971-05-06,287.263458,293.001923,0.000000
1971-05-07,287.677826,296.268890,0.000000
1971-05-08,289.320007,298.549835,0.513936
1971-05-09,291.790649,298.430145,8.281582
1971-05-10,290.869080,301.810333,12.512577
1971-05-11,292.161133,298.571320,1.282652
1971-05-12,292.121307,296.706146,19.096216
1971-05-13,290.379608,296.718964,31.300188
1971-05-14,292.679443,296.727936,6.271661
1971-05-15,292.701569,300.443176,0.955719
1971-05-16,291.247711,299.233948,0.000000
1971-05-17,289.576508,297.828491,0.000000
1971-05-18,292.924530,301.205231,0.000000
1971-05-19,294.492035,301.901459,6.621785
1971-05-20,293.846649,303.035492,11.559161
1971-05-21,294.807098,303.318298,2.686008
1971-05-22,293.299164,299.344696,26.602642
1971-05-23,294.472870,300.832886,1.316630
1971-05-24,292.826324,307.197510,0.395995
1971-05-25,293.659027,304.702209,0.000000
1971-05-26,291.846741,302.753784,0.000000
1971-05-27,292.176666,304.615326,0.000000
1971-05-28,292.661957,302.206177,5.600914
1971-05-29,294.223053,303.766724,4.735482
1971-05-30,295.186798,302.970215,42.566181
1971-05-31,293.621185,304.956818,0.000000
1971-06-01,290.433319,303.884125,0.000000
1971-06-02,293.338287,302.558258,6.228128
1971-06-03,293.517273,296.937042,41.159023
1971-06-04,292.988281,296.186340,32.545033
1971-06-05,292.796021,299.452911,0.000000
1971-06-06,288.960419,301.205750,0.000000
1971-06-07,287.190643,302.464386,0.000000
1971-06-08,288.673279,303.923126,0.000000
1971-06-09,288.270325,305.538910,0.000000
1971-06-10,289.488831,306.145660,0.000000
1971-06-11,293.372009,306.020630,0.000000
1971-06-12,292.824402,306.074493,0.000000
1971-06-13,294.426575,306.151184,0.000000
1971-06-14,295.339020,304.822083,0.000000
1971-06-15,295.137756,302.900665,0.000000
1971-06-16,294.337585,303.084564,6.670710
1971-06-17,294.140381,303.321594,1.659177
1971-06-18,293.501495,302.703461,0.000000
1971-06-19,293.961426,305.743805,0.000000
1971-06-20,294.843842,308.415161,0.000000
1971-06-21,294.849884,307.996460,0.000000
1971-06-22,293.816833,308.432007,0.000000
1971-06-23,294.928558,309.607513,0.000000
1971-06-24,294.013245,309.605011,0.000000
1971-06-25,295.073639,310.588379,0.000000
1971-06-26,295.811188,307.920624,0.000000
1971-06-27,295.705261,306.708588,0.000000
1971-06-28,295.574524,307.400940,0.000000
1971-06-29,294.134766,307.507294,0.000000
1971-06-30,295.806732,309.275909,0.000000
1971-07-01,295.656464,306.742065,0.000000
1971-07-02,295.004730,303.674500,0.000000
1971-07-03,295.060883,304.482819,0.000000
1971-07-04,295.029907,306.081573,0.000000
1971-07-05,295.279327,306.715393,0.000000
1971-07-06,294.726624,307.007141,0.000000
1971-07-07,295.221832,307.426392,0.000000
1971-07-08,295.458252,305.882446,0.000000
1971-07-09,295.349518,306.676849,0.734501
1971-07-10,295.290283,306.771240,0.000000
1971-07-11,295.746368,308.906921,0.000000
1971-07-12,296.729889,309.747498,0.000000
1971-07-13,296.936310,310.702789,0.000000
1971-07-14,297.044952,310.347778,0.000000
1971-07-15,296.648682,309.217743,0.000000
1971-07-16,296.667450,308.509674,0.000000
1971-07-17,296.042816,309.180328,0.000000
1971-07-18,296.058594,309.363098,0.000000
1971-07-19,295.841858,308.979614,0.000000
1971-07-20,296.252197,310.427338,0.000000
1971-07-21,296.415527,311.051971,0.286630
1971-07-22,296.752563,308.719330,0.000000
1971-07-23,297.053894,308.711121,0.000000
1971-07-24,296.713287,306.858551,2.981926
1971-07-25,295.807037,307.191254,1.026347
1971-07-26,296.504028,308.554932,0.000000
1971-07-27,295.817261,307.251556,0.493978
1971-07-28,295.103485,306.450409,0.000000
1971-07-29,295.674316,307.600037,0.000000
1971-07-30,295.452637,309.363007,0.000000
1971-07-31,296.858276,309.972473,0.000000
1971-08-01,295.874146,309.561066,0.688510
1971-08-02,296.565674,311.025818,0.000000
1971-08-03,296.591705,311.240143,4.151500
1971-08-04,297.342316,312.326050,0.000000
1971-08-05,298.022919,312.653870,0.000000
1971-08-06,297.214630,311.066681,0.674557
1971-08-07,296.300293,308.552094,0.000000
1971-08-08,295.462402,309.541687,0.000000
1971-08-09,295.133118,310.779175,0.297414
1971-08-10,296.193268,310.085510,0.000000
1971-08-11,296.778442,311.119232,4.381487
1971-08-12,297.453705,310.041290,4.599678
1971-08-13,298.624084,307.551941,7.819144
1971-08-14,295.952209,304.791901,5.479925
1971-08-15,294.239349,305.046600,4.321246
1971-08-16,294.417114,305.128662,0.000000
1971-08-17,295.046844,305.774567,0.000000
1971-08-18,295.910736,307.550446,0.000000
1971-08-19,295.586823,307.440582,0.000000
1971-08-20,294.851593,306.545105,0.000000
1971-08-21,295.276520,305.309540,0.000000
1971-08-22,295.071747,307.032654,0.000000
1971-08-23,293.964081,309.703491,0.000000
1971-08-24,295.859863,310.522675,0.000000
1971-08-25,297.565918,307.629639,3.173126
1971-08-26,296.596252,306.930206,15.121840
1971-08-27,295.934418,306.133820,15.007010
1971-08-28,295.676727,306.185425,13.699397
1971-08-29,296.476685,304.440430,1.799562
1971-08-30,295.813507,304.993774,0.000000
1971-08-31,295.395508,306.996948,0.000000
1971-09-01,294.580048,305.613800,0.000000
1971-09-02,293.431976,305.584900,0.000000
1971-09-03,294.605469,307.372925,0.290973
1971-09-04,295.162659,308.639862,0.000000
1971-09-05,294.376190,309.672394,0.000000
1971-09-06,296.065063,310.946564,0.594053
1971-09-07,296.833984,308.315369,4.076972
1971-09-08,296.417084,304.295929,9.498503
1971-09-09,294.304840,301.861481,2.414878
1971-09-10,293.711914,300.653320,9.509811
1971-09-11,289.324158,297.149231,44.205738
1971-09-12,288.944733,295.087433,52.779156
1971-09-13,288.704865,297.589600,0.000000
1971-09-14,287.887390,299.494324,0.000000
1971-09-15,289.341370,303.038696,0.000000
1971-09-16,290.614044,303.241608,2.530180
1971-09-17,291.330292,301.869598,6.722929
1971-09-18,293.570251,304.181702,13.656417
1971-09-19,287.091736,297.421753,11.087408
1971-09-20,289.970673,300.413330,10.720000
1971-09-21,290.019104,299.683411,21.284159
1971-09-22,282.441559,293.008392,3.017861
1971-09-23,279.598907,293.235718,0.000000
1971-09-24,281.237152,296.286926,0.000000
1971-09-25,283.338776,299.008484,0.000000
1971-09-26,293.188507,301.517517,22.796576
1971-09-27,291.267303,299.290039,40.323391
1971-09-28,288.658539,298.517731,4.090628
1971-09-29,286.689758,302.292145,0.000000
1971-09-30,291.184937,304.701508,0.000000
1971-10-01,292.509827,299.922668,28.268421
1971-10-02,286.012207,295.458618,1.367001
1971-10-03,287.571350,296.299347,0.000000
1971-10-04,287.458099,301.899658,0.000000
1971-10-05,287.466888,299.936798,0.627997
1971-10-06,280.060242,290.720062,0.000000
1971-10-07,283.535553,300.643311,0.000000
1971-10-08,288.106842,298.730896,1.542885
1971-10-09,283.247833,294.229584,0.569975
1971-10-10,283.683350,292.584839,0.000000
1971-10-11,284.813843,294.878265,0.000000
1971-10-12,286.085602,294.105927,0.000000
1971-10-13,289.288635,297.990723,30.605433
1971-10-14,287.053375,293.974670,14.926450
1971-10-15,286.844849,299.808136,0.000000
1971-10-16,288.335419,299.178680,0.000000
1971-10-17,286.788391,300.112152,0.000000
1971-10-18,288.224457,301.060913,0.000000
1971-10-19,290.149811,297.732086,0.362179
1971-10-20,285.703430,297.368286,0.000000
1971-10-21,290.782806,297.998566,29.444635
1971-10-22,291.316559,295.144806,3.648150
1971-10-23,284.741547,295.110626,0.000000
1971-10-24,284.974731,299.921356,0.000000
1971-10-25,288.308197,301.656158,0.000000
1971-10-26,290.745819,303.578491,0.000000
1971-10-27,290.536682,303.284210,0.000000
1971-10-28,292.454407,303.067596,5.481936
1971-10-29,289.108276,299.340729,10.686338
1971-10-30,290.990234,301.139008,0.000000
1971-10-31,290.384949,303.100311,0.000000
1971-11-01,292.050995,300.289764,0.000000
1971-11-02,288.269104,297.734467,0.000000
1971-11-03,282.133820,298.002991,0.000000
1971-11-04,285.617676,300.365631,0.000000
1971-11-05,289.770203,297.876007,0.000000
1971-11-06,283.542603,297.057343,0.000000
1971-11-07,284.335602,300.245056,0.000000
1971-11-08,285.134705,301.623383,0.000000
1971-11-09,287.995850,301.903992,0.000000
1971-11-10,289.346252,302.064423,0.000000
1971-11-11,284.568756,297.167450,0.000000
1971-11-12,279.158722,297.912628,0.000000
1971-11-13,284.155945,300.494324,0.000000
1971-11-14,279.733856,294.562866,0.000000
1971-11-15,283.546448,299.905396,0.000000
1971-11-16,286.601288,302.782349,0.000000
1971-11-17,287.130127,304.264526,0.000000
1971-11-18,287.885864,302.807983,0.000000
1971-11-19,286.954468,298.632660,0.000000
1971-11-20,286.436462,301.894562,0.000000
1971-11-21,289.566223,301.561249,0.792104
1971-11-22,276.558350,294.158447,0.000000
1971-11-23,273.863800,283.302582,0.435791
1971-11-24,275.192993,285.714935,0.351599
1971-11-25,278.928528,293.324280,0.453531
1971-11-26,288.776550,298.110901,4.261745
1971-11-27,288.130676,297.408417,18.217056
1971-11-28,289.859680,298.393402,7.689761
1971-11-29,282.435089,297.292358,0.000000
1971-11-30,282.248596,296.859558,0.000000
1971-12-01,282.944275,295.083466,0.000000
1971-12-02,278.046356,289.999969,0.000000
1971-12-03,282.669922,295.892883,0.000000
1971-12-04,277.332581,296.873352,0.000000
1971-12-05,284.625092,298.686646,0.000000
1971-12-06,285.385590,301.936310,0.000000
1971-12-07,289.095490,297.759674,0.693937
1971-12-08,280.349579,294.523590,0.000000
1971-12-09,277.349548,292.286469,0.000000
1971-12-10,283.239594,298.652618,0.000000
1971-12-11,283.199646,298.397034,0.000000
1971-12-12,287.214539,296.231110,0.558537
1971-12-13,277.303680,290.920776,0.000000
1971-12-14,278.036957,291.586639,0.000000
1971-12-15,280.036316,288.058929,0.000000
1971-12-16,273.343414,282.668640,0.000000
1971-12-17,271.626648,290.605133,0.000000
1971-12-18,281.834137,297.065552,0.000000
1971-12-19,284.160919,297.623444,0.000000
1971-12-20,276.249084,291.968201,0.000000
1971-12-21,282.277374,293.111298,0.000000
1971-12-22,280.495758,291.695770,0.000000
1971-12-23,284.952393,298.591614,0.938652
1971-12-24,282.213501,291.361603,0.000000
1971-12-25,275.051819,281.729828,0.651273
1971-12-26,277.738831,285.941650,9.506855
1971-12-27,283.752319,290.375153,2.315455
1971-12-28,275.430450,289.487427,0.000000
1971-12-29,283.203400,296.331207,0.000000
1971-12-30,286.065643,298.266754,0.383105
1971-12-31,282.912689,292.287720,0.000000
1972-01-01,282.631989,295.739227,0.000000
1972-01-02,273.637299,288.225067,0.000000
1972-01-03,273.783630,277.757843,0.000000
1972-01-04,266.612122,278.368042,0.000000
1972-01-05,268.855469,284.307587,0.498410
1972-01-06,273.293793,284.429596,0.000000
1972-01-07,277.488922,289.093536,8.197332
1972-01-08,274.693756,287.889740,0.000000
1972-01-09,277.304108,293.045502,0.000000
1972-01-10,277.541199,291.835663,0.000000
1972-01-11,276.030914,292.750366,0.000000
1972-01-12,279.523865,296.496185,0.000000
1972-01-13,281.187225,298.203217,0.000000
1972-01-14,284.264435,297.786011,0.000000
1972-01-15,279.298370,289.810974,0.000000
1972-01-16,274.569458,293.024750,0.000000
1972-01-17,277.548370,295.327332,0.000000
1972-01-18,283.284607,297.273987,0.000000
1972-01-19,282.255920,292.474579,0.000000
1972-01-20,281.251129,293.431549,0.341821
1972-01-21,275.681854,294.288147,0.000000
1972-01-22,281.212128,291.340240,0.000000
1972-01-23,275.567322,295.678497,0.000000
1972-01-24,283.599518,294.912933,0.000000
1972-01-25,272.080017,288.905609,0.000000
1972-01-26,279.394348,297.484558,0.000000
1972-01-27,279.638336,291.541351,0.000000
1972-01-28,279.842865,295.819397,0.000000
1972-01-29,279.994537,293.058044,0.000000
1972-01-30,277.890045,296.679718,0.000000
1972-01-31,276.708221,289.048065,0.000000
1972-02-01,271.619507,284.805664,0.000000
1972-02-02,272.877747,291.103516,0.000000
1972-02-03,277.041290,289.595428,0.000000
1972-02-04,273.567169,292.392151,0.000000
1972-02-05,275.809265,294.017090,0.000000
1972-02-06,276.277954,292.257904,0.000000
1972-02-07,274.358093,293.988770,0.000000
1972-02-08,276.280243,289.729767,0.000000
1972-02-09,271.654755,284.907684,0.000000
1972-02-10,274.116241,290.342743,0.000000
1972-02-11,276.599884,290.298248,0.000000
1972-02-12,280.204987,290.734650,0.000000
1972-02-13,283.524048,288.294128,5.375973
1972-02-14,281.763885,295.126770,0.000000
1972-02-15,285.109741,305.001648,0.539382
1972-02-16,288.353516,301.447784,0.852262
1972-02-17,287.420502,307.058899,0.000000
1972-02-18,288.087280,299.477783,0.000000
1972-02-19,279.374115,295.492279,0.000000
1972-02-20,284.416046,296.045563,0.000000
1972-02-21,277.486145,291.481934,0.000000
1972-02-22,278.839569,297.971008,0.000000
1972-02-23,283.664795,299.734528,0.000000
1972-02-24,281.207275,297.737640,0.000000
1972-02-25,282.660187,295.226532,0.000000
1972-02-26,277.864227,294.194153,0.000000
1972-02-27,281.985962,297.761383,0.000000
1972-02-28,285.801971,296.977905,2.681979
1972-02-29,283.407410,297.982666,1.340989
1972-03-01,281.012848,298.987427,0.000000
1972-03-02,284.796753,294.821625,0.000000
1972-03-03,285.092285,296.255768,0.000000
1972-03-04,288.139771,291.806702,15.643853
1972-03-05,290.589996,300.643677,6.751053
1972-03-06,287.539276,298.760559,0.604101
1972-03-07,284.333801,294.007446,0.000000
1972-03-08,282.933472,297.691742,0.000000
1972-03-09,284.088593,300.067810,0.000000
1972-03-10,284.828491,304.036926,0.000000
1972-03-11,287.160645,301.883667,0.000000
1972-03-12,288.046936,303.490448,0.000000
1972-03-13,284.981201,298.884613,0.000000
1972-03-14,279.000641,294.333679,0.000000
1972-03-15,284.286713,292.210358,12.186747
1972-03-16,274.708801,284.092834,8.262534
1972-03-17,275.305481,298.579346,0.000000
1972-03-18,279.373291,302.385132,0.000000
1972-03-19,283.224915,297.298584,0.000000
1972-03-20,286.022583,298.479858,0.000000
1972-03-21,291.535309,303.698669,0.892079
1972-03-22,290.419525,297.236267,2.762665
1972-03-23,284.414093,295.768463,0.000000
1972-03-24,283.628296,295.281921,0.000000
1972-03-25,283.616516,290.942139,0.359077
1972-03-26,276.160919,286.869598,0.000000
1972-03-27,278.645782,291.960632,0.000000
1972-03-28,282.078461,297.375061,0.000000
1972-03-29,288.355469,301.962524,0.000000
1972-03-30,286.378113,302.060364,0.000000
1972-03-31,287.949280,303.892059,0.000000
1972-04-01,291.898865,304.386230,0.000000
1972-04-02,285.029480,301.966492,0.000000
1972-04-03,285.169922,294.708862,0.000000
1972-04-04,285.378052,296.002716,0.000000
1972-04-05,281.308502,298.634827,0.000000
1972-04-06,282.741669,307.782501,0.000000
1972-04-07,282.684296,298.324249,0.000000
1972-04-08,281.285553,297.113373,0.000000
1972-04-09,283.799805,303.037872,0.000000
1972-04-10,286.056305,304.764252,0.000000
1972-04-11,290.658691,305.128357,0.000000
1972-04-12,288.687317,302.626556,0.000000
1972-04-13,289.238617,305.529541,0.000000
1972-04-14,291.559143,303.471344,0.000000
1972-04-15,284.263824,300.110046,0.000000
1972-04-16,287.153687,306.425568,0.000000
1972-04-17,288.571655,306.250885,0.000000
1972-04-18,291.001740,302.259308,0.000000
1972-04-19,280.775208,304.018646,0.000000
1972-04-20,284.553589,305.172668,0.000000
1972-04-21,287.835785,301.584534,0.000000
1972-04-22,289.089600,299.226074,0.000000
1972-04-23,286.479340,303.906067,0.000000
1972-04-24,289.779938,300.485046,0.000000
1972-04-25,291.544312,304.142853,0.000000
1972-04-26,292.226105,311.240692,0.000000
1972-04-27,293.837921,309.899628,0.000000
1972-04-28,294.828827,306.388550,0.000000
1972-04-29,292.035126,302.474884,0.000000
1972-04-30,286.859222,298.721558,0.000000
1972-05-01,284.814758,298.094849,0.000000
1972-05-02,287.236420,303.548492,0.000000
1972-05-03,291.150970,300.167542,0.283354
1972-05-04,292.349457,301.527771,18.070253
1972-05-05,293.463470,300.372650,7.292423
1972-05-06,290.982666,301.199677,0.587878
1972-05-07,291.216339,304.309204,0.000000
1972-05-08,293.283722,299.763580,32.507679
1972-05-09,292.505341,300.224854,7.046924
1972-05-10,293.456055,304.292267,0.000000
1972-05-11,293.468811,305.897491,0.000000
1972-05-12,295.356903,304.532104,3.680487
1972-05-13,294.558563,306.809021,0.000000
1972-05-14,294.948242,306.229187,0.422998
1972-05-15,295.968872,303.895905,6.835054
1972-05-16,293.504059,302.135498,31.592770
1972-05-17,291.623779,296.929077,39.635376
1972-05-18,291.200775,295.406738,41.190739
1972-05-19,290.366425,298.578217,4.710963
1972-05-20,292.066742,299.452606,0.000000
1972-05-21,291.204254,299.497650,0.316402
1972-05-22,292.023682,299.351746,0.000000
1972-05-23,291.894501,302.390991,0.000000
1972-05-24,291.840332,301.197510,0.000000
1972-05-25,291.662262,297.234985,0.404315
1972-05-26,291.652008,298.827362,0.000000
1972-05-27,292.992981,298.651520,0.623181
1972-05-28,293.005981,299.644165,13.680220
1972-05-29,293.391235,300.492432,17.924803
1972-05-30,293.178345,297.949371,16.049641
1972-05-31,290.022308,298.972717,0.000000
1972-06-01,291.968658,299.899811,2.077017
1972-06-02,292.385468,302.557617,0.000000
1972-06-03,293.061218,304.723755,0.862277
1972-06-04,292.805237,307.233856,0.000000
1972-06-05,294.344452,308.618378,0.000000
1972-06-06,295.045807,307.362244,2.503567
1972-06-07,295.043488,308.982788,0.000000
1972-06-08,295.087341,307.659332,0.000000
1972-06-09,295.674011,305.867371,2.987236
1972-06-10,293.023376,301.013824,9.638823
1972-06-11,291.403198,302.054199,0.000000
1972-06-12,292.097046,302.961609,0.000000
1972-06-13,292.073792,304.720490,0.000000
1972-06-14,293.474915,306.530426,0.000000
1972-06-15,293.958679,305.578339,0.000000
1972-06-16,291.437866,302.615875,0.000000
1972-06-17,290.564331,302.417084,0.000000
1972-06-18,292.458557,302.683075,0.000000
1972-06-19,293.739471,305.333130,0.000000
1972-06-20,295.445557,307.914734,0.000000
1972-06-21,296.490387,308.439514,0.000000
1972-06-22,296.422333,307.439545,0.000000
1972-06-23,295.412750,308.002106,0.000000
1972-06-24,296.116638,308.806854,0.000000
1972-06-25,296.861328,307.765259,0.000000
1972-06-26,297.111420,308.806030,0.000000
1972-06-27,296.436035,308.083557,0.000000
1972-06-28,296.774536,308.217102,0.000000
1972-06-29,297.144501,308.618774,0.000000
1972-06-30,296.904083,307.296509,0.000000
1972-07-01,295.407013,306.231110,0.000000
1972-07-02,295.555878,306.464478,0.000000
1972-07-03,296.326263,308.997406,0.000000
1972-07-04,296.386139,309.915558,0.000000
1972-07-05,296.465210,310.251343,0.000000
1972-07-06,296.951782,309.180969,3.739215
1972-07-07,296.860168,309.201050,0.000000
1972-07-08,297.503571,309.749939,0.000000
1972-07-09,297.412628,311.786743,0.000000
1972-07-10,298.125458,310.958984,0.000000
1972-07-11,296.861023,309.432007,0.000000
1972-07-12,296.696960,309.152130,0.000000
1972-07-13,297.462433,312.225098,0.651902
1972-07-14,302.179871,313.070801,0.000000
1972-07-15,300.998291,312.439850,0.000000
1972-07-16,300.431183,312.827698,0.850338
1972-07-17,299.253510,313.271393,0.000000
1972-07-18,299.121735,311.528107,0.000000
1972-07-19,299.794281,311.311951,0.000000
1972-07-20,298.478485,305.025421,15.081598
1972-07-21,294.267670,300.398499,5.935571
1972-07-22,295.254364,306.599640,0.000000
1972-07-23,296.354065,308.273529,0.000000
1972-07-24,295.925446,309.564636,0.000000
1972-07-25,296.126373,308.751984,0.000000
1972-07-26,296.569519,309.827881,0.000000
1972-07-27,297.725281,310.081360,0.000000
1972-07-28,297.754944,308.594025,0.000000
1972-07-29,297.010132,307.405975,0.000000
1972-07-30,295.970978,307.671387,0.000000
1972-07-31,296.446838,308.559998,0.000000
1972-08-01,296.454132,310.096985,0.000000
1972-08-02,296.071564,308.988159,0.000000
1972-08-03,295.380707,309.208984,0.000000
1972-08-04,297.423065,310.818695,0.000000
1972-08-05,298.177551,310.425507,0.000000
1972-08-06,297.483582,309.855896,0.000000
1972-08-07,295.984680,312.546570,0.000000
1972-08-08,296.782349,311.820862,0.000000
1972-08-09,297.522064,312.324127,0.000000
1972-08-10,297.796967,313.047668,0.000000
1972-08-11,298.539246,311.649780,0.000000
1972-08-12,297.890045,309.226318,0.000000
1972-08-13,296.195129,308.273743,0.000000
1972-08-14,297.867737,310.038574,0.000000
1972-08-15,298.449615,311.607971,0.000000
1972-08-16,297.536652,311.628265,0.000000
1972-08-17,297.687500,310.870178,0.000000
1972-08-18,296.958374,310.042664,0.000000
1972-08-19,297.420105,312.404541,0.000000
1972-08-20,299.023102,312.465576,0.000000
1972-08-21,300.069641,312.101135,0.000000
1972-08-22,299.531403,311.817657,0.624046
1972-08-23,299.861816,311.124634,3.802289
1972-08-24,299.241364,311.431061,0.439085
1972-08-25,298.111206,311.384460,0.000000
1972-08-26,297.654236,311.673798,0.000000
1972-08-27,298.165436,311.065247,0.440868
1972-08-28,297.480377,309.457642,0.000000
1972-08-29,296.711456,307.411224,0.000000
1972-08-30,294.541595,306.897339,0.000000
1972-08-31,295.190002,305.373383,0.000000
1972-09-01,293.963776,305.018158,0.000000
1972-09-02,295.952393,307.590240,0.000000
1972-09-03,294.849091,307.927155,0.000000
1972-09-04,295.502441,306.116943,0.000000
1972-09-05,296.036530,303.497498,0.000000
1972-09-06,295.483521,305.307800,0.000000
1972-09-07,295.991058,313.572021,0.000000
1972-09-08,297.158600,308.015961,0.000000
1972-09-09,297.013550,309.114777,0.000000
1972-09-10,296.688507,308.325348,2.449380
1972-09-11,296.512939,305.915070,0.342856
1972-09-12,294.773285,305.570404,0.000000
1972-09-13,294.881927,306.480865,0.000000
1972-09-14,294.734131,306.533661,0.000000
1972-09-15,293.767578,307.382050,0.000000
1972-09-16,296.174011,307.692566,0.000000
1972-09-17,295.528961,308.558044,0.000000
1972-09-18,297.160767,307.497894,2.760778
1972-09-19,295.727875,307.615234,16.901058
1972-09-20,294.408722,305.575195,19.892288
1972-09-21,285.219513,300.668488,0.937138
1972-09-22,283.031830,300.879028,0.000000
1972-09-23,284.498260,302.815063,0.000000
1972-09-24,285.690521,303.776855,0.000000
1972-09-25,287.703369,307.844299,0.000000
1972-09-26,290.598145,308.757294,0.000000
1972-09-27,290.419495,305.832672,0.000000
1972-09-28,291.546173,306.765228,0.000000
1972-09-29,292.563538,307.822296,0.000000
1972-09-30,294.459290,307.796814,0.000000
1972-10-01,296.148529,307.330994,0.000000
1972-10-02,295.058258,305.994141,0.000000
1972-10-03,295.305908,306.417908,0.000000
1972-10-04,293.625732,307.071014,0.000000
1972-10-05,296.263184,306.851318,0.000000
1972-10-06,294.952057,307.323792,0.000000
1972-10-07,285.694092,304.505432,0.957821
1972-10-08,281.827972,299.787018,0.000000
1972-10-09,284.223450,292.981201,0.000000
1972-10-10,282.329559,297.462921,0.000000
1972-10-11,283.688538,301.418823,0.000000
1972-10-12,284.984863,307.050385,0.000000
1972-10-13,290.992157,303.999756,0.000000
1972-10-14,290.690399,301.280914,0.000000
1972-10-15,290.059967,297.777527,8.219447
1972-10-16,290.228821,298.067688,16.508953
1972-10-17,292.050568,306.298706,0.000000
1972-10-18,295.240173,305.504608,0.000000
1972-10-19,286.654633,301.054169,0.000000
1972-10-20,281.557953,298.156097,0.000000
1972-10-21,283.241425,299.634949,0.000000
1972-10-22,285.311218,303.511536,0.000000
1972-10-23,289.744141,302.827515,0.000000
1972-10-24,285.019897,298.202881,7.228138
1972-10-25,281.427948,292.664337,0.000000
1972-10-26,276.674072,291.266205,0.000000
1972-10-27,276.488373,292.989777,0.000000
1972-10-28,278.097778,290.083099,0.000000
1972-10-29,280.160461,294.004730,0.000000
1972-10-30,282.582275,295.784760,0.000000
1972-10-31,282.880463,291.084076,1.025985
1972-11-01,280.190277,291.468109,0.000000
1972-11-02,278.701416,289.731598,0.000000
1972-11-03,278.544952,290.475830,0.000000
1972-11-04,279.180725,288.917450,0.000000
1972-11-05,272.169342,288.648315,0.000000
1972-11-06,271.987000,288.268463,0.000000
1972-11-07,275.129761,291.373352,0.000000
1972-11-08,279.007263,294.162109,0.000000
1972-11-09,280.870270,294.443481,0.000000
1972-11-10,280.860687,301.097717,0.000000
1972-11-11,286.290710,302.218719,0.000000
1972-11-12,289.170380,303.794678,0.000000
1972-11-13,287.773499,300.135925,1.902604
1972-11-14,282.550629,290.467133,10.324143
1972-11-15,288.539856,303.563690,0.366847
1972-11-16,289.595490,301.815918,0.000000
1972-11-17,290.381134,302.949921,0.585356
1972-11-18,289.837433,302.746857,0.000000
1972-11-19,286.865234,300.833893,0.000000
1972-11-20,276.682556,295.779449,0.000000
1972-11-21,276.373627,295.053528,0.000000
1972-11-22,279.593964,296.649841,0.000000
1972-11-23,288.238190,300.895172,0.000000
1972-11-24,289.781860,301.907990,0.889105
1972-11-25,289.865234,302.967346,0.000000
1972-11-26,285.754517,297.722778,0.000000
1972-11-27,273.707489,291.425537,0.000000
1972-11-28,278.310547,293.751617,0.000000
1972-11-29,279.405029,291.530273,0.000000
1972-11-30,282.947113,292.956329,1.999328
1972-12-01,286.678772,296.169464,6.795845
1972-12-02,283.195465,293.537720,0.000000
1972-12-03,275.056580,293.076813,0.000000
1972-12-04,277.656708,289.229828,0.000000
1972-12-05,269.759979,287.378479,0.000000
1972-12-06,271.383636,294.446564,0.000000
1972-12-07,276.777039,286.389130,0.000000
1972-12-08,268.038452,282.695496,0.000000
1972-12-09,271.065430,292.429016,0.000000
1972-12-10,275.001617,291.862885,0.000000
1972-12-11,276.770233,296.172302,0.000000
1972-12-12,277.718628,287.962952,0.000000
1972-12-13,269.771729,283.798370,0.000000
1972-12-14,270.725311,281.566559,0.000000
1972-12-15,271.306946,289.090546,0.000000
1972-12-16,276.879700,283.952393,0.000000
