#Variables:
#tasmin_CNRM-CM5_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CNRM-CM5_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CNRM-CM5_historical(K),tasmax_CNRM-CM5_historical(K),pr_CNRM-CM5_historical(mm)"
""
yyyy-mm-dd,tasmin_CNRM-CM5_historical(K),tasmax_CNRM-CM5_historical(K),pr_CNRM-CM5_historical(mm)
1971-04-29,289.202393,304.968781,0.000000
1971-04-30,293.375061,303.438324,0.000000
1971-05-01,293.568146,306.810181,0.310738
1971-05-02,295.925873,302.931580,0.000000
1971-05-03,293.263550,304.309204,1.665168
1971-05-04,292.747040,299.632324,38.706730
1971-05-05,289.990784,299.224762,33.778683
1971-05-06,285.482819,294.521118,0.580572
1971-05-07,283.126495,294.289795,0.000000
1971-05-08,285.656097,297.248535,0.000000
1971-05-09,290.854767,299.082947,0.607206
1971-05-10,291.663116,295.773041,8.136469
1971-05-11,289.014984,296.030273,0.000000
1971-05-12,288.185791,297.112000,19.995899
1971-05-13,284.073517,298.349884,0.000000
1971-05-14,288.963989,304.296204,0.000000
1971-05-15,291.317413,302.347900,0.000000
1971-05-16,288.564270,301.041016,0.000000
1971-05-17,288.715790,302.224976,0.000000
1971-05-18,290.563385,305.347321,0.000000
1971-05-19,293.959747,304.794983,0.000000
1971-05-20,295.542236,304.730164,0.594962
1971-05-21,285.960052,306.936188,0.000000
1971-05-22,291.256226,306.584778,0.000000
1971-05-23,291.748871,305.606110,0.000000
1971-05-24,294.688721,306.587128,0.627823
1971-05-25,296.103729,309.887299,0.000000
1971-05-26,297.428925,307.910065,0.000000
1971-05-27,292.444458,309.934418,0.000000
1971-05-28,291.316772,311.799744,0.000000
1971-05-29,294.905334,310.902618,0.000000
1971-05-30,296.157379,309.945831,0.000000
1971-05-31,296.210114,309.574280,0.000000
1971-06-01,295.447601,308.713531,0.293674
1971-06-02,294.822906,307.321075,0.534314
1971-06-03,295.474457,307.014893,0.000000
1971-06-04,294.222992,306.694244,3.882266
1971-06-05,293.562988,306.165100,10.516361
1971-06-06,292.197906,303.976990,12.509688
1971-06-07,295.659546,303.591095,1.002797
1971-06-08,294.027954,306.586731,0.000000
1971-06-09,293.372009,308.265442,0.000000
1971-06-10,294.860840,309.832336,0.000000
1971-06-11,295.002686,310.033600,0.000000
1971-06-12,295.452057,308.624146,0.000000
1971-06-13,295.703247,309.826843,0.000000
1971-06-14,296.031555,309.939240,0.000000
1971-06-15,295.877136,307.990234,1.780721
1971-06-16,297.239563,309.075623,0.000000
1971-06-17,297.176605,309.459259,0.000000
1971-06-18,298.108917,309.348755,1.564010
1971-06-19,299.452881,308.620392,3.256968
1971-06-20,296.570465,305.162140,12.576417
1971-06-21,297.977692,307.054382,0.000000
1971-06-22,298.313507,304.976044,0.657923
1971-06-23,296.774536,305.881683,8.518558
1971-06-24,297.755249,304.393890,18.751614
1971-06-25,296.823364,305.695282,6.080095
1971-06-26,298.342468,306.814545,2.254288
1971-06-27,297.642792,307.906433,0.000000
1971-06-28,296.793976,308.037720,0.000000
1971-06-29,297.143433,308.640320,0.000000
1971-06-30,297.518066,306.892365,1.050756
1971-07-01,296.847717,307.029022,0.000000
1971-07-02,296.115295,308.591888,0.000000
1971-07-03,296.242523,309.802917,0.000000
1971-07-04,296.464661,311.052216,0.000000
1971-07-05,296.886017,310.618439,0.000000
1971-07-06,297.194427,310.048431,0.000000
1971-07-07,295.950775,309.628662,0.000000
1971-07-08,295.245270,309.801453,0.000000
1971-07-09,296.911682,309.720428,0.000000
1971-07-10,297.030334,310.656830,0.000000
1971-07-11,297.627472,310.965424,0.000000
1971-07-12,296.203278,308.532196,0.000000
1971-07-13,295.673279,308.011108,0.000000
1971-07-14,297.048706,307.714813,0.000000
1971-07-15,297.550842,308.286469,0.000000
1971-07-16,298.164551,309.141357,0.000000
1971-07-17,298.632568,306.459717,1.387003
1971-07-18,299.706635,305.289520,2.374917
1971-07-19,298.201752,309.948578,0.000000
1971-07-20,297.866333,307.128540,0.000000
1971-07-21,296.814606,305.241913,1.239514
1971-07-22,296.940338,302.895294,5.841860
1971-07-23,297.047546,302.685242,0.000000
1971-07-24,297.079224,303.099579,0.000000
1971-07-25,296.732361,303.972412,5.912644
1971-07-26,297.349426,306.197784,1.430680
1971-07-27,296.384613,306.463043,3.583689
1971-07-28,295.469666,302.891388,14.945519
1971-07-29,296.806854,304.767334,5.329594
1971-07-30,296.959991,307.559082,1.384489
1971-07-31,297.030945,309.643219,0.000000
1971-08-01,297.615845,308.372864,0.000000
1971-08-02,297.566650,308.018524,0.000000
1971-08-03,296.536774,309.470673,0.577377
1971-08-04,296.426422,309.843842,0.301132
1971-08-05,296.934174,309.870148,0.287854
1971-08-06,296.726593,308.670593,0.371296
1971-08-07,295.916443,309.052521,0.000000
1971-08-08,295.901123,308.492554,0.709302
1971-08-09,295.986847,308.049805,0.000000
1971-08-10,296.422882,308.259583,1.710868
1971-08-11,296.627991,309.226318,0.477533
1971-08-12,296.815704,307.125397,8.783590
1971-08-13,296.590424,306.399750,14.131688
1971-08-14,296.482178,308.547546,0.000000
1971-08-15,297.519287,306.643097,0.434890
1971-08-16,297.794678,308.412506,0.000000
1971-08-17,295.431000,309.272766,0.000000
1971-08-18,296.304077,309.655853,0.000000
1971-08-19,296.567871,309.674500,0.000000
1971-08-20,295.873932,309.698853,0.000000
1971-08-21,296.064117,309.152008,0.000000
1971-08-22,295.663452,307.835236,0.000000
1971-08-23,295.664246,309.645935,0.000000
1971-08-24,297.423523,309.033417,0.000000
1971-08-25,298.721039,308.326477,0.000000
1971-08-26,297.451111,310.240875,0.000000
1971-08-27,296.618958,310.096283,0.000000
1971-08-28,296.478271,310.134705,0.765108
1971-08-29,295.704529,307.932251,0.000000
1971-08-30,297.432709,309.402222,0.000000
1971-08-31,297.621033,306.973816,0.000000
1971-09-01,297.483765,310.282440,0.000000
1971-09-02,298.505402,311.417450,0.000000
1971-09-03,297.312439,309.752655,0.000000
1971-09-04,297.737915,306.185364,0.000000
1971-09-05,296.803345,305.859619,0.776092
1971-09-06,298.513550,306.459412,0.000000
1971-09-07,296.040039,307.190491,0.000000
1971-09-08,295.857971,307.201630,0.000000
1971-09-09,295.448120,309.162842,0.000000
1971-09-10,294.949341,308.328094,0.000000
1971-09-11,294.296082,307.793640,0.000000
1971-09-12,294.748108,309.145172,0.000000
1971-09-13,295.728668,309.384979,0.000000
1971-09-14,296.246582,310.873322,0.000000
1971-09-15,296.250427,310.032074,0.000000
1971-09-16,295.076782,307.498840,0.000000
1971-09-17,294.290375,304.486053,0.000000
1971-09-18,294.065735,303.086639,0.519368
1971-09-19,294.485535,303.313934,2.804266
1971-09-20,294.155426,303.217316,3.163111
1971-09-21,294.418915,304.179932,1.682961
1971-09-22,295.449829,303.969360,3.905811
1971-09-23,294.835236,304.559662,9.871739
1971-09-24,291.423584,303.228882,0.000000
1971-09-25,294.411530,303.873413,0.000000
1971-09-26,294.616882,301.301910,1.385725
1971-09-27,294.802185,300.528625,2.621810
1971-09-28,292.745636,300.947266,0.000000
1971-09-29,292.856567,306.002930,0.483369
1971-09-30,293.636261,306.988831,0.000000
1971-10-01,293.655670,306.983368,0.855086
1971-10-02,291.812836,306.693939,0.000000
1971-10-03,292.004150,307.024689,0.000000
1971-10-04,289.787415,304.982605,0.000000
1971-10-05,289.714813,306.184113,0.000000
1971-10-06,293.437744,306.305206,0.000000
1971-10-07,291.938019,306.760559,0.000000
1971-10-08,293.086426,306.665497,0.000000
1971-10-09,290.864563,301.077179,0.000000
1971-10-10,284.620575,298.583923,0.000000
1971-10-11,284.801025,303.610809,0.000000
1971-10-12,287.865723,305.640198,0.000000
1971-10-13,292.161011,305.249664,0.000000
1971-10-14,291.644165,304.847107,0.000000
1971-10-15,290.938873,301.730713,0.000000
1971-10-16,289.876770,303.533661,0.000000
1971-10-17,289.764008,304.732819,0.000000
1971-10-18,289.478943,304.984894,0.000000
1971-10-19,290.226654,303.889893,0.000000
1971-10-20,291.726624,300.666748,0.000000
1971-10-21,287.225433,300.733276,0.000000
1971-10-22,288.311737,302.200104,0.000000
1971-10-23,288.636658,303.010864,0.000000
1971-10-24,290.776581,300.382050,0.000000
1971-10-25,283.204651,301.466583,0.000000
1971-10-26,285.656799,303.824127,0.000000
1971-10-27,287.662994,304.030579,0.000000
1971-10-28,289.640259,302.056244,0.000000
1971-10-29,289.550079,303.369781,0.000000
1971-10-30,291.638336,303.248138,0.524471
1971-10-31,286.113129,299.404877,9.343324
1971-11-01,286.407532,297.161621,18.823393
1971-11-02,276.038818,290.325714,0.000000
1971-11-03,275.923523,293.308807,0.000000
1971-11-04,278.933655,293.368378,0.000000
1971-11-05,282.693115,294.602844,1.046899
1971-11-06,281.621124,297.103638,0.000000
1971-11-07,283.527405,301.914581,0.000000
1971-11-08,285.072388,301.561127,0.000000
1971-11-09,283.045929,300.120911,0.000000
1971-11-10,280.865845,300.720428,0.000000
1971-11-11,288.243652,299.006927,0.000000
1971-11-12,286.386627,301.570160,0.000000
1971-11-13,286.903320,300.769257,0.000000
1971-11-14,286.364471,300.886780,0.000000
1971-11-15,288.821198,300.113525,0.000000
1971-11-16,290.762573,298.840118,5.039813
1971-11-17,277.785004,291.858551,0.307938
1971-11-18,276.878876,295.606781,0.000000
1971-11-19,277.602539,294.951263,0.000000
1971-11-20,285.096466,298.121094,8.171228
1971-11-21,285.414490,300.987000,0.000000
1971-11-22,287.210144,297.126862,1.077384
1971-11-23,278.517212,295.145996,0.000000
1971-11-24,279.794739,299.752502,0.000000
1971-11-25,280.028931,300.767181,0.000000
1971-11-26,282.792084,301.870483,0.000000
1971-11-27,286.465790,300.310211,0.000000
1971-11-28,288.882996,297.790588,2.992468
1971-11-29,286.201233,294.304047,3.518100
1971-11-30,274.179932,288.877441,0.000000
1971-12-01,277.349548,297.875519,0.000000
1971-12-02,284.271851,301.454346,0.000000
1971-12-03,281.344299,292.305573,0.000000
1971-12-04,275.506073,290.794586,0.000000
1971-12-05,278.666260,298.618042,0.000000
1971-12-06,282.162537,300.886719,0.000000
1971-12-07,286.893463,299.732239,0.000000
1971-12-08,280.398407,298.960815,0.000000
1971-12-09,285.999115,300.933838,1.059871
1971-12-10,285.402679,298.667511,0.000000
1971-12-11,283.917908,293.792053,0.000000
1971-12-12,276.635742,289.448425,0.000000
1971-12-13,273.028564,283.190247,0.000000
1971-12-14,268.549042,283.926971,0.000000
1971-12-15,270.199799,287.580048,0.000000
1971-12-16,273.966003,290.802002,0.000000
1971-12-17,276.196991,292.716492,0.000000
1971-12-18,278.546295,293.847015,0.000000
1971-12-19,282.427673,292.295166,0.000000
1971-12-20,278.566864,290.982727,0.000000
1971-12-21,277.782288,295.093109,0.000000
1971-12-22,281.463226,298.261047,0.000000
1971-12-23,282.524445,290.347961,0.000000
1971-12-24,274.744751,289.229919,0.000000
1971-12-25,276.635376,293.784424,0.000000
1971-12-26,280.062256,291.773071,0.000000
1971-12-27,282.996918,292.029633,12.227965
1971-12-28,286.175354,287.531189,7.212505
1971-12-29,287.309265,294.719788,0.618164
1971-12-30,285.522186,296.193542,0.000000
1971-12-31,282.469604,296.731873,0.000000
1972-01-01,282.417847,291.829987,0.000000
1972-01-02,275.113892,290.970642,0.000000
1972-01-03,277.569122,293.500092,0.000000
1972-01-04,281.306396,289.608582,0.000000
1972-01-05,273.019348,286.966064,0.000000
1972-01-06,274.130493,289.126251,0.000000
1972-01-07,274.928711,289.288208,0.000000
1972-01-08,274.061401,288.939636,0.000000
1972-01-09,278.285217,292.295837,0.000000
1972-01-10,286.112823,296.337128,4.420060
1972-01-11,277.891785,291.847870,0.000000
1972-01-12,273.785400,289.837006,0.000000
1972-01-13,277.545837,290.921631,0.000000
1972-01-14,274.431274,291.801514,0.000000
1972-01-15,281.362366,294.110718,0.000000
1972-01-16,276.018036,292.299072,0.000000
1972-01-17,278.578796,297.246094,0.000000
1972-01-18,280.888245,299.164948,0.000000
1972-01-19,281.363068,299.883820,0.000000
1972-01-20,283.010223,297.838287,0.000000
1972-01-21,277.679810,295.232574,0.000000
1972-01-22,282.440063,299.962006,0.000000
1972-01-23,282.407471,298.403778,0.000000
1972-01-24,285.254028,296.319824,0.000000
1972-01-25,284.219391,298.549805,1.470375
1972-01-26,281.187500,297.643799,0.285234
1972-01-27,281.800568,295.097290,0.000000
1972-01-28,285.773224,295.932739,3.315811
1972-01-29,280.229553,296.543610,0.875521
1972-01-30,281.721802,299.420959,0.000000
1972-01-31,288.967041,299.596344,0.974379
1972-02-01,289.498535,300.239777,0.000000
1972-02-02,277.924927,292.912109,0.000000
1972-02-03,275.597565,294.258331,0.000000
1972-02-04,277.647095,290.397034,0.000000
1972-02-05,283.958221,290.064178,0.000000
1972-02-06,287.400909,297.189301,4.262529
1972-02-07,281.007629,298.424866,0.000000
1972-02-08,282.694550,299.235016,0.000000
1972-02-09,289.861877,302.380524,0.279629
1972-02-10,283.593658,299.788727,0.000000
1972-02-11,278.251709,292.066528,0.000000
1972-02-12,278.956085,289.946259,0.000000
1972-02-13,282.717773,289.610443,7.443247
1972-02-14,277.679626,290.064270,0.000000
1972-02-15,287.057404,293.197296,0.935028
1972-02-16,277.864227,298.554230,0.000000
1972-02-17,288.580627,300.537933,0.843805
1972-02-18,285.812012,297.089539,1.808244
1972-02-19,276.903168,289.923218,0.000000
1972-02-20,284.720978,299.460938,6.824177
1972-02-21,278.498993,297.464600,0.000000
1972-02-22,272.560303,289.771851,0.000000
1972-02-23,275.466339,291.964264,0.000000
1972-02-24,277.170685,292.949371,0.000000
1972-02-25,278.648224,291.319916,0.000000
1972-02-26,271.221985,285.087921,0.000000
1972-02-27,271.447235,289.807068,0.000000
1972-02-28,278.523102,297.029205,0.000000
1972-02-29,280.996765,297.462006,3.008929
1972-03-01,283.470398,297.894806,6.017858
1972-03-02,284.873993,296.793549,11.122422
1972-03-03,287.672546,298.488159,0.280427
1972-03-04,281.092957,297.565613,0.000000
1972-03-05,282.320709,302.410187,0.000000
1972-03-06,288.129211,302.781067,0.000000
1972-03-07,289.389526,304.665009,0.000000
1972-03-08,289.013153,304.247620,0.000000
1972-03-09,289.886200,306.500122,0.000000
1972-03-10,288.263031,304.486145,0.000000
1972-03-11,284.989288,299.116364,0.000000
1972-03-12,283.759552,299.063354,4.996883
1972-03-13,282.483185,304.397369,0.000000
1972-03-14,287.751770,307.619324,0.000000
1972-03-15,289.337036,306.700012,0.000000
1972-03-16,289.508240,306.568390,0.000000
1972-03-17,287.958405,303.019409,0.000000
1972-03-18,288.112335,302.951752,0.000000
1972-03-19,289.061096,306.998047,0.000000
1972-03-20,288.232483,305.382111,0.000000
1972-03-21,287.806458,301.088470,0.000000
1972-03-22,290.267761,299.973022,13.192898
1972-03-23,280.344879,292.501373,0.350532
1972-03-24,278.593292,295.639191,0.000000
1972-03-25,280.928345,299.242249,0.000000
1972-03-26,285.855194,303.025024,0.000000
1972-03-27,288.669800,304.903992,0.000000
1972-03-28,289.450470,305.494171,0.000000
1972-03-29,290.490143,307.246033,0.000000
1972-03-30,291.165253,305.515411,0.822615
1972-03-31,289.977325,304.349792,0.314455
1972-04-01,291.908264,304.731842,0.000000
1972-04-02,292.603088,306.899933,1.080882
1972-04-03,290.088013,305.341675,0.000000
1972-04-04,287.433167,307.428070,0.000000
1972-04-05,288.812408,304.305603,0.000000
1972-04-06,284.663666,302.432922,0.000000
1972-04-07,287.583374,304.656982,0.000000
1972-04-08,291.711121,306.902679,0.000000
1972-04-09,290.090332,304.379852,0.535890
1972-04-10,287.199463,305.381104,0.000000
1972-04-11,288.795593,302.383606,0.000000
1972-04-12,286.398041,294.419556,2.803967
1972-04-13,285.501190,288.739136,0.000000
1972-04-14,289.736237,300.609467,4.144392
1972-04-15,288.573853,302.743561,4.904796
1972-04-16,290.196533,302.505981,0.000000
1972-04-17,285.880920,306.456116,0.000000
1972-04-18,287.895020,307.401978,0.000000
1972-04-19,288.571655,307.497620,0.000000
1972-04-20,290.019287,306.881226,0.000000
1972-04-21,292.190277,305.984650,0.348559
1972-04-22,290.701843,310.548737,0.000000
1972-04-23,293.569153,311.338867,0.000000
1972-04-24,294.930115,306.917358,0.000000
1972-04-25,293.161224,305.521820,0.330625
1972-04-26,292.361938,300.808228,9.615543
1972-04-27,290.290314,298.896088,16.392305
1972-04-28,290.765839,302.781433,0.000000
1972-04-29,291.061432,304.535522,1.741423
1972-04-30,292.731903,304.347717,0.000000
1972-05-01,293.433685,304.269318,0.000000
1972-05-02,292.577698,301.787842,0.494287
1972-05-03,293.020111,299.376953,0.000000
1972-05-04,292.073761,296.947113,0.000000
1972-05-05,290.034515,292.826233,0.000000
1972-05-06,291.766754,297.235748,1.839515
1972-05-07,288.141357,294.642731,0.000000
1972-05-08,288.241302,293.202789,16.887482
1972-05-09,281.803711,291.589691,0.000000
1972-05-10,289.631439,298.355469,0.000000
1972-05-11,290.807983,299.056915,6.624459
1972-05-12,293.855316,303.562378,11.165388
1972-05-13,292.291443,305.673309,4.403152
1972-05-14,292.836121,303.928314,0.000000
1972-05-15,293.309875,303.996887,17.848980
1972-05-16,292.803192,297.949371,25.751057
1972-05-17,293.962189,300.661194,45.300945
1972-05-18,293.461395,306.553467,4.137435
1972-05-19,292.713989,304.510345,2.359166
1972-05-20,293.023529,296.785675,26.163450
1972-05-21,293.539673,298.913422,39.635376
1972-05-22,293.982574,300.775269,18.556343
1972-05-23,294.801025,302.247223,7.427946
1972-05-24,295.065857,302.406555,12.293873
1972-05-25,294.587524,299.687836,18.349981
1972-05-26,294.146393,301.734192,18.723518
1972-05-27,294.017456,301.404541,5.386462
1972-05-28,294.934479,302.335693,10.384920
1972-05-29,295.443604,304.583618,0.327869
1972-05-30,295.678925,307.369812,0.000000
1972-05-31,295.339020,307.285431,0.000000
1972-06-01,296.017731,305.603180,2.077017
1972-06-02,296.577545,304.328003,1.405894
1972-06-03,294.512482,303.478180,1.078035
1972-06-04,293.701843,304.867462,0.000000
1972-06-05,294.097076,306.313385,0.000000
1972-06-06,294.336426,306.832825,0.000000
1972-06-07,295.557770,306.628235,0.000000
1972-06-08,297.400024,307.877686,0.000000
1972-06-09,297.059601,308.808197,0.000000
1972-06-10,295.957520,307.264526,0.000000
1972-06-11,296.045715,307.102844,0.000000
1972-06-12,296.152527,305.508179,0.000000
1972-06-13,295.391632,307.522308,0.000000
1972-06-14,297.807739,308.433289,5.479686
1972-06-15,297.899261,304.574249,20.374443
1972-06-16,297.866089,302.293945,5.939280
1972-06-17,296.793945,303.229279,0.744802
1972-06-18,297.415649,306.481628,0.000000
1972-06-19,295.343567,305.605438,0.000000
1972-06-20,293.783386,303.960907,2.031204
1972-06-21,293.223358,303.507507,2.234707
1972-06-22,294.582550,304.525574,0.969886
1972-06-23,294.217529,305.661041,0.000000
1972-06-24,292.871521,305.649445,0.000000
1972-06-25,293.958679,306.314392,0.000000
1972-06-26,295.243744,306.752167,0.000000
1972-06-27,295.609772,307.591553,0.000000
1972-06-28,295.485352,307.709900,0.000000
1972-06-29,295.327087,308.005890,0.000000
1972-06-30,294.957611,308.860229,0.000000
1972-07-01,295.393860,309.480530,0.000000
1972-07-02,295.357330,309.972534,0.000000
1972-07-03,295.061707,309.141357,0.000000
1972-07-04,294.720123,309.065338,0.000000
1972-07-05,294.483459,308.794891,0.000000
1972-07-06,295.536987,308.893799,0.000000
1972-07-07,295.416534,310.053070,0.000000
1972-07-08,295.581573,311.095703,0.000000
1972-07-09,297.575836,311.144165,0.000000
1972-07-10,298.101624,312.689972,0.000000
1972-07-11,300.931427,311.529816,1.205336
1972-07-12,297.804565,311.117310,0.000000
1972-07-13,297.159729,311.233063,0.000000
1972-07-14,297.483582,311.192230,0.000000
1972-07-15,297.724579,311.509491,0.000000
1972-07-16,297.872223,311.277771,0.000000
1972-07-17,297.461426,310.811127,0.000000
1972-07-18,297.368561,311.438141,0.000000
1972-07-19,297.725494,310.828094,0.000000
1972-07-20,297.652039,310.058563,0.000000
1972-07-21,297.908997,310.283142,0.000000
1972-07-22,297.656616,309.979401,0.000000
1972-07-23,296.472412,308.401733,0.000000
1972-07-24,295.524292,308.188812,0.000000
1972-07-25,295.399658,308.940186,1.025107
1972-07-26,297.223114,308.439423,5.192167
1972-07-27,296.556335,307.315826,0.000000
1972-07-28,296.284180,308.501495,0.000000
1972-07-29,297.071442,308.189758,2.216336
1972-07-30,296.631714,306.990967,0.399067
1972-07-31,295.330170,307.314026,1.569991
1972-08-01,296.701324,307.193176,3.273634
1972-08-02,296.050751,307.754852,1.804791
1972-08-03,296.063019,308.010101,2.295861
1972-08-04,295.144196,308.562073,0.000000
1972-08-05,296.175354,308.566711,0.000000
1972-08-06,296.020142,308.414154,0.609650
1972-08-07,294.813690,309.904236,0.000000
1972-08-08,296.051727,310.309265,0.346798
1972-08-09,296.102478,311.400696,0.000000
1972-08-10,297.143982,310.331787,0.298476
1972-08-11,298.413208,306.780701,9.435862
1972-08-12,296.842377,308.826385,2.535976
1972-08-13,296.412659,311.099518,0.000000
1972-08-14,297.134521,310.717834,0.000000
1972-08-15,296.088165,308.894104,0.915577
1972-08-16,296.108124,308.923401,2.078106
1972-08-17,297.558014,307.231384,5.479925
1972-08-18,296.663666,305.997467,1.679008
1972-08-19,295.789612,305.994141,0.000000
1972-08-20,294.085388,307.423889,0.000000
1972-08-21,294.735565,308.485107,0.672806
1972-08-22,296.482147,306.707886,3.396585
1972-08-23,297.327942,305.898376,0.937788
1972-08-24,295.820648,307.490570,0.000000
1972-08-25,295.286652,307.216400,0.000000
1972-08-26,294.979523,307.373444,0.000000
1972-08-27,294.655457,309.136017,0.000000
1972-08-28,296.898438,310.002106,2.410949
1972-08-29,295.622467,303.855316,3.608940
1972-08-30,295.113495,304.397888,1.324749
1972-08-31,294.559509,305.189758,0.000000
1972-09-01,295.373749,305.884918,2.258485
1972-09-02,295.108093,306.325348,10.770005
1972-09-03,294.616455,303.081879,7.424602
1972-09-04,295.279022,304.106110,2.449380
1972-09-05,295.419800,306.270630,0.000000
1972-09-06,295.103088,306.686279,0.492859
1972-09-07,295.379150,305.409485,1.333106
1972-09-08,294.274353,303.897278,6.801476
1972-09-09,294.165985,303.176727,1.328026
1972-09-10,293.989380,304.746765,0.000000
1972-09-11,295.398254,305.094025,0.000000
1972-09-12,296.619324,302.594757,2.675646
1972-09-13,295.649597,303.247528,0.000000
1972-09-14,293.955322,303.587250,0.000000
1972-09-15,293.562378,305.735016,0.000000
1972-09-16,294.860107,307.446289,0.000000
1972-09-17,295.506897,309.172089,0.000000
1972-09-18,295.967712,307.926392,0.000000
1972-09-19,296.070709,306.052368,0.000000
1972-09-20,295.928741,304.501556,3.045619
1972-09-21,297.289642,308.096008,0.000000
1972-09-22,296.137390,309.003387,0.000000
1972-09-23,297.167053,306.857819,4.194940
1972-09-24,296.768097,305.348999,3.010343
1972-09-25,289.922394,304.589691,0.000000
1972-09-26,289.407776,304.754761,0.000000
1972-09-27,292.053040,303.362854,0.357239
1972-09-28,291.766083,304.262726,0.000000
1972-09-29,291.176208,306.165649,0.000000
1972-09-30,293.545105,307.141327,0.000000
1972-10-01,293.300629,303.928192,7.029712
1972-10-02,292.674164,304.835754,1.431539
1972-10-03,291.557556,304.643890,0.000000
1972-10-04,292.171692,302.120178,0.000000
1972-10-05,286.184296,298.300232,0.000000
1972-10-06,283.095062,295.352722,0.000000
1972-10-07,282.340637,303.341431,0.000000
1972-10-08,286.544678,305.924133,0.000000
1972-10-09,287.212982,305.705750,0.000000
1972-10-10,290.240173,305.877899,0.000000
1972-10-11,293.860657,306.865021,0.000000
1972-10-12,292.104553,307.714630,0.000000
1972-10-13,290.114502,305.294739,0.000000
1972-10-14,289.567596,304.737732,0.000000
1972-10-15,289.128784,305.308685,0.000000
1972-10-16,292.299500,303.211792,0.000000
1972-10-17,284.803894,295.315826,0.000000
1972-10-18,281.731903,294.143829,0.000000
1972-10-19,280.990387,295.284851,0.000000
1972-10-20,281.749756,297.300964,0.000000
1972-10-21,283.334839,295.609589,0.000000
1972-10-22,279.075775,292.630981,0.000000
1972-10-23,279.108246,295.345764,0.000000
1972-10-24,284.828522,299.928619,0.000000
1972-10-25,288.530731,296.340027,1.538131
1972-10-26,287.484406,293.065247,48.298084
1972-10-27,286.664429,293.355927,45.087025
1972-10-28,288.735443,295.836761,0.000000
1972-10-29,286.916718,293.330597,0.000000
1972-10-30,284.670654,296.241150,0.000000
1972-10-31,282.458344,297.089966,0.000000
1972-11-01,283.084717,297.734467,0.000000
1972-11-02,285.232391,299.532867,0.000000
1972-11-03,286.833893,295.307343,0.000000
1972-11-04,278.529968,291.223572,0.000000
1972-11-05,276.685547,292.492889,0.000000
1972-11-06,280.894958,297.956726,0.000000
1972-11-07,282.367523,300.669830,0.000000
1972-11-08,285.958893,301.600525,0.000000
1972-11-09,286.006714,300.011719,0.000000
1972-11-10,282.592041,298.277283,0.000000
1972-11-11,288.025757,301.570190,0.000000
1972-11-12,287.050781,296.247559,0.000000
1972-11-13,279.291595,294.936676,0.000000
1972-11-14,280.795502,288.787811,0.000000
1972-11-15,278.815735,283.536591,0.435791
1972-11-16,281.568726,288.233368,1.169156
1972-11-17,282.703552,292.479034,2.529074
1972-11-18,277.286957,290.433014,0.000000
1972-11-19,282.518768,288.307678,0.000000
1972-11-20,289.030975,292.059143,2.685703
1972-11-21,276.490570,287.751312,1.940074
1972-11-22,275.311310,280.023926,0.362432
1972-11-23,275.534973,281.678223,0.000000
1972-11-24,278.159302,289.186737,11.538703
1972-11-25,280.192993,292.049377,0.000000
1972-11-26,276.248962,289.634949,0.000000
1972-11-27,284.840881,297.177521,2.599483
1972-11-28,278.451385,290.379028,0.000000
1972-11-29,278.347290,282.982635,7.260338
1972-11-30,274.616119,286.582611,0.644278
1972-12-01,274.530640,291.056183,0.000000
1972-12-02,273.216003,283.450867,0.000000
1972-12-03,267.306091,280.399536,0.000000
1972-12-04,271.736847,287.530640,0.000000
1972-12-05,275.618256,291.140442,0.000000
1972-12-06,275.901764,291.857391,0.000000
1972-12-07,282.107513,297.059937,0.283319
1972-12-08,280.623840,288.863800,2.163783
1972-12-09,278.159760,284.743042,0.000000
1972-12-10,283.195465,290.158112,2.661310
1972-12-11,286.915375,296.913757,1.732811
1972-12-12,282.619873,291.286194,0.679243
1972-12-13,272.984406,288.865509,0.000000
1972-12-14,277.317810,292.037781,0.000000
1972-12-15,278.894165,284.512817,0.000000
1972-12-16,275.290710,281.307251,6.159650
1972-12-17,268.431763,284.219940,0.000000
1972-12-18,273.500916,284.891602,0.000000
1972-12-19,274.716858,290.924652,0.000000
1972-12-20,277.069458,294.167816,0.000000
1972-12-21,277.598877,293.239410,0.000000
1972-12-22,275.996460,292.809479,0.000000
1972-12-23,276.671021,293.371460,0.000000
1972-12-24,283.434540,295.710602,0.000000
1972-12-25,272.562225,286.461395,0.000000
1972-12-26,270.052002,286.882019,0.000000
1972-12-27,274.663483,291.478821,0.000000
1972-12-28,282.535156,292.134857,0.000000
1972-12-29,283.144531,292.267456,11.797122
1972-12-30,285.092712,293.061981,0.997759
1972-12-31,279.560791,294.532227,0.418057
