#Variables:
#tasmin_BNU-ESM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_BNU-ESM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_BNU-ESM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_BNU-ESM_historical(K),tasmax_BNU-ESM_historical(K),pr_BNU-ESM_historical(mm)"
""
yyyy-mm-dd,tasmin_BNU-ESM_historical(K),tasmax_BNU-ESM_historical(K),pr_BNU-ESM_historical(mm)
1981-09-11,291.755798,299.194733,39.442757
1981-09-12,294.117126,301.603943,3.779505
1981-09-13,289.790833,301.046967,0.000000
1981-09-14,289.117493,302.023987,0.000000
1981-09-15,287.459900,300.864136,0.000000
1981-09-16,289.221313,302.186218,0.000000
1981-09-17,288.101105,302.414673,0.000000
1981-09-18,290.410583,303.879944,0.000000
1981-09-19,290.802551,304.831818,0.324474
1981-09-20,290.618774,304.799286,0.000000
1981-09-21,292.447235,306.264435,0.000000
1981-09-22,293.139435,305.255219,0.000000
1981-09-23,290.693481,304.081848,0.000000
1981-09-24,288.917786,304.752533,0.000000
1981-09-25,292.141724,304.276062,0.000000
1981-09-26,291.845245,302.927002,1.657885
1981-09-27,292.531952,301.736023,4.101923
1981-09-28,292.538757,304.657349,1.309613
1981-09-29,292.886353,303.850494,0.000000
1981-09-30,292.554077,304.032928,0.000000
1981-10-01,288.851654,303.014618,1.542885
1981-10-02,292.447906,302.828674,4.709198
1981-10-03,290.733215,304.877472,0.000000
1981-10-04,290.615814,305.841187,0.000000
1981-10-05,288.968933,306.988831,0.000000
1981-10-06,289.530945,306.929596,0.000000
1981-10-07,287.716309,306.307159,0.000000
1981-10-08,289.184662,306.679840,0.000000
1981-10-09,289.627319,306.263428,0.000000
1981-10-10,289.153015,306.683563,0.000000
1981-10-11,287.725616,304.681366,0.000000
1981-10-12,287.662628,301.514435,0.000000
1981-10-13,287.373688,302.356598,0.000000
1981-10-14,289.190002,300.624695,0.000000
1981-10-15,290.244354,301.748566,0.000000
1981-10-16,289.003632,303.670410,0.000000
1981-10-17,290.570618,300.770599,2.711011
1981-10-18,292.018738,299.245422,0.975946
1981-10-19,291.686310,298.242004,0.957568
1981-10-20,292.916931,298.945679,7.997424
1981-10-21,292.663574,299.765289,0.000000
1981-10-22,290.992157,299.004517,1.498856
1981-10-23,292.765289,300.686523,0.000000
1981-10-24,292.817841,302.229889,0.477950
1981-10-25,290.765198,302.627502,0.000000
1981-10-26,290.733154,299.141693,0.000000
1981-10-27,290.024414,301.114807,0.000000
1981-10-28,289.433411,300.270233,0.000000
1981-10-29,285.925079,290.708282,0.000000
1981-10-30,286.296600,294.445770,0.000000
1981-10-31,286.099579,298.157471,0.000000
1981-11-01,288.707336,299.159424,0.000000
1981-11-02,288.994965,300.939392,0.000000
1981-11-03,290.680145,299.341339,0.768349
1981-11-04,285.298279,298.161682,7.354236
1981-11-05,278.547302,292.531738,0.000000
1981-11-06,279.016357,295.103882,0.000000
1981-11-07,279.249542,297.242432,0.000000
1981-11-08,283.207123,295.523651,0.000000
1981-11-09,287.752228,300.312775,0.000000
1981-11-10,292.417053,299.958221,2.052835
1981-11-11,284.840210,297.781158,0.000000
1981-11-12,277.639313,294.256012,0.000000
1981-11-13,278.711914,297.343353,0.000000
1981-11-14,279.783813,298.212280,0.000000
1981-11-15,282.686218,300.719116,0.000000
1981-11-16,286.255951,301.734222,0.000000
1981-11-17,287.309052,296.617249,0.000000
1981-11-18,277.068268,301.320404,0.000000
1981-11-19,287.458466,301.939117,0.000000
1981-11-20,282.025330,297.208984,0.000000
1981-11-21,279.158722,298.642059,0.000000
1981-11-22,282.377899,300.510101,0.000000
1981-11-23,284.944611,300.651855,0.000000
1981-11-24,285.544067,301.273621,0.000000
1981-11-25,286.662750,301.880341,0.000000
1981-11-26,282.663940,300.346954,0.000000
1981-11-27,281.049774,300.449585,0.000000
1981-11-28,283.649445,301.560944,0.000000
1981-11-29,284.560791,299.342529,0.000000
1981-11-30,277.539215,296.880066,0.000000
1981-12-01,282.959473,297.800018,0.000000
1981-12-02,289.023346,296.169464,3.181767
1981-12-03,289.730042,296.704376,5.237736
1981-12-04,289.310547,297.416443,0.847051
1981-12-05,284.892456,295.515442,0.000000
1981-12-06,280.268799,288.882019,0.000000
1981-12-07,275.828033,288.413483,0.000000
1981-12-08,279.998657,294.192780,0.000000
1981-12-09,278.282227,293.811646,0.404256
1981-12-10,278.689117,298.457458,0.000000
1981-12-11,284.043549,299.844208,0.000000
1981-12-12,284.027344,294.985992,0.000000
1981-12-13,275.996460,293.318542,0.000000
1981-12-14,280.656738,298.438904,0.000000
1981-12-15,283.628601,299.400116,0.000000
1981-12-16,283.103943,300.443909,0.000000
1981-12-17,282.018860,295.660156,0.000000
1981-12-18,278.303345,295.087250,0.000000
1981-12-19,278.331177,296.109100,0.723293
1981-12-20,278.841492,299.331390,0.000000
1981-12-21,284.879944,299.724854,0.000000
1981-12-22,278.313660,297.777283,0.000000
1981-12-23,273.471954,287.909668,0.000000
1981-12-24,274.340973,291.849731,0.000000
1981-12-25,282.528473,295.930481,0.403474
1981-12-26,276.635742,290.923676,0.000000
1981-12-27,274.707672,288.272858,0.000000
1981-12-28,274.793884,294.718719,0.000000
1981-12-29,283.968475,292.314728,9.228693
1981-12-30,274.365204,287.960327,1.108405
1981-12-31,267.948059,277.199982,0.000000
1982-01-01,267.601654,272.904236,0.341605
1982-01-02,269.308899,278.918365,0.462488
1982-01-03,272.986115,277.735931,4.918578
1982-01-04,274.589020,278.844818,10.918934
1982-01-05,273.115143,281.791870,0.000000
1982-01-06,276.694366,287.820679,0.000000
1982-01-07,278.030426,289.333130,0.920827
1982-01-08,284.534424,299.966278,0.000000
1982-01-09,287.157928,297.585419,2.265298
1982-01-10,275.509033,296.252594,0.816898
1982-01-11,267.380859,279.579315,0.000000
1982-01-12,272.059692,288.072418,0.000000
1982-01-13,280.163757,288.380920,0.000000
1982-01-14,275.969147,287.866364,0.346226
1982-01-15,280.345123,290.741852,8.989446
1982-01-16,282.842468,289.594269,9.334826
1982-01-17,276.809692,287.754700,0.000000
1982-01-18,274.037689,287.205383,0.000000
1982-01-19,273.774048,290.311035,0.000000
1982-01-20,275.448944,291.246399,0.000000
1982-01-21,278.963470,294.192383,0.000000
1982-01-22,278.750641,294.733948,0.000000
1982-01-23,283.924988,294.296875,0.722472
1982-01-24,276.523560,292.523315,0.854492
1982-01-25,271.662750,280.412476,0.000000
1982-01-26,268.555450,284.445160,0.000000
1982-01-27,272.294189,288.670715,0.000000
1982-01-28,276.354126,286.277985,0.000000
1982-01-29,280.840881,286.760406,1.190363
1982-01-30,283.252686,291.295929,1.587677
1982-01-31,283.437531,288.876465,0.321454
1982-02-01,284.464874,293.870789,0.000000
1982-02-02,279.093597,289.515839,0.000000
1982-02-03,272.258331,288.493805,0.000000
1982-02-04,279.097260,291.537811,0.000000
1982-02-05,283.924225,298.359039,0.000000
1982-02-06,284.605988,297.157684,0.000000
1982-02-07,276.867645,292.249115,0.000000
1982-02-08,275.770172,291.374146,0.000000
1982-02-09,277.645386,294.633240,0.000000
1982-02-10,278.294159,295.583313,0.000000
1982-02-11,279.846680,295.569733,0.000000
1982-02-12,278.493011,291.768768,0.000000
1982-02-13,276.185974,291.793518,0.000000
1982-02-14,279.901367,295.095703,0.000000
1982-02-15,282.108215,294.014160,0.000000
1982-02-16,273.582275,288.281372,0.000000
1982-02-17,271.845032,289.615753,0.000000
1982-02-18,281.756195,297.900665,0.000000
1982-02-19,283.439667,301.650177,0.000000
1982-02-20,284.603027,302.087250,0.475748
1982-02-21,281.134338,299.246307,0.000000
1982-02-22,269.245941,291.584229,0.000000
1982-02-23,269.322632,279.135254,0.000000
1982-02-24,273.109375,296.833099,0.000000
1982-02-25,277.022705,294.306549,0.842318
1982-02-26,269.349426,279.353760,0.000000
1982-02-27,271.601440,286.738373,0.000000
1982-02-28,279.635834,287.332214,0.000000
1982-03-01,282.331818,294.992157,0.000000
1982-03-02,285.621094,301.362823,0.984081
1982-03-03,286.543091,305.307373,0.400587
1982-03-04,287.468384,306.771210,0.000000
1982-03-05,288.112488,304.665009,0.000000
1982-03-06,288.151611,303.872040,0.000000
1982-03-07,280.812653,300.481384,0.000000
1982-03-08,282.040039,295.270782,0.000000
1982-03-09,288.681824,304.983978,0.000000
1982-03-10,290.487366,303.955383,0.000000
1982-03-11,290.115295,303.404236,0.000000
1982-03-12,285.501617,300.306702,0.000000
1982-03-13,278.916992,289.696381,0.000000
1982-03-14,274.292572,290.530823,0.000000
1982-03-15,284.784637,302.793488,0.000000
1982-03-16,288.764862,303.553375,0.349793
1982-03-17,287.846008,303.936554,0.000000
1982-03-18,285.875549,303.091400,0.000000
1982-03-19,283.412872,294.460876,0.000000
1982-03-20,281.756500,297.339081,0.000000
1982-03-21,288.932922,298.352692,0.000000
1982-03-22,291.156799,296.789734,3.366845
1982-03-23,292.181732,297.375061,1.146101
1982-03-24,291.040527,300.881683,2.064479
1982-03-25,289.938049,298.926422,3.901721
1982-03-26,284.765076,298.415405,0.000000
1982-03-27,285.326630,301.169678,0.000000
1982-03-28,286.408600,302.494995,0.000000
1982-03-29,286.839203,301.323181,0.000000
1982-03-30,283.137421,302.739777,0.000000
1982-03-31,287.779236,303.575714,0.000000
1982-04-01,290.746674,303.114258,6.137945
1982-04-02,284.088318,301.496002,1.005207
1982-04-03,277.684753,287.826935,0.000000
1982-04-04,275.260529,291.143066,0.000000
1982-04-05,279.947845,297.105530,0.000000
1982-04-06,284.532776,301.237854,0.000000
1982-04-07,289.272614,304.400299,0.000000
1982-04-08,290.801819,305.568115,0.000000
1982-04-09,290.459198,307.111938,0.000000
1982-04-10,291.530975,306.069702,0.000000
1982-04-11,288.754517,306.302185,0.000000
1982-04-12,290.546448,307.944580,0.000000
1982-04-13,292.398621,307.400360,0.000000
1982-04-14,292.461853,308.603149,0.000000
1982-04-15,292.994934,307.598419,0.000000
1982-04-16,292.568115,306.122192,0.000000
1982-04-17,293.650940,308.495697,0.333178
1982-04-18,290.072540,307.214325,0.000000
1982-04-19,291.299652,304.972015,0.537021
1982-04-20,292.109619,305.413666,3.595148
1982-04-21,293.670624,307.886261,0.000000
1982-04-22,293.523041,307.688080,0.000000
1982-04-23,290.666718,305.395721,0.282560
1982-04-24,290.094208,309.684204,0.000000
1982-04-25,293.070404,311.482574,0.000000
1982-04-26,294.482788,310.773926,0.000000
1982-04-27,294.998047,308.772766,2.608960
1982-04-28,293.564331,307.672577,0.000000
1982-04-29,291.898804,303.695465,0.000000
1982-04-30,289.684967,298.244324,0.000000
1982-05-01,290.196381,302.623413,0.000000
1982-05-02,292.630585,305.897491,0.000000
1982-05-03,293.570129,306.933228,0.000000
1982-05-04,295.218842,305.518738,0.000000
1982-05-05,295.641144,306.821747,0.401025
1982-05-06,293.643433,311.076508,0.000000
1982-05-07,293.753876,309.970886,0.000000
1982-05-08,293.236847,309.939819,0.000000
1982-05-09,294.680481,308.427246,0.350338
1982-05-10,287.905762,303.447144,0.000000
1982-05-11,292.440155,307.627747,0.000000
1982-05-12,296.065186,308.770660,0.000000
1982-05-13,297.628479,308.566833,0.000000
1982-05-14,296.825134,308.181580,0.000000
1982-05-15,295.330109,306.664520,0.931547
1982-05-16,296.599731,306.627930,0.392296
1982-05-17,294.704559,307.835114,0.000000
1982-05-18,294.096802,306.873535,0.000000
1982-05-19,294.856201,303.633636,1.243713
1982-05-20,293.748322,298.949554,6.191731
1982-05-21,292.469482,305.703552,1.365667
1982-05-22,291.457825,305.791473,0.000000
1982-05-23,293.234833,305.058167,0.000000
1982-05-24,294.750397,306.633148,0.000000
1982-05-25,295.356201,308.331482,0.000000
1982-05-26,295.498596,309.297363,0.000000
1982-05-27,295.644196,310.600098,0.000000
1982-05-28,293.949188,311.390198,0.000000
1982-05-29,292.190247,311.286194,0.000000
1982-05-30,296.217499,307.063568,0.633487
1982-05-31,296.045807,303.199890,28.520397
1982-06-01,295.344574,303.944427,39.220150
1982-06-02,295.696930,305.438843,3.949154
1982-06-03,296.023102,305.820831,4.115767
1982-06-04,295.896088,303.815063,7.781780
1982-06-05,295.404663,303.068054,10.888663
1982-06-06,296.737061,305.958954,0.000000
1982-06-07,297.476349,308.604248,0.000000
1982-06-08,297.877869,308.241760,0.000000
1982-06-09,297.074493,307.504120,0.000000
1982-06-10,295.138153,305.385101,0.000000
1982-06-11,293.735565,306.441315,0.000000
1982-06-12,295.382751,308.822418,0.000000
1982-06-13,295.403473,309.577972,0.000000
1982-06-14,294.964874,309.022949,0.000000
1982-06-15,294.155731,306.290466,2.672796
1982-06-16,294.610229,306.749512,0.000000
1982-06-17,294.784088,307.705505,0.000000
1982-06-18,295.372864,307.677307,4.146979
1982-06-19,295.079468,306.523315,1.187151
1982-06-20,292.745270,304.961853,0.000000
1982-06-21,292.711884,305.332642,0.000000
1982-06-22,291.500854,303.637177,0.000000
1982-06-23,294.373108,302.959625,0.896048
1982-06-24,295.719482,302.206696,4.693666
1982-06-25,296.135925,302.900665,0.000000
1982-06-26,296.617279,303.816986,0.000000
1982-06-27,296.666870,303.459656,4.032213
1982-06-28,297.375732,301.184845,20.901127
1982-06-29,296.521912,302.362335,16.257315
1982-06-30,296.249146,305.696472,0.452914
1982-07-01,295.074768,309.363861,0.000000
1982-07-02,294.883514,310.164001,0.000000
1982-07-03,295.404236,310.160919,0.000000
1982-07-04,295.219513,309.362701,0.000000
1982-07-05,295.200989,308.352356,0.000000
1982-07-06,295.598114,309.083801,0.000000
1982-07-07,295.407013,309.034485,0.000000
1982-07-08,295.587402,308.617584,0.000000
1982-07-09,295.711884,307.418304,0.000000
1982-07-10,295.846313,307.007141,0.000000
1982-07-11,296.801575,308.909546,0.000000
1982-07-12,297.115814,311.119629,0.000000
1982-07-13,296.846863,312.160950,0.000000
1982-07-14,297.122711,311.339996,0.000000
1982-07-15,297.055359,310.509552,0.000000
1982-07-16,297.878143,308.043396,1.915225
1982-07-17,298.122498,305.619690,14.544631
1982-07-18,297.725494,301.592163,17.223145
1982-07-19,297.637573,303.037445,2.670295
1982-07-20,296.480286,305.174530,0.000000
1982-07-21,295.913116,307.103149,0.000000
1982-07-22,296.017639,308.938721,0.000000
1982-07-23,296.264282,310.217773,0.396007
1982-07-24,296.386444,309.802795,1.227568
1982-07-25,295.938232,307.788605,5.147141
1982-07-26,296.280640,305.371246,3.486697
1982-07-27,296.407532,305.579834,0.000000
1982-07-28,295.807037,305.648926,0.000000
1982-07-29,295.804749,304.904114,0.000000
1982-07-30,294.931152,306.508575,0.000000
1982-07-31,294.144440,307.712067,0.000000
1982-08-01,294.396240,310.162659,0.000000
1982-08-02,294.928925,310.655060,0.000000
1982-08-03,295.111023,309.516327,0.000000
1982-08-04,295.690735,310.487091,0.000000
1982-08-05,296.127747,311.606995,0.000000
1982-08-06,296.411011,312.230469,0.000000
1982-08-07,296.634277,311.544098,3.442459
1982-08-08,296.220459,310.094238,4.317598
1982-08-09,296.296265,308.844604,0.282012
1982-08-10,297.092834,309.353607,2.394027
1982-08-11,297.712585,310.867767,1.623679
1982-08-12,297.723816,310.813416,0.000000
1982-08-13,297.486542,310.475189,0.000000
1982-08-14,297.526489,309.603760,0.000000
1982-08-15,297.692413,307.550446,0.427709
1982-08-16,297.715088,308.698914,0.531980
1982-08-17,298.801605,309.158081,0.414951
1982-08-18,298.055298,309.240143,0.289937
1982-08-19,296.896698,307.337952,0.398974
1982-08-20,296.310822,306.949158,0.000000
1982-08-21,296.180786,307.943451,0.000000
1982-08-22,297.110901,308.297668,0.000000
1982-08-23,297.270355,310.121674,0.000000
1982-08-24,298.104706,311.371552,0.000000
1982-08-25,298.524536,311.237488,0.000000
1982-08-26,297.917358,310.865204,0.000000
1982-08-27,298.578003,310.549194,0.000000
1982-08-28,298.101257,309.381683,1.098199
1982-08-29,297.694550,305.728821,28.537302
1982-08-30,296.711456,303.918121,1.346027
1982-08-31,295.581696,305.082062,0.000000
1982-09-01,295.828827,305.946136,0.000000
1982-09-02,296.113159,307.550201,0.000000
1982-09-03,296.147186,309.289124,1.105068
1982-09-04,297.215668,309.910187,0.000000
1982-09-05,296.572021,306.264130,29.417944
1982-09-06,295.558472,302.668762,31.616798
1982-09-07,294.777618,302.727661,1.381284
1982-09-08,294.413940,303.644653,0.000000
1982-09-09,294.485565,303.321289,5.983243
1982-09-10,293.192871,304.310516,2.258485
1982-09-11,292.040344,303.614655,3.417958
1982-09-12,291.101379,302.735779,11.739794
1982-09-13,293.008453,303.987091,2.358961
1982-09-14,291.394562,301.984619,0.000000
1982-09-15,286.304718,298.921051,0.000000
1982-09-16,287.240112,299.890991,0.000000
1982-09-17,287.163574,303.268402,0.000000
1982-09-18,288.096649,304.954620,0.410530
1982-09-19,289.977997,306.037842,0.000000
1982-09-20,291.097290,305.971344,0.000000
1982-09-21,292.373016,306.411469,0.000000
1982-09-22,294.299683,305.900818,0.000000
1982-09-23,294.904633,305.664703,0.000000
1982-09-24,295.090637,306.352142,0.673903
1982-09-25,295.069916,305.844940,0.000000
1982-09-26,290.885162,300.077972,0.000000
1982-09-27,290.352386,301.222382,0.000000
1982-09-28,295.396851,303.860687,0.000000
1982-09-29,295.386566,305.349731,3.763197
1982-09-30,295.719879,304.966492,3.848089
1982-10-01,295.494568,306.000122,0.000000
1982-10-02,294.618011,306.181915,0.000000
1982-10-03,294.469696,307.161926,0.000000
1982-10-04,294.692932,304.145660,19.210621
1982-10-05,281.567841,297.956787,13.873300
1982-10-06,284.201355,289.963074,0.000000
1982-10-07,284.304596,297.957520,0.000000
1982-10-08,286.559174,300.826294,0.000000
1982-10-09,288.300018,300.528656,0.000000
1982-10-10,287.781433,302.936981,0.000000
1982-10-11,287.920563,301.164490,0.000000
1982-10-12,285.001862,305.498322,0.000000
1982-10-13,288.637482,306.231140,0.000000
1982-10-14,289.818695,304.252960,0.000000
1982-10-15,290.759125,298.898132,0.000000
1982-10-16,292.110046,304.541748,0.000000
1982-10-17,289.937683,307.991486,0.000000
1982-10-18,289.612427,306.096008,0.000000
1982-10-19,286.741150,304.219788,0.000000
1982-10-20,284.976349,298.033020,48.298084
1982-10-21,284.995728,293.510742,35.953850
1982-10-22,287.108734,295.395966,5.678652
1982-10-23,285.923218,296.562378,1.492172
1982-10-24,282.578308,291.325745,0.000000
1982-10-25,284.552063,297.612610,0.000000
1982-10-26,286.332275,297.908112,0.000000
1982-10-27,281.824951,294.615265,0.000000
1982-10-28,278.167145,295.404785,0.000000
1982-10-29,282.492188,293.140594,0.000000
1982-10-30,285.436981,295.134247,0.000000
1982-10-31,287.195160,295.268860,0.000000
1982-11-01,282.612946,297.354156,0.000000
1982-11-02,286.557404,301.605255,0.000000
1982-11-03,289.882721,301.623383,2.164831
1982-11-04,284.154175,297.398499,6.062548
1982-11-05,276.080170,285.365448,10.323680
1982-11-06,272.950989,286.826019,0.000000
1982-11-07,275.141327,289.731598,0.000000
1982-11-08,278.998383,287.487061,0.850815
1982-11-09,282.395172,289.965942,0.000000
1982-11-10,286.315033,292.910217,0.000000
1982-11-11,288.744781,296.894714,19.102577
1982-11-12,287.755463,293.649139,0.817898
1982-11-13,284.955688,294.758636,4.975634
1982-11-14,285.247131,295.899872,17.641769
1982-11-15,290.743652,301.147461,0.996303
1982-11-16,290.432892,301.245667,8.008964
1982-11-17,288.291534,297.394440,0.000000
1982-11-18,282.520844,291.035309,10.151636
1982-11-19,285.884338,292.395020,33.737370
1982-11-20,276.238220,284.871826,1.167249
1982-11-21,275.783142,280.984009,0.351236
1982-11-22,281.146790,286.635406,20.705784
1982-11-23,278.696167,287.132385,16.571762
1982-11-24,276.472351,284.256989,23.415470
1982-11-25,274.902191,284.523254,7.891330
1982-11-26,273.044617,284.461365,0.456548
1982-11-27,281.144196,296.122162,0.000000
1982-11-28,282.922485,291.255798,1.893108
1982-11-29,275.910828,286.812042,0.702330
1982-11-30,277.419220,292.693817,0.000000
1982-12-01,283.125458,293.419037,1.267426
1982-12-02,270.855652,288.072662,7.260338
1982-12-03,271.381622,286.175293,0.000000
1982-12-04,269.759979,285.492310,0.000000
1982-12-05,276.008453,290.379028,24.756273
1982-12-06,282.656311,293.667175,0.429529
1982-12-07,279.280121,289.035950,0.000000
1982-12-08,266.421021,281.621521,0.000000
1982-12-09,266.446014,275.599579,1.471362
1982-12-10,266.050598,277.204437,5.016470
1982-12-11,265.451355,277.394196,0.888193
1982-12-12,254.619354,271.539124,0.000000
1982-12-13,258.855835,281.852478,0.000000
1982-12-14,268.572174,279.754303,0.000000
1982-12-15,268.431763,282.615631,0.000000
1982-12-16,273.306030,287.870392,0.000000
1982-12-17,279.401489,292.239471,0.000000
1982-12-18,283.118378,290.626831,0.000000
1982-12-19,279.642548,291.856476,0.000000
1982-12-20,279.594452,290.920776,8.107067
1982-12-21,282.687531,291.347504,7.212505
1982-12-22,278.562927,285.921875,0.000000
1982-12-23,278.894165,288.445251,0.000000
1982-12-24,280.405914,285.321411,1.274143
1982-12-25,278.928314,282.783752,0.000000
1982-12-26,280.792694,286.158966,0.655761
1982-12-27,283.293396,288.149536,3.656386
1982-12-28,282.444611,287.762085,0.000000
1982-12-29,279.916748,287.632965,0.000000
1982-12-30,277.270782,286.289886,0.000000
1982-12-31,269.641327,287.752838,0.000000
1983-01-01,277.489380,289.309937,4.765834
1983-01-02,275.904053,291.236023,1.823877
1983-01-03,276.842346,290.838135,0.000000
1983-01-04,278.479980,290.599823,7.983531
1983-01-05,283.691254,292.107971,14.285247
1983-01-06,285.032867,288.098816,13.113883
1983-01-07,282.105957,287.760437,39.780571
1983-01-08,283.819031,292.680634,11.618538
1983-01-09,278.865540,286.907288,4.435153
1983-01-10,276.201172,281.580750,0.000000
1983-01-11,275.983795,280.163055,5.808750
1983-01-12,272.436951,278.241180,0.336502
1983-01-13,270.685669,276.745972,0.000000
1983-01-14,273.737640,275.758179,2.216330
1983-01-15,274.993744,280.915680,0.000000
1983-01-16,278.857056,286.835114,0.000000
1983-01-17,282.407471,291.596863,0.000000
1983-01-18,280.068634,291.722717,0.000000
1983-01-19,276.660187,286.756073,0.618309
1983-01-20,276.280060,284.154297,11.340343
1983-01-21,271.429169,279.604828,0.000000
1983-01-22,270.648834,281.168030,0.000000
1983-01-23,272.400696,283.249054,1.880901
1983-01-24,282.408691,290.600159,15.753201
1983-01-25,276.919128,283.435638,0.000000
1983-01-26,277.445496,284.215912,0.000000
1983-01-27,282.277405,290.364044,9.433215
1983-01-28,273.799255,285.045715,6.843091
1983-01-29,271.571686,279.404938,1.355531
1983-01-30,271.240540,280.099640,0.000000
1983-01-31,270.783722,279.990479,0.000000
1983-02-01,273.685699,279.472626,0.391775
1983-02-02,275.336060,280.054993,0.574968
1983-02-03,275.983521,281.876221,0.000000
1983-02-04,278.160400,286.905243,2.826108
1983-02-05,281.460358,285.681793,0.495989
1983-02-06,279.454590,284.614807,0.000000
1983-02-07,281.895203,289.469757,16.978653
1983-02-08,277.782043,287.785767,13.932083
1983-02-09,275.588867,284.332977,0.000000
1983-02-10,275.874237,287.624390,0.000000
1983-02-11,276.929230,291.893097,0.000000
1983-02-12,280.527374,294.740448,0.000000
1983-02-13,277.820496,290.259460,0.000000
1983-02-14,279.041473,287.022125,0.000000
1983-02-15,281.586700,287.763824,1.062970
1983-02-16,281.088348,290.936127,0.000000
1983-02-17,282.156219,289.318176,2.698871
1983-02-18,276.823395,291.895172,0.000000
1983-02-19,278.234222,297.953674,0.000000
1983-02-20,282.660583,295.763794,0.000000
1983-02-21,282.406616,292.856659,0.000000
1983-02-22,284.139130,295.713501,0.000000
1983-02-23,285.066498,300.639954,0.000000
1983-02-24,285.460602,301.838745,0.000000
1983-02-25,287.899292,301.565155,0.000000
1983-02-26,288.120239,301.859070,0.000000
1983-02-27,290.581482,300.284424,0.000000
1983-02-28,284.904480,296.305847,0.000000
1983-03-01,278.492828,291.368591,0.000000
1983-03-02,276.835846,292.091644,0.000000
1983-03-03,281.014313,296.986755,0.000000
1983-03-04,283.924591,297.739319,0.000000
1983-03-05,280.942047,295.760193,0.000000
1983-03-06,286.099304,302.743042,0.000000
1983-03-07,287.290070,299.794891,0.000000
1983-03-08,285.809387,298.585632,0.000000
1983-03-09,284.764099,297.835999,0.000000
1983-03-10,284.221802,299.788574,0.000000
1983-03-11,286.099884,297.491516,0.000000
1983-03-12,275.683624,294.223541,0.000000
1983-03-13,282.813599,295.491821,0.000000
1983-03-14,277.556152,293.727448,0.000000
1983-03-15,284.257538,299.091003,0.000000
1983-03-16,286.834076,297.705505,2.004970
1983-03-17,281.209503,294.541138,0.000000
1983-03-18,276.819885,284.838257,0.000000
1983-03-19,274.317871,295.163666,0.000000
1983-03-20,285.079865,295.289490,2.135142
1983-03-21,279.274231,293.263428,0.000000
1983-03-22,273.141357,286.874207,0.000000
1983-03-23,279.947479,288.652985,6.174922
1983-03-24,281.535553,288.976410,6.914509
1983-03-25,279.335022,288.662842,1.778298
1983-03-26,276.599823,292.125702,0.000000
1983-03-27,278.943420,300.517212,0.000000
1983-03-28,283.155579,302.394775,0.000000
1983-03-29,288.610229,300.840668,0.000000
1983-03-30,285.158844,300.257996,0.000000
1983-03-31,282.747131,298.389648,0.000000
1983-04-01,286.013855,296.157867,0.000000
1983-04-02,287.717773,295.266785,0.000000
1983-04-03,279.437073,292.085419,0.000000
1983-04-04,278.032410,290.022888,0.000000
1983-04-05,278.862640,294.126251,0.000000
1983-04-06,280.936279,294.985046,0.000000
1983-04-07,284.546997,294.379669,0.000000
1983-04-08,283.182495,295.081146,0.000000
1983-04-09,287.696564,294.600281,5.786412
1983-04-10,286.769104,294.850342,24.619200
1983-04-11,282.557678,295.709869,4.179445
1983-04-12,282.985901,293.033569,0.000000
1983-04-13,284.429596,289.327698,0.000000
1983-04-14,283.337982,287.887604,0.332396
1983-04-15,284.824890,289.342712,0.316360
1983-04-16,289.508514,299.124207,26.501862
1983-04-17,286.160034,299.450562,0.000000
1983-04-18,284.547089,300.516266,0.000000
1983-04-19,284.077789,301.674866,0.000000
1983-04-20,288.109802,301.510132,0.000000
1983-04-21,287.029510,300.635651,0.000000
1983-04-22,284.766052,297.526581,0.000000
1983-04-23,285.249756,294.767548,0.000000
1983-04-24,286.013824,292.445099,0.000000
1983-04-25,285.012299,290.343506,0.000000
1983-04-26,286.542908,296.971924,0.000000
1983-04-27,284.389740,300.020569,0.000000
1983-04-28,290.769135,303.473083,0.000000
1983-04-29,288.506958,302.384613,2.493776
1983-04-30,288.417938,296.403046,9.835216
1983-05-01,290.753876,302.789520,6.160663
1983-05-02,288.601044,303.131744,0.000000
1983-05-03,285.938446,302.239166,0.000000
1983-05-04,284.490753,300.745758,0.000000
1983-05-05,281.949738,293.001923,0.000000
1983-05-06,282.702209,290.881653,0.000000
1983-05-07,281.957794,293.581665,0.000000
1983-05-08,284.627625,294.193481,0.361269
1983-05-09,288.982941,299.244690,2.688219
1983-05-10,289.409454,303.193817,0.000000
1983-05-11,290.003113,307.329590,0.386375
1983-05-12,289.912079,307.800446,0.000000
1983-05-13,290.684418,307.420380,1.839515
1983-05-14,290.139648,304.048523,0.978001
1983-05-15,289.630524,304.297058,5.966056
1983-05-16,288.381836,306.292236,0.000000
1983-05-17,292.711029,305.931824,0.000000
